"pgnation","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"12","1986","Urban Area","West Germany","9","","",""
"12","1986","Urban Area","East Germany","","","",""
"12","1986","Rural Area","West Germany","","","",""
"12","1986","Rural Area","East Germany","","","",""
"13","1986","Urban Area","West Germany","","","",""
"13","1986","Urban Area","East Germany","","","",""
"13","1986","Rural Area","West Germany","","","",""
"13","1986","Rural Area","East Germany","","","",""
"14","1986","Urban Area","West Germany","6","","",""
"14","1986","Urban Area","East Germany","","","",""
"14","1986","Rural Area","West Germany","","","",""
"14","1986","Rural Area","East Germany","","","",""
"15","1986","Urban Area","West Germany","","","",""
"15","1986","Urban Area","East Germany","","","",""
"15","1986","Rural Area","West Germany","","","",""
"15","1986","Rural Area","East Germany","","","",""
"16","1986","Urban Area","West Germany","","","",""
"16","1986","Urban Area","East Germany","","","",""
"16","1986","Rural Area","West Germany","","","",""
"16","1986","Rural Area","East Germany","","","",""
"17","1986","Urban Area","West Germany","","","",""
"17","1986","Urban Area","East Germany","","","",""
"17","1986","Rural Area","West Germany","1","","",""
"17","1986","Rural Area","East Germany","","","",""
"18","1986","Urban Area","West Germany","7","","",""
"18","1986","Urban Area","East Germany","","","",""
"18","1986","Rural Area","West Germany","2","","",""
"18","1986","Rural Area","East Germany","","","",""
"19","1986","Urban Area","West Germany","3","","",""
"19","1986","Urban Area","East Germany","","","",""
"19","1986","Rural Area","West Germany","2","","",""
"19","1986","Rural Area","East Germany","","","",""
"20","1986","Urban Area","West Germany","2","","",""
"20","1986","Urban Area","East Germany","","","",""
"20","1986","Rural Area","West Germany","","","",""
"20","1986","Rural Area","East Germany","","","",""
"21","1986","Urban Area","West Germany","2","","",""
"21","1986","Urban Area","East Germany","","","",""
"21","1986","Rural Area","West Germany","","","",""
"21","1986","Rural Area","East Germany","","","",""
"22","1986","Urban Area","West Germany","5","","",""
"22","1986","Urban Area","East Germany","","","",""
"22","1986","Rural Area","West Germany","2","","",""
"22","1986","Rural Area","East Germany","","","",""
"23","1986","Urban Area","West Germany","2","","",""
"23","1986","Urban Area","East Germany","","","",""
"23","1986","Rural Area","West Germany","","","",""
"23","1986","Rural Area","East Germany","","","",""
"24","1986","Urban Area","West Germany","3","","",""
"24","1986","Urban Area","East Germany","","","",""
"24","1986","Rural Area","West Germany","","","",""
"24","1986","Rural Area","East Germany","","","",""
"25","1986","Urban Area","West Germany","2","","",""
"25","1986","Urban Area","East Germany","","","",""
"25","1986","Rural Area","West Germany","","","",""
"25","1986","Rural Area","East Germany","","","",""
"26","1986","Urban Area","West Germany","2","","",""
"26","1986","Urban Area","East Germany","","","",""
"26","1986","Rural Area","West Germany","","","",""
"26","1986","Rural Area","East Germany","","","",""
"27","1986","Urban Area","West Germany","","","",""
"27","1986","Urban Area","East Germany","","","",""
"27","1986","Rural Area","West Germany","","","",""
"27","1986","Rural Area","East Germany","","","",""
"28","1986","Urban Area","West Germany","","","",""
"28","1986","Urban Area","East Germany","","","",""
"28","1986","Rural Area","West Germany","","","",""
"28","1986","Rural Area","East Germany","","","",""
"29","1986","Urban Area","West Germany","","","",""
"29","1986","Urban Area","East Germany","","","",""
"29","1986","Rural Area","West Germany","","","",""
"29","1986","Rural Area","East Germany","","","",""
"30","1986","Urban Area","West Germany","","","",""
"30","1986","Urban Area","East Germany","","","",""
"30","1986","Rural Area","West Germany","","","",""
"30","1986","Rural Area","East Germany","","","",""
"31","1986","Urban Area","West Germany","2","","",""
"31","1986","Urban Area","East Germany","","","",""
"31","1986","Rural Area","West Germany","","","",""
"31","1986","Rural Area","East Germany","","","",""
"32","1986","Urban Area","West Germany","","","",""
"32","1986","Urban Area","East Germany","","","",""
"32","1986","Rural Area","West Germany","","","",""
"32","1986","Rural Area","East Germany","","","",""
"34","1986","Urban Area","West Germany","1","","",""
"34","1986","Urban Area","East Germany","","","",""
"34","1986","Rural Area","West Germany","","","",""
"34","1986","Rural Area","East Germany","","","",""
"35","1986","Urban Area","West Germany","","","",""
"35","1986","Urban Area","East Germany","","","",""
"35","1986","Rural Area","West Germany","","","",""
"35","1986","Rural Area","East Germany","","","",""
"37","1986","Urban Area","West Germany","","","",""
"37","1986","Urban Area","East Germany","","","",""
"37","1986","Rural Area","West Germany","","","",""
"37","1986","Rural Area","East Germany","","","",""
"38","1986","Urban Area","West Germany","1","","",""
"38","1986","Urban Area","East Germany","","","",""
"38","1986","Rural Area","West Germany","","","",""
"38","1986","Rural Area","East Germany","","","",""
"39","1986","Urban Area","West Germany","1","","",""
"39","1986","Urban Area","East Germany","","","",""
"39","1986","Rural Area","West Germany","","","",""
"39","1986","Rural Area","East Germany","","","",""
"40","1986","Urban Area","West Germany","","","",""
"40","1986","Urban Area","East Germany","","","",""
"40","1986","Rural Area","West Germany","","","",""
"40","1986","Rural Area","East Germany","","","",""
"41","1986","Urban Area","West Germany","","","",""
"41","1986","Urban Area","East Germany","","","",""
"41","1986","Rural Area","West Germany","1","","",""
"41","1986","Rural Area","East Germany","","","",""
"42","1986","Urban Area","West Germany","","","",""
"42","1986","Urban Area","East Germany","","","",""
"42","1986","Rural Area","West Germany","","","",""
"42","1986","Rural Area","East Germany","","","",""
"43","1986","Urban Area","West Germany","2","","",""
"43","1986","Urban Area","East Germany","","","",""
"43","1986","Rural Area","West Germany","","","",""
"43","1986","Rural Area","East Germany","","","",""
"44","1986","Urban Area","West Germany","","","",""
"44","1986","Urban Area","East Germany","","","",""
"44","1986","Rural Area","West Germany","1","","",""
"44","1986","Rural Area","East Germany","","","",""
"45","1986","Urban Area","West Germany","","","",""
"45","1986","Urban Area","East Germany","","","",""
"45","1986","Rural Area","West Germany","","","",""
"45","1986","Rural Area","East Germany","","","",""
"46","1986","Urban Area","West Germany","","","",""
"46","1986","Urban Area","East Germany","","","",""
"46","1986","Rural Area","West Germany","","","",""
"46","1986","Rural Area","East Germany","","","",""
"47","1986","Urban Area","West Germany","1","","",""
"47","1986","Urban Area","East Germany","","","",""
"47","1986","Rural Area","West Germany","","","",""
"47","1986","Rural Area","East Germany","","","",""
"48","1986","Urban Area","West Germany","","","",""
"48","1986","Urban Area","East Germany","","","",""
"48","1986","Rural Area","West Germany","","","",""
"48","1986","Rural Area","East Germany","","","",""
"49","1986","Urban Area","West Germany","","","",""
"49","1986","Urban Area","East Germany","","","",""
"49","1986","Rural Area","West Germany","","","",""
"49","1986","Rural Area","East Germany","","","",""
"50","1986","Urban Area","West Germany","","","",""
"50","1986","Urban Area","East Germany","","","",""
"50","1986","Rural Area","West Germany","","","",""
"50","1986","Rural Area","East Germany","","","",""
"51","1986","Urban Area","West Germany","","","",""
"51","1986","Urban Area","East Germany","","","",""
"51","1986","Rural Area","West Germany","","","",""
"51","1986","Rural Area","East Germany","","","",""
"52","1986","Urban Area","West Germany","","","",""
"52","1986","Urban Area","East Germany","","","",""
"52","1986","Rural Area","West Germany","","","",""
"52","1986","Rural Area","East Germany","","","",""
"53","1986","Urban Area","West Germany","","","",""
"53","1986","Urban Area","East Germany","","","",""
"53","1986","Rural Area","West Germany","","","",""
"53","1986","Rural Area","East Germany","","","",""
"54","1986","Urban Area","West Germany","","","",""
"54","1986","Urban Area","East Germany","","","",""
"54","1986","Rural Area","West Germany","","","",""
"54","1986","Rural Area","East Germany","","","",""
"55","1986","Urban Area","West Germany","","","",""
"55","1986","Urban Area","East Germany","","","",""
"55","1986","Rural Area","West Germany","","","",""
"55","1986","Rural Area","East Germany","","","",""
"56","1986","Urban Area","West Germany","","","",""
"56","1986","Urban Area","East Germany","","","",""
"56","1986","Rural Area","West Germany","","","",""
"56","1986","Rural Area","East Germany","","","",""
"59","1986","Urban Area","West Germany","","","",""
"59","1986","Urban Area","East Germany","","","",""
"59","1986","Rural Area","West Germany","","","",""
"59","1986","Rural Area","East Germany","","","",""
"60","1986","Urban Area","West Germany","","","",""
"60","1986","Urban Area","East Germany","","","",""
"60","1986","Rural Area","West Germany","","","",""
"60","1986","Rural Area","East Germany","","","",""
"61","1986","Urban Area","West Germany","","","",""
"61","1986","Urban Area","East Germany","","","",""
"61","1986","Rural Area","West Germany","","","",""
"61","1986","Rural Area","East Germany","","","",""
"64","1986","Urban Area","West Germany","","","",""
"64","1986","Urban Area","East Germany","","","",""
"64","1986","Rural Area","West Germany","","","",""
"64","1986","Rural Area","East Germany","","","",""
"65","1986","Urban Area","West Germany","","","",""
"65","1986","Urban Area","East Germany","","","",""
"65","1986","Rural Area","West Germany","","","",""
"65","1986","Rural Area","East Germany","","","",""
"66","1986","Urban Area","West Germany","","","",""
"66","1986","Urban Area","East Germany","","","",""
"66","1986","Rural Area","West Germany","","","",""
"66","1986","Rural Area","East Germany","","","",""
"67","1986","Urban Area","West Germany","","","",""
"67","1986","Urban Area","East Germany","","","",""
"67","1986","Rural Area","West Germany","","","",""
"67","1986","Rural Area","East Germany","","","",""
"68","1986","Urban Area","West Germany","","","",""
"68","1986","Urban Area","East Germany","","","",""
"68","1986","Rural Area","West Germany","","","",""
"68","1986","Rural Area","East Germany","","","",""
"71","1986","Urban Area","West Germany","","","",""
"71","1986","Urban Area","East Germany","","","",""
"71","1986","Rural Area","West Germany","","","",""
"71","1986","Rural Area","East Germany","","","",""
"72","1986","Urban Area","West Germany","","","",""
"72","1986","Urban Area","East Germany","","","",""
"72","1986","Rural Area","West Germany","","","",""
"72","1986","Rural Area","East Germany","","","",""
"73","1986","Urban Area","West Germany","","","",""
"73","1986","Urban Area","East Germany","","","",""
"73","1986","Rural Area","West Germany","","","",""
"73","1986","Rural Area","East Germany","","","",""
"74","1986","Urban Area","West Germany","","","",""
"74","1986","Urban Area","East Germany","","","",""
"74","1986","Rural Area","West Germany","","","",""
"74","1986","Rural Area","East Germany","","","",""
"75","1986","Urban Area","West Germany","","","",""
"75","1986","Urban Area","East Germany","","","",""
"75","1986","Rural Area","West Germany","","","",""
"75","1986","Rural Area","East Germany","","","",""
"76","1986","Urban Area","West Germany","","","",""
"76","1986","Urban Area","East Germany","","","",""
"76","1986","Rural Area","West Germany","","","",""
"76","1986","Rural Area","East Germany","","","",""
"77","1986","Urban Area","West Germany","","","",""
