"pgnation","year","sampreg","n","percent","lower_confidence","upper_confidence"
"40","1993","West Germany","","","",""
"40","1993","East Germany","","","",""
"41","1993","West Germany","1","","",""
"41","1993","East Germany","","","",""
"42","1993","West Germany","","","",""
"42","1993","East Germany","","","",""
"43","1993","West Germany","","","",""
"43","1993","East Germany","","","",""
"44","1993","West Germany","","","",""
"44","1993","East Germany","","","",""
"45","1993","West Germany","","","",""
"45","1993","East Germany","","","",""
"46","1993","West Germany","","","",""
"46","1993","East Germany","","","",""
"47","1993","West Germany","","","",""
"47","1993","East Germany","","","",""
"48","1993","West Germany","","","",""
"48","1993","East Germany","","","",""
"49","1993","West Germany","","","",""
"49","1993","East Germany","","","",""
"50","1993","West Germany","","","",""
"50","1993","East Germany","","","",""
"51","1993","West Germany","1","","",""
"51","1993","East Germany","","","",""
"52","1993","West Germany","1","","",""
"52","1993","East Germany","","","",""
"53","1993","West Germany","1","","",""
"53","1993","East Germany","","","",""
"54","1993","West Germany","1","","",""
"54","1993","East Germany","","","",""
"55","1993","West Germany","","","",""
"55","1993","East Germany","","","",""
"56","1993","West Germany","","","",""
"56","1993","East Germany","","","",""
"59","1993","West Germany","","","",""
"59","1993","East Germany","","","",""
"60","1993","West Germany","","","",""
"60","1993","East Germany","","","",""
"61","1993","West Germany","","","",""
"61","1993","East Germany","","","",""
"64","1993","West Germany","","","",""
"64","1993","East Germany","","","",""
"65","1993","West Germany","","","",""
"65","1993","East Germany","","","",""
"66","1993","West Germany","","","",""
"66","1993","East Germany","","","",""
"67","1993","West Germany","","","",""
"67","1993","East Germany","","","",""
"68","1993","West Germany","","","",""
"68","1993","East Germany","","","",""
"71","1993","West Germany","","","",""
"71","1993","East Germany","","","",""
"72","1993","West Germany","","","",""
"72","1993","East Germany","","","",""
"73","1993","West Germany","","","",""
"73","1993","East Germany","","","",""
"74","1993","West Germany","","","",""
"74","1993","East Germany","","","",""
"75","1993","West Germany","","","",""
"75","1993","East Germany","","","",""
"76","1993","West Germany","","","",""
"76","1993","East Germany","","","",""
"77","1993","West Germany","","","",""
"77","1993","East Germany","","","",""
"78","1993","West Germany","","","",""
"78","1993","East Germany","","","",""
"79","1993","West Germany","","","",""
"79","1993","East Germany","","","",""
"80","1993","West Germany","","","",""
"80","1993","East Germany","","","",""
"81","1993","West Germany","","","",""
"81","1993","East Germany","","","",""
"82","1993","West Germany","","","",""
"82","1993","East Germany","","","",""
"83","1993","West Germany","","","",""
"83","1993","East Germany","","","",""
"84","1993","West Germany","","","",""
"84","1993","East Germany","","","",""
"85","1993","West Germany","","","",""
"85","1993","East Germany","","","",""
"86","1993","West Germany","","","",""
"86","1993","East Germany","","","",""
"89","1993","West Germany","","","",""
"89","1993","East Germany","","","",""
"90","1993","West Germany","","","",""
"90","1993","East Germany","","","",""
"92","1993","West Germany","","","",""
"92","1993","East Germany","","","",""
"94","1993","West Germany","","","",""
"94","1993","East Germany","","","",""
"95","1993","West Germany","","","",""
"95","1993","East Germany","","","",""
"96","1993","West Germany","","","",""
"96","1993","East Germany","","","",""
"97","1993","West Germany","","","",""
"97","1993","East Germany","","","",""
"98","1993","West Germany","2","","",""
"98","1993","East Germany","","","",""
"101","1993","West Germany","","","",""
"101","1993","East Germany","","","",""
"102","1993","West Germany","","","",""
"102","1993","East Germany","","","",""
"103","1993","West Germany","","","",""
"103","1993","East Germany","","","",""
"105","1993","West Germany","","","",""
"105","1993","East Germany","","","",""
"108","1993","West Germany","","","",""
"108","1993","East Germany","","","",""
"110","1993","West Germany","","","",""
"110","1993","East Germany","","","",""
"111","1993","West Germany","","","",""
"111","1993","East Germany","","","",""
"113","1993","West Germany","","","",""
"113","1993","East Germany","","","",""
"116","1993","West Germany","","","",""
"116","1993","East Germany","","","",""
"117","1993","West Germany","","","",""
"117","1993","East Germany","","","",""
"118","1993","West Germany","","","",""
"118","1993","East Germany","","","",""
"119","1993","West Germany","","","",""
"119","1993","East Germany","","","",""
"120","1993","West Germany","","","",""
"120","1993","East Germany","","","",""
"121","1993","West Germany","","","",""
"121","1993","East Germany","","","",""
"122","1993","West Germany","","","",""
"122","1993","East Germany","","","",""
"123","1993","West Germany","","","",""
"123","1993","East Germany","","","",""
"124","1993","West Germany","","","",""
"124","1993","East Germany","","","",""
"125","1993","West Germany","","","",""
"125","1993","East Germany","","","",""
"127","1993","West Germany","","","",""
"127","1993","East Germany","","","",""
"128","1993","West Germany","","","",""
"128","1993","East Germany","","","",""
"129","1993","West Germany","","","",""
"129","1993","East Germany","","","",""
"130","1993","West Germany","","","",""
"130","1993","East Germany","","","",""
"131","1993","West Germany","","","",""
"131","1993","East Germany","","","",""
"132","1993","West Germany","","","",""
"132","1993","East Germany","","","",""
"133","1993","West Germany","","","",""
"133","1993","East Germany","","","",""
"135","1993","West Germany","","","",""
"135","1993","East Germany","","","",""
"138","1993","West Germany","","","",""
"138","1993","East Germany","","","",""
"139","1993","West Germany","","","",""
"139","1993","East Germany","","","",""
"140","1993","West Germany","","","",""
"140","1993","East Germany","","","",""
"141","1993","West Germany","","","",""
"141","1993","East Germany","","","",""
"142","1993","West Germany","","","",""
"142","1993","East Germany","","","",""
"143","1993","West Germany","","","",""
"143","1993","East Germany","","","",""
"144","1993","West Germany","","","",""
"144","1993","East Germany","","","",""
"145","1993","West Germany","","","",""
"145","1993","East Germany","","","",""
"146","1993","West Germany","","","",""
"146","1993","East Germany","","","",""
"147","1993","West Germany","","","",""
"147","1993","East Germany","","","",""
"148","1993","West Germany","","","",""
"148","1993","East Germany","","","",""
"149","1993","West Germany","","","",""
"149","1993","East Germany","","","",""
"151","1993","West Germany","","","",""
"151","1993","East Germany","","","",""
"152","1993","West Germany","","","",""
"152","1993","East Germany","","","",""
"154","1993","West Germany","","","",""
"154","1993","East Germany","","","",""
"155","1993","West Germany","","","",""
"155","1993","East Germany","","","",""
"156","1993","West Germany","","","",""
"156","1993","East Germany","","","",""
"158","1993","West Germany","","","",""
"158","1993","East Germany","","","",""
"162","1993","West Germany","","","",""
"162","1993","East Germany","","","",""
"164","1993","West Germany","","","",""
"164","1993","East Germany","","","",""
"165","1993","West Germany","","","",""
"165","1993","East Germany","","","",""
"166","1993","West Germany","","","",""
"166","1993","East Germany","","","",""
"167","1993","West Germany","","","",""
"167","1993","East Germany","","","",""
"168","1993","West Germany","","","",""
"168","1993","East Germany","","","",""
"169","1993","West Germany","","","",""
"169","1993","East Germany","","","",""
"172","1993","West Germany","","","",""
"172","1993","East Germany","","","",""
"173","1993","West Germany","","","",""
"173","1993","East Germany","","","",""
"178","1993","West Germany","","","",""
"178","1993","East Germany","","","",""
"181","1993","West Germany","","","",""
"181","1993","East Germany","","","",""
"183","1993","West Germany","","","",""
"183","1993","East Germany","","","",""
"188","1993","West Germany","","","",""
"188","1993","East Germany","","","",""
"195","1993","West Germany","","","",""
"195","1993","East Germany","","","",""
"196","1993","West Germany","","","",""
"196","1993","East Germany","","","",""
"999","1993","West Germany","","","",""
"999","1993","East Germany","","","",""
"1","1994","West Germany","6924","0.900610604140068","0.894479378419259","0.906741829860878"
"1","1994","East Germany","3776","0.995794362514938","0.993732707958469","0.997856017071408"
"2","1994","West Germany","839","0.0381112273554535","0.0341875106195485","0.0420349440913586"
"2","1994","East Germany","","","",""
"3","1994","West Germany","461","0.0220421281655847","0.0190333124659159","0.0250509438652535"
"3","1994","East Germany","","","",""
"4","1994","West Germany","300","0.00756893989434894","0.00579280292621573","0.00934507686248215"
"4","1994","East Germany","1","","",""
"5","1994","West Germany","403","0.0144151743207712","0.0119724992228831","0.0168578494186593"
"5","1994","East Germany","","","",""
"6","1994","West Germany","153","0.00340588163857595","0.00221194113113808","0.00459982214601381"
"6","1994","East Germany","","","",""
"10","1994","West Germany","21","","",""
"10","1994","East Germany","","","",""
"11","1994","West Germany","9","","",""
"11","1994","East Germany","","","",""
"12","1994","West Germany","6","","",""
"12","1994","East Germany","","","",""
"13","1994","West Germany","","","",""
"13","1994","East Germany","","","",""
"14","1994","West Germany","6","","",""
"14","1994","East Germany","","","",""
"15","1994","West Germany","","","",""
"15","1994","East Germany","","","",""
"16","1994","West Germany","","","",""
"16","1994","East Germany","","","",""
"17","1994","West Germany","","","",""
"17","1994","East Germany","","","",""
"18","1994","West Germany","3","","",""
"18","1994","East Germany","","","",""
"19","1994","West Germany","3","","",""
"19","1994","East Germany","","","",""
"20","1994","West Germany","1","","",""
"20","1994","East Germany","","","",""
"21","1994","West Germany","1","","",""
"21","1994","East Germany","","","",""
"22","1994","West Germany","3","","",""
"22","1994","East Germany","1","","",""
"23","1994","West Germany","","","",""
"23","1994","East Germany","","","",""
"24","1994","West Germany","2","","",""
"24","1994","East Germany","","","",""
"25","1994","West Germany","","","",""
"25","1994","East Germany","","","",""
"26","1994","West Germany","2","","",""
"26","1994","East Germany","3","","",""
