"pgnation","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"77","1989","16-34 y.","West Germany","","","",""
"77","1989","16-34 y.","East Germany","","","",""
"77","1989","35-65 y.","West Germany","","","",""
"77","1989","35-65 y.","East Germany","","","",""
"77","1989","66 and older","West Germany","","","",""
"77","1989","66 and older","East Germany","","","",""
"78","1989","16-34 y.","West Germany","","","",""
"78","1989","16-34 y.","East Germany","","","",""
"78","1989","35-65 y.","West Germany","","","",""
"78","1989","35-65 y.","East Germany","","","",""
"78","1989","66 and older","West Germany","","","",""
"78","1989","66 and older","East Germany","","","",""
"79","1989","16-34 y.","West Germany","","","",""
"79","1989","16-34 y.","East Germany","","","",""
"79","1989","35-65 y.","West Germany","","","",""
"79","1989","35-65 y.","East Germany","","","",""
"79","1989","66 and older","West Germany","","","",""
"79","1989","66 and older","East Germany","","","",""
"80","1989","16-34 y.","West Germany","","","",""
"80","1989","16-34 y.","East Germany","","","",""
"80","1989","35-65 y.","West Germany","","","",""
"80","1989","35-65 y.","East Germany","","","",""
"80","1989","66 and older","West Germany","","","",""
"80","1989","66 and older","East Germany","","","",""
"81","1989","16-34 y.","West Germany","","","",""
"81","1989","16-34 y.","East Germany","","","",""
"81","1989","35-65 y.","West Germany","","","",""
"81","1989","35-65 y.","East Germany","","","",""
"81","1989","66 and older","West Germany","","","",""
"81","1989","66 and older","East Germany","","","",""
"82","1989","16-34 y.","West Germany","","","",""
"82","1989","16-34 y.","East Germany","","","",""
"82","1989","35-65 y.","West Germany","","","",""
"82","1989","35-65 y.","East Germany","","","",""
"82","1989","66 and older","West Germany","","","",""
"82","1989","66 and older","East Germany","","","",""
"83","1989","16-34 y.","West Germany","","","",""
"83","1989","16-34 y.","East Germany","","","",""
"83","1989","35-65 y.","West Germany","","","",""
"83","1989","35-65 y.","East Germany","","","",""
"83","1989","66 and older","West Germany","","","",""
"83","1989","66 and older","East Germany","","","",""
"84","1989","16-34 y.","West Germany","","","",""
"84","1989","16-34 y.","East Germany","","","",""
"84","1989","35-65 y.","West Germany","","","",""
"84","1989","35-65 y.","East Germany","","","",""
"84","1989","66 and older","West Germany","","","",""
"84","1989","66 and older","East Germany","","","",""
"85","1989","16-34 y.","West Germany","","","",""
"85","1989","16-34 y.","East Germany","","","",""
"85","1989","35-65 y.","West Germany","","","",""
"85","1989","35-65 y.","East Germany","","","",""
"85","1989","66 and older","West Germany","","","",""
"85","1989","66 and older","East Germany","","","",""
"86","1989","16-34 y.","West Germany","","","",""
"86","1989","16-34 y.","East Germany","","","",""
"86","1989","35-65 y.","West Germany","","","",""
"86","1989","35-65 y.","East Germany","","","",""
"86","1989","66 and older","West Germany","","","",""
"86","1989","66 and older","East Germany","","","",""
"89","1989","16-34 y.","West Germany","","","",""
"89","1989","16-34 y.","East Germany","","","",""
"89","1989","35-65 y.","West Germany","","","",""
"89","1989","35-65 y.","East Germany","","","",""
"89","1989","66 and older","West Germany","","","",""
"89","1989","66 and older","East Germany","","","",""
"90","1989","16-34 y.","West Germany","","","",""
"90","1989","16-34 y.","East Germany","","","",""
"90","1989","35-65 y.","West Germany","","","",""
"90","1989","35-65 y.","East Germany","","","",""
"90","1989","66 and older","West Germany","","","",""
"90","1989","66 and older","East Germany","","","",""
"92","1989","16-34 y.","West Germany","","","",""
"92","1989","16-34 y.","East Germany","","","",""
"92","1989","35-65 y.","West Germany","","","",""
"92","1989","35-65 y.","East Germany","","","",""
"92","1989","66 and older","West Germany","","","",""
"92","1989","66 and older","East Germany","","","",""
"94","1989","16-34 y.","West Germany","","","",""
"94","1989","16-34 y.","East Germany","","","",""
"94","1989","35-65 y.","West Germany","","","",""
"94","1989","35-65 y.","East Germany","","","",""
"94","1989","66 and older","West Germany","","","",""
"94","1989","66 and older","East Germany","","","",""
"95","1989","16-34 y.","West Germany","","","",""
"95","1989","16-34 y.","East Germany","","","",""
"95","1989","35-65 y.","West Germany","","","",""
"95","1989","35-65 y.","East Germany","","","",""
"95","1989","66 and older","West Germany","","","",""
"95","1989","66 and older","East Germany","","","",""
"96","1989","16-34 y.","West Germany","","","",""
"96","1989","16-34 y.","East Germany","","","",""
"96","1989","35-65 y.","West Germany","","","",""
"96","1989","35-65 y.","East Germany","","","",""
"96","1989","66 and older","West Germany","","","",""
"96","1989","66 and older","East Germany","","","",""
"97","1989","16-34 y.","West Germany","","","",""
"97","1989","16-34 y.","East Germany","","","",""
"97","1989","35-65 y.","West Germany","","","",""
"97","1989","35-65 y.","East Germany","","","",""
"97","1989","66 and older","West Germany","","","",""
"97","1989","66 and older","East Germany","","","",""
"98","1989","16-34 y.","West Germany","1","","",""
"98","1989","16-34 y.","East Germany","","","",""
"98","1989","35-65 y.","West Germany","2","","",""
"98","1989","35-65 y.","East Germany","","","",""
"98","1989","66 and older","West Germany","3","","",""
"98","1989","66 and older","East Germany","","","",""
"101","1989","16-34 y.","West Germany","","","",""
"101","1989","16-34 y.","East Germany","","","",""
"101","1989","35-65 y.","West Germany","","","",""
"101","1989","35-65 y.","East Germany","","","",""
"101","1989","66 and older","West Germany","","","",""
"101","1989","66 and older","East Germany","","","",""
"102","1989","16-34 y.","West Germany","","","",""
"102","1989","16-34 y.","East Germany","","","",""
"102","1989","35-65 y.","West Germany","","","",""
"102","1989","35-65 y.","East Germany","","","",""
"102","1989","66 and older","West Germany","","","",""
"102","1989","66 and older","East Germany","","","",""
"103","1989","16-34 y.","West Germany","","","",""
"103","1989","16-34 y.","East Germany","","","",""
"103","1989","35-65 y.","West Germany","","","",""
"103","1989","35-65 y.","East Germany","","","",""
"103","1989","66 and older","West Germany","","","",""
"103","1989","66 and older","East Germany","","","",""
"105","1989","16-34 y.","West Germany","","","",""
"105","1989","16-34 y.","East Germany","","","",""
"105","1989","35-65 y.","West Germany","","","",""
"105","1989","35-65 y.","East Germany","","","",""
"105","1989","66 and older","West Germany","","","",""
"105","1989","66 and older","East Germany","","","",""
"108","1989","16-34 y.","West Germany","","","",""
"108","1989","16-34 y.","East Germany","","","",""
"108","1989","35-65 y.","West Germany","","","",""
"108","1989","35-65 y.","East Germany","","","",""
"108","1989","66 and older","West Germany","","","",""
"108","1989","66 and older","East Germany","","","",""
"110","1989","16-34 y.","West Germany","","","",""
"110","1989","16-34 y.","East Germany","","","",""
"110","1989","35-65 y.","West Germany","","","",""
"110","1989","35-65 y.","East Germany","","","",""
"110","1989","66 and older","West Germany","","","",""
"110","1989","66 and older","East Germany","","","",""
"111","1989","16-34 y.","West Germany","","","",""
"111","1989","16-34 y.","East Germany","","","",""
"111","1989","35-65 y.","West Germany","","","",""
"111","1989","35-65 y.","East Germany","","","",""
"111","1989","66 and older","West Germany","","","",""
"111","1989","66 and older","East Germany","","","",""
"113","1989","16-34 y.","West Germany","","","",""
"113","1989","16-34 y.","East Germany","","","",""
"113","1989","35-65 y.","West Germany","","","",""
"113","1989","35-65 y.","East Germany","","","",""
"113","1989","66 and older","West Germany","","","",""
"113","1989","66 and older","East Germany","","","",""
"116","1989","16-34 y.","West Germany","","","",""
"116","1989","16-34 y.","East Germany","","","",""
"116","1989","35-65 y.","West Germany","","","",""
"116","1989","35-65 y.","East Germany","","","",""
"116","1989","66 and older","West Germany","","","",""
"116","1989","66 and older","East Germany","","","",""
"117","1989","16-34 y.","West Germany","","","",""
"117","1989","16-34 y.","East Germany","","","",""
"117","1989","35-65 y.","West Germany","","","",""
"117","1989","35-65 y.","East Germany","","","",""
"117","1989","66 and older","West Germany","","","",""
"117","1989","66 and older","East Germany","","","",""
"118","1989","16-34 y.","West Germany","","","",""
"118","1989","16-34 y.","East Germany","","","",""
"118","1989","35-65 y.","West Germany","","","",""
"118","1989","35-65 y.","East Germany","","","",""
"118","1989","66 and older","West Germany","","","",""
"118","1989","66 and older","East Germany","","","",""
"119","1989","16-34 y.","West Germany","","","",""
"119","1989","16-34 y.","East Germany","","","",""
"119","1989","35-65 y.","West Germany","","","",""
"119","1989","35-65 y.","East Germany","","","",""
"119","1989","66 and older","West Germany","","","",""
"119","1989","66 and older","East Germany","","","",""
"120","1989","16-34 y.","West Germany","","","",""
"120","1989","16-34 y.","East Germany","","","",""
"120","1989","35-65 y.","West Germany","","","",""
"120","1989","35-65 y.","East Germany","","","",""
"120","1989","66 and older","West Germany","","","",""
"120","1989","66 and older","East Germany","","","",""
"121","1989","16-34 y.","West Germany","","","",""
"121","1989","16-34 y.","East Germany","","","",""
"121","1989","35-65 y.","West Germany","","","",""
"121","1989","35-65 y.","East Germany","","","",""
"121","1989","66 and older","West Germany","","","",""
"121","1989","66 and older","East Germany","","","",""
"122","1989","16-34 y.","West Germany","","","",""
"122","1989","16-34 y.","East Germany","","","",""
"122","1989","35-65 y.","West Germany","","","",""
"122","1989","35-65 y.","East Germany","","","",""
"122","1989","66 and older","West Germany","","","",""
"122","1989","66 and older","East Germany","","","",""
"123","1989","16-34 y.","West Germany","","","",""
"123","1989","16-34 y.","East Germany","","","",""
"123","1989","35-65 y.","West Germany","","","",""
"123","1989","35-65 y.","East Germany","","","",""
"123","1989","66 and older","West Germany","","","",""
"123","1989","66 and older","East Germany","","","",""
"124","1989","16-34 y.","West Germany","","","",""
"124","1989","16-34 y.","East Germany","","","",""
"124","1989","35-65 y.","West Germany","","","",""
"124","1989","35-65 y.","East Germany","","","",""
"124","1989","66 and older","West Germany","","","",""
"124","1989","66 and older","East Germany","","","",""
"125","1989","16-34 y.","West Germany","","","",""
"125","1989","16-34 y.","East Germany","","","",""
"125","1989","35-65 y.","West Germany","","","",""
"125","1989","35-65 y.","East Germany","","","",""
"125","1989","66 and older","West Germany","","","",""
"125","1989","66 and older","East Germany","","","",""
"127","1989","16-34 y.","West Germany","","","",""
"127","1989","16-34 y.","East Germany","","","",""
"127","1989","35-65 y.","West Germany","","","",""
"127","1989","35-65 y.","East Germany","","","",""
"127","1989","66 and older","West Germany","","","",""
"127","1989","66 and older","East Germany","","","",""
"128","1989","16-34 y.","West Germany","","","",""
"128","1989","16-34 y.","East Germany","","","",""
"128","1989","35-65 y.","West Germany","","","",""
"128","1989","35-65 y.","East Germany","","","",""
"128","1989","66 and older","West Germany","","","",""
"128","1989","66 and older","East Germany","","","",""
"129","1989","16-34 y.","West Germany","","","",""
"129","1989","16-34 y.","East Germany","","","",""
"129","1989","35-65 y.","West Germany","","","",""
"129","1989","35-65 y.","East Germany","","","",""
"129","1989","66 and older","West Germany","","","",""
"129","1989","66 and older","East Germany","","","",""
"130","1989","16-34 y.","West Germany","","","",""
"130","1989","16-34 y.","East Germany","","","",""
"130","1989","35-65 y.","West Germany","","","",""
"130","1989","35-65 y.","East Germany","","","",""
"130","1989","66 and older","West Germany","","","",""
"130","1989","66 and older","East Germany","","","",""
"131","1989","16-34 y.","West Germany","","","",""
"131","1989","16-34 y.","East Germany","","","",""
"131","1989","35-65 y.","West Germany","","","",""
"131","1989","35-65 y.","East Germany","","","",""
"131","1989","66 and older","West Germany","","","",""
"131","1989","66 and older","East Germany","","","",""
"132","1989","16-34 y.","West Germany","","","",""
