"pgnation","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence"
"131","2010","66 and older","Employed","","","",""
"132","2010","16-34 y.","Not Employed","2","","",""
"132","2010","16-34 y.","Employed","1","","",""
"132","2010","35-65 y.","Not Employed","2","","",""
"132","2010","35-65 y.","Employed","1","","",""
"132","2010","66 and older","Not Employed","","","",""
"132","2010","66 and older","Employed","","","",""
"133","2010","16-34 y.","Not Employed","","","",""
"133","2010","16-34 y.","Employed","","","",""
"133","2010","35-65 y.","Not Employed","","","",""
"133","2010","35-65 y.","Employed","","","",""
"133","2010","66 and older","Not Employed","","","",""
"133","2010","66 and older","Employed","","","",""
"135","2010","16-34 y.","Not Employed","1","","",""
"135","2010","16-34 y.","Employed","","","",""
"135","2010","35-65 y.","Not Employed","","","",""
"135","2010","35-65 y.","Employed","","","",""
"135","2010","66 and older","Not Employed","","","",""
"135","2010","66 and older","Employed","","","",""
"138","2010","16-34 y.","Not Employed","","","",""
"138","2010","16-34 y.","Employed","","","",""
"138","2010","35-65 y.","Not Employed","","","",""
"138","2010","35-65 y.","Employed","","","",""
"138","2010","66 and older","Not Employed","","","",""
"138","2010","66 and older","Employed","","","",""
"139","2010","16-34 y.","Not Employed","","","",""
"139","2010","16-34 y.","Employed","2","","",""
"139","2010","35-65 y.","Not Employed","","","",""
"139","2010","35-65 y.","Employed","","","",""
"139","2010","66 and older","Not Employed","","","",""
"139","2010","66 and older","Employed","","","",""
"140","2010","16-34 y.","Not Employed","17","","",""
"140","2010","16-34 y.","Employed","9","","",""
"140","2010","35-65 y.","Not Employed","10","","",""
"140","2010","35-65 y.","Employed","15","","",""
"140","2010","66 and older","Not Employed","2","","",""
"140","2010","66 and older","Employed","1","","",""
"141","2010","16-34 y.","Not Employed","","","",""
"141","2010","16-34 y.","Employed","","","",""
"141","2010","35-65 y.","Not Employed","1","","",""
"141","2010","35-65 y.","Employed","","","",""
"141","2010","66 and older","Not Employed","","","",""
"141","2010","66 and older","Employed","","","",""
"142","2010","16-34 y.","Not Employed","","","",""
"142","2010","16-34 y.","Employed","","","",""
"142","2010","35-65 y.","Not Employed","","","",""
"142","2010","35-65 y.","Employed","","","",""
"142","2010","66 and older","Not Employed","","","",""
"142","2010","66 and older","Employed","","","",""
"143","2010","16-34 y.","Not Employed","","","",""
"143","2010","16-34 y.","Employed","","","",""
"143","2010","35-65 y.","Not Employed","","","",""
"143","2010","35-65 y.","Employed","2","","",""
"143","2010","66 and older","Not Employed","","","",""
"143","2010","66 and older","Employed","","","",""
"144","2010","16-34 y.","Not Employed","","","",""
"144","2010","16-34 y.","Employed","1","","",""
"144","2010","35-65 y.","Not Employed","2","","",""
"144","2010","35-65 y.","Employed","1","","",""
"144","2010","66 and older","Not Employed","","","",""
"144","2010","66 and older","Employed","","","",""
"145","2010","16-34 y.","Not Employed","","","",""
"145","2010","16-34 y.","Employed","1","","",""
"145","2010","35-65 y.","Not Employed","","","",""
"145","2010","35-65 y.","Employed","","","",""
"145","2010","66 and older","Not Employed","","","",""
"145","2010","66 and older","Employed","","","",""
"146","2010","16-34 y.","Not Employed","3","","",""
"146","2010","16-34 y.","Employed","2","","",""
"146","2010","35-65 y.","Not Employed","1","","",""
"146","2010","35-65 y.","Employed","5","","",""
"146","2010","66 and older","Not Employed","","","",""
"146","2010","66 and older","Employed","","","",""
"147","2010","16-34 y.","Not Employed","","","",""
"147","2010","16-34 y.","Employed","","","",""
"147","2010","35-65 y.","Not Employed","","","",""
"147","2010","35-65 y.","Employed","","","",""
"147","2010","66 and older","Not Employed","","","",""
"147","2010","66 and older","Employed","","","",""
"148","2010","16-34 y.","Not Employed","","","",""
"148","2010","16-34 y.","Employed","","","",""
"148","2010","35-65 y.","Not Employed","","","",""
"148","2010","35-65 y.","Employed","","","",""
"148","2010","66 and older","Not Employed","","","",""
"148","2010","66 and older","Employed","","","",""
"149","2010","16-34 y.","Not Employed","","","",""
"149","2010","16-34 y.","Employed","","","",""
"149","2010","35-65 y.","Not Employed","","","",""
"149","2010","35-65 y.","Employed","","","",""
"149","2010","66 and older","Not Employed","","","",""
"149","2010","66 and older","Employed","","","",""
"151","2010","16-34 y.","Not Employed","","","",""
"151","2010","16-34 y.","Employed","","","",""
"151","2010","35-65 y.","Not Employed","","","",""
"151","2010","35-65 y.","Employed","","","",""
"151","2010","66 and older","Not Employed","","","",""
"151","2010","66 and older","Employed","","","",""
"152","2010","16-34 y.","Not Employed","3","","",""
"152","2010","16-34 y.","Employed","","","",""
"152","2010","35-65 y.","Not Employed","","","",""
"152","2010","35-65 y.","Employed","","","",""
"152","2010","66 and older","Not Employed","","","",""
"152","2010","66 and older","Employed","","","",""
"154","2010","16-34 y.","Not Employed","","","",""
"154","2010","16-34 y.","Employed","","","",""
"154","2010","35-65 y.","Not Employed","","","",""
"154","2010","35-65 y.","Employed","2","","",""
"154","2010","66 and older","Not Employed","","","",""
"154","2010","66 and older","Employed","","","",""
"155","2010","16-34 y.","Not Employed","","","",""
"155","2010","16-34 y.","Employed","","","",""
"155","2010","35-65 y.","Not Employed","","","",""
"155","2010","35-65 y.","Employed","","","",""
"155","2010","66 and older","Not Employed","","","",""
"155","2010","66 and older","Employed","","","",""
"156","2010","16-34 y.","Not Employed","","","",""
"156","2010","16-34 y.","Employed","","","",""
"156","2010","35-65 y.","Not Employed","","","",""
"156","2010","35-65 y.","Employed","","","",""
"156","2010","66 and older","Not Employed","","","",""
"156","2010","66 and older","Employed","","","",""
"158","2010","16-34 y.","Not Employed","1","","",""
"158","2010","16-34 y.","Employed","","","",""
"158","2010","35-65 y.","Not Employed","","","",""
"158","2010","35-65 y.","Employed","","","",""
"158","2010","66 and older","Not Employed","","","",""
"158","2010","66 and older","Employed","","","",""
"162","2010","16-34 y.","Not Employed","","","",""
"162","2010","16-34 y.","Employed","","","",""
"162","2010","35-65 y.","Not Employed","","","",""
"162","2010","35-65 y.","Employed","","","",""
"162","2010","66 and older","Not Employed","","","",""
"162","2010","66 and older","Employed","","","",""
"164","2010","16-34 y.","Not Employed","","","",""
"164","2010","16-34 y.","Employed","","","",""
"164","2010","35-65 y.","Not Employed","1","","",""
"164","2010","35-65 y.","Employed","","","",""
"164","2010","66 and older","Not Employed","","","",""
"164","2010","66 and older","Employed","","","",""
"165","2010","16-34 y.","Not Employed","5","","",""
"165","2010","16-34 y.","Employed","18","","",""
"165","2010","35-65 y.","Not Employed","8","","",""
"165","2010","35-65 y.","Employed","11","","",""
"165","2010","66 and older","Not Employed","3","","",""
"165","2010","66 and older","Employed","1","","",""
"166","2010","16-34 y.","Not Employed","1","","",""
"166","2010","16-34 y.","Employed","","","",""
"166","2010","35-65 y.","Not Employed","2","","",""
"166","2010","35-65 y.","Employed","","","",""
"166","2010","66 and older","Not Employed","","","",""
"166","2010","66 and older","Employed","","","",""
"167","2010","16-34 y.","Not Employed","","","",""
"167","2010","16-34 y.","Employed","","","",""
"167","2010","35-65 y.","Not Employed","","","",""
"167","2010","35-65 y.","Employed","1","","",""
"167","2010","66 and older","Not Employed","","","",""
"167","2010","66 and older","Employed","","","",""
"168","2010","16-34 y.","Not Employed","","","",""
"168","2010","16-34 y.","Employed","","","",""
"168","2010","35-65 y.","Not Employed","","","",""
"168","2010","35-65 y.","Employed","","","",""
"168","2010","66 and older","Not Employed","","","",""
"168","2010","66 and older","Employed","","","",""
"169","2010","16-34 y.","Not Employed","","","",""
"169","2010","16-34 y.","Employed","","","",""
"169","2010","35-65 y.","Not Employed","","","",""
"169","2010","35-65 y.","Employed","","","",""
"169","2010","66 and older","Not Employed","","","",""
"169","2010","66 and older","Employed","","","",""
"172","2010","16-34 y.","Not Employed","","","",""
"172","2010","16-34 y.","Employed","","","",""
"172","2010","35-65 y.","Not Employed","","","",""
"172","2010","35-65 y.","Employed","","","",""
"172","2010","66 and older","Not Employed","","","",""
"172","2010","66 and older","Employed","","","",""
"173","2010","16-34 y.","Not Employed","","","",""
"173","2010","16-34 y.","Employed","","","",""
"173","2010","35-65 y.","Not Employed","","","",""
"173","2010","35-65 y.","Employed","","","",""
"173","2010","66 and older","Not Employed","","","",""
"173","2010","66 and older","Employed","","","",""
"178","2010","16-34 y.","Not Employed","","","",""
"178","2010","16-34 y.","Employed","","","",""
"178","2010","35-65 y.","Not Employed","","","",""
"178","2010","35-65 y.","Employed","","","",""
"178","2010","66 and older","Not Employed","","","",""
"178","2010","66 and older","Employed","","","",""
"181","2010","16-34 y.","Not Employed","","","",""
"181","2010","16-34 y.","Employed","","","",""
"181","2010","35-65 y.","Not Employed","","","",""
"181","2010","35-65 y.","Employed","","","",""
"181","2010","66 and older","Not Employed","","","",""
"181","2010","66 and older","Employed","","","",""
"183","2010","16-34 y.","Not Employed","","","",""
"183","2010","16-34 y.","Employed","","","",""
"183","2010","35-65 y.","Not Employed","","","",""
"183","2010","35-65 y.","Employed","","","",""
"183","2010","66 and older","Not Employed","","","",""
"183","2010","66 and older","Employed","","","",""
"188","2010","16-34 y.","Not Employed","","","",""
"188","2010","16-34 y.","Employed","","","",""
"188","2010","35-65 y.","Not Employed","","","",""
"188","2010","35-65 y.","Employed","","","",""
"188","2010","66 and older","Not Employed","","","",""
"188","2010","66 and older","Employed","","","",""
"195","2010","16-34 y.","Not Employed","","","",""
"195","2010","16-34 y.","Employed","","","",""
"195","2010","35-65 y.","Not Employed","","","",""
"195","2010","35-65 y.","Employed","","","",""
"195","2010","66 and older","Not Employed","","","",""
"195","2010","66 and older","Employed","","","",""
"196","2010","16-34 y.","Not Employed","","","",""
"196","2010","16-34 y.","Employed","","","",""
"196","2010","35-65 y.","Not Employed","","","",""
"196","2010","35-65 y.","Employed","","","",""
"196","2010","66 and older","Not Employed","","","",""
"196","2010","66 and older","Employed","","","",""
"999","2010","16-34 y.","Not Employed","","","",""
"999","2010","16-34 y.","Employed","","","",""
"999","2010","35-65 y.","Not Employed","","","",""
"999","2010","35-65 y.","Employed","","","",""
"999","2010","66 and older","Not Employed","","","",""
"999","2010","66 and older","Employed","","","",""
"1","2011","16-34 y.","Not Employed","2401","0.898799235056274","0.887327236782333","0.910271233330215"
"1","2011","16-34 y.","Employed","4404","0.921600026405829","0.913907932597327","0.929292120214331"
"1","2011","35-65 y.","Not Employed","2869","0.847155335825403","0.834715008109624","0.859595663541182"
"1","2011","35-65 y.","Employed","12543","0.921061022951587","0.916468221749452","0.925653824153722"
"1","2011","66 and older","Not Employed","4686","0.956044601534201","0.95026038397347","0.961828819094932"
"1","2011","66 and older","Employed","374","0.951892119553659","0.930571756993721","0.973212482113596"
"2","2011","16-34 y.","Not Employed","65","0.0299533151306112","0.0234694407225408","0.0364371895386816"
"2","2011","16-34 y.","Employed","69","0.0182792327606251","0.0144457956299303","0.0221126698913199"
"2","2011","35-65 y.","Not Employed","79","0.0420946891835383","0.0351524415851442","0.0490369367819325"
"2","2011","35-65 y.","Employed","132","0.0118399666018084","0.00999759776417227","0.0136823354394445"
"2","2011","66 and older","Not Employed","34","0.0107404819744738","0.00783199960066176","0.0136489643482858"
"2","2011","66 and older","Employed","1","","",""
"3","2011","16-34 y.","Not Employed","8","","",""
"3","2011","16-34 y.","Employed","4","","",""
"3","2011","35-65 y.","Not Employed","3","","",""
"3","2011","35-65 y.","Employed","3","","",""
"3","2011","66 and older","Not Employed","2","","",""
"3","2011","66 and older","Employed","","","",""
"4","2011","16-34 y.","Not Employed","9","","",""
"4","2011","16-34 y.","Employed","14","","",""
"4","2011","35-65 y.","Not Employed","10","","",""
"4","2011","35-65 y.","Employed","50","0.00264030590688338","0.00176624694809903","0.00351436486566773"
"4","2011","66 and older","Not Employed","15","","",""
"4","2011","66 and older","Employed","2","","",""
"5","2011","16-34 y.","Not Employed","17","","",""
"5","2011","16-34 y.","Employed","32","0.00760843325138265","0.00512184129469863","0.0100950252080667"
"5","2011","35-65 y.","Not Employed","40","0.0182847231614324","0.0136527917045231","0.0229166546183416"
"5","2011","35-65 y.","Employed","84","0.00913077695998631","0.00751064744108568","0.0107509064788869"
"5","2011","66 and older","Not Employed","27","","",""
"5","2011","66 and older","Employed","","","",""
"6","2011","16-34 y.","Not Employed","4","","",""
"6","2011","16-34 y.","Employed","4","","",""
"6","2011","35-65 y.","Not Employed","9","","",""
"6","2011","35-65 y.","Employed","27","","",""
"6","2011","66 and older","Not Employed","4","","",""
"6","2011","66 and older","Employed","1","","",""
"10","2011","16-34 y.","Not Employed","1","","",""
"10","2011","16-34 y.","Employed","4","","",""
"10","2011","35-65 y.","Not Employed","10","","",""
"10","2011","35-65 y.","Employed","28","","",""
"10","2011","66 and older","Not Employed","9","","",""
"10","2011","66 and older","Employed","2","","",""
"11","2011","16-34 y.","Not Employed","1","","",""
"11","2011","16-34 y.","Employed","6","","",""
"11","2011","35-65 y.","Not Employed","2","","",""
"11","2011","35-65 y.","Employed","20","","",""
"11","2011","66 and older","Not Employed","4","","",""
"11","2011","66 and older","Employed","","","",""
"12","2011","16-34 y.","Not Employed","","","",""
"12","2011","16-34 y.","Employed","","","",""
"12","2011","35-65 y.","Not Employed","","","",""
"12","2011","35-65 y.","Employed","","","",""
"12","2011","66 and older","Not Employed","","","",""
"12","2011","66 and older","Employed","","","",""
"13","2011","16-34 y.","Not Employed","2","","",""
"13","2011","16-34 y.","Employed","2","","",""
"13","2011","35-65 y.","Not Employed","1","","",""
"13","2011","35-65 y.","Employed","6","","",""
"13","2011","66 and older","Not Employed","1","","",""
"13","2011","66 and older","Employed","1","","",""
"14","2011","16-34 y.","Not Employed","","","",""
"14","2011","16-34 y.","Employed","1","","",""
"14","2011","35-65 y.","Not Employed","5","","",""
"14","2011","35-65 y.","Employed","19","","",""
"14","2011","66 and older","Not Employed","5","","",""
"14","2011","66 and older","Employed","1","","",""
"15","2011","16-34 y.","Not Employed","","","",""
"15","2011","16-34 y.","Employed","","","",""
"15","2011","35-65 y.","Not Employed","","","",""
"15","2011","35-65 y.","Employed","2","","",""
"15","2011","66 and older","Not Employed","1","","",""
"15","2011","66 and older","Employed","","","",""
"16","2011","16-34 y.","Not Employed","","","",""
"16","2011","16-34 y.","Employed","","","",""
"16","2011","35-65 y.","Not Employed","","","",""
"16","2011","35-65 y.","Employed","2","","",""
"16","2011","66 and older","Not Employed","","","",""
"16","2011","66 and older","Employed","","","",""
"17","2011","16-34 y.","Not Employed","","","",""
"17","2011","16-34 y.","Employed","1","","",""
"17","2011","35-65 y.","Not Employed","","","",""
"17","2011","35-65 y.","Employed","1","","",""
"17","2011","66 and older","Not Employed","2","","",""
"17","2011","66 and older","Employed","","","",""
"18","2011","16-34 y.","Not Employed","1","","",""
"18","2011","16-34 y.","Employed","2","","",""
"18","2011","35-65 y.","Not Employed","6","","",""
"18","2011","35-65 y.","Employed","19","","",""
"18","2011","66 and older","Not Employed","1","","",""
"18","2011","66 and older","Employed","1","","",""
"19","2011","16-34 y.","Not Employed","2","","",""
"19","2011","16-34 y.","Employed","1","","",""
"19","2011","35-65 y.","Not Employed","2","","",""
"19","2011","35-65 y.","Employed","9","","",""
"19","2011","66 and older","Not Employed","1","","",""
"19","2011","66 and older","Employed","","","",""
"20","2011","16-34 y.","Not Employed","1","","",""
"20","2011","16-34 y.","Employed","","","",""
"20","2011","35-65 y.","Not Employed","","","",""
"20","2011","35-65 y.","Employed","","","",""
"20","2011","66 and older","Not Employed","1","","",""
"20","2011","66 and older","Employed","","","",""
"21","2011","16-34 y.","Not Employed","2","","",""
"21","2011","16-34 y.","Employed","8","","",""
"21","2011","35-65 y.","Not Employed","3","","",""
"21","2011","35-65 y.","Employed","11","","",""
"21","2011","66 and older","Not Employed","","","",""
"21","2011","66 and older","Employed","","","",""
"22","2011","16-34 y.","Not Employed","6","","",""
"22","2011","16-34 y.","Employed","11","","",""
"22","2011","35-65 y.","Not Employed","13","","",""
"22","2011","35-65 y.","Employed","24","","",""
"22","2011","66 and older","Not Employed","","","",""
"22","2011","66 and older","Employed","","","",""
"23","2011","16-34 y.","Not Employed","","","",""
"23","2011","16-34 y.","Employed","","","",""
"23","2011","35-65 y.","Not Employed","","","",""
"23","2011","35-65 y.","Employed","1","","",""
"23","2011","66 and older","Not Employed","","","",""
"23","2011","66 and older","Employed","","","",""
"24","2011","16-34 y.","Not Employed","1","","",""
"24","2011","16-34 y.","Employed","2","","",""
"24","2011","35-65 y.","Not Employed","2","","",""
"24","2011","35-65 y.","Employed","1","","",""
"24","2011","66 and older","Not Employed","1","","",""
"24","2011","66 and older","Employed","","","",""
"25","2011","16-34 y.","Not Employed","","","",""
"25","2011","16-34 y.","Employed","1","","",""
"25","2011","35-65 y.","Not Employed","1","","",""
"25","2011","35-65 y.","Employed","2","","",""
"25","2011","66 and older","Not Employed","1","","",""
"25","2011","66 and older","Employed","","","",""
"26","2011","16-34 y.","Not Employed","2","","",""
"26","2011","16-34 y.","Employed","4","","",""
"26","2011","35-65 y.","Not Employed","1","","",""
"26","2011","35-65 y.","Employed","7","","",""
"26","2011","66 and older","Not Employed","","","",""
"26","2011","66 and older","Employed","","","",""
"27","2011","16-34 y.","Not Employed","","","",""
"27","2011","16-34 y.","Employed","","","",""
"27","2011","35-65 y.","Not Employed","","","",""
"27","2011","35-65 y.","Employed","1","","",""
"27","2011","66 and older","Not Employed","","","",""
"27","2011","66 and older","Employed","","","",""
"28","2011","16-34 y.","Not Employed","","","",""
"28","2011","16-34 y.","Employed","9","","",""
"28","2011","35-65 y.","Not Employed","2","","",""
"28","2011","35-65 y.","Employed","13","","",""
"28","2011","66 and older","Not Employed","","","",""
"28","2011","66 and older","Employed","","","",""
"29","2011","16-34 y.","Not Employed","1","","",""
"29","2011","16-34 y.","Employed","2","","",""
"29","2011","35-65 y.","Not Employed","2","","",""
"29","2011","35-65 y.","Employed","5","","",""
"29","2011","66 and older","Not Employed","","","",""
"29","2011","66 and older","Employed","","","",""
"30","2011","16-34 y.","Not Employed","4","","",""
"30","2011","16-34 y.","Employed","","","",""
"30","2011","35-65 y.","Not Employed","","","",""
"30","2011","35-65 y.","Employed","2","","",""
"30","2011","66 and older","Not Employed","","","",""
"30","2011","66 and older","Employed","","","",""
"31","2011","16-34 y.","Not Employed","4","","",""
"31","2011","16-34 y.","Employed","2","","",""
"31","2011","35-65 y.","Not Employed","3","","",""
"31","2011","35-65 y.","Employed","3","","",""
"31","2011","66 and older","Not Employed","","","",""
"31","2011","66 and older","Employed","","","",""
"32","2011","16-34 y.","Not Employed","15","","",""
"32","2011","16-34 y.","Employed","5","","",""
"32","2011","35-65 y.","Not Employed","13","","",""
"32","2011","35-65 y.","Employed","22","","",""
"32","2011","66 and older","Not Employed","4","","",""
"32","2011","66 and older","Employed","","","",""
"34","2011","16-34 y.","Not Employed","2","","",""
"34","2011","16-34 y.","Employed","2","","",""
"34","2011","35-65 y.","Not Employed","","","",""
"34","2011","35-65 y.","Employed","","","",""
"34","2011","66 and older","Not Employed","","","",""
"34","2011","66 and older","Employed","","","",""
"35","2011","16-34 y.","Not Employed","","","",""
"35","2011","16-34 y.","Employed","","","",""
"35","2011","35-65 y.","Not Employed","","","",""
"35","2011","35-65 y.","Employed","2","","",""
"35","2011","66 and older","Not Employed","","","",""
"35","2011","66 and older","Employed","","","",""
"36","2011","16-34 y.","Not Employed","","","",""
"36","2011","16-34 y.","Employed","","","",""
"36","2011","35-65 y.","Not Employed","","","",""
"36","2011","35-65 y.","Employed","","","",""
"36","2011","66 and older","Not Employed","","","",""
"36","2011","66 and older","Employed","","","",""
"37","2011","16-34 y.","Not Employed","","","",""
"37","2011","16-34 y.","Employed","","","",""
"37","2011","35-65 y.","Not Employed","","","",""
"37","2011","35-65 y.","Employed","","","",""
"37","2011","66 and older","Not Employed","","","",""
"37","2011","66 and older","Employed","","","",""
"38","2011","16-34 y.","Not Employed","","","",""
"38","2011","16-34 y.","Employed","1","","",""
"38","2011","35-65 y.","Not Employed","2","","",""
"38","2011","35-65 y.","Employed","3","","",""
"38","2011","66 and older","Not Employed","","","",""
"38","2011","66 and older","Employed","","","",""
"39","2011","16-34 y.","Not Employed","","","",""
"39","2011","16-34 y.","Employed","","","",""
"39","2011","35-65 y.","Not Employed","","","",""
"39","2011","35-65 y.","Employed","","","",""
"39","2011","66 and older","Not Employed","","","",""
"39","2011","66 and older","Employed","","","",""
"40","2011","16-34 y.","Not Employed","1","","",""
"40","2011","16-34 y.","Employed","","","",""
"40","2011","35-65 y.","Not Employed","1","","",""
"40","2011","35-65 y.","Employed","3","","",""
"40","2011","66 and older","Not Employed","","","",""
"40","2011","66 and older","Employed","","","",""
"41","2011","16-34 y.","Not Employed","","","",""
"41","2011","16-34 y.","Employed","","","",""
"41","2011","35-65 y.","Not Employed","","","",""
"41","2011","35-65 y.","Employed","1","","",""
"41","2011","66 and older","Not Employed","","","",""
"41","2011","66 and older","Employed","","","",""
"42","2011","16-34 y.","Not Employed","3","","",""
"42","2011","16-34 y.","Employed","1","","",""
"42","2011","35-65 y.","Not Employed","","","",""
"42","2011","35-65 y.","Employed","4","","",""
"42","2011","66 and older","Not Employed","","","",""
"42","2011","66 and older","Employed","","","",""
"43","2011","16-34 y.","Not Employed","","","",""
"43","2011","16-34 y.","Employed","2","","",""
"43","2011","35-65 y.","Not Employed","3","","",""
"43","2011","35-65 y.","Employed","2","","",""
"43","2011","66 and older","Not Employed","","","",""
"43","2011","66 and older","Employed","","","",""
"44","2011","16-34 y.","Not Employed","3","","",""
"44","2011","16-34 y.","Employed","3","","",""
"44","2011","35-65 y.","Not Employed","2","","",""
"44","2011","35-65 y.","Employed","6","","",""
"44","2011","66 and older","Not Employed","","","",""
"44","2011","66 and older","Employed","","","",""
"45","2011","16-34 y.","Not Employed","","","",""
"45","2011","16-34 y.","Employed","1","","",""
"45","2011","35-65 y.","Not Employed","","","",""
"45","2011","35-65 y.","Employed","","","",""
"45","2011","66 and older","Not Employed","","","",""
"45","2011","66 and older","Employed","","","",""
"46","2011","16-34 y.","Not Employed","","","",""
"46","2011","16-34 y.","Employed","","","",""
"46","2011","35-65 y.","Not Employed","","","",""
"46","2011","35-65 y.","Employed","","","",""
"46","2011","66 and older","Not Employed","","","",""
"46","2011","66 and older","Employed","","","",""
"47","2011","16-34 y.","Not Employed","1","","",""
"47","2011","16-34 y.","Employed","","","",""
"47","2011","35-65 y.","Not Employed","","","",""
"47","2011","35-65 y.","Employed","","","",""
"47","2011","66 and older","Not Employed","","","",""
"47","2011","66 and older","Employed","","","",""
"48","2011","16-34 y.","Not Employed","","","",""
"48","2011","16-34 y.","Employed","","","",""
"48","2011","35-65 y.","Not Employed","","","",""
"48","2011","35-65 y.","Employed","1","","",""
"48","2011","66 and older","Not Employed","","","",""
"48","2011","66 and older","Employed","","","",""
"49","2011","16-34 y.","Not Employed","","","",""
"49","2011","16-34 y.","Employed","1","","",""
"49","2011","35-65 y.","Not Employed","2","","",""
"49","2011","35-65 y.","Employed","1","","",""
"49","2011","66 and older","Not Employed","","","",""
"49","2011","66 and older","Employed","","","",""
"50","2011","16-34 y.","Not Employed","","","",""
"50","2011","16-34 y.","Employed","","","",""
"50","2011","35-65 y.","Not Employed","1","","",""
"50","2011","35-65 y.","Employed","1","","",""
"50","2011","66 and older","Not Employed","","","",""
"50","2011","66 and older","Employed","","","",""
"51","2011","16-34 y.","Not Employed","","","",""
"51","2011","16-34 y.","Employed","","","",""
"51","2011","35-65 y.","Not Employed","","","",""
"51","2011","35-65 y.","Employed","","","",""
"51","2011","66 and older","Not Employed","","","",""
"51","2011","66 and older","Employed","","","",""
"52","2011","16-34 y.","Not Employed","3","","",""
"52","2011","16-34 y.","Employed","2","","",""
"52","2011","35-65 y.","Not Employed","1","","",""
"52","2011","35-65 y.","Employed","","","",""
"52","2011","66 and older","Not Employed","","","",""
"52","2011","66 and older","Employed","","","",""
"53","2011","16-34 y.","Not Employed","","","",""
"53","2011","16-34 y.","Employed","","","",""
"53","2011","35-65 y.","Not Employed","","","",""
"53","2011","35-65 y.","Employed","","","",""
"53","2011","66 and older","Not Employed","","","",""
"53","2011","66 and older","Employed","","","",""
"54","2011","16-34 y.","Not Employed","2","","",""
"54","2011","16-34 y.","Employed","1","","",""
"54","2011","35-65 y.","Not Employed","1","","",""
"54","2011","35-65 y.","Employed","1","","",""
"54","2011","66 and older","Not Employed","","","",""
"54","2011","66 and older","Employed","","","",""
"55","2011","16-34 y.","Not Employed","","","",""
"55","2011","16-34 y.","Employed","","","",""
"55","2011","35-65 y.","Not Employed","2","","",""
"55","2011","35-65 y.","Employed","2","","",""
"55","2011","66 and older","Not Employed","","","",""
"55","2011","66 and older","Employed","","","",""
"56","2011","16-34 y.","Not Employed","","","",""
"56","2011","16-34 y.","Employed","","","",""
"56","2011","35-65 y.","Not Employed","","","",""
"56","2011","35-65 y.","Employed","","","",""
"56","2011","66 and older","Not Employed","","","",""
"56","2011","66 and older","Employed","","","",""
"59","2011","16-34 y.","Not Employed","2","","",""
"59","2011","16-34 y.","Employed","","","",""
"59","2011","35-65 y.","Not Employed","","","",""
"59","2011","35-65 y.","Employed","2","","",""
"59","2011","66 and older","Not Employed","","","",""
"59","2011","66 and older","Employed","","","",""
"60","2011","16-34 y.","Not Employed","2","","",""
"60","2011","16-34 y.","Employed","2","","",""
"60","2011","35-65 y.","Not Employed","2","","",""
"60","2011","35-65 y.","Employed","3","","",""
"60","2011","66 and older","Not Employed","","","",""
"60","2011","66 and older","Employed","","","",""
"61","2011","16-34 y.","Not Employed","1","","",""
"61","2011","16-34 y.","Employed","2","","",""
"61","2011","35-65 y.","Not Employed","1","","",""
"61","2011","35-65 y.","Employed","4","","",""
"61","2011","66 and older","Not Employed","","","",""
"61","2011","66 and older","Employed","","","",""
"64","2011","16-34 y.","Not Employed","1","","",""
"64","2011","16-34 y.","Employed","1","","",""
"64","2011","35-65 y.","Not Employed","","","",""
"64","2011","35-65 y.","Employed","1","","",""
"64","2011","66 and older","Not Employed","","","",""
"64","2011","66 and older","Employed","","","",""
"65","2011","16-34 y.","Not Employed","2","","",""
"65","2011","16-34 y.","Employed","","","",""
"65","2011","35-65 y.","Not Employed","1","","",""
"65","2011","35-65 y.","Employed","","","",""
"65","2011","66 and older","Not Employed","","","",""
"65","2011","66 and older","Employed","","","",""
"66","2011","16-34 y.","Not Employed","","","",""
"66","2011","16-34 y.","Employed","","","",""
"66","2011","35-65 y.","Not Employed","","","",""
"66","2011","35-65 y.","Employed","","","",""
"66","2011","66 and older","Not Employed","","","",""
"66","2011","66 and older","Employed","","","",""
"67","2011","16-34 y.","Not Employed","","","",""
"67","2011","16-34 y.","Employed","2","","",""
"67","2011","35-65 y.","Not Employed","9","","",""
"67","2011","35-65 y.","Employed","2","","",""
"67","2011","66 and older","Not Employed","","","",""
"67","2011","66 and older","Employed","","","",""
"68","2011","16-34 y.","Not Employed","","","",""
"68","2011","16-34 y.","Employed","1","","",""
"68","2011","35-65 y.","Not Employed","","","",""
"68","2011","35-65 y.","Employed","1","","",""
"68","2011","66 and older","Not Employed","","","",""
"68","2011","66 and older","Employed","","","",""
"71","2011","16-34 y.","Not Employed","1","","",""
"71","2011","16-34 y.","Employed","","","",""
"71","2011","35-65 y.","Not Employed","","","",""
"71","2011","35-65 y.","Employed","1","","",""
"71","2011","66 and older","Not Employed","1","","",""
"71","2011","66 and older","Employed","","","",""
"72","2011","16-34 y.","Not Employed","","","",""
"72","2011","16-34 y.","Employed","","","",""
"72","2011","35-65 y.","Not Employed","","","",""
"72","2011","35-65 y.","Employed","","","",""
"72","2011","66 and older","Not Employed","","","",""
"72","2011","66 and older","Employed","","","",""
"73","2011","16-34 y.","Not Employed","","","",""
"73","2011","16-34 y.","Employed","","","",""
"73","2011","35-65 y.","Not Employed","2","","",""
"73","2011","35-65 y.","Employed","","","",""
"73","2011","66 and older","Not Employed","","","",""
