"pgnation","year","e11103","migback","n","percent","lower_confidence","upper_confidence"
"35","2012","Not Working","direct migration background","","","",""
"35","2012","Not Working","indirect migration background","","","",""
"36","2012","Full Time","no migration background","","","",""
"36","2012","Full Time","direct migration background","","","",""
"36","2012","Full Time","indirect migration background","","","",""
"36","2012","Part Time","no migration background","","","",""
"36","2012","Part Time","direct migration background","","","",""
"36","2012","Part Time","indirect migration background","","","",""
"36","2012","Not Working","no migration background","","","",""
"36","2012","Not Working","direct migration background","","","",""
"36","2012","Not Working","indirect migration background","","","",""
"37","2012","Full Time","no migration background","","","",""
"37","2012","Full Time","direct migration background","","","",""
"37","2012","Full Time","indirect migration background","","","",""
"37","2012","Part Time","no migration background","","","",""
"37","2012","Part Time","direct migration background","","","",""
"37","2012","Part Time","indirect migration background","","","",""
"37","2012","Not Working","no migration background","","","",""
"37","2012","Not Working","direct migration background","","","",""
"37","2012","Not Working","indirect migration background","","","",""
"38","2012","Full Time","no migration background","","","",""
"38","2012","Full Time","direct migration background","2","","",""
"38","2012","Full Time","indirect migration background","","","",""
"38","2012","Part Time","no migration background","","","",""
"38","2012","Part Time","direct migration background","1","","",""
"38","2012","Part Time","indirect migration background","","","",""
"38","2012","Not Working","no migration background","","","",""
"38","2012","Not Working","direct migration background","2","","",""
"38","2012","Not Working","indirect migration background","","","",""
"39","2012","Full Time","no migration background","","","",""
"39","2012","Full Time","direct migration background","","","",""
"39","2012","Full Time","indirect migration background","","","",""
"39","2012","Part Time","no migration background","","","",""
"39","2012","Part Time","direct migration background","","","",""
"39","2012","Part Time","indirect migration background","","","",""
"39","2012","Not Working","no migration background","","","",""
"39","2012","Not Working","direct migration background","","","",""
"39","2012","Not Working","indirect migration background","","","",""
"40","2012","Full Time","no migration background","","","",""
"40","2012","Full Time","direct migration background","1","","",""
"40","2012","Full Time","indirect migration background","","","",""
"40","2012","Part Time","no migration background","","","",""
"40","2012","Part Time","direct migration background","2","","",""
"40","2012","Part Time","indirect migration background","","","",""
"40","2012","Not Working","no migration background","","","",""
"40","2012","Not Working","direct migration background","1","","",""
"40","2012","Not Working","indirect migration background","","","",""
"41","2012","Full Time","no migration background","","","",""
"41","2012","Full Time","direct migration background","","","",""
"41","2012","Full Time","indirect migration background","","","",""
