"pgnation","year","e11102","n","percent","lower_confidence","upper_confidence"
"10","1992","Employed","19","","",""
"11","1992","Not Employed","2","","",""
"11","1992","Employed","5","","",""
"12","1992","Not Employed","1","","",""
"12","1992","Employed","3","","",""
"13","1992","Not Employed","","","",""
"13","1992","Employed","1","","",""
"14","1992","Not Employed","","","",""
"14","1992","Employed","6","","",""
"15","1992","Not Employed","","","",""
"15","1992","Employed","","","",""
"16","1992","Not Employed","","","",""
"16","1992","Employed","","","",""
"17","1992","Not Employed","","","",""
"17","1992","Employed","","","",""
"18","1992","Not Employed","","","",""
"18","1992","Employed","5","","",""
"19","1992","Not Employed","1","","",""
"19","1992","Employed","4","","",""
"20","1992","Not Employed","1","","",""
"20","1992","Employed","","","",""
"21","1992","Not Employed","","","",""
"21","1992","Employed","","","",""
"22","1992","Not Employed","4","","",""
"22","1992","Employed","3","","",""
"23","1992","Not Employed","","","",""
"23","1992","Employed","","","",""
"24","1992","Not Employed","1","","",""
"24","1992","Employed","1","","",""
"25","1992","Not Employed","","","",""
"25","1992","Employed","","","",""
"26","1992","Not Employed","","","",""
"26","1992","Employed","4","","",""
"27","1992","Not Employed","","","",""
"27","1992","Employed","","","",""
"28","1992","Not Employed","","","",""
"28","1992","Employed","","","",""
"29","1992","Not Employed","2","","",""
"29","1992","Employed","1","","",""
"30","1992","Not Employed","","","",""
"30","1992","Employed","","","",""
"31","1992","Not Employed","","","",""
"31","1992","Employed","3","","",""
"32","1992","Not Employed","2","","",""
"32","1992","Employed","2","","",""
"34","1992","Not Employed","","","",""
"34","1992","Employed","","","",""
"35","1992","Not Employed","","","",""
"35","1992","Employed","","","",""
"36","1992","Not Employed","","","",""
"36","1992","Employed","","","",""
"37","1992","Not Employed","","","",""
"37","1992","Employed","","","",""
"38","1992","Not Employed","1","","",""
"38","1992","Employed","","","",""
"39","1992","Not Employed","","","",""
"39","1992","Employed","","","",""
"40","1992","Not Employed","","","",""
"40","1992","Employed","","","",""
"41","1992","Not Employed","","","",""
"41","1992","Employed","1","","",""
"42","1992","Not Employed","","","",""
"42","1992","Employed","","","",""
"43","1992","Not Employed","","","",""
"43","1992","Employed","","","",""
"44","1992","Not Employed","","","",""
"44","1992","Employed","","","",""
"45","1992","Not Employed","","","",""
"45","1992","Employed","","","",""
"46","1992","Not Employed","","","",""
"46","1992","Employed","","","",""
"47","1992","Not Employed","","","",""
"47","1992","Employed","","","",""
"48","1992","Not Employed","","","",""
"48","1992","Employed","","","",""
"49","1992","Not Employed","","","",""
"49","1992","Employed","1","","",""
"50","1992","Not Employed","","","",""
"50","1992","Employed","","","",""
"51","1992","Not Employed","","","",""
"51","1992","Employed","1","","",""
"52","1992","Not Employed","","","",""
"52","1992","Employed","1","","",""
"53","1992","Not Employed","","","",""
"53","1992","Employed","1","","",""
"54","1992","Not Employed","1","","",""
"54","1992","Employed","","","",""
"55","1992","Not Employed","","","",""
"55","1992","Employed","","","",""
"56","1992","Not Employed","","","",""
"56","1992","Employed","","","",""
"59","1992","Not Employed","","","",""
"59","1992","Employed","","","",""
"60","1992","Not Employed","","","",""
"60","1992","Employed","","","",""
"61","1992","Not Employed","","","",""
"61","1992","Employed","","","",""
"64","1992","Not Employed","","","",""
"64","1992","Employed","","","",""
"65","1992","Not Employed","","","",""
"65","1992","Employed","","","",""
"66","1992","Not Employed","","","",""
"66","1992","Employed","","","",""
"67","1992","Not Employed","","","",""
"67","1992","Employed","","","",""
"68","1992","Not Employed","","","",""
"68","1992","Employed","","","",""
"71","1992","Not Employed","","","",""
"71","1992","Employed","","","",""
"72","1992","Not Employed","","","",""
"72","1992","Employed","","","",""
"73","1992","Not Employed","","","",""
"73","1992","Employed","","","",""
"74","1992","Not Employed","","","",""
"74","1992","Employed","","","",""
"75","1992","Not Employed","","","",""
"75","1992","Employed","","","",""
"76","1992","Not Employed","","","",""
"76","1992","Employed","","","",""
"77","1992","Not Employed","","","",""
"77","1992","Employed","","","",""
"78","1992","Not Employed","","","",""
"78","1992","Employed","","","",""
"79","1992","Not Employed","","","",""
"79","1992","Employed","","","",""
"80","1992","Not Employed","","","",""
"80","1992","Employed","","","",""
"81","1992","Not Employed","","","",""
"81","1992","Employed","","","",""
"82","1992","Not Employed","","","",""
"82","1992","Employed","","","",""
"83","1992","Not Employed","","","",""
"83","1992","Employed","","","",""
"84","1992","Not Employed","","","",""
"84","1992","Employed","","","",""
"85","1992","Not Employed","","","",""
"85","1992","Employed","","","",""
"86","1992","Not Employed","","","",""
"86","1992","Employed","","","",""
"89","1992","Not Employed","","","",""
"89","1992","Employed","","","",""
"90","1992","Not Employed","","","",""
"90","1992","Employed","","","",""
"92","1992","Not Employed","","","",""
"92","1992","Employed","","","",""
"94","1992","Not Employed","","","",""
"94","1992","Employed","","","",""
"95","1992","Not Employed","","","",""
"95","1992","Employed","","","",""
"96","1992","Not Employed","","","",""
"96","1992","Employed","","","",""
"97","1992","Not Employed","","","",""
"97","1992","Employed","","","",""
"98","1992","Not Employed","2","","",""
"98","1992","Employed","2","","",""
"101","1992","Not Employed","","","",""
"101","1992","Employed","","","",""
"102","1992","Not Employed","","","",""
"102","1992","Employed","","","",""
"103","1992","Not Employed","","","",""
"103","1992","Employed","","","",""
"105","1992","Not Employed","","","",""
"105","1992","Employed","","","",""
"108","1992","Not Employed","","","",""
"108","1992","Employed","","","",""
"110","1992","Not Employed","","","",""
"110","1992","Employed","","","",""
"111","1992","Not Employed","","","",""
"111","1992","Employed","","","",""
"113","1992","Not Employed","","","",""
"113","1992","Employed","","","",""
"116","1992","Not Employed","","","",""
"116","1992","Employed","","","",""
"117","1992","Not Employed","","","",""
"117","1992","Employed","","","",""
"118","1992","Not Employed","","","",""
"118","1992","Employed","","","",""
"119","1992","Not Employed","","","",""
"119","1992","Employed","","","",""
"120","1992","Not Employed","","","",""
"120","1992","Employed","","","",""
"121","1992","Not Employed","","","",""
"121","1992","Employed","","","",""
"122","1992","Not Employed","","","",""
"122","1992","Employed","","","",""
"123","1992","Not Employed","","","",""
"123","1992","Employed","","","",""
"124","1992","Not Employed","","","",""
"124","1992","Employed","","","",""
"125","1992","Not Employed","","","",""
"125","1992","Employed","","","",""
"127","1992","Not Employed","","","",""
"127","1992","Employed","","","",""
"128","1992","Not Employed","","","",""
"128","1992","Employed","","","",""
"129","1992","Not Employed","","","",""
"129","1992","Employed","","","",""
"130","1992","Not Employed","","","",""
"130","1992","Employed","","","",""
"131","1992","Not Employed","","","",""
"131","1992","Employed","","","",""
"132","1992","Not Employed","","","",""
"132","1992","Employed","","","",""
"133","1992","Not Employed","","","",""
"133","1992","Employed","","","",""
"135","1992","Not Employed","","","",""
"135","1992","Employed","","","",""
"138","1992","Not Employed","","","",""
"138","1992","Employed","","","",""
"139","1992","Not Employed","","","",""
"139","1992","Employed","","","",""
"140","1992","Not Employed","","","",""
"140","1992","Employed","","","",""
"141","1992","Not Employed","","","",""
"141","1992","Employed","","","",""
"142","1992","Not Employed","","","",""
"142","1992","Employed","","","",""
"143","1992","Not Employed","","","",""
"143","1992","Employed","","","",""
"144","1992","Not Employed","","","",""
"144","1992","Employed","","","",""
"145","1992","Not Employed","","","",""
"145","1992","Employed","","","",""
"146","1992","Not Employed","","","",""
"146","1992","Employed","","","",""
"147","1992","Not Employed","","","",""
"147","1992","Employed","","","",""
"148","1992","Not Employed","","","",""
"148","1992","Employed","","","",""
"149","1992","Not Employed","","","",""
"149","1992","Employed","","","",""
"151","1992","Not Employed","","","",""
"151","1992","Employed","","","",""
"152","1992","Not Employed","","","",""
"152","1992","Employed","","","",""
"154","1992","Not Employed","","","",""
"154","1992","Employed","","","",""
"155","1992","Not Employed","","","",""
"155","1992","Employed","","","",""
"156","1992","Not Employed","","","",""
"156","1992","Employed","","","",""
"158","1992","Not Employed","","","",""
"158","1992","Employed","","","",""
"162","1992","Not Employed","","","",""
"162","1992","Employed","","","",""
"164","1992","Not Employed","","","",""
"164","1992","Employed","","","",""
"165","1992","Not Employed","","","",""
"165","1992","Employed","","","",""
"166","1992","Not Employed","","","",""
"166","1992","Employed","","","",""
"167","1992","Not Employed","","","",""
"167","1992","Employed","","","",""
"168","1992","Not Employed","","","",""
"168","1992","Employed","","","",""
"169","1992","Not Employed","","","",""
"169","1992","Employed","","","",""
"172","1992","Not Employed","","","",""
"172","1992","Employed","","","",""
"173","1992","Not Employed","","","",""
"173","1992","Employed","","","",""
"178","1992","Not Employed","","","",""
"178","1992","Employed","","","",""
"181","1992","Not Employed","","","",""
"181","1992","Employed","","","",""
"183","1992","Not Employed","","","",""
"183","1992","Employed","","","",""
"188","1992","Not Employed","","","",""
"188","1992","Employed","","","",""
"195","1992","Not Employed","","","",""
"195","1992","Employed","","","",""
"196","1992","Not Employed","","","",""
"196","1992","Employed","","","",""
"999","1992","Not Employed","","","",""
"999","1992","Employed","","","",""
"1","1993","Not Employed","3729","0.940303180527705","0.933338170314177","0.947268190741232"
"1","1993","Employed","7102","0.910034056707536","0.90403290987967","0.916035203535403"
"2","1993","Not Employed","340","0.0281763705248947","0.0233117556830508","0.0330409853667385"
"2","1993","Employed","550","0.0306569329163084","0.0270414237496967","0.0342724420829201"
"3","1993","Not Employed","106","0.0103334774853709","0.00736058025120649","0.0133063747195354"
"3","1993","Employed","353","0.0199143654362469","0.0169842710597507","0.0228444598127432"
"4","1993","Not Employed","88","0.00348597244735188","0.00175330230471935","0.0052186425899844"
"4","1993","Employed","233","0.00781677723992437","0.00596973780293244","0.0096638166769163"
"5","1993","Not Employed","118","0.00809277069395769","0.00545888845563079","0.0107266529322846"
"5","1993","Employed","308","0.0136731393844046","0.0112375116446186","0.0161087671241905"
"6","1993","Not Employed","41","0.00155287351159162","0.000395315446837949","0.00271043157634529"
"6","1993","Employed","126","0.00326789129888585","0.00207090442945654","0.00446487816831516"
"10","1993","Not Employed","4","","",""
"10","1993","Employed","21","","",""
"11","1993","Not Employed","2","","",""
"11","1993","Employed","7","","",""
"12","1993","Not Employed","3","","",""
"12","1993","Employed","3","","",""
"13","1993","Not Employed","","","",""
"13","1993","Employed","","","",""
"14","1993","Not Employed","","","",""
"14","1993","Employed","6","","",""
"15","1993","Not Employed","","","",""
"15","1993","Employed","","","",""
"16","1993","Not Employed","","","",""
"16","1993","Employed","","","",""
"17","1993","Not Employed","","","",""
"17","1993","Employed","","","",""
"18","1993","Not Employed","","","",""
"18","1993","Employed","4","","",""
"19","1993","Not Employed","1","","",""
"19","1993","Employed","2","","",""
"20","1993","Not Employed","","","",""
"20","1993","Employed","1","","",""
"21","1993","Not Employed","1","","",""
"21","1993","Employed","","","",""
"22","1993","Not Employed","5","","",""
"22","1993","Employed","2","","",""
"23","1993","Not Employed","","","",""
