"pgnation","year","e11103","regtyp","n","percent","lower_confidence","upper_confidence"
"125","1985","Part Time","Rural Area","","","",""
"125","1985","Not Working","Urban Area","","","",""
"125","1985","Not Working","Rural Area","","","",""
"127","1985","Full Time","Urban Area","","","",""
"127","1985","Full Time","Rural Area","","","",""
"127","1985","Part Time","Urban Area","","","",""
"127","1985","Part Time","Rural Area","","","",""
"127","1985","Not Working","Urban Area","","","",""
"127","1985","Not Working","Rural Area","","","",""
"128","1985","Full Time","Urban Area","","","",""
"128","1985","Full Time","Rural Area","","","",""
"128","1985","Part Time","Urban Area","","","",""
"128","1985","Part Time","Rural Area","","","",""
"128","1985","Not Working","Urban Area","","","",""
"128","1985","Not Working","Rural Area","","","",""
"129","1985","Full Time","Urban Area","","","",""
"129","1985","Full Time","Rural Area","","","",""
"129","1985","Part Time","Urban Area","","","",""
"129","1985","Part Time","Rural Area","","","",""
"129","1985","Not Working","Urban Area","","","",""
"129","1985","Not Working","Rural Area","","","",""
"130","1985","Full Time","Urban Area","","","",""
"130","1985","Full Time","Rural Area","","","",""
"130","1985","Part Time","Urban Area","","","",""
"130","1985","Part Time","Rural Area","","","",""
"130","1985","Not Working","Urban Area","","","",""
"130","1985","Not Working","Rural Area","","","",""
"131","1985","Full Time","Urban Area","","","",""
"131","1985","Full Time","Rural Area","","","",""
"131","1985","Part Time","Urban Area","","","",""
"131","1985","Part Time","Rural Area","","","",""
"131","1985","Not Working","Urban Area","","","",""
"131","1985","Not Working","Rural Area","","","",""
"132","1985","Full Time","Urban Area","","","",""
"132","1985","Full Time","Rural Area","","","",""
"132","1985","Part Time","Urban Area","","","",""
"132","1985","Part Time","Rural Area","","","",""
"132","1985","Not Working","Urban Area","","","",""
"132","1985","Not Working","Rural Area","","","",""
"133","1985","Full Time","Urban Area","","","",""
"133","1985","Full Time","Rural Area","","","",""
"133","1985","Part Time","Urban Area","","","",""
"133","1985","Part Time","Rural Area","","","",""
"133","1985","Not Working","Urban Area","","","",""
"133","1985","Not Working","Rural Area","","","",""
"135","1985","Full Time","Urban Area","","","",""
"135","1985","Full Time","Rural Area","","","",""
"135","1985","Part Time","Urban Area","","","",""
"135","1985","Part Time","Rural Area","","","",""
"135","1985","Not Working","Urban Area","","","",""
"135","1985","Not Working","Rural Area","","","",""
"138","1985","Full Time","Urban Area","","","",""
"138","1985","Full Time","Rural Area","","","",""
"138","1985","Part Time","Urban Area","","","",""
"138","1985","Part Time","Rural Area","","","",""
"138","1985","Not Working","Urban Area","","","",""
"138","1985","Not Working","Rural Area","","","",""
"139","1985","Full Time","Urban Area","","","",""
"139","1985","Full Time","Rural Area","","","",""
"139","1985","Part Time","Urban Area","","","",""
"139","1985","Part Time","Rural Area","","","",""
"139","1985","Not Working","Urban Area","","","",""
"139","1985","Not Working","Rural Area","","","",""
"140","1985","Full Time","Urban Area","","","",""
"140","1985","Full Time","Rural Area","","","",""
"140","1985","Part Time","Urban Area","","","",""
"140","1985","Part Time","Rural Area","","","",""
"140","1985","Not Working","Urban Area","","","",""
"140","1985","Not Working","Rural Area","","","",""
"141","1985","Full Time","Urban Area","","","",""
"141","1985","Full Time","Rural Area","","","",""
"141","1985","Part Time","Urban Area","","","",""
"141","1985","Part Time","Rural Area","","","",""
"141","1985","Not Working","Urban Area","","","",""
"141","1985","Not Working","Rural Area","","","",""
"142","1985","Full Time","Urban Area","","","",""
"142","1985","Full Time","Rural Area","","","",""
"142","1985","Part Time","Urban Area","","","",""
"142","1985","Part Time","Rural Area","","","",""
"142","1985","Not Working","Urban Area","","","",""
"142","1985","Not Working","Rural Area","","","",""
"143","1985","Full Time","Urban Area","","","",""
"143","1985","Full Time","Rural Area","","","",""
"143","1985","Part Time","Urban Area","","","",""
"143","1985","Part Time","Rural Area","","","",""
"143","1985","Not Working","Urban Area","","","",""
"143","1985","Not Working","Rural Area","","","",""
"144","1985","Full Time","Urban Area","","","",""
"144","1985","Full Time","Rural Area","","","",""
"144","1985","Part Time","Urban Area","","","",""
"144","1985","Part Time","Rural Area","","","",""
"144","1985","Not Working","Urban Area","","","",""
"144","1985","Not Working","Rural Area","","","",""
"145","1985","Full Time","Urban Area","","","",""
"145","1985","Full Time","Rural Area","","","",""
"145","1985","Part Time","Urban Area","","","",""
"145","1985","Part Time","Rural Area","","","",""
"145","1985","Not Working","Urban Area","","","",""
"145","1985","Not Working","Rural Area","","","",""
"146","1985","Full Time","Urban Area","","","",""
"146","1985","Full Time","Rural Area","","","",""
"146","1985","Part Time","Urban Area","","","",""
"146","1985","Part Time","Rural Area","","","",""
"146","1985","Not Working","Urban Area","","","",""
"146","1985","Not Working","Rural Area","","","",""
"147","1985","Full Time","Urban Area","","","",""
"147","1985","Full Time","Rural Area","","","",""
"147","1985","Part Time","Urban Area","","","",""
"147","1985","Part Time","Rural Area","","","",""
"147","1985","Not Working","Urban Area","","","",""
"147","1985","Not Working","Rural Area","","","",""
"148","1985","Full Time","Urban Area","","","",""
"148","1985","Full Time","Rural Area","","","",""
"148","1985","Part Time","Urban Area","","","",""
"148","1985","Part Time","Rural Area","","","",""
"148","1985","Not Working","Urban Area","","","",""
"148","1985","Not Working","Rural Area","","","",""
"149","1985","Full Time","Urban Area","","","",""
"149","1985","Full Time","Rural Area","","","",""
"149","1985","Part Time","Urban Area","","","",""
"149","1985","Part Time","Rural Area","","","",""
"149","1985","Not Working","Urban Area","","","",""
"149","1985","Not Working","Rural Area","","","",""
"151","1985","Full Time","Urban Area","","","",""
"151","1985","Full Time","Rural Area","","","",""
"151","1985","Part Time","Urban Area","","","",""
"151","1985","Part Time","Rural Area","","","",""
"151","1985","Not Working","Urban Area","","","",""
"151","1985","Not Working","Rural Area","","","",""
"152","1985","Full Time","Urban Area","","","",""
"152","1985","Full Time","Rural Area","","","",""
"152","1985","Part Time","Urban Area","","","",""
"152","1985","Part Time","Rural Area","","","",""
"152","1985","Not Working","Urban Area","","","",""
"152","1985","Not Working","Rural Area","","","",""
"154","1985","Full Time","Urban Area","","","",""
"154","1985","Full Time","Rural Area","","","",""
"154","1985","Part Time","Urban Area","","","",""
"154","1985","Part Time","Rural Area","","","",""
"154","1985","Not Working","Urban Area","","","",""
"154","1985","Not Working","Rural Area","","","",""
"155","1985","Full Time","Urban Area","","","",""
"155","1985","Full Time","Rural Area","","","",""
"155","1985","Part Time","Urban Area","","","",""
"155","1985","Part Time","Rural Area","","","",""
"155","1985","Not Working","Urban Area","","","",""
"155","1985","Not Working","Rural Area","","","",""
"156","1985","Full Time","Urban Area","","","",""
"156","1985","Full Time","Rural Area","","","",""
"156","1985","Part Time","Urban Area","","","",""
"156","1985","Part Time","Rural Area","","","",""
"156","1985","Not Working","Urban Area","","","",""
"156","1985","Not Working","Rural Area","","","",""
"158","1985","Full Time","Urban Area","","","",""
"158","1985","Full Time","Rural Area","","","",""
"158","1985","Part Time","Urban Area","","","",""
"158","1985","Part Time","Rural Area","","","",""
"158","1985","Not Working","Urban Area","","","",""
"158","1985","Not Working","Rural Area","","","",""
"162","1985","Full Time","Urban Area","","","",""
"162","1985","Full Time","Rural Area","","","",""
"162","1985","Part Time","Urban Area","","","",""
"162","1985","Part Time","Rural Area","","","",""
"162","1985","Not Working","Urban Area","","","",""
"162","1985","Not Working","Rural Area","","","",""
"164","1985","Full Time","Urban Area","","","",""
"164","1985","Full Time","Rural Area","","","",""
"164","1985","Part Time","Urban Area","","","",""
"164","1985","Part Time","Rural Area","","","",""
"164","1985","Not Working","Urban Area","","","",""
"164","1985","Not Working","Rural Area","","","",""
"165","1985","Full Time","Urban Area","","","",""
"165","1985","Full Time","Rural Area","","","",""
"165","1985","Part Time","Urban Area","","","",""
"165","1985","Part Time","Rural Area","","","",""
"165","1985","Not Working","Urban Area","","","",""
"165","1985","Not Working","Rural Area","","","",""
"166","1985","Full Time","Urban Area","","","",""
"166","1985","Full Time","Rural Area","","","",""
"166","1985","Part Time","Urban Area","","","",""
"166","1985","Part Time","Rural Area","","","",""
"166","1985","Not Working","Urban Area","","","",""
"166","1985","Not Working","Rural Area","","","",""
"167","1985","Full Time","Urban Area","","","",""
"167","1985","Full Time","Rural Area","","","",""
"167","1985","Part Time","Urban Area","","","",""
"167","1985","Part Time","Rural Area","","","",""
"167","1985","Not Working","Urban Area","","","",""
"167","1985","Not Working","Rural Area","","","",""
"168","1985","Full Time","Urban Area","","","",""
"168","1985","Full Time","Rural Area","","","",""
"168","1985","Part Time","Urban Area","","","",""
"168","1985","Part Time","Rural Area","","","",""
"168","1985","Not Working","Urban Area","","","",""
"168","1985","Not Working","Rural Area","","","",""
"169","1985","Full Time","Urban Area","","","",""
"169","1985","Full Time","Rural Area","","","",""
"169","1985","Part Time","Urban Area","","","",""
"169","1985","Part Time","Rural Area","","","",""
"169","1985","Not Working","Urban Area","","","",""
"169","1985","Not Working","Rural Area","","","",""
"172","1985","Full Time","Urban Area","","","",""
"172","1985","Full Time","Rural Area","","","",""
"172","1985","Part Time","Urban Area","","","",""
"172","1985","Part Time","Rural Area","","","",""
"172","1985","Not Working","Urban Area","","","",""
"172","1985","Not Working","Rural Area","","","",""
"173","1985","Full Time","Urban Area","","","",""
"173","1985","Full Time","Rural Area","","","",""
"173","1985","Part Time","Urban Area","","","",""
"173","1985","Part Time","Rural Area","","","",""
"173","1985","Not Working","Urban Area","","","",""
"173","1985","Not Working","Rural Area","","","",""
"178","1985","Full Time","Urban Area","","","",""
"178","1985","Full Time","Rural Area","","","",""
"178","1985","Part Time","Urban Area","","","",""
"178","1985","Part Time","Rural Area","","","",""
"178","1985","Not Working","Urban Area","","","",""
"178","1985","Not Working","Rural Area","","","",""
"181","1985","Full Time","Urban Area","","","",""
"181","1985","Full Time","Rural Area","","","",""
"181","1985","Part Time","Urban Area","","","",""
"181","1985","Part Time","Rural Area","","","",""
"181","1985","Not Working","Urban Area","","","",""
"181","1985","Not Working","Rural Area","","","",""
"183","1985","Full Time","Urban Area","","","",""
"183","1985","Full Time","Rural Area","","","",""
"183","1985","Part Time","Urban Area","","","",""
"183","1985","Part Time","Rural Area","","","",""
"183","1985","Not Working","Urban Area","","","",""
"183","1985","Not Working","Rural Area","","","",""
"188","1985","Full Time","Urban Area","","","",""
"188","1985","Full Time","Rural Area","","","",""
"188","1985","Part Time","Urban Area","","","",""
"188","1985","Part Time","Rural Area","","","",""
"188","1985","Not Working","Urban Area","","","",""
"188","1985","Not Working","Rural Area","","","",""
"195","1985","Full Time","Urban Area","","","",""
"195","1985","Full Time","Rural Area","","","",""
"195","1985","Part Time","Urban Area","","","",""
"195","1985","Part Time","Rural Area","","","",""
"195","1985","Not Working","Urban Area","","","",""
"195","1985","Not Working","Rural Area","","","",""
"196","1985","Full Time","Urban Area","","","",""
"196","1985","Full Time","Rural Area","","","",""
"196","1985","Part Time","Urban Area","","","",""
"196","1985","Part Time","Rural Area","","","",""
"196","1985","Not Working","Urban Area","","","",""
"196","1985","Not Working","Rural Area","","","",""
"999","1985","Full Time","Urban Area","","","",""
"999","1985","Full Time","Rural Area","","","",""
"999","1985","Part Time","Urban Area","","","",""
"999","1985","Part Time","Rural Area","","","",""
"999","1985","Not Working","Urban Area","","","",""
"999","1985","Not Working","Rural Area","","","",""
"1","1986","Full Time","Urban Area","2617","0.90370149071056","0.894428768610068","0.912974212811053"
"1","1986","Full Time","Rural Area","797","0.958025596021213","0.945451359232068","0.970599832810357"
"1","1986","Part Time","Urban Area","1076","0.93005537217067","0.916877378982638","0.943233365358702"
"1","1986","Part Time","Rural Area","342","0.957330740966503","0.937374049958303","0.977287431974703"
"1","1986","Not Working","Urban Area","2447","0.949834866983461","0.942187693191055","0.957482040775867"
"1","1986","Not Working","Rural Area","741","0.97581167006961","0.965257554771402","0.986365785367817"
