"pgnation","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence"
"3","2017","Not Employed","East Germany","2","","",""
"3","2017","Employed","West Germany","3","","",""
"3","2017","Employed","East Germany","","","",""
"4","2017","Not Employed","West Germany","37","0.00441277288293956","0.00321405488389931","0.00561149088197981"
"4","2017","Not Employed","East Germany","","","",""
"4","2017","Employed","West Germany","110","0.00431682977375309","0.0032563233180038","0.00537733622950238"
"4","2017","Employed","East Germany","2","","",""
"5","2017","Not Employed","West Germany","59","0.0128116949968013","0.0107778170990519","0.0148455728945508"
"5","2017","Not Employed","East Germany","2","","",""
"5","2017","Employed","West Germany","164","0.0125372647040969","0.0107374324639018","0.014337096944292"
"5","2017","Employed","East Germany","3","","",""
"6","2017","Not Employed","West Germany","21","","",""
"6","2017","Not Employed","East Germany","","","",""
"6","2017","Employed","West Germany","43","0.00240001472557075","0.00160850648290424","0.00319152296823726"
"6","2017","Employed","East Germany","7","","",""
"10","2017","Not Employed","West Germany","19","","",""
"10","2017","Not Employed","East Germany","1","","",""
"10","2017","Employed","West Germany","41","0.00531561182000951","0.00413938913324466","0.00649183450677436"
"10","2017","Employed","East Germany","1","","",""
"11","2017","Not Employed","West Germany","9","","",""
"11","2017","Not Employed","East Germany","","","",""
"11","2017","Employed","West Germany","24","","",""
"11","2017","Employed","East Germany","1","","",""
"12","2017","Not Employed","West Germany","","","",""
"12","2017","Not Employed","East Germany","","","",""
"12","2017","Employed","West Germany","","","",""
"12","2017","Employed","East Germany","","","",""
"13","2017","Not Employed","West Germany","3","","",""
"13","2017","Not Employed","East Germany","","","",""
"13","2017","Employed","West Germany","10","","",""
"13","2017","Employed","East Germany","","","",""
"14","2017","Not Employed","West Germany","6","","",""
"14","2017","Not Employed","East Germany","1","","",""
"14","2017","Employed","West Germany","18","","",""
"14","2017","Employed","East Germany","2","","",""
"15","2017","Not Employed","West Germany","2","","",""
"15","2017","Not Employed","East Germany","","","",""
"15","2017","Employed","West Germany","6","","",""
"15","2017","Employed","East Germany","","","",""
"16","2017","Not Employed","West Germany","","","",""
"16","2017","Not Employed","East Germany","","","",""
"16","2017","Employed","West Germany","3","","",""
"16","2017","Employed","East Germany","","","",""
"17","2017","Not Employed","West Germany","2","","",""
"17","2017","Not Employed","East Germany","","","",""
"17","2017","Employed","West Germany","4","","",""
"17","2017","Employed","East Germany","1","","",""
"18","2017","Not Employed","West Germany","7","","",""
"18","2017","Not Employed","East Germany","","","",""
"18","2017","Employed","West Germany","22","","",""
"18","2017","Employed","East Germany","2","","",""
"19","2017","Not Employed","West Germany","2","","",""
"19","2017","Not Employed","East Germany","","","",""
"19","2017","Employed","West Germany","10","","",""
"19","2017","Employed","East Germany","1","","",""
"20","2017","Not Employed","West Germany","1","","",""
"20","2017","Not Employed","East Germany","","","",""
"20","2017","Employed","West Germany","1","","",""
"20","2017","Employed","East Germany","","","",""
"21","2017","Not Employed","West Germany","46","0.00265027980239233","0.00172047629739323","0.00358008330739144"
"21","2017","Not Employed","East Germany","3","","",""
"21","2017","Employed","West Germany","151","0.00382235630791112","0.00282418690944957","0.00482052570637267"
"21","2017","Employed","East Germany","8","","",""
"22","2017","Not Employed","West Germany","54","0.0054362059021423","0.00410640736170595","0.00676600444257866"
"22","2017","Not Employed","East Germany","5","","",""
"22","2017","Employed","West Germany","161","0.0091634407178548","0.00762209318985776","0.0107047882458518"
"22","2017","Employed","East Germany","22","","",""
"23","2017","Not Employed","West Germany","","","",""
"23","2017","Not Employed","East Germany","","","",""
"23","2017","Employed","West Germany","1","","",""
"23","2017","Employed","East Germany","","","",""
"24","2017","Not Employed","West Germany","106","0.00205565514900829","0.00123653073290203","0.00287477956511454"
"24","2017","Not Employed","East Germany","17","","",""
"24","2017","Employed","West Germany","7","","",""
"24","2017","Employed","East Germany","","","",""
"25","2017","Not Employed","West Germany","2","","",""
"25","2017","Not Employed","East Germany","","","",""
"25","2017","Employed","West Germany","1","","",""
"25","2017","Employed","East Germany","","","",""
"26","2017","Not Employed","West Germany","8","","",""
"26","2017","Not Employed","East Germany","1","","",""
"26","2017","Employed","West Germany","52","0.00336799248154804","0.00243081198131864","0.00430517298177745"
"26","2017","Employed","East Germany","2","","",""
"27","2017","Not Employed","West Germany","","","",""
"27","2017","Not Employed","East Germany","","","",""
"27","2017","Employed","West Germany","","","",""
"27","2017","Employed","East Germany","","","",""
"28","2017","Not Employed","West Germany","4","","",""
"28","2017","Not Employed","East Germany","","","",""
"28","2017","Employed","West Germany","27","","",""
"28","2017","Employed","East Germany","","","",""
"29","2017","Not Employed","West Germany","22","","",""
"29","2017","Not Employed","East Germany","2","","",""
"29","2017","Employed","West Germany","62","0.00202876414067709","0.00130090881572218","0.002756619465632"
"29","2017","Employed","East Germany","4","","",""
"30","2017","Not Employed","West Germany","2499","0.0138257283953891","0.0117139787742201","0.0159374780165581"
"30","2017","Not Employed","East Germany","364","0.0114202846660406","0.00751109981031406","0.0153294695217672"
"30","2017","Employed","West Germany","98","0.00108198789452621","0.000550190267968442","0.00161378552108399"
"30","2017","Employed","East Germany","14","","",""
"31","2017","Not Employed","West Germany","2","","",""
"31","2017","Not Employed","East Germany","2","","",""
"31","2017","Employed","West Germany","14","","",""
"31","2017","Employed","East Germany","3","","",""
"32","2017","Not Employed","West Germany","81","0.00256084055092935","0.0016468197972646","0.00347486130459411"
"32","2017","Not Employed","East Germany","37","0.0016410384692724","0.000151867241178605","0.0031302096973662"
"32","2017","Employed","West Germany","88","0.00382498416205815","0.00282647302089119","0.00482349530322512"
"32","2017","Employed","East Germany","12","","",""
"34","2017","Not Employed","West Germany","","","",""
"34","2017","Not Employed","East Germany","1","","",""
"34","2017","Employed","West Germany","3","","",""
"34","2017","Employed","East Germany","","","",""
"35","2017","Not Employed","West Germany","","","",""
"35","2017","Not Employed","East Germany","","","",""
"35","2017","Employed","West Germany","2","","",""
"35","2017","Employed","East Germany","","","",""
"36","2017","Not Employed","West Germany","","","",""
"36","2017","Not Employed","East Germany","","","",""
"36","2017","Employed","West Germany","","","",""
"36","2017","Employed","East Germany","","","",""
"37","2017","Not Employed","West Germany","","","",""
"37","2017","Not Employed","East Germany","","","",""
"37","2017","Employed","West Germany","","","",""
"37","2017","Employed","East Germany","","","",""
"38","2017","Not Employed","West Germany","1","","",""
"38","2017","Not Employed","East Germany","","","",""
"38","2017","Employed","West Germany","4","","",""
"38","2017","Employed","East Germany","","","",""
"39","2017","Not Employed","West Germany","","","",""
"39","2017","Not Employed","East Germany","","","",""
"39","2017","Employed","West Germany","1","","",""
"39","2017","Employed","East Germany","","","",""
"40","2017","Not Employed","West Germany","3","","",""
"40","2017","Not Employed","East Germany","","","",""
"40","2017","Employed","West Germany","2","","",""
"40","2017","Employed","East Germany","1","","",""
"41","2017","Not Employed","West Germany","","","",""
"41","2017","Not Employed","East Germany","","","",""
"41","2017","Employed","West Germany","","","",""
"41","2017","Employed","East Germany","","","",""
"42","2017","Not Employed","West Germany","8","","",""
"42","2017","Not Employed","East Germany","2","","",""
"42","2017","Employed","West Germany","15","","",""
"42","2017","Employed","East Germany","2","","",""
"43","2017","Not Employed","West Germany","607","0.00473277924415608","0.00349155698671506","0.00597400150159709"
"43","2017","Not Employed","East Germany","151","0.00640159916070016","0.00346738657260198","0.00933581174879834"
"43","2017","Employed","West Germany","27","","",""
"43","2017","Employed","East Germany","9","","",""
"44","2017","Not Employed","West Germany","3","","",""
"44","2017","Not Employed","East Germany","","","",""
"44","2017","Employed","West Germany","9","","",""
"44","2017","Employed","East Germany","3","","",""
"45","2017","Not Employed","West Germany","1","","",""
"45","2017","Not Employed","East Germany","","","",""
"45","2017","Employed","West Germany","1","","",""
"45","2017","Employed","East Germany","","","",""
"46","2017","Not Employed","West Germany","","","",""
"46","2017","Not Employed","East Germany","2","","",""
"46","2017","Employed","West Germany","","","",""
"46","2017","Employed","East Germany","","","",""
"47","2017","Not Employed","West Germany","16","","",""
"47","2017","Not Employed","East Germany","","","",""
"47","2017","Employed","West Germany","4","","",""
"47","2017","Employed","East Germany","","","",""
"48","2017","Not Employed","West Germany","","","",""
"48","2017","Not Employed","East Germany","","","",""
"48","2017","Employed","West Germany","3","","",""
"48","2017","Employed","East Germany","","","",""
"49","2017","Not Employed","West Germany","9","","",""
"49","2017","Not Employed","East Germany","","","",""
"49","2017","Employed","West Germany","6","","",""
"49","2017","Employed","East Germany","","","",""
"50","2017","Not Employed","West Germany","10","","",""
"50","2017","Not Employed","East Germany","","","",""
"50","2017","Employed","West Germany","2","","",""
"50","2017","Employed","East Germany","","","",""
"51","2017","Not Employed","West Germany","","","",""
"51","2017","Not Employed","East Germany","","","",""
"51","2017","Employed","West Germany","","","",""
"51","2017","Employed","East Germany","","","",""
"52","2017","Not Employed","West Germany","7","","",""
"52","2017","Not Employed","East Germany","","","",""
"52","2017","Employed","West Germany","2","","",""
"52","2017","Employed","East Germany","1","","",""
"53","2017","Not Employed","West Germany","","","",""
"53","2017","Not Employed","East Germany","","","",""
"53","2017","Employed","West Germany","","","",""
"53","2017","Employed","East Germany","","","",""
"54","2017","Not Employed","West Germany","38","0.00146983263540414","0.000776987585319888","0.00216267768548838"
"54","2017","Not Employed","East Germany","","","",""
"54","2017","Employed","West Germany","9","","",""
"54","2017","Employed","East Germany","1","","",""
"55","2017","Not Employed","West Germany","1","","",""
"55","2017","Not Employed","East Germany","","","",""
"55","2017","Employed","West Germany","3","","",""
"55","2017","Employed","East Germany","","","",""
"56","2017","Not Employed","West Germany","","","",""
"56","2017","Not Employed","East Germany","","","",""
"56","2017","Employed","West Germany","2","","",""
"56","2017","Employed","East Germany","","","",""
"59","2017","Not Employed","West Germany","2","","",""
"59","2017","Not Employed","East Germany","","","",""
"59","2017","Employed","West Germany","1","","",""
"59","2017","Employed","East Germany","1","","",""
"60","2017","Not Employed","West Germany","740","0.00577952378781184","0.00440861373879073","0.00715043383683294"
"60","2017","Not Employed","East Germany","52","0.00155439436542222","0.000105006212756794","0.00300378251808764"
"60","2017","Employed","West Germany","38","0.00154097034887139","0.00090646901820331","0.00217547167953947"
"60","2017","Employed","East Germany","1","","",""
"61","2017","Not Employed","West Germany","3","","",""
"61","2017","Not Employed","East Germany","1","","",""
"61","2017","Employed","West Germany","9","","",""
"61","2017","Employed","East Germany","","","",""
"64","2017","Not Employed","West Germany","","","",""
"64","2017","Not Employed","East Germany","","","",""
"64","2017","Employed","West Germany","3","","",""
"64","2017","Employed","East Germany","1","","",""
"65","2017","Not Employed","West Germany","8","","",""
"65","2017","Not Employed","East Germany","","","",""
"65","2017","Employed","West Germany","7","","",""
"65","2017","Employed","East Germany","","","",""
"66","2017","Not Employed","West Germany","","","",""
"66","2017","Not Employed","East Germany","","","",""
"66","2017","Employed","West Germany","2","","",""
"66","2017","Employed","East Germany","1","","",""
"67","2017","Not Employed","West Germany","13","","",""
"67","2017","Not Employed","East Germany","","","",""
"67","2017","Employed","West Germany","9","","",""
"67","2017","Employed","East Germany","","","",""
"68","2017","Not Employed","West Germany","2","","",""
"68","2017","Not Employed","East Germany","1","","",""
"68","2017","Employed","West Germany","5","","",""
"68","2017","Employed","East Germany","","","",""
"71","2017","Not Employed","West Germany","1","","",""
"71","2017","Not Employed","East Germany","","","",""
"71","2017","Employed","West Germany","3","","",""
"71","2017","Employed","East Germany","","","",""
"72","2017","Not Employed","West Germany","","","",""
"72","2017","Not Employed","East Germany","","","",""
"72","2017","Employed","West Germany","","","",""
"72","2017","Employed","East Germany","","","",""
"73","2017","Not Employed","West Germany","1","","",""
"73","2017","Not Employed","East Germany","","","",""
"73","2017","Employed","West Germany","1","","",""
"73","2017","Employed","East Germany","","","",""
"74","2017","Not Employed","West Germany","6","","",""
"74","2017","Not Employed","East Germany","5","","",""
"74","2017","Employed","West Germany","22","","",""
"74","2017","Employed","East Germany","2","","",""
"75","2017","Not Employed","West Germany","32","0.00150856791356535","0.000806666390332674","0.00221046943679803"
"75","2017","Not Employed","East Germany","3","","",""
"75","2017","Employed","West Germany","24","","",""
"75","2017","Employed","East Germany","1","","",""
"76","2017","Not Employed","West Germany","14","","",""
"76","2017","Not Employed","East Germany","2","","",""
"76","2017","Employed","West Germany","6","","",""
"76","2017","Employed","East Germany","","","",""
"77","2017","Not Employed","West Germany","1","","",""
"77","2017","Not Employed","East Germany","","","",""
"77","2017","Employed","West Germany","2","","",""
"77","2017","Employed","East Germany","1","","",""
"78","2017","Not Employed","West Germany","31","0.00183007635276926","0.00105711385234073","0.00260303885319779"
"78","2017","Not Employed","East Germany","11","","",""
"78","2017","Employed","West Germany","42","0.0021029138609893","0.00136190416493232","0.00284392355704629"
"78","2017","Employed","East Germany","10","","",""
"79","2017","Not Employed","West Germany","4","","",""
"79","2017","Not Employed","East Germany","","","",""
"79","2017","Employed","West Germany","1","","",""
"79","2017","Employed","East Germany","1","","",""
"80","2017","Not Employed","West Germany","","","",""
"80","2017","Not Employed","East Germany","","","",""
"80","2017","Employed","West Germany","","","",""
"80","2017","Employed","East Germany","","","",""
"81","2017","Not Employed","West Germany","4","","",""
"81","2017","Not Employed","East Germany","5","","",""
"81","2017","Employed","West Germany","3","","",""
"81","2017","Employed","East Germany","2","","",""
"82","2017","Not Employed","West Germany","6","","",""
"82","2017","Not Employed","East Germany","","","",""
"82","2017","Employed","West Germany","","","",""
"82","2017","Employed","East Germany","","","",""
"83","2017","Not Employed","West Germany","1","","",""
"83","2017","Not Employed","East Germany","1","","",""
"83","2017","Employed","West Germany","1","","",""
"83","2017","Employed","East Germany","3","","",""
"84","2017","Not Employed","West Germany","92","0.000963931559398619","0.000402708813707073","0.00152515430509016"
"84","2017","Not Employed","East Germany","9","","",""
"84","2017","Employed","West Germany","5","","",""
"84","2017","Employed","East Germany","","","",""
"85","2017","Not Employed","West Germany","84","0.0016592489506295","0.00092318295362284","0.00239531494763615"
"85","2017","Not Employed","East Germany","10","","",""
"85","2017","Employed","West Germany","18","","",""
"85","2017","Employed","East Germany","2","","",""
"86","2017","Not Employed","West Germany","","","",""
"86","2017","Not Employed","East Germany","","","",""
"86","2017","Employed","West Germany","2","","",""
"86","2017","Employed","East Germany","","","",""
"89","2017","Not Employed","West Germany","212","0.00145639955382421","0.000766723153407407","0.00214607595424101"
"89","2017","Not Employed","East Germany","39","0.00146492001616044","5.78020264433289e-05","0.00287203800587756"
"89","2017","Employed","West Germany","11","","",""
"89","2017","Employed","East Germany","2","","",""
"90","2017","Not Employed","West Germany","3","","",""
"90","2017","Not Employed","East Germany","","","",""
"90","2017","Employed","West Germany","2","","",""
"90","2017","Employed","East Germany","","","",""
"92","2017","Not Employed","West Germany","","","",""
"92","2017","Not Employed","East Germany","","","",""
"92","2017","Employed","West Germany","","","",""
"92","2017","Employed","East Germany","","","",""
"94","2017","Not Employed","West Germany","","","",""
"94","2017","Not Employed","East Germany","1","","",""
"94","2017","Employed","West Germany","","","",""
"94","2017","Employed","East Germany","","","",""
"95","2017","Not Employed","West Germany","","","",""
"95","2017","Not Employed","East Germany","","","",""
"95","2017","Employed","West Germany","","","",""
"95","2017","Employed","East Germany","","","",""
"96","2017","Not Employed","West Germany","","","",""
"96","2017","Not Employed","East Germany","","","",""
"96","2017","Employed","West Germany","","","",""
"96","2017","Employed","East Germany","","","",""
"97","2017","Not Employed","West Germany","1","","",""
"97","2017","Not Employed","East Germany","1","","",""
"97","2017","Employed","West Germany","1","","",""
"97","2017","Employed","East Germany","","","",""
"98","2017","Not Employed","West Germany","73","0.00110189239700077","0.000501891680672181","0.00170189311332935"
"98","2017","Not Employed","East Germany","9","","",""
"98","2017","Employed","West Germany","12","","",""
"98","2017","Employed","East Germany","2","","",""
"101","2017","Not Employed","West Germany","","","",""
"101","2017","Not Employed","East Germany","","","",""
"101","2017","Employed","West Germany","","","",""
"101","2017","Employed","East Germany","","","",""
"102","2017","Not Employed","West Germany","3","","",""
"102","2017","Not Employed","East Germany","","","",""
"102","2017","Employed","West Germany","1","","",""
"102","2017","Employed","East Germany","","","",""
"103","2017","Not Employed","West Germany","5","","",""
"103","2017","Not Employed","East Germany","","","",""
"103","2017","Employed","West Germany","5","","",""
"103","2017","Employed","East Germany","","","",""
"105","2017","Not Employed","West Germany","","","",""
"105","2017","Not Employed","East Germany","","","",""
"105","2017","Employed","West Germany","1","","",""
"105","2017","Employed","East Germany","","","",""
"108","2017","Not Employed","West Germany","","","",""
"108","2017","Not Employed","East Germany","","","",""
"108","2017","Employed","West Germany","","","",""
"108","2017","Employed","East Germany","","","",""
"110","2017","Not Employed","West Germany","1","","",""
"110","2017","Not Employed","East Germany","1","","",""
"110","2017","Employed","West Germany","3","","",""
"110","2017","Employed","East Germany","","","",""
"111","2017","Not Employed","West Germany","","","",""
"111","2017","Not Employed","East Germany","5","","",""
"111","2017","Employed","West Germany","","","",""
"111","2017","Employed","East Germany","","","",""
"113","2017","Not Employed","West Germany","","","",""
"113","2017","Not Employed","East Germany","","","",""
"113","2017","Employed","West Germany","","","",""
"113","2017","Employed","East Germany","","","",""
"116","2017","Not Employed","West Germany","2","","",""
"116","2017","Not Employed","East Germany","","","",""
"116","2017","Employed","West Germany","2","","",""
"116","2017","Employed","East Germany","","","",""
"117","2017","Not Employed","West Germany","1","","",""
"117","2017","Not Employed","East Germany","","","",""
"117","2017","Employed","West Germany","","","",""
"117","2017","Employed","East Germany","1","","",""
"118","2017","Not Employed","West Germany","21","","",""
"118","2017","Not Employed","East Germany","","","",""
"118","2017","Employed","West Germany","29","","",""
"118","2017","Employed","East Germany","4","","",""
"119","2017","Not Employed","West Germany","22","","",""
"119","2017","Not Employed","East Germany","","","",""
"119","2017","Employed","West Germany","51","0.00539863354417033","0.00421331051590345","0.00658395657243721"
"119","2017","Employed","East Germany","2","","",""
"120","2017","Not Employed","West Germany","18","","",""
"120","2017","Not Employed","East Germany","1","","",""
"120","2017","Employed","West Germany","31","0.00236941253601478","0.00158295461532341","0.00315587045670616"
"120","2017","Employed","East Germany","3","","",""
"121","2017","Not Employed","West Germany","18","","",""
"121","2017","Not Employed","East Germany","1","","",""
"121","2017","Employed","West Germany","21","","",""
"121","2017","Employed","East Germany","1","","",""
"122","2017","Not Employed","West Germany","","","",""
"122","2017","Not Employed","East Germany","","","",""
"122","2017","Employed","West Germany","11","","",""
"122","2017","Employed","East Germany","","","",""
"123","2017","Not Employed","West Germany","1","","",""
"123","2017","Not Employed","East Germany","1","","",""
"123","2017","Employed","West Germany","5","","",""
"123","2017","Employed","East Germany","9","","",""
"124","2017","Not Employed","West Germany","","","",""
"124","2017","Not Employed","East Germany","","","",""
"124","2017","Employed","West Germany","","","",""
"124","2017","Employed","East Germany","","","",""
"125","2017","Not Employed","West Germany","10","","",""
"125","2017","Not Employed","East Germany","","","",""
"125","2017","Employed","West Germany","1","","",""
"125","2017","Employed","East Germany","","","",""
"127","2017","Not Employed","West Germany","5","","",""
"127","2017","Not Employed","East Germany","","","",""
"127","2017","Employed","West Germany","","","",""
"127","2017","Employed","East Germany","","","",""
"128","2017","Not Employed","West Germany","1","","",""
"128","2017","Not Employed","East Germany","","","",""
"128","2017","Employed","West Germany","","","",""
"128","2017","Employed","East Germany","","","",""
"129","2017","Not Employed","West Germany","1","","",""
"129","2017","Not Employed","East Germany","","","",""
"129","2017","Employed","West Germany","","","",""
"129","2017","Employed","East Germany","","","",""
"130","2017","Not Employed","West Germany","19","","",""
"130","2017","Not Employed","East Germany","1","","",""
"130","2017","Employed","West Germany","11","","",""
"130","2017","Employed","East Germany","2","","",""
"131","2017","Not Employed","West Germany","","","",""
"131","2017","Not Employed","East Germany","","","",""
"131","2017","Employed","West Germany","","","",""
"131","2017","Employed","East Germany","","","",""
"132","2017","Not Employed","West Germany","7","","",""
"132","2017","Not Employed","East Germany","","","",""
"132","2017","Employed","West Germany","6","","",""
"132","2017","Employed","East Germany","5","","",""
"133","2017","Not Employed","West Germany","","","",""
"133","2017","Not Employed","East Germany","","","",""
"133","2017","Employed","West Germany","1","","",""
"133","2017","Employed","East Germany","","","",""
"135","2017","Not Employed","West Germany","1","","",""
"135","2017","Not Employed","East Germany","","","",""
"135","2017","Employed","West Germany","","","",""
"135","2017","Employed","East Germany","","","",""
"138","2017","Not Employed","West Germany","1","","",""
"138","2017","Not Employed","East Germany","1","","",""
"138","2017","Employed","West Germany","","","",""
"138","2017","Employed","East Germany","","","",""
"139","2017","Not Employed","West Germany","6","","",""
"139","2017","Not Employed","East Germany","1","","",""
"139","2017","Employed","West Germany","2","","",""
"139","2017","Employed","East Germany","3","","",""
"140","2017","Not Employed","West Germany","61","0.00327788456028578","0.00224415852364791","0.00431161059692365"
"140","2017","Not Employed","East Germany","8","","",""
"140","2017","Employed","West Germany","68","0.0039596191969147","0.00294375546608518","0.00497548292774422"
"140","2017","Employed","East Germany","5","","",""
"141","2017","Not Employed","West Germany","15","","",""
"141","2017","Not Employed","East Germany","2","","",""
"141","2017","Employed","West Germany","2","","",""
"141","2017","Employed","East Germany","","","",""
"142","2017","Not Employed","West Germany","6","","",""
"142","2017","Not Employed","East Germany","","","",""
"142","2017","Employed","West Germany","","","",""
"142","2017","Employed","East Germany","","","",""
"143","2017","Not Employed","West Germany","4","","",""
"143","2017","Not Employed","East Germany","","","",""
"143","2017","Employed","West Germany","1","","",""
"143","2017","Employed","East Germany","","","",""
"144","2017","Not Employed","West Germany","1","","",""
"144","2017","Not Employed","East Germany","","","",""
"144","2017","Employed","West Germany","4","","",""
"144","2017","Employed","East Germany","","","",""
"145","2017","Not Employed","West Germany","2","","",""
"145","2017","Not Employed","East Germany","","","",""
"145","2017","Employed","West Germany","","","",""
"145","2017","Employed","East Germany","","","",""
"146","2017","Not Employed","West Germany","4","","",""
"146","2017","Not Employed","East Germany","","","",""
"146","2017","Employed","West Germany","12","","",""
"146","2017","Employed","East Germany","1","","",""
"147","2017","Not Employed","West Germany","","","",""
"147","2017","Not Employed","East Germany","3","","",""
"147","2017","Employed","West Germany","","","",""
"147","2017","Employed","East Germany","","","",""
"148","2017","Not Employed","West Germany","24","","",""
"148","2017","Not Employed","East Germany","8","","",""
"148","2017","Employed","West Germany","2","","",""
"148","2017","Employed","East Germany","3","","",""
"149","2017","Not Employed","West Germany","1","","",""
"149","2017","Not Employed","East Germany","","","",""
"149","2017","Employed","West Germany","2","","",""
"149","2017","Employed","East Germany","","","",""
"151","2017","Not Employed","West Germany","4","","",""
"151","2017","Not Employed","East Germany","","","",""
"151","2017","Employed","West Germany","1","","",""
"151","2017","Employed","East Germany","","","",""
"152","2017","Not Employed","West Germany","28","","",""
"152","2017","Not Employed","East Germany","4","","",""
"152","2017","Employed","West Germany","","","",""
"152","2017","Employed","East Germany","1","","",""
"154","2017","Not Employed","West Germany","1","","",""
"154","2017","Not Employed","East Germany","","","",""
"154","2017","Employed","West Germany","","","",""
"154","2017","Employed","East Germany","","","",""
"155","2017","Not Employed","West Germany","","","",""
"155","2017","Not Employed","East Germany","","","",""
"155","2017","Employed","West Germany","1","","",""
"155","2017","Employed","East Germany","","","",""
"156","2017","Not Employed","West Germany","","","",""
"156","2017","Not Employed","East Germany","","","",""
"156","2017","Employed","West Germany","","","",""
"156","2017","Employed","East Germany","","","",""
"158","2017","Not Employed","West Germany","1","","",""
"158","2017","Not Employed","East Germany","","","",""
"158","2017","Employed","West Germany","","","",""
"158","2017","Employed","East Germany","","","",""
"162","2017","Not Employed","West Germany","2","","",""
"162","2017","Not Employed","East Germany","","","",""
"162","2017","Employed","West Germany","","","",""
"162","2017","Employed","East Germany","","","",""
"164","2017","Not Employed","West Germany","","","",""
"164","2017","Not Employed","East Germany","","","",""
"164","2017","Employed","West Germany","","","",""
"164","2017","Employed","East Germany","","","",""
"165","2017","Not Employed","West Germany","73","0.00652517754341944","0.00506906085417829","0.00798129423266058"
"165","2017","Not Employed","East Germany","8","","",""
"165","2017","Employed","West Germany","57","0.00283184840689502","0.00197226213312213","0.00369143468066791"
"165","2017","Employed","East Germany","1","","",""
"166","2017","Not Employed","West Germany","13","","",""
"166","2017","Not Employed","East Germany","2","","",""
"166","2017","Employed","West Germany","4","","",""
"166","2017","Employed","East Germany","","","",""
"167","2017","Not Employed","West Germany","","","",""
"167","2017","Not Employed","East Germany","","","",""
"167","2017","Employed","West Germany","","","",""
"167","2017","Employed","East Germany","","","",""
"168","2017","Not Employed","West Germany","3","","",""
"168","2017","Not Employed","East Germany","","","",""
"168","2017","Employed","West Germany","3","","",""
"168","2017","Employed","East Germany","","","",""
"169","2017","Not Employed","West Germany","","","",""
"169","2017","Not Employed","East Germany","","","",""
"169","2017","Employed","West Germany","","","",""
"169","2017","Employed","East Germany","","","",""
"172","2017","Not Employed","West Germany","","","",""
"172","2017","Not Employed","East Germany","1","","",""
"172","2017","Employed","West Germany","","","",""
"172","2017","Employed","East Germany","","","",""
"173","2017","Not Employed","West Germany","","","",""
"173","2017","Not Employed","East Germany","","","",""
"173","2017","Employed","West Germany","1","","",""
"173","2017","Employed","East Germany","","","",""
"178","2017","Not Employed","West Germany","","","",""
"178","2017","Not Employed","East Germany","","","",""
"178","2017","Employed","West Germany","","","",""
"178","2017","Employed","East Germany","","","",""
"181","2017","Not Employed","West Germany","","","",""
"181","2017","Not Employed","East Germany","","","",""
"181","2017","Employed","West Germany","","","",""
"181","2017","Employed","East Germany","","","",""
"183","2017","Not Employed","West Germany","1","","",""
"183","2017","Not Employed","East Germany","1","","",""
"183","2017","Employed","West Germany","1","","",""
"183","2017","Employed","East Germany","","","",""
"188","2017","Not Employed","West Germany","3","","",""
"188","2017","Not Employed","East Germany","3","","",""
"188","2017","Employed","West Germany","","","",""
"188","2017","Employed","East Germany","","","",""
"195","2017","Not Employed","West Germany","3","","",""
"195","2017","Not Employed","East Germany","","","",""
"195","2017","Employed","West Germany","","","",""
"195","2017","Employed","East Germany","","","",""
"196","2017","Not Employed","West Germany","","","",""
"196","2017","Not Employed","East Germany","","","",""
"196","2017","Employed","West Germany","","","",""
"196","2017","Employed","East Germany","","","",""
"999","2017","Not Employed","West Germany","","","",""
"999","2017","Not Employed","East Germany","","","",""
"999","2017","Employed","West Germany","","","",""
"999","2017","Employed","East Germany","","","",""
"1","2018","Not Employed","West Germany","5868","0.848176025417316","0.841152517069761","0.855199533764871"
"1","2018","Not Employed","East Germany","2014","0.954373888131129","0.946430436930615","0.962317339331644"
"1","2018","Employed","West Germany","12251","0.862974146394555","0.857358410366349","0.868589882422761"
"1","2018","Employed","East Germany","3387","0.958584359847555","0.952072947019501","0.965095772675609"
"2","2018","Not Employed","West Germany","126","0.022444346069211","0.019545233007851","0.0253434591305711"
"2","2018","Not Employed","East Germany","5","","",""
"2","2018","Employed","West Germany","227","0.0242933274184588","0.0217790703837227","0.0268075844531949"
"2","2018","Employed","East Germany","2","","",""
"3","2018","Not Employed","West Germany","1","","",""
"3","2018","Not Employed","East Germany","2","","",""
"3","2018","Employed","West Germany","","","",""
"3","2018","Employed","East Germany","","","",""
"4","2018","Not Employed","West Germany","28","","",""
"4","2018","Not Employed","East Germany","","","",""
"4","2018","Employed","West Germany","79","0.00420210497294899","0.00314571180141404","0.00525849814448395"
"4","2018","Employed","East Germany","4","","",""
"5","2018","Not Employed","West Germany","56","0.0125197482069909","0.0103435275156611","0.0146959688983207"
"5","2018","Not Employed","East Germany","1","","",""
"5","2018","Employed","West Germany","145","0.0111984572515827","0.00947999419323226","0.0129169203099331"
"5","2018","Employed","East Germany","2","","",""
"6","2018","Not Employed","West Germany","14","","",""
"6","2018","Not Employed","East Germany","1","","",""
"6","2018","Employed","West Germany","39","0.00244953658893926","0.00164227193469163","0.00325680124318688"
"6","2018","Employed","East Germany","8","","",""
"10","2018","Not Employed","West Germany","17","","",""
"10","2018","Not Employed","East Germany","1","","",""
