"pgnation","year","e11102","e11103","n","percent","lower_confidence","upper_confidence"
"94","2006","Employed","Not Working","","","",""
"95","2006","Not Employed","Full Time","","","",""
"95","2006","Not Employed","Part Time","","","",""
"95","2006","Not Employed","Not Working","","","",""
"95","2006","Employed","Full Time","","","",""
"95","2006","Employed","Part Time","","","",""
"95","2006","Employed","Not Working","","","",""
"96","2006","Not Employed","Full Time","","","",""
"96","2006","Not Employed","Part Time","","","",""
"96","2006","Not Employed","Not Working","","","",""
"96","2006","Employed","Full Time","","","",""
"96","2006","Employed","Part Time","","","",""
"96","2006","Employed","Not Working","","","",""
"97","2006","Not Employed","Full Time","","","",""
"97","2006","Not Employed","Part Time","","","",""
"97","2006","Not Employed","Not Working","","","",""
"97","2006","Employed","Full Time","","","",""
"97","2006","Employed","Part Time","","","",""
"97","2006","Employed","Not Working","","","",""
"98","2006","Not Employed","Full Time","","","",""
"98","2006","Not Employed","Part Time","","","",""
"98","2006","Not Employed","Not Working","2","","",""
"98","2006","Employed","Full Time","2","","",""
"98","2006","Employed","Part Time","","","",""
"98","2006","Employed","Not Working","","","",""
"101","2006","Not Employed","Full Time","","","",""
"101","2006","Not Employed","Part Time","","","",""
"101","2006","Not Employed","Not Working","","","",""
"101","2006","Employed","Full Time","","","",""
"101","2006","Employed","Part Time","","","",""
"101","2006","Employed","Not Working","","","",""
"102","2006","Not Employed","Full Time","","","",""
"102","2006","Not Employed","Part Time","","","",""
"102","2006","Not Employed","Not Working","","","",""
"102","2006","Employed","Full Time","","","",""
"102","2006","Employed","Part Time","","","",""
"102","2006","Employed","Not Working","","","",""
"103","2006","Not Employed","Full Time","","","",""
"103","2006","Not Employed","Part Time","","","",""
"103","2006","Not Employed","Not Working","1","","",""
"103","2006","Employed","Full Time","","","",""
"103","2006","Employed","Part Time","","","",""
"103","2006","Employed","Not Working","","","",""
"105","2006","Not Employed","Full Time","","","",""
"105","2006","Not Employed","Part Time","","","",""
"105","2006","Not Employed","Not Working","","","",""
"105","2006","Employed","Full Time","","","",""
"105","2006","Employed","Part Time","","","",""
"105","2006","Employed","Not Working","","","",""
"108","2006","Not Employed","Full Time","","","",""
"108","2006","Not Employed","Part Time","","","",""
"108","2006","Not Employed","Not Working","1","","",""
"108","2006","Employed","Full Time","","","",""
"108","2006","Employed","Part Time","","","",""
"108","2006","Employed","Not Working","","","",""
"110","2006","Not Employed","Full Time","","","",""
"110","2006","Not Employed","Part Time","","","",""
"110","2006","Not Employed","Not Working","","","",""
"110","2006","Employed","Full Time","","","",""
"110","2006","Employed","Part Time","","","",""
"110","2006","Employed","Not Working","","","",""
"111","2006","Not Employed","Full Time","","","",""
"111","2006","Not Employed","Part Time","","","",""
"111","2006","Not Employed","Not Working","","","",""
"111","2006","Employed","Full Time","","","",""
"111","2006","Employed","Part Time","","","",""
"111","2006","Employed","Not Working","","","",""
"113","2006","Not Employed","Full Time","","","",""
"113","2006","Not Employed","Part Time","","","",""
"113","2006","Not Employed","Not Working","","","",""
"113","2006","Employed","Full Time","","","",""
"113","2006","Employed","Part Time","","","",""
"113","2006","Employed","Not Working","","","",""
"116","2006","Not Employed","Full Time","","","",""
"116","2006","Not Employed","Part Time","","","",""
"116","2006","Not Employed","Not Working","2","","",""
"116","2006","Employed","Full Time","1","","",""
"116","2006","Employed","Part Time","1","","",""
"116","2006","Employed","Not Working","","","",""
"117","2006","Not Employed","Full Time","","","",""
"117","2006","Not Employed","Part Time","","","",""
"117","2006","Not Employed","Not Working","2","","",""
"117","2006","Employed","Full Time","6","","",""
"117","2006","Employed","Part Time","2","","",""
"117","2006","Employed","Not Working","","","",""
"118","2006","Not Employed","Full Time","","","",""
"118","2006","Not Employed","Part Time","","","",""
"118","2006","Not Employed","Not Working","14","","",""
"118","2006","Employed","Full Time","8","","",""
"118","2006","Employed","Part Time","7","","",""
"118","2006","Employed","Not Working","","","",""
"119","2006","Not Employed","Full Time","","","",""
"119","2006","Not Employed","Part Time","","","",""
"119","2006","Not Employed","Not Working","30","0.0037554732610749","0.00248455622396953","0.00502639029818027"
"119","2006","Employed","Full Time","34","0.00532495839709312","0.00377312835252332","0.00687678844166293"
"119","2006","Employed","Part Time","15","","",""
"119","2006","Employed","Not Working","","","",""
"120","2006","Not Employed","Full Time","","","",""
"120","2006","Not Employed","Part Time","","","",""
"120","2006","Not Employed","Not Working","13","","",""
"120","2006","Employed","Full Time","19","","",""
"120","2006","Employed","Part Time","13","","",""
"120","2006","Employed","Not Working","","","",""
"121","2006","Not Employed","Full Time","","","",""
"121","2006","Not Employed","Part Time","","","",""
"121","2006","Not Employed","Not Working","5","","",""
"121","2006","Employed","Full Time","10","","",""
"121","2006","Employed","Part Time","5","","",""
"121","2006","Employed","Not Working","","","",""
"122","2006","Not Employed","Full Time","","","",""
"122","2006","Not Employed","Part Time","","","",""
"122","2006","Not Employed","Not Working","3","","",""
"122","2006","Employed","Full Time","2","","",""
"122","2006","Employed","Part Time","","","",""
"122","2006","Employed","Not Working","","","",""
"123","2006","Not Employed","Full Time","","","",""
"123","2006","Not Employed","Part Time","","","",""
"123","2006","Not Employed","Not Working","","","",""
"123","2006","Employed","Full Time","","","",""
"123","2006","Employed","Part Time","1","","",""
"123","2006","Employed","Not Working","","","",""
"124","2006","Not Employed","Full Time","","","",""
"124","2006","Not Employed","Part Time","","","",""
"124","2006","Not Employed","Not Working","1","","",""
"124","2006","Employed","Full Time","","","",""
"124","2006","Employed","Part Time","","","",""
"124","2006","Employed","Not Working","","","",""
"125","2006","Not Employed","Full Time","","","",""
"125","2006","Not Employed","Part Time","","","",""
"125","2006","Not Employed","Not Working","","","",""
"125","2006","Employed","Full Time","","","",""
"125","2006","Employed","Part Time","","","",""
"125","2006","Employed","Not Working","","","",""
"127","2006","Not Employed","Full Time","","","",""
"127","2006","Not Employed","Part Time","","","",""
"127","2006","Not Employed","Not Working","","","",""
"127","2006","Employed","Full Time","","","",""
"127","2006","Employed","Part Time","","","",""
"127","2006","Employed","Not Working","","","",""
"128","2006","Not Employed","Full Time","","","",""
"128","2006","Not Employed","Part Time","","","",""
"128","2006","Not Employed","Not Working","","","",""
"128","2006","Employed","Full Time","","","",""
"128","2006","Employed","Part Time","","","",""
"128","2006","Employed","Not Working","","","",""
"129","2006","Not Employed","Full Time","","","",""
"129","2006","Not Employed","Part Time","","","",""
"129","2006","Not Employed","Not Working","","","",""
"129","2006","Employed","Full Time","","","",""
"129","2006","Employed","Part Time","","","",""
"129","2006","Employed","Not Working","","","",""
"130","2006","Not Employed","Full Time","","","",""
"130","2006","Not Employed","Part Time","","","",""
"130","2006","Not Employed","Not Working","1","","",""
"130","2006","Employed","Full Time","1","","",""
"130","2006","Employed","Part Time","","","",""
"130","2006","Employed","Not Working","","","",""
"131","2006","Not Employed","Full Time","","","",""
"131","2006","Not Employed","Part Time","","","",""
"131","2006","Not Employed","Not Working","","","",""
"131","2006","Employed","Full Time","","","",""
"131","2006","Employed","Part Time","","","",""
"131","2006","Employed","Not Working","","","",""
"132","2006","Not Employed","Full Time","","","",""
"132","2006","Not Employed","Part Time","","","",""
"132","2006","Not Employed","Not Working","2","","",""
"132","2006","Employed","Full Time","","","",""
"132","2006","Employed","Part Time","","","",""
"132","2006","Employed","Not Working","","","",""
"133","2006","Not Employed","Full Time","","","",""
"133","2006","Not Employed","Part Time","","","",""
"133","2006","Not Employed","Not Working","","","",""
"133","2006","Employed","Full Time","","","",""
"133","2006","Employed","Part Time","","","",""
"133","2006","Employed","Not Working","","","",""
"135","2006","Not Employed","Full Time","","","",""
"135","2006","Not Employed","Part Time","","","",""
"135","2006","Not Employed","Not Working","","","",""
"135","2006","Employed","Full Time","","","",""
"135","2006","Employed","Part Time","","","",""
"135","2006","Employed","Not Working","","","",""
"138","2006","Not Employed","Full Time","","","",""
"138","2006","Not Employed","Part Time","","","",""
"138","2006","Not Employed","Not Working","","","",""
"138","2006","Employed","Full Time","","","",""
"138","2006","Employed","Part Time","","","",""
"138","2006","Employed","Not Working","","","",""
"139","2006","Not Employed","Full Time","","","",""
"139","2006","Not Employed","Part Time","","","",""
"139","2006","Not Employed","Not Working","","","",""
"139","2006","Employed","Full Time","","","",""
"139","2006","Employed","Part Time","","","",""
"139","2006","Employed","Not Working","","","",""
"140","2006","Not Employed","Full Time","","","",""
"140","2006","Not Employed","Part Time","","","",""
"140","2006","Not Employed","Not Working","9","","",""
"140","2006","Employed","Full Time","5","","",""
"140","2006","Employed","Part Time","2","","",""
"140","2006","Employed","Not Working","","","",""
"141","2006","Not Employed","Full Time","","","",""
"141","2006","Not Employed","Part Time","","","",""
"141","2006","Not Employed","Not Working","","","",""
"141","2006","Employed","Full Time","","","",""
"141","2006","Employed","Part Time","","","",""
"141","2006","Employed","Not Working","","","",""
"142","2006","Not Employed","Full Time","","","",""
"142","2006","Not Employed","Part Time","","","",""
"142","2006","Not Employed","Not Working","","","",""
"142","2006","Employed","Full Time","","","",""
"142","2006","Employed","Part Time","","","",""
"142","2006","Employed","Not Working","","","",""
"143","2006","Not Employed","Full Time","","","",""
"143","2006","Not Employed","Part Time","","","",""
"143","2006","Not Employed","Not Working","","","",""
"143","2006","Employed","Full Time","","","",""
"143","2006","Employed","Part Time","","","",""
"143","2006","Employed","Not Working","","","",""
"144","2006","Not Employed","Full Time","","","",""
"144","2006","Not Employed","Part Time","","","",""
"144","2006","Not Employed","Not Working","","","",""
"144","2006","Employed","Full Time","1","","",""
"144","2006","Employed","Part Time","","","",""
"144","2006","Employed","Not Working","","","",""
"145","2006","Not Employed","Full Time","","","",""
"145","2006","Not Employed","Part Time","","","",""
"145","2006","Not Employed","Not Working","","","",""
"145","2006","Employed","Full Time","","","",""
"145","2006","Employed","Part Time","","","",""
"145","2006","Employed","Not Working","","","",""
"146","2006","Not Employed","Full Time","","","",""
"146","2006","Not Employed","Part Time","","","",""
"146","2006","Not Employed","Not Working","1","","",""
"146","2006","Employed","Full Time","","","",""
"146","2006","Employed","Part Time","1","","",""
"146","2006","Employed","Not Working","","","",""
