"pgnation","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence"
"117","2007","1-pers.-HH","Rural Area","","","",""
"117","2007","(Married) couple without C. ","Urban Area","4","","",""
"117","2007","(Married) couple without C. ","Rural Area","","","",""
"117","2007","Single parent ","Urban Area","","","",""
"117","2007","Single parent ","Rural Area","","","",""
"117","2007","Couple + C. LE 16 ","Urban Area","2","","",""
"117","2007","Couple + C. LE 16 ","Rural Area","","","",""
"117","2007","Couple + C. GT 16 ","Urban Area","","","",""
"117","2007","Couple + C. GT 16 ","Rural Area","","","",""
"117","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"117","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"118","2007","1-pers.-HH","Urban Area","1","","",""
"118","2007","1-pers.-HH","Rural Area","","","",""
"118","2007","(Married) couple without C. ","Urban Area","5","","",""
"118","2007","(Married) couple without C. ","Rural Area","2","","",""
"118","2007","Single parent ","Urban Area","","","",""
"118","2007","Single parent ","Rural Area","","","",""
"118","2007","Couple + C. LE 16 ","Urban Area","8","","",""
"118","2007","Couple + C. LE 16 ","Rural Area","2","","",""
"118","2007","Couple + C. GT 16 ","Urban Area","7","","",""
"118","2007","Couple + C. GT 16 ","Rural Area","","","",""
"118","2007","Couple + C. LE and GT 16","Urban Area","1","","",""
"118","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"119","2007","1-pers.-HH","Urban Area","4","","",""
"119","2007","1-pers.-HH","Rural Area","1","","",""
"119","2007","(Married) couple without C. ","Urban Area","20","","",""
"119","2007","(Married) couple without C. ","Rural Area","6","","",""
"119","2007","Single parent ","Urban Area","5","","",""
"119","2007","Single parent ","Rural Area","","","",""
"119","2007","Couple + C. LE 16 ","Urban Area","17","","",""
"119","2007","Couple + C. LE 16 ","Rural Area","2","","",""
"119","2007","Couple + C. GT 16 ","Urban Area","9","","",""
"119","2007","Couple + C. GT 16 ","Rural Area","","","",""
"119","2007","Couple + C. LE and GT 16","Urban Area","4","","",""
"119","2007","Couple + C. LE and GT 16","Rural Area","4","","",""
"120","2007","1-pers.-HH","Urban Area","6","","",""
"120","2007","1-pers.-HH","Rural Area","","","",""
"120","2007","(Married) couple without C. ","Urban Area","8","","",""
"120","2007","(Married) couple without C. ","Rural Area","5","","",""
"120","2007","Single parent ","Urban Area","1","","",""
"120","2007","Single parent ","Rural Area","2","","",""
"120","2007","Couple + C. LE 16 ","Urban Area","10","","",""
"120","2007","Couple + C. LE 16 ","Rural Area","","","",""
"120","2007","Couple + C. GT 16 ","Urban Area","2","","",""
"120","2007","Couple + C. GT 16 ","Rural Area","","","",""
"120","2007","Couple + C. LE and GT 16","Urban Area","3","","",""
"120","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"121","2007","1-pers.-HH","Urban Area","","","",""
"121","2007","1-pers.-HH","Rural Area","","","",""
"121","2007","(Married) couple without C. ","Urban Area","2","","",""
"121","2007","(Married) couple without C. ","Rural Area","3","","",""
"121","2007","Single parent ","Urban Area","1","","",""
"121","2007","Single parent ","Rural Area","","","",""
"121","2007","Couple + C. LE 16 ","Urban Area","4","","",""
"121","2007","Couple + C. LE 16 ","Rural Area","","","",""
"121","2007","Couple + C. GT 16 ","Urban Area","8","","",""
"121","2007","Couple + C. GT 16 ","Rural Area","3","","",""
"121","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"121","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"122","2007","1-pers.-HH","Urban Area","","","",""
"122","2007","1-pers.-HH","Rural Area","","","",""
"122","2007","(Married) couple without C. ","Urban Area","3","","",""
"122","2007","(Married) couple without C. ","Rural Area","","","",""
"122","2007","Single parent ","Urban Area","","","",""
"122","2007","Single parent ","Rural Area","","","",""
"122","2007","Couple + C. LE 16 ","Urban Area","","","",""
"122","2007","Couple + C. LE 16 ","Rural Area","","","",""
"122","2007","Couple + C. GT 16 ","Urban Area","","","",""
"122","2007","Couple + C. GT 16 ","Rural Area","","","",""
"122","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"122","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"123","2007","1-pers.-HH","Urban Area","","","",""
"123","2007","1-pers.-HH","Rural Area","","","",""
"123","2007","(Married) couple without C. ","Urban Area","1","","",""
"123","2007","(Married) couple without C. ","Rural Area","1","","",""
"123","2007","Single parent ","Urban Area","","","",""
"123","2007","Single parent ","Rural Area","","","",""
"123","2007","Couple + C. LE 16 ","Urban Area","","","",""
"123","2007","Couple + C. LE 16 ","Rural Area","","","",""
"123","2007","Couple + C. GT 16 ","Urban Area","","","",""
"123","2007","Couple + C. GT 16 ","Rural Area","1","","",""
"123","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"123","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"124","2007","1-pers.-HH","Urban Area","","","",""
"124","2007","1-pers.-HH","Rural Area","","","",""
"124","2007","(Married) couple without C. ","Urban Area","","","",""
"124","2007","(Married) couple without C. ","Rural Area","","","",""
"124","2007","Single parent ","Urban Area","","","",""
"124","2007","Single parent ","Rural Area","","","",""
"124","2007","Couple + C. LE 16 ","Urban Area","","","",""
"124","2007","Couple + C. LE 16 ","Rural Area","","","",""
"124","2007","Couple + C. GT 16 ","Urban Area","","","",""
"124","2007","Couple + C. GT 16 ","Rural Area","","","",""
"124","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"124","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"125","2007","1-pers.-HH","Urban Area","","","",""
"125","2007","1-pers.-HH","Rural Area","","","",""
"125","2007","(Married) couple without C. ","Urban Area","","","",""
"125","2007","(Married) couple without C. ","Rural Area","","","",""
"125","2007","Single parent ","Urban Area","","","",""
"125","2007","Single parent ","Rural Area","","","",""
"125","2007","Couple + C. LE 16 ","Urban Area","","","",""
"125","2007","Couple + C. LE 16 ","Rural Area","","","",""
"125","2007","Couple + C. GT 16 ","Urban Area","","","",""
"125","2007","Couple + C. GT 16 ","Rural Area","","","",""
"125","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"125","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"127","2007","1-pers.-HH","Urban Area","","","",""
"127","2007","1-pers.-HH","Rural Area","","","",""
"127","2007","(Married) couple without C. ","Urban Area","","","",""
"127","2007","(Married) couple without C. ","Rural Area","","","",""
"127","2007","Single parent ","Urban Area","","","",""
"127","2007","Single parent ","Rural Area","","","",""
"127","2007","Couple + C. LE 16 ","Urban Area","","","",""
"127","2007","Couple + C. LE 16 ","Rural Area","","","",""
"127","2007","Couple + C. GT 16 ","Urban Area","","","",""
"127","2007","Couple + C. GT 16 ","Rural Area","","","",""
"127","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"127","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"128","2007","1-pers.-HH","Urban Area","","","",""
"128","2007","1-pers.-HH","Rural Area","","","",""
"128","2007","(Married) couple without C. ","Urban Area","","","",""
"128","2007","(Married) couple without C. ","Rural Area","","","",""
"128","2007","Single parent ","Urban Area","","","",""
"128","2007","Single parent ","Rural Area","","","",""
"128","2007","Couple + C. LE 16 ","Urban Area","","","",""
"128","2007","Couple + C. LE 16 ","Rural Area","","","",""
"128","2007","Couple + C. GT 16 ","Urban Area","","","",""
"128","2007","Couple + C. GT 16 ","Rural Area","","","",""
"128","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"128","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"129","2007","1-pers.-HH","Urban Area","","","",""
"129","2007","1-pers.-HH","Rural Area","","","",""
"129","2007","(Married) couple without C. ","Urban Area","","","",""
"129","2007","(Married) couple without C. ","Rural Area","","","",""
"129","2007","Single parent ","Urban Area","","","",""
"129","2007","Single parent ","Rural Area","","","",""
"129","2007","Couple + C. LE 16 ","Urban Area","","","",""
"129","2007","Couple + C. LE 16 ","Rural Area","","","",""
"129","2007","Couple + C. GT 16 ","Urban Area","","","",""
"129","2007","Couple + C. GT 16 ","Rural Area","","","",""
"129","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"129","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"130","2007","1-pers.-HH","Urban Area","","","",""
"130","2007","1-pers.-HH","Rural Area","","","",""
"130","2007","(Married) couple without C. ","Urban Area","","","",""
"130","2007","(Married) couple without C. ","Rural Area","","","",""
"130","2007","Single parent ","Urban Area","","","",""
"130","2007","Single parent ","Rural Area","","","",""
"130","2007","Couple + C. LE 16 ","Urban Area","","","",""
"130","2007","Couple + C. LE 16 ","Rural Area","1","","",""
"130","2007","Couple + C. GT 16 ","Urban Area","1","","",""
"130","2007","Couple + C. GT 16 ","Rural Area","","","",""
"130","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"130","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"131","2007","1-pers.-HH","Urban Area","","","",""
"131","2007","1-pers.-HH","Rural Area","","","",""
"131","2007","(Married) couple without C. ","Urban Area","","","",""
"131","2007","(Married) couple without C. ","Rural Area","","","",""
"131","2007","Single parent ","Urban Area","","","",""
"131","2007","Single parent ","Rural Area","","","",""
"131","2007","Couple + C. LE 16 ","Urban Area","","","",""
"131","2007","Couple + C. LE 16 ","Rural Area","","","",""
"131","2007","Couple + C. GT 16 ","Urban Area","","","",""
"131","2007","Couple + C. GT 16 ","Rural Area","","","",""
"131","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"131","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"132","2007","1-pers.-HH","Urban Area","","","",""
"132","2007","1-pers.-HH","Rural Area","","","",""
"132","2007","(Married) couple without C. ","Urban Area","","","",""
"132","2007","(Married) couple without C. ","Rural Area","","","",""
"132","2007","Single parent ","Urban Area","","","",""
"132","2007","Single parent ","Rural Area","","","",""
"132","2007","Couple + C. LE 16 ","Urban Area","2","","",""
"132","2007","Couple + C. LE 16 ","Rural Area","","","",""
"132","2007","Couple + C. GT 16 ","Urban Area","","","",""
"132","2007","Couple + C. GT 16 ","Rural Area","","","",""
"132","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"132","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"133","2007","1-pers.-HH","Urban Area","","","",""
"133","2007","1-pers.-HH","Rural Area","","","",""
"133","2007","(Married) couple without C. ","Urban Area","","","",""
"133","2007","(Married) couple without C. ","Rural Area","","","",""
"133","2007","Single parent ","Urban Area","","","",""
"133","2007","Single parent ","Rural Area","","","",""
"133","2007","Couple + C. LE 16 ","Urban Area","","","",""
"133","2007","Couple + C. LE 16 ","Rural Area","","","",""
"133","2007","Couple + C. GT 16 ","Urban Area","","","",""
"133","2007","Couple + C. GT 16 ","Rural Area","","","",""
"133","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"133","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"135","2007","1-pers.-HH","Urban Area","","","",""
"135","2007","1-pers.-HH","Rural Area","","","",""
"135","2007","(Married) couple without C. ","Urban Area","","","",""
"135","2007","(Married) couple without C. ","Rural Area","","","",""
"135","2007","Single parent ","Urban Area","","","",""
"135","2007","Single parent ","Rural Area","","","",""
"135","2007","Couple + C. LE 16 ","Urban Area","","","",""
"135","2007","Couple + C. LE 16 ","Rural Area","","","",""
"135","2007","Couple + C. GT 16 ","Urban Area","","","",""
"135","2007","Couple + C. GT 16 ","Rural Area","","","",""
"135","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"135","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"138","2007","1-pers.-HH","Urban Area","","","",""
"138","2007","1-pers.-HH","Rural Area","","","",""
"138","2007","(Married) couple without C. ","Urban Area","","","",""
"138","2007","(Married) couple without C. ","Rural Area","","","",""
"138","2007","Single parent ","Urban Area","","","",""
"138","2007","Single parent ","Rural Area","","","",""
"138","2007","Couple + C. LE 16 ","Urban Area","","","",""
"138","2007","Couple + C. LE 16 ","Rural Area","","","",""
"138","2007","Couple + C. GT 16 ","Urban Area","","","",""
"138","2007","Couple + C. GT 16 ","Rural Area","","","",""
"138","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"138","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"139","2007","1-pers.-HH","Urban Area","","","",""
"139","2007","1-pers.-HH","Rural Area","","","",""
"139","2007","(Married) couple without C. ","Urban Area","","","",""
"139","2007","(Married) couple without C. ","Rural Area","","","",""
"139","2007","Single parent ","Urban Area","","","",""
"139","2007","Single parent ","Rural Area","","","",""
"139","2007","Couple + C. LE 16 ","Urban Area","","","",""
"139","2007","Couple + C. LE 16 ","Rural Area","","","",""
"139","2007","Couple + C. GT 16 ","Urban Area","","","",""
"139","2007","Couple + C. GT 16 ","Rural Area","","","",""
"139","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"139","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"140","2007","1-pers.-HH","Urban Area","","","",""
"140","2007","1-pers.-HH","Rural Area","","","",""
"140","2007","(Married) couple without C. ","Urban Area","","","",""
"140","2007","(Married) couple without C. ","Rural Area","2","","",""
"140","2007","Single parent ","Urban Area","","","",""
"140","2007","Single parent ","Rural Area","","","",""
"140","2007","Couple + C. LE 16 ","Urban Area","2","","",""
"140","2007","Couple + C. LE 16 ","Rural Area","","","",""
"140","2007","Couple + C. GT 16 ","Urban Area","3","","",""
"140","2007","Couple + C. GT 16 ","Rural Area","","","",""
"140","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"140","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"141","2007","1-pers.-HH","Urban Area","","","",""
"141","2007","1-pers.-HH","Rural Area","","","",""
"141","2007","(Married) couple without C. ","Urban Area","","","",""
"141","2007","(Married) couple without C. ","Rural Area","","","",""
"141","2007","Single parent ","Urban Area","","","",""
"141","2007","Single parent ","Rural Area","","","",""
"141","2007","Couple + C. LE 16 ","Urban Area","","","",""
"141","2007","Couple + C. LE 16 ","Rural Area","","","",""
"141","2007","Couple + C. GT 16 ","Urban Area","","","",""
"141","2007","Couple + C. GT 16 ","Rural Area","","","",""
"141","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"141","2007","Couple + C. LE and GT 16","Rural Area","","","",""
"142","2007","1-pers.-HH","Urban Area","","","",""
"142","2007","1-pers.-HH","Rural Area","","","",""
"142","2007","(Married) couple without C. ","Urban Area","","","",""
"142","2007","(Married) couple without C. ","Rural Area","","","",""
"142","2007","Single parent ","Urban Area","","","",""
"142","2007","Single parent ","Rural Area","","","",""
"142","2007","Couple + C. LE 16 ","Urban Area","","","",""
"142","2007","Couple + C. LE 16 ","Rural Area","","","",""
"142","2007","Couple + C. GT 16 ","Urban Area","","","",""
"142","2007","Couple + C. GT 16 ","Rural Area","","","",""
"142","2007","Couple + C. LE and GT 16","Urban Area","","","",""
"142","2007","Couple + C. LE and GT 16","Rural Area","","","",""
