"pgnation","year","regtyp","sex","n","percent","lower_confidence","upper_confidence"
"145","1995","Rural Area","Male","","","",""
"145","1995","Rural Area","Female","","","",""
"146","1995","Urban Area","Male","","","",""
"146","1995","Urban Area","Female","","","",""
"146","1995","Rural Area","Male","","","",""
"146","1995","Rural Area","Female","","","",""
"147","1995","Urban Area","Male","","","",""
"147","1995","Urban Area","Female","","","",""
"147","1995","Rural Area","Male","","","",""
"147","1995","Rural Area","Female","","","",""
"148","1995","Urban Area","Male","","","",""
"148","1995","Urban Area","Female","","","",""
"148","1995","Rural Area","Male","","","",""
"148","1995","Rural Area","Female","","","",""
"149","1995","Urban Area","Male","","","",""
"149","1995","Urban Area","Female","","","",""
"149","1995","Rural Area","Male","","","",""
"149","1995","Rural Area","Female","","","",""
"151","1995","Urban Area","Male","","","",""
"151","1995","Urban Area","Female","","","",""
"151","1995","Rural Area","Male","","","",""
"151","1995","Rural Area","Female","","","",""
"152","1995","Urban Area","Male","","","",""
"152","1995","Urban Area","Female","","","",""
"152","1995","Rural Area","Male","","","",""
"152","1995","Rural Area","Female","","","",""
"154","1995","Urban Area","Male","","","",""
"154","1995","Urban Area","Female","","","",""
"154","1995","Rural Area","Male","","","",""
"154","1995","Rural Area","Female","","","",""
"155","1995","Urban Area","Male","","","",""
"155","1995","Urban Area","Female","","","",""
"155","1995","Rural Area","Male","","","",""
"155","1995","Rural Area","Female","","","",""
"156","1995","Urban Area","Male","","","",""
"156","1995","Urban Area","Female","","","",""
"156","1995","Rural Area","Male","","","",""
"156","1995","Rural Area","Female","","","",""
"158","1995","Urban Area","Male","","","",""
"158","1995","Urban Area","Female","","","",""
"158","1995","Rural Area","Male","","","",""
"158","1995","Rural Area","Female","","","",""
"162","1995","Urban Area","Male","","","",""
"162","1995","Urban Area","Female","","","",""
"162","1995","Rural Area","Male","","","",""
"162","1995","Rural Area","Female","","","",""
"164","1995","Urban Area","Male","","","",""
"164","1995","Urban Area","Female","","","",""
"164","1995","Rural Area","Male","","","",""
"164","1995","Rural Area","Female","","","",""
"165","1995","Urban Area","Male","","","",""
"165","1995","Urban Area","Female","","","",""
"165","1995","Rural Area","Male","","","",""
"165","1995","Rural Area","Female","","","",""
"166","1995","Urban Area","Male","","","",""
"166","1995","Urban Area","Female","","","",""
"166","1995","Rural Area","Male","","","",""
"166","1995","Rural Area","Female","","","",""
"167","1995","Urban Area","Male","","","",""
"167","1995","Urban Area","Female","","","",""
"167","1995","Rural Area","Male","","","",""
"167","1995","Rural Area","Female","","","",""
"168","1995","Urban Area","Male","","","",""
"168","1995","Urban Area","Female","","","",""
"168","1995","Rural Area","Male","","","",""
"168","1995","Rural Area","Female","","","",""
"169","1995","Urban Area","Male","","","",""
"169","1995","Urban Area","Female","","","",""
"169","1995","Rural Area","Male","","","",""
"169","1995","Rural Area","Female","","","",""
"172","1995","Urban Area","Male","","","",""
"172","1995","Urban Area","Female","","","",""
"172","1995","Rural Area","Male","","","",""
"172","1995","Rural Area","Female","","","",""
"173","1995","Urban Area","Male","","","",""
"173","1995","Urban Area","Female","","","",""
"173","1995","Rural Area","Male","","","",""
"173","1995","Rural Area","Female","","","",""
"178","1995","Urban Area","Male","","","",""
"178","1995","Urban Area","Female","","","",""
"178","1995","Rural Area","Male","","","",""
"178","1995","Rural Area","Female","","","",""
"181","1995","Urban Area","Male","","","",""
"181","1995","Urban Area","Female","","","",""
"181","1995","Rural Area","Male","","","",""
"181","1995","Rural Area","Female","","","",""
"183","1995","Urban Area","Male","","","",""
"183","1995","Urban Area","Female","","","",""
"183","1995","Rural Area","Male","","","",""
"183","1995","Rural Area","Female","","","",""
"188","1995","Urban Area","Male","","","",""
"188","1995","Urban Area","Female","","","",""
"188","1995","Rural Area","Male","","","",""
"188","1995","Rural Area","Female","","","",""
"195","1995","Urban Area","Male","","","",""
"195","1995","Urban Area","Female","","","",""
"195","1995","Rural Area","Male","","","",""
"195","1995","Rural Area","Female","","","",""
"196","1995","Urban Area","Male","","","",""
"196","1995","Urban Area","Female","","","",""
"196","1995","Rural Area","Male","","","",""
"196","1995","Rural Area","Female","","","",""
"999","1995","Urban Area","Male","","","",""
"999","1995","Urban Area","Female","","","",""
"999","1995","Rural Area","Male","","","",""
"999","1995","Rural Area","Female","","","",""
"1","1996","Urban Area","Male","3201","0.879834099340896","0.869958038688766","0.889710159993025"
"1","1996","Urban Area","Female","3624","0.903382985452583","0.894775950305695","0.91199002059947"
"1","1996","Rural Area","Male","2017","0.970638415767237","0.963504197929724","0.977772633604751"
"1","1996","Rural Area","Female","2156","0.970731061973602","0.963816764167449","0.977645359779755"
"2","1996","Urban Area","Male","384","0.042100499951686","0.036000970530224","0.048200029373148"
"2","1996","Urban Area","Female","351","0.0328261569438863","0.0276351320889932","0.0380171817987794"
"2","1996","Rural Area","Male","25","","",""
"2","1996","Rural Area","Female","22","","",""
"3","1996","Urban Area","Male","171","0.0228127590243027","0.0182778296174727","0.0273476884311327"
"3","1996","Urban Area","Female","183","0.0194626481832481","0.0154380377074591","0.0234872586590371"
"3","1996","Rural Area","Male","37","0.00850984827952994","0.00462804969953459","0.0123916468595253"
"3","1996","Rural Area","Female","36","0.00820941028083939","0.00450805215516547","0.0119107684065133"
"4","1996","Urban Area","Male","117","0.0073614614887118","0.00476506914980125","0.00995785382762236"
"4","1996","Urban Area","Female","112","0.00616767162031951","0.00388676241693235","0.00844858082370666"
"4","1996","Rural Area","Male","22","","",""
"4","1996","Rural Area","Female","20","","",""
"5","1996","Urban Area","Male","165","0.0144172677741283","0.0107966660330861","0.0180378695151705"
"5","1996","Urban Area","Female","131","0.00945695297199461","0.00663725165075721","0.012276654293232"
"5","1996","Rural Area","Male","33","0.00455842803690535","0.00171171739869095","0.00740513867511974"
"5","1996","Rural Area","Female","30","0.00442060737426988","0.001699322194418","0.00714189255412177"
"6","1996","Urban Area","Male","64","0.00313984502812115","0.00144056890165204","0.00483912115459025"
"6","1996","Urban Area","Female","49","0.00228795616860216","0.00089602655792582","0.00367988577927851"
"6","1996","Rural Area","Male","7","","",""
"6","1996","Rural Area","Female","4","","",""
"10","1996","Urban Area","Male","12","","",""
"10","1996","Urban Area","Female","9","","",""
"10","1996","Rural Area","Male","","","",""
"10","1996","Rural Area","Female","5","","",""
"11","1996","Urban Area","Male","3","","",""
"11","1996","Urban Area","Female","6","","",""
"11","1996","Rural Area","Male","1","","",""
"11","1996","Rural Area","Female","","","",""
"12","1996","Urban Area","Male","4","","",""
"12","1996","Urban Area","Female","8","","",""
"12","1996","Rural Area","Male","","","",""
"12","1996","Rural Area","Female","","","",""
"13","1996","Urban Area","Male","","","",""
"13","1996","Urban Area","Female","","","",""
"13","1996","Rural Area","Male","","","",""
"13","1996","Rural Area","Female","","","",""
"14","1996","Urban Area","Male","6","","",""
"14","1996","Urban Area","Female","1","","",""
"14","1996","Rural Area","Male","","","",""
"14","1996","Rural Area","Female","","","",""
"15","1996","Urban Area","Male","","","",""
"15","1996","Urban Area","Female","","","",""
"15","1996","Rural Area","Male","","","",""
"15","1996","Rural Area","Female","","","",""
"16","1996","Urban Area","Male","","","",""
"16","1996","Urban Area","Female","","","",""
"16","1996","Rural Area","Male","","","",""
"16","1996","Rural Area","Female","","","",""
"17","1996","Urban Area","Male","","","",""
"17","1996","Urban Area","Female","","","",""
"17","1996","Rural Area","Male","","","",""
"17","1996","Rural Area","Female","","","",""
"18","1996","Urban Area","Male","1","","",""
"18","1996","Urban Area","Female","3","","",""
"18","1996","Rural Area","Male","1","","",""
"18","1996","Rural Area","Female","","","",""
"19","1996","Urban Area","Male","1","","",""
"19","1996","Urban Area","Female","2","","",""
"19","1996","Rural Area","Male","2","","",""
"19","1996","Rural Area","Female","1","","",""
"20","1996","Urban Area","Male","","","",""
"20","1996","Urban Area","Female","","","",""
"20","1996","Rural Area","Male","","","",""
"20","1996","Rural Area","Female","","","",""
"21","1996","Urban Area","Male","1","","",""
"21","1996","Urban Area","Female","3","","",""
"21","1996","Rural Area","Male","","","",""
"21","1996","Rural Area","Female","","","",""
"22","1996","Urban Area","Male","6","","",""
"22","1996","Urban Area","Female","8","","",""
"22","1996","Rural Area","Male","1","","",""
"22","1996","Rural Area","Female","3","","",""
"23","1996","Urban Area","Male","","","",""
"23","1996","Urban Area","Female","","","",""
"23","1996","Rural Area","Male","1","","",""
"23","1996","Rural Area","Female","","","",""
"24","1996","Urban Area","Male","3","","",""
"24","1996","Urban Area","Female","3","","",""
"24","1996","Rural Area","Male","","","",""
"24","1996","Rural Area","Female","","","",""
"25","1996","Urban Area","Male","","","",""
"25","1996","Urban Area","Female","","","",""
"25","1996","Rural Area","Male","","","",""
"25","1996","Rural Area","Female","","","",""
"26","1996","Urban Area","Male","1","","",""
"26","1996","Urban Area","Female","3","","",""
"26","1996","Rural Area","Male","","","",""
"26","1996","Rural Area","Female","","","",""
"27","1996","Urban Area","Male","","","",""
"27","1996","Urban Area","Female","","","",""
"27","1996","Rural Area","Male","","","",""
"27","1996","Rural Area","Female","","","",""
"28","1996","Urban Area","Male","4","","",""
"28","1996","Urban Area","Female","4","","",""
"28","1996","Rural Area","Male","","","",""
"28","1996","Rural Area","Female","1","","",""
"29","1996","Urban Area","Male","1","","",""
"29","1996","Urban Area","Female","","","",""
"29","1996","Rural Area","Male","","","",""
"29","1996","Rural Area","Female","","","",""
"30","1996","Urban Area","Male","","","",""
"30","1996","Urban Area","Female","","","",""
"30","1996","Rural Area","Male","","","",""
"30","1996","Rural Area","Female","","","",""
"31","1996","Urban Area","Male","","","",""
"31","1996","Urban Area","Female","2","","",""
"31","1996","Rural Area","Male","1","","",""
"31","1996","Rural Area","Female","","","",""
"32","1996","Urban Area","Male","1","","",""
"32","1996","Urban Area","Female","3","","",""
"32","1996","Rural Area","Male","","","",""
"32","1996","Rural Area","Female","3","","",""
"34","1996","Urban Area","Male","","","",""
"34","1996","Urban Area","Female","","","",""
"34","1996","Rural Area","Male","","","",""
"34","1996","Rural Area","Female","","","",""
"35","1996","Urban Area","Male","","","",""
"35","1996","Urban Area","Female","1","","",""
"35","1996","Rural Area","Male","","","",""
"35","1996","Rural Area","Female","","","",""
"37","1996","Urban Area","Male","","","",""
"37","1996","Urban Area","Female","","","",""
"37","1996","Rural Area","Male","","","",""
"37","1996","Rural Area","Female","","","",""
"38","1996","Urban Area","Male","","","",""
"38","1996","Urban Area","Female","4","","",""
"38","1996","Rural Area","Male","","","",""
"38","1996","Rural Area","Female","","","",""
"39","1996","Urban Area","Male","","","",""
"39","1996","Urban Area","Female","","","",""
"39","1996","Rural Area","Male","","","",""
"39","1996","Rural Area","Female","","","",""
"40","1996","Urban Area","Male","","","",""
"40","1996","Urban Area","Female","1","","",""
"40","1996","Rural Area","Male","","","",""
"40","1996","Rural Area","Female","","","",""
"41","1996","Urban Area","Male","","","",""
"41","1996","Urban Area","Female","","","",""
"41","1996","Rural Area","Male","","","",""
"41","1996","Rural Area","Female","","","",""
"42","1996","Urban Area","Male","","","",""
"42","1996","Urban Area","Female","","","",""
"42","1996","Rural Area","Male","","","",""
"42","1996","Rural Area","Female","","","",""
"43","1996","Urban Area","Male","","","",""
"43","1996","Urban Area","Female","","","",""
"43","1996","Rural Area","Male","","","",""
"43","1996","Rural Area","Female","","","",""
"44","1996","Urban Area","Male","","","",""
"44","1996","Urban Area","Female","","","",""
"44","1996","Rural Area","Male","","","",""
"44","1996","Rural Area","Female","","","",""
"45","1996","Urban Area","Male","","","",""
"45","1996","Urban Area","Female","","","",""
"45","1996","Rural Area","Male","","","",""
"45","1996","Rural Area","Female","","","",""
"46","1996","Urban Area","Male","","","",""
"46","1996","Urban Area","Female","","","",""
"46","1996","Rural Area","Male","","","",""
"46","1996","Rural Area","Female","","","",""
"47","1996","Urban Area","Male","","","",""
