"pgnation","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"36","2001","West Germany","Male","","","",""
"36","2001","West Germany","Female","","","",""
"36","2001","East Germany","Male","","","",""
"36","2001","East Germany","Female","","","",""
"37","2001","West Germany","Male","","","",""
"37","2001","West Germany","Female","","","",""
"37","2001","East Germany","Male","","","",""
"37","2001","East Germany","Female","","","",""
"38","2001","West Germany","Male","","","",""
"38","2001","West Germany","Female","3","","",""
"38","2001","East Germany","Male","","","",""
"38","2001","East Germany","Female","","","",""
"39","2001","West Germany","Male","","","",""
"39","2001","West Germany","Female","","","",""
"39","2001","East Germany","Male","","","",""
"39","2001","East Germany","Female","","","",""
"40","2001","West Germany","Male","","","",""
"40","2001","West Germany","Female","1","","",""
"40","2001","East Germany","Male","","","",""
"40","2001","East Germany","Female","","","",""
"41","2001","West Germany","Male","","","",""
"41","2001","West Germany","Female","","","",""
"41","2001","East Germany","Male","","","",""
"41","2001","East Germany","Female","","","",""
"42","2001","West Germany","Male","","","",""
"42","2001","West Germany","Female","","","",""
"42","2001","East Germany","Male","","","",""
"42","2001","East Germany","Female","","","",""
"43","2001","West Germany","Male","","","",""
"43","2001","West Germany","Female","2","","",""
"43","2001","East Germany","Male","","","",""
"43","2001","East Germany","Female","","","",""
"44","2001","West Germany","Male","","","",""
"44","2001","West Germany","Female","2","","",""
"44","2001","East Germany","Male","","","",""
"44","2001","East Germany","Female","","","",""
"45","2001","West Germany","Male","","","",""
"45","2001","West Germany","Female","","","",""
"45","2001","East Germany","Male","","","",""
"45","2001","East Germany","Female","","","",""
"46","2001","West Germany","Male","","","",""
"46","2001","West Germany","Female","","","",""
"46","2001","East Germany","Male","","","",""
"46","2001","East Germany","Female","","","",""
"47","2001","West Germany","Male","","","",""
"47","2001","West Germany","Female","","","",""
"47","2001","East Germany","Male","","","",""
"47","2001","East Germany","Female","","","",""
"48","2001","West Germany","Male","","","",""
"48","2001","West Germany","Female","1","","",""
"48","2001","East Germany","Male","","","",""
"48","2001","East Germany","Female","","","",""
"49","2001","West Germany","Male","1","","",""
"49","2001","West Germany","Female","1","","",""
"49","2001","East Germany","Male","","","",""
"49","2001","East Germany","Female","","","",""
"50","2001","West Germany","Male","1","","",""
"50","2001","West Germany","Female","","","",""
"50","2001","East Germany","Male","","","",""
"50","2001","East Germany","Female","","","",""
"51","2001","West Germany","Male","2","","",""
"51","2001","West Germany","Female","1","","",""
"51","2001","East Germany","Male","","","",""
"51","2001","East Germany","Female","","","",""
"52","2001","West Germany","Male","","","",""
"52","2001","West Germany","Female","","","",""
"52","2001","East Germany","Male","","","",""
"52","2001","East Germany","Female","","","",""
"53","2001","West Germany","Male","","","",""
"53","2001","West Germany","Female","","","",""
"53","2001","East Germany","Male","","","",""
"53","2001","East Germany","Female","","","",""
"54","2001","West Germany","Male","1","","",""
"54","2001","West Germany","Female","","","",""
"54","2001","East Germany","Male","","","",""
"54","2001","East Germany","Female","","","",""
"55","2001","West Germany","Male","2","","",""
"55","2001","West Germany","Female","2","","",""
"55","2001","East Germany","Male","","","",""
"55","2001","East Germany","Female","","","",""
"56","2001","West Germany","Male","","","",""
"56","2001","West Germany","Female","","","",""
"56","2001","East Germany","Male","","","",""
"56","2001","East Germany","Female","","","",""
"59","2001","West Germany","Male","","","",""
"59","2001","West Germany","Female","1","","",""
"59","2001","East Germany","Male","","","",""
"59","2001","East Germany","Female","","","",""
"60","2001","West Germany","Male","2","","",""
"60","2001","West Germany","Female","1","","",""
"60","2001","East Germany","Male","","","",""
"60","2001","East Germany","Female","","","",""
"61","2001","West Germany","Male","","","",""
"61","2001","West Germany","Female","3","","",""
"61","2001","East Germany","Male","","","",""
"61","2001","East Germany","Female","","","",""
"64","2001","West Germany","Male","","","",""
"64","2001","West Germany","Female","","","",""
"64","2001","East Germany","Male","","","",""
"64","2001","East Germany","Female","","","",""
"65","2001","West Germany","Male","2","","",""
"65","2001","West Germany","Female","2","","",""
"65","2001","East Germany","Male","","","",""
"65","2001","East Germany","Female","","","",""
"66","2001","West Germany","Male","","","",""
"66","2001","West Germany","Female","","","",""
"66","2001","East Germany","Male","","","",""
"66","2001","East Germany","Female","","","",""
"67","2001","West Germany","Male","3","","",""
"67","2001","West Germany","Female","1","","",""
"67","2001","East Germany","Male","","","",""
"67","2001","East Germany","Female","","","",""
"68","2001","West Germany","Male","1","","",""
"68","2001","West Germany","Female","","","",""
"68","2001","East Germany","Male","","","",""
"68","2001","East Germany","Female","","","",""
"71","2001","West Germany","Male","","","",""
"71","2001","West Germany","Female","","","",""
"71","2001","East Germany","Male","","","",""
"71","2001","East Germany","Female","","","",""
"72","2001","West Germany","Male","","","",""
"72","2001","West Germany","Female","","","",""
"72","2001","East Germany","Male","","","",""
"72","2001","East Germany","Female","","","",""
"73","2001","West Germany","Male","","","",""
"73","2001","West Germany","Female","","","",""
"73","2001","East Germany","Male","","","",""
"73","2001","East Germany","Female","","","",""
"74","2001","West Germany","Male","2","","",""
"74","2001","West Germany","Female","2","","",""
"74","2001","East Germany","Male","","","",""
"74","2001","East Germany","Female","","","",""
"75","2001","West Germany","Male","4","","",""
"75","2001","West Germany","Female","4","","",""
"75","2001","East Germany","Male","","","",""
"75","2001","East Germany","Female","","","",""
"76","2001","West Germany","Male","4","","",""
"76","2001","West Germany","Female","4","","",""
"76","2001","East Germany","Male","","","",""
"76","2001","East Germany","Female","","","",""
"77","2001","West Germany","Male","","","",""
"77","2001","West Germany","Female","","","",""
"77","2001","East Germany","Male","","","",""
"77","2001","East Germany","Female","","","",""
"78","2001","West Germany","Male","4","","",""
"78","2001","West Germany","Female","7","","",""
"78","2001","East Germany","Male","","","",""
"78","2001","East Germany","Female","1","","",""
"79","2001","West Germany","Male","","","",""
"79","2001","West Germany","Female","","","",""
"79","2001","East Germany","Male","","","",""
"79","2001","East Germany","Female","","","",""
"80","2001","West Germany","Male","","","",""
"80","2001","West Germany","Female","","","",""
"80","2001","East Germany","Male","","","",""
"80","2001","East Germany","Female","","","",""
"81","2001","West Germany","Male","1","","",""
"81","2001","West Germany","Female","","","",""
"81","2001","East Germany","Male","","","",""
"81","2001","East Germany","Female","","","",""
"82","2001","West Germany","Male","","","",""
"82","2001","West Germany","Female","","","",""
"82","2001","East Germany","Male","","","",""
"82","2001","East Germany","Female","","","",""
"83","2001","West Germany","Male","1","","",""
"83","2001","West Germany","Female","3","","",""
"83","2001","East Germany","Male","1","","",""
"83","2001","East Germany","Female","1","","",""
"84","2001","West Germany","Male","","","",""
"84","2001","West Germany","Female","","","",""
"84","2001","East Germany","Male","","","",""
"84","2001","East Germany","Female","","","",""
"85","2001","West Germany","Male","1","","",""
"85","2001","West Germany","Female","1","","",""
"85","2001","East Germany","Male","","","",""
"85","2001","East Germany","Female","","","",""
"86","2001","West Germany","Male","","","",""
"86","2001","West Germany","Female","","","",""
"86","2001","East Germany","Male","","","",""
"86","2001","East Germany","Female","","","",""
"89","2001","West Germany","Male","1","","",""
"89","2001","West Germany","Female","1","","",""
"89","2001","East Germany","Male","","","",""
"89","2001","East Germany","Female","","","",""
"90","2001","West Germany","Male","","","",""
"90","2001","West Germany","Female","","","",""
"90","2001","East Germany","Male","","","",""
"90","2001","East Germany","Female","","","",""
"92","2001","West Germany","Male","","","",""
"92","2001","West Germany","Female","","","",""
"92","2001","East Germany","Male","","","",""
"92","2001","East Germany","Female","","","",""
"94","2001","West Germany","Male","","","",""
"94","2001","West Germany","Female","","","",""
"94","2001","East Germany","Male","","","",""
"94","2001","East Germany","Female","","","",""
"95","2001","West Germany","Male","","","",""
"95","2001","West Germany","Female","","","",""
"95","2001","East Germany","Male","","","",""
"95","2001","East Germany","Female","","","",""
"96","2001","West Germany","Male","","","",""
"96","2001","West Germany","Female","","","",""
"96","2001","East Germany","Male","","","",""
"96","2001","East Germany","Female","","","",""
"97","2001","West Germany","Male","","","",""
"97","2001","West Germany","Female","","","",""
"97","2001","East Germany","Male","","","",""
"97","2001","East Germany","Female","","","",""
"98","2001","West Germany","Male","2","","",""
"98","2001","West Germany","Female","3","","",""
"98","2001","East Germany","Male","","","",""
"98","2001","East Germany","Female","","","",""
"101","2001","West Germany","Male","","","",""
"101","2001","West Germany","Female","","","",""
"101","2001","East Germany","Male","","","",""
"101","2001","East Germany","Female","","","",""
"102","2001","West Germany","Male","","","",""
"102","2001","West Germany","Female","","","",""
"102","2001","East Germany","Male","","","",""
"102","2001","East Germany","Female","","","",""
"103","2001","West Germany","Male","1","","",""
"103","2001","West Germany","Female","","","",""
"103","2001","East Germany","Male","","","",""
"103","2001","East Germany","Female","","","",""
"105","2001","West Germany","Male","","","",""
