"transab_cat","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","1986","Schleswig-Holstein","West Germany","2","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","West Germany","5","","","","5"
"Complete transfer dependency","1986","Baden-Württemberg","East Germany","","","","","5"
"Complete transfer dependency","1986","Bavaria","West Germany","6","","","","5"
"Complete transfer dependency","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","5"
"Complete transfer dependency","1986","Bavaria","East Germany","","","","","5"
"Complete transfer dependency","1986","Berlin","West Germany","3","","","","5"
"Complete transfer dependency","1986","Berlin","East Germany","","","","","5"
"Complete transfer dependency","1986","Brandenburg","West Germany","","","","","5"
"Complete transfer dependency","1986","Brandenburg","East Germany","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","West Germany","","","","","5"
"Complete transfer dependency","1986","Mecklenburg-Western Pomerania","East Germany","","","","","5"
"Complete transfer dependency","1986","Saxony","West Germany","","","","","5"
"Complete transfer dependency","1986","Saxony","East Germany","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","West Germany","","","","","5"
"Complete transfer dependency","1986","Saxony-Anhalt","East Germany","","","","","5"
"Complete transfer dependency","1986","Thuringia","West Germany","","","","","5"
"Complete transfer dependency","1986","Thuringia","East Germany","","","","","5"
"High transfer dependency","1986","Schleswig-Holstein","West Germany","1","","","","3"
"High transfer dependency","1986","Bavaria","East Germany","","","","","3"
"High transfer dependency","1986","Brandenburg","West Germany","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","West Germany","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","West Germany","","","","","3"
"High transfer dependency","1986","Schleswig-Holstein","East Germany","","","","","3"
"High transfer dependency","1986","Hamburg","West Germany","","","","","3"
"High transfer dependency","1986","Hamburg","East Germany","","","","","3"
"High transfer dependency","1986","Lower Saxony","West Germany","10","","","","3"
"High transfer dependency","1986","Lower Saxony","East Germany","","","","","3"
"High transfer dependency","1986","Bremen","West Germany","5","","","","3"
"High transfer dependency","1986","Hesse","East Germany","","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","West Germany","11","","","","3"
"High transfer dependency","1986","Baden-Württemberg","West Germany","17","","","","3"
"High transfer dependency","1986","Baden-Württemberg","East Germany","","","","","3"
"High transfer dependency","1986","Bavaria","West Germany","17","","","","3"
"High transfer dependency","1986","Berlin","West Germany","9","","","","3"
"High transfer dependency","1986","Berlin","East Germany","","","","","3"
"High transfer dependency","1986","Brandenburg","East Germany","","","","","3"
"High transfer dependency","1986","Mecklenburg-Western Pomerania","East Germany","","","","","3"
"High transfer dependency","1986","Saxony","West Germany","","","","","3"
"High transfer dependency","1986","Saxony","East Germany","","","","","3"
"High transfer dependency","1986","Saxony-Anhalt","East Germany","","","","","3"
"High transfer dependency","1986","Thuringia","West Germany","","","","","3"
"High transfer dependency","1986","Thuringia","East Germany","","","","","3"
"High transfer dependency","1986","Bremen","East Germany","","","","","3"
"High transfer dependency","1986","North Rhine-Westphalia","West Germany","41","0.0122185707008215","0.00810054106753047","0.0163366003341126","3"
"High transfer dependency","1986","North Rhine-Westphalia","East Germany","","","","","3"
"High transfer dependency","1986","Hesse","West Germany","11","","","","3"
"High transfer dependency","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","3"
"Low transfer dependency","1986","Schleswig-Holstein","East Germany","","","","","2"
"Low transfer dependency","1986","Schleswig-Holstein","West Germany","17","","","","2"
"Low transfer dependency","1986","Hamburg","West Germany","9","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","West Germany","91","0.0290590859801617","0.022762774393638","0.0353553975666854","2"
"Low transfer dependency","1986","Hamburg","East Germany","","","","","2"
"Low transfer dependency","1986","Lower Saxony","West Germany","46","0.0401855694447696","0.0284509055141247","0.0519202333754144","2"
"Low transfer dependency","1986","Bremen","West Germany","6","","","","2"
"Low transfer dependency","1986","Bremen","East Germany","","","","","2"
"Low transfer dependency","1986","Hesse","West Germany","34","0.0255558011906246","0.0157799565749751","0.035331645806274","2"
"Low transfer dependency","1986","Lower Saxony","East Germany","","","","","2"
"Low transfer dependency","1986","North Rhine-Westphalia","East Germany","","","","","2"
"Low transfer dependency","1986","Hesse","East Germany","","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","West Germany","12","","","","2"
"Low transfer dependency","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","West Germany","59","0.0185513648169476","0.0124888834390726","0.0246138461948227","2"
"Low transfer dependency","1986","Thuringia","East Germany","","","","","2"
"Low transfer dependency","1986","Baden-Württemberg","East Germany","","","","","2"
"Low transfer dependency","1986","Bavaria","West Germany","40","0.0258042613497295","0.0182850379773013","0.0333234847221578","2"
"Low transfer dependency","1986","Bavaria","East Germany","","","","","2"
"Low transfer dependency","1986","Berlin","West Germany","15","","","","2"
"Low transfer dependency","1986","Berlin","East Germany","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","East Germany","","","","","2"
"Low transfer dependency","1986","Saxony","West Germany","","","","","2"
"Low transfer dependency","1986","Saxony","East Germany","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","West Germany","","","","","2"
"Low transfer dependency","1986","Saxony-Anhalt","East Germany","","","","","2"
"Low transfer dependency","1986","Thuringia","West Germany","","","","","2"
"Low transfer dependency","1986","Brandenburg","West Germany","","","","","2"
"Low transfer dependency","1986","Brandenburg","East Germany","","","","","2"
"Low transfer dependency","1986","Mecklenburg-Western Pomerania","West Germany","","","","","2"
"No transfer dependency","1986","Schleswig-Holstein","West Germany","124","0.468320749104043","0.412862717308771","0.523778780899316","0"
"No transfer dependency","1986","Schleswig-Holstein","East Germany","","","","","0"
"No transfer dependency","1986","Hamburg","West Germany","111","0.60883370276162","0.547850448685386","0.669816956837854","0"
"No transfer dependency","1986","Hamburg","East Germany","","","","","0"
"No transfer dependency","1986","Lower Saxony","West Germany","387","0.436675527579627","0.407040816909775","0.466310238249479","0"
"No transfer dependency","1986","Lower Saxony","East Germany","","","","","0"
"No transfer dependency","1986","Bremen","West Germany","47","0.575176388475594","0.480173618200783","0.670179158750405","0"
"No transfer dependency","1986","Bremen","East Germany","","","","","0"
"No transfer dependency","1986","North Rhine-Westphalia","West Germany","993","0.459120831202416","0.440441450966159","0.477800211438673","0"
"No transfer dependency","1986","North Rhine-Westphalia","East Germany","","","","","0"
"No transfer dependency","1986","Hesse","West Germany","407","0.536906037182543","0.506016261422545","0.567795812942541","0"
"No transfer dependency","1986","Hesse","East Germany","","","","","0"
"No transfer dependency","1986","Rhineland-Palatinate,Saarland","West Germany","363","0.566705449681839","0.531002628144579","0.602408271219099","0"
"No transfer dependency","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","0"
"No transfer dependency","1986","Baden-Württemberg","West Germany","760","0.517084795827098","0.494633313475093","0.539536278179103","0"
"No transfer dependency","1986","Baden-Württemberg","East Germany","","","","","0"
"No transfer dependency","1986","Bavaria","West Germany","674","0.477813871879993","0.454124900668364","0.501502843091622","0"
"No transfer dependency","1986","Bavaria","East Germany","","","","","0"
"No transfer dependency","1986","Berlin","West Germany","151","0.593801411848547","0.542052662379977","0.645550161317116","0"
"No transfer dependency","1986","Berlin","East Germany","","","","","0"
"No transfer dependency","1986","Brandenburg","West Germany","","","","","0"
"No transfer dependency","1986","Brandenburg","East Germany","","","","","0"
"No transfer dependency","1986","Mecklenburg-Western Pomerania","West Germany","","","","","0"
"No transfer dependency","1986","Mecklenburg-Western Pomerania","East Germany","","","","","0"
"No transfer dependency","1986","Saxony","West Germany","","","","","0"
"No transfer dependency","1986","Saxony","East Germany","","","","","0"
"No transfer dependency","1986","Saxony-Anhalt","West Germany","","","","","0"
"No transfer dependency","1986","Saxony-Anhalt","East Germany","","","","","0"
"No transfer dependency","1986","Thuringia","West Germany","","","","","0"
"No transfer dependency","1986","Thuringia","East Germany","","","","","0"
"Very high transfer dependency","1986","Schleswig-Holstein","West Germany","3","","","","4"
"Very high transfer dependency","1986","Saxony","West Germany","","","","","4"
"Very high transfer dependency","1986","Schleswig-Holstein","East Germany","","","","","4"
"Very high transfer dependency","1986","Hamburg","West Germany","2","","","","4"
"Very high transfer dependency","1986","Brandenburg","West Germany","","","","","4"
"Very high transfer dependency","1986","Brandenburg","East Germany","","","","","4"
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","West Germany","","","","","4"
"Very high transfer dependency","1986","Mecklenburg-Western Pomerania","East Germany","","","","","4"
"Very high transfer dependency","1986","Hamburg","East Germany","","","","","4"
"Very high transfer dependency","1986","Lower Saxony","West Germany","6","","","","4"
"Very high transfer dependency","1986","Lower Saxony","East Germany","","","","","4"
"Very high transfer dependency","1986","Bremen","West Germany","3","","","","4"
"Very high transfer dependency","1986","Bremen","East Germany","","","","","4"
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","West Germany","2","","","","4"
"Very high transfer dependency","1986","Rhineland-Palatinate,Saarland","East Germany","","","","","4"
"Very high transfer dependency","1986","Baden-Württemberg","East Germany","","","","","4"
