"transab_cat","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2008","Couple + C. LE 16 ","Female","12","","","","5"
"Complete transfer dependency","2008","Couple + C. GT 16 ","Male","11","","","","5"
"Complete transfer dependency","2008","Couple + C. GT 16 ","Female","8","","","","5"
"Complete transfer dependency","2008","Couple + C. LE and GT 16","Male","2","","","","5"
"Complete transfer dependency","2008","Couple + C. LE and GT 16","Female","1","","","","5"
"High transfer dependency","2008","1-pers.-HH","Female","29","","","","3"
"High transfer dependency","2008","(Married) couple without C. ","Male","36","0.00900893585266444","0.0058723584004595","0.0121455133048694","3"
"High transfer dependency","2008","1-pers.-HH","Male","42","0.0377319975588591","0.0272973821363228","0.0481666129813955","3"
"High transfer dependency","2008","(Married) couple without C. ","Female","37","0.0097547536057236","0.00651071157651872","0.0129987956349285","3"
"High transfer dependency","2008","Single parent ","Male","12","","","","3"
"High transfer dependency","2008","Single parent ","Female","56","0.0803152655792348","0.0611312534299446","0.0994992777285249","3"
"High transfer dependency","2008","Couple + C. LE 16 ","Male","47","0.0426796232075714","0.0326167689722894","0.0527424774428535","3"
"High transfer dependency","2008","Couple + C. LE 16 ","Female","51","0.0392627654656791","0.0298572219619175","0.0486683089694407","3"
"High transfer dependency","2008","Couple + C. GT 16 ","Male","22","","","","3"
"High transfer dependency","2008","Couple + C. GT 16 ","Female","23","","","","3"
"High transfer dependency","2008","Couple + C. LE and GT 16","Male","14","","","","3"
"High transfer dependency","2008","Couple + C. LE and GT 16","Female","12","","","","3"
"Low transfer dependency","2008","1-pers.-HH","Female","67","0.0392999453819654","0.030170101569247","0.0484297891946837","2"
"Low transfer dependency","2008","(Married) couple without C. ","Male","94","0.0249489679297893","0.0197714171718206","0.030126518687758","2"
"Low transfer dependency","2008","(Married) couple without C. ","Female","103","0.0310325984834883","0.0253089811336829","0.0367562158332937","2"
"Low transfer dependency","2008","Single parent ","Male","39","0.126130668205847","0.090091655216332","0.162169681195362","2"
"Low transfer dependency","2008","1-pers.-HH","Male","65","0.0598343140591075","0.0468460567853402","0.0728225713328747","2"
"Low transfer dependency","2008","Single parent ","Female","101","0.14858809015648","0.123481787335676","0.173694392977283","2"
"Low transfer dependency","2008","Couple + C. LE 16 ","Male","147","0.0939143227865411","0.0793921101916076","0.108436535381475","2"
"Low transfer dependency","2008","Couple + C. LE 16 ","Female","157","0.0961530715096942","0.081876623552653","0.110429519466735","2"
"Low transfer dependency","2008","Couple + C. GT 16 ","Male","74","0.0523777745153685","0.0420309455264175","0.0627246035043195","2"
"Low transfer dependency","2008","Couple + C. GT 16 ","Female","64","0.045545913447834","0.0353168970068983","0.0557749298887698","2"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Male","57","0.0773219402834022","0.0571421323924795","0.0975017481743249","2"
"Low transfer dependency","2008","Couple + C. LE and GT 16","Female","49","0.0863649739760903","0.0646530755694484","0.108076872382732","2"
"No transfer dependency","2008","1-pers.-HH","Male","942","0.717890598057248","0.693246584498388","0.742534611616108","0"
"No transfer dependency","2008","1-pers.-HH","Female","1350","0.776523496772098","0.756950077396868","0.796096916147329","0"
"No transfer dependency","2008","(Married) couple without C. ","Male","2701","0.782077281759867","0.768372867170261","0.795781696349473","0"
"No transfer dependency","2008","(Married) couple without C. ","Female","2706","0.769264355295664","0.755358359712247","0.783170350879081","0"
"No transfer dependency","2008","Single parent ","Male","63","0.150850074156869","0.111998891550653","0.189701256763085","0"
"No transfer dependency","2008","Single parent ","Female","89","0.11210705704364","0.0898371871359913","0.134376926951289","0"
"No transfer dependency","2008","Couple + C. LE 16 ","Male","13","","","","0"
"No transfer dependency","2008","Couple + C. LE 16 ","Female","12","","","","0"
"No transfer dependency","2008","Couple + C. GT 16 ","Male","375","0.192510564525737","0.174199573928878","0.210821555122596","0"
"No transfer dependency","2008","Couple + C. GT 16 ","Female","293","0.172618930900525","0.154078123238125","0.191159738562925","0"
"No transfer dependency","2008","Couple + C. LE and GT 16","Male","1","","","","0"
"No transfer dependency","2008","Couple + C. LE and GT 16","Female","","","","","0"
"Very high transfer dependency","2008","1-pers.-HH","Male","32","0.0238924786076794","0.0155296545738465","0.0322553026415123","4"
"Very high transfer dependency","2008","1-pers.-HH","Female","50","0.0311995919372337","0.0230306637098012","0.0393685201646662","4"
"Very high transfer dependency","2008","(Married) couple without C. ","Male","17","","","","4"
"Very high transfer dependency","2008","(Married) couple without C. ","Female","19","","","","4"
"Very high transfer dependency","2008","Single parent ","Male","22","","","","4"
"Very high transfer dependency","2008","Single parent ","Female","84","0.101495721144723","0.0801797637440453","0.122811678545401","4"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Male","27","","","","4"
"Very high transfer dependency","2008","Couple + C. LE 16 ","Female","26","","","","4"
"Very high transfer dependency","2008","Couple + C. GT 16 ","Male","20","","","","4"
"Very high transfer dependency","2008","Couple + C. GT 16 ","Female","16","","","","4"
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Male","11","","","","4"
"Very high transfer dependency","2008","Couple + C. LE and GT 16","Female","15","","","","4"
"Very low transfer dependency","2008","(Married) couple without C. ","Male","623","0.170889869206249","0.15839451219159","0.183385226220909","1"
"Very low transfer dependency","2008","1-pers.-HH","Male","150","0.112036633176221","0.0947642972699789","0.129308969082464","1"
"Very low transfer dependency","2008","1-pers.-HH","Female","205","0.10252637729053","0.0882735139988964","0.116779240582164","1"
"Very low transfer dependency","2008","(Married) couple without C. ","Female","644","0.176965684880697","0.164368878935995","0.189562490825398","1"
"Very low transfer dependency","2008","Single parent ","Male","184","0.59235562913696","0.539013385863248","0.645697872410672","1"
"Very low transfer dependency","2008","Single parent ","Female","398","0.483865791625594","0.448590981575957","0.519140601675232","1"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Male","1303","0.818177937670694","0.798976691572473","0.837379183768914","1"
"Very low transfer dependency","2008","Couple + C. LE 16 ","Female","1380","0.827720485173624","0.809433175713184","0.846007794634065","1"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Male","1279","0.72021536714645","0.699367614206612","0.741063120086288","1"
"Very low transfer dependency","2008","Couple + C. GT 16 ","Female","1192","0.743254296515089","0.721822826841323","0.764685766188856","1"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Male","588","0.85957828081892","0.83333002690503","0.885826534732809","1"
"Very low transfer dependency","2008","Couple + C. LE and GT 16","Female","566","0.856125097119685","0.828997973872083","0.883252220367286","1"
"Complete transfer dependency","2009","1-pers.-HH","Male","49","0.0480454306362148","0.0360003371229217","0.060090524149508","5"
"Complete transfer dependency","2009","1-pers.-HH","Female","28","","","","5"
"Complete transfer dependency","2009","(Married) couple without C. ","Male","10","","","","5"
"Complete transfer dependency","2009","(Married) couple without C. ","Female","10","","","","5"
"Complete transfer dependency","2009","Single parent ","Male","5","","","","5"
"Complete transfer dependency","2009","Single parent ","Female","27","","","","5"
"Complete transfer dependency","2009","Couple + C. LE 16 ","Male","13","","","","5"
"Complete transfer dependency","2009","Couple + C. LE 16 ","Female","13","","","","5"
"Complete transfer dependency","2009","Couple + C. GT 16 ","Male","7","","","","5"
"Complete transfer dependency","2009","Couple + C. GT 16 ","Female","4","","","","5"
"Complete transfer dependency","2009","Couple + C. LE and GT 16","Male","4","","","","5"
"Complete transfer dependency","2009","Couple + C. LE and GT 16","Female","3","","","","5"
"High transfer dependency","2009","1-pers.-HH","Female","44","0.0221457731830245","0.0150773351574723","0.0292142112085766","3"
"High transfer dependency","2009","(Married) couple without C. ","Male","31","0.00935367018809363","0.0060598846411387","0.0126474557350486","3"
"High transfer dependency","2009","1-pers.-HH","Male","29","","","","3"
"High transfer dependency","2009","(Married) couple without C. ","Female","30","0.0101935626194087","0.00678651647145094","0.0136006087673664","3"
"High transfer dependency","2009","Single parent ","Male","10","","","","3"
"High transfer dependency","2009","Single parent ","Female","53","0.0681862039642892","0.0496321934606802","0.0867402144678981","3"
"High transfer dependency","2009","Couple + C. LE 16 ","Male","33","0.025306376484947","0.0169716769014829","0.033641076068411","3"
"High transfer dependency","2009","Couple + C. LE 16 ","Female","40","0.0299271340025042","0.0211571493659796","0.0386971186390288","3"
"High transfer dependency","2009","Couple + C. GT 16 ","Male","19","","","","3"
"High transfer dependency","2009","Couple + C. GT 16 ","Female","17","","","","3"
"High transfer dependency","2009","Couple + C. LE and GT 16","Male","14","","","","3"
"High transfer dependency","2009","Couple + C. LE and GT 16","Female","19","","","","3"
"Low transfer dependency","2009","1-pers.-HH","Female","63","0.045913135653495","0.0358599568370138","0.0559663144699762","2"
"Low transfer dependency","2009","(Married) couple without C. ","Male","89","0.027593530804744","0.0219885706028548","0.0331984910066332","2"
"Low transfer dependency","2009","(Married) couple without C. ","Female","99","0.0314820264753924","0.0255592538051702","0.0374047991456147","2"
"Low transfer dependency","2009","Single parent ","Male","40","0.148754188281025","0.108487161926834","0.189021214635216","2"
"Low transfer dependency","2009","1-pers.-HH","Male","58","0.0609244088571072","0.0474527226735204","0.074396095040694","2"
"Low transfer dependency","2009","Single parent ","Female","108","0.174909060919236","0.146946172070992","0.202871949767479","2"
"Low transfer dependency","2009","Couple + C. LE 16 ","Male","121","0.0944979429489617","0.078974187094244","0.110021698803679","2"
"Low transfer dependency","2009","Couple + C. LE 16 ","Female","127","0.0847183759446339","0.0703856013036195","0.0990511505856484","2"
"Low transfer dependency","2009","Couple + C. GT 16 ","Male","80","0.059529268036924","0.0483666617045723","0.0706918743692757","2"
"Low transfer dependency","2009","Couple + C. GT 16 ","Female","78","0.0702303258059141","0.0572116364765976","0.0832490151352305","2"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Male","52","0.0773701561792534","0.0569247069528799","0.097815605405627","2"
"Low transfer dependency","2009","Couple + C. LE and GT 16","Female","54","0.0893765924506653","0.0671698547255021","0.111583330175828","2"
"No transfer dependency","2009","1-pers.-HH","Male","918","0.736418100424927","0.711604142673633","0.761232058176222","0"
"No transfer dependency","2009","1-pers.-HH","Female","1324","0.785874064383947","0.766170169268957","0.805577959498937","0"
"No transfer dependency","2009","(Married) couple without C. ","Male","2611","0.792303927186669","0.778423429996602","0.806184424376735","0"
"No transfer dependency","2009","(Married) couple without C. ","Female","2650","0.799999607980521","0.78643209667804","0.813567119283002","0"
"No transfer dependency","2009","Single parent ","Male","62","0.157016869194648","0.115847893429164","0.198185844960132","0"
