"transab_cat","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Complete transfer dependency","1994","no degree/no degree yet","(0) in school","2","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(1a) inadequately completed","12","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(1b) general elementary school","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(2a) intermediate vocational","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(3a) lower tertiary education","","","",""
"Complete transfer dependency","1994","no degree/no degree yet","(3b) higher tertiary education","","","",""
"No transfer dependency","1995","lower secondary degree","(0) in school","","","",""
"No transfer dependency","1995","lower secondary degree","(1a) inadequately completed","","","",""
"No transfer dependency","1995","lower secondary degree","(1b) general elementary school","827","0.658801574690249","0.634792633506354","0.682810515874144"
"No transfer dependency","1995","lower secondary degree","(1c) basic vocational qualification","1899","0.597518902700597","0.581521736433468","0.613516068967727"
"No transfer dependency","1995","lower secondary degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","1995","lower secondary degree","(2a) intermediate vocational","6","","",""
"No transfer dependency","1995","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"No transfer dependency","1995","lower secondary degree","(2c_voc) vocational maturity certificate","2","","",""
"No transfer dependency","1995","lower secondary degree","(3a) lower tertiary education","68","0.70711246991261","0.615114370979981","0.799110568845239"
"No transfer dependency","1995","lower secondary degree","(3b) higher tertiary education","12","","",""
"No transfer dependency","1995","secondary school degree","(0) in school","","","",""
"No transfer dependency","1995","secondary school degree","(1a) inadequately completed","","","",""
"No transfer dependency","1995","secondary school degree","(1b) general elementary school","","","",""
"No transfer dependency","1995","secondary school degree","(1c) basic vocational qualification","","","",""
"No transfer dependency","1995","secondary school degree","(2b) intermediate general qualification","139","0.456776483788007","0.410905279754145","0.502647687821869"
"No transfer dependency","1995","secondary school degree","(2a) intermediate vocational","917","0.479100864184597","0.459576837529672","0.498624890839522"
"No transfer dependency","1995","secondary school degree","(2c_gen) general maturity certificate","","","",""
"No transfer dependency","1995","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"No transfer dependency","1995","secondary school degree","(3a) lower tertiary education","123","0.403677120872155","0.356415814236139","0.450938427508171"
"No transfer dependency","1995","secondary school degree","(3b) higher tertiary education","20","","",""
"No transfer dependency","1995","college entrance qualification","(0) in school","","","",""
"No transfer dependency","1995","college entrance qualification","(1a) inadequately completed","","","",""
"No transfer dependency","1995","college entrance qualification","(1b) general elementary school","","","",""
"No transfer dependency","1995","college entrance qualification","(1c) basic vocational qualification","","","",""
"No transfer dependency","1995","college entrance qualification","(2b) intermediate general qualification","","","",""
"No transfer dependency","1995","college entrance qualification","(2a) intermediate vocational","","","",""
"No transfer dependency","1995","college entrance qualification","(2c_gen) general maturity certificate","124","0.45311310482669","0.400812039055364","0.505414170598017"
"No transfer dependency","1995","college entrance qualification","(2c_voc) vocational maturity certificate","198","0.5244897409439","0.47855210844382","0.57042737344398"
"No transfer dependency","1995","college entrance qualification","(3a) lower tertiary education","143","0.530410149048853","0.474400424724098","0.586419873373608"
"No transfer dependency","1995","college entrance qualification","(3b) higher tertiary education","289","0.533899206098506","0.496210596331501","0.571587815865511"
"No transfer dependency","1995","Other degree","(0) in school","","","",""
"No transfer dependency","1995","Other degree","(1a) inadequately completed","","","",""
"No transfer dependency","1995","Other degree","(1b) general elementary school","142","0.290592353561799","0.251148510363019","0.330036196760579"
"No transfer dependency","1995","Other degree","(1c) basic vocational qualification","117","0.367978832382685","0.318773503559281","0.417184161206089"
"No transfer dependency","1995","Other degree","(2b) intermediate general qualification","","","",""
"No transfer dependency","1995","Other degree","(2a) intermediate vocational","","","",""
"No transfer dependency","1995","Other degree","(2c_gen) general maturity certificate","17","","",""
"No transfer dependency","1995","Other degree","(2c_voc) vocational maturity certificate","17","","",""
"No transfer dependency","1995","Other degree","(3a) lower tertiary education","2","","",""
"No transfer dependency","1995","Other degree","(3b) higher tertiary education","23","","",""
"No transfer dependency","1995","no degree/no degree yet","(0) in school","4","","",""
"No transfer dependency","1995","no degree/no degree yet","(1a) inadequately completed","172","0.333566018341616","0.295128650564061","0.37200338611917"
"No transfer dependency","1995","no degree/no degree yet","(1b) general elementary school","","","",""
"No transfer dependency","1995","no degree/no degree yet","(1c) basic vocational qualification","","","",""
