"transab_cat","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","","","0"
"No transfer dependency","1988","Couple + C. GT 16 ","West Germany","731","0.4048339943898","0.382832018088443","0.426835970691157","0"
"No transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","","","0"
"No transfer dependency","1988","Couple + C. LE and GT 16","West Germany","17","","","","0"
"No transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","1988","1-pers.-HH","West Germany","17","","","","4"
"Very high transfer dependency","1988","1-pers.-HH","East Germany","","","","","4"
"Very high transfer dependency","1988","(Married) couple without C. ","West Germany","10","","","","4"
"Very high transfer dependency","1988","(Married) couple without C. ","East Germany","","","","","4"
"Very high transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","","","4"
"Very high transfer dependency","1988","Single parent ","West Germany","10","","","","4"
"Very high transfer dependency","1988","Couple + C. LE 16 ","West Germany","14","","","","4"
"Very high transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","","","4"
"Very high transfer dependency","1988","Couple + C. GT 16 ","West Germany","11","","","","4"
"Very high transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","","","4"
"Very high transfer dependency","1988","Couple + C. LE and GT 16","West Germany","5","","","","4"
"Very high transfer dependency","1988","Single parent ","East Germany","","","","","4"
"Very low transfer dependency","1988","Couple + C. GT 16 ","East Germany","","","","","1"
"Very low transfer dependency","1988","1-pers.-HH","West Germany","114","0.100034422999391","0.0820141663500724","0.118054679648709","1"
"Very low transfer dependency","1988","1-pers.-HH","East Germany","","","","","1"
"Very low transfer dependency","1988","Single parent ","West Germany","265","0.510415904664264","0.46637854813492","0.554453261193608","1"
"Very low transfer dependency","1988","Single parent ","East Germany","","","","","1"
"Very low transfer dependency","1988","Couple + C. LE 16 ","West Germany","1966","0.925051234755083","0.913863879895473","0.936238589614692","1"
"Very low transfer dependency","1988","Couple + C. LE 16 ","East Germany","","","","","1"
"Very low transfer dependency","1988","Couple + C. GT 16 ","West Germany","1111","0.569472033110246","0.547277754603846","0.591666311616646","1"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","West Germany","937","0.924134232389889","0.908018532547095","0.940249932232684","1"
"Very low transfer dependency","1988","Couple + C. LE and GT 16","East Germany","","","","","1"
"Very low transfer dependency","1988","(Married) couple without C. ","West Germany","262","0.0907302486340059","0.0788727370526519","0.10258776021536","1"
"Very low transfer dependency","1988","(Married) couple without C. ","East Germany","","","","","1"
"Complete transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","5"
"Complete transfer dependency","1989","1-pers.-HH","West Germany","22","","","","5"
"Complete transfer dependency","1989","1-pers.-HH","East Germany","","","","","5"
"Complete transfer dependency","1989","(Married) couple without C. ","West Germany","6","","","","5"
"Complete transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","5"
"Complete transfer dependency","1989","Single parent ","West Germany","8","","","","5"
"Complete transfer dependency","1989","Single parent ","East Germany","","","","","5"
"Complete transfer dependency","1989","Couple + C. LE 16 ","West Germany","29","","","","5"
"Complete transfer dependency","1989","Couple + C. GT 16 ","West Germany","6","","","","5"
"Complete transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1989","Couple + C. LE and GT 16","West Germany","6","","","","5"
"Complete transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","5"
"High transfer dependency","1989","1-pers.-HH","West Germany","14","","","","3"
"High transfer dependency","1989","1-pers.-HH","East Germany","","","","","3"
"High transfer dependency","1989","(Married) couple without C. ","West Germany","9","","","","3"
"High transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","3"
"High transfer dependency","1989","Couple + C. GT 16 ","West Germany","13","","","","3"
"High transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","3"
"High transfer dependency","1989","Single parent ","West Germany","22","","","","3"
"High transfer dependency","1989","Single parent ","East Germany","","","","","3"
"High transfer dependency","1989","Couple + C. LE 16 ","West Germany","20","","","","3"
"High transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","3"
"High transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","3"
"High transfer dependency","1989","Couple + C. LE and GT 16","West Germany","18","","","","3"
"Low transfer dependency","1989","1-pers.-HH","West Germany","14","","","","2"
"Low transfer dependency","1989","1-pers.-HH","East Germany","","","","","2"
"Low transfer dependency","1989","(Married) couple without C. ","West Germany","67","0.0257285510395994","0.0191485137962317","0.0323085882829671","2"
"Low transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","2"
"Low transfer dependency","1989","Single parent ","West Germany","20","","","","2"
"Low transfer dependency","1989","Single parent ","East Germany","","","","","2"
"Low transfer dependency","1989","Couple + C. LE 16 ","West Germany","71","0.0300979658825853","0.0227036539303984","0.0374922778347723","2"
"Low transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","2"
"Low transfer dependency","1989","Couple + C. GT 16 ","West Germany","39","0.0140343967183406","0.0087226739712619","0.0193461194654194","2"
"Low transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","2"
"Low transfer dependency","1989","Couple + C. LE and GT 16","West Germany","47","0.0386485556831753","0.0263848220044702","0.0509122893618805","2"
"Low transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","2"
"No transfer dependency","1989","1-pers.-HH","West Germany","887","0.841340528017937","0.819314838927162","0.863366217108712","0"
"No transfer dependency","1989","1-pers.-HH","East Germany","","","","","0"
"No transfer dependency","1989","(Married) couple without C. ","West Germany","1925","0.888296796979867","0.875205202001599","0.901388391958135","0"
"No transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","0"
"No transfer dependency","1989","Single parent ","West Germany","165","0.39466768018101","0.349203504775135","0.440131855586885","0"
"No transfer dependency","1989","Single parent ","East Germany","","","","","0"
"No transfer dependency","1989","Couple + C. LE 16 ","West Germany","36","0.0159674420679388","0.0105425928783736","0.021392291257504","0"
"No transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","0"
"No transfer dependency","1989","Couple + C. GT 16 ","West Germany","700","0.393386624034191","0.37132825351237","0.415444994556012","0"
"No transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","0"
"No transfer dependency","1989","Couple + C. LE and GT 16","West Germany","20","","","","0"
"No transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","0"
"Very high transfer dependency","1989","1-pers.-HH","West Germany","17","","","","4"
"Very high transfer dependency","1989","1-pers.-HH","East Germany","","","","","4"
"Very high transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","4"
"Very high transfer dependency","1989","(Married) couple without C. ","West Germany","8","","","","4"
"Very high transfer dependency","1989","Single parent ","West Germany","6","","","","4"
"Very high transfer dependency","1989","Single parent ","East Germany","","","","","4"
"Very high transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","4"
"Very high transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","4"
"Very high transfer dependency","1989","Couple + C. LE and GT 16","West Germany","3","","","","4"
"Very high transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","4"
"Very high transfer dependency","1989","Couple + C. LE 16 ","West Germany","10","","","","4"
"Very high transfer dependency","1989","Couple + C. GT 16 ","West Germany","10","","","","4"
"Very low transfer dependency","1989","1-pers.-HH","West Germany","103","0.0967567816595259","0.0789348957423558","0.114578667576696","1"
"Very low transfer dependency","1989","1-pers.-HH","East Germany","","","","","1"
"Very low transfer dependency","1989","(Married) couple without C. ","West Germany","209","0.0786031279195981","0.0674184371680979","0.0897878186710982","1"
"Very low transfer dependency","1989","(Married) couple without C. ","East Germany","","","","","1"
"Very low transfer dependency","1989","Single parent ","West Germany","223","0.463031607145248","0.416651015301303","0.509412198989193","1"
"Very low transfer dependency","1989","Single parent ","East Germany","","","","","1"
"Very low transfer dependency","1989","Couple + C. LE 16 ","West Germany","1885","0.921120271990933","0.909454697446392","0.932785846535474","1"
"Very low transfer dependency","1989","Couple + C. LE 16 ","East Germany","","","","","1"
"Very low transfer dependency","1989","Couple + C. GT 16 ","West Germany","1116","0.584967889688446","0.562718684320734","0.607217095056159","1"
"Very low transfer dependency","1989","Couple + C. GT 16 ","East Germany","","","","","1"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","West Germany","855","0.914661164872235","0.896885802626006","0.932436527118465","1"
"Very low transfer dependency","1989","Couple + C. LE and GT 16","East Germany","","","","","1"
"Complete transfer dependency","1990","Couple + C. LE 16 ","East Germany","","","","","5"
"Complete transfer dependency","1990","1-pers.-HH","West Germany","11","","","","5"
"Complete transfer dependency","1990","1-pers.-HH","East Germany","","","","","5"
"Complete transfer dependency","1990","(Married) couple without C. ","West Germany","12","","","","5"
"Complete transfer dependency","1990","(Married) couple without C. ","East Germany","","","","","5"
"Complete transfer dependency","1990","Single parent ","West Germany","5","","","","5"
"Complete transfer dependency","1990","Single parent ","East Germany","","","","","5"
"Complete transfer dependency","1990","Couple + C. LE 16 ","West Germany","14","","","","5"
"Complete transfer dependency","1990","Couple + C. GT 16 ","West Germany","6","","","","5"
"Complete transfer dependency","1990","Couple + C. GT 16 ","East Germany","","","","","5"
"Complete transfer dependency","1990","Couple + C. LE and GT 16","West Germany","3","","","","5"
