"transab_cat","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2014","Baden-Württemberg","Not Working","73","0.050665847119001","0.037425633493358","0.063906060744644"
"Low transfer dependency","2014","Bavaria","Full Time","65","0.0206690173681634","0.0140012897765154","0.0273367449598114"
"Low transfer dependency","2014","Bavaria","Part Time","102","0.0785733417726687","0.0637691303551293","0.0933775531902082"
"Low transfer dependency","2014","Bavaria","Not Working","114","0.0612912339908162","0.0488937582444818","0.0736887097371506"
"Low transfer dependency","2014","Berlin","Full Time","19","","",""
"Low transfer dependency","2014","Berlin","Part Time","51","0.195539093800807","0.149000285275301","0.242077902326314"
"Low transfer dependency","2014","Berlin","Not Working","28","","",""
"Low transfer dependency","2014","Brandenburg","Full Time","25","","",""
"Low transfer dependency","2014","Brandenburg","Part Time","37","0.128013088732421","0.0841622574430479","0.171863920021793"
"Low transfer dependency","2014","Brandenburg","Not Working","41","0.0589157224224627","0.0371600907887772","0.0806713540561483"
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Full Time","19","","",""
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Part Time","20","","",""
"Low transfer dependency","2014","Mecklenburg-Western Pomerania","Not Working","19","","",""
"Low transfer dependency","2014","Saxony","Full Time","35","0.0388674831326642","0.0241442245056403","0.053590741759688"
"Low transfer dependency","2014","Saxony","Part Time","45","0.100800037366456","0.0696571157011005","0.131942959031812"
"Low transfer dependency","2014","Saxony","Not Working","42","0.0414393027926284","0.025425088445222","0.0574535171400348"
"Low transfer dependency","2014","Saxony-Anhalt","Full Time","32","0.0572539010848641","0.0330521731952423","0.0814556289744859"
"Low transfer dependency","2014","Saxony-Anhalt","Part Time","39","0.139678157948912","0.0954512259575744","0.18390508994025"
"Low transfer dependency","2014","Saxony-Anhalt","Not Working","36","0.0636537067065979","0.0389442865408991","0.0883631268722966"
"Low transfer dependency","2014","Thuringia","Full Time","24","","",""
"Low transfer dependency","2014","Thuringia","Part Time","35","0.170020491191172","0.121682520172483","0.21835846220986"
"Low transfer dependency","2014","Thuringia","Not Working","33","0.0637659327853201","0.0394853073783831","0.0880465581922571"
"High transfer dependency","2014","Schleswig-Holstein","Full Time","4","","",""
"High transfer dependency","2014","Schleswig-Holstein","Part Time","23","","",""
"High transfer dependency","2014","Schleswig-Holstein","Not Working","25","","",""
"High transfer dependency","2014","Hamburg","Full Time","3","","",""
"High transfer dependency","2014","Hamburg","Part Time","6","","",""
"High transfer dependency","2014","Hamburg","Not Working","12","","",""
"High transfer dependency","2014","Lower Saxony","Full Time","17","","",""
"High transfer dependency","2014","Lower Saxony","Part Time","56","0.0482369147527922","0.0328818560361189","0.0635919734694656"
"High transfer dependency","2014","Lower Saxony","Not Working","73","0.0388083272042028","0.0268016631212999","0.0508149912871058"
"High transfer dependency","2014","Bremen","Full Time","1","","",""
"High transfer dependency","2014","Bremen","Part Time","9","","",""
"High transfer dependency","2014","Bremen","Not Working","12","","",""
"High transfer dependency","2014","North Rhine-Westphalia","Full Time","31","0.00887337891100059","0.00478073248864408","0.0129660253333571"
"High transfer dependency","2014","North Rhine-Westphalia","Part Time","100","0.0459048835716307","0.0357947135962694","0.0560150535469919"
"High transfer dependency","2014","North Rhine-Westphalia","Not Working","112","0.0277863308232298","0.0206487828704415","0.034923878776018"
"High transfer dependency","2014","Hesse","Full Time","6","","",""
"High transfer dependency","2014","Hesse","Part Time","28","","",""
"High transfer dependency","2014","Hesse","Not Working","33","0.0337529870382693","0.0197725977463951","0.0477333763301436"
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Full Time","7","","",""
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Part Time","21","","",""
"High transfer dependency","2014","Rhineland-Palatinate,Saarland","Not Working","24","","",""
"High transfer dependency","2014","Baden-Württemberg","Full Time","9","","",""
"High transfer dependency","2014","Baden-Württemberg","Part Time","31","0.0183683446301343","0.00974750786442011","0.0269891813958485"
"High transfer dependency","2014","Baden-Württemberg","Not Working","39","0.0244635705947837","0.0151372690336543","0.0337898721559131"
"High transfer dependency","2014","Bavaria","Full Time","5","","",""
"High transfer dependency","2014","Bavaria","Part Time","52","0.0295824700929718","0.0202603688860104","0.0389045712999331"
"High transfer dependency","2014","Bavaria","Not Working","40","0.0202485776363629","0.0129687036785485","0.0275284515941772"
"High transfer dependency","2014","Berlin","Full Time","10","","",""
"High transfer dependency","2014","Berlin","Part Time","21","","",""
"High transfer dependency","2014","Berlin","Not Working","37","0.0797096732167632","0.0516928551693718","0.107726491264155"
"High transfer dependency","2014","Brandenburg","Full Time","6","","",""
"High transfer dependency","2014","Brandenburg","Part Time","27","","",""
"High transfer dependency","2014","Brandenburg","Not Working","29","","",""
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Full Time","6","","",""
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Part Time","15","","",""
"High transfer dependency","2014","Mecklenburg-Western Pomerania","Not Working","13","","",""
"High transfer dependency","2014","Saxony","Full Time","8","","",""
"High transfer dependency","2014","Saxony","Part Time","40","0.104680668372714","0.0730124893707557","0.136348847374672"
"High transfer dependency","2014","Saxony","Not Working","38","0.0558522170655854","0.0374007965981228","0.0743036375330479"
"High transfer dependency","2014","Saxony-Anhalt","Full Time","9","","",""
"High transfer dependency","2014","Saxony-Anhalt","Part Time","33","0.119270291500964","0.0779199069356866","0.160620676066242"
"High transfer dependency","2014","Saxony-Anhalt","Not Working","22","","",""
"High transfer dependency","2014","Thuringia","Full Time","5","","",""
"High transfer dependency","2014","Thuringia","Part Time","16","","",""
"High transfer dependency","2014","Thuringia","Not Working","23","","",""
"Very high transfer dependency","2014","Schleswig-Holstein","Full Time","2","","",""
"Very high transfer dependency","2014","Schleswig-Holstein","Part Time","17","","",""
"Very high transfer dependency","2014","Schleswig-Holstein","Not Working","16","","",""
"Very high transfer dependency","2014","Hamburg","Full Time","","","",""
"Very high transfer dependency","2014","Hamburg","Part Time","1","","",""
"Very high transfer dependency","2014","Hamburg","Not Working","6","","",""
"Very high transfer dependency","2014","Lower Saxony","Full Time","3","","",""
"Very high transfer dependency","2014","Lower Saxony","Part Time","36","0.0404266830605655","0.0263120228244395","0.0545413432966915"
"Very high transfer dependency","2014","Lower Saxony","Not Working","57","0.0433759367814138","0.0307125467597111","0.0560393268031164"
"Very high transfer dependency","2014","Bremen","Full Time","1","","",""
"Very high transfer dependency","2014","Bremen","Part Time","7","","",""
"Very high transfer dependency","2014","Bremen","Not Working","14","","",""
"Very high transfer dependency","2014","North Rhine-Westphalia","Full Time","4","","",""
"Very high transfer dependency","2014","North Rhine-Westphalia","Part Time","70","0.0233412898736121","0.0160472687713517","0.0306353109758725"
"Very high transfer dependency","2014","North Rhine-Westphalia","Not Working","103","0.0270612013733393","0.0200147757166844","0.0341076270299942"
"Very high transfer dependency","2014","Hesse","Full Time","1","","",""
"Very high transfer dependency","2014","Hesse","Part Time","26","","",""
"Very high transfer dependency","2014","Hesse","Not Working","43","0.045061528680001","0.0290028528362528","0.0611202045237492"
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Full Time","1","","",""
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Part Time","17","","",""
"Very high transfer dependency","2014","Rhineland-Palatinate,Saarland","Not Working","21","","",""
"Very high transfer dependency","2014","Baden-Württemberg","Full Time","2","","",""
"Very high transfer dependency","2014","Baden-Württemberg","Part Time","19","","",""
"Very high transfer dependency","2014","Baden-Württemberg","Not Working","34","0.0236919883081243","0.0145103122331845","0.0328736643830642"
"Very high transfer dependency","2014","Bavaria","Full Time","5","","",""
"Very high transfer dependency","2014","Bavaria","Part Time","24","","",""
"Very high transfer dependency","2014","Bavaria","Not Working","34","0.0228294490375207","0.0151097290403353","0.0305491690347061"
"Very high transfer dependency","2014","Berlin","Full Time","3","","",""
"Very high transfer dependency","2014","Berlin","Part Time","19","","",""
"Very high transfer dependency","2014","Berlin","Not Working","28","","",""
"Very high transfer dependency","2014","Brandenburg","Full Time","2","","",""
"Very high transfer dependency","2014","Brandenburg","Part Time","12","","",""
"Very high transfer dependency","2014","Brandenburg","Not Working","17","","",""
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Full Time","1","","",""
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Part Time","7","","",""
"Very high transfer dependency","2014","Mecklenburg-Western Pomerania","Not Working","17","","",""
"Very high transfer dependency","2014","Saxony","Full Time","2","","",""
"Very high transfer dependency","2014","Saxony","Part Time","21","","",""
"Very high transfer dependency","2014","Saxony","Not Working","22","","",""
"Very high transfer dependency","2014","Saxony-Anhalt","Full Time","2","","",""
"Very high transfer dependency","2014","Saxony-Anhalt","Part Time","15","","",""
"Very high transfer dependency","2014","Saxony-Anhalt","Not Working","17","","",""
"Very high transfer dependency","2014","Thuringia","Full Time","","","",""
"Very high transfer dependency","2014","Thuringia","Part Time","15","","",""
"Very high transfer dependency","2014","Thuringia","Not Working","17","","",""
"Complete transfer dependency","2014","Schleswig-Holstein","Full Time","","","",""
"Complete transfer dependency","2014","Schleswig-Holstein","Part Time","","","",""
"Complete transfer dependency","2014","Schleswig-Holstein","Not Working","24","","",""
"Complete transfer dependency","2014","Hamburg","Full Time","","","",""
"Complete transfer dependency","2014","Hamburg","Part Time","","","",""
"Complete transfer dependency","2014","Hamburg","Not Working","9","","",""
"Complete transfer dependency","2014","Lower Saxony","Full Time","","","",""
"Complete transfer dependency","2014","Lower Saxony","Part Time","","","",""
"Complete transfer dependency","2014","Lower Saxony","Not Working","32","0.0224795536621808","0.0132642072392554","0.0316949000851062"
"Complete transfer dependency","2014","Bremen","Full Time","","","",""
"Complete transfer dependency","2014","Bremen","Part Time","","","",""
"Complete transfer dependency","2014","Bremen","Not Working","8","","",""
"Complete transfer dependency","2014","North Rhine-Westphalia","Full Time","","","",""
"Complete transfer dependency","2014","North Rhine-Westphalia","Part Time","","","",""
"Complete transfer dependency","2014","North Rhine-Westphalia","Not Working","134","0.0628330296287257","0.0522951055878262","0.0733709536696252"
"Complete transfer dependency","2014","Hesse","Full Time","","","",""
"Complete transfer dependency","2014","Hesse","Part Time","","","",""
"Complete transfer dependency","2014","Hesse","Not Working","26","","",""
"Complete transfer dependency","2014","Rhineland-Palatinate,Saarland","Full Time","","","",""
"Complete transfer dependency","2014","Rhineland-Palatinate,Saarland","Part Time","","","",""
"Complete transfer dependency","2014","Rhineland-Palatinate,Saarland","Not Working","35","0.0500031056884958","0.0326645336252894","0.0673416777517023"
"Complete transfer dependency","2014","Baden-Württemberg","Full Time","","","",""
"Complete transfer dependency","2014","Baden-Württemberg","Part Time","","","",""
"Complete transfer dependency","2014","Baden-Württemberg","Not Working","25","","",""
"Complete transfer dependency","2014","Bavaria","Full Time","","","",""
"Complete transfer dependency","2014","Bavaria","Part Time","","","",""
"Complete transfer dependency","2014","Bavaria","Not Working","46","0.0285843073361584","0.0199716921781491","0.0371969224941678"
"Complete transfer dependency","2014","Berlin","Full Time","","","",""
"Complete transfer dependency","2014","Berlin","Part Time","","","",""
"Complete transfer dependency","2014","Berlin","Not Working","15","","",""
"Complete transfer dependency","2014","Brandenburg","Full Time","","","",""
"Complete transfer dependency","2014","Brandenburg","Part Time","","","",""
"Complete transfer dependency","2014","Brandenburg","Not Working","33","0.0877026120086344","0.0615679845445439","0.113837239472725"
"Complete transfer dependency","2014","Mecklenburg-Western Pomerania","Full Time","","","",""
"Complete transfer dependency","2014","Mecklenburg-Western Pomerania","Part Time","","","",""
"Complete transfer dependency","2014","Mecklenburg-Western Pomerania","Not Working","15","","",""
"Complete transfer dependency","2014","Saxony","Full Time","","","",""
"Complete transfer dependency","2014","Saxony","Part Time","","","",""
"Complete transfer dependency","2014","Saxony","Not Working","32","0.0684643160656878","0.0481724730820034","0.0887561590493721"
"Complete transfer dependency","2014","Saxony-Anhalt","Full Time","","","",""
"Complete transfer dependency","2014","Saxony-Anhalt","Part Time","","","",""
"Complete transfer dependency","2014","Saxony-Anhalt","Not Working","31","0.0624966954954541","0.0379977501913678","0.0869956407995404"
"Complete transfer dependency","2014","Thuringia","Full Time","","","",""
"Complete transfer dependency","2014","Thuringia","Part Time","","","",""
"Complete transfer dependency","2014","Thuringia","Not Working","21","","",""
"No transfer dependency","2015","Schleswig-Holstein","Full Time","83","0.533978070944149","0.47533852744369","0.592617614444608"
"No transfer dependency","2015","Schleswig-Holstein","Part Time","46","0.274780614850116","0.221533760450643","0.32802746924959"
"No transfer dependency","2015","Schleswig-Holstein","Not Working","167","0.645186927824896","0.59484545245746","0.695528403192331"
"No transfer dependency","2015","Hamburg","Full Time","62","0.683282864067712","0.613146897897357","0.753418830238067"
"No transfer dependency","2015","Hamburg","Part Time","26","","",""
"No transfer dependency","2015","Hamburg","Not Working","100","0.732516179176747","0.667305484355357","0.797726873998137"
"No transfer dependency","2015","Lower Saxony","Full Time","302","0.558655711221984","0.525056584667741","0.592254837776227"
"No transfer dependency","2015","Lower Saxony","Part Time","165","0.343670416424993","0.308955533056238","0.378385299793748"
"No transfer dependency","2015","Lower Saxony","Not Working","500","0.627593344517752","0.59881397128157","0.656372717753935"
"No transfer dependency","2015","Bremen","Full Time","19","","",""
"No transfer dependency","2015","Bremen","Part Time","8","","",""
"No transfer dependency","2015","Bremen","Not Working","34","0.515518025460535","0.411101919136013","0.619934131785058"
"No transfer dependency","2015","North Rhine-Westphalia","Full Time","638","0.507720553750245","0.485043106977253","0.530398000523236"
"No transfer dependency","2015","North Rhine-Westphalia","Part Time","353","0.371316497614291","0.34693077806056","0.395702217168022"
"No transfer dependency","2015","North Rhine-Westphalia","Not Working","966","0.592571231997734","0.572362658831386","0.612779805164082"
"No transfer dependency","2015","Hesse","Full Time","246","0.544143034501843","0.506232303249625","0.582053765754062"
"No transfer dependency","2015","Hesse","Part Time","131","0.416469479309784","0.373768632416909","0.45917032620266"
"No transfer dependency","2015","Hesse","Not Working","340","0.599265709038388","0.563569937367029","0.634961480709746"
"No transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","206","0.569464625177981","0.528744254831498","0.610184995524465"
"No transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","107","0.444946678991221","0.395561727910598","0.494331630071844"
"No transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","326","0.61412720820542","0.577403421816704","0.650850994594136"
"No transfer dependency","2015","Baden-Württemberg","Full Time","437","0.571462569741223","0.543357770609884","0.599567368872561"
"No transfer dependency","2015","Baden-Württemberg","Part Time","214","0.382119713306956","0.350196619139254","0.414042807474658"
"No transfer dependency","2015","Baden-Württemberg","Not Working","567","0.638730301898577","0.611391449859033","0.666069153938121"
"No transfer dependency","2015","Bavaria","Full Time","626","0.586543624314754","0.562724459993369","0.610362788636138"
"No transfer dependency","2015","Bavaria","Part Time","276","0.386771873472254","0.359251536172011","0.414292210772497"
"No transfer dependency","2015","Bavaria","Not Working","883","0.679336270693","0.656566238388291","0.702106302997709"
"No transfer dependency","2015","Berlin","Full Time","151","0.63775529421438","0.58492748621206","0.690583102216701"
"No transfer dependency","2015","Berlin","Part Time","74","0.397455854129461","0.338535677679384","0.456376030579538"
"No transfer dependency","2015","Berlin","Not Working","205","0.542556490257054","0.49479793651293","0.590315044001178"
"No transfer dependency","2015","Brandenburg","Full Time","132","0.534577042297274","0.482762442896749","0.586391641697798"
"No transfer dependency","2015","Brandenburg","Part Time","60","0.363146847128365","0.296497809359532","0.429795884897198"
"No transfer dependency","2015","Brandenburg","Not Working","257","0.671094490812926","0.628346420845875","0.713842560779977"
"No transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","74","0.506807168175891","0.436635704130358","0.576978632221424"
"No transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","37","0.384317165963814","0.305413882310286","0.463220449617342"
"No transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","130","0.653142824300127","0.59039027466807","0.715895373932185"
"No transfer dependency","2015","Saxony","Full Time","264","0.547862054899496","0.508170262531568","0.587553847267423"
"No transfer dependency","2015","Saxony","Part Time","104","0.38658383818298","0.33689780078864","0.43626987557732"
"No transfer dependency","2015","Saxony","Not Working","338","0.611859989931213","0.572199842140002","0.651520137722423"
"No transfer dependency","2015","Saxony-Anhalt","Full Time","126","0.514466290434954","0.458467901411248","0.570464679458659"
"No transfer dependency","2015","Saxony-Anhalt","Part Time","55","0.32811717849631","0.263527767386441","0.392706589606179"
"No transfer dependency","2015","Saxony-Anhalt","Not Working","208","0.58423711221669","0.535006509026939","0.633467715406442"
"No transfer dependency","2015","Thuringia","Full Time","155","0.603354054748539","0.553304215578925","0.653403893918152"
"No transfer dependency","2015","Thuringia","Part Time","69","0.337300511525781","0.272262554661337","0.402338468390226"
"No transfer dependency","2015","Thuringia","Not Working","245","0.670650310192633","0.625378838303302","0.715921782081963"
"Very low transfer dependency","2015","Schleswig-Holstein","Full Time","176","0.428641967766213","0.370468198155839","0.486815737376587"
"Very low transfer dependency","2015","Schleswig-Holstein","Part Time","159","0.520478941143432","0.460889181671271","0.580068700615592"
"Very low transfer dependency","2015","Schleswig-Holstein","Not Working","83","0.164139524247079","0.125167152755088","0.203111895739069"
"Very low transfer dependency","2015","Hamburg","Full Time","102","0.262277507791619","0.195959453610877","0.328595561972361"
"Very low transfer dependency","2015","Hamburg","Part Time","77","0.452752228591232","0.362941258683315","0.542563198499149"
"Very low transfer dependency","2015","Hamburg","Not Working","39","0.136104537111548","0.0855886067554658","0.186620467467631"
"Very low transfer dependency","2015","Lower Saxony","Full Time","493","0.415348776902099","0.382004445793023","0.448693108011175"
"Very low transfer dependency","2015","Lower Saxony","Part Time","418","0.474131379366239","0.437633164489946","0.510629594242533"
"Very low transfer dependency","2015","Lower Saxony","Not Working","304","0.20730442627574","0.183172557555932","0.231436294995547"
"Very low transfer dependency","2015","Bremen","Full Time","24","","",""
"Very low transfer dependency","2015","Bremen","Part Time","28","","",""
"Very low transfer dependency","2015","Bremen","Not Working","12","","",""
"Very low transfer dependency","2015","North Rhine-Westphalia","Full Time","1128","0.458562035901581","0.435959907776455","0.481164164026707"
"Very low transfer dependency","2015","North Rhine-Westphalia","Part Time","872","0.470197643416287","0.445006691021185","0.495388595811388"
"Very low transfer dependency","2015","North Rhine-Westphalia","Not Working","633","0.221127181522879","0.204058740216244","0.238195622829514"
"Very low transfer dependency","2015","Hesse","Full Time","385","0.433708920428438","0.395985560753398","0.471432280103478"
"Very low transfer dependency","2015","Hesse","Part Time","305","0.463767320549141","0.420571689736372","0.506962951361911"
"Very low transfer dependency","2015","Hesse","Not Working","200","0.205280478946174","0.175859333667347","0.234701624225001"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","331","0.400964990257098","0.360660516711939","0.441269463802256"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","219","0.405402185289109","0.356612503296641","0.454191867281577"
"Very low transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","207","0.236016492406268","0.203982625107018","0.268050359705517"
"Very low transfer dependency","2015","Baden-Württemberg","Full Time","708","0.407766767603415","0.379857752458963","0.435675782747867"
"Very low transfer dependency","2015","Baden-Württemberg","Part Time","555","0.505165621704924","0.472318303803709","0.538012939606139"
"Very low transfer dependency","2015","Baden-Württemberg","Not Working","418","0.240016170495195","0.215709348896639","0.26432299209375"
"Very low transfer dependency","2015","Bavaria","Full Time","952","0.394751456908735","0.371109127626023","0.418393786191447"
"Very low transfer dependency","2015","Bavaria","Part Time","783","0.491607732711779","0.463357365444264","0.519858099979295"
"Very low transfer dependency","2015","Bavaria","Not Working","498","0.203288954571417","0.183655187419028","0.222922721723805"
"Very low transfer dependency","2015","Berlin","Full Time","141","0.288334134187955","0.238546598755576","0.338121669620335"
"Very low transfer dependency","2015","Berlin","Part Time","117","0.31755086899173","0.261501987614933","0.373599750368527"
"Very low transfer dependency","2015","Berlin","Not Working","89","0.173928718261663","0.13759127551497","0.210266161008355"
"Very low transfer dependency","2015","Brandenburg","Full Time","188","0.405453184848627","0.354451270375614","0.45645509932164"
"Very low transfer dependency","2015","Brandenburg","Part Time","83","0.365894302013962","0.299138080939195","0.432650523088729"
"Very low transfer dependency","2015","Brandenburg","Not Working","86","0.115577401559704","0.0864866139624736","0.144668189156933"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","102","0.426264754235372","0.356854080050931","0.495675428419813"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","54","0.304542896003715","0.229892679153843","0.379193112853587"
"Very low transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","30","0.102127873991586","0.0622041224238058","0.142051625559367"
"Very low transfer dependency","2015","Saxony","Full Time","299","0.413590077070746","0.374315154973366","0.452864999168126"
"Very low transfer dependency","2015","Saxony","Part Time","166","0.367449250982943","0.318258746301782","0.416639755664103"
"Very low transfer dependency","2015","Saxony","Not Working","106","0.205286425343783","0.17241492505969","0.238157925627876"
"Very low transfer dependency","2015","Saxony-Anhalt","Full Time","146","0.350039277691571","0.296596462951944","0.403482092431197"
"Very low transfer dependency","2015","Saxony-Anhalt","Part Time","82","0.382762646826138","0.315898863456833","0.449626430195443"
"Very low transfer dependency","2015","Saxony-Anhalt","Not Working","68","0.154028268508655","0.117970747225946","0.190085789791364"
"Very low transfer dependency","2015","Thuringia","Full Time","182","0.347925163942652","0.299194009539924","0.39665631834538"
"Very low transfer dependency","2015","Thuringia","Part Time","82","0.352285556827176","0.286574374442833","0.417996739211518"
"Very low transfer dependency","2015","Thuringia","Not Working","78","0.167658224041145","0.131674078254661","0.203642369827629"
"Low transfer dependency","2015","Schleswig-Holstein","Full Time","13","","",""
"Low transfer dependency","2015","Schleswig-Holstein","Part Time","27","","",""
"Low transfer dependency","2015","Schleswig-Holstein","Not Working","29","","",""
"Low transfer dependency","2015","Hamburg","Full Time","3","","",""
"Low transfer dependency","2015","Hamburg","Part Time","8","","",""
"Low transfer dependency","2015","Hamburg","Not Working","4","","",""
"Low transfer dependency","2015","Lower Saxony","Full Time","33","0.0181977893290578","0.00915320879903628","0.0272423698590793"
"Low transfer dependency","2015","Lower Saxony","Part Time","65","0.0845058353534517","0.0641750204880109","0.104836650218893"
"Low transfer dependency","2015","Lower Saxony","Not Working","93","0.055199758410872","0.0416049830340669","0.0687945337876772"
"Low transfer dependency","2015","Bremen","Full Time","1","","",""
"Low transfer dependency","2015","Bremen","Part Time","10","","",""
"Low transfer dependency","2015","Bremen","Not Working","9","","",""
"Low transfer dependency","2015","North Rhine-Westphalia","Full Time","76","0.0246458385380299","0.0176130282531049","0.0316786488229549"
"Low transfer dependency","2015","North Rhine-Westphalia","Part Time","129","0.0742466734399017","0.0610144275988003","0.0874789192810031"
"Low transfer dependency","2015","North Rhine-Westphalia","Not Working","191","0.0619130358115055","0.0520012450803931","0.0718248265426178"
"Low transfer dependency","2015","Hesse","Full Time","27","","",""
"Low transfer dependency","2015","Hesse","Part Time","37","0.0562838347955579","0.0363208421173174","0.0762468274737984"
"Low transfer dependency","2015","Hesse","Not Working","68","0.0476755298923022","0.0321545532923303","0.063196506492274"
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","24","","",""
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","28","","",""
"Low transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","60","0.0584531556848675","0.040755279527139","0.0761510318425959"
"Low transfer dependency","2015","Baden-Württemberg","Full Time","45","0.0198748836795846","0.0119483142634552","0.0278014530957141"
"Low transfer dependency","2015","Baden-Württemberg","Part Time","71","0.046275643959924","0.032473684098957","0.0600776038208911"
"Low transfer dependency","2015","Baden-Württemberg","Not Working","100","0.0616661302623823","0.0479759933685021","0.0753562671562625"
"Low transfer dependency","2015","Bavaria","Full Time","54","0.0139283461544945","0.0082598803943594","0.0195968119146296"
"Low transfer dependency","2015","Bavaria","Part Time","85","0.0803531419407825","0.0649918672745091","0.0957144166070559"
"Low transfer dependency","2015","Bavaria","Not Working","104","0.0596304628195472","0.0480778640070051","0.0711830616320892"
"Low transfer dependency","2015","Berlin","Full Time","21","","",""
"Low transfer dependency","2015","Berlin","Part Time","35","0.164446045836375","0.119816330061083","0.209075761611668"
"Low transfer dependency","2015","Berlin","Not Working","25","","",""
"Low transfer dependency","2015","Brandenburg","Full Time","26","","",""
"Low transfer dependency","2015","Brandenburg","Part Time","32","0.167730031865003","0.115949009632592","0.219511054097414"
"Low transfer dependency","2015","Brandenburg","Not Working","45","0.0677930574245412","0.0449192806966022","0.0906668341524802"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Full Time","14","","",""
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Part Time","31","0.184754353208623","0.121801814693299","0.247706891723947"
"Low transfer dependency","2015","Mecklenburg-Western Pomerania","Not Working","12","","",""
"Low transfer dependency","2015","Saxony","Full Time","34","0.0322902303258708","0.0181928714430213","0.0463875892087203"
"Low transfer dependency","2015","Saxony","Part Time","47","0.117681417906424","0.0848037074043199","0.150559128408528"
"Low transfer dependency","2015","Saxony","Not Working","49","0.0584386158173728","0.0393485083214352","0.0775287233133105"
"Low transfer dependency","2015","Saxony-Anhalt","Full Time","25","","",""
"Low transfer dependency","2015","Saxony-Anhalt","Part Time","24","","",""
"Low transfer dependency","2015","Saxony-Anhalt","Not Working","30","0.0850504489796735","0.0571857339613439","0.112915163998003"
"Low transfer dependency","2015","Thuringia","Full Time","23","","",""
"Low transfer dependency","2015","Thuringia","Part Time","28","","",""
"Low transfer dependency","2015","Thuringia","Not Working","32","0.0487857501092583","0.0280350101616021","0.0695364900569145"
"High transfer dependency","2015","Schleswig-Holstein","Full Time","4","","",""
"High transfer dependency","2015","Schleswig-Holstein","Part Time","26","","",""
"High transfer dependency","2015","Schleswig-Holstein","Not Working","21","","",""
"High transfer dependency","2015","Hamburg","Full Time","2","","",""
"High transfer dependency","2015","Hamburg","Part Time","5","","",""
"High transfer dependency","2015","Hamburg","Not Working","13","","",""
"High transfer dependency","2015","Lower Saxony","Full Time","9","","",""
"High transfer dependency","2015","Lower Saxony","Part Time","43","0.063607122688257","0.0457683253419233","0.0814459200345907"
"High transfer dependency","2015","Lower Saxony","Not Working","57","0.0314826454368716","0.0210876868699388","0.0418776040038045"
"High transfer dependency","2015","Bremen","Full Time","1","","",""
"High transfer dependency","2015","Bremen","Part Time","5","","",""
"High transfer dependency","2015","Bremen","Not Working","5","","",""
"High transfer dependency","2015","North Rhine-Westphalia","Full Time","24","","",""
"High transfer dependency","2015","North Rhine-Westphalia","Part Time","96","0.0513405483539022","0.0402018910949822","0.0624792056128223"
"High transfer dependency","2015","North Rhine-Westphalia","Not Working","152","0.035920998552203","0.0282673232091976","0.0435746738952084"
"High transfer dependency","2015","Hesse","Full Time","5","","",""
"High transfer dependency","2015","Hesse","Part Time","27","","",""
"High transfer dependency","2015","Hesse","Not Working","48","0.0536167630635772","0.0372084995103033","0.070025026616851"
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Full Time","6","","",""
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Part Time","24","","",""
"High transfer dependency","2015","Rhineland-Palatinate,Saarland","Not Working","29","","",""
"High transfer dependency","2015","Baden-Württemberg","Full Time","1","","",""
"High transfer dependency","2015","Baden-Württemberg","Part Time","34","0.0536917470441942","0.0388828344689999","0.0685006596193885"
"High transfer dependency","2015","Baden-Württemberg","Not Working","30","0.0185088638470763","0.0108380963779073","0.0261796313162453"
"High transfer dependency","2015","Bavaria","Full Time","10","","",""
"High transfer dependency","2015","Bavaria","Part Time","42","0.031355522899361","0.0215073763087651","0.041203669489957"
"High transfer dependency","2015","Bavaria","Not Working","41","0.0209116022340765","0.0139308707564836","0.0278923337116693"
