"transab_cat","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"High transfer dependency","2011","indirect migration background","East Germany","12","","",""
"Very high transfer dependency","2011","no migration background","West Germany","328","0.0107199200516015","0.00921118362035678","0.0122286564828462"
"Very high transfer dependency","2011","no migration background","East Germany","272","0.0275029936964639","0.0233833372140309","0.0316226501788968"
"Very high transfer dependency","2011","direct migration background","West Germany","149","0.0335886705746338","0.0271777895583852","0.0399995515908824"
"Very high transfer dependency","2011","direct migration background","East Germany","14","","",""
"Very high transfer dependency","2011","indirect migration background","West Germany","60","0.0342352424263253","0.024316483150247","0.0441540017024036"
"Very high transfer dependency","2011","indirect migration background","East Germany","9","","",""
"Complete transfer dependency","2011","no migration background","West Germany","180","0.00981202566407558","0.00836792943641756","0.0112561218917336"
"Complete transfer dependency","2011","no migration background","East Germany","126","0.0236176064955816","0.0197924008012969","0.0274428121898663"
"Complete transfer dependency","2011","direct migration background","West Germany","142","0.0335363108269539","0.0271302550334996","0.0399423666204083"
"Complete transfer dependency","2011","direct migration background","East Germany","13","","",""
"Complete transfer dependency","2011","indirect migration background","West Germany","37","0.0321072239914508","0.0224911018045856","0.0417233461783159"
"Complete transfer dependency","2011","indirect migration background","East Germany","3","","",""
"No transfer dependency","2012","no migration background","West Germany","7162","0.566719521680658","0.55939598507331","0.574043058288006"
"No transfer dependency","2012","no migration background","East Germany","2465","0.519961852598337","0.507262084862588","0.532661620334085"
"No transfer dependency","2012","direct migration background","West Germany","719","0.372128013563999","0.354375500773382","0.389880526354616"
"No transfer dependency","2012","direct migration background","East Germany","47","0.408370406900956","0.330485294393834","0.486255519408079"
"No transfer dependency","2012","indirect migration background","West Germany","202","0.273371454190605","0.248752588723231","0.297990319657978"
"No transfer dependency","2012","indirect migration background","East Germany","7","","",""
"Very low transfer dependency","2012","no migration background","West Germany","8422","0.354380111128016","0.347310828750597","0.361449393505434"
"Very low transfer dependency","2012","no migration background","East Germany","2144","0.30617040387244","0.294454381948192","0.317886425796688"
"Very low transfer dependency","2012","direct migration background","West Germany","1354","0.426013780455911","0.407852742951809","0.444174817960012"
"Very low transfer dependency","2012","direct migration background","East Germany","44","0.218726943140839","0.153224885776598","0.284229000505079"
"Very low transfer dependency","2012","indirect migration background","West Germany","763","0.552819000732774","0.525354710633059","0.580283290832488"
"Very low transfer dependency","2012","indirect migration background","East Germany","31","0.217841901945658","0.128499186533072","0.307184617358243"
"Low transfer dependency","2012","no migration background","West Germany","1043","0.0390682133565437","0.0362046271327159","0.0419317995803715"
"Low transfer dependency","2012","no migration background","East Germany","645","0.0769704293024632","0.070194920353262","0.0837459382516643"
"Low transfer dependency","2012","direct migration background","West Germany","361","0.0896357056610832","0.0791444800298644","0.100126931292302"
"Low transfer dependency","2012","direct migration background","East Germany","18","","",""
"Low transfer dependency","2012","indirect migration background","West Germany","136","0.0834320075069784","0.0681569126339669","0.09870710237999"
"Low transfer dependency","2012","indirect migration background","East Germany","24","","",""
"High transfer dependency","2012","no migration background","West Germany","494","0.0199696087625012","0.0179020552479467","0.0220371622770558"
"High transfer dependency","2012","no migration background","East Germany","314","0.0403854476839993","0.0353812665073686","0.0453896288606301"
"High transfer dependency","2012","direct migration background","West Germany","197","0.0598386655182735","0.0511276208349829","0.0685497102015642"
"High transfer dependency","2012","direct migration background","East Germany","21","","",""
"High transfer dependency","2012","indirect migration background","West Germany","86","0.0425024109401212","0.0313591871255569","0.0536456347546856"
"High transfer dependency","2012","indirect migration background","East Germany","6","","",""
"Very high transfer dependency","2012","no migration background","West Germany","293","0.0104798198861429","0.00897480274489562","0.0119848370273902"
"Very high transfer dependency","2012","no migration background","East Germany","250","0.0322840952219564","0.0277910539204362","0.0367771365234765"
"Very high transfer dependency","2012","direct migration background","West Germany","113","0.0229463086773663","0.017447181936199","0.0284454354185337"
"Very high transfer dependency","2012","direct migration background","East Germany","9","","",""
"Very high transfer dependency","2012","indirect migration background","West Germany","45","0.0217297836246977","0.0136761412132219","0.0297834260361735"
"Very high transfer dependency","2012","indirect migration background","East Germany","9","","",""
"Complete transfer dependency","2012","no migration background","West Germany","173","0.00938272518613869","0.00795787351547932","0.0108075768567981"
"Complete transfer dependency","2012","no migration background","East Germany","127","0.0242277713208043","0.0203193342734115","0.028136208368197"
"Complete transfer dependency","2012","direct migration background","West Germany","104","0.0294375261233674","0.023229686318765","0.0356453659279699"
"Complete transfer dependency","2012","direct migration background","East Germany","14","","",""
"Complete transfer dependency","2012","indirect migration background","West Germany","27","","",""
"Complete transfer dependency","2012","indirect migration background","East Germany","5","","",""
"No transfer dependency","2013","no migration background","West Germany","6833","0.569474563406944","0.561976237808673","0.576972889005216"
"No transfer dependency","2013","no migration background","East Germany","2390","0.544198534724041","0.531153074654614","0.557243994793469"
"No transfer dependency","2013","direct migration background","West Germany","1388","0.398435309756519","0.385917530885643","0.410953088627394"
"No transfer dependency","2013","direct migration background","East Germany","87","0.360909113182604","0.31567309401589","0.406145132349317"
"No transfer dependency","2013","indirect migration background","West Germany","383","0.283573052154488","0.26416546027572","0.302980644033255"
"No transfer dependency","2013","indirect migration background","East Germany","11","","",""
"Very low transfer dependency","2013","no migration background","West Germany","8062","0.348708650653722","0.341491816298076","0.355925485009367"
"Very low transfer dependency","2013","no migration background","East Germany","2088","0.295953119175491","0.283996590564397","0.307909647786586"
"Very low transfer dependency","2013","direct migration background","West Germany","2845","0.388180716153588","0.375720207917199","0.400641224389976"
"Very low transfer dependency","2013","direct migration background","East Germany","145","0.318020178359388","0.274155268247221","0.361885088471554"
"Very low transfer dependency","2013","indirect migration background","West Germany","1157","0.481515887705005","0.460001635637151","0.503030139772859"
"Very low transfer dependency","2013","indirect migration background","East Germany","51","0.36677032944778","0.275880782435874","0.457659876459685"
"Low transfer dependency","2013","no migration background","West Germany","983","0.0434167880838064","0.0403306315876995","0.0465029445799133"
"Low transfer dependency","2013","no migration background","East Germany","485","0.065554047814579","0.0590711420671544","0.0720369535620035"
"Low transfer dependency","2013","direct migration background","West Germany","705","0.0918501823276042","0.0844655996216259","0.0992347650335826"
"Low transfer dependency","2013","direct migration background","East Germany","59","0.100611704902393","0.0722780883196572","0.128945321485128"
"Low transfer dependency","2013","indirect migration background","West Germany","225","0.0925120625001383","0.0800361354204603","0.104987989579816"
"Low transfer dependency","2013","indirect migration background","East Germany","20","","",""
"High transfer dependency","2013","no migration background","West Germany","456","0.0177951853523721","0.015793111890326","0.0197972588144183"
"High transfer dependency","2013","no migration background","East Germany","293","0.0407292940329198","0.0355518323957617","0.0459067556700778"
"High transfer dependency","2013","direct migration background","West Germany","433","0.0516262888022678","0.0459686866503906","0.0572838909541451"
"High transfer dependency","2013","direct migration background","East Germany","42","0.0615498740391031","0.0389126418422188","0.0841871062359875"
"High transfer dependency","2013","indirect migration background","West Germany","144","0.055157559009612","0.0453279683837212","0.0649871496355028"
"High transfer dependency","2013","indirect migration background","East Germany","12","","",""
"Very high transfer dependency","2013","no migration background","West Germany","254","0.0100200129110456","0.00851175688249587","0.0115282689395953"
"Very high transfer dependency","2013","no migration background","East Germany","242","0.0315607890581099","0.0269814482506753","0.0361401298655445"
"Very high transfer dependency","2013","direct migration background","West Germany","241","0.0304564846660894","0.0260627812487897","0.0348501880833892"
"Very high transfer dependency","2013","direct migration background","East Germany","49","0.0755863844673265","0.0506886921496339","0.100484076785019"
"Very high transfer dependency","2013","indirect migration background","West Germany","97","0.0442860516845627","0.0354277460809098","0.0531443572882155"
"Very high transfer dependency","2013","indirect migration background","East Germany","8","","",""
"Complete transfer dependency","2013","no migration background","West Germany","163","0.01058479959211","0.00903506141924619","0.0121345377649738"
"Complete transfer dependency","2013","no migration background","East Germany","101","0.0220042151948587","0.018161711528632","0.0258467188610854"
"Complete transfer dependency","2013","direct migration background","West Germany","264","0.0394510182939321","0.0344736925515246","0.0444283440363396"
"Complete transfer dependency","2013","direct migration background","East Germany","51","0.0833227450491864","0.0572915470669385","0.109353943031434"
"Complete transfer dependency","2013","indirect migration background","West Germany","66","0.0429553869461942","0.0342251079099905","0.0516856659823979"
"Complete transfer dependency","2013","indirect migration background","East Germany","6","","",""
"No transfer dependency","2014","no migration background","West Germany","6469","0.573114248386944","0.565262858109118","0.580965638664769"
"No transfer dependency","2014","no migration background","East Germany","2328","0.545583951960187","0.53197717597277","0.559190727947603"
"No transfer dependency","2014","direct migration background","West Germany","1028","0.376937314566888","0.363117774673018","0.390756854460758"
"No transfer dependency","2014","direct migration background","East Germany","78","0.35463664360703","0.304373178581755","0.404900108632305"
"No transfer dependency","2014","indirect migration background","West Germany","278","0.249533529690056","0.229373481799841","0.26969357758027"
"No transfer dependency","2014","indirect migration background","East Germany","15","","",""
"Very low transfer dependency","2014","no migration background","West Germany","7209","0.344554327984792","0.337010924499207","0.352097731470377"
"Very low transfer dependency","2014","no migration background","East Germany","1856","0.292407666980201","0.279977311513496","0.304838022446906"
"Very low transfer dependency","2014","direct migration background","West Germany","2285","0.389581092631766","0.375674969491809","0.403487215771723"
"Very low transfer dependency","2014","direct migration background","East Germany","108","0.235472292771941","0.1908938401002","0.280050745443682"
"Very low transfer dependency","2014","indirect migration background","West Germany","1049","0.50794402624631","0.484653642690809","0.531234409801812"
"Very low transfer dependency","2014","indirect migration background","East Germany","56","0.40169596269546","0.311703659808702","0.491688265582217"
"Low transfer dependency","2014","no migration background","West Germany","844","0.0429220597650345","0.0397048152888172","0.0461393042412518"
"Low transfer dependency","2014","no migration background","East Germany","447","0.0678316502238977","0.0609600010475179","0.0747032994002775"
"Low transfer dependency","2014","direct migration background","West Germany","605","0.103248420494032","0.0945713938713878","0.111925447116677"
"Low transfer dependency","2014","direct migration background","East Germany","60","0.119207046949008","0.0851625948244825","0.153251499073534"
"Low transfer dependency","2014","indirect migration background","West Germany","209","0.105133994714658","0.0908446587894639","0.119423330639852"
"Low transfer dependency","2014","indirect migration background","East Germany","18","","",""
"High transfer dependency","2014","no migration background","West Germany","348","0.0184754431314517","0.0163378839383194","0.020613002324584"
"High transfer dependency","2014","no migration background","East Germany","261","0.0436364986978123","0.0380539302592297","0.0492190671363948"
"High transfer dependency","2014","direct migration background","West Germany","359","0.0520983498235189","0.0457613051316176","0.0584353945154203"
"High transfer dependency","2014","direct migration background","East Germany","47","0.160980654955643","0.122367854450966","0.19959345546032"
"High transfer dependency","2014","indirect migration background","West Germany","108","0.047619381042371","0.0376983089530644","0.0575404531316776"
"High transfer dependency","2014","indirect migration background","East Germany","14","","",""
"Very high transfer dependency","2014","no migration background","West Germany","241","0.0107552558206561","0.00911794028934818","0.0123925713519639"
"Very high transfer dependency","2014","no migration background","East Germany","146","0.0251082960062998","0.0208328205428056","0.0293837714697939"
"Very high transfer dependency","2014","direct migration background","West Germany","278","0.0457436264102335","0.0397857570405674","0.0517014957798995"
"Very high transfer dependency","2014","direct migration background","East Germany","29","","",""
"Very high transfer dependency","2014","indirect migration background","West Germany","81","0.0486931451686308","0.038666499111198","0.0587197912260635"
"Very high transfer dependency","2014","indirect migration background","East Germany","6","","",""
"Complete transfer dependency","2014","no migration background","West Germany","135","0.0101786649111222","0.0085853781510415","0.0117719516712029"
"Complete transfer dependency","2014","no migration background","East Germany","106","0.0254319361316024","0.0211297082448474","0.0297341640183573"
"Complete transfer dependency","2014","direct migration background","West Germany","169","0.0323911960735611","0.0273427636810928","0.0374396284660293"
"Complete transfer dependency","2014","direct migration background","East Germany","26","","",""
"Complete transfer dependency","2014","indirect migration background","West Germany","45","0.0410759231379742","0.0318300647866409","0.0503217814893075"
"Complete transfer dependency","2014","indirect migration background","East Germany","5","","",""
"No transfer dependency","2015","no migration background","West Germany","6308","0.587157774424502","0.579158671415596","0.595156877433408"
"No transfer dependency","2015","no migration background","East Germany","2304","0.551699293531347","0.537794439296588","0.565604147766106"
"No transfer dependency","2015","direct migration background","West Germany","1457","0.409406579375949","0.39634454736152","0.422468611390378"
"No transfer dependency","2015","direct migration background","East Germany","121","0.471343001988435","0.423885032750478","0.518800971226392"
"No transfer dependency","2015","indirect migration background","West Germany","305","0.293912158980238","0.27197779834115","0.315846519619325"
"No transfer dependency","2015","indirect migration background","East Germany","17","","",""
"Very low transfer dependency","2015","no migration background","West Germany","6900","0.335093249669033","0.327424315019109","0.342762184318956"
"Very low transfer dependency","2015","no migration background","East Germany","1725","0.289817851859066","0.277133217378977","0.302502486339155"
"Very low transfer dependency","2015","direct migration background","West Germany","2459","0.367499924977361","0.354692909015073","0.38030694093965"
"Very low transfer dependency","2015","direct migration background","East Germany","133","0.241299869623341","0.200621152428601","0.28197858681808"
"Very low transfer dependency","2015","indirect migration background","West Germany","935","0.466475437338607","0.442455136833867","0.490495737843346"
"Very low transfer dependency","2015","indirect migration background","East Germany","56","0.425223161785257","0.334867107729567","0.515579215840947"
"Low transfer dependency","2015","no migration background","West Germany","697","0.0371449198368796","0.0340723483068314","0.0402174913669278"
"Low transfer dependency","2015","no migration background","East Germany","422","0.0724330369994825","0.0651858161112392","0.0796802578877257"
"Low transfer dependency","2015","direct migration background","West Germany","578","0.0921685004539735","0.0844845789886242","0.0998524219193228"
"Low transfer dependency","2015","direct migration background","East Germany","51","0.0750242619791229","0.049979341178616","0.10006918277963"
"Low transfer dependency","2015","indirect migration background","West Germany","160","0.081328978392686","0.0681679597610275","0.0944899970243445"
"Low transfer dependency","2015","indirect migration background","East Germany","19","","",""
"High transfer dependency","2015","no migration background","West Germany","305","0.0171849492608567","0.0150734941504205","0.019296404371293"
"High transfer dependency","2015","no migration background","East Germany","215","0.0317229770330247","0.0268227376491629","0.0366232164168866"
"High transfer dependency","2015","direct migration background","West Germany","365","0.05252275829584","0.0465969555750846","0.0584485610165955"
"High transfer dependency","2015","direct migration background","East Germany","47","0.0961925750570472","0.0681600412978394","0.124225108816255"
"High transfer dependency","2015","indirect migration background","West Germany","122","0.0720267434857964","0.0595786896811185","0.0844747972904743"
"High transfer dependency","2015","indirect migration background","East Germany","12","","",""
"Very high transfer dependency","2015","no migration background","West Germany","201","0.0107098797280727","0.00903753440798293","0.0123822250481624"
"Very high transfer dependency","2015","no migration background","East Germany","138","0.0273090017686421","0.0227520873109159","0.0318659162263684"
"Very high transfer dependency","2015","direct migration background","West Germany","283","0.0354499021939747","0.0305378955211642","0.0403619088667851"
"Very high transfer dependency","2015","direct migration background","East Germany","43","0.0665993465088047","0.04289529074314","0.0903034022744694"
"Very high transfer dependency","2015","indirect migration background","West Germany","86","0.0474332810522647","0.0371985573682648","0.0576680047362647"
"Very high transfer dependency","2015","indirect migration background","East Germany","5","","",""
"Complete transfer dependency","2015","no migration background","West Germany","142","0.0127092270806564","0.0108893002187681","0.0145291539425446"
"Complete transfer dependency","2015","no migration background","East Germany","110","0.0270178388084376","0.0224846035592957","0.0315510740575796"
"Complete transfer dependency","2015","direct migration background","West Germany","302","0.0429523347029016","0.037566547322055","0.0483381220837481"
"Complete transfer dependency","2015","direct migration background","East Germany","30","0.0495409448432494","0.0289107906062457","0.0701710990802532"
"Complete transfer dependency","2015","indirect migration background","West Germany","49","0.0388234007504087","0.0295222813671186","0.0481245201336989"
"Complete transfer dependency","2015","indirect migration background","East Germany","6","","",""
"No transfer dependency","2016","no migration background","West Germany","5951","0.578040443740416","0.569701746027938","0.586379141452894"
"No transfer dependency","2016","no migration background","East Germany","2188","0.540345479533137","0.52597475607044","0.554716202995834"
"No transfer dependency","2016","direct migration background","West Germany","1150","0.418252632214849","0.403803522169513","0.432701742260184"
"No transfer dependency","2016","direct migration background","East Germany","92","0.501276701793768","0.449264827642435","0.553288575945101"
"No transfer dependency","2016","indirect migration background","West Germany","266","0.280837255132684","0.258377197114654","0.303297313150714"
"No transfer dependency","2016","indirect migration background","East Germany","22","","",""
"Very low transfer dependency","2016","no migration background","West Germany","6286","0.342698404733635","0.334684907549823","0.350711901917448"
"Very low transfer dependency","2016","no migration background","East Germany","1694","0.308206531941654","0.294891682772589","0.32152138111072"
"Very low transfer dependency","2016","direct migration background","West Germany","2057","0.358259776677164","0.344214406179287","0.372305147175041"
"Very low transfer dependency","2016","direct migration background","East Germany","117","0.23111932543985","0.187268121874464","0.274970529005235"
"Very low transfer dependency","2016","indirect migration background","West Germany","875","0.474445662109454","0.449489834558033","0.499401489660874"
"Very low transfer dependency","2016","indirect migration background","East Germany","50","0.331060593954784","0.243906816596537","0.418214371313031"
"Low transfer dependency","2016","no migration background","West Germany","663","0.0402325153432356","0.036914676302011","0.0435503543844601"
"Low transfer dependency","2016","no migration background","East Germany","384","0.0771964214377604","0.0695001509546644","0.0848926919208565"
"Low transfer dependency","2016","direct migration background","West Germany","542","0.0962619904123742","0.0876221994161451","0.104901781408603"
"Low transfer dependency","2016","direct migration background","East Germany","50","0.091911935649933","0.0618592108518572","0.121964660448009"
"Low transfer dependency","2016","indirect migration background","West Germany","183","0.10374558137362","0.088506093153503","0.118985069593737"
"Low transfer dependency","2016","indirect migration background","East Germany","22","","",""
"High transfer dependency","2016","no migration background","West Germany","263","0.0186569657237808","0.0163723422591283","0.0209415891884333"
"High transfer dependency","2016","no migration background","East Germany","163","0.0289781592431639","0.0241411490813174","0.0338151694050104"
"High transfer dependency","2016","direct migration background","West Germany","261","0.0459193211366075","0.039788130443972","0.0520505118292429"
"High transfer dependency","2016","direct migration background","East Germany","30","0.0760849487883706","0.0485046280827258","0.103665269494015"
"High transfer dependency","2016","indirect migration background","West Germany","109","0.0695608279670464","0.0568464157496415","0.0822752401844512"
"High transfer dependency","2016","indirect migration background","East Germany","10","","",""
"Very high transfer dependency","2016","no migration background","West Germany","193","0.0110188275106963","0.00925626142928532","0.0127813935921072"
"Very high transfer dependency","2016","no migration background","East Germany","119","0.0229589219819006","0.0186401600856953","0.0272776838781059"
"Very high transfer dependency","2016","direct migration background","West Germany","268","0.0420297186772024","0.0361519998946764","0.0479074374597285"
"Very high transfer dependency","2016","direct migration background","East Germany","27","","",""
"Very high transfer dependency","2016","indirect migration background","West Germany","68","0.0317512448251391","0.0229884271555281","0.0405140624947502"
"Very high transfer dependency","2016","indirect migration background","East Germany","4","","",""
"Complete transfer dependency","2016","no migration background","West Germany","119","0.00935284294823608","0.00772761222442356","0.0109780736720486"
"Complete transfer dependency","2016","no migration background","East Germany","72","0.0223144858623838","0.0180553633171128","0.0265736084076548"
"Complete transfer dependency","2016","direct migration background","West Germany","199","0.0392765608818034","0.0335864534821421","0.0449666682814647"
"Complete transfer dependency","2016","direct migration background","East Germany","39","0.0529201966397894","0.0296318891472405","0.0762085041323383"
"Complete transfer dependency","2016","indirect migration background","West Germany","37","0.0396594285920569","0.0299060341513594","0.0494128230327543"
"Complete transfer dependency","2016","indirect migration background","East Germany","4","","",""
"No transfer dependency","2017","no migration background","West Germany","6858","0.584970948927524","0.577161720173655","0.592780177681393"
"No transfer dependency","2017","no migration background","East Germany","2499","0.562679361758474","0.549158906920071","0.576199816596877"
"No transfer dependency","2017","direct migration background","West Germany","1128","0.389119065633551","0.376791806379294","0.401446324887808"
"No transfer dependency","2017","direct migration background","East Germany","94","0.344514860073904","0.309923750534169","0.37910596961364"
"No transfer dependency","2017","indirect migration background","West Germany","340","0.329462350472513","0.307040247124381","0.351884453820646"
"No transfer dependency","2017","indirect migration background","East Germany","18","","",""
"Very low transfer dependency","2017","no migration background","West Germany","7095","0.343248281617817","0.3357232809724","0.350773282263235"
"Very low transfer dependency","2017","no migration background","East Germany","1892","0.296929044632509","0.284475678944399","0.309382410320618"
"Very low transfer dependency","2017","direct migration background","West Germany","2053","0.371419858511582","0.359202990628318","0.383636726394846"
"Very low transfer dependency","2017","direct migration background","East Germany","151","0.290219933658524","0.257182629161204","0.323257238155845"
"Very low transfer dependency","2017","indirect migration background","West Germany","949","0.450000683499567","0.42626785332925","0.473733513669884"
"Very low transfer dependency","2017","indirect migration background","East Germany","60","0.362458150006433","0.274215417229049","0.450700882783816"
"Low transfer dependency","2017","no migration background","West Germany","733","0.0355626922584676","0.0326275033097963","0.0384978812071389"
"Low transfer dependency","2017","no migration background","East Germany","365","0.0627228447322444","0.0561142714288101","0.0693314180356788"
"Low transfer dependency","2017","direct migration background","West Germany","512","0.0862743485879369","0.0791753720302253","0.0933733251456485"
"Low transfer dependency","2017","direct migration background","East Germany","75","0.117602055328568","0.0941533543953522","0.141050756261784"
"Low transfer dependency","2017","indirect migration background","West Germany","185","0.0940474547439261","0.0801226819434478","0.107972227544404"
"Low transfer dependency","2017","indirect migration background","East Germany","14","","",""
"High transfer dependency","2017","no migration background","West Germany","303","0.0162397479801873","0.0142364939504718","0.0182430020099027"
"High transfer dependency","2017","no migration background","East Germany","210","0.0338399185962327","0.0289115858557347","0.0387682513367307"
"High transfer dependency","2017","direct migration background","West Germany","425","0.0607314467237892","0.0546926738762252","0.0667702195713533"
"High transfer dependency","2017","direct migration background","East Germany","54","0.0334429584050599","0.0203558054978856","0.0465301113122341"
"High transfer dependency","2017","indirect migration background","West Germany","99","0.0535979423859948","0.0428537502390686","0.0643421345329211"
"High transfer dependency","2017","indirect migration background","East Germany","8","","",""
"Very high transfer dependency","2017","no migration background","West Germany","173","0.0102078674690721","0.00861477400112636","0.0118009609370178"
"Very high transfer dependency","2017","no migration background","East Germany","114","0.0203650809289809","0.0165152999638858","0.0242148618940759"
"Very high transfer dependency","2017","direct migration background","West Germany","373","0.0387993245300714","0.0339165563566099","0.0436820927035329"
"Very high transfer dependency","2017","direct migration background","East Germany","66","0.0748171496579714","0.0556660615643136","0.0939682377516292"
"Very high transfer dependency","2017","indirect migration background","West Germany","75","0.0439228167047719","0.0341469912591311","0.0536986421504128"
"Very high transfer dependency","2017","indirect migration background","East Germany","8","","",""
"Complete transfer dependency","2017","no migration background","West Germany","131","0.00977046174693201","0.00821152953942716","0.0113293939544369"
"Complete transfer dependency","2017","no migration background","East Germany","91","0.0234637493515595","0.0193379917139046","0.0275895069892145"
"Complete transfer dependency","2017","direct migration background","West Germany","1518","0.0536559560130697","0.0479585065158642","0.0593534055102752"
"Complete transfer dependency","2017","direct migration background","East Germany","285","0.139403042875972","0.114190588947154","0.16461549680479"
"Complete transfer dependency","2017","indirect migration background","West Germany","40","0.0289687521932266","0.0209677688349165","0.0369697355515366"
"Complete transfer dependency","2017","indirect migration background","East Germany","6","","",""
"No transfer dependency","2018","no migration background","West Germany","6662","0.585500796859907","0.577520247008058","0.593481346711756"
"No transfer dependency","2018","no migration background","East Germany","2468","0.569401831543398","0.555747767389061","0.583055895697735"
"No transfer dependency","2018","direct migration background","West Germany","1170","0.391577854812774","0.380076791515307","0.40307891811024"
"No transfer dependency","2018","direct migration background","East Germany","99","0.364059985700189","0.331655813168169","0.396464158232209"
"No transfer dependency","2018","indirect migration background","West Germany","332","0.320108343540088","0.297659537333064","0.342557149747112"
"No transfer dependency","2018","indirect migration background","East Germany","19","","",""
"Very low transfer dependency","2018","no migration background","West Germany","6702","0.342885730206443","0.33519615454415","0.350575305868735"
"Very low transfer dependency","2018","no migration background","East Germany","1817","0.300532637633104","0.28788975899763","0.313175516268578"
"Very low transfer dependency","2018","direct migration background","West Germany","1922","0.365691457678965","0.354343071305807","0.377039844052124"
"Very low transfer dependency","2018","direct migration background","East Germany","120","0.234275329956734","0.20575162177487","0.262799038138598"
"Very low transfer dependency","2018","indirect migration background","West Germany","933","0.485626229014967","0.461576212824685","0.509676245205248"
"Very low transfer dependency","2018","indirect migration background","East Germany","65","0.427140182657501","0.340423535236552","0.513856830078451"
"Low transfer dependency","2018","no migration background","West Germany","680","0.037733091063921","0.0346462363666886","0.0408199457611534"
"Low transfer dependency","2018","no migration background","East Germany","364","0.056088790655392","0.0497439600766901","0.0624336212340938"
"Low transfer dependency","2018","direct migration background","West Germany","582","0.0805762301279059","0.0741628384836079","0.0869896217722038"
"Low transfer dependency","2018","direct migration background","East Germany","70","0.111702350506244","0.0904886321685841","0.132916068843904"
"Low transfer dependency","2018","indirect migration background","West Germany","173","0.071003706836297","0.0586450179480678","0.0833623957245263"
"Low transfer dependency","2018","indirect migration background","East Germany","17","","",""
"High transfer dependency","2018","no migration background","West Germany","308","0.0155097236796898","0.0135079500426428","0.0175114973167367"
"High transfer dependency","2018","no migration background","East Germany","195","0.0364177417990516","0.0312521828290411","0.041583300769062"
"High transfer dependency","2018","direct migration background","West Germany","609","0.0546469537737767","0.0492913749140651","0.0600025326334884"
"High transfer dependency","2018","direct migration background","East Germany","77","0.0998868798065504","0.0796934934105644","0.120080266202536"
"High transfer dependency","2018","indirect migration background","West Germany","138","0.0605549620415369","0.0490777751256619","0.0720321489574119"
"High transfer dependency","2018","indirect migration background","East Germany","11","","",""
"Very high transfer dependency","2018","no migration background","West Germany","171","0.00983229687307666","0.0082338835551865","0.0114307101909668"
"Very high transfer dependency","2018","no migration background","East Germany","120","0.0199891032266665","0.0161296255990425","0.0238485808542905"
"Very high transfer dependency","2018","direct migration background","West Germany","632","0.045144186525083","0.0402520762302872","0.0500362968198788"
"Very high transfer dependency","2018","direct migration background","East Germany","84","0.053677728104835","0.0384994334446466","0.0688560227650233"
"Very high transfer dependency","2018","indirect migration background","West Germany","47","0.0288052472222313","0.0207567672976243","0.0368537271468383"
"Very high transfer dependency","2018","indirect migration background","East Germany","7","","",""
"Complete transfer dependency","2018","no migration background","West Germany","115","0.00853836131696275","0.00704785973375172","0.0100288629001738"
"Complete transfer dependency","2018","no migration background","East Germany","88","0.0175698951423876","0.013947032770859","0.0211927575139162"
"Complete transfer dependency","2018","direct migration background","West Germany","2004","0.0623633170814956","0.0566655023444292","0.068061131818562"
"Complete transfer dependency","2018","direct migration background","East Germany","397","0.136397725925448","0.113284166046767","0.159511285804128"
"Complete transfer dependency","2018","indirect migration background","West Germany","36","0.0339015113448797","0.0251929757919621","0.0426100468977974"
"Complete transfer dependency","2018","indirect migration background","East Germany","6","","",""
"No transfer dependency","2019","no migration background","West Germany","7156","0.580249355336502","0.572385570063497","0.588113140609506"
"No transfer dependency","2019","no migration background","East Germany","2609","0.57190904815708","0.558413625756283","0.585404470557877"
"No transfer dependency","2019","direct migration background","West Germany","1151","0.399913430581369","0.387875794578328","0.41195106658441"
"No transfer dependency","2019","direct migration background","East Germany","107","0.328155612744537","0.2945962708391","0.361714954649975"
"No transfer dependency","2019","indirect migration background","West Germany","399","0.337572864095405","0.314474140894804","0.360671587296006"
"No transfer dependency","2019","indirect migration background","East Germany","30","0.316831756821295","0.237464875873183","0.396198637769406"
"Very low transfer dependency","2019","no migration background","West Germany","6840","0.348478904392891","0.34088646883435","0.356071339951431"
"Very low transfer dependency","2019","no migration background","East Germany","1887","0.301257195766258","0.288743593043159","0.313770798489357"
"Very low transfer dependency","2019","direct migration background","West Germany","1770","0.360076429004532","0.348281029393425","0.371871828615639"
"Very low transfer dependency","2019","direct migration background","East Germany","120","0.263681085808442","0.232188259480553","0.295173912136331"
"Very low transfer dependency","2019","indirect migration background","West Germany","882","0.463254161025538","0.438896860160625","0.487611461890452"
"Very low transfer dependency","2019","indirect migration background","East Germany","66","0.454792405168504","0.369845281977078","0.53973952835993"
"Low transfer dependency","2019","no migration background","West Germany","644","0.040281389938034","0.0371484446615268","0.0434143352145412"
"Low transfer dependency","2019","no migration background","East Germany","325","0.0594522557024142","0.0530027034471027","0.0659018079577257"
"Low transfer dependency","2019","direct migration background","West Germany","491","0.0829223720289011","0.0761461103855127","0.0896986336722894"
"Low transfer dependency","2019","direct migration background","East Germany","61","0.142961224252752","0.117943457694022","0.167978990811482"
"Low transfer dependency","2019","indirect migration background","West Germany","144","0.0861947648107461","0.0724858708103278","0.0999036588111644"
"Low transfer dependency","2019","indirect migration background","East Germany","14","","",""
"High transfer dependency","2019","no migration background","West Germany","262","0.0162981909922173","0.0142806142474252","0.0183157677370093"
