"transab_cat","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2009","Part Time","Male","524","0.423651820110016","0.395240459771484","0.452063180448548","1"
"Complete transfer dependency","2010","Full Time","Male","","","","","5"
"Complete transfer dependency","2010","Full Time","Female","","","","","5"
"Complete transfer dependency","2010","Part Time","Male","","","","","5"
"Complete transfer dependency","2010","Part Time","Female","","","","","5"
"Complete transfer dependency","2010","Not Working","Male","170","0.053172026529254","0.0453377114125881","0.0610063416459198","5"
"Complete transfer dependency","2010","Not Working","Female","241","0.0311380856378988","0.0265148584982302","0.0357613127775673","5"
"High transfer dependency","2010","Full Time","Male","81","0.00709141826187744","0.0050082674587866","0.00917456906496829","3"
"High transfer dependency","2010","Full Time","Female","35","0.00632323171700835","0.00343676894839944","0.00920969448561726","3"
"High transfer dependency","2010","Part Time","Male","138","0.0651113236819881","0.0527567739955503","0.0774658733684259","3"
"High transfer dependency","2010","Part Time","Female","283","0.0499047413693289","0.0436742317725496","0.0561352509661083","3"
"High transfer dependency","2010","Not Working","Male","101","0.0269341434301649","0.0212815650809573","0.0325867217793725","3"
"High transfer dependency","2010","Not Working","Female","307","0.0298743252741408","0.0253429358543005","0.0344057146939812","3"
"Low transfer dependency","2010","Full Time","Male","495","0.0369448884977404","0.0322621244218612","0.0416276525736196","2"
"Low transfer dependency","2010","Full Time","Female","133","0.026791583623279","0.0209116020647127","0.0326715651818453","2"
"Low transfer dependency","2010","Part Time","Male","263","0.142054738510246","0.124573332446696","0.159536144573796","2"
"Low transfer dependency","2010","Part Time","Female","516","0.0756458173554649","0.06807956617706","0.0832120685338698","2"
"Low transfer dependency","2010","Not Working","Male","203","0.0616261449780386","0.0532297213988904","0.0700225685571868","2"
"Low transfer dependency","2010","Not Working","Female","593","0.0695923352141728","0.0628192634215873","0.0763654070067583","2"
"No transfer dependency","2010","Full Time","Male","1662","0.440646871944034","0.428321844105628","0.452971899782439","0"
"No transfer dependency","2010","Full Time","Female","1233","0.554967857526786","0.536870988294419","0.573064726759153","0"
"No transfer dependency","2010","Part Time","Male","368","0.344178894770992","0.320388397457325","0.367969392084658","0"
"No transfer dependency","2010","Part Time","Female","737","0.272706299554555","0.259963302362691","0.285449296746418","0"
"No transfer dependency","2010","Not Working","Female","2217","0.600977833281325","0.587943282377068","0.614012384185581","0"
"No transfer dependency","2010","Not Working","Male","1720","0.586788517830215","0.56959554869716","0.60398148696327","0"
"Very high transfer dependency","2010","Full Time","Male","9","","","","4"
"Very high transfer dependency","2010","Full Time","Female","10","","","","4"
"Very high transfer dependency","2010","Not Working","Female","316","0.0254724939268879","0.0212787576258074","0.0296662302279683","4"
"Very high transfer dependency","2010","Not Working","Male","123","0.0278688963458113","0.0221218302228392","0.0336159624687835","4"
"Very high transfer dependency","2010","Part Time","Male","123","0.0742726274690719","0.0611423272859566","0.0874029276521871","4"
"Very high transfer dependency","2010","Part Time","Female","144","0.0269885382259518","0.02235174479331","0.0316253316585936","4"
"Very low transfer dependency","2010","Full Time","Female","1486","0.408463798882718","0.390564282652905","0.426363315112531","1"
"Very low transfer dependency","2010","Full Time","Male","3986","0.514656732504152","0.502249273137831","0.527064191870472","1"
"Very low transfer dependency","2010","Not Working","Male","834","0.243610270886516","0.228622242799208","0.258598298973823","1"
"Very low transfer dependency","2010","Part Time","Female","3012","0.5747546034947","0.560608718305424","0.588900488683975","1"
"Very low transfer dependency","2010","Part Time","Male","640","0.374382415567703","0.350148091953957","0.398616739181448","1"
"Very low transfer dependency","2010","Not Working","Female","1748","0.242944926665575","0.231529661908944","0.254360191422206","1"
"Complete transfer dependency","2011","Full Time","Male","","","","","5"
"Complete transfer dependency","2011","Part Time","Female","","","","","5"
"Complete transfer dependency","2011","Not Working","Male","194","0.0538259404061036","0.0468033340941763","0.060848546718031","5"
"Complete transfer dependency","2011","Full Time","Female","","","","","5"
"Complete transfer dependency","2011","Part Time","Male","","","","","5"
"Complete transfer dependency","2011","Not Working","Female","307","0.0349027212440002","0.0304382089283729","0.0393672335596274","5"
"High transfer dependency","2011","Full Time","Male","94","0.0102407712691177","0.00790782500209324","0.0125737175361422","3"
"High transfer dependency","2011","Full Time","Female","34","0.00659805431496325","0.00386990875451405","0.00932619987541246","3"
"High transfer dependency","2011","Part Time","Male","203","0.0924885477783842","0.0793045788336437","0.105672516723125","3"
"High transfer dependency","2011","Part Time","Female","357","0.0503450499714033","0.0446526622064059","0.0560374377364006","3"
"High transfer dependency","2011","Not Working","Male","150","0.0389286847855592","0.0329096110445454","0.044947758526573","3"
"High transfer dependency","2011","Not Working","Female","369","0.0384600459932795","0.0337821840279195","0.0431379079586394","3"
"Low transfer dependency","2011","Part Time","Male","289","0.131646258418603","0.116260151920543","0.147032364916662","2"
"Low transfer dependency","2011","Part Time","Female","691","0.0895961735663721","0.0821609344723799","0.0970314126603644","2"
"Low transfer dependency","2011","Not Working","Male","250","0.0516381553638821","0.0447518006855232","0.058524510042241","2"
"Low transfer dependency","2011","Full Time","Male","623","0.0387324123908764","0.0342611202515716","0.0432037045301812","2"
"Low transfer dependency","2011","Full Time","Female","156","0.0248720760558965","0.0196241959170261","0.0301199561947669","2"
"Low transfer dependency","2011","Not Working","Female","651","0.0597517456732214","0.0539860010551589","0.065517490291284","2"
"No transfer dependency","2011","Full Time","Male","2120","0.478570289885314","0.466994666823153","0.490145912947476","0"
"No transfer dependency","2011","Full Time","Female","1493","0.594489011984104","0.577943876745029","0.611034147223179","0"
"No transfer dependency","2011","Part Time","Male","507","0.359109534418344","0.337278138421005","0.380940930415683","0"
"No transfer dependency","2011","Part Time","Female","997","0.296514101707676","0.284624055439931","0.30840414797542","0"
"No transfer dependency","2011","Not Working","Male","2308","0.618439283980829","0.603322919579012","0.633555648382646","0"
"No transfer dependency","2011","Not Working","Female","2959","0.627604173717163","0.615844259618105","0.639364087816222","0"
"Very high transfer dependency","2011","Full Time","Male","17","","","","4"
"Very high transfer dependency","2011","Full Time","Female","8","","","","4"
"Very high transfer dependency","2011","Not Working","Male","166","0.0302991994646785","0.0249652187034158","0.0356331802259411","4"
"Very high transfer dependency","2011","Not Working","Female","352","0.0255684663569038","0.0217288587816382","0.0294080739321694","4"
"Very high transfer dependency","2011","Part Time","Female","177","0.0246986995312954","0.0206581576259244","0.0287392414366664","4"
"Very high transfer dependency","2011","Part Time","Male","112","0.0420447579729052","0.0329119427372868","0.0511775732085235","4"
"Very low transfer dependency","2011","Full Time","Male","4300","0.471668533846877","0.460100879212138","0.483236188481615","1"
"Very low transfer dependency","2011","Full Time","Female","1692","0.373147297576858","0.356849834952734","0.389444760200982","1"
"Very low transfer dependency","2011","Part Time","Female","3446","0.538845975223254","0.525868551241424","0.551823399205083","1"
"Very low transfer dependency","2011","Not Working","Male","899","0.206868735998948","0.194263907068381","0.219473564929515","1"
"Very low transfer dependency","2011","Part Time","Male","744","0.374710901411764","0.352683425920292","0.396738376903236","1"
"Very low transfer dependency","2011","Not Working","Female","1854","0.213712847015432","0.203741249509168","0.223684444521696","1"
"Complete transfer dependency","2012","Full Time","Male","","","","","5"
"Complete transfer dependency","2012","Full Time","Female","","","","","5"
"Complete transfer dependency","2012","Part Time","Male","","","","","5"
"Complete transfer dependency","2012","Part Time","Female","","","","","5"
"Complete transfer dependency","2012","Not Working","Male","186","0.0524028801812427","0.0455306039257928","0.0592751564366927","5"
"Complete transfer dependency","2012","Not Working","Female","264","0.0323715156548694","0.0279391979411326","0.0368038333686061","5"
"High transfer dependency","2012","Full Time","Male","81","0.00693479083294611","0.00497742584191578","0.00889215582397645","3"
"High transfer dependency","2012","Full Time","Female","43","0.00697757116309909","0.00419390989664767","0.00976123242955051","3"
"High transfer dependency","2012","Part Time","Male","171","0.0786035552499802","0.0659694712982306","0.0912376392017298","3"
"High transfer dependency","2012","Part Time","Female","328","0.0413685506765003","0.0361653494412996","0.046571751911701","3"
"High transfer dependency","2012","Not Working","Male","156","0.0399254391110331","0.0338875032372047","0.0459633749848615","3"
"High transfer dependency","2012","Not Working","Female","339","0.0405657065020705","0.0356250781601435","0.0455063348439975","3"
"Low transfer dependency","2012","Part Time","Male","256","0.125374270143113","0.109828410904032","0.140920129382194","2"
"Low transfer dependency","2012","Part Time","Female","594","0.0849312315099016","0.077647226921836","0.0922152360979673","2"
"Low transfer dependency","2012","Not Working","Male","241","0.0509845321098476","0.0442008259337301","0.0577682382859652","2"
"Low transfer dependency","2012","Full Time","Female","140","0.0235338761869604","0.0184644355365693","0.0286033168373515","2"
"Low transfer dependency","2012","Not Working","Female","546","0.0555818802621482","0.0498441012562244","0.0613196592680721","2"
"Low transfer dependency","2012","Full Time","Male","450","0.0351373455420586","0.0307944091071305","0.0394802819769866","2"
"No transfer dependency","2012","Full Time","Male","2152","0.483915212841184","0.472127992122718","0.49570243355965","0"
"No transfer dependency","2012","Full Time","Female","1556","0.614707400958538","0.598432652879177","0.630982149037899","0"
"No transfer dependency","2012","Part Time","Male","504","0.347763742465733","0.325405172830407","0.37012231210106","0"
"No transfer dependency","2012","Part Time","Female","1062","0.309239654932225","0.297163715605435","0.321315594259014","0"
"No transfer dependency","2012","Not Working","Male","2390","0.630655674507808","0.615771558926629","0.645539790088986","0"
"No transfer dependency","2012","Not Working","Female","2938","0.626191319531393","0.614074929162269","0.638307709900516","0"
"Very high transfer dependency","2012","Full Time","Male","12","","","","4"
"Very high transfer dependency","2012","Full Time","Female","9","","","","4"
"Very high transfer dependency","2012","Not Working","Male","124","0.0226466885101877","0.0180585205041717","0.0272348565162037","4"
"Very high transfer dependency","2012","Not Working","Female","293","0.0248445484200141","0.0209464973502268","0.0287425994898014","4"
"Very high transfer dependency","2012","Part Time","Female","167","0.0243172907708071","0.0202927018095327","0.0283418797320815","4"
"Very high transfer dependency","2012","Part Time","Male","114","0.0506229969070622","0.040331165169854","0.0609148286442705","4"
"Very low transfer dependency","2012","Full Time","Male","4210","0.473194239690102","0.461417875399018","0.484970603981187","1"
"Very low transfer dependency","2012","Full Time","Female","1687","0.354119643816731","0.338126429106044","0.370112858527418","1"
"Very low transfer dependency","2012","Not Working","Male","942","0.203384785579881","0.190971272855707","0.215798298304056","1"
"Very low transfer dependency","2012","Part Time","Female","3476","0.540143272110566","0.527121341064705","0.553165203156428","1"
"Very low transfer dependency","2012","Part Time","Male","698","0.397635435234111","0.374659582172222","0.420611288296","1"
"Very low transfer dependency","2012","Not Working","Female","1745","0.220445029629505","0.210063327294932","0.230826731964078","1"
"Complete transfer dependency","2013","Full Time","Male","","","","","5"
"Complete transfer dependency","2013","Not Working","Male","298","0.0531935651956294","0.0475437258469694","0.0588434045442894","5"
"Complete transfer dependency","2013","Part Time","Female","","","","","5"
"Complete transfer dependency","2013","Part Time","Male","","","","","5"
"Complete transfer dependency","2013","Full Time","Female","","","","","5"
"Complete transfer dependency","2013","Not Working","Female","353","0.0327894796011992","0.0289033271789596","0.0366756320234387","5"
"High transfer dependency","2013","Full Time","Male","76","0.00632587934783503","0.00437353138678832","0.00827822730888175","3"
"High transfer dependency","2013","Full Time","Female","35","0.006659202838495","0.00388132921679937","0.00943707646019062","3"
"High transfer dependency","2013","Part Time","Male","145","0.073062139717271","0.0606511970260465","0.0854730824084956","3"
"High transfer dependency","2013","Part Time","Female","292","0.0356856314486408","0.0307351363841378","0.0406361265131438","3"
"High transfer dependency","2013","Not Working","Male","317","0.0372702194709938","0.0325014192689941","0.0420390196729934","3"
"High transfer dependency","2013","Not Working","Female","515","0.0379577614704679","0.0337877290755445","0.0421277938653913","3"
"Low transfer dependency","2013","Part Time","Male","223","0.118811327735471","0.103380236334828","0.134242419136115","2"
"Low transfer dependency","2013","Part Time","Female","511","0.0748009762737688","0.0677805442927103","0.0818214082548272","2"
"Low transfer dependency","2013","Full Time","Male","370","0.0314772674037869","0.0271776659358918","0.035776868871682","2"
"Low transfer dependency","2013","Full Time","Female","131","0.0216169034179186","0.0166497973142841","0.0265840095215532","2"
"Low transfer dependency","2013","Not Working","Male","453","0.0596213018852531","0.0536601790930049","0.0655824246775014","2"
"Low transfer dependency","2013","Not Working","Female","789","0.0676556551950624","0.0621750024608767","0.0731363079292481","2"
"No transfer dependency","2013","Full Time","Female","1477","0.633503237338669","0.617045818714719","0.649960655962618","0"
"No transfer dependency","2013","Part Time","Male","493","0.384591974908885","0.361390534241121","0.407793415576649","0"
"No transfer dependency","2013","Not Working","Female","3267","0.599671673599799","0.588979721845279","0.610363625354319","0"
"No transfer dependency","2013","Full Time","Male","2006","0.509206789520807","0.49689641835648","0.521517160685135","0"
"No transfer dependency","2013","Not Working","Male","2813","0.584739461611292","0.572333869945108","0.597145053277475","0"
"No transfer dependency","2013","Part Time","Female","1036","0.327572303184665","0.315047554975375","0.340097051393955","0"
"Very high transfer dependency","2013","Full Time","Male","16","","","","4"
"Very high transfer dependency","2013","Full Time","Female","6","","","","4"
"Very high transfer dependency","2013","Not Working","Male","219","0.0289175425653094","0.0246987837746988","0.0331363013559199","4"
"Very high transfer dependency","2013","Not Working","Female","385","0.0275222295343348","0.0239521843715936","0.031092274697076","4"
"Very high transfer dependency","2013","Part Time","Female","181","0.0257876257749824","0.0215577742774467","0.0300174772725182","4"
"Very high transfer dependency","2013","Part Time","Male","84","0.0301404477520544","0.0219866010930128","0.038294294411096","4"
"Very low transfer dependency","2013","Full Time","Male","3867","0.450684054137988","0.438431631172109","0.462936477103867","1"
"Very low transfer dependency","2013","Full Time","Female","1644","0.337187329554674","0.321040649121817","0.353334009987532","1"
"Very low transfer dependency","2013","Part Time","Male","744","0.393394109886319","0.370097082817472","0.416691136955165","1"
"Very low transfer dependency","2013","Part Time","Female","3374","0.536153463317943","0.522845109549819","0.549461817086066","1"
"Very low transfer dependency","2013","Not Working","Male","1961","0.236257909271523","0.225563852382078","0.246951966160967","1"
"Very low transfer dependency","2013","Not Working","Female","2758","0.234403200599137","0.225158903688281","0.243647497509993","1"
"Complete transfer dependency","2014","Full Time","Male","","","","","5"
"Complete transfer dependency","2014","Part Time","Female","","","","","5"
"Complete transfer dependency","2014","Not Working","Male","214","0.0611162320976143","0.0537241914691475","0.068508272726081","5"
"Complete transfer dependency","2014","Full Time","Female","","","","","5"
"Complete transfer dependency","2014","Part Time","Male","","","","","5"
"Complete transfer dependency","2014","Not Working","Female","272","0.0347822085254188","0.0300380191509353","0.0395263978999024","5"
"High transfer dependency","2014","Full Time","Male","81","0.0072404196553775","0.00520317474244399","0.00927766456831101","3"
"High transfer dependency","2014","Full Time","Female","46","0.0092355476185995","0.00605967383818439","0.0124114213990146","3"
"High transfer dependency","2014","Part Time","Male","178","0.0733022714717586","0.0616168195455372","0.08498772339798","3"
"High transfer dependency","2014","Part Time","Female","300","0.0436932063126516","0.0383071196847901","0.049079292940513","3"
"High transfer dependency","2014","Not Working","Male","201","0.0411226601347537","0.034994892731355","0.0472504275381523","3"
"High transfer dependency","2014","Not Working","Female","331","0.033963483105614","0.0292734742465475","0.0386534919646806","3"
"Low transfer dependency","2014","Part Time","Male","269","0.125455938882585","0.110604989856999","0.14030688790817","2"
"Low transfer dependency","2014","Part Time","Female","562","0.0929920296362475","0.0853396559265649","0.10064440334593","2"
"Low transfer dependency","2014","Full Time","Male","397","0.0339668808507027","0.0296141363936684","0.0383196253077371","2"
"Low transfer dependency","2014","Full Time","Female","135","0.0252607172277024","0.0200510045402372","0.0304704299151675","2"
"Low transfer dependency","2014","Not Working","Male","275","0.0586934547296786","0.0514400732363941","0.0659468362229631","2"
"Low transfer dependency","2014","Not Working","Female","545","0.0588495895337574","0.0527560165508509","0.0649431625166638","2"
"No transfer dependency","2014","Part Time","Male","557","0.387286393500516","0.365445890838014","0.409126896163017","0"
"No transfer dependency","2014","Full Time","Female","1539","0.60758594205416","0.59137445563277","0.623797428475551","0"
"No transfer dependency","2014","Not Working","Female","2656","0.62438835459737","0.611849216033609","0.63692749316113","0"
"No transfer dependency","2014","Not Working","Male","2197","0.60896336720605","0.593904772302076","0.624021962110024","0"
"No transfer dependency","2014","Full Time","Male","2125","0.503718091186899","0.491703822901749","0.515732359472049","0"
"No transfer dependency","2014","Part Time","Female","1122","0.331928191670099","0.319520202702901","0.344336180637298","0"
"Very high transfer dependency","2014","Full Time","Male","16","","","","4"
"Very high transfer dependency","2014","Full Time","Female","13","","","","4"
"Very high transfer dependency","2014","Not Working","Male","166","0.0343965937497851","0.028772698056868","0.0400204894427022","4"
"Very high transfer dependency","2014","Not Working","Female","280","0.0287086846959464","0.024385018268634","0.0330323511232587","4"
"Very high transfer dependency","2014","Part Time","Female","180","0.0246709510504029","0.0205836532516079","0.0287582488491979","4"
"Very high transfer dependency","2014","Part Time","Male","126","0.046281222446005","0.0368616687742365","0.0557007761177736","4"
"Very low transfer dependency","2014","Full Time","Male","4034","0.453578479856198","0.441615773360862","0.465541186351534","1"
"Very low transfer dependency","2014","Full Time","Female","1752","0.354610857015765","0.338727820239299","0.37049389379223","1"
"Very low transfer dependency","2014","Part Time","Male","781","0.367674173699136","0.346055961764867","0.389292385633405","1"
"Very low transfer dependency","2014","Part Time","Female","3369","0.506715621330599","0.493542199955317","0.51988904270588","1"
"Very low transfer dependency","2014","Not Working","Male","981","0.195707692082118","0.183464601873803","0.207950782290434","1"
"Very low transfer dependency","2014","Not Working","Female","1646","0.219307679541894","0.208594024630889","0.230021334452899","1"
"Complete transfer dependency","2015","Full Time","Male","","","","","5"
"Complete transfer dependency","2015","Full Time","Female","","","","","5"
"Complete transfer dependency","2015","Part Time","Male","","","","","5"
"Complete transfer dependency","2015","Part Time","Female","","","","","5"
"Complete transfer dependency","2015","Not Working","Male","302","0.0722724499847443","0.0647178401492594","0.0798270598202292","5"
"Complete transfer dependency","2015","Not Working","Female","337","0.0391166273721125","0.0342653417119263","0.0439679130322988","5"
"High transfer dependency","2015","Full Time","Male","60","0.00662198647300672","0.00460101841509173","0.00864295453092171","3"
"High transfer dependency","2015","Full Time","Female","31","0.00597285212050934","0.00331269099708922","0.00863301324392947","3"
"High transfer dependency","2015","Part Time","Male","168","0.0747879915261343","0.0625986713082425","0.0869773117440261","3"
"High transfer dependency","2015","Not Working","Male","198","0.0313292464869857","0.0262467335491225","0.0364117594248489","3"
"High transfer dependency","2015","Not Working","Female","340","0.0342841507120523","0.0297309983344608","0.0388373030896439","3"
"High transfer dependency","2015","Part Time","Female","269","0.0445630756661666","0.0389873354695353","0.050138815862798","3"
"Low transfer dependency","2015","Part Time","Male","211","0.105093887585521","0.0908830267424983","0.119304748428543","2"
"Low transfer dependency","2015","Part Time","Female","446","0.079326012861182","0.072023460334779","0.086628565387585","2"
"Low transfer dependency","2015","Not Working","Female","552","0.0615631812579648","0.0555486213687419","0.0675777411471876","2"
"Low transfer dependency","2015","Full Time","Female","117","0.0168208583101942","0.0123811100806485","0.02126060653974","2"
"Low transfer dependency","2015","Full Time","Male","302","0.0305350788482797","0.0262478802153299","0.0348222774812294","2"
"Low transfer dependency","2015","Not Working","Male","299","0.0558610904080679","0.0491608856225586","0.0625612951935771","2"
"No transfer dependency","2015","Full Time","Male","2056","0.519689605501225","0.507240417057303","0.532138793945147","0"
"No transfer dependency","2015","Full Time","Female","1465","0.632731460894994","0.616088924453866","0.649373997336123","0"
"No transfer dependency","2015","Part Time","Male","589","0.424966907842252","0.402059977439699","0.447873838244805","0"
"No transfer dependency","2015","Part Time","Female","1136","0.353102373642739","0.340187741586849","0.366017005698628","0"
"No transfer dependency","2015","Not Working","Male","2406","0.622427949181732","0.608284351749704","0.636571546613759","0"
"No transfer dependency","2015","Not Working","Female","2860","0.626379737034161","0.614274456221743","0.638485017846578","0"
"Very high transfer dependency","2015","Full Time","Male","11","","","","4"
"Very high transfer dependency","2015","Not Working","Male","192","0.0338470096154208","0.0285710856521215","0.0391229335787201","4"
"Very high transfer dependency","2015","Full Time","Female","11","","","","4"
"Very high transfer dependency","2015","Not Working","Female","311","0.0247089005672785","0.0208244048339109","0.0285933963006461","4"
"Very high transfer dependency","2015","Part Time","Female","129","0.0219177576073141","0.0179613622184644","0.0258741529961638","4"
"Very high transfer dependency","2015","Part Time","Male","102","0.0511836161854103","0.0409718822357178","0.0613953501351027","4"
"Very low transfer dependency","2015","Full Time","Male","3758","0.442015254079061","0.429640464445101","0.454390043713021","1"
"Very low transfer dependency","2015","Full Time","Female","1599","0.340831110368957","0.324467244764589","0.357194975973325","1"
"Very low transfer dependency","2015","Part Time","Female","3281","0.501090780222599","0.487579922799251","0.514601637645946","1"
"Very low transfer dependency","2015","Not Working","Male","1116","0.18426225432305","0.172951048800134","0.195573459845966","1"
"Very low transfer dependency","2015","Not Working","Female","1735","0.213947403056431","0.203685683997322","0.22420912211554","1"
"Very low transfer dependency","2015","Part Time","Male","719","0.343967596860683","0.321955352148704","0.365979841572662","1"
"Complete transfer dependency","2016","Full Time","Male","","","","","5"
"Complete transfer dependency","2016","Full Time","Female","","","","","5"
"Complete transfer dependency","2016","Part Time","Male","","","","","5"
"Complete transfer dependency","2016","Part Time","Female","","","","","5"
"Complete transfer dependency","2016","Not Working","Male","222","0.0693864824178956","0.0610764629550625","0.0776965018807287","5"
"Complete transfer dependency","2016","Not Working","Female","248","0.0314131973660343","0.0265888887535838","0.0362375059784848","5"
"High transfer dependency","2016","Part Time","Male","119","0.0611152476619587","0.0500461188748045","0.0721843764491128","3"
"High transfer dependency","2016","Full Time","Male","62","0.00765315892730963","0.00542701527936593","0.00987930257525333","3"
"High transfer dependency","2016","Full Time","Female","26","","","","3"
"High transfer dependency","2016","Part Time","Female","225","0.0394259749389972","0.034068175801224","0.0447837740767705","3"
"High transfer dependency","2016","Not Working","Male","149","0.0394733977229614","0.0331056348726423","0.0458411605732806","3"
"High transfer dependency","2016","Not Working","Female","255","0.0324160796645249","0.0275179045945362","0.0373142547345136","3"
"Low transfer dependency","2016","Part Time","Male","223","0.114211073106671","0.0995132932283954","0.128908852984947","2"
"Low transfer dependency","2016","Part Time","Female","487","0.0837307745520024","0.0761050012167458","0.091356547887259","2"
"Low transfer dependency","2016","Full Time","Male","320","0.0331363488942427","0.0285640352166338","0.0377086625718515","2"
"Low transfer dependency","2016","Full Time","Female","118","0.0212573184944564","0.0162667302866276","0.0262479067022851","2"
"Low transfer dependency","2016","Not Working","Female","453","0.0623972738345909","0.0557076457214512","0.0690869019477306","2"
"Low transfer dependency","2016","Not Working","Male","243","0.0688252904189378","0.0605464494640882","0.0771041313737875","2"
"No transfer dependency","2016","Full Time","Male","1988","0.509125240081532","0.496355009530539","0.521895470632526","0"
"No transfer dependency","2016","Full Time","Female","1503","0.629195075694123","0.612483067632749","0.645907083755498","0"
"No transfer dependency","2016","Part Time","Male","598","0.410008212867953","0.387280707421645","0.432735718314261","0"
"No transfer dependency","2016","Part Time","Female","1142","0.36325248784006","0.3500115814566","0.37649339422352","0"
"No transfer dependency","2016","Not Working","Male","2010","0.608461752584761","0.592499886411494","0.624423618758029","0"
"No transfer dependency","2016","Not Working","Female","2428","0.62382237166827","0.610424472913501","0.637220270423038","0"
"Very high transfer dependency","2016","Full Time","Male","9","","","","4"
"Very high transfer dependency","2016","Part Time","Female","132","0.0199225653119774","0.0160754729543739","0.0237696576695809","4"
"Very high transfer dependency","2016","Not Working","Male","155","0.0316603593062752","0.025934354581128","0.0373863640314223","4"
"Very high transfer dependency","2016","Full Time","Female","9","","","","4"
"Very high transfer dependency","2016","Part Time","Male","108","0.0515824312085682","0.0413616707871552","0.0618031916299811","4"
"Very high transfer dependency","2016","Not Working","Female","266","0.027386643531762","0.0228727713619368","0.0319005157015873","4"
"Very low transfer dependency","2016","Full Time","Male","3508","0.449463302662149","0.436756352427719","0.462170252896579","1"
"Very low transfer dependency","2016","Full Time","Female","1553","0.337891124149787","0.321526112106794","0.354256136192781","1"
"Very low transfer dependency","2016","Part Time","Female","3082","0.493668197356963","0.479903553906224","0.507432840807702","1"
"Very low transfer dependency","2016","Not Working","Male","813","0.182192717549169","0.169569475185131","0.194815959913207","1"
"Very low transfer dependency","2016","Not Working","Female","1372","0.222564433934818","0.211059879015668","0.234068988853969","1"
"Very low transfer dependency","2016","Part Time","Male","751","0.363083035154849","0.340861354792608","0.38530471551709","1"
"Complete transfer dependency","2017","Full Time","Male","","","","","5"
"Complete transfer dependency","2017","Full Time","Female","","","","","5"
"Complete transfer dependency","2017","Part Time","Male","","","","","5"
"Complete transfer dependency","2017","Part Time","Female","","","","","5"
"Complete transfer dependency","2017","Not Working","Male","1209","0.0818801145544645","0.0742505035643309","0.089509725544598","5"
"Complete transfer dependency","2017","Not Working","Female","862","0.0367902382575813","0.0320114777279528","0.0415689987872098","5"
"High transfer dependency","2017","Part Time","Male","171","0.0558391199487227","0.0461177092956815","0.065560530601764","3"
"High transfer dependency","2017","Not Working","Female","318","0.0338164056498017","0.0292277857752591","0.0384050255243443","3"
"High transfer dependency","2017","Full Time","Female","38","0.00913230830456828","0.00607009869954424","0.0121945179095923","3"
"High transfer dependency","2017","Full Time","Male","67","0.00606094595730531","0.00419897655706834","0.00792291535754228","3"
"High transfer dependency","2017","Part Time","Female","255","0.0396545191457567","0.0345218372781822","0.0447872010133313","3"
"High transfer dependency","2017","Not Working","Male","250","0.0444518347524901","0.0387168190072388","0.0501868504977414","3"
"Low transfer dependency","2017","Part Time","Male","247","0.107832087313358","0.0946999833806214","0.120964191246094","2"
"Low transfer dependency","2017","Part Time","Female","450","0.0654496652611176","0.0589447848329032","0.071954545689332","2"
"Low transfer dependency","2017","Full Time","Female","113","0.0189572829318459","0.014567239640399","0.0233473262232928","2"
"Low transfer dependency","2017","Full Time","Male","326","0.0297509398069804","0.0256751252506598","0.0338267543633009","2"
"Low transfer dependency","2017","Not Working","Male","259","0.0485235519977064","0.0425444110537073","0.0545026929417055","2"
"Low transfer dependency","2017","Not Working","Female","489","0.0672067265543128","0.0608506721734465","0.073562780935179","2"
"No transfer dependency","2017","Full Time","Male","2412","0.51357045638016","0.501580090256413","0.525560822503906","0"
"No transfer dependency","2017","Full Time","Female","1780","0.622046213081684","0.606437486475384","0.637654939687983","0"
"No transfer dependency","2017","Part Time","Male","723","0.435185860019574","0.414195147837457","0.456176572201692","0"
"No transfer dependency","2017","Part Time","Female","1364","0.375115357457287","0.362381305944542","0.387849408970031","0"
"No transfer dependency","2017","Not Working","Female","2535","0.625796973643993","0.613512433407052","0.638081513880934","0"
"No transfer dependency","2017","Not Working","Male","2123","0.60274799715353","0.589131530926183","0.616364463380877","0"
"Very high transfer dependency","2017","Full Time","Male","14","","","","4"
"Very high transfer dependency","2017","Part Time","Female","125","0.0163824599521214","0.0130436865580654","0.0197212333461774","4"
"Very high transfer dependency","2017","Not Working","Male","224","0.0336502399242289","0.028632308387602","0.0386681714608559","4"
"Very high transfer dependency","2017","Part Time","Male","136","0.0474343362968921","0.0384345772716776","0.0564340953221066","4"
"Very high transfer dependency","2017","Full Time","Female","7","","","","4"
"Very high transfer dependency","2017","Not Working","Female","303","0.028361384154746","0.0241472862167048","0.0325754820927872","4"
"Very low transfer dependency","2017","Full Time","Male","3856","0.449522635812589","0.437589132129647","0.46145613949553","1"
"Very low transfer dependency","2017","Full Time","Female","1769","0.347199212754598","0.33187364760526","0.362524777903935","1"
"Very low transfer dependency","2017","Part Time","Female","3359","0.503397998183718","0.490247438722163","0.516548557645273","1"
"Very low transfer dependency","2017","Not Working","Male","896","0.18874626161758","0.177857436761568","0.199635086473592","1"
"Very low transfer dependency","2017","Not Working","Female","1454","0.208028271739565","0.19772430258681","0.21833224089232","1"
"Very low transfer dependency","2017","Part Time","Male","866","0.353708596421453","0.333465637089214","0.373951555753693","1"
"Complete transfer dependency","2018","Full Time","Male","","","","","5"
"Complete transfer dependency","2018","Full Time","Female","","","","","5"
