"transab_cat","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Very low transfer dependency","2009","indirect migration background","Urban Area","363","0.576267472561878","0.537433586355931","0.615101358767825","1"
"Very low transfer dependency","2009","direct migration background","Urban Area","672","0.472522355550728","0.445781763921018","0.499262947180438","1"
"Very low transfer dependency","2009","indirect migration background","Rural Area","75","0.584480057307122","0.498431498008523","0.670528616605721","1"
"Complete transfer dependency","2010","no migration background","Urban Area","144","0.0128567852448493","0.0108817078973402","0.0148318625923583","5"
"Complete transfer dependency","2010","no migration background","Rural Area","91","0.00837745317926636","0.00630207381242664","0.0104528325461061","5"
"Complete transfer dependency","2010","direct migration background","Urban Area","114","0.0434825488340524","0.0350199792734083","0.0519451183946966","5"
"Complete transfer dependency","2010","direct migration background","Rural Area","29","","","","5"
"Complete transfer dependency","2010","indirect migration background","Urban Area","31","0.0304714294160724","0.0197429949398665","0.0411998638922783","5"
"Complete transfer dependency","2010","indirect migration background","Rural Area","2","","","","5"
"High transfer dependency","2010","direct migration background","Urban Area","144","0.0425349442785107","0.034160949103934","0.0509089394530875","3"
"High transfer dependency","2010","no migration background","Urban Area","358","0.0200276480237279","0.0175715272546704","0.0224837687927854","3"
"High transfer dependency","2010","no migration background","Rural Area","311","0.0250914318193218","0.0215300957392055","0.0286527678994381","3"
"High transfer dependency","2010","direct migration background","Rural Area","45","0.0393795320369577","0.0237647417957671","0.0549943222781483","3"
"High transfer dependency","2010","indirect migration background","Urban Area","66","0.0645015535833419","0.0491689376758834","0.0798341694908003","3"
"High transfer dependency","2010","indirect migration background","Rural Area","21","","","","3"
"Low transfer dependency","2010","no migration background","Urban Area","883","0.0456049682196245","0.0419473531797294","0.0492625832595197","2"
"Low transfer dependency","2010","no migration background","Rural Area","719","0.0523428597078251","0.0472715207790975","0.0574141986365527","2"
"Low transfer dependency","2010","direct migration background","Urban Area","318","0.12017128222119","0.106678617768262","0.133663946674118","2"
"Low transfer dependency","2010","direct migration background","Rural Area","115","0.144459886331376","0.116235871991913","0.172683900670839","2"
"Low transfer dependency","2010","indirect migration background","Urban Area","131","0.102901022799944","0.083936598646572","0.121865446953315","2"
"Low transfer dependency","2010","indirect migration background","Rural Area","37","0.0878515430876353","0.0492885815473505","0.12641450462792","2"
"No transfer dependency","2010","no migration background","Urban Area","4677","0.529602683857667","0.520852134131032","0.538353233584301","0"
"No transfer dependency","2010","no migration background","Rural Area","2521","0.510056675090585","0.498673840264043","0.521439509917127","0"
"No transfer dependency","2010","direct migration background","Urban Area","468","0.309438773533068","0.290257088018794","0.328620459047342","0"
"No transfer dependency","2010","direct migration background","Rural Area","100","0.271557092657359","0.235850098221794","0.307264087092923","0"
"No transfer dependency","2010","indirect migration background","Urban Area","152","0.264715255879641","0.237177604558583","0.292252907200698","0"
"No transfer dependency","2010","indirect migration background","Rural Area","19","","","","0"
"Very high transfer dependency","2010","no migration background","Urban Area","287","0.0143348186967702","0.0122508622380671","0.0164187751554733","4"
"Very high transfer dependency","2010","no migration background","Rural Area","212","0.0175178171951174","0.0145305736576948","0.02050506073254","4"
"Very high transfer dependency","2010","indirect migration background","Urban Area","53","0.0471756166171702","0.0339421124797968","0.0604091207545436","4"
"Very high transfer dependency","2010","indirect migration background","Rural Area","12","","","","4"
"Very high transfer dependency","2010","direct migration background","Rural Area","42","0.0472800734087411","0.030240973216662","0.0643191736008203","4"
"Very high transfer dependency","2010","direct migration background","Urban Area","119","0.0401548008847889","0.0320083650202032","0.0483012367493746","4"
"Very low transfer dependency","2010","no migration background","Rural Area","3555","0.386613763007884","0.375525233350242","0.397702292665526","1"
"Very low transfer dependency","2010","no migration background","Urban Area","6149","0.377573095957361","0.369074003972206","0.386072187942517","1"
"Very low transfer dependency","2010","direct migration background","Rural Area","265","0.480198233566854","0.440088099302654","0.520308367831055","1"
"Very low transfer dependency","2010","indirect migration background","Urban Area","553","0.490235121703831","0.459032089475905","0.521438153931757","1"
"Very low transfer dependency","2010","direct migration background","Urban Area","1068","0.44421765024839","0.423599552871296","0.464835747625484","1"
"Very low transfer dependency","2010","indirect migration background","Rural Area","116","0.539697303151262","0.471798862264889","0.607595744037635","1"
"Complete transfer dependency","2011","no migration background","Urban Area","178","0.0121998695788644","0.01043668291328","0.0139630562444488","5"
"Complete transfer dependency","2011","no migration background","Rural Area","128","0.0137927438408387","0.0113911839357594","0.016194303745918","5"
"Complete transfer dependency","2011","direct migration background","Urban Area","120","0.0362427977118882","0.0288027373487285","0.043682858075048","5"
"Complete transfer dependency","2011","direct migration background","Rural Area","35","0.0288547366254047","0.016976923793078","0.0407325494577314","5"
"Complete transfer dependency","2011","indirect migration background","Urban Area","35","0.0358941560029055","0.0250285706807287","0.0467597413250823","5"
"Complete transfer dependency","2011","indirect migration background","Rural Area","5","","","","5"
"High transfer dependency","2011","no migration background","Urban Area","478","0.0255252265888523","0.0229921036795088","0.0280583494981957","3"
"High transfer dependency","2011","no migration background","Rural Area","382","0.0285558950871346","0.0251263162578712","0.0319854739163981","3"
"High transfer dependency","2011","direct migration background","Urban Area","180","0.0629228219933169","0.0532562261853932","0.0725894178012405","3"
"High transfer dependency","2011","direct migration background","Rural Area","67","0.0712852651977861","0.0530283720038068","0.0895421583917655","3"
"High transfer dependency","2011","indirect migration background","Urban Area","75","0.0580469010645828","0.0443890285392924","0.0717047735898732","3"
"High transfer dependency","2011","indirect migration background","Rural Area","25","","","","3"
"Low transfer dependency","2011","direct migration background","Rural Area","150","0.143467554395074","0.1185941873252","0.168340921464947","2"
"Low transfer dependency","2011","direct migration background","Urban Area","341","0.0918795015793331","0.0803804283949891","0.103378574763677","2"
"Low transfer dependency","2011","no migration background","Urban Area","1087","0.0448220569459495","0.0414987213956045","0.0481453924962945","2"
"Low transfer dependency","2011","no migration background","Rural Area","878","0.0579160094057189","0.0531061972125456","0.0627258215988921","2"
"Low transfer dependency","2011","indirect migration background","Urban Area","162","0.0862643649935906","0.0698658360073777","0.102662893979804","2"
"Low transfer dependency","2011","indirect migration background","Rural Area","42","0.140535877296781","0.0978793514511706","0.183192403142392","2"
"No transfer dependency","2011","no migration background","Urban Area","6023","0.558058793371893","0.550082366542313","0.566035220201474","0"
"No transfer dependency","2011","no migration background","Rural Area","3380","0.526300746048317","0.516019344164382","0.536582147932251","0"
"No transfer dependency","2011","direct migration background","Urban Area","593","0.371080617089004","0.351849106066638","0.39031212811137","0"
"No transfer dependency","2011","direct migration background","Rural Area","194","0.366839355411243","0.332642927796424","0.401035783026063","0"
"No transfer dependency","2011","indirect migration background","Urban Area","162","0.274589422081928","0.248521120338241","0.300657723825616","0"
"No transfer dependency","2011","indirect migration background","Rural Area","32","0.287162882984749","0.231631651364319","0.342694114605179","0"
"Very high transfer dependency","2011","no migration background","Urban Area","337","0.0133597765745216","0.0115157585354737","0.0152037946135694","4"
"Very high transfer dependency","2011","no migration background","Rural Area","263","0.0160698196362332","0.0134805836500688","0.0186590556223976","4"
"Very high transfer dependency","2011","indirect migration background","Urban Area","57","0.0391997321306572","0.027864328132753","0.0505351361285615","4"
"Very high transfer dependency","2011","indirect migration background","Rural Area","12","","","","4"
"Very high transfer dependency","2011","direct migration background","Rural Area","31","0.0141679507007201","0.00578222201510195","0.0225536793863382","4"
"Very high transfer dependency","2011","direct migration background","Urban Area","132","0.0398033011043955","0.0320207598136465","0.0475858423951445","4"
"Very low transfer dependency","2011","no migration background","Rural Area","4029","0.357364785981758","0.347496945282908","0.367232626680608","1"
"Very low transfer dependency","2011","no migration background","Urban Area","6788","0.346034276939919","0.338393751740464","0.353674802139373","1"
"Very low transfer dependency","2011","indirect migration background","Urban Area","635","0.506005423726335","0.476803089174614","0.535207758278056","1"
"Very low transfer dependency","2011","direct migration background","Urban Area","1058","0.398070960522062","0.378584422931145","0.417557498112979","1"
"Very low transfer dependency","2011","direct migration background","Rural Area","286","0.375385137669772","0.341026928768614","0.40974334657093","1"
"Very low transfer dependency","2011","indirect migration background","Rural Area","139","0.489326209824917","0.42797134206172","0.550681077588114","1"
"Complete transfer dependency","2012","no migration background","Urban Area","185","0.0118025023835975","0.010046382748554","0.0135586220186411","5"
"Complete transfer dependency","2012","no migration background","Rural Area","115","0.0137795562313405","0.0113716755406679","0.0161874369220131","5"
"Complete transfer dependency","2012","direct migration background","Urban Area","90","0.0344200658157894","0.0268654033862182","0.0419747282453605","5"
"Complete transfer dependency","2012","direct migration background","Rural Area","28","","","","5"
"Complete transfer dependency","2012","indirect migration background","Urban Area","28","","","","5"
"Complete transfer dependency","2012","indirect migration background","Rural Area","4","","","","5"
"High transfer dependency","2012","no migration background","Urban Area","437","0.0215094310140539","0.0191503765991875","0.0238684854289204","3"
"High transfer dependency","2012","no migration background","Rural Area","371","0.029458943243288","0.0259663670792304","0.0329515194073456","3"
"High transfer dependency","2012","direct migration background","Urban Area","153","0.0553155829318758","0.0458426988818","0.0647884669819517","3"
"High transfer dependency","2012","direct migration background","Rural Area","65","0.0841415301632327","0.0644571928922803","0.103825867434185","3"
"High transfer dependency","2012","indirect migration background","Urban Area","75","0.040606415171873","0.0288512267942931","0.052361603549453","3"
"High transfer dependency","2012","indirect migration background","Rural Area","17","","","","3"
"Low transfer dependency","2012","direct migration background","Urban Area","275","0.0915533946719879","0.0796024557139714","0.103504333630004","2"
"Low transfer dependency","2012","direct migration background","Rural Area","104","0.0836734935982451","0.0640389646011338","0.103308022595357","2"
"Low transfer dependency","2012","indirect migration background","Urban Area","123","0.0887466308423469","0.0718099082786146","0.105683353406079","2"
"Low transfer dependency","2012","no migration background","Rural Area","764","0.0552185064269505","0.0505007190455319","0.0599362938083691","2"
"Low transfer dependency","2012","indirect migration background","Rural Area","37","0.126092466493811","0.0855868217257262","0.166598111261895","2"
"Low transfer dependency","2012","no migration background","Urban Area","924","0.0426887218216897","0.0394015050895129","0.0459759385538665","2"
"No transfer dependency","2012","no migration background","Urban Area","6076","0.566899929724039","0.5588425746237","0.574957284824379","0"
"No transfer dependency","2012","no migration background","Rural Area","3551","0.537849155042236","0.52755116496787","0.548147145116601","0"
"No transfer dependency","2012","direct migration background","Urban Area","553","0.3734245276178","0.353379658992625","0.393469396242976","0"
"No transfer dependency","2012","direct migration background","Rural Area","213","0.372642307614097","0.338357232461136","0.406927382767058","0"
"No transfer dependency","2012","indirect migration background","Urban Area","168","0.270665747623237","0.244204286695909","0.297127208550566","0"
"No transfer dependency","2012","indirect migration background","Rural Area","41","0.261469497208813","0.207848736303461","0.315090258114165","0"
"Very high transfer dependency","2012","no migration background","Urban Area","322","0.0151051778502481","0.0131218111192657","0.0170885445812304","4"
"Very high transfer dependency","2012","no migration background","Rural Area","221","0.0148753946756467","0.0123749907057145","0.0173757986455788","4"
"Very high transfer dependency","2012","indirect migration background","Urban Area","45","0.030250802257053","0.0200500540996343","0.0404515504144718","4"
"Very high transfer dependency","2012","indirect migration background","Rural Area","9","","","","4"
"Very high transfer dependency","2012","direct migration background","Rural Area","19","","","","4"
"Very high transfer dependency","2012","direct migration background","Urban Area","103","0.0293372763337274","0.0223443464994872","0.0363302061679676","4"
"Very low transfer dependency","2012","no migration background","Urban Area","6584","0.341994237206372","0.334280418671291","0.349708055741452","1"
"Very low transfer dependency","2012","no migration background","Rural Area","3982","0.348818444380539","0.338974228846906","0.358662659914171","1"
"Very low transfer dependency","2012","indirect migration background","Urban Area","644","0.537878169510252","0.508185170466957","0.567571168553547","1"
"Very low transfer dependency","2012","direct migration background","Rural Area","335","0.431623610395595","0.396502193938349","0.46674502685284","1"
"Very low transfer dependency","2012","direct migration background","Urban Area","1063","0.415949152628819","0.395524223884544","0.436374081373095","1"
"Very low transfer dependency","2012","indirect migration background","Rural Area","150","0.537445734292919","0.47660605818133","0.598285410404507","1"
"Complete transfer dependency","2013","indirect migration background","Urban Area","60","0.0469721669387483","0.0372168338027568","0.0567275000747399","5"
"Complete transfer dependency","2013","no migration background","Urban Area","163","0.0129293594528247","0.0110480070674659","0.0148107118381835","5"
"Complete transfer dependency","2013","direct migration background","Rural Area","70","0.0319018216353477","0.0231017511418307","0.0407018921288648","5"
"Complete transfer dependency","2013","direct migration background","Urban Area","245","0.0440382957886302","0.0382198636981096","0.0498567278791509","5"
"Complete transfer dependency","2013","no migration background","Rural Area","101","0.0130747298622495","0.0106596990653723","0.0154897606591267","5"
"Complete transfer dependency","2013","indirect migration background","Rural Area","12","","","","5"
"High transfer dependency","2013","no migration background","Rural Area","309","0.0264433325588362","0.0230321662978902","0.0298544988197822","3"
"High transfer dependency","2013","direct migration background","Urban Area","366","0.0517237620246031","0.0454434249021425","0.0580040991470636","3"
"High transfer dependency","2013","no migration background","Urban Area","440","0.020558975317348","0.0181957920421693","0.0229221585925266","3"
"High transfer dependency","2013","direct migration background","Rural Area","109","0.0534331395766879","0.0421715498195836","0.0646947293337922","3"
"High transfer dependency","2013","indirect migration background","Urban Area","131","0.0556989325012145","0.0451247283481145","0.0662731366543144","3"
"High transfer dependency","2013","indirect migration background","Rural Area","25","","","","3"
"Low transfer dependency","2013","direct migration background","Rural Area","174","0.087395785663727","0.073253969452043","0.101537601875411","2"
"Low transfer dependency","2013","direct migration background","Urban Area","590","0.0935545849969499","0.085296604802324","0.101812565191576","2"
"Low transfer dependency","2013","no migration background","Urban Area","817","0.0432980933722615","0.0399086355621322","0.0466875511823908","2"
"Low transfer dependency","2013","no migration background","Rural Area","651","0.0569902640073609","0.0520616750561076","0.0619188529586142","2"
"Low transfer dependency","2013","indirect migration background","Urban Area","211","0.0922586792537805","0.0789156731755183","0.105601685332043","2"
"Low transfer dependency","2013","indirect migration background","Rural Area","34","0.100362176628905","0.0698683052604852","0.130856047997325","2"
"No transfer dependency","2013","no migration background","Urban Area","5890","0.577498930147974","0.569272772562171","0.585725087733778","0"
"No transfer dependency","2013","no migration background","Rural Area","3333","0.539181560070039","0.528584226212048","0.549778893928029","0"
"No transfer dependency","2013","direct migration background","Urban Area","1105","0.392070268464836","0.378225709758801","0.40591482717087","0"
"No transfer dependency","2013","direct migration background","Rural Area","370","0.414018476659509","0.389354078017041","0.438682875301976","0"
"No transfer dependency","2013","indirect migration background","Urban Area","324","0.266380823189884","0.245998399233603","0.286763247146164","0"
"No transfer dependency","2013","indirect migration background","Rural Area","70","0.320740314093608","0.273371951754363","0.368108676432854","0"
"Very high transfer dependency","2013","no migration background","Urban Area","264","0.0125370299606041","0.0106840732747327","0.0143899866464755","4"
"Very high transfer dependency","2013","no migration background","Rural Area","232","0.0182906540007933","0.0154417995837209","0.0211395084178656","4"
"Very high transfer dependency","2013","indirect migration background","Urban Area","89","0.0505595090154238","0.0404575799812736","0.060661438049574","4"
"Very high transfer dependency","2013","indirect migration background","Rural Area","16","","","","4"
"Very high transfer dependency","2013","direct migration background","Urban Area","214","0.032191908402134","0.0271865122381883","0.0371973045660797","4"
"Very high transfer dependency","2013","direct migration background","Rural Area","76","0.0338433175540849","0.0247885156421926","0.0428981194659772","4"
"Very low transfer dependency","2013","no migration background","Urban Area","6277","0.333177611748987","0.325327957677936","0.341027265820039","1"
"Very low transfer dependency","2013","no migration background","Rural Area","3873","0.346019459500721","0.335906067267624","0.356132851733818","1"
"Very low transfer dependency","2013","direct migration background","Urban Area","2257","0.386421180322847","0.372613010757688","0.400229349888007","1"
"Very low transfer dependency","2013","direct migration background","Rural Area","733","0.379407458910644","0.355109213370265","0.403705704451023","1"
"Very low transfer dependency","2013","indirect migration background","Urban Area","992","0.488129889100949","0.465082772406074","0.511177005795824","1"
"Very low transfer dependency","2013","indirect migration background","Rural Area","216","0.425820327975793","0.37564031415252","0.476000341799065","1"
"Complete transfer dependency","2014","no migration background","Urban Area","134","0.0123607591682556","0.0104338956048802","0.014287622731631","5"
"Complete transfer dependency","2014","indirect migration background","Urban Area","46","0.0477169970429937","0.0370531607389706","0.0583808333470167","5"
"Complete transfer dependency","2014","direct migration background","Rural Area","39","0.0213748025535237","0.0134235679353137","0.0293260371717338","5"
"Complete transfer dependency","2014","no migration background","Rural Area","107","0.015225781604795","0.0125011778662479","0.0179503853433421","5"
"Complete transfer dependency","2014","direct migration background","Urban Area","156","0.0370542351246529","0.0310491523737443","0.0430593178755616","5"
"Complete transfer dependency","2014","indirect migration background","Rural Area","4","","","","5"
"High transfer dependency","2014","no migration background","Urban Area","340","0.0220784690459146","0.0195159582412275","0.0246409798506018","3"
"High transfer dependency","2014","no migration background","Rural Area","269","0.0267941851658989","0.0232010972819678","0.03038727304983","3"
"High transfer dependency","2014","direct migration background","Urban Area","305","0.0590431412156157","0.0515499167966452","0.0665363656345863","3"
"High transfer dependency","2014","direct migration background","Rural Area","101","0.0498310390453299","0.03786843558585","0.0617936425048097","3"
"High transfer dependency","2014","indirect migration background","Urban Area","89","0.0450190237797895","0.0346463839554763","0.0553916636041026","3"
"High transfer dependency","2014","indirect migration background","Rural Area","33","0.0847764156414691","0.0555526279371891","0.114000203345749","3"
"Low transfer dependency","2014","direct migration background","Urban Area","469","0.102897696404008","0.0932389009672597","0.112556491840756","2"
"Low transfer dependency","2014","direct migration background","Rural Area","196","0.107998931901951","0.0909354469759013","0.125062416828","2"
"Low transfer dependency","2014","no migration background","Urban Area","704","0.0436802189085843","0.04011592756298","0.0472445102541886","2"
"Low transfer dependency","2014","no migration background","Rural Area","587","0.0564890701035685","0.0513521726552617","0.0616259675518752","2"
"Low transfer dependency","2014","indirect migration background","Urban Area","187","0.103788265834365","0.0885311184408484","0.119045413227882","2"
"Low transfer dependency","2014","indirect migration background","Rural Area","40","0.111385281304078","0.0783782829311075","0.144392279677048","2"
"No transfer dependency","2014","no migration background","Rural Area","3217","0.550338998452198","0.539270136492126","0.56140786041227","0"
"No transfer dependency","2014","direct migration background","Urban Area","814","0.361265053340393","0.345993877724272","0.376536228956515","0"
"No transfer dependency","2014","indirect migration background","Rural Area","55","0.282902846064916","0.235648360971806","0.330157331158026","0"
"No transfer dependency","2014","no migration background","Urban Area","5580","0.576375684278967","0.567758358951959","0.584993009605975","0"
"No transfer dependency","2014","indirect migration background","Urban Area","238","0.241457043049795","0.220047670959279","0.26286641514031","0"
"No transfer dependency","2014","direct migration background","Rural Area","292","0.430323858592004","0.403103926081841","0.457543791102168","0"
"Very high transfer dependency","2014","no migration background","Urban Area","244","0.0132534947231317","0.0112591637843373","0.0152478256619261","4"
"Very high transfer dependency","2014","no migration background","Rural Area","143","0.0146599901883312","0.0119857210422547","0.0173342593344078","4"
"Very high transfer dependency","2014","indirect migration background","Urban Area","81","0.0567485197318902","0.0451744813667616","0.0683225580970188","4"
"Very high transfer dependency","2014","indirect migration background","Rural Area","6","","","","4"
"Very high transfer dependency","2014","direct migration background","Rural Area","77","0.0482450588051043","0.0364645430103918","0.0600255745998167","4"
"Very high transfer dependency","2014","direct migration background","Urban Area","230","0.0463733637238645","0.0396880369177763","0.0530586905299526","4"
"Very low transfer dependency","2014","no migration background","Urban Area","5629","0.332251373875146","0.324037101153486","0.340465646596807","1"
"Very low transfer dependency","2014","no migration background","Rural Area","3436","0.336491974485209","0.32597827255159","0.347005676418828","1"
"Very low transfer dependency","2014","direct migration background","Urban Area","1827","0.393366510191466","0.377836882687056","0.408896137695876","1"
"Very low transfer dependency","2014","direct migration background","Rural Area","566","0.342226309102087","0.316142545115199","0.368310073088975","1"
"Very low transfer dependency","2014","indirect migration background","Urban Area","894","0.505270150561167","0.480258648182822","0.530281652939512","1"
"Very low transfer dependency","2014","indirect migration background","Rural Area","211","0.494691702483848","0.442237425478972","0.547145979488723","1"
"Complete transfer dependency","2015","no migration background","Urban Area","142","0.0145318391790891","0.0123947321191085","0.0166689462390697","5"
"Complete transfer dependency","2015","no migration background","Rural Area","110","0.0179366159779959","0.014917167451739","0.0209560645042529","5"
"Complete transfer dependency","2015","direct migration background","Urban Area","263","0.0467149746751271","0.0404803279344242","0.0529496214158301","5"
"Complete transfer dependency","2015","direct migration background","Rural Area","69","0.0305265675799103","0.0217263784346085","0.0393267567252122","5"
"Complete transfer dependency","2015","indirect migration background","Urban Area","49","0.044174677533929","0.0335282418676515","0.0548211132002066","5"
"Complete transfer dependency","2015","indirect migration background","Rural Area","6","","","","5"
"High transfer dependency","2015","no migration background","Urban Area","274","0.0187561389509532","0.016333409682661","0.0211788682192453","3"
"High transfer dependency","2015","no migration background","Rural Area","246","0.0230360875534736","0.0196231272484416","0.0264490478585057","3"
"High transfer dependency","2015","direct migration background","Urban Area","321","0.0584808888896597","0.0515483237462558","0.0654134540330636","3"
"High transfer dependency","2015","indirect migration background","Urban Area","113","0.0761161733867125","0.0623765309802533","0.0898558157931717","3"
"High transfer dependency","2015","indirect migration background","Rural Area","21","","","","3"
"High transfer dependency","2015","direct migration background","Rural Area","91","0.0410150162216149","0.0308697742327849","0.0511602582104448","3"
"Low transfer dependency","2015","direct migration background","Urban Area","463","0.0907049851699046","0.0822202089983655","0.0991897613414438","2"
"Low transfer dependency","2015","direct migration background","Rural Area","166","0.0934179951674969","0.0785311085138877","0.108304881821106","2"
"Low transfer dependency","2015","no migration background","Rural Area","506","0.0513251969743599","0.046305105725231","0.0563452882234888","2"
"Low transfer dependency","2015","indirect migration background","Rural Area","34","0.0934722115915586","0.0625761785134488","0.124368244669668","2"
"Low transfer dependency","2015","no migration background","Urban Area","613","0.0409701908565691","0.0374302603561715","0.0445101213569668","2"
"Low transfer dependency","2015","indirect migration background","Urban Area","145","0.0811576823360808","0.0670090784968231","0.0953062861753386","2"
"No transfer dependency","2015","direct migration background","Urban Area","1179","0.400460835851902","0.385984414656352","0.414937257047451","0"
"No transfer dependency","2015","no migration background","Rural Area","3173","0.564126346669575","0.552845125415676","0.575407567923474","0"
"No transfer dependency","2015","indirect migration background","Urban Area","264","0.29185231273037","0.268297928007263","0.315406697453478","0"
"No transfer dependency","2015","indirect migration background","Rural Area","58","0.300804426600252","0.252128710651259","0.349480142549245","0"
"No transfer dependency","2015","no migration background","Urban Area","5439","0.587879053447717","0.579088807507008","0.596669299388426","0"
"No transfer dependency","2015","direct migration background","Rural Area","399","0.458020645827523","0.432533631553374","0.483507660101672","0"
"Very high transfer dependency","2015","no migration background","Urban Area","204","0.0123776613039483","0.0104031508452635","0.014352171762633","4"
"Very high transfer dependency","2015","indirect migration background","Urban Area","73","0.0495270639245493","0.0382856887305584","0.0607684391185403","4"
"Very high transfer dependency","2015","no migration background","Rural Area","135","0.0176332695250375","0.0146390001952969","0.0206275388547782","4"
"Very high transfer dependency","2015","indirect migration background","Rural Area","18","","","","4"
"Very high transfer dependency","2015","direct migration background","Rural Area","78","0.0316426283215284","0.0226881730856489","0.040597083557408","4"
"Very high transfer dependency","2015","direct migration background","Urban Area","248","0.0385207462870622","0.0328349707347502","0.0442065218393742","4"
"Very low transfer dependency","2015","no migration background","Urban Area","5373","0.325485116261724","0.317117417744668","0.333852814778779","1"
"Very low transfer dependency","2015","direct migration background","Rural Area","665","0.345377146881927","0.321053569819877","0.369700723943976","1"
"Very low transfer dependency","2015","no migration background","Rural Area","3252","0.325942483299558","0.315278816191751","0.336606150407364","1"
"Very low transfer dependency","2015","direct migration background","Urban Area","1927","0.365117569126344","0.350893120965449","0.37934201728724","1"
"Very low transfer dependency","2015","indirect migration background","Urban Area","787","0.457172090088358","0.431361423943496","0.48298275623322","1"
"Very low transfer dependency","2015","indirect migration background","Rural Area","204","0.50218395891704","0.449115464951398","0.555252452882683","1"
"Complete transfer dependency","2016","no migration background","Urban Area","107","0.0104806327629303","0.00859377592945984","0.0123674895964007","5"
"Complete transfer dependency","2016","no migration background","Rural Area","84","0.0150615472485325","0.0121887459375021","0.017934348559563","5"
"Complete transfer dependency","2016","direct migration background","Urban Area","188","0.04481673938767","0.0380439590431409","0.0515895197321991","5"
"Complete transfer dependency","2016","direct migration background","Rural Area","50","0.0219426357357865","0.0138116832208123","0.0300735882507606","5"
"Complete transfer dependency","2016","indirect migration background","Urban Area","34","0.0411028676913716","0.030380831347726","0.0518249040350173","5"
"Complete transfer dependency","2016","indirect migration background","Rural Area","7","","","","5"
"High transfer dependency","2016","direct migration background","Urban Area","243","0.0532006314283652","0.0458539554778052","0.0605473073789252","3"
"High transfer dependency","2016","no migration background","Urban Area","281","0.0238283956992802","0.0210025819449183","0.0266542094536422","3"
"High transfer dependency","2016","no migration background","Rural Area","145","0.014992905110525","0.0121265577135399","0.01785925250751","3"
"High transfer dependency","2016","direct migration background","Rural Area","48","0.0262068032720288","0.0173402412442668","0.0350733652997907","3"
"High transfer dependency","2016","indirect migration background","Urban Area","104","0.0779699508804952","0.063489190359176","0.0924507114018145","3"
"High transfer dependency","2016","indirect migration background","Rural Area","15","","","","3"
"Low transfer dependency","2016","direct migration background","Urban Area","416","0.0889279258189418","0.079610435290741","0.0982454163471426","2"
"Low transfer dependency","2016","direct migration background","Rural Area","176","0.122648125369974","0.104441383885638","0.140854866854311","2"
"Low transfer dependency","2016","indirect migration background","Rural Area","50","0.119212035485096","0.0844086323736526","0.154015438596539","2"
"Low transfer dependency","2016","no migration background","Urban Area","550","0.0404222507643482","0.036773170818505","0.0440713307101914","2"
"Low transfer dependency","2016","indirect migration background","Urban Area","155","0.101181096868727","0.0848941007129938","0.117468093024459","2"
"Low transfer dependency","2016","no migration background","Rural Area","497","0.0623268967219546","0.0566248636649138","0.0680289297789955","2"
"No transfer dependency","2016","no migration background","Urban Area","5147","0.58056831305654","0.57142527914255","0.589711346970531","0"
"No transfer dependency","2016","no migration background","Rural Area","2992","0.550280942151852","0.538547400165198","0.562014484138506","0"
"No transfer dependency","2016","direct migration background","Urban Area","915","0.415362922269551","0.399231949740761","0.431493894798342","0"
"No transfer dependency","2016","direct migration background","Rural Area","327","0.449906067556274","0.42229429949013","0.477517835622419","0"
"No transfer dependency","2016","indirect migration background","Urban Area","235","0.285797675150359","0.261397374411177","0.310197975889541","0"
"No transfer dependency","2016","indirect migration background","Rural Area","53","0.310308062240755","0.260620226726044","0.359995897755466","0"
"Very high transfer dependency","2016","no migration background","Urban Area","176","0.0132766747126026","0.0111559934335599","0.0153973559916453","4"
"Very high transfer dependency","2016","direct migration background","Rural Area","62","0.0318140468147202","0.0220730430564755","0.041555050572965","4"
"Very high transfer dependency","2016","indirect migration background","Urban Area","58","0.0323592573175106","0.022802478179822","0.0419160364551991","4"
"Very high transfer dependency","2016","no migration background","Rural Area","136","0.0139358353160004","0.011170897678501","0.0167007729534998","4"
"Very high transfer dependency","2016","direct migration background","Urban Area","233","0.0450682414057716","0.0382773781476142","0.0518591046639289","4"
"Very high transfer dependency","2016","indirect migration background","Rural Area","14","","","","4"
"Very low transfer dependency","2016","no migration background","Urban Area","4929","0.331423733004299","0.322702049392926","0.340145416615671","1"
"Very low transfer dependency","2016","no migration background","Rural Area","3051","0.343401873451136","0.332201889528289","0.354601857373983","1"
"Very low transfer dependency","2016","direct migration background","Rural Area","584","0.347482321251216","0.321053526232509","0.373911116269923","1"
"Very low transfer dependency","2016","indirect migration background","Urban Area","731","0.461589152091537","0.43466513229656","0.488513171886514","1"
"Very low transfer dependency","2016","indirect migration background","Rural Area","194","0.494058573276389","0.440359682509957","0.547757464042821","1"
"Very low transfer dependency","2016","direct migration background","Urban Area","1590","0.3526235396897","0.336983508558639","0.368263570820761","1"
"Complete transfer dependency","2017","no migration background","Urban Area","126","0.0114409946891511","0.00957560481026689","0.0133063845680354","5"
"Complete transfer dependency","2017","no migration background","Rural Area","96","0.0146893299275632","0.0120494227267042","0.0173292371284222","5"
"Complete transfer dependency","2017","direct migration background","Urban Area","1295","0.0516877339993848","0.0454855995948292","0.0578898684039405","5"
"Complete transfer dependency","2017","direct migration background","Rural Area","508","0.0839427851912307","0.071268887015829","0.0966166833666323","5"
"Complete transfer dependency","2017","indirect migration background","Urban Area","39","0.0311363936623367","0.0222636147091985","0.040009172615475","5"
