"transab_cat","year","age_gr","migback","n","percent","lower_confidence","upper_confidence","value"
"No transfer dependency","1997","35-65 y.","direct migration background","469","0.377356242133401","0.352389642406636","0.402322841860167","0"
"No transfer dependency","1997","35-65 y.","no migration background","1755","0.41909274680822","0.405523133979066","0.432662359637375","0"
"No transfer dependency","1997","16-34 y.","indirect migration background","133","0.274792949661099","0.236679646869455","0.312906252452744","0"
"No transfer dependency","1997","16-34 y.","no migration background","1041","0.34834608307511","0.33199850105862","0.3646936650916","0"
"No transfer dependency","1997","16-34 y.","direct migration background","167","0.25745962571531","0.226596812882423","0.288322438548196","0"
"Very high transfer dependency","1997","35-65 y.","no migration background","78","0.0174157296059697","0.0138181142773047","0.0210133449346347","4"
"Very high transfer dependency","1997","16-34 y.","indirect migration background","12","","","","4"
"Very high transfer dependency","1997","16-34 y.","no migration background","58","0.0209699842873197","0.0160537042813853","0.0258862642932542","4"
"Very high transfer dependency","1997","16-34 y.","direct migration background","22","","","","4"
"Very high transfer dependency","1997","35-65 y.","direct migration background","32","0.0207602035047746","0.01341634770332","0.0281040593062292","4"
"Very high transfer dependency","1997","35-65 y.","indirect migration background","1","","","","4"
"Very high transfer dependency","1997","66 and older","direct migration background","","","","","4"
"Very high transfer dependency","1997","66 and older","indirect migration background","","","","","4"
"Very high transfer dependency","1997","66 and older","no migration background","1","","","","4"
"Very low transfer dependency","1997","35-65 y.","no migration background","2701","0.46771747778355","0.45399533647917","0.48143961908793","1"
"Very low transfer dependency","1997","35-65 y.","direct migration background","720","0.450363972800705","0.424737830892817","0.475990114708593","1"
"Very low transfer dependency","1997","16-34 y.","indirect migration background","307","0.574482258870511","0.532269870027286","0.616694647713736","1"
"Very low transfer dependency","1997","16-34 y.","direct migration background","459","0.563470479066432","0.528462801907039","0.598478156225825","1"
"Very low transfer dependency","1997","16-34 y.","no migration background","1764","0.511153276569706","0.494001801241327","0.528304751898086","1"
"Very low transfer dependency","1997","66 and older","indirect migration background","1","","","","1"
"Very low transfer dependency","1997","66 and older","direct migration background","37","0.108551253543568","0.0689472100454824","0.148155297041653","1"
"Very low transfer dependency","1997","66 and older","no migration background","144","0.0896356205574214","0.0744592832220086","0.104811957892834","1"
"Very low transfer dependency","1997","35-65 y.","indirect migration background","21","","","","1"
"Complete transfer dependency","1998","16-34 y.","no migration background","43","0.014752141227762","0.0107863103025984","0.0187179721529256","5"
"Complete transfer dependency","1998","16-34 y.","direct migration background","18","","","","5"
"Complete transfer dependency","1998","16-34 y.","indirect migration background","3","","","","5"
"Complete transfer dependency","1998","35-65 y.","no migration background","45","0.0120524543789238","0.00928769722784299","0.0148172115300047","5"
"Complete transfer dependency","1998","35-65 y.","direct migration background","28","","","","5"
"Complete transfer dependency","1998","35-65 y.","indirect migration background","","","","","5"
"Complete transfer dependency","1998","66 and older","no migration background","1","","","","5"
"Complete transfer dependency","1998","66 and older","direct migration background","2","","","","5"
"Complete transfer dependency","1998","66 and older","indirect migration background","","","","","5"
"High transfer dependency","1998","16-34 y.","no migration background","77","0.0236611545787587","0.0186613599537645","0.0286609492037529","3"
"High transfer dependency","1998","66 and older","direct migration background","2","","","","3"
"High transfer dependency","1998","66 and older","indirect migration background","","","","","3"
"High transfer dependency","1998","16-34 y.","direct migration background","35","0.0391542137458124","0.0249271563441743","0.0533812711474505","3"
"High transfer dependency","1998","16-34 y.","indirect migration background","23","","","","3"
"High transfer dependency","1998","35-65 y.","no migration background","140","0.0210245841421442","0.0173896052046553","0.0246595630796331","3"
"High transfer dependency","1998","35-65 y.","direct migration background","42","0.0291385863780688","0.0204088488158642","0.0378683239402735","3"
"High transfer dependency","1998","35-65 y.","indirect migration background","1","","","","3"
"High transfer dependency","1998","66 and older","no migration background","3","","","","3"
"Low transfer dependency","1998","66 and older","direct migration background","17","","","","2"
"Low transfer dependency","1998","66 and older","no migration background","29","","","","2"
"Low transfer dependency","1998","35-65 y.","indirect migration background","2","","","","2"
"Low transfer dependency","1998","35-65 y.","direct migration background","160","0.0938791509509697","0.0787412392922304","0.109017062609709","2"
"Low transfer dependency","1998","66 and older","indirect migration background","","","","","2"
"Low transfer dependency","1998","35-65 y.","no migration background","409","0.0575771810775947","0.0516751649161989","0.0634791972389904","2"
"Low transfer dependency","1998","16-34 y.","direct migration background","71","0.0942481588738367","0.0728172773488185","0.115679040398855","2"
"Low transfer dependency","1998","16-34 y.","indirect migration background","49","0.0829531394469103","0.0598606906416131","0.106045588252207","2"
"Low transfer dependency","1998","16-34 y.","no migration background","314","0.0720235117826423","0.0635191926816259","0.0805278308836588","2"
"No transfer dependency","1998","16-34 y.","no migration background","1123","0.342873933188366","0.327259526139472","0.35848834023726","0"
"No transfer dependency","1998","16-34 y.","direct migration background","135","0.272576446147456","0.2399148934175","0.305237998877412","0"
"No transfer dependency","1998","16-34 y.","indirect migration background","124","0.246253661872279","0.21018236406454","0.282324959680018","0"
"No transfer dependency","1998","35-65 y.","no migration background","2200","0.431894376303368","0.419344032663567","0.444444719943169","0"
"No transfer dependency","1998","35-65 y.","direct migration background","442","0.362198958449461","0.337252750464687","0.387145166434235","0"
"No transfer dependency","1998","35-65 y.","indirect migration background","17","","","","0"
