"transab_cat","year","education","sampreg","n","percent","lower_confidence","upper_confidence"
"Very high transfer dependency","1998","Other degree","East Germany","","","",""
"Very high transfer dependency","1998","no degree/no degree yet","West Germany","24","","",""
"Very high transfer dependency","1998","no degree/no degree yet","East Germany","2","","",""
"Complete transfer dependency","1998","lower secondary degree","West Germany","40","0.0122107416827189","0.00893537701017273","0.015486106355265"
"Complete transfer dependency","1998","lower secondary degree","East Germany","13","","",""
"Complete transfer dependency","1998","secondary school degree","West Germany","10","","",""
"Complete transfer dependency","1998","secondary school degree","East Germany","14","","",""
"Complete transfer dependency","1998","college entrance qualification","West Germany","9","","",""
"Complete transfer dependency","1998","college entrance qualification","East Germany","2","","",""
"Complete transfer dependency","1998","Other degree","West Germany","24","","",""
"Complete transfer dependency","1998","Other degree","East Germany","2","","",""
"Complete transfer dependency","1998","no degree/no degree yet","West Germany","15","","",""
"Complete transfer dependency","1998","no degree/no degree yet","East Germany","1","","",""
"No transfer dependency","1999","lower secondary degree","West Germany","2152","0.584387144140859","0.569539071806466","0.599235216475252"
"No transfer dependency","1999","lower secondary degree","East Germany","661","0.624134759806053","0.597165582089471","0.651103937522635"
"No transfer dependency","1999","secondary school degree","West Germany","828","0.466371554880336","0.444937834352941","0.487805275407731"
"No transfer dependency","1999","secondary school degree","East Germany","403","0.271073393473759","0.250078345801626","0.292068441145893"
"No transfer dependency","1999","college entrance qualification","West Germany","705","0.461054538776722","0.437045958178199","0.485063119375245"
"No transfer dependency","1999","college entrance qualification","East Germany","148","0.322962861332126","0.284199205824147","0.361726516840104"
"No transfer dependency","1999","Other degree","West Germany","273","0.389119546340425","0.356833439765495","0.421405652915355"
"No transfer dependency","1999","Other degree","East Germany","12","","",""
"No transfer dependency","1999","no degree/no degree yet","West Germany","136","0.201876239407495","0.171065507416998","0.232686971397993"
"No transfer dependency","1999","no degree/no degree yet","East Germany","6","","",""
"Very low transfer dependency","1999","lower secondary degree","West Germany","1741","0.341557882061417","0.327270053876687","0.355845710246146"
"Very low transfer dependency","1999","lower secondary degree","East Germany","317","0.196086806846332","0.173979226960684","0.218194386731979"
"Very low transfer dependency","1999","secondary school degree","West Germany","1116","0.477780687728343","0.456319546585027","0.499241828871658"
"Very low transfer dependency","1999","secondary school degree","East Germany","998","0.520825361469608","0.497230116458111","0.544420606481106"
"Very low transfer dependency","1999","college entrance qualification","West Germany","853","0.487518185414241","0.463443946591497","0.511592424236986"
"Very low transfer dependency","1999","college entrance qualification","East Germany","344","0.557207798171968","0.516031171786677","0.598384424557258"
"Very low transfer dependency","1999","Other degree","West Germany","460","0.460537460405391","0.427530223894907","0.493544696915874"
"Very low transfer dependency","1999","Other degree","East Germany","19","","",""
"Very low transfer dependency","1999","no degree/no degree yet","West Germany","397","0.645994282310015","0.609287715337809","0.682700849282221"
"Very low transfer dependency","1999","no degree/no degree yet","East Germany","90","0.747359110503345","0.668284769034664","0.826433451972026"
"Low transfer dependency","1999","lower secondary degree","West Germany","191","0.0366011144812195","0.0309436024513435","0.0422586265110955"
"Low transfer dependency","1999","lower secondary degree","East Germany","139","0.0831657686159353","0.0677902366464612","0.0985413005854093"
"Low transfer dependency","1999","secondary school degree","West Germany","95","0.0380146249329376","0.02979841285762","0.0462308370082553"
"Low transfer dependency","1999","secondary school degree","East Germany","226","0.137036055337753","0.120793839878391","0.153278270797115"
"Low transfer dependency","1999","college entrance qualification","West Germany","62","0.0345665965395672","0.0257681217164397","0.0433650713626947"
"Low transfer dependency","1999","college entrance qualification","East Germany","43","0.0727314169513077","0.0512033029688258","0.0942595309337896"
"Low transfer dependency","1999","Other degree","West Germany","99","0.0932552872286808","0.0739988789261022","0.112511695531259"
"Low transfer dependency","1999","Other degree","East Germany","5","","",""
"Low transfer dependency","1999","no degree/no degree yet","West Germany","77","0.0952058582990359","0.0726774234982447","0.117734293099827"
"Low transfer dependency","1999","no degree/no degree yet","East Germany","8","","",""
"High transfer dependency","1999","lower secondary degree","West Germany","60","0.0138289854165964","0.0103105746770542","0.0173473961561387"
"High transfer dependency","1999","lower secondary degree","East Germany","78","0.0555435677117006","0.0427903348866981","0.0682968005367032"
"High transfer dependency","1999","secondary school degree","West Germany","21","","",""
"High transfer dependency","1999","secondary school degree","East Germany","61","0.0431895061604224","0.0335881274183406","0.0527908849025042"
"High transfer dependency","1999","college entrance qualification","West Germany","22","","",""
"High transfer dependency","1999","college entrance qualification","East Germany","16","","",""
"High transfer dependency","1999","Other degree","West Germany","12","","",""
"High transfer dependency","1999","Other degree","East Germany","2","","",""
"High transfer dependency","1999","no degree/no degree yet","West Germany","22","","",""
"High transfer dependency","1999","no degree/no degree yet","East Germany","8","","",""
"Very high transfer dependency","1999","lower secondary degree","West Germany","52","0.011974339851221","0.00869727403781831","0.0152514056646236"
"Very high transfer dependency","1999","lower secondary degree","East Germany","30","0.0236816716998661","0.0152149684758549","0.0321483749238772"
"Very high transfer dependency","1999","secondary school degree","West Germany","11","","",""
"Very high transfer dependency","1999","secondary school degree","East Germany","28","","",""
"Very high transfer dependency","1999","college entrance qualification","West Germany","7","","",""
"Very high transfer dependency","1999","college entrance qualification","East Germany","7","","",""
"Very high transfer dependency","1999","Other degree","West Germany","14","","",""
"Very high transfer dependency","1999","Other degree","East Germany","2","","",""
"Very high transfer dependency","1999","no degree/no degree yet","West Germany","12","","",""
"Very high transfer dependency","1999","no degree/no degree yet","East Germany","2","","",""
"Complete transfer dependency","1999","lower secondary degree","West Germany","36","0.0116505340486876","0.00841755087578265","0.0148835172215925"
