"transab_cat","year","e11103","sampreg","n","percent","lower_confidence","upper_confidence"
"No transfer dependency","2019","Full Time","West Germany","3494","0.541191445992614","0.530476473461775","0.551906418523454"
"No transfer dependency","2019","Full Time","East Germany","1107","0.580301640026535","0.560470558266664","0.600132721786405"
"No transfer dependency","2019","Part Time","West Germany","1812","0.37831174732574","0.366341123326306","0.390282371325173"
"No transfer dependency","2019","Part Time","East Germany","458","0.406702263418573","0.379948317350369","0.433456209486776"
"No transfer dependency","2019","Not Working","West Germany","3400","0.629084830567644","0.618809123190766","0.639360537944521"
"No transfer dependency","2019","Not Working","East Germany","1181","0.6104030956844","0.590786490732737","0.630019700636062"
"Very low transfer dependency","2019","Full Time","West Germany","4406","0.42638368170695","0.41574933332871","0.43701803008519"
"Very low transfer dependency","2019","Full Time","East Germany","1121","0.368768064113241","0.349380555524455","0.388155572702028"
"Very low transfer dependency","2019","Part Time","West Germany","3369","0.484258892033374","0.471923293631071","0.496594490435678"
"Very low transfer dependency","2019","Part Time","East Germany","555","0.403691711984943","0.376969429774723","0.430413994195162"
"Very low transfer dependency","2019","Not Working","West Germany","1717","0.19280218652842","0.184410180444078","0.201194192612762"
"Very low transfer dependency","2019","Not Working","East Germany","397","0.178745560200171","0.163333374591272","0.19415774580907"
"Low transfer dependency","2019","Full Time","West Germany","286","0.0256622523654781","0.0222620716726231","0.0290624330583332"
"Low transfer dependency","2019","Full Time","East Germany","107","0.0368704953488254","0.0292981101171981","0.0444428805804527"
"Low transfer dependency","2019","Part Time","West Germany","486","0.0769221352086239","0.0703447938886647","0.0834994765285831"
"Low transfer dependency","2019","Part Time","East Germany","135","0.106060728010725","0.0892902856949478","0.122831170326502"
"Low transfer dependency","2019","Not Working","West Germany","507","0.0607019263881923","0.0556224051920578","0.0657814475843268"
"Low transfer dependency","2019","Not Working","East Germany","158","0.069607559243196","0.0593706459894301","0.079844472496962"
"High transfer dependency","2019","Full Time","West Germany","98","0.00583120376676322","0.004193976307557","0.00746843122596943"
"High transfer dependency","2019","Full Time","East Germany","34","0.0104878337170711","0.00639424378638202","0.0145814236477602"
"High transfer dependency","2019","Part Time","West Germany","377","0.0402746474654287","0.0354218194170534","0.0451274755138039"
"High transfer dependency","2019","Part Time","East Germany","85","0.0520579984149783","0.0399590444865717","0.0641569523433849"
"High transfer dependency","2019","Not Working","West Germany","421","0.0379840205742224","0.0339176080580714","0.0420504330903735"
"High transfer dependency","2019","Not Working","East Germany","117","0.0359931535763266","0.0285001188972824","0.0434861882553709"
"Very high transfer dependency","2019","Full Time","West Germany","24","","",""
"Very high transfer dependency","2019","Full Time","East Germany","10","","",""
"Very high transfer dependency","2019","Part Time","West Germany","261","0.0202325779668335","0.0167572751348196","0.0237078807988475"
"Very high transfer dependency","2019","Part Time","East Germany","62","0.0314872981707813","0.0219761364629436","0.0409984598786191"
"Very high transfer dependency","2019","Not Working","West Germany","423","0.0289046500406357","0.0253406752841431","0.0324686247971282"
"Very high transfer dependency","2019","Not Working","East Germany","96","0.035102026879958","0.0276989113305471","0.0425051424293689"
"Complete transfer dependency","2019","Full Time","West Germany","","","",""
"Complete transfer dependency","2019","Full Time","East Germany","","","",""
"Complete transfer dependency","2019","Part Time","West Germany","","","",""
"Complete transfer dependency","2019","Part Time","East Germany","","","",""
"Complete transfer dependency","2019","Not Working","West Germany","2021","0.0505223859008863","0.0458632635540433","0.0551815082477294"
"Complete transfer dependency","2019","Not Working","East Germany","425","0.0701486044159486","0.059874971950581","0.0804222368813162"
