"transab_cat","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2011","no migration background","Male","859","0.0484692732899746","0.0444463181048823","0.0524922284750669"
"Low transfer dependency","2011","no migration background","Female","1106","0.0500366201589401","0.0462894188431892","0.053783821474691"
"Low transfer dependency","2011","direct migration background","Male","221","0.106560229648121","0.0904434978857098","0.122676961410533"
"Low transfer dependency","2011","direct migration background","Female","270","0.10100723052501","0.0870044446398419","0.115010016410179"
"Low transfer dependency","2011","indirect migration background","Male","82","0.0724668802417439","0.0520759618525789","0.0928577986309089"
"Low transfer dependency","2011","indirect migration background","Female","122","0.120620051920213","0.0974653427953586","0.143774761045067"
"High transfer dependency","2011","no migration background","Male","298","0.0240751210201156","0.0212037258457712","0.02694651619446"
"High transfer dependency","2011","no migration background","Female","562","0.0289113369018931","0.0260314652034087","0.0317912086003775"
"High transfer dependency","2011","direct migration background","Male","114","0.0734212311765231","0.0597974152433524","0.0870450471096939"
"High transfer dependency","2011","direct migration background","Female","133","0.057576410847754","0.0467519696540383","0.0684008520414697"
"High transfer dependency","2011","indirect migration background","Male","35","0.0587306442167295","0.0402383142896204","0.0772229741438387"
"High transfer dependency","2011","indirect migration background","Female","65","0.0550141442679368","0.0388038413692371","0.0712244471666366"
"Very high transfer dependency","2011","no migration background","Male","205","0.0135470641632157","0.0113815485929362","0.0157125797334952"
"Very high transfer dependency","2011","no migration background","Female","395","0.0149781280500454","0.0128904606135997","0.0170657954864911"
"Very high transfer dependency","2011","direct migration background","Male","66","0.0312804303795804","0.0221879544478881","0.0403729063112727"
"Very high transfer dependency","2011","direct migration background","Female","97","0.0362997079103253","0.0276084492026015","0.044990966618049"
"Very high transfer dependency","2011","indirect migration background","Male","24","","",""
"Very high transfer dependency","2011","indirect migration background","Female","45","0.0421691732170506","0.0278807849487726","0.0564575614853286"
"Complete transfer dependency","2011","no migration background","Male","117","0.0142236317591561","0.0120054609618391","0.016441802556473"
"Complete transfer dependency","2011","no migration background","Female","189","0.0113334120189954","0.00951406778760755","0.0131527562503833"
"Complete transfer dependency","2011","direct migration background","Male","63","0.0339599050567219","0.0244991113387127","0.0434206987747312"
"Complete transfer dependency","2011","direct migration background","Female","92","0.0350872912115384","0.0265370365318448","0.0436375458912321"
"Complete transfer dependency","2011","indirect migration background","Male","14","","",""
"Complete transfer dependency","2011","indirect migration background","Female","26","","",""
"No transfer dependency","2012","no migration background","Male","4594","0.547489128828773","0.538080071438003","0.556898186219543"
"No transfer dependency","2012","no migration background","Female","5033","0.565943431471157","0.557351152627945","0.57453571031437"
"No transfer dependency","2012","direct migration background","Male","345","0.373312193809776","0.34733706626221","0.399287321357342"
"No transfer dependency","2012","direct migration background","Female","421","0.373175339257163","0.349972056736682","0.396378621777644"
"No transfer dependency","2012","indirect migration background","Male","107","0.280768382262301","0.244960479212657","0.316576285311945"
"No transfer dependency","2012","indirect migration background","Female","102","0.256370618057294","0.224826268290958","0.287914967823629"
"Very low transfer dependency","2012","no migration background","Male","4860","0.358916388950389","0.349848674382942","0.367984103517836"
"Very low transfer dependency","2012","no migration background","Female","5706","0.33051618714199","0.322361353763113","0.338671020520867"
"Very low transfer dependency","2012","direct migration background","Male","626","0.412738814205649","0.386299554944869","0.439178073466428"
"Very low transfer dependency","2012","direct migration background","Female","772","0.425764080245533","0.402042172650503","0.449485987840563"
"Very low transfer dependency","2012","indirect migration background","Male","364","0.529074261176309","0.489299742330671","0.568848780021946"
"Very low transfer dependency","2012","indirect migration background","Female","430","0.54714216834809","0.511180467925269","0.583103868770911"
"Low transfer dependency","2012","no migration background","Male","699","0.0431722820043575","0.0393302300318556","0.0470143339768594"
"Low transfer dependency","2012","no migration background","Female","989","0.0505687567394278","0.0467701740729224","0.0543673394059331"
"Low transfer dependency","2012","direct migration background","Male","177","0.100282868100336","0.0841518288904953","0.116413907310176"
"Low transfer dependency","2012","direct migration background","Female","202","0.0803371709975656","0.0672967231499256","0.0933776188452056"
"Low transfer dependency","2012","indirect migration background","Male","71","0.102147891757968","0.0780162143591711","0.126279569156764"
"Low transfer dependency","2012","indirect migration background","Female","89","0.0885158704398718","0.0679950693038561","0.109036671575888"
"High transfer dependency","2012","no migration background","Male","292","0.0222468724381314","0.0194588712910873","0.0250348735851754"
"High transfer dependency","2012","no migration background","Female","516","0.0261012467090377","0.0233372583146063","0.0288652351034691"
"High transfer dependency","2012","direct migration background","Male","86","0.0605455805963071","0.0477377651920458","0.0733533960005685"
"High transfer dependency","2012","direct migration background","Female","132","0.0635359268741089","0.0518335206966979","0.0752383330515199"
"High transfer dependency","2012","indirect migration background","Male","30","0.0408124348516349","0.0250465472393384","0.0565783224639314"
"High transfer dependency","2012","indirect migration background","Female","62","0.0459945754920493","0.0308611266369205","0.0611280243471782"
"Very high transfer dependency","2012","no migration background","Male","181","0.0134692415304065","0.0112901737239485","0.0156483093368646"
"Very high transfer dependency","2012","no migration background","Female","362","0.0165009092905073","0.0142924489520001","0.0187093696290145"
"Very high transfer dependency","2012","direct migration background","Male","48","0.0222445386878185","0.0143245820164854","0.0301644953591517"
"Very high transfer dependency","2012","direct migration background","Female","74","0.0270920679309643","0.0193031545758182","0.0348809812861105"
"Very high transfer dependency","2012","indirect migration background","Male","21","","",""
"Very high transfer dependency","2012","indirect migration background","Female","33","0.0277003593197601","0.0158439837510493","0.039556734888471"
"Complete transfer dependency","2012","no migration background","Male","124","0.0147060862479425","0.012430594246309","0.016981578249576"
"Complete transfer dependency","2012","no migration background","Female","176","0.0103694686478798","0.00861331108420985","0.0121256262115498"
"Complete transfer dependency","2012","direct migration background","Male","50","0.0308760046001144","0.0215864220046802","0.0401655871955486"
"Complete transfer dependency","2012","direct migration background","Female","68","0.0300954146946644","0.0218987985917842","0.0382920307975445"
"Complete transfer dependency","2012","indirect migration background","Male","12","","",""
"Complete transfer dependency","2012","indirect migration background","Female","20","","",""
"No transfer dependency","2013","no migration background","Male","4389","0.554057062861662","0.544421057224401","0.563693068498922"
"No transfer dependency","2013","no migration background","Female","4834","0.573686679345237","0.564885206948036","0.582488151742438"
"No transfer dependency","2013","direct migration background","Male","710","0.424628921099529","0.406427571013137","0.442830271185921"
"No transfer dependency","2013","direct migration background","Female","765","0.370806420243995","0.35474906665224","0.386863773835749"
"No transfer dependency","2013","indirect migration background","Male","213","0.300679422237681","0.272675459825756","0.328683384649606"
"No transfer dependency","2013","indirect migration background","Female","181","0.250251501377011","0.225216632615567","0.275286370138456"
"Very low transfer dependency","2013","no migration background","Male","4675","0.350559105726998","0.34130934294834","0.359808868505656"
"Very low transfer dependency","2013","no migration background","Female","5475","0.325497539055292","0.317158440225516","0.333836637885069"
"Very low transfer dependency","2013","direct migration background","Male","1329","0.361029012902827","0.343342735791645","0.378715290014009"
"Very low transfer dependency","2013","direct migration background","Female","1661","0.407114311090894","0.390781840853225","0.423446781328564"
"Very low transfer dependency","2013","indirect migration background","Male","568","0.463379619335854","0.432926518228544","0.493832720443163"
"Very low transfer dependency","2013","indirect migration background","Female","640","0.490833084246336","0.461939849016061","0.519726319476611"
"Low transfer dependency","2013","no migration background","Male","588","0.0446284436433011","0.0406255672720629","0.0486313200145393"
"Low transfer dependency","2013","no migration background","Female","880","0.0512869077934685","0.047361143673327","0.05521267191361"
"Low transfer dependency","2013","direct migration background","Male","348","0.0915251401700516","0.0809069264631123","0.102143353876991"
"Low transfer dependency","2013","direct migration background","Female","416","0.0929313358355697","0.0832795121671806","0.102583159503959"
"Low transfer dependency","2013","indirect migration background","Male","110","0.100975472361368","0.0825752447334497","0.119375699989286"
"Low transfer dependency","2013","indirect migration background","Female","135","0.0859484136769322","0.0697488447921178","0.102147982561747"
"High transfer dependency","2013","no migration background","Male","276","0.0208629148444419","0.0180922155419005","0.0236336141469833"
"High transfer dependency","2013","no migration background","Female","473","0.0242440958007876","0.0215067662457898","0.0269814253557854"
"High transfer dependency","2013","direct migration background","Male","198","0.0518590093891409","0.04369368630691","0.0600243324713717"
"High transfer dependency","2013","direct migration background","Female","277","0.0522936512825585","0.0448930060568779","0.059694296508239"
"High transfer dependency","2013","indirect migration background","Male","64","0.0628408810680675","0.0480205713707405","0.0776611907653945"
"High transfer dependency","2013","indirect migration background","Female","92","0.0613507144859107","0.0474812191061405","0.0752202098656809"
"Very high transfer dependency","2013","no migration background","Male","162","0.0132166410356217","0.0110027736184058","0.0154305084528376"
"Very high transfer dependency","2013","no migration background","Female","334","0.0157806326509835","0.0135626320709675","0.0179986332309996"
"Very high transfer dependency","2013","direct migration background","Male","108","0.0260954431720489","0.0202250749822194","0.0319658113618784"
"Very high transfer dependency","2013","direct migration background","Female","182","0.0385168519812449","0.0321194382553451","0.0449142657071447"
"Very high transfer dependency","2013","indirect migration background","Male","49","0.0429352894204015","0.0305556690332473","0.0553149098075556"
"Very high transfer dependency","2013","indirect migration background","Female","56","0.0545856908140913","0.0414561462404198","0.0677152353877629"
"Complete transfer dependency","2013","no migration background","Male","132","0.016675831887976","0.0141934290245315","0.0191582347514206"
"Complete transfer dependency","2013","no migration background","Female","132","0.00950414535423156","0.00777736792687962","0.0112309227815835"
"Complete transfer dependency","2013","direct migration background","Male","140","0.0448624732664028","0.0372399393697438","0.0524850071630619"
"Complete transfer dependency","2013","direct migration background","Female","175","0.0383374295657381","0.0319543382252518","0.0447205209062243"
"Complete transfer dependency","2013","indirect migration background","Male","26","","",""
"Complete transfer dependency","2013","indirect migration background","Female","46","0.0570305953997184","0.0436275982685451","0.0704335925308918"
"No transfer dependency","2014","no migration background","Male","4212","0.561863924768961","0.551838113667758","0.571889735870164"
"No transfer dependency","2014","no migration background","Female","4585","0.572618513852277","0.563366251976455","0.581870775728098"
"No transfer dependency","2014","direct migration background","Male","516","0.387910339711082","0.368061012415057","0.407759667007107"
"No transfer dependency","2014","direct migration background","Female","590","0.364536719841945","0.34657096046206","0.382502479221829"
"No transfer dependency","2014","indirect migration background","Male","151","0.261667644308093","0.232544046343748","0.290791242272438"
"No transfer dependency","2014","indirect migration background","Female","142","0.233844002329818","0.207726945833646","0.25996105882599"
"Very low transfer dependency","2014","no migration background","Male","4193","0.342781260805764","0.333190281773463","0.352372239838065"
"Very low transfer dependency","2014","no migration background","Female","4872","0.325141103720221","0.316380182041711","0.333902025398731"
"Very low transfer dependency","2014","direct migration background","Male","1090","0.366320787209398","0.346694502004502","0.385947072414293"
"Very low transfer dependency","2014","direct migration background","Female","1303","0.397881763154106","0.379611381670108","0.416152144638105"
"Very low transfer dependency","2014","indirect migration background","Male","513","0.48306665681904","0.449956223201882","0.516177090436198"
"Very low transfer dependency","2014","indirect migration background","Female","592","0.526511873083787","0.495704040960028","0.557319705207545"
"Low transfer dependency","2014","no migration background","Male","530","0.0439625100208292","0.0398198610157703","0.0481051590258882"
"Low transfer dependency","2014","no migration background","Female","761","0.0520124709782808","0.0478594662396989","0.0561654757168626"
"Low transfer dependency","2014","direct migration background","Male","316","0.107775018717428","0.095143114142342","0.120406923292513"
"Low transfer dependency","2014","direct migration background","Female","349","0.100379842361645","0.0891626917370399","0.111596992986251"
"Low transfer dependency","2014","indirect migration background","Male","95","0.108661258494395","0.0880405861515312","0.129281930837259"
"Low transfer dependency","2014","indirect migration background","Female","132","0.101069929550489","0.0824714927361931","0.119668366364786"
"High transfer dependency","2014","no migration background","Male","232","0.0225539401515741","0.0195536928858178","0.0255541874173304"
"High transfer dependency","2014","no migration background","Female","377","0.0247947420093431","0.021886468915991","0.0277030151026951"
"High transfer dependency","2014","direct migration background","Male","177","0.0559120479427969","0.0465530032543628","0.065271092631231"
"High transfer dependency","2014","direct migration background","Female","229","0.0582052218839533","0.0494656769099851","0.0669447668579215"
"High transfer dependency","2014","indirect migration background","Male","51","0.0522293668864173","0.0374874801833897","0.0669712535894449"
"High transfer dependency","2014","indirect migration background","Female","71","0.0515029928648615","0.0378654313127412","0.0651405544169818"
"Very high transfer dependency","2014","no migration background","Male","135","0.0126790986451381","0.0104182432142012","0.0149399540760751"
"Very high transfer dependency","2014","no migration background","Female","252","0.0147408976848339","0.0124869461933164","0.0169948491763515"
"Very high transfer dependency","2014","direct migration background","Male","131","0.0458877727764157","0.0373642168776966","0.0544113286751348"
"Very high transfer dependency","2014","direct migration background","Female","176","0.0476076978526936","0.0396593615059762","0.055556034199411"
"Very high transfer dependency","2014","indirect migration background","Male","42","0.0514552941811994","0.0368170832978631","0.0660935050645357"
"Very high transfer dependency","2014","indirect migration background","Female","45","0.0486826787743288","0.0354040740301992","0.0619612835184583"
"Complete transfer dependency","2014","no migration background","Male","106","0.0161592656077334","0.0136114227052145","0.0187071085102523"
"Complete transfer dependency","2014","no migration background","Female","135","0.0106922717550444","0.00876870144005003","0.0126158420700388"
"Complete transfer dependency","2014","direct migration background","Male","85","0.0361940336428804","0.0285857640788178","0.0438023032069429"
"Complete transfer dependency","2014","direct migration background","Female","110","0.0313887549056565","0.0248800960992714","0.0378974137120417"
"Complete transfer dependency","2014","indirect migration background","Male","23","","",""
"Complete transfer dependency","2014","indirect migration background","Female","27","","",""
"No transfer dependency","2015","no migration background","Male","4125","0.580306858675442","0.570094015637309","0.590519701713575"
"No transfer dependency","2015","no migration background","Female","4487","0.579234011173999","0.569789862101094","0.588678160246904"
"No transfer dependency","2015","direct migration background","Male","763","0.420357300697345","0.401731429269307","0.438983172125383"
"No transfer dependency","2015","direct migration background","Female","815","0.405264380547506","0.388176776891088","0.422351984203924"
"No transfer dependency","2015","indirect migration background","Male","163","0.301500500514657","0.270109614002934","0.33289138702638"
"No transfer dependency","2015","indirect migration background","Female","159","0.284175095708438","0.255509944174043","0.312840247242833"
"Very low transfer dependency","2015","no migration background","Male","3945","0.324859206389899","0.315167580666761","0.334550832113037"
"Very low transfer dependency","2015","no migration background","Female","4680","0.326381344510057","0.317411493920279","0.335351195099834"
"Very low transfer dependency","2015","direct migration background","Male","1186","0.360948153713451","0.3428256758618","0.379070631565102"
"Very low transfer dependency","2015","direct migration background","Female","1406","0.360945020943955","0.344228742018148","0.377661299869761"
"Very low transfer dependency","2015","indirect migration background","Male","462","0.470189203520238","0.436048439101558","0.504329967938918"
"Very low transfer dependency","2015","indirect migration background","Female","529","0.458513054585237","0.426844540923849","0.490181568246626"
"Low transfer dependency","2015","no migration background","Male","465","0.0419764185875745","0.0378264705380603","0.0461263666370887"
"Low transfer dependency","2015","no migration background","Female","654","0.0469091274972332","0.0428641945637079","0.0509540604307585"
"Low transfer dependency","2015","direct migration background","Male","270","0.0835749832000797","0.0731322607483145","0.0940177056518449"
"Low transfer dependency","2015","direct migration background","Female","359","0.0986069924320733","0.0882302528236785","0.108983732040468"
"Low transfer dependency","2015","indirect migration background","Male","77","0.0814447123342582","0.0627352800272147","0.100154144641302"
"Low transfer dependency","2015","indirect migration background","Female","102","0.0852090944889665","0.0674646778241034","0.10295351115383"
"High transfer dependency","2015","no migration background","Male","194","0.0172968599889866","0.0145988305978804","0.0199948893800929"
"High transfer dependency","2015","no migration background","Female","326","0.0229840704721234","0.020117386706152","0.0258507542380949"
"High transfer dependency","2015","direct migration background","Male","176","0.0519266056750761","0.0435543387654914","0.0602988725846609"
"High transfer dependency","2015","direct migration background","Female","236","0.0575151045764856","0.0494115021410391","0.0656187070119321"
"High transfer dependency","2015","indirect migration background","Male","56","0.0685091912726379","0.0512293312597521","0.0857890512855237"
"High transfer dependency","2015","indirect migration background","Female","78","0.0784403787416046","0.0613524512581314","0.0955283062250778"
"Very high transfer dependency","2015","no migration background","Male","123","0.0147194766398445","0.0122273046946348","0.0172116485850543"
"Very high transfer dependency","2015","no migration background","Female","216","0.0136603529886227","0.0114398073759043","0.0158808986013412"
"Very high transfer dependency","2015","direct migration background","Male","141","0.0380158945391025","0.0307999419078507","0.0452318471703542"
"Very high transfer dependency","2015","direct migration background","Female","185","0.0361651031050855","0.0296668571216702","0.0426633490885009"
"Very high transfer dependency","2015","indirect migration background","Male","41","0.0455147152381083","0.0312574231824108","0.0597720072938059"
"Very high transfer dependency","2015","indirect migration background","Female","50","0.0494282104201999","0.0356517472122986","0.0632046736281012"
"Complete transfer dependency","2015","no migration background","Male","118","0.0208411797182531","0.0178849403989047","0.0237974190376016"
"Complete transfer dependency","2015","no migration background","Female","134","0.0108310933579655","0.00885099451401598","0.0128111922019149"
"Complete transfer dependency","2015","direct migration background","Male","162","0.0451770621749452","0.0373401039277643","0.0530140204221261"
"Complete transfer dependency","2015","direct migration background","Female","170","0.0415033983948951","0.0345613587694201","0.0484454380203701"
"Complete transfer dependency","2015","indirect migration background","Male","22","","",""
"Complete transfer dependency","2015","indirect migration background","Female","33","0.0442341660555533","0.0311660643645905","0.0573022677465162"
"No transfer dependency","2016","no migration background","Male","3865","0.560365001220861","0.549707507361166","0.571022495080556"
"No transfer dependency","2016","no migration background","Female","4274","0.579584962630302","0.569793352304058","0.589376572956546"
"No transfer dependency","2016","direct migration background","Male","587","0.423601929658176","0.402925763984718","0.444278095331635"
"No transfer dependency","2016","direct migration background","Female","655","0.42173537129099","0.402890463225289","0.44058027935669"
"No transfer dependency","2016","indirect migration background","Male","144","0.309086226574066","0.276057569016871","0.34211488413126"
"No transfer dependency","2016","indirect migration background","Female","144","0.269933916027888","0.240899055985678","0.298968776070099"
"Very low transfer dependency","2016","no migration background","Male","3657","0.339782540086313","0.329612621122324","0.349952459050303"
"Very low transfer dependency","2016","no migration background","Female","4323","0.331460765507891","0.322123150567743","0.34079838044804"
"Very low transfer dependency","2016","direct migration background","Male","992","0.355133756195907","0.335109307007931","0.375158205383883"
"Very low transfer dependency","2016","direct migration background","Female","1182","0.348157709394214","0.329978710202701","0.366336708585728"
"Very low transfer dependency","2016","indirect migration background","Male","423","0.458281858891259","0.42267020092726","0.493893516855258"
"Very low transfer dependency","2016","indirect migration background","Female","502","0.475952529068248","0.443287950692296","0.508617107444201"
"Low transfer dependency","2016","no migration background","Male","445","0.0495777285078193","0.0449167717348299","0.0542386852808086"
"Low transfer dependency","2016","no migration background","Female","602","0.046339851728118","0.0421699042625955","0.0505097991936405"
"Low transfer dependency","2016","direct migration background","Male","259","0.0908221089041655","0.0787980802217821","0.102846137586549"
"Low transfer dependency","2016","direct migration background","Female","333","0.100936596675076","0.0894410353117548","0.112432158038397"
"Low transfer dependency","2016","indirect migration background","Male","82","0.0829371050399413","0.0632259003576293","0.102648309722253"
"Low transfer dependency","2016","indirect migration background","Female","123","0.126150917239309","0.104435241587826","0.147866592890792"
"High transfer dependency","2016","no migration background","Male","163","0.0208312098934166","0.0177645932456867","0.0238978265411464"
"High transfer dependency","2016","no migration background","Female","263","0.0207775232021628","0.0179481253394221","0.0236069210649036"
"High transfer dependency","2016","direct migration background","Male","119","0.04318299235691","0.0346774778567954","0.0516885068570245"
"High transfer dependency","2016","direct migration background","Female","172","0.051590251347885","0.0431492781359513","0.0600312245598187"
"High transfer dependency","2016","indirect migration background","Male","48","0.0615518135945108","0.0443741241340396","0.0787295030549819"
"High transfer dependency","2016","indirect migration background","Female","71","0.0790269246216503","0.0613819543778918","0.0966718948654088"
"Very high transfer dependency","2016","no migration background","Male","114","0.0136764683661672","0.0111826194438099","0.0161703172885245"
"Very high transfer dependency","2016","no migration background","Female","198","0.013336151922641","0.0110607594274939","0.0156115444177882"
"Very high transfer dependency","2016","direct migration background","Male","124","0.040207845451217","0.0319878083414871","0.048427882560947"
"Very high transfer dependency","2016","direct migration background","Female","171","0.0442226041482464","0.0363772739026081","0.0520679343938847"
"Very high transfer dependency","2016","indirect migration background","Male","34","0.034455286178514","0.0214190176811953","0.0474915546758327"
"Very high transfer dependency","2016","indirect migration background","Female","38","0.0270082334819728","0.0164056281661117","0.0376108387978339"
"Complete transfer dependency","2016","no migration background","Male","88","0.0157670519254225","0.0130922128498773","0.0184418910009678"
"Complete transfer dependency","2016","no migration background","Female","103","0.00850074500888498","0.00667965615167351","0.0103218338660965"
"Complete transfer dependency","2016","direct migration background","Male","113","0.0470513674336241","0.0381910220815328","0.0559117127857153"
"Complete transfer dependency","2016","direct migration background","Female","125","0.0333574671435885","0.0265051070200132","0.0402098272671638"
"Complete transfer dependency","2016","indirect migration background","Male","21","","",""
"Complete transfer dependency","2016","indirect migration background","Female","20","","",""
"No transfer dependency","2017","no migration background","Male","4488","0.573120850054379","0.563190731535804","0.583050968572953"
"No transfer dependency","2017","no migration background","Female","4869","0.587493015634726","0.578265274048731","0.59672075722072"
"No transfer dependency","2017","direct migration background","Male","591","0.376024290511004","0.359778362329112","0.392270218692895"
"No transfer dependency","2017","direct migration background","Female","631","0.396189368125551","0.379549639040428","0.412829097210673"
"No transfer dependency","2017","indirect migration background","Male","179","0.340355164590355","0.308178068599364","0.372532260581346"
"No transfer dependency","2017","indirect migration background","Female","179","0.325927677528277","0.296415580427637","0.355439774628916"
"Very low transfer dependency","2017","no migration background","Male","4177","0.34229620903774","0.332770549096785","0.351821868978694"
"Very low transfer dependency","2017","no migration background","Female","4810","0.32557145661621","0.316787917303199","0.33435499592922"
"Very low transfer dependency","2017","direct migration background","Male","992","0.356017338888801","0.33995808370986","0.372076594067741"
"Very low transfer dependency","2017","direct migration background","Female","1212","0.376576038914238","0.360092040981587","0.393060036846888"
"Very low transfer dependency","2017","indirect migration background","Male","449","0.429501661051233","0.395886499224543","0.463116822877924"
"Very low transfer dependency","2017","indirect migration background","Female","560","0.463458847378208","0.432061474550148","0.494856220206268"
"Low transfer dependency","2017","no migration background","Male","452","0.0376064799794596","0.0337871556119586","0.0414258043469605"
"Low transfer dependency","2017","no migration background","Female","646","0.0444896033405714","0.0406248178658429","0.0483543888152999"
"Low transfer dependency","2017","direct migration background","Male","289","0.0934166113903604","0.0836561876995918","0.103177035081129"
"Low transfer dependency","2017","direct migration background","Female","298","0.0831877589687692","0.0737923783450313","0.0925831395925071"
"Low transfer dependency","2017","indirect migration background","Male","91","0.082062894880498","0.0634246304229647","0.100701159338031"
"Low transfer dependency","2017","indirect migration background","Female","108","0.10513677771214","0.0858241279997358","0.124449427424545"
"High transfer dependency","2017","no migration background","Male","206","0.0185469050856533","0.0158382771367644","0.0212555330345421"
"High transfer dependency","2017","no migration background","Female","307","0.0210730506000507","0.0183807889542154","0.023765312245886"
"High transfer dependency","2017","direct migration background","Male","235","0.05588326224813","0.0481794363247127","0.0635870881715472"
"High transfer dependency","2017","direct migration background","Female","244","0.0621642277770937","0.0539497845301909","0.0703786710239965"
"High transfer dependency","2017","indirect migration background","Male","47","0.0596008406632906","0.0435237337755375","0.0756779475510438"
"High transfer dependency","2017","indirect migration background","Female","60","0.0510006808243059","0.0371488512441677","0.0648525104044441"
"Very high transfer dependency","2017","no migration background","Male","112","0.0125790167203156","0.0103415665118239","0.0148164669288074"
"Very high transfer dependency","2017","no migration background","Female","175","0.0119906411029184","0.00995040631579077","0.014030875890046"
"Very high transfer dependency","2017","direct migration background","Male","221","0.04170617247892","0.035001118941323","0.0484112260165171"
"Very high transfer dependency","2017","direct migration background","Female","218","0.0401019884987766","0.0334271622542238","0.0467768147433293"
"Very high transfer dependency","2017","indirect migration background","Male","41","0.0501068145998992","0.0352914830949268","0.0649221461048715"
"Very high transfer dependency","2017","indirect migration background","Female","42","0.0346848173637936","0.0231638093965918","0.0462058253309954"
"Complete transfer dependency","2017","no migration background","Male","96","0.0158505391224533","0.013343094184711","0.0183579840601955"
"Complete transfer dependency","2017","no migration background","Female","126","0.00938223270552398","0.00757512276980253","0.0111893426412454"
"Complete transfer dependency","2017","direct migration background","Male","1087","0.0769523244827856","0.0680135974535806","0.0858910515119907"
"Complete transfer dependency","2017","direct migration background","Female","716","0.0417806177155718","0.0349734826359356","0.048587752795208"
"Complete transfer dependency","2017","indirect migration background","Male","26","","",""
"Complete transfer dependency","2017","indirect migration background","Female","20","","",""
"No transfer dependency","2018","no migration background","Male","4383","0.580820788119157","0.570713930600045","0.59092764563827"
"No transfer dependency","2018","no migration background","Female","4747","0.583529924640067","0.574115909314209","0.592943939965925"
"No transfer dependency","2018","direct migration background","Male","642","0.378296121869042","0.363386076183354","0.393206167554729"
"No transfer dependency","2018","direct migration background","Female","627","0.401142071956702","0.385353571202782","0.416930572710622"
"No transfer dependency","2018","indirect migration background","Male","178","0.328344871055269","0.296143426922295","0.360546315188244"
"No transfer dependency","2018","indirect migration background","Female","173","0.315270285305084","0.285985910182486","0.344554660427681"
"Very low transfer dependency","2018","no migration background","Male","3915","0.335207730920548","0.325538427415148","0.344877034425947"
"Very low transfer dependency","2018","no migration background","Female","4604","0.333239045726111","0.324237554659345","0.342240536792878"
"Very low transfer dependency","2018","direct migration background","Male","936","0.359528095462786","0.344774845518031","0.374281345407542"
"Very low transfer dependency","2018","direct migration background","Female","1106","0.35713727710081","0.341702278405622","0.372572275795998"
"Very low transfer dependency","2018","indirect migration background","Male","439","0.467252213846042","0.433040599050429","0.501463828641655"
"Very low transfer dependency","2018","indirect migration background","Female","559","0.498380790299852","0.46686685921185","0.529894721387855"
"Low transfer dependency","2018","no migration background","Male","460","0.0399924447438503","0.035978961065145","0.0440059284225557"
"Low transfer dependency","2018","no migration background","Female","584","0.0429424538821655","0.0390710909367251","0.0468138168276059"
"Low transfer dependency","2018","direct migration background","Male","336","0.0772499927004863","0.0690415174407812","0.0854584679601914"
"Low transfer dependency","2018","direct migration background","Female","316","0.0871345988722773","0.0780495226473348","0.0962196750972198"
"Low transfer dependency","2018","indirect migration background","Male","76","0.0616750857221387","0.0451794686055343","0.0781707028387431"
"Low transfer dependency","2018","indirect migration background","Female","114","0.079841006700138","0.0627574106544406","0.0969246027458355"
"High transfer dependency","2018","no migration background","Male","197","0.0206958198540394","0.0177797674734688","0.02361187223461"
"High transfer dependency","2018","no migration background","Female","306","0.0189280608792315","0.0163257754913696","0.0215303462670934"
"High transfer dependency","2018","direct migration background","Male","350","0.0538374158516686","0.046898426367393","0.0607764053359443"
"High transfer dependency","2018","direct migration background","Female","336","0.0603675895668542","0.0526955506782297","0.0680396284554787"
"High transfer dependency","2018","indirect migration background","Male","74","0.0717376471137695","0.054042833369809","0.08943246085773"
"High transfer dependency","2018","indirect migration background","Female","75","0.0526898556283786","0.0386085004722302","0.0667712107845271"
"Very high transfer dependency","2018","no migration background","Male","101","0.0108204637716424","0.00870134304960363","0.0129395844936811"
"Very high transfer dependency","2018","no migration background","Female","190","0.0129670653103836","0.0108066457276374","0.0151274848931298"
"Very high transfer dependency","2018","direct migration background","Male","409","0.0508750174584385","0.0441190860835324","0.0576309488333445"
"Very high transfer dependency","2018","direct migration background","Female","307","0.0406516571107455","0.0342901916207901","0.0470131226007008"
"Very high transfer dependency","2018","indirect migration background","Male","26","","",""
"Very high transfer dependency","2018","indirect migration background","Female","28","","",""
"Complete transfer dependency","2018","no migration background","Male","100","0.0124627525907628","0.0101903832119294","0.0147351219695961"
"Complete transfer dependency","2018","no migration background","Female","103","0.00839344956204114","0.00665127619616466","0.0101356229279176"
"Complete transfer dependency","2018","direct migration background","Male","1391","0.0802133566575785","0.071862363343863","0.088564349971294"
"Complete transfer dependency","2018","direct migration background","Female","1010","0.0535668053926111","0.0463137208573503","0.0608198899278719"
"Complete transfer dependency","2018","indirect migration background","Male","24","","",""
"Complete transfer dependency","2018","indirect migration background","Female","18","","",""
"No transfer dependency","2019","no migration background","Male","4922","0.580745467892663","0.570992002356888","0.590498933428438"
"No transfer dependency","2019","no migration background","Female","4876","0.57587579347463","0.566432347010019","0.58531923993924"
"No transfer dependency","2019","direct migration background","Male","665","0.379833282143887","0.364284767273426","0.395381797014348"
"No transfer dependency","2019","direct migration background","Female","595","0.41135705386625","0.394753119866398","0.427960987866102"
"No transfer dependency","2019","indirect migration background","Male","215","0.35145375763626","0.31875654667594","0.384150968596581"
