"transab_cat","year","age_gr","sex","n","percent","lower_confidence","upper_confidence"
"Low transfer dependency","2002","16-34 y.","Male","236","0.0839990407841479","0.0739224849446872","0.0940755966236086"
"Low transfer dependency","2002","16-34 y.","Female","284","0.0911827888736385","0.0810979113239666","0.101267666423311"
"Low transfer dependency","2002","35-65 y.","Male","372","0.0600322819743061","0.0542337487310454","0.0658308152175669"
"Low transfer dependency","2002","35-65 y.","Female","375","0.0605131032573528","0.0547793890639119","0.0662468174507938"
"Low transfer dependency","2002","66 and older","Male","15","","",""
"Low transfer dependency","2002","66 and older","Female","45","0.022675568660452","0.0161513040844092","0.0291998332364948"
"High transfer dependency","2002","16-34 y.","Male","78","0.0354355796663936","0.0287195535217677","0.0421516058110195"
"High transfer dependency","2002","16-34 y.","Female","107","0.0463297103758987","0.0389658619371203","0.053693558814677"
"High transfer dependency","2002","35-65 y.","Male","114","0.0210138306700845","0.0175126852604076","0.0245149760797615"
"High transfer dependency","2002","35-65 y.","Female","137","0.025755721698933","0.0219464955354696","0.0295649478623964"
"High transfer dependency","2002","66 and older","Male","5","","",""
"High transfer dependency","2002","66 and older","Female","18","","",""
"Very high transfer dependency","2002","16-34 y.","Male","43","0.0177668430727312","0.0129679683045224","0.0225657178409401"
"Very high transfer dependency","2002","16-34 y.","Female","59","0.0228619401711917","0.0176258100688205","0.0280980702735629"
"Very high transfer dependency","2002","35-65 y.","Male","64","0.0124625750524433","0.00975456712809597","0.0151705829767906"
"Very high transfer dependency","2002","35-65 y.","Female","75","0.0122949524113206","0.00964496978008777","0.0149449350425534"
"Very high transfer dependency","2002","66 and older","Male","","","",""
"Very high transfer dependency","2002","66 and older","Female","2","","",""
"Complete transfer dependency","2002","16-34 y.","Male","26","","",""
"Complete transfer dependency","2002","16-34 y.","Female","39","0.016026569970169","0.0116272261965273","0.0204259137438108"
"Complete transfer dependency","2002","35-65 y.","Male","76","0.017920646734582","0.0146823295411666","0.0211589639279974"
"Complete transfer dependency","2002","35-65 y.","Female","68","0.0150245480083673","0.0120991876217778","0.0179499083949567"
"Complete transfer dependency","2002","66 and older","Male","2","","",""
"Complete transfer dependency","2002","66 and older","Female","4","","",""
"No transfer dependency","2003","16-34 y.","Male","705","0.297116221750142","0.280067238186402","0.314165205313881"
"No transfer dependency","2003","16-34 y.","Female","698","0.262323012524253","0.246563381477023","0.278082643571484"
"No transfer dependency","2003","35-65 y.","Male","2097","0.408518680164493","0.396208298402587","0.420829061926398"
"No transfer dependency","2003","35-65 y.","Female","2230","0.402035604699068","0.389991217883269","0.414079991514868"
"No transfer dependency","2003","66 and older","Male","1434","0.867071630520939","0.850779180585309","0.883364080456569"
"No transfer dependency","2003","66 and older","Female","1702","0.846239675189409","0.830536406849688","0.861942943529131"
"Very low transfer dependency","2003","16-34 y.","Male","1637","0.540438741576838","0.521846211529918","0.559031271623758"
"Very low transfer dependency","2003","16-34 y.","Female","1763","0.542495166397528","0.524647127140948","0.560343205654108"
"Very low transfer dependency","2003","35-65 y.","Male","3389","0.474640582002787","0.462134947271526","0.487146216734047"
"Very low transfer dependency","2003","35-65 y.","Female","3449","0.476939812676221","0.464670438965147","0.489209186387295"
"Very low transfer dependency","2003","66 and older","Male","204","0.11063373168004","0.0955803464637102","0.12568711689637"
"Very low transfer dependency","2003","66 and older","Female","258","0.117030081199558","0.103036047225022","0.131024115174095"
"Low transfer dependency","2003","16-34 y.","Male","247","0.0863983585393299","0.0759168273413058","0.096879889737354"
"Low transfer dependency","2003","16-34 y.","Female","291","0.095004804647761","0.0844999353319043","0.105509673963618"
"Low transfer dependency","2003","35-65 y.","Male","387","0.06158261533579","0.0555622599141856","0.0676029707573943"
"Low transfer dependency","2003","35-65 y.","Female","404","0.0652929996747262","0.0592244371316708","0.0713615622177816"
"Low transfer dependency","2003","66 and older","Male","22","","",""
"Low transfer dependency","2003","66 and older","Female","54","0.0280638085433667","0.0208740650224886","0.0352535520642448"
"High transfer dependency","2003","16-34 y.","Male","91","0.0366234462107907","0.0296158157720815","0.0436310766495"
"High transfer dependency","2003","16-34 y.","Female","106","0.0374244804591295","0.0306247761288482","0.0442241847894109"
"High transfer dependency","2003","35-65 y.","Male","104","0.0177752771053512","0.0144661864510907","0.0210843677596118"
"High transfer dependency","2003","35-65 y.","Female","122","0.022071267351995","0.0184623078155034","0.0256802268884865"
"High transfer dependency","2003","66 and older","Male","6","","",""
"High transfer dependency","2003","66 and older","Female","9","","",""
"Very high transfer dependency","2003","16-34 y.","Male","48","0.0232533588648173","0.0176308861021686","0.0288758316274661"
"Very high transfer dependency","2003","16-34 y.","Female","79","0.034597490582543","0.0280500548507811","0.0411449263143049"
"Very high transfer dependency","2003","35-65 y.","Male","73","0.0188894914864827","0.0154801999406888","0.0222987830322765"
"Very high transfer dependency","2003","35-65 y.","Female","90","0.0163963137071193","0.0132767205630768","0.0195159068511617"
"Very high transfer dependency","2003","66 and older","Male","","","",""
"Very high transfer dependency","2003","66 and older","Female","2","","",""
"Complete transfer dependency","2003","16-34 y.","Male","32","0.0161698730580825","0.011464360747631","0.0208753853685341"
"Complete transfer dependency","2003","16-34 y.","Female","56","0.0281550453887853","0.0222289131179466","0.0340811776596239"
"Complete transfer dependency","2003","35-65 y.","Male","75","0.0185933539050968","0.0152103818548338","0.0219763259553598"
"Complete transfer dependency","2003","35-65 y.","Female","71","0.0172640018908703","0.0140643410684067","0.0204636627133339"
"Complete transfer dependency","2003","66 and older","Male","2","","",""
"Complete transfer dependency","2003","66 and older","Female","2","","",""
"No transfer dependency","2004","16-34 y.","Male","679","0.292915678535499","0.275548966293406","0.310282390777592"
"No transfer dependency","2004","16-34 y.","Female","648","0.250334882474507","0.234477606626755","0.266192158322259"
"No transfer dependency","2004","35-65 y.","Male","1952","0.394855469355535","0.382364466660284","0.407346472050787"
"No transfer dependency","2004","35-65 y.","Female","2100","0.396809229944072","0.384592901146839","0.409025558741305"
"No transfer dependency","2004","66 and older","Male","1463","0.848988398955243","0.832101186928674","0.865875610981811"
"No transfer dependency","2004","66 and older","Female","1741","0.843931458972382","0.828331188800061","0.859531729144704"
"Very low transfer dependency","2004","16-34 y.","Male","1545","0.538678032968537","0.519655103582778","0.557700962354296"
"Very low transfer dependency","2004","16-34 y.","Female","1666","0.522595049224693","0.504311506568725","0.54087859188066"
"Very low transfer dependency","2004","35-65 y.","Male","3283","0.480338096106037","0.467571279405194","0.493104912806879"
"Very low transfer dependency","2004","35-65 y.","Female","3397","0.482776430717251","0.47029872697763","0.495254134456872"
"Very low transfer dependency","2004","66 and older","Male","228","0.125896144465822","0.110250636960958","0.141541651970686"
"Very low transfer dependency","2004","66 and older","Female","277","0.123821917311662","0.109663464384537","0.137980370238787"
"Low transfer dependency","2004","16-34 y.","Male","244","0.0951364052834883","0.0839400770443471","0.10633273352263"
"Low transfer dependency","2004","16-34 y.","Female","318","0.123324448915805","0.111288556868699","0.135360340962911"
"Low transfer dependency","2004","35-65 y.","Male","370","0.061922866628632","0.0557641039652503","0.0680816292920137"
"Low transfer dependency","2004","35-65 y.","Female","379","0.0638660773740294","0.0577605019646597","0.0699716527833991"
"Low transfer dependency","2004","66 and older","Male","30","0.0197757387124689","0.0132092832403724","0.0263421941845654"
"Low transfer dependency","2004","66 and older","Female","47","0.0239474084976729","0.0173755724983111","0.0305192444970348"
"High transfer dependency","2004","16-34 y.","Male","91","0.036382551868823","0.0292374306424892","0.0435276730951568"
"High transfer dependency","2004","16-34 y.","Female","98","0.0393933398762464","0.0322727094976888","0.0465139702548039"
"High transfer dependency","2004","35-65 y.","Male","112","0.0216321024166051","0.0179146182361114","0.0253495865970988"
"High transfer dependency","2004","35-65 y.","Female","124","0.0226875570177701","0.0189693542687187","0.0264057597668214"
"High transfer dependency","2004","66 and older","Male","5","","",""
"High transfer dependency","2004","66 and older","Female","10","","",""
"Very high transfer dependency","2004","16-34 y.","Male","55","0.0235669944142017","0.0177782547255328","0.0293557341028706"
"Very high transfer dependency","2004","16-34 y.","Female","94","0.044928502257329","0.0373459893649472","0.0525110151497108"
"Very high transfer dependency","2004","35-65 y.","Male","91","0.0214589563323073","0.0177560520327746","0.02516186063184"
"Very high transfer dependency","2004","35-65 y.","Female","90","0.0182111792170361","0.0148723011282847","0.0215500573057875"
"Very high transfer dependency","2004","66 and older","Male","","","",""
"Very high transfer dependency","2004","66 and older","Female","3","","",""
"Complete transfer dependency","2004","16-34 y.","Male","24","","",""
"Complete transfer dependency","2004","16-34 y.","Female","43","0.0194237772514199","0.0143720282053131","0.0244755262975268"
"Complete transfer dependency","2004","35-65 y.","Male","75","0.0197925091608838","0.0162332623654539","0.0233517559563136"
"Complete transfer dependency","2004","35-65 y.","Female","71","0.0156495257298417","0.0125503374979109","0.0187487139617726"
"Complete transfer dependency","2004","66 and older","Male","1","","",""
"Complete transfer dependency","2004","66 and older","Female","1","","",""
"No transfer dependency","2005","16-34 y.","Male","620","0.271760456643188","0.254342876472926","0.28917803681345"
"No transfer dependency","2005","16-34 y.","Female","627","0.257840962652971","0.241352916497923","0.27432900880802"
"No transfer dependency","2005","35-65 y.","Male","1886","0.390902226129788","0.378064763941664","0.403739688317913"
"No transfer dependency","2005","35-65 y.","Female","2032","0.380781897601554","0.368395788942849","0.393168006260258"
"No transfer dependency","2005","66 and older","Male","1487","0.860220887043129","0.843923257873585","0.876518516212672"
"No transfer dependency","2005","66 and older","Female","1731","0.841730908953362","0.825984630172505","0.857477187734218"
"Very low transfer dependency","2005","16-34 y.","Male","1433","0.530013235637506","0.510472373127711","0.549554098147302"
"Very low transfer dependency","2005","16-34 y.","Female","1535","0.5211496054762","0.502320665159217","0.539978545793184"
"Very low transfer dependency","2005","35-65 y.","Male","3050","0.483335224222122","0.470188115641358","0.496482332802886"
"Very low transfer dependency","2005","35-65 y.","Female","3168","0.485968530671451","0.473219597519762","0.49871746382314"
"Very low transfer dependency","2005","66 and older","Male","209","0.113722597607578","0.0988013023664422","0.128643892848714"
"Very low transfer dependency","2005","66 and older","Female","267","0.121147296507029","0.107070359909905","0.135224233104153"
"Low transfer dependency","2005","16-34 y.","Male","269","0.109138027509777","0.0969298504793978","0.121346204540156"
"Low transfer dependency","2005","16-34 y.","Female","284","0.113909332934302","0.101934664893827","0.125884000974777"
"Low transfer dependency","2005","35-65 y.","Male","351","0.0628540261998184","0.0564688663749147","0.069239186024722"
"Low transfer dependency","2005","35-65 y.","Female","403","0.0701865376909896","0.0636702576349732","0.0767028177470061"
"Low transfer dependency","2005","66 and older","Male","34","0.0198221772086794","0.0132708934105895","0.0263734610067693"
"Low transfer dependency","2005","66 and older","Female","47","0.0274668753056167","0.0204158857122001","0.0345178648990333"
"High transfer dependency","2005","16-34 y.","Male","91","0.0415335478061061","0.0337218482604348","0.0493452473517775"
"High transfer dependency","2005","16-34 y.","Female","107","0.0439391357713778","0.0362138727775177","0.0516643987652379"
"High transfer dependency","2005","35-65 y.","Male","109","0.0211546011677779","0.0173687714825988","0.024940430852957"
"High transfer dependency","2005","35-65 y.","Female","142","0.0274571992297412","0.0232889143232717","0.0316254841362108"
"High transfer dependency","2005","66 and older","Male","7","","",""
"High transfer dependency","2005","66 and older","Female","14","","",""
"Very high transfer dependency","2005","16-34 y.","Male","62","0.0333372071933015","0.0263087554688587","0.0403656589177443"
"Very high transfer dependency","2005","16-34 y.","Female","102","0.0443986959085797","0.0366350052760224","0.0521623865411371"
"Very high transfer dependency","2005","35-65 y.","Male","79","0.0215186557747603","0.0177010995367915","0.0253362120127291"
"Very high transfer dependency","2005","35-65 y.","Female","95","0.0206512472510924","0.0170236693537801","0.0242788251484047"
"Very high transfer dependency","2005","66 and older","Male","2","","",""
"Very high transfer dependency","2005","66 and older","Female","5","","",""
"Complete transfer dependency","2005","16-34 y.","Male","31","0.0142175252101213","0.00958241454349541","0.0188526358767473"
"Complete transfer dependency","2005","16-34 y.","Female","49","0.0187622672565694","0.0136481047200658","0.0238764297930731"
"Complete transfer dependency","2005","35-65 y.","Male","75","0.0202352665057331","0.0165308742700286","0.0239396587414377"
"Complete transfer dependency","2005","35-65 y.","Female","64","0.0149545875551722","0.0118586637549998","0.0180505113553447"
"Complete transfer dependency","2005","66 and older","Male","","","",""
"Complete transfer dependency","2005","66 and older","Female","","","",""
"No transfer dependency","2006","16-34 y.","Male","605","0.269449867995654","0.252185453401471","0.286714282589837"
"No transfer dependency","2006","16-34 y.","Female","618","0.258549361532938","0.242285400236958","0.274813322828918"
"No transfer dependency","2006","35-65 y.","Male","2091","0.400283839987634","0.387757414767011","0.412810265208256"
"No transfer dependency","2006","35-65 y.","Female","2262","0.383036153166017","0.371079463156567","0.394992843175468"
"No transfer dependency","2006","66 and older","Male","1794","0.859092418573568","0.844172515747751","0.874012321399385"
"No transfer dependency","2006","66 and older","Female","2064","0.854941402801696","0.840808095215988","0.869074710387404"
"Very low transfer dependency","2006","16-34 y.","Male","1445","0.514419660545671","0.494971560326032","0.533867760765311"
"Very low transfer dependency","2006","16-34 y.","Female","1575","0.49411979742577","0.475548021086481","0.51269157376506"
"Very low transfer dependency","2006","35-65 y.","Male","3129","0.472378695068655","0.459614995931346","0.485142394205964"
"Very low transfer dependency","2006","35-65 y.","Female","3341","0.480607631980409","0.468318977261113","0.492896286699705"
"Very low transfer dependency","2006","66 and older","Male","244","0.112813291346274","0.0992468319464241","0.126379750746123"
"Very low transfer dependency","2006","66 and older","Female","257","0.10664130738015","0.0942539244396924","0.119028690320607"
"Low transfer dependency","2006","16-34 y.","Male","259","0.112697222731686","0.100392257678002","0.125002187785371"
"Low transfer dependency","2006","16-34 y.","Female","271","0.107159650190302","0.0956697561500756","0.118649544230529"
"Low transfer dependency","2006","35-65 y.","Male","358","0.0603054416843781","0.0542193028800101","0.0663915804887461"
"Low transfer dependency","2006","35-65 y.","Female","384","0.0628126855661594","0.0568451074844747","0.0687802636478441"
"Low transfer dependency","2006","66 and older","Male","39","0.0206293430209187","0.014534042628639","0.0267246434131984"
"Low transfer dependency","2006","66 and older","Female","43","0.0230485426390614","0.0170262462318954","0.0290708390462275"
"High transfer dependency","2006","16-34 y.","Male","117","0.0483906909933679","0.0400404672955887","0.0567409146911471"
"High transfer dependency","2006","16-34 y.","Female","148","0.0624955170714872","0.0535041736664718","0.0714868604765025"
"High transfer dependency","2006","35-65 y.","Male","122","0.0228435090311432","0.0190237698014865","0.0266632482608"
"High transfer dependency","2006","35-65 y.","Female","152","0.0294682895439087","0.0253087662814019","0.0336278128064156"
"High transfer dependency","2006","66 and older","Male","6","","",""
"High transfer dependency","2006","66 and older","Female","13","","",""
"Very high transfer dependency","2006","16-34 y.","Male","83","0.0389250608493351","0.0313987676343653","0.0464513540643049"
"Very high transfer dependency","2006","16-34 y.","Female","110","0.0502688416578252","0.0421524451058673","0.0583852382097832"
"Very high transfer dependency","2006","35-65 y.","Male","95","0.0220216892356888","0.01826971219507","0.0257736662763075"
"Very high transfer dependency","2006","35-65 y.","Female","132","0.0253302345687781","0.0214655897929149","0.0291948793446412"
"Very high transfer dependency","2006","66 and older","Male","3","","",""
"Very high transfer dependency","2006","66 and older","Female","5","","",""
"Complete transfer dependency","2006","16-34 y.","Male","28","","",""
"Complete transfer dependency","2006","16-34 y.","Female","62","0.0274068321216765","0.0213421435738714","0.0334715206694816"
"Complete transfer dependency","2006","35-65 y.","Male","82","0.0221668249925013","0.0184027837296343","0.0259308662553682"
"Complete transfer dependency","2006","35-65 y.","Female","79","0.0187450051747273","0.0154092439897575","0.0220807663596971"
"Complete transfer dependency","2006","66 and older","Male","3","","",""
"Complete transfer dependency","2006","66 and older","Female","3","","",""
"No transfer dependency","2007","16-34 y.","Male","588","0.294629606826671","0.27631462807976","0.312944585573582"
"No transfer dependency","2007","16-34 y.","Female","582","0.248177807851276","0.231542254496816","0.264813361205736"
"No transfer dependency","2007","35-65 y.","Male","1925","0.401419321638034","0.388382591579634","0.414456051696433"
"No transfer dependency","2007","35-65 y.","Female","2063","0.37757218169616","0.365188620204347","0.389955743187973"
"No transfer dependency","2007","66 and older","Male","1747","0.845271915511353","0.829601588096991","0.860942242925714"
"No transfer dependency","2007","66 and older","Female","2039","0.86527481776526","0.851455770901579","0.879093864628942"
"Very low transfer dependency","2007","16-34 y.","Male","1365","0.504871250233698","0.484784531191297","0.524957969276099"
"Very low transfer dependency","2007","16-34 y.","Female","1472","0.501050904031569","0.481794851854861","0.520306956208277"
"Very low transfer dependency","2007","35-65 y.","Male","2920","0.475048977021761","0.461767793545337","0.488330160498185"
"Very low transfer dependency","2007","35-65 y.","Female","3118","0.482174398458844","0.469410160089143","0.494938636828544"
"Very low transfer dependency","2007","66 and older","Male","243","0.122343586815017","0.108144901107242","0.136542272522793"
"Very low transfer dependency","2007","66 and older","Female","238","0.102504312863207","0.0902281138024335","0.11478051192398"
"Low transfer dependency","2007","16-34 y.","Male","237","0.0957967131926676","0.083972616910426","0.107620809474909"
"Low transfer dependency","2007","16-34 y.","Female","262","0.113864029992314","0.101630785171581","0.126097274813048"
"Low transfer dependency","2007","35-65 y.","Male","295","0.0559403547801519","0.049828535352037","0.0620521742082668"
"Low transfer dependency","2007","35-65 y.","Female","354","0.0661662086294522","0.0598164971712547","0.0725159200876497"
"Low transfer dependency","2007","66 and older","Male","42","0.022105887336174","0.0157350697793798","0.0284767048929682"
"Low transfer dependency","2007","66 and older","Female","47","0.0220116988076153","0.0160732874499635","0.027950110165267"
"High transfer dependency","2007","16-34 y.","Male","89","0.050628372470429","0.0418204249169929","0.059436320023865"
"High transfer dependency","2007","16-34 y.","Female","116","0.0575463823744648","0.0485775229831466","0.0665152417657831"
"High transfer dependency","2007","35-65 y.","Male","114","0.0244447093529714","0.0203376916690842","0.0285517270368586"
"High transfer dependency","2007","35-65 y.","Female","142","0.027958882549284","0.0237477074853673","0.0321700576132007"
"High transfer dependency","2007","66 and older","Male","11","","",""
"High transfer dependency","2007","66 and older","Female","16","","",""
"Very high transfer dependency","2007","16-34 y.","Male","70","0.0364488380429693","0.0289198111882176","0.0439778648977211"
"Very high transfer dependency","2007","16-34 y.","Female","101","0.0479183904184688","0.0396924339291705","0.0561443469077671"
"Very high transfer dependency","2007","35-65 y.","Male","96","0.0222179657629186","0.0182980082230451","0.026137923302792"
"Very high transfer dependency","2007","35-65 y.","Female","129","0.0278381489054992","0.0236358151932202","0.0320404826177782"
"Very high transfer dependency","2007","66 and older","Male","2","","",""
"Very high transfer dependency","2007","66 and older","Female","4","","",""
"Complete transfer dependency","2007","16-34 y.","Male","31","0.0176252192335649","0.0123387528025862","0.0229116856645437"
"Complete transfer dependency","2007","16-34 y.","Female","57","0.0314424853319071","0.0247217104284361","0.038163260235378"
"Complete transfer dependency","2007","35-65 y.","Male","81","0.0209286714441633","0.0171216424354793","0.0247357004528472"
"Complete transfer dependency","2007","35-65 y.","Female","81","0.0182901797607609","0.0148672213085077","0.0217131382130141"
"Complete transfer dependency","2007","66 and older","Male","1","","",""
"Complete transfer dependency","2007","66 and older","Female","1","","",""
"No transfer dependency","2008","16-34 y.","Male","567","0.295918287728352","0.276708801487914","0.31512777396879"
"No transfer dependency","2008","16-34 y.","Female","553","0.257026094790067","0.239388003753143","0.274664185826991"
"No transfer dependency","2008","35-65 y.","Male","1816","0.411116703873148","0.397548773718702","0.424684634027595"
"No transfer dependency","2008","35-65 y.","Female","1953","0.386260974370234","0.37338278951368","0.399139159226787"
"No transfer dependency","2008","66 and older","Male","1746","0.853308065815992","0.837947682837383","0.8686684487946"
"No transfer dependency","2008","66 and older","Female","1995","0.867034470428796","0.853149169091764","0.880919771765828"
"Very low transfer dependency","2008","16-34 y.","Male","1244","0.522652603328027","0.501632146351877","0.543673060304177"
"Very low transfer dependency","2008","16-34 y.","Female","1345","0.519408087243685","0.49924213318305","0.53957404130432"
"Very low transfer dependency","2008","35-65 y.","Male","2745","0.474983417192704","0.461213156748794","0.488753677636615"
"Very low transfer dependency","2008","35-65 y.","Female","2943","0.481987601714353","0.468771286754391","0.495203916674315"
"Very low transfer dependency","2008","66 and older","Male","236","0.11033500861115","0.0967325968148155","0.123937420407484"
"Very low transfer dependency","2008","66 and older","Female","235","0.0970055778689406","0.0849021473667403","0.109109008371141"
"Low transfer dependency","2008","16-34 y.","Male","207","0.103419378272155","0.0906045157833206","0.11623424076099"
"Low transfer dependency","2008","16-34 y.","Female","223","0.0999488057899145","0.0878428634348937","0.112054748144935"
"Low transfer dependency","2008","35-65 y.","Male","242","0.0468708077271004","0.0410424858992202","0.0526991295549805"
"Low transfer dependency","2008","35-65 y.","Female","292","0.0583798576709171","0.0521784289672476","0.0645812863745867"
"Low transfer dependency","2008","66 and older","Male","47","0.0269219288180927","0.0198948806610096","0.0339489769751757"
"Low transfer dependency","2008","66 and older","Female","49","0.0249728905857663","0.0185915731923814","0.0313542079791512"
"High transfer dependency","2008","16-34 y.","Male","74","0.0382944745277934","0.0302182677845837","0.046370681271003"
"High transfer dependency","2008","16-34 y.","Female","92","0.0508587518805395","0.0419907768132978","0.0597267269477811"
"High transfer dependency","2008","35-65 y.","Male","98","0.025754897621464","0.0213869195479478","0.0301228756949803"
"High transfer dependency","2008","35-65 y.","Female","111","0.0254234757971067","0.0212600789909593","0.0295868726032541"
"High transfer dependency","2008","66 and older","Male","5","","",""
"High transfer dependency","2008","66 and older","Female","14","","",""
"Very high transfer dependency","2008","16-34 y.","Male","55","0.0281303150417472","0.0211719111883223","0.035088718895172"
"Very high transfer dependency","2008","16-34 y.","Female","99","0.0427097190202376","0.0345483808661803","0.0508710571742949"
"Very high transfer dependency","2008","35-65 y.","Male","78","0.0164348973506665","0.0129289816145536","0.0199408130867795"
"Very high transfer dependency","2008","35-65 y.","Female","119","0.0266486340722989","0.0223887805373723","0.0309084876072256"
"Very high transfer dependency","2008","66 and older","Male","2","","",""
"Very high transfer dependency","2008","66 and older","Female","3","","",""
"Complete transfer dependency","2008","16-34 y.","Male","22","","",""
"Complete transfer dependency","2008","16-34 y.","Female","46","0.0300485412755567","0.0231578484898727","0.0369392340612408"
"Complete transfer dependency","2008","35-65 y.","Male","73","0.0248392762349163","0.0205476292705939","0.0291309231992387"
"Complete transfer dependency","2008","35-65 y.","Female","73","0.0212994563750906","0.0174806156662809","0.0251182970839002"
"Complete transfer dependency","2008","66 and older","Male","2","","",""
"Complete transfer dependency","2008","66 and older","Female","1","","",""
"No transfer dependency","2009","16-34 y.","Male","534","0.293251573831836","0.273442705361338","0.313060442302334"
"No transfer dependency","2009","16-34 y.","Female","571","0.288323964292494","0.26917653817545","0.307471390409538"
"No transfer dependency","2009","35-65 y.","Male","1770","0.427749041419631","0.413551601030666","0.441946481808596"
"No transfer dependency","2009","35-65 y.","Female","1915","0.407872420085589","0.394384877844623","0.421359962326555"
"No transfer dependency","2009","66 and older","Male","1707","0.854550028260874","0.839044590360347","0.8700554661614"
"No transfer dependency","2009","66 and older","Female","1946","0.875312064096365","0.861547861418183","0.889076266774547"
"Very low transfer dependency","2009","16-34 y.","Male","1194","0.534936795993566","0.513234069702405","0.556639522284727"
"Very low transfer dependency","2009","16-34 y.","Female","1172","0.505796650112052","0.484663235286239","0.526930064937865"
"Very low transfer dependency","2009","35-65 y.","Male","2466","0.463312608207875","0.449003254375358","0.477621962040392"
"Very low transfer dependency","2009","35-65 y.","Female","2659","0.468279615948616","0.454584765796466","0.481974466100765"
"Very low transfer dependency","2009","66 and older","Male","222","0.10958528586791","0.095847056736142","0.123323514999678"
"Very low transfer dependency","2009","66 and older","Female","202","0.0894977640558601","0.0776044199305773","0.101391108181143"
"Low transfer dependency","2009","16-34 y.","Male","170","0.0956147440979836","0.082819568873084","0.108409919322883"
"Low transfer dependency","2009","16-34 y.","Female","209","0.102919154055929","0.0900753770431524","0.115762931068705"
"Low transfer dependency","2009","35-65 y.","Male","237","0.0545777119472838","0.0480592843256443","0.0610961395689233"
"Low transfer dependency","2009","35-65 y.","Female","287","0.0655797121047443","0.0587858162458945","0.072373607963594"
"Low transfer dependency","2009","66 and older","Male","45","0.0259348352652163","0.0189445609016979","0.0329251096287346"
"Low transfer dependency","2009","66 and older","Female","54","0.0267086087231426","0.0199911584840147","0.0334260589622705"
"High transfer dependency","2009","16-34 y.","Male","57","0.0272855356722928","0.0201968454722412","0.0343742258723444"
"High transfer dependency","2009","16-34 y.","Female","86","0.0370996353780417","0.0291104158055356","0.0450888549505477"
"High transfer dependency","2009","35-65 y.","Male","71","0.0191112769877588","0.0151823225615228","0.0230402314139948"
"High transfer dependency","2009","35-65 y.","Female","111","0.0265412482988763","0.022129787215179","0.0309527093825735"
"High transfer dependency","2009","66 and older","Male","8","","",""
"High transfer dependency","2009","66 and older","Female","6","","",""
"Very high transfer dependency","2009","16-34 y.","Male","49","0.0309706254327595","0.0234327227459053","0.0385085281196137"
"Very high transfer dependency","2009","16-34 y.","Female","71","0.0402194811129241","0.0319146069176461","0.0485243553082021"
"Very high transfer dependency","2009","35-65 y.","Male","59","0.013242170751696","0.00996191920275368","0.0165224223006383"
"Very high transfer dependency","2009","35-65 y.","Female","84","0.0171685713383452","0.013603488713773","0.0207336539629173"
"Very high transfer dependency","2009","66 and older","Male","3","","",""
"Very high transfer dependency","2009","66 and older","Female","5","","",""
"Complete transfer dependency","2009","16-34 y.","Male","25","","",""
"Complete transfer dependency","2009","16-34 y.","Female","41","0.0256411150485592","0.0189598794014307","0.0323223506956877"
"Complete transfer dependency","2009","35-65 y.","Male","62","0.0220071906857553","0.0177972846647818","0.0262170967067289"
"Complete transfer dependency","2009","35-65 y.","Female","44","0.0145584322238299","0.0112711594235334","0.0178457050241263"
"Complete transfer dependency","2009","66 and older","Male","1","","",""
"Complete transfer dependency","2009","66 and older","Female","","","",""
"No transfer dependency","2010","16-34 y.","Male","542","0.304014790292083","0.287232652245833","0.320796928338334"
"No transfer dependency","2010","16-34 y.","Female","623","0.28864227742865","0.274341907631282","0.302942647226018"
"No transfer dependency","2010","35-65 y.","Male","1603","0.414176020136636","0.401819923260927","0.426532117012346"
"No transfer dependency","2010","35-65 y.","Female","1764","0.395052509088176","0.383618357894735","0.406486660281618"
"No transfer dependency","2010","66 and older","Male","1605","0.828741868915206","0.811912494815129","0.845571243015283"
"No transfer dependency","2010","66 and older","Female","1800","0.839875554232452","0.824309061222817","0.855442047242087"
"Very low transfer dependency","2010","16-34 y.","Male","1635","0.502289496567427","0.484047793633474","0.520531199501381"
"Very low transfer dependency","2010","16-34 y.","Female","1985","0.506884802527969","0.491106797124255","0.522662807931684"
"Very low transfer dependency","2010","35-65 y.","Male","3551","0.463938892905446","0.451429310934182","0.47644847487671"
"Very low transfer dependency","2010","35-65 y.","Female","3995","0.469761457293405","0.458088201140227","0.481434713446583"
"Very low transfer dependency","2010","66 and older","Male","274","0.141527787863988","0.125956780704495","0.157098795023481"
"Very low transfer dependency","2010","66 and older","Female","266","0.124606964977323","0.110587637086651","0.138626292867995"
"Low transfer dependency","2010","16-34 y.","Male","372","0.0970009016840891","0.0862031963477809","0.107798607020397"
"Low transfer dependency","2010","16-34 y.","Female","548","0.0821218253931165","0.0734572937851642","0.0907863570010688"
"Low transfer dependency","2010","35-65 y.","Male","553","0.0580425807210514","0.0521772264421651","0.0639079349999378"
"Low transfer dependency","2010","35-65 y.","Female","639","0.0681074187168782","0.062214942802428","0.0739998946313284"
"Low transfer dependency","2010","66 and older","Male","36","0.0227556924426078","0.0160940805578765","0.0294173043273392"
"Low transfer dependency","2010","66 and older","Female","55","0.0277839813059987","0.0208075533117465","0.0347604093002509"
"High transfer dependency","2010","16-34 y.","Male","145","0.0412932489825057","0.0340341561924579","0.0485523417725536"
"High transfer dependency","2010","16-34 y.","Female","301","0.0548498735742002","0.0476642992577619","0.0620354478906385"
