"plb0195_h","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2005","16-34 y.","Couple + C. LE 16 ","198","0.44533903010618","0.397054270976873","0.493623789235488"
"Acclaimed","2005","16-34 y.","Couple + C. GT 16 ","174","0.538497120414586","0.485816877367942","0.591177363461229"
"Acclaimed","2005","16-34 y.","Couple + C. LE and GT 16","46","0.407424500059578","0.311598619095951","0.503250381023206"
"Acclaimed","2005","35-65 y.","1-pers.-HH","259","0.56399344301034","0.520041589034848","0.607945296985831"
"Acclaimed","2005","35-65 y.","(Married) couple without C. ","675","0.541550263849081","0.514619388853811","0.568481138844351"
"Acclaimed","2005","35-65 y.","Single parent ","149","0.639015590264333","0.577346139520575","0.700685041008091"
"Acclaimed","2005","35-65 y.","Couple + C. LE 16 ","601","0.460565457160307","0.433141360073293","0.48798955424732"
"Acclaimed","2005","35-65 y.","Couple + C. GT 16 ","455","0.490572448154902","0.458665516933027","0.522479379376778"
"Acclaimed","2005","35-65 y.","Couple + C. LE and GT 16","233","0.462465270065154","0.417815095533531","0.507115444596777"
"Acclaimed","2005","66 and older","1-pers.-HH","","","",""
"Acclaimed","2005","66 and older","(Married) couple without C. ","1","","",""
"Acclaimed","2005","66 and older","Single parent ","","","",""
"Acclaimed","2005","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2005","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2005","16-34 y.","1-pers.-HH","89","0.24878517161178","0.204251538440267","0.293318804783293"
"Partly, partly","2005","16-34 y.","(Married) couple without C. ","112","0.202752180991913","0.170501390598708","0.235002971385119"
"Partly, partly","2005","16-34 y.","Single parent ","26","","",""
"Partly, partly","2005","16-34 y.","Couple + C. LE 16 ","109","0.308603398739251","0.26372732438209","0.353479473096412"
"Partly, partly","2005","16-34 y.","Couple + C. GT 16 ","74","0.178911443056522","0.138408840638568","0.219414045474475"
"Partly, partly","2005","16-34 y.","Couple + C. LE and GT 16","23","","",""
"Partly, partly","2005","35-65 y.","1-pers.-HH","94","0.175420186115168","0.141710881422451","0.209129490807884"
"Partly, partly","2005","35-65 y.","(Married) couple without C. ","203","0.155362509116149","0.135783373925614","0.174941644306685"
"Partly, partly","2005","35-65 y.","Single parent ","39","0.190916326759521","0.140451546768904","0.241381106750138"
"Partly, partly","2005","35-65 y.","Couple + C. LE 16 ","245","0.211897155973786","0.189413274291202","0.234381037656371"
"Partly, partly","2005","35-65 y.","Couple + C. GT 16 ","188","0.215504852741563","0.189261706388977","0.241747999094149"
"Partly, partly","2005","35-65 y.","Couple + C. LE and GT 16","106","0.260360162688435","0.22106150209877","0.2996588232781"
"Partly, partly","2005","66 and older","1-pers.-HH","","","",""
"Partly, partly","2005","66 and older","(Married) couple without C. ","","","",""
"Partly, partly","2005","66 and older","Single parent ","","","",""
"Partly, partly","2005","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2005","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2005","16-34 y.","1-pers.-HH","31","0.0951990729560063","0.0649656942692411","0.125432451642772"
"Paid","2005","16-34 y.","(Married) couple without C. ","72","0.110578457959679","0.0854219698861963","0.135734946033162"
"Paid","2005","16-34 y.","Single parent ","9","","",""
"Paid","2005","16-34 y.","Couple + C. LE 16 ","46","0.107893885725044","0.077752892353535","0.138034879096554"
"Paid","2005","16-34 y.","Couple + C. GT 16 ","39","0.109404343065132","0.076418587412685","0.142390098717579"
"Paid","2005","16-34 y.","Couple + C. LE and GT 16","14","","",""
"Paid","2005","35-65 y.","1-pers.-HH","38","0.0739402480046153","0.0507474247881367","0.0971330712210938"
"Paid","2005","35-65 y.","(Married) couple without C. ","99","0.090251309100979","0.0747641168573075","0.10573850134465"
"Paid","2005","35-65 y.","Single parent ","22","","",""
"Paid","2005","35-65 y.","Couple + C. LE 16 ","124","0.117186119525928","0.0994895151013813","0.134882723950474"
"Paid","2005","35-65 y.","Couple + C. GT 16 ","107","0.159571345780364","0.136198040895","0.182944650665728"
"Paid","2005","35-65 y.","Couple + C. LE and GT 16","61","0.140825073950177","0.109674853436559","0.171975294463796"
"Paid","2005","66 and older","1-pers.-HH","","","",""
"Paid","2005","66 and older","(Married) couple without C. ","3","","",""
"Paid","2005","66 and older","Single parent ","","","",""
"Paid","2005","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2005","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2005","16-34 y.","1-pers.-HH","68","0.210430739621541","0.16844096799926","0.252420511243821"
"Not paid","2005","16-34 y.","(Married) couple without C. ","108","0.169552183958804","0.139452024716304","0.199652343201304"
"Not paid","2005","16-34 y.","Single parent ","12","","",""
"Not paid","2005","16-34 y.","Couple + C. LE 16 ","54","0.138163685429525","0.104639345483197","0.171688025375852"
"Not paid","2005","16-34 y.","Couple + C. GT 16 ","57","0.173187093463761","0.133199040814483","0.213175146113039"
"Not paid","2005","16-34 y.","Couple + C. LE and GT 16","18","","",""
"Not paid","2005","35-65 y.","1-pers.-HH","98","0.186646122869877","0.152112438246058","0.221179807493697"
"Not paid","2005","35-65 y.","(Married) couple without C. ","338","0.212835917933791","0.1907131069059","0.234958728961682"
"Not paid","2005","35-65 y.","Single parent ","23","","",""
"Not paid","2005","35-65 y.","Couple + C. LE 16 ","299","0.21035126733998","0.187927590921083","0.232774943758877"
"Not paid","2005","35-65 y.","Couple + C. GT 16 ","193","0.134351353323171","0.112585079188612","0.15611762745773"
"Not paid","2005","35-65 y.","Couple + C. LE and GT 16","79","0.136349493296234","0.105618534199395","0.167080452393073"
"Not paid","2005","66 and older","1-pers.-HH","3","","",""
"Not paid","2005","66 and older","(Married) couple without C. ","1","","",""
"Not paid","2005","66 and older","Single parent ","","","",""
"Not paid","2005","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2005","66 and older","Couple + C. GT 16 ","2","","",""
"Not paid","2005","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2006","16-34 y.","1-pers.-HH","167","0.430741593042532","0.381214183854397","0.480269002230666"
"Acclaimed","2006","16-34 y.","(Married) couple without C. ","295","0.498624077767501","0.458549785708089","0.538698369826913"
"Acclaimed","2006","16-34 y.","Single parent ","57","0.584478043435191","0.486908079980252","0.682048006890131"
"Acclaimed","2006","16-34 y.","Couple + C. LE 16 ","216","0.493948211371497","0.44601923643129","0.541877186311705"
"Acclaimed","2006","16-34 y.","Couple + C. GT 16 ","184","0.507390325467654","0.456924198567005","0.557856452368304"
"Acclaimed","2006","16-34 y.","Couple + C. LE and GT 16","43","0.408302839777775","0.306755680444996","0.509849999110554"
"Acclaimed","2006","35-65 y.","1-pers.-HH","285","0.498187471462967","0.457425862103796","0.538949080822138"
"Acclaimed","2006","35-65 y.","(Married) couple without C. ","762","0.510008247106599","0.485145715522662","0.534870778690535"
"Acclaimed","2006","35-65 y.","Single parent ","167","0.550009342173307","0.491841666119761","0.608177018226852"
"Acclaimed","2006","35-65 y.","Couple + C. LE 16 ","686","0.484055808369397","0.457849914994168","0.510261701744626"
"Acclaimed","2006","35-65 y.","Couple + C. GT 16 ","543","0.517672374873653","0.487619612603918","0.547725137143389"
"Acclaimed","2006","35-65 y.","Couple + C. LE and GT 16","251","0.451830554148706","0.408295264037441","0.49536584425997"
"Acclaimed","2006","66 and older","1-pers.-HH","2","","",""
"Acclaimed","2006","66 and older","(Married) couple without C. ","2","","",""
"Acclaimed","2006","66 and older","Single parent ","","","",""
"Acclaimed","2006","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2006","66 and older","Couple + C. GT 16 ","1","","",""
"Acclaimed","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2006","16-34 y.","1-pers.-HH","84","0.235764750209114","0.193309104734256","0.278220395683972"
"Partly, partly","2006","16-34 y.","(Married) couple without C. ","116","0.181456111066368","0.150567080123377","0.212345142009358"
"Partly, partly","2006","16-34 y.","Single parent ","21","","",""
"Partly, partly","2006","16-34 y.","Couple + C. LE 16 ","85","0.213627753644984","0.174335867608164","0.252919639681804"
"Partly, partly","2006","16-34 y.","Couple + C. GT 16 ","79","0.175917315078474","0.137483180678003","0.214351449478945"
"Partly, partly","2006","16-34 y.","Couple + C. LE and GT 16","19","","",""
"Partly, partly","2006","35-65 y.","1-pers.-HH","116","0.187754650477463","0.155918310051977","0.219590990902949"
"Partly, partly","2006","35-65 y.","(Married) couple without C. ","266","0.169820873924969","0.151146596621461","0.188495151228477"
"Partly, partly","2006","35-65 y.","Single parent ","54","0.221386162829549","0.172842647133618","0.269929678525481"
"Partly, partly","2006","35-65 y.","Couple + C. LE 16 ","238","0.188475632516001","0.167967397996982","0.208983867035021"
"Partly, partly","2006","35-65 y.","Couple + C. GT 16 ","185","0.192857940615683","0.169128932525725","0.21658694870564"
"Partly, partly","2006","35-65 y.","Couple + C. LE and GT 16","97","0.160789499594793","0.128655814832095","0.192923184357492"
"Partly, partly","2006","66 and older","1-pers.-HH","","","",""
"Partly, partly","2006","66 and older","(Married) couple without C. ","2","","",""
"Partly, partly","2006","66 and older","Single parent ","","","",""
"Partly, partly","2006","66 and older","Couple + C. LE 16 ","","","",""
"Partly, partly","2006","66 and older","Couple + C. GT 16 ","","","",""
"Partly, partly","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Paid","2006","16-34 y.","1-pers.-HH","40","0.116795016568739","0.084671329205423","0.148918703932055"
"Paid","2006","16-34 y.","(Married) couple without C. ","54","0.0799929007850475","0.0582499335569201","0.101735868013175"
"Paid","2006","16-34 y.","Single parent ","8","","",""
"Paid","2006","16-34 y.","Couple + C. LE 16 ","64","0.194159278268101","0.156239688563126","0.232078867973076"
"Paid","2006","16-34 y.","Couple + C. GT 16 ","44","0.143098165234635","0.107750560905973","0.178445769563297"
"Paid","2006","16-34 y.","Couple + C. LE and GT 16","12","","",""
"Paid","2006","35-65 y.","1-pers.-HH","51","0.102379384695134","0.0776657377285538","0.127093031661713"
"Paid","2006","35-65 y.","(Married) couple without C. ","139","0.114297743045885","0.0984734226974615","0.130122063394309"
"Paid","2006","35-65 y.","Single parent ","28","","",""
"Paid","2006","35-65 y.","Couple + C. LE 16 ","128","0.097306366424918","0.0817649461274971","0.112847786722339"
"Paid","2006","35-65 y.","Couple + C. GT 16 ","107","0.127134679813384","0.107099581914554","0.147169777712214"
"Paid","2006","35-65 y.","Couple + C. LE and GT 16","64","0.178819157269938","0.145297717859837","0.21234059668004"
"Paid","2006","66 and older","1-pers.-HH","1","","",""
"Paid","2006","66 and older","(Married) couple without C. ","5","","",""
"Paid","2006","66 and older","Single parent ","","","",""
"Paid","2006","66 and older","Couple + C. LE 16 ","","","",""
"Paid","2006","66 and older","Couple + C. GT 16 ","","","",""
"Paid","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Not paid","2006","16-34 y.","1-pers.-HH","93","0.216698640179615","0.175491259276869","0.257906021082361"
"Not paid","2006","16-34 y.","(Married) couple without C. ","133","0.239926910381084","0.20570023955337","0.274153581208798"
"Not paid","2006","16-34 y.","Single parent ","12","","",""
"Not paid","2006","16-34 y.","Couple + C. LE 16 ","53","0.0982647567154178","0.0697284106114887","0.126801102819347"
"Not paid","2006","16-34 y.","Couple + C. GT 16 ","70","0.173594194219236","0.135360902202852","0.211827486235621"
"Not paid","2006","16-34 y.","Couple + C. LE and GT 16","16","","",""
"Not paid","2006","35-65 y.","1-pers.-HH","126","0.211678493364437","0.178376193489603","0.24498079323927"
"Not paid","2006","35-65 y.","(Married) couple without C. ","386","0.205873135922547","0.185763363909109","0.225982907935985"
"Not paid","2006","35-65 y.","Single parent ","32","0.132160281279592","0.0925630181454036","0.17175754441378"
"Not paid","2006","35-65 y.","Couple + C. LE 16 ","345","0.230162192689684","0.208088931664872","0.252235453714496"
"Not paid","2006","35-65 y.","Couple + C. GT 16 ","227","0.162335004697281","0.140156763347608","0.184513246046953"
"Not paid","2006","35-65 y.","Couple + C. LE and GT 16","90","0.208560788986563","0.173020468107156","0.24410110986597"
"Not paid","2006","66 and older","1-pers.-HH","3","","",""
"Not paid","2006","66 and older","(Married) couple without C. ","4","","",""
"Not paid","2006","66 and older","Single parent ","1","","",""
"Not paid","2006","66 and older","Couple + C. LE 16 ","","","",""
"Not paid","2006","66 and older","Couple + C. GT 16 ","","","",""
"Not paid","2006","66 and older","Couple + C. LE and GT 16","","","",""
"Acclaimed","2007","16-34 y.","1-pers.-HH","164","0.449258634849841","0.397221114023118","0.501296155676564"
"Acclaimed","2007","16-34 y.","(Married) couple without C. ","257","0.446162160684404","0.404040170799107","0.488284150569701"
"Acclaimed","2007","16-34 y.","Single parent ","50","0.484439772435337","0.386975150341745","0.581904394528928"
"Acclaimed","2007","16-34 y.","Couple + C. LE 16 ","205","0.458131087098469","0.409961915290114","0.506300258906825"
"Acclaimed","2007","16-34 y.","Couple + C. GT 16 ","182","0.507550353060484","0.454795912023803","0.560304794097166"
"Acclaimed","2007","16-34 y.","Couple + C. LE and GT 16","38","0.559792026499401","0.444324138282324","0.675259914716477"
"Acclaimed","2007","35-65 y.","1-pers.-HH","314","0.53680574847343","0.496048549641077","0.577562947305783"
"Acclaimed","2007","35-65 y.","(Married) couple without C. ","717","0.520369794079207","0.494512515290098","0.546227072868316"
"Acclaimed","2007","35-65 y.","Single parent ","132","0.534284016631601","0.472326346203106","0.596241687060096"
"Acclaimed","2007","35-65 y.","Couple + C. LE 16 ","614","0.481358591061087","0.454092605918712","0.508624576203463"
"Acclaimed","2007","35-65 y.","Couple + C. GT 16 ","499","0.467103156836636","0.436303505516067","0.497902808157205"
"Acclaimed","2007","35-65 y.","Couple + C. LE and GT 16","205","0.457289178819569","0.410793938254916","0.503784419384222"
"Acclaimed","2007","66 and older","1-pers.-HH","2","","",""
"Acclaimed","2007","66 and older","(Married) couple without C. ","4","","",""
"Acclaimed","2007","66 and older","Single parent ","","","",""
"Acclaimed","2007","66 and older","Couple + C. LE 16 ","","","",""
"Acclaimed","2007","66 and older","Couple + C. GT 16 ","","","",""
"Acclaimed","2007","66 and older","Couple + C. LE and GT 16","","","",""
"Partly, partly","2007","16-34 y.","1-pers.-HH","81","0.241241733577762","0.196483548176309","0.285999918979215"
"Partly, partly","2007","16-34 y.","(Married) couple without C. ","113","0.223114903288415","0.187836096695402","0.258393709881428"
