"plb0195_h","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Not paid","2007","Couple + C. GT 16 ","East Germany","79","0.113345686024966","0.0852190467464504","0.141472325303482","4"
"Not paid","2007","Couple + C. LE and GT 16","West Germany","66","0.171492725149181","0.134034749388758","0.208950700909603","4"
"Not paid","2007","Couple + C. LE and GT 16","East Germany","25","","","","4"
"Paid","2007","(Married) couple without C. ","East Germany","42","0.109412302696565","0.0821057008920504","0.136718904501079","3"
"Paid","2007","1-pers.-HH","West Germany","58","0.091606699107164","0.0706806500297467","0.112532748184581","3"
"Paid","2007","1-pers.-HH","East Germany","13","","","","3"
"Paid","2007","(Married) couple without C. ","West Germany","150","0.110009691871618","0.0940737155964478","0.125945668146789","3"
"Paid","2007","Couple + C. GT 16 ","East Germany","46","0.0992498617734969","0.0727218132025383","0.125777910344456","3"
"Paid","2007","Couple + C. LE and GT 16","West Germany","42","0.0955077328692513","0.0663001923734468","0.124715273365056","3"
"Paid","2007","Single parent ","West Germany","27","","","","3"
"Paid","2007","Single parent ","East Germany","7","","","","3"
"Paid","2007","Couple + C. LE 16 ","West Germany","144","0.11120857746935","0.0945180818470003","0.127899073091701","3"
"Paid","2007","Couple + C. LE 16 ","East Germany","17","","","","3"
"Paid","2007","Couple + C. GT 16 ","West Germany","73","0.113917579656863","0.0927816836626108","0.135053475651116","3"
"Paid","2007","Couple + C. LE and GT 16","East Germany","10","","","","3"
"Partly, partly","2007","Single parent ","West Germany","59","0.212745122482774","0.162904243253518","0.26258600171203","2"
"Partly, partly","2007","Couple + C. LE 16 ","East Germany","71","0.238113847067043","0.192706397738222","0.283521296395863","2"
"Partly, partly","2007","(Married) couple without C. ","East Germany","85","0.213802864886712","0.177938039473716","0.249667690299708","2"
"Partly, partly","2007","Single parent ","East Germany","20","","","","2"
"Partly, partly","2007","Couple + C. LE 16 ","West Germany","275","0.237702128726729","0.215103657929365","0.260300599524092","2"
"Partly, partly","2007","1-pers.-HH","West Germany","130","0.184573641874071","0.156431064129024","0.212716219619117","2"
"Partly, partly","2007","1-pers.-HH","East Germany","47","0.230330153018648","0.172267076878038","0.288393229159258","2"
"Partly, partly","2007","(Married) couple without C. ","West Germany","259","0.176630478562413","0.157208173199689","0.196052783925136","2"
"Partly, partly","2007","Couple + C. GT 16 ","East Germany","103","0.241536462436403","0.203561540976312","0.279511383896494","2"
"Partly, partly","2007","Couple + C. LE and GT 16","West Germany","91","0.221460321211889","0.180197242446998","0.26272339997678","2"
"Partly, partly","2007","Couple + C. LE and GT 16","East Germany","35","0.417486343806073","0.33033587493966","0.504636812672486","2"
"Partly, partly","2007","Couple + C. GT 16 ","West Germany","176","0.236542536257949","0.208271919999027","0.264813152516871","2"
"Acclaimed","2008","1-pers.-HH","West Germany","351","0.479847428874646","0.44286409630619","0.516830761443101","1"
"Acclaimed","2008","1-pers.-HH","East Germany","101","0.535374312225745","0.465372197732309","0.605376426719181","1"
"Acclaimed","2008","(Married) couple without C. ","West Germany","720","0.484985901032927","0.459660495395636","0.510311306670218","1"
"Acclaimed","2008","(Married) couple without C. ","East Germany","259","0.464011199165304","0.420729421276464","0.507292977054144","1"
"Acclaimed","2008","Single parent ","West Germany","151","0.565300663898265","0.507849436606543","0.622751891189987","1"
"Acclaimed","2008","Single parent ","East Germany","41","0.484536491500374","0.378293366592014","0.590779616408734","1"
"Acclaimed","2008","Couple + C. LE 16 ","West Germany","599","0.472959531457046","0.445672167747073","0.500246895167018","1"
"Acclaimed","2008","Couple + C. LE 16 ","East Germany","173","0.559246603893222","0.507009046054154","0.61148416173229","1"
"Acclaimed","2008","Couple + C. GT 16 ","West Germany","428","0.458412801487799","0.426320182401315","0.490505420574284","1"
"Acclaimed","2008","Couple + C. GT 16 ","East Germany","231","0.525962194008175","0.479980735380786","0.571943652635564","1"
"Acclaimed","2008","Couple + C. LE and GT 16","West Germany","161","0.461017881753754","0.409949321733338","0.51208644177417","1"
"Acclaimed","2008","Couple + C. LE and GT 16","East Germany","51","0.438544893939353","0.344524785125442","0.532565002753263","1"
"Not paid","2008","1-pers.-HH","West Germany","153","0.219457650035416","0.188819490019541","0.250095810051292","4"
"Not paid","2008","1-pers.-HH","East Germany","34","0.156489525285433","0.105495574332798","0.207483476238067","4"
"Not paid","2008","(Married) couple without C. ","West Germany","350","0.218088419484238","0.197162843571419","0.239013995397058","4"
"Not paid","2008","(Married) couple without C. ","East Germany","117","0.183756837282847","0.150144823350173","0.217368851215521","4"
"Not paid","2008","Single parent ","West Germany","39","0.131181882197909","0.0920557932578307","0.170307971137987","4"
"Not paid","2008","Single parent ","East Germany","11","","","","4"
"Not paid","2008","Couple + C. LE 16 ","West Germany","296","0.193808162400612","0.172204228641235","0.215412096159989","4"
"Not paid","2008","Couple + C. LE 16 ","East Germany","64","0.132414465414672","0.0967523401989974","0.168076590630346","4"
"Not paid","2008","Couple + C. GT 16 ","West Germany","229","0.18799741633749","0.162832398439735","0.213162434235245","4"
"Not paid","2008","Couple + C. GT 16 ","East Germany","71","0.11115501908767","0.0822098200012476","0.140100218174093","4"
"Not paid","2008","Couple + C. LE and GT 16","West Germany","72","0.164541476503254","0.126556864866391","0.202526088140118","4"
"Not paid","2008","Couple + C. LE and GT 16","East Germany","23","","","","4"
"Paid","2008","(Married) couple without C. ","East Germany","38","0.0787201491816056","0.0553478334949912","0.10209246486822","3"
"Paid","2008","1-pers.-HH","West Germany","72","0.107607002723789","0.0846673189794893","0.130546686468088","3"
"Paid","2008","1-pers.-HH","East Germany","14","","","","3"
"Paid","2008","(Married) couple without C. ","West Germany","135","0.093937636337131","0.0791540039813974","0.108721268692865","3"
"Paid","2008","Single parent ","West Germany","39","0.130688005802296","0.0916245396792077","0.169751471925385","3"
"Paid","2008","Couple + C. LE 16 ","East Germany","35","0.0776406977709041","0.0494842324028045","0.105797163139004","3"
"Paid","2008","Couple + C. GT 16 ","East Germany","49","0.120199023706552","0.0902528265237584","0.150145220889345","3"
"Paid","2008","Couple + C. LE and GT 16","West Germany","40","0.102002131987274","0.070995840482394","0.133008423492154","3"
"Paid","2008","Single parent ","East Germany","11","","","","3"
"Paid","2008","Couple + C. LE 16 ","West Germany","137","0.114305276124607","0.0969151483077205","0.131695403941494","3"
"Paid","2008","Couple + C. GT 16 ","West Germany","103","0.147066585764533","0.124254911211793","0.169878260317273","3"
"Paid","2008","Couple + C. LE and GT 16","East Germany","12","","","","3"
"Partly, partly","2008","(Married) couple without C. ","East Germany","96","0.273511814370244","0.234824790072577","0.31219883866791","2"
"Partly, partly","2008","Single parent ","West Germany","57","0.17282944810153","0.129009538392267","0.216649357810793","2"
"Partly, partly","2008","Couple + C. LE 16 ","East Germany","75","0.230698232921202","0.186372711550211","0.275023754292193","2"
"Partly, partly","2008","Single parent ","East Germany","22","","","","2"
"Partly, partly","2008","Couple + C. LE 16 ","West Germany","254","0.218927030017736","0.196326266878531","0.24152779315694","2"
"Partly, partly","2008","1-pers.-HH","West Germany","125","0.193087918366149","0.163867950005584","0.222307886726715","2"
"Partly, partly","2008","1-pers.-HH","East Germany","46","0.231390932642908","0.172199792507514","0.290582072778301","2"
"Partly, partly","2008","(Married) couple without C. ","West Germany","291","0.202988043145703","0.182605895601077","0.22337019069033","2"
"Partly, partly","2008","Couple + C. GT 16 ","East Germany","102","0.242683763197603","0.203205504876198","0.282162021519009","2"
"Partly, partly","2008","Couple + C. LE and GT 16","West Germany","93","0.272438509755718","0.226826768894997","0.318050250616438","2"
"Partly, partly","2008","Couple + C. LE and GT 16","East Germany","21","","","","2"
"Partly, partly","2008","Couple + C. GT 16 ","West Germany","166","0.206523196410178","0.180450008518736","0.23259638430162","2"
"Acclaimed","2009","1-pers.-HH","West Germany","326","0.481252473700464","0.442870959560213","0.519633987840715","1"
"Acclaimed","2009","1-pers.-HH","East Germany","91","0.543655475195773","0.470068650667303","0.617242299724243","1"
"Acclaimed","2009","(Married) couple without C. ","West Germany","655","0.464735749085409","0.438159948721179","0.49131154944964","1"
"Acclaimed","2009","(Married) couple without C. ","East Germany","238","0.538338510189843","0.49322036700367","0.583456653376016","1"
"Acclaimed","2009","Single parent ","West Germany","137","0.543894838432162","0.482642708528286","0.605146968336039","1"
"Acclaimed","2009","Single parent ","East Germany","44","0.448988310224146","0.345652461464222","0.552324158984071","1"
"Acclaimed","2009","Couple + C. LE 16 ","West Germany","484","0.47310645681599","0.442466448345879","0.503746465286101","1"
"Acclaimed","2009","Couple + C. LE 16 ","East Germany","172","0.568968667703356","0.515375458328628","0.622561877078084","1"
"Acclaimed","2009","Couple + C. GT 16 ","West Germany","375","0.457792431305725","0.423857262448024","0.491727600163427","1"
"Acclaimed","2009","Couple + C. GT 16 ","East Germany","212","0.566583975722953","0.517212372024249","0.615955579421657","1"
"Acclaimed","2009","Couple + C. LE and GT 16","West Germany","155","0.455090145384814","0.402919631382973","0.507260659386656","1"
"Acclaimed","2009","Couple + C. LE and GT 16","East Germany","49","0.512943843915035","0.412433509527693","0.613454178302377","1"
"Not paid","2009","1-pers.-HH","West Germany","141","0.214639232965581","0.183100317749855","0.246178148181307","4"
"Not paid","2009","1-pers.-HH","East Germany","28","","","","4"
"Not paid","2009","(Married) couple without C. ","West Germany","323","0.223433492805686","0.201238109070264","0.245628876541109","4"
"Not paid","2009","(Married) couple without C. ","East Germany","89","0.127941159453299","0.0977110509964745","0.158171267910123","4"
"Not paid","2009","Single parent ","West Germany","41","0.156889210714634","0.112162177159326","0.201616244269941","4"
"Not paid","2009","Single parent ","East Germany","12","","","","4"
"Not paid","2009","Couple + C. LE 16 ","West Germany","235","0.200629805689369","0.176053324201922","0.225206287176816","4"
"Not paid","2009","Couple + C. LE 16 ","East Germany","58","0.127253069527557","0.091187776291773","0.163318362763342","4"
"Not paid","2009","Couple + C. GT 16 ","West Germany","190","0.162701964079855","0.137561727707616","0.187842200452094","4"
"Not paid","2009","Couple + C. GT 16 ","East Germany","59","0.129796629515491","0.0963128328005683","0.163280426230414","4"
"Not paid","2009","Couple + C. LE and GT 16","West Germany","78","0.183915247849051","0.143327909776271","0.224502585921831","4"
"Not paid","2009","Couple + C. LE and GT 16","East Germany","17","","","","4"
"Paid","2009","(Married) couple without C. ","East Germany","50","0.100637591243185","0.0734100043992335","0.127865178087137","3"
"Paid","2009","1-pers.-HH","West Germany","70","0.10661718316442","0.0829094518627961","0.130324914466044","3"
"Paid","2009","1-pers.-HH","East Germany","14","","","","3"
"Paid","2009","(Married) couple without C. ","West Germany","121","0.103639507280931","0.0873988644300065","0.119880150131857","3"
"Paid","2009","Couple + C. LE and GT 16","East Germany","6","","","","3"
"Paid","2009","Single parent ","West Germany","33","0.140624400343048","0.0978727303831378","0.183376070302957","3"
"Paid","2009","Couple + C. LE 16 ","East Germany","24","","","","3"
"Paid","2009","Couple + C. GT 16 ","East Germany","37","0.06574630210467","0.0410540508893549","0.0904385533199852","3"
"Paid","2009","Couple + C. LE and GT 16","West Germany","43","0.122297482795668","0.0879735929219034","0.156621372669432","3"
"Paid","2009","Single parent ","East Germany","10","","","","3"
"Paid","2009","Couple + C. LE 16 ","West Germany","89","0.108764334911046","0.0896575533659722","0.12787111645612","3"
"Paid","2009","Couple + C. GT 16 ","West Germany","85","0.132138310747259","0.109072296467333","0.155204325027186","3"
"Partly, partly","2009","(Married) couple without C. ","East Germany","92","0.233082739113673","0.19481868496307","0.271346793264277","2"
"Partly, partly","2009","Single parent ","East Germany","23","","","","2"
"Partly, partly","2009","Couple + C. LE 16 ","West Germany","212","0.217499402583595","0.192181986553764","0.242816818613426","2"
"Partly, partly","2009","Single parent ","West Germany","43","0.158591550510156","0.113667936224776","0.203515164795537","2"
"Partly, partly","2009","Couple + C. LE 16 ","East Germany","74","0.254134221017336","0.207017714168174","0.301250727866499","2"
"Partly, partly","2009","1-pers.-HH","West Germany","114","0.197491110169535","0.16690978516128","0.228072435177791","2"
