"plb0195_h","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"Acclaimed","2014","(2c_gen) general maturity certificate","West Germany","151","0.480240456987522","0.427212913440247","0.533268000534797"
"Acclaimed","2014","(2c_gen) general maturity certificate","East Germany","14","","",""
"Acclaimed","2014","(2c_voc) vocational maturity certificate","West Germany","580","0.538416810128865","0.508808170881694","0.568025449376036"
"Acclaimed","2014","(2c_voc) vocational maturity certificate","East Germany","114","0.52048832468108","0.448106815311734","0.592869834050427"
"Acclaimed","2014","(3a) lower tertiary education","West Germany","437","0.588147518076297","0.552493660231678","0.623801375920916"
"Acclaimed","2014","(3a) lower tertiary education","East Germany","157","0.725180733627714","0.667234210317188","0.78312725693824"
"Acclaimed","2014","(3b) higher tertiary education","West Germany","638","0.430122526859437","0.404873497775161","0.455371555943713"
"Acclaimed","2014","(3b) higher tertiary education","East Germany","171","0.514354266840554","0.463359469510915","0.565349064170194"
"Partly, partly","2014","(0) in school","West Germany","1","","",""
"Partly, partly","2014","(0) in school","East Germany","","","",""
"Partly, partly","2014","(1a) inadequately completed","West Germany","13","","",""
"Partly, partly","2014","(1a) inadequately completed","East Germany","1","","",""
"Partly, partly","2014","(1b) general elementary school","West Germany","103","0.296470639449806","0.252741287844699","0.340199991054914"
"Partly, partly","2014","(1b) general elementary school","East Germany","4","","",""
"Partly, partly","2014","(1c) basic vocational qualification","West Germany","424","0.262692500348281","0.240957684006174","0.284427316690389"
"Partly, partly","2014","(1c) basic vocational qualification","East Germany","41","0.231665226645355","0.163463543409931","0.299866909880779"
"Partly, partly","2014","(2b) intermediate general qualification","West Germany","45","0.237472761176667","0.182116118282895","0.292829404070438"
"Partly, partly","2014","(2b) intermediate general qualification","East Germany","11","","",""
"Partly, partly","2014","(2a) intermediate vocational","West Germany","428","0.224835349984864","0.206147199973434","0.243523499996294"
"Partly, partly","2014","(2a) intermediate vocational","East Germany","269","0.269694049681032","0.241262648169587","0.298125451192477"
"Partly, partly","2014","(2c_gen) general maturity certificate","West Germany","63","0.198616346988372","0.156271688352363","0.240961005624382"
"Partly, partly","2014","(2c_gen) general maturity certificate","East Germany","9","","",""
"Partly, partly","2014","(2c_voc) vocational maturity certificate","West Germany","256","0.260052115935592","0.233998685576531","0.286105546294654"
"Partly, partly","2014","(2c_voc) vocational maturity certificate","East Germany","30","0.200184610824291","0.142210677294237","0.258158544354345"
"Partly, partly","2014","(3a) lower tertiary education","West Germany","109","0.151430986082439","0.125462686648005","0.177399285516874"
"Partly, partly","2014","(3a) lower tertiary education","East Germany","17","","",""
"Partly, partly","2014","(3b) higher tertiary education","West Germany","232","0.151668955676365","0.133375789833668","0.169962121519062"
"Partly, partly","2014","(3b) higher tertiary education","East Germany","64","0.161921124350432","0.124334864629393","0.199507384071471"
"Paid","2014","(0) in school","West Germany","8","","",""
"Paid","2014","(0) in school","East Germany","1","","",""
"Paid","2014","(1a) inadequately completed","West Germany","33","0.369415737176917","0.260184533444521","0.478646940909314"
"Paid","2014","(1a) inadequately completed","East Germany","","","",""
"Paid","2014","(1b) general elementary school","West Germany","125","0.251348617842323","0.209813146269058","0.292884089415587"
"Paid","2014","(1b) general elementary school","East Germany","8","","",""
"Paid","2014","(1c) basic vocational qualification","West Germany","294","0.17004451719362","0.151491415382621","0.188597619004619"
"Paid","2014","(1c) basic vocational qualification","East Germany","33","0.287177417556933","0.214037361062295","0.360317474051572"
"Paid","2014","(2b) intermediate general qualification","West Germany","30","0.105540700337705","0.0655715017737711","0.145509898901638"
"Paid","2014","(2b) intermediate general qualification","East Germany","1","","",""
"Paid","2014","(2a) intermediate vocational","West Germany","184","0.0996232386284591","0.0862163037071932","0.113030173549725"
"Paid","2014","(2a) intermediate vocational","East Germany","106","0.104633512138619","0.0850249392932642","0.124242084983974"
"Paid","2014","(2c_gen) general maturity certificate","West Germany","77","0.200775958547122","0.158259113998143","0.2432928030961"
"Paid","2014","(2c_gen) general maturity certificate","East Germany","4","","",""
"Paid","2014","(2c_voc) vocational maturity certificate","West Germany","103","0.0742579922963066","0.0586857648505672","0.0898302197420461"
"Paid","2014","(2c_voc) vocational maturity certificate","East Germany","13","","",""
"Paid","2014","(3a) lower tertiary education","West Germany","30","0.0551986285063781","0.0386551454267885","0.0717421115859676"
"Paid","2014","(3a) lower tertiary education","East Germany","4","","",""
"Paid","2014","(3b) higher tertiary education","West Germany","97","0.0662658928460627","0.0535801915300576","0.0789515941620679"
"Paid","2014","(3b) higher tertiary education","East Germany","16","","",""
"Not paid","2014","(0) in school","West Germany","2","","",""
"Not paid","2014","(0) in school","East Germany","","","",""
"Not paid","2014","(1a) inadequately completed","West Germany","5","","",""
"Not paid","2014","(1a) inadequately completed","East Germany","1","","",""
"Not paid","2014","(1b) general elementary school","West Germany","37","0.0870840163011617","0.0600863820030586","0.114081650599265"
"Not paid","2014","(1b) general elementary school","East Germany","3","","",""
"Not paid","2014","(1c) basic vocational qualification","West Germany","127","0.0810961130594383","0.0676144684114987","0.0945777577073779"
"Not paid","2014","(1c) basic vocational qualification","East Germany","12","","",""
"Not paid","2014","(2b) intermediate general qualification","West Germany","30","0.136017454916639","0.0914225780747904","0.180612331758489"
"Not paid","2014","(2b) intermediate general qualification","East Germany","5","","",""
"Not paid","2014","(2a) intermediate vocational","West Germany","220","0.138030581357521","0.122589752045847","0.153471410669195"
"Not paid","2014","(2a) intermediate vocational","East Germany","75","0.106094525471175","0.0863656445053791","0.12582340643697"
"Not paid","2014","(2c_gen) general maturity certificate","West Germany","50","0.120367237476984","0.085830942386123","0.154903532567845"
"Not paid","2014","(2c_gen) general maturity certificate","East Germany","5","","",""
"Not paid","2014","(2c_voc) vocational maturity certificate","West Germany","150","0.127273081639236","0.107478714699435","0.147067448579037"
"Not paid","2014","(2c_voc) vocational maturity certificate","East Germany","26","","",""
"Not paid","2014","(3a) lower tertiary education","West Germany","156","0.205222867334885","0.175965980784983","0.234479753884788"
"Not paid","2014","(3a) lower tertiary education","East Germany","50","0.165821092847603","0.117545217622395","0.214096968072812"
"Not paid","2014","(3b) higher tertiary education","West Germany","510","0.351942624618135","0.327586930766127","0.376298318470144"
"Not paid","2014","(3b) higher tertiary education","East Germany","118","0.274569958257592","0.229033506689182","0.320106409826002"
"Acclaimed","2015","(0) in school","West Germany","","","",""
"Acclaimed","2015","(0) in school","East Germany","","","",""
"Acclaimed","2015","(1a) inadequately completed","West Germany","","","",""
"Acclaimed","2015","(1a) inadequately completed","East Germany","","","",""
"Acclaimed","2015","(1b) general elementary school","West Germany","","","",""
"Acclaimed","2015","(1b) general elementary school","East Germany","","","",""
"Acclaimed","2015","(1c) basic vocational qualification","West Germany","","","",""
"Acclaimed","2015","(1c) basic vocational qualification","East Germany","","","",""
"Acclaimed","2015","(2b) intermediate general qualification","West Germany","","","",""
"Acclaimed","2015","(2b) intermediate general qualification","East Germany","","","",""
"Acclaimed","2015","(2a) intermediate vocational","West Germany","","","",""
"Acclaimed","2015","(2a) intermediate vocational","East Germany","","","",""
"Acclaimed","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Acclaimed","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Acclaimed","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Acclaimed","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
"Acclaimed","2015","(3a) lower tertiary education","West Germany","","","",""
"Acclaimed","2015","(3a) lower tertiary education","East Germany","","","",""
"Acclaimed","2015","(3b) higher tertiary education","West Germany","","","",""
"Acclaimed","2015","(3b) higher tertiary education","East Germany","","","",""
"Partly, partly","2015","(0) in school","West Germany","","","",""
"Partly, partly","2015","(0) in school","East Germany","","","",""
"Partly, partly","2015","(1a) inadequately completed","West Germany","","","",""
"Partly, partly","2015","(1a) inadequately completed","East Germany","","","",""
"Partly, partly","2015","(1b) general elementary school","West Germany","","","",""
"Partly, partly","2015","(1b) general elementary school","East Germany","","","",""
"Partly, partly","2015","(1c) basic vocational qualification","West Germany","","","",""
"Partly, partly","2015","(1c) basic vocational qualification","East Germany","","","",""
"Partly, partly","2015","(2b) intermediate general qualification","West Germany","","","",""
"Partly, partly","2015","(2b) intermediate general qualification","East Germany","","","",""
"Partly, partly","2015","(2a) intermediate vocational","West Germany","","","",""
"Partly, partly","2015","(2a) intermediate vocational","East Germany","","","",""
"Partly, partly","2015","(2c_gen) general maturity certificate","West Germany","","","",""
"Partly, partly","2015","(2c_gen) general maturity certificate","East Germany","","","",""
"Partly, partly","2015","(2c_voc) vocational maturity certificate","West Germany","","","",""
"Partly, partly","2015","(2c_voc) vocational maturity certificate","East Germany","","","",""
