"plb0195_h","year","bula_h","e11102","n","percent","lower_confidence","upper_confidence"
"Partly, partly","1987","Saxony-Anhalt","Employed","","","",""
"Partly, partly","1987","Thuringia","Not Employed","","","",""
"Partly, partly","1987","Thuringia","Employed","","","",""
"Paid","1987","Schleswig-Holstein","Not Employed","","","",""
"Paid","1987","Schleswig-Holstein","Employed","","","",""
"Paid","1987","Hamburg","Not Employed","","","",""
"Paid","1987","Hamburg","Employed","","","",""
"Paid","1987","Lower Saxony","Not Employed","","","",""
"Paid","1987","Lower Saxony","Employed","","","",""
"Paid","1987","Bremen","Not Employed","","","",""
"Paid","1987","Bremen","Employed","","","",""
"Paid","1987","North Rhine-Westphalia","Not Employed","","","",""
"Paid","1987","North Rhine-Westphalia","Employed","","","",""
"Paid","1987","Hesse","Not Employed","","","",""
"Paid","1987","Hesse","Employed","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Paid","1987","Rhineland-Palatinate,Saarland","Employed","","","",""
"Paid","1987","Baden-Württemberg","Not Employed","","","",""
"Paid","1987","Baden-Württemberg","Employed","","","",""
"Paid","1987","Bavaria","Not Employed","","","",""
"Paid","1987","Bavaria","Employed","","","",""
"Paid","1987","Berlin","Not Employed","","","",""
"Paid","1987","Berlin","Employed","","","",""
"Paid","1987","Brandenburg","Not Employed","","","",""
"Paid","1987","Brandenburg","Employed","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Paid","1987","Saxony","Not Employed","","","",""
"Paid","1987","Saxony","Employed","","","",""
"Paid","1987","Saxony-Anhalt","Not Employed","","","",""
"Paid","1987","Saxony-Anhalt","Employed","","","",""
"Paid","1987","Thuringia","Not Employed","","","",""
"Paid","1987","Thuringia","Employed","","","",""
"Not paid","1987","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1987","Schleswig-Holstein","Employed","","","",""
"Not paid","1987","Hamburg","Not Employed","","","",""
"Not paid","1987","Hamburg","Employed","","","",""
"Not paid","1987","Lower Saxony","Not Employed","","","",""
"Not paid","1987","Lower Saxony","Employed","","","",""
"Not paid","1987","Bremen","Not Employed","","","",""
"Not paid","1987","Bremen","Employed","","","",""
"Not paid","1987","North Rhine-Westphalia","Not Employed","","","",""
"Not paid","1987","North Rhine-Westphalia","Employed","","","",""
"Not paid","1987","Hesse","Not Employed","","","",""
"Not paid","1987","Hesse","Employed","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","1987","Rhineland-Palatinate,Saarland","Employed","","","",""
"Not paid","1987","Baden-Württemberg","Not Employed","","","",""
"Not paid","1987","Baden-Württemberg","Employed","","","",""
"Not paid","1987","Bavaria","Not Employed","","","",""
"Not paid","1987","Bavaria","Employed","","","",""
"Not paid","1987","Berlin","Not Employed","","","",""
"Not paid","1987","Berlin","Employed","","","",""
"Not paid","1987","Brandenburg","Not Employed","","","",""
"Not paid","1987","Brandenburg","Employed","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1987","Mecklenburg-Western Pomerania","Employed","","","",""
"Not paid","1987","Saxony","Not Employed","","","",""
"Not paid","1987","Saxony","Employed","","","",""
"Not paid","1987","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1987","Saxony-Anhalt","Employed","","","",""
"Not paid","1987","Thuringia","Not Employed","","","",""
"Not paid","1987","Thuringia","Employed","","","",""
"Acclaimed","1988","Schleswig-Holstein","Not Employed","1","","",""
"Acclaimed","1988","Schleswig-Holstein","Employed","43","0.366718995118026","0.283878755077853","0.449559235158199"
"Acclaimed","1988","Hamburg","Not Employed","","","",""
"Acclaimed","1988","Hamburg","Employed","21","","",""
"Acclaimed","1988","Lower Saxony","Not Employed","1","","",""
"Acclaimed","1988","Lower Saxony","Employed","131","0.369391399623273","0.320279755789112","0.418503043457434"
"Acclaimed","1988","Bremen","Not Employed","","","",""
"Acclaimed","1988","Bremen","Employed","8","","",""
"Acclaimed","1988","North Rhine-Westphalia","Not Employed","3","","",""
"Acclaimed","1988","North Rhine-Westphalia","Employed","247","0.319154185544445","0.288648799337819","0.349659571751071"
"Acclaimed","1988","Hesse","Not Employed","","","",""
"Acclaimed","1988","Hesse","Employed","101","0.348214594863917","0.295181979570497","0.401247210157337"
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Not Employed","2","","",""
"Acclaimed","1988","Rhineland-Palatinate,Saarland","Employed","51","0.2326758545484","0.175663109175643","0.289688599921156"
"Acclaimed","1988","Baden-Württemberg","Not Employed","2","","",""
"Acclaimed","1988","Baden-Württemberg","Employed","150","0.27328281228859","0.23948810144541","0.307077523131769"
"Acclaimed","1988","Bavaria","Not Employed","3","","",""
"Acclaimed","1988","Bavaria","Employed","209","0.358654632517386","0.320811270490597","0.396497994544174"
"Acclaimed","1988","Berlin","Not Employed","1","","",""
"Acclaimed","1988","Berlin","Employed","47","0.412743088170422","0.324286826064329","0.501199350276515"
"Acclaimed","1988","Brandenburg","Not Employed","","","",""
"Acclaimed","1988","Brandenburg","Employed","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","1988","Mecklenburg-Western Pomerania","Employed","","","",""
"Acclaimed","1988","Saxony","Not Employed","","","",""
"Acclaimed","1988","Saxony","Employed","","","",""
"Acclaimed","1988","Saxony-Anhalt","Not Employed","","","",""
"Acclaimed","1988","Saxony-Anhalt","Employed","","","",""
"Acclaimed","1988","Thuringia","Not Employed","","","",""
"Acclaimed","1988","Thuringia","Employed","","","",""
"Partly, partly","1988","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1988","Schleswig-Holstein","Employed","15","","",""
"Partly, partly","1988","Hamburg","Not Employed","","","",""
"Partly, partly","1988","Hamburg","Employed","10","","",""
"Partly, partly","1988","Lower Saxony","Not Employed","1","","",""
"Partly, partly","1988","Lower Saxony","Employed","54","0.134989294774454","0.100217945651477","0.169760643897431"
"Partly, partly","1988","Bremen","Not Employed","","","",""
"Partly, partly","1988","Bremen","Employed","5","","",""
"Partly, partly","1988","North Rhine-Westphalia","Not Employed","","","",""
"Partly, partly","1988","North Rhine-Westphalia","Employed","79","0.095546560245687","0.0763088887128809","0.114784231778493"
"Partly, partly","1988","Hesse","Not Employed","","","",""
"Partly, partly","1988","Hesse","Employed","42","0.144233123519206","0.105124053875778","0.183342193162635"
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Partly, partly","1988","Rhineland-Palatinate,Saarland","Employed","28","","",""
"Partly, partly","1988","Baden-Württemberg","Not Employed","","","",""
"Partly, partly","1988","Baden-Württemberg","Employed","81","0.14060509800902","0.114244407634036","0.166965788384004"
"Partly, partly","1988","Bavaria","Not Employed","1","","",""
"Partly, partly","1988","Bavaria","Employed","91","0.146773904598537","0.118850909651748","0.174696899545325"
"Partly, partly","1988","Berlin","Not Employed","","","",""
"Partly, partly","1988","Berlin","Employed","13","","",""
"Partly, partly","1988","Brandenburg","Not Employed","","","",""
"Partly, partly","1988","Brandenburg","Employed","","","",""
"Partly, partly","1988","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Partly, partly","1988","Mecklenburg-Western Pomerania","Employed","","","",""
"Partly, partly","1988","Saxony","Not Employed","","","",""
"Partly, partly","1988","Saxony","Employed","","","",""
"Partly, partly","1988","Saxony-Anhalt","Not Employed","","","",""
"Partly, partly","1988","Saxony-Anhalt","Employed","","","",""
"Partly, partly","1988","Thuringia","Not Employed","","","",""
"Partly, partly","1988","Thuringia","Employed","","","",""
"Paid","1988","Schleswig-Holstein","Not Employed","3","","",""
"Paid","1988","Schleswig-Holstein","Employed","49","0.340095715678917","0.258659521482348","0.421531909875486"
"Paid","1988","Hamburg","Not Employed","","","",""
"Paid","1988","Hamburg","Employed","29","","",""
"Paid","1988","Lower Saxony","Not Employed","3","","",""
"Paid","1988","Lower Saxony","Employed","122","0.29988219143429","0.253256848779178","0.346507534089401"
"Paid","1988","Bremen","Not Employed","","","",""
"Paid","1988","Bremen","Employed","15","","",""
"Paid","1988","North Rhine-Westphalia","Not Employed","7","","",""
"Paid","1988","North Rhine-Westphalia","Employed","409","0.372758820161268","0.341115422046865","0.404402218275672"
"Paid","1988","Hesse","Not Employed","2","","",""
"Paid","1988","Hesse","Employed","115","0.295390812867344","0.244605294832536","0.346176330902151"
"Paid","1988","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Paid","1988","Rhineland-Palatinate,Saarland","Employed","93","0.43414613358923","0.367269103873832","0.501023163304629"
"Paid","1988","Baden-Württemberg","Not Employed","3","","",""
"Paid","1988","Baden-Württemberg","Employed","332","0.391751312977837","0.354733932722095","0.428768693233578"
"Paid","1988","Bavaria","Not Employed","","","",""
"Paid","1988","Bavaria","Employed","214","0.305326798245945","0.268987357147847","0.341666239344042"
"Paid","1988","Berlin","Not Employed","2","","",""
"Paid","1988","Berlin","Employed","40","0.274770487060006","0.194566236193284","0.354974737926729"
"Paid","1988","Brandenburg","Not Employed","","","",""
"Paid","1988","Brandenburg","Employed","","","",""
"Paid","1988","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Paid","1988","Mecklenburg-Western Pomerania","Employed","","","",""
"Paid","1988","Saxony","Not Employed","","","",""
"Paid","1988","Saxony","Employed","","","",""
"Paid","1988","Saxony-Anhalt","Not Employed","","","",""
"Paid","1988","Saxony-Anhalt","Employed","","","",""
"Paid","1988","Thuringia","Not Employed","","","",""
"Paid","1988","Thuringia","Employed","","","",""
"Not paid","1988","Schleswig-Holstein","Not Employed","","","",""
"Not paid","1988","Schleswig-Holstein","Employed","23","","",""
"Not paid","1988","Hamburg","Not Employed","1","","",""
"Not paid","1988","Hamburg","Employed","16","","",""
"Not paid","1988","Lower Saxony","Not Employed","2","","",""
"Not paid","1988","Lower Saxony","Employed","64","0.195737114167983","0.155363582522563","0.236110645813403"
"Not paid","1988","Bremen","Not Employed","","","",""
"Not paid","1988","Bremen","Employed","1","","",""
"Not paid","1988","North Rhine-Westphalia","Not Employed","4","","",""
"Not paid","1988","North Rhine-Westphalia","Employed","162","0.212540434048599","0.18576806625448","0.239312801842719"
"Not paid","1988","Hesse","Not Employed","","","",""
"Not paid","1988","Hesse","Employed","52","0.212161468749533","0.166650182545155","0.257672754953911"
"Not paid","1988","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Not paid","1988","Rhineland-Palatinate,Saarland","Employed","39","0.184325147823588","0.13200635734762","0.236643938299555"
"Not paid","1988","Baden-Württemberg","Not Employed","","","",""
"Not paid","1988","Baden-Württemberg","Employed","105","0.194360776724554","0.164352954807608","0.224368598641499"
"Not paid","1988","Bavaria","Not Employed","","","",""
"Not paid","1988","Bavaria","Employed","103","0.189244664638133","0.1583372812875","0.220152047988766"
"Not paid","1988","Berlin","Not Employed","","","",""
"Not paid","1988","Berlin","Employed","19","","",""
"Not paid","1988","Brandenburg","Not Employed","","","",""
"Not paid","1988","Brandenburg","Employed","","","",""
"Not paid","1988","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Not paid","1988","Mecklenburg-Western Pomerania","Employed","","","",""
"Not paid","1988","Saxony","Not Employed","","","",""
"Not paid","1988","Saxony","Employed","","","",""
"Not paid","1988","Saxony-Anhalt","Not Employed","","","",""
"Not paid","1988","Saxony-Anhalt","Employed","","","",""
"Not paid","1988","Thuringia","Not Employed","","","",""
"Not paid","1988","Thuringia","Employed","","","",""
"Acclaimed","1989","Schleswig-Holstein","Not Employed","","","",""
"Acclaimed","1989","Schleswig-Holstein","Employed","44","0.390006224746835","0.302738040683847","0.477274408809823"
"Acclaimed","1989","Hamburg","Not Employed","","","",""
"Acclaimed","1989","Hamburg","Employed","24","","",""
"Acclaimed","1989","Lower Saxony","Not Employed","2","","",""
"Acclaimed","1989","Lower Saxony","Employed","137","0.359791037071838","0.312639853351124","0.406942220792552"
"Acclaimed","1989","Bremen","Not Employed","","","",""
"Acclaimed","1989","Bremen","Employed","10","","",""
"Acclaimed","1989","North Rhine-Westphalia","Not Employed","4","","",""
"Acclaimed","1989","North Rhine-Westphalia","Employed","239","0.289541106826262","0.260880515431014","0.31820169822151"
"Acclaimed","1989","Hesse","Not Employed","2","","",""
"Acclaimed","1989","Hesse","Employed","96","0.344036769349605","0.292068559936064","0.396004978763146"
"Acclaimed","1989","Rhineland-Palatinate,Saarland","Not Employed","","","",""
"Acclaimed","1989","Rhineland-Palatinate,Saarland","Employed","62","0.254952654211636","0.199465094836155","0.310440213587116"
"Acclaimed","1989","Baden-Württemberg","Not Employed","2","","",""
"Acclaimed","1989","Baden-Württemberg","Employed","172","0.283851208870531","0.25073389532537","0.316968522415692"
"Acclaimed","1989","Bavaria","Not Employed","1","","",""
"Acclaimed","1989","Bavaria","Employed","202","0.320085919447425","0.283943401394071","0.35622843750078"
"Acclaimed","1989","Berlin","Not Employed","1","","",""
"Acclaimed","1989","Berlin","Employed","49","0.45453086961968","0.365810736124893","0.543251003114466"
"Acclaimed","1989","Brandenburg","Not Employed","","","",""
"Acclaimed","1989","Brandenburg","Employed","","","",""
"Acclaimed","1989","Mecklenburg-Western Pomerania","Not Employed","","","",""
"Acclaimed","1989","Mecklenburg-Western Pomerania","Employed","","","",""
"Acclaimed","1989","Saxony","Not Employed","","","",""
"Acclaimed","1989","Saxony","Employed","","","",""
"Acclaimed","1989","Saxony-Anhalt","Not Employed","","","",""
"Acclaimed","1989","Saxony-Anhalt","Employed","","","",""
"Acclaimed","1989","Thuringia","Not Employed","","","",""
"Acclaimed","1989","Thuringia","Employed","","","",""
"Partly, partly","1989","Schleswig-Holstein","Not Employed","","","",""
"Partly, partly","1989","Schleswig-Holstein","Employed","20","","",""
"Partly, partly","1989","Hamburg","Not Employed","1","","",""
"Partly, partly","1989","Hamburg","Employed","13","","",""
"Partly, partly","1989","Lower Saxony","Not Employed","1","","",""
"Partly, partly","1989","Lower Saxony","Employed","63","0.15402265115006","0.118559426786526","0.189485875513594"
"Partly, partly","1989","Bremen","Not Employed","","","",""
"Partly, partly","1989","Bremen","Employed","4","","",""
"Partly, partly","1989","North Rhine-Westphalia","Not Employed","","","",""
