"plb0196_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Yes","1989","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1989","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1989","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1989","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1989","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1989","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1989","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1989","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1989","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1989","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1989","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1989","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1989","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1989","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1989","1-pers.-HH","(0) in school","","","",""
"No","1989","1-pers.-HH","(1a) inadequately completed","25","","",""
"No","1989","1-pers.-HH","(1b) general elementary school","59","1","1","1"
"No","1989","1-pers.-HH","(1c) basic vocational qualification","96","1","1","1"
"No","1989","1-pers.-HH","(2b) intermediate general qualification","13","","",""
"No","1989","1-pers.-HH","(2a) intermediate vocational","42","1","1","1"
"No","1989","1-pers.-HH","(2c_gen) general maturity certificate","15","","",""
"No","1989","1-pers.-HH","(2c_voc) vocational maturity certificate","16","","",""
"No","1989","1-pers.-HH","(3a) lower tertiary education","17","","",""
"No","1989","1-pers.-HH","(3b) higher tertiary education","32","1","1","1"
"No","1989","(Married) couple without C. ","(0) in school","","","",""
"No","1989","(Married) couple without C. ","(1a) inadequately completed","36","1","1","1"
"No","1989","(Married) couple without C. ","(1b) general elementary school","126","1","1","1"
"No","1989","(Married) couple without C. ","(1c) basic vocational qualification","321","1","1","1"
"No","1989","(Married) couple without C. ","(2b) intermediate general qualification","20","","",""
"No","1989","(Married) couple without C. ","(2a) intermediate vocational","151","1","1","1"
"No","1989","(Married) couple without C. ","(2c_gen) general maturity certificate","20","","",""
"No","1989","(Married) couple without C. ","(2c_voc) vocational maturity certificate","40","1","1","1"
"No","1989","(Married) couple without C. ","(3a) lower tertiary education","19","","",""
"No","1989","(Married) couple without C. ","(3b) higher tertiary education","52","1","1","1"
"No","1989","Single parent ","(0) in school","4","","",""
"No","1989","Single parent ","(1a) inadequately completed","13","","",""
"No","1989","Single parent ","(1b) general elementary school","45","1","1","1"
"No","1989","Single parent ","(1c) basic vocational qualification","73","1","1","1"
"No","1989","Single parent ","(2b) intermediate general qualification","15","","",""
"No","1989","Single parent ","(2a) intermediate vocational","28","","",""
"No","1989","Single parent ","(2c_gen) general maturity certificate","10","","",""
"No","1989","Single parent ","(2c_voc) vocational maturity certificate","7","","",""
"No","1989","Single parent ","(3a) lower tertiary education","2","","",""
"No","1989","Single parent ","(3b) higher tertiary education","9","","",""
"No","1989","Couple + C. LE 16 ","(0) in school","","","",""
"No","1989","Couple + C. LE 16 ","(1a) inadequately completed","95","1","1","1"
"No","1989","Couple + C. LE 16 ","(1b) general elementary school","190","1","1","1"
"No","1989","Couple + C. LE 16 ","(1c) basic vocational qualification","345","1","1","1"
"No","1989","Couple + C. LE 16 ","(2b) intermediate general qualification","11","","",""
"No","1989","Couple + C. LE 16 ","(2a) intermediate vocational","144","1","1","1"
"No","1989","Couple + C. LE 16 ","(2c_gen) general maturity certificate","16","","",""
"No","1989","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","42","1","1","1"
"No","1989","Couple + C. LE 16 ","(3a) lower tertiary education","23","","",""
"No","1989","Couple + C. LE 16 ","(3b) higher tertiary education","64","1","1","1"
"No","1989","Couple + C. GT 16 ","(0) in school","4","","",""
"No","1989","Couple + C. GT 16 ","(1a) inadequately completed","55","1","1","1"
"No","1989","Couple + C. GT 16 ","(1b) general elementary school","233","1","1","1"
"No","1989","Couple + C. GT 16 ","(1c) basic vocational qualification","308","1","1","1"
"No","1989","Couple + C. GT 16 ","(2b) intermediate general qualification","66","1","1","1"
"No","1989","Couple + C. GT 16 ","(2a) intermediate vocational","95","1","1","1"
"No","1989","Couple + C. GT 16 ","(2c_gen) general maturity certificate","30","1","1","1"
"No","1989","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","28","","",""
"No","1989","Couple + C. GT 16 ","(3a) lower tertiary education","18","","",""
"No","1989","Couple + C. GT 16 ","(3b) higher tertiary education","27","","",""
"No","1989","Couple + C. LE and GT 16","(0) in school","1","","",""
"No","1989","Couple + C. LE and GT 16","(1a) inadequately completed","47","1","1","1"
"No","1989","Couple + C. LE and GT 16","(1b) general elementary school","149","1","1","1"
"No","1989","Couple + C. LE and GT 16","(1c) basic vocational qualification","147","1","1","1"
"No","1989","Couple + C. LE and GT 16","(2b) intermediate general qualification","29","","",""
"No","1989","Couple + C. LE and GT 16","(2a) intermediate vocational","37","1","1","1"
"No","1989","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","11","","",""
"No","1989","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","7","","",""
"No","1989","Couple + C. LE and GT 16","(3a) lower tertiary education","6","","",""
"No","1989","Couple + C. LE and GT 16","(3b) higher tertiary education","15","","",""
"Yes","1990","1-pers.-HH","(0) in school","","","",""
"Yes","1990","1-pers.-HH","(1a) inadequately completed","","","",""
"Yes","1990","1-pers.-HH","(1b) general elementary school","","","",""
"Yes","1990","1-pers.-HH","(1c) basic vocational qualification","","","",""
"Yes","1990","1-pers.-HH","(2b) intermediate general qualification","","","",""
"Yes","1990","1-pers.-HH","(2a) intermediate vocational","","","",""
"Yes","1990","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"Yes","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","1-pers.-HH","(3a) lower tertiary education","","","",""
"Yes","1990","1-pers.-HH","(3b) higher tertiary education","","","",""
"Yes","1990","(Married) couple without C. ","(0) in school","","","",""
"Yes","1990","(Married) couple without C. ","(1a) inadequately completed","","","",""
"Yes","1990","(Married) couple without C. ","(1b) general elementary school","","","",""
"Yes","1990","(Married) couple without C. ","(1c) basic vocational qualification","","","",""
"Yes","1990","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"Yes","1990","(Married) couple without C. ","(2a) intermediate vocational","","","",""
"Yes","1990","(Married) couple without C. ","(2c_gen) general maturity certificate","","","",""
"Yes","1990","(Married) couple without C. ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","(Married) couple without C. ","(3a) lower tertiary education","","","",""
"Yes","1990","(Married) couple without C. ","(3b) higher tertiary education","","","",""
"Yes","1990","Single parent ","(0) in school","","","",""
"Yes","1990","Single parent ","(1a) inadequately completed","","","",""
"Yes","1990","Single parent ","(1b) general elementary school","","","",""
"Yes","1990","Single parent ","(1c) basic vocational qualification","","","",""
"Yes","1990","Single parent ","(2b) intermediate general qualification","","","",""
"Yes","1990","Single parent ","(2a) intermediate vocational","","","",""
"Yes","1990","Single parent ","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Single parent ","(3a) lower tertiary education","","","",""
"Yes","1990","Single parent ","(3b) higher tertiary education","","","",""
"Yes","1990","Couple + C. LE 16 ","(0) in school","","","",""
"Yes","1990","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"Yes","1990","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"Yes","1990","Couple + C. LE 16 ","(1c) basic vocational qualification","","","",""
"Yes","1990","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"Yes","1990","Couple + C. LE 16 ","(2a) intermediate vocational","","","",""
"Yes","1990","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"Yes","1990","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"Yes","1990","Couple + C. GT 16 ","(0) in school","","","",""
"Yes","1990","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"Yes","1990","Couple + C. GT 16 ","(1b) general elementary school","","","",""
"Yes","1990","Couple + C. GT 16 ","(1c) basic vocational qualification","","","",""
"Yes","1990","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"Yes","1990","Couple + C. GT 16 ","(2a) intermediate vocational","","","",""
"Yes","1990","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Couple + C. GT 16 ","(3a) lower tertiary education","","","",""
"Yes","1990","Couple + C. GT 16 ","(3b) higher tertiary education","","","",""
"Yes","1990","Couple + C. LE and GT 16","(0) in school","","","",""
"Yes","1990","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"Yes","1990","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"Yes","1990","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"Yes","1990","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"Yes","1990","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"Yes","1990","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"Yes","1990","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"Yes","1990","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"Yes","1990","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"No","1990","1-pers.-HH","(0) in school","1","","",""
"No","1990","1-pers.-HH","(1a) inadequately completed","21","","",""
"No","1990","1-pers.-HH","(1b) general elementary school","56","1","1","1"
"No","1990","1-pers.-HH","(1c) basic vocational qualification","81","1","1","1"
"No","1990","1-pers.-HH","(2b) intermediate general qualification","14","","",""
"No","1990","1-pers.-HH","(2a) intermediate vocational","45","1","1","1"
"No","1990","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"No","1990","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"No","1990","1-pers.-HH","(3a) lower tertiary education","16","","",""
"No","1990","1-pers.-HH","(3b) higher tertiary education","27","","",""
"No","1990","(Married) couple without C. ","(0) in school","","","",""
"No","1990","(Married) couple without C. ","(1a) inadequately completed","39","1","1","1"
"No","1990","(Married) couple without C. ","(1b) general elementary school","121","1","1","1"
"No","1990","(Married) couple without C. ","(1c) basic vocational qualification","309","1","1","1"
