"plb0196_h","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","Brandenburg","Couple + C. GT 16 ","36","0.572308953944588","0.446067370107315","0.69855053778186","1"
"Yes","2011","Brandenburg","Couple + C. LE and GT 16","18","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","1-pers.-HH","16","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","25","","","","1"
"Yes","2011","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","11","","","","1"
"Yes","2011","Saxony","1-pers.-HH","46","0.729931452273209","0.624402487458367","0.835460417088051","1"
"Yes","2011","Saxony","(Married) couple without C. ","127","0.734037104579317","0.666822510550105","0.801251698608529","1"
"Yes","2011","Saxony","Single parent ","40","0.647643873791249","0.520231896547279","0.775055851035219","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","38","0.570892263988175","0.447691756338356","0.694092771637994","1"
"Yes","2011","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","23","","","","1"
"Yes","2011","Baden-Württemberg","1-pers.-HH","91","0.734418924453567","0.656370160860972","0.812467688046163","1"
"Yes","2011","Baden-Württemberg","(Married) couple without C. ","215","0.827179849105407","0.78165774610813","0.872701952102683","1"
"Yes","2011","Baden-Württemberg","Couple + C. LE 16 ","455","0.824509616620049","0.792891556617918","0.85612767662218","1"
"Yes","2011","Baden-Württemberg","Couple + C. GT 16 ","119","0.796849056180893","0.730904716218629","0.862793396143158","1"
"Yes","2011","Bavaria","Couple + C. GT 16 ","132","0.691483007960559","0.626820825929899","0.756145189991219","1"
"Yes","2011","Berlin","(Married) couple without C. ","71","0.792249028529749","0.707485477154256","0.877012579905241","1"
"Yes","2011","Berlin","Single parent ","38","0.734396146338504","0.610735238175933","0.858057054501076","1"
"Yes","2011","Berlin","Couple + C. LE 16 ","75","0.626949158562453","0.532162270573223","0.721736046551683","1"
"Yes","2011","Berlin","Couple + C. GT 16 ","38","0.85706166955667","0.755915471239287","0.958207867874052","1"
"Yes","2011","Berlin","Couple + C. LE and GT 16","5","","","","1"
"Yes","2011","Brandenburg","1-pers.-HH","29","","","","1"
"Yes","2011","Saxony","Couple + C. LE 16 ","197","0.724532618891283","0.672482834534298","0.776582403248269","1"
"Yes","2011","Saxony","Couple + C. GT 16 ","62","0.621672807226274","0.526620468809758","0.71672514564279","1"
"Yes","2011","Saxony","Couple + C. LE and GT 16","23","","","","1"
"Yes","2011","Saxony-Anhalt","1-pers.-HH","21","","","","1"
"Yes","2011","Saxony-Anhalt","(Married) couple without C. ","66","0.654393419282767","0.558255520121584","0.75053131844395","1"
"Yes","2011","Saxony-Anhalt","Single parent ","28","","","","1"
"Yes","2011","Bavaria","Couple + C. LE and GT 16","129","0.691732088492659","0.622316541278646","0.761147635706672","1"
"Yes","2011","Berlin","1-pers.-HH","40","0.817619979629045","0.715565722922048","0.919674236336043","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE 16 ","102","0.706481173504089","0.629379470700697","0.783582876307481","1"
"Yes","2011","Saxony-Anhalt","Couple + C. GT 16 ","44","0.770347243234102","0.664796262867735","0.875898223600468","1"
"Yes","2011","Saxony-Anhalt","Couple + C. LE and GT 16","14","","","","1"
"Yes","2011","Thuringia","1-pers.-HH","24","","","","1"
"Yes","2011","Thuringia","(Married) couple without C. ","61","0.740587183927044","0.647950569283572","0.833223798570516","1"
"Yes","2011","Thuringia","Single parent ","28","","","","1"
"Yes","2011","Thuringia","Couple + C. LE 16 ","94","0.737572813616556","0.66308202806449","0.812063599168623","1"
"Yes","2011","Thuringia","Couple + C. GT 16 ","51","0.622777268766585","0.515213479411842","0.730341058121327","1"
"Yes","2011","Thuringia","Couple + C. LE and GT 16","12","","","","1"
"No","2012","Schleswig-Holstein","1-pers.-HH","11","","","","2"
"No","2012","Schleswig-Holstein","(Married) couple without C. ","22","","","","2"
"No","2012","Schleswig-Holstein","Single parent ","13","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. LE 16 ","43","0.253101780667466","0.184431939492799","0.321771621842133","2"
"No","2012","Schleswig-Holstein","Couple + C. GT 16 ","4","","","","2"
"No","2012","Schleswig-Holstein","Couple + C. LE and GT 16","9","","","","2"
"No","2012","Hamburg","1-pers.-HH","5","","","","2"
"No","2012","Hamburg","(Married) couple without C. ","6","","","","2"
"No","2012","Hamburg","Single parent ","4","","","","2"
"No","2012","Hamburg","Couple + C. LE 16 ","11","","","","2"
"No","2012","Hamburg","Couple + C. GT 16 ","1","","","","2"
"No","2012","Hamburg","Couple + C. LE and GT 16","1","","","","2"
"No","2012","Berlin","Couple + C. LE and GT 16","3","","","","2"
"No","2012","Brandenburg","1-pers.-HH","12","","","","2"
"No","2012","Brandenburg","(Married) couple without C. ","40","0.384543204823194","0.294845728218957","0.474240681427431","2"
"No","2012","Brandenburg","Single parent ","8","","","","2"
"No","2012","Brandenburg","Couple + C. LE 16 ","24","","","","2"
"No","2012","Brandenburg","Couple + C. GT 16 ","19","","","","2"
"No","2012","Brandenburg","Couple + C. LE and GT 16","6","","","","2"
"No","2012","Mecklenburg-Western Pomerania","1-pers.-HH","15","","","","2"
"No","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","20","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Single parent ","4","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","26","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","8","","","","2"
"No","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","2","","","","2"
"No","2012","Saxony","1-pers.-HH","27","","","","2"
"No","2012","Saxony","(Married) couple without C. ","60","0.378962811606721","0.304715066723984","0.453210556489458","2"
"No","2012","Saxony","Single parent ","18","","","","2"
"No","2012","Saxony","Couple + C. LE 16 ","67","0.189054095858219","0.142776506100247","0.235331685616191","2"
"No","2012","Lower Saxony","1-pers.-HH","26","","","","2"
"No","2012","Lower Saxony","(Married) couple without C. ","57","0.257624653155093","0.198192439831984","0.317056866478202","2"
"No","2012","Lower Saxony","Single parent ","31","0.26437091202291","0.175221097150704","0.353520726895116","2"
"No","2012","Lower Saxony","Couple + C. LE 16 ","81","0.257096224577984","0.210226868180634","0.303965580975335","2"
"No","2012","Lower Saxony","Couple + C. GT 16 ","36","0.313674047233319","0.229238834680797","0.398109259785841","2"
"No","2012","Lower Saxony","Couple + C. LE and GT 16","11","","","","2"
"No","2012","Berlin","Single parent ","11","","","","2"
"No","2012","Berlin","Couple + C. LE 16 ","26","","","","2"
"No","2012","Berlin","Couple + C. GT 16 ","6","","","","2"
"No","2012","Saxony","Couple + C. GT 16 ","44","0.443392664873921","0.351388434990345","0.535396894757497","2"
"No","2012","Bremen","1-pers.-HH","2","","","","2"
"No","2012","Bremen","(Married) couple without C. ","2","","","","2"
"No","2012","Bremen","Single parent ","3","","","","2"
"No","2012","Bremen","Couple + C. LE 16 ","6","","","","2"
"No","2012","Bremen","Couple + C. GT 16 ","2","","","","2"
"No","2012","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2012","Bavaria","Couple + C. LE and GT 16","55","0.27381682752819","0.209733540995727","0.337900114060653","2"
"No","2012","Berlin","1-pers.-HH","23","","","","2"
"No","2012","Berlin","(Married) couple without C. ","26","","","","2"
"No","2012","North Rhine-Westphalia","1-pers.-HH","46","0.274360706747828","0.209358192390534","0.339363221105123","2"
"No","2012","North Rhine-Westphalia","(Married) couple without C. ","115","0.283096293168775","0.239908853849387","0.326283732488162","2"
"No","2012","North Rhine-Westphalia","Single parent ","64","0.330904445063559","0.267263910850243","0.394544979276876","2"
"No","2012","North Rhine-Westphalia","Couple + C. LE 16 ","190","0.303169269711554","0.268673793886606","0.337664745536501","2"
"No","2012","North Rhine-Westphalia","Couple + C. GT 16 ","82","0.272215687431878","0.218319832532753","0.326111542331004","2"
"No","2012","Bavaria","Single parent ","69","0.375586885640593","0.307616144868214","0.443557626412972","2"
"No","2012","Bavaria","Couple + C. LE 16 ","169","0.226786172849719","0.194292721466712","0.259279624232725","2"
"No","2012","Bavaria","Couple + C. GT 16 ","76","0.359849105255116","0.297274911375969","0.422423299134262","2"
"No","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","41","0.211738497086225","0.142823097543084","0.280653896629367","2"
"No","2012","Hesse","1-pers.-HH","23","","","","2"
"No","2012","Hesse","(Married) couple without C. ","46","0.220445544299975","0.161029849587834","0.279861239012116","2"
"No","2012","Hesse","Single parent ","32","0.537582534112662","0.433411627301004","0.641753440924319","2"
"No","2012","Hesse","Couple + C. LE 16 ","81","0.259956251051014","0.208116778514","0.311795723588028","2"
"No","2012","Hesse","Couple + C. GT 16 ","24","","","","2"
"No","2012","Hesse","Couple + C. LE and GT 16","17","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","21","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","28","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Single parent ","18","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","66","0.391375454778163","0.322160023142418","0.460590886413907","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","22","","","","2"
"No","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","19","","","","2"
"No","2012","Baden-Württemberg","1-pers.-HH","28","","","","2"
"No","2012","Baden-Württemberg","(Married) couple without C. ","62","0.208781603895168","0.161511862768327","0.25605134502201","2"
"No","2012","Baden-Württemberg","Single parent ","41","0.330452381221896","0.252256141620244","0.408648620823547","2"
"No","2012","Baden-Württemberg","Couple + C. LE 16 ","112","0.212233151308241","0.176711376110115","0.247754926506367","2"
"No","2012","Baden-Württemberg","Couple + C. GT 16 ","36","0.262350392101885","0.191715241807389","0.332985542396381","2"
"No","2012","Baden-Württemberg","Couple + C. LE and GT 16","38","0.276358624313554","0.203570203659527","0.349147044967581","2"
"No","2012","Bavaria","1-pers.-HH","40","0.203989034150345","0.143414990458513","0.264563077842178","2"
"No","2012","Bavaria","(Married) couple without C. ","94","0.247996224081902","0.202360871047159","0.293631577116644","2"
"No","2012","Saxony","Couple + C. LE and GT 16","12","","","","2"
"No","2012","Saxony-Anhalt","1-pers.-HH","7","","","","2"
"No","2012","Saxony-Anhalt","(Married) couple without C. ","29","","","","2"
"No","2012","Saxony-Anhalt","Single parent ","18","","","","2"
"No","2012","Saxony-Anhalt","Couple + C. LE 16 ","32","0.32667077732845","0.240953563635553","0.412387991021347","2"
"No","2012","Saxony-Anhalt","Couple + C. GT 16 ","12","","","","2"
"No","2012","Saxony-Anhalt","Couple + C. LE and GT 16","3","","","","2"
"No","2012","Thuringia","1-pers.-HH","9","","","","2"
"No","2012","Thuringia","(Married) couple without C. ","38","0.487380927924454","0.381740412688237","0.593021443160671","2"
"No","2012","Thuringia","Single parent ","12","","","","2"
"No","2012","Thuringia","Couple + C. LE 16 ","39","0.2314021124351","0.15747115383047","0.305333071039729","2"
"No","2012","Thuringia","Couple + C. GT 16 ","28","","","","2"
"No","2012","Thuringia","Couple + C. LE and GT 16","7","","","","2"
"Yes","2012","Schleswig-Holstein","1-pers.-HH","34","0.753670482502878","0.62778060369725","0.879560361308506","1"
"Yes","2012","Schleswig-Holstein","(Married) couple without C. ","47","0.73823540049238","0.63451207418712","0.84195872679764","1"
"Yes","2012","Schleswig-Holstein","Single parent ","42","0.8101614485219","0.70651731175762","0.91380558528618","1"
"Yes","2012","Schleswig-Holstein","Couple + C. LE 16 ","111","0.746898219332534","0.678228378157867","0.815568060507201","1"
"Yes","2012","Schleswig-Holstein","Couple + C. GT 16 ","26","","","","1"
"Yes","2012","Schleswig-Holstein","Couple + C. LE and GT 16","18","","","","1"
"Yes","2012","Hamburg","1-pers.-HH","18","","","","1"
"Yes","2012","Hamburg","(Married) couple without C. ","26","","","","1"
"Yes","2012","Hamburg","Single parent ","11","","","","1"
"Yes","2012","Hamburg","Couple + C. LE 16 ","27","","","","1"
"Yes","2012","Hamburg","Couple + C. GT 16 ","12","","","","1"
"Yes","2012","Hamburg","Couple + C. LE and GT 16","6","","","","1"
"Yes","2012","Lower Saxony","1-pers.-HH","63","0.668069258487503","0.570235763213911","0.765902753761096","1"
"Yes","2012","Bremen","Single parent ","9","","","","1"
"Yes","2012","Bremen","Couple + C. LE 16 ","23","","","","1"
"Yes","2012","Bremen","Couple + C. GT 16 ","2","","","","1"
"Yes","2012","Bremen","Couple + C. LE and GT 16","1","","","","1"
"Yes","2012","North Rhine-Westphalia","1-pers.-HH","135","0.725639293252172","0.660636778894877","0.790641807609466","1"
"Yes","2012","North Rhine-Westphalia","(Married) couple without C. ","303","0.716903706831225","0.673716267511838","0.760091146150613","1"
"Yes","2012","Lower Saxony","Couple + C. LE and GT 16","63","0.87296529753534","0.797091484786498","0.948839110284182","1"
"Yes","2012","Bremen","1-pers.-HH","7","","","","1"
"Yes","2012","Bremen","(Married) couple without C. ","13","","","","1"
"Yes","2012","Lower Saxony","Single parent ","63","0.73562908797709","0.646479273104884","0.824778902849296","1"
"Yes","2012","Lower Saxony","Couple + C. LE 16 ","253","0.742903775422016","0.696034419024665","0.789773131819366","1"
"Yes","2012","Lower Saxony","Couple + C. GT 16 ","80","0.686325952766681","0.601890740214159","0.770761165319203","1"
"Yes","2012","Lower Saxony","(Married) couple without C. ","151","0.742375346844907","0.682943133521798","0.801807560168016","1"
"Yes","2012","North Rhine-Westphalia","Single parent ","146","0.669095554936441","0.605455020723124","0.732736089149758","1"
"Yes","2012","North Rhine-Westphalia","Couple + C. LE 16 ","492","0.696830730288446","0.662335254463499","0.731326206113394","1"
"Yes","2012","North Rhine-Westphalia","Couple + C. GT 16 ","180","0.727784312568122","0.673888457668996","0.781680167467247","1"
"Yes","2012","North Rhine-Westphalia","Couple + C. LE and GT 16","94","0.788261502913775","0.719346103370633","0.857176902456916","1"
"Yes","2012","Hesse","1-pers.-HH","51","0.693806277927004","0.588791725725845","0.798820830128162","1"
"Yes","2012","Hesse","(Married) couple without C. ","141","0.779554455700025","0.720138760987884","0.838970150412166","1"
"Yes","2012","Hesse","Single parent ","56","0.462417465887338","0.358246559075681","0.566588372698996","1"
"Yes","2012","Hesse","Couple + C. LE 16 ","194","0.740043748948986","0.688204276411972","0.791883221486","1"
"Yes","2012","Hesse","Couple + C. GT 16 ","61","0.61816538435222","0.514882438169899","0.72144833053454","1"
"Yes","2012","Hesse","Couple + C. LE and GT 16","47","0.791863255046837","0.692401165557618","0.891325344536056","1"
"Yes","2012","Rhineland-Palatinate,Saarland","1-pers.-HH","44","0.665217311576857","0.550493206033735","0.779941417119979","1"
"Yes","2012","Rhineland-Palatinate,Saarland","(Married) couple without C. ","72","0.736091610572711","0.649706155949481","0.82247706519594","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Single parent ","36","0.396402557596102","0.265937824387557","0.526867290804647","1"
"Yes","2012","Mecklenburg-Western Pomerania","(Married) couple without C. ","35","0.694395493899517","0.572650792166357","0.816140195632677","1"
"Yes","2012","Baden-Württemberg","Couple + C. LE and GT 16","107","0.723641375686446","0.650852955032419","0.796429796340473","1"
"Yes","2012","Bavaria","1-pers.-HH","130","0.796010965849654","0.735436922157822","0.856585009541487","1"
"Yes","2012","Bavaria","(Married) couple without C. ","250","0.752003775918098","0.706368422883356","0.797639128952841","1"
"Yes","2012","Bavaria","Single parent ","126","0.624413114359407","0.556442373587028","0.692383855131785","1"
"Yes","2012","Bavaria","Couple + C. LE 16 ","469","0.773213827150281","0.740720375767275","0.805707278533288","1"
"Yes","2012","Brandenburg","(Married) couple without C. ","73","0.615456795176806","0.525759318572569","0.705154271781043","1"
"Yes","2012","Brandenburg","Single parent ","36","0.820080215535097","0.70658190911756","0.933578521952633","1"
"Yes","2012","Brandenburg","Couple + C. GT 16 ","20","","","","1"
"Yes","2012","Brandenburg","Couple + C. LE and GT 16","17","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","1-pers.-HH","22","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Single parent ","16","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","44","0.62425462479054","0.510798805265328","0.737710444315752","1"
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","21","","","","1"
"Yes","2012","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","5","","","","1"
"Yes","2012","Saxony","1-pers.-HH","53","0.750804235305399","0.656019853295355","0.845588617315443","1"
"Yes","2012","Saxony","(Married) couple without C. ","104","0.621037188393279","0.546789443510542","0.695284933276016","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","125","0.608624545221837","0.539409113586093","0.677839976857582","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","44","0.715655931070758","0.606825500446464","0.824486361695051","1"
"Yes","2012","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","29","","","","1"
"Yes","2012","Baden-Württemberg","1-pers.-HH","96","0.791018571135331","0.719456247213756","0.862580895056907","1"
"Yes","2012","Baden-Württemberg","(Married) couple without C. ","222","0.791218396104832","0.74394865497799","0.838488137231673","1"
"Yes","2012","Baden-Württemberg","Single parent ","98","0.669547618778104","0.591351379176453","0.747743858379756","1"
"Yes","2012","Baden-Württemberg","Couple + C. LE 16 ","397","0.787766848691759","0.752245073493632","0.823288623889885","1"
"Yes","2012","Baden-Württemberg","Couple + C. GT 16 ","113","0.737649607898115","0.667014457603619","0.808284758192611","1"
"Yes","2012","Berlin","(Married) couple without C. ","74","0.740404856522646","0.654477588882169","0.826332124163123","1"
"Yes","2012","Berlin","Single parent ","39","0.796915299263011","0.685406850355401","0.90842374817062","1"
"Yes","2012","Berlin","Couple + C. GT 16 ","28","","","","1"
"Yes","2012","Berlin","Couple + C. LE and GT 16","5","","","","1"
"Yes","2012","Brandenburg","1-pers.-HH","25","","","","1"
"Yes","2012","Brandenburg","Couple + C. LE 16 ","80","0.822063863575621","0.748558965709343","0.895568761441899","1"
"Yes","2012","Saxony","Single parent ","37","0.656254529086173","0.530732082532362","0.781776975639985","1"
"Yes","2012","Saxony","Couple + C. LE 16 ","208","0.810945904141781","0.764668314383809","0.857223493899753","1"
"Yes","2012","Saxony","Couple + C. GT 16 ","68","0.556607335126079","0.464603105242503","0.648611565009655","1"
"Yes","2012","Saxony","Couple + C. LE and GT 16","32","0.737759213622092","0.607793381120163","0.867725046124021","1"
"Yes","2012","Saxony-Anhalt","1-pers.-HH","23","","","","1"
"Yes","2012","Saxony-Anhalt","(Married) couple without C. ","62","0.609880501089895","0.509661839625589","0.710099162554201","1"
"Yes","2012","Bavaria","Couple + C. GT 16 ","150","0.640150894744884","0.577576700865738","0.702725088624031","1"
"Yes","2012","Bavaria","Couple + C. LE and GT 16","131","0.72618317247181","0.662099885939347","0.790266459004273","1"
"Yes","2012","Berlin","1-pers.-HH","59","0.79114103371905","0.703158861107599","0.879123206330501","1"
"Yes","2012","Berlin","Couple + C. LE 16 ","74","0.762179098166797","0.678733848356356","0.845624347977238","1"
"Yes","2012","Saxony-Anhalt","Single parent ","35","0.63123188945161","0.501340219361541","0.76112355954168","1"
"Yes","2012","Saxony-Anhalt","Couple + C. LE 16 ","83","0.67332922267155","0.587612008978653","0.759046436364447","1"
"Yes","2012","Saxony-Anhalt","Couple + C. GT 16 ","45","0.734693052501395","0.620078980834353","0.849307124168438","1"
"Yes","2012","Saxony-Anhalt","Couple + C. LE and GT 16","18","","","","1"
"Yes","2012","Thuringia","1-pers.-HH","18","","","","1"
"Yes","2012","Thuringia","(Married) couple without C. ","48","0.512619072075546","0.406978556839329","0.618259587311763","1"
"Yes","2012","Thuringia","Single parent ","29","","","","1"
"Yes","2012","Thuringia","Couple + C. LE 16 ","86","0.7685978875649","0.694666928960271","0.84252884616953","1"
"Yes","2012","Thuringia","Couple + C. GT 16 ","52","0.620007431155419","0.513644793989636","0.726370068321202","1"
"Yes","2012","Thuringia","Couple + C. LE and GT 16","17","","","","1"
"No","2013","Schleswig-Holstein","1-pers.-HH","16","","","","2"
"No","2013","Schleswig-Holstein","(Married) couple without C. ","15","","","","2"
"No","2013","Schleswig-Holstein","Single parent ","11","","","","2"
"No","2013","Schleswig-Holstein","Couple + C. LE 16 ","31","0.177035798664239","0.114475171829626","0.239596425498853","2"
"No","2013","Schleswig-Holstein","Couple + C. GT 16 ","9","","","","2"
"No","2013","Schleswig-Holstein","Couple + C. LE and GT 16","15","","","","2"
"No","2013","Hamburg","1-pers.-HH","10","","","","2"
"No","2013","Hamburg","(Married) couple without C. ","8","","","","2"
"No","2013","Hamburg","Single parent ","8","","","","2"
"No","2013","Hamburg","Couple + C. LE 16 ","7","","","","2"
"No","2013","Hamburg","Couple + C. GT 16 ","4","","","","2"
"No","2013","Hamburg","Couple + C. LE and GT 16","3","","","","2"
"No","2013","Lower Saxony","1-pers.-HH","27","","","","2"
"No","2013","Lower Saxony","(Married) couple without C. ","71","0.310207484742076","0.251438933116243","0.368976036367909","2"
"No","2013","Lower Saxony","Single parent ","28","","","","2"
"No","2013","Lower Saxony","Couple + C. LE 16 ","111","0.313270888417792","0.265424711858613","0.361117064976972","2"
"No","2013","Lower Saxony","Couple + C. GT 16 ","36","0.178671353402523","0.113321130347687","0.244021576457359","2"
"No","2013","Berlin","Couple + C. LE and GT 16","6","","","","2"
"No","2013","Brandenburg","1-pers.-HH","9","","","","2"
"No","2013","Brandenburg","(Married) couple without C. ","26","","","","2"
"No","2013","Brandenburg","Single parent ","9","","","","2"
"No","2013","Brandenburg","Couple + C. LE 16 ","37","0.404154376861785","0.316353674921531","0.491955078802039","2"
"No","2013","Brandenburg","Couple + C. GT 16 ","12","","","","2"
"No","2013","Brandenburg","Couple + C. LE and GT 16","7","","","","2"
"No","2013","Mecklenburg-Western Pomerania","1-pers.-HH","11","","","","2"
"No","2013","Mecklenburg-Western Pomerania","(Married) couple without C. ","19","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Single parent ","8","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","18","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","2","","","","2"
"No","2013","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","3","","","","2"
"No","2013","Saxony","1-pers.-HH","27","","","","2"
"No","2013","Saxony","(Married) couple without C. ","50","0.322181854752416","0.249315560777696","0.395048148727135","2"
"No","2013","Saxony","Single parent ","18","","","","2"
"No","2013","Saxony","Couple + C. LE 16 ","69","0.201722833518921","0.151979776689841","0.251465890348001","2"
"No","2013","Saxony","Couple + C. GT 16 ","34","0.282542485653838","0.189524525506341","0.375560445801336","2"
"No","2013","Saxony","Couple + C. LE and GT 16","13","","","","2"
"No","2013","Saxony-Anhalt","1-pers.-HH","12","","","","2"
"No","2013","Saxony-Anhalt","(Married) couple without C. ","28","","","","2"
"No","2013","Lower Saxony","Couple + C. LE and GT 16","29","","","","2"
"No","2013","Bremen","1-pers.-HH","","","","","2"
"No","2013","Bremen","(Married) couple without C. ","3","","","","2"
"No","2013","Bremen","Single parent ","2","","","","2"
"No","2013","Bremen","Couple + C. LE 16 ","6","","","","2"
"No","2013","Berlin","Single parent ","9","","","","2"
"No","2013","Berlin","Couple + C. LE 16 ","25","","","","2"
"No","2013","Berlin","Couple + C. GT 16 ","5","","","","2"
"No","2013","Saxony-Anhalt","Single parent ","17","","","","2"
"No","2013","Saxony-Anhalt","Couple + C. LE 16 ","22","","","","2"
"No","2013","Saxony-Anhalt","Couple + C. GT 16 ","12","","","","2"
"No","2013","Saxony-Anhalt","Couple + C. LE and GT 16","7","","","","2"
"No","2013","Thuringia","1-pers.-HH","9","","","","2"
"No","2013","Thuringia","(Married) couple without C. ","24","","","","2"
"No","2013","Bremen","Couple + C. GT 16 ","1","","","","2"
"No","2013","Bremen","Couple + C. LE and GT 16","1","","","","2"
"No","2013","North Rhine-Westphalia","1-pers.-HH","39","0.243267619346778","0.183804675699843","0.302730562993713","2"
"No","2013","North Rhine-Westphalia","(Married) couple without C. ","107","0.294377675954348","0.251249803223809","0.337505548684887","2"
"No","2013","North Rhine-Westphalia","Single parent ","75","0.348335459524043","0.284351784996459","0.412319134051628","2"
"No","2013","North Rhine-Westphalia","Couple + C. LE 16 ","220","0.283566746526451","0.251373400253974","0.315760092798928","2"
"No","2013","Bavaria","Couple + C. LE and GT 16","38","0.195632097781447","0.13702648934542","0.254237706217474","2"
"No","2013","Berlin","1-pers.-HH","20","","","","2"
"No","2013","Berlin","(Married) couple without C. ","24","","","","2"
"No","2013","Thuringia","Single parent ","17","","","","2"
"No","2013","Thuringia","Couple + C. LE 16 ","32","0.182840784306278","0.113098371746205","0.252583196866351","2"
"No","2013","Thuringia","Couple + C. GT 16 ","21","","","","2"
"No","2013","Thuringia","Couple + C. LE and GT 16","6","","","","2"
"No","2013","North Rhine-Westphalia","Couple + C. GT 16 ","91","0.279318511331735","0.227320514009928","0.331316508653542","2"
"No","2013","North Rhine-Westphalia","Couple + C. LE and GT 16","54","0.363825519509615","0.296300380591126","0.431350658428103","2"
"No","2013","Hesse","1-pers.-HH","27","","","","2"
"No","2013","Hesse","(Married) couple without C. ","55","0.263861842785354","0.202003433782368","0.32572025178834","2"
"No","2013","Hesse","Single parent ","18","","","","2"
"No","2013","Hesse","Couple + C. LE 16 ","78","0.213778735919649","0.166915845569229","0.26064162627007","2"
"No","2013","Hesse","Couple + C. GT 16 ","24","","","","2"
"No","2013","Hesse","Couple + C. LE and GT 16","17","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","1-pers.-HH","12","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","(Married) couple without C. ","30","0.238698423918009","0.156373257208318","0.3210235906277","2"
"No","2013","Rhineland-Palatinate,Saarland","Single parent ","15","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","62","0.373480148254021","0.308365103998118","0.438595192509924","2"
"No","2013","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","24","","","","2"
"No","2013","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","13","","","","2"
"No","2013","Baden-Württemberg","1-pers.-HH","23","","","","2"
"No","2013","Baden-Württemberg","(Married) couple without C. ","67","0.19461401254771","0.149436098881148","0.239791926214272","2"
"No","2013","Baden-Württemberg","Single parent ","35","0.233121234510461","0.157153550982897","0.309088918038025","2"
"No","2013","Baden-Württemberg","Couple + C. LE 16 ","129","0.231569821184033","0.196848219707819","0.266291422660246","2"
"No","2013","Baden-Württemberg","Couple + C. GT 16 ","54","0.296266071708749","0.232504328441917","0.360027814975581","2"
"No","2013","Baden-Württemberg","Couple + C. LE and GT 16","43","0.274890166631965","0.203914775146385","0.345865558117544","2"
"No","2013","Bavaria","1-pers.-HH","56","0.268161922553511","0.206300338826352","0.33002350628067","2"
"No","2013","Bavaria","(Married) couple without C. ","94","0.260626693913761","0.215530620358377","0.305722767469145","2"
"No","2013","Bavaria","Single parent ","49","0.344674617053477","0.275816412892647","0.413532821214308","2"
"No","2013","Bavaria","Couple + C. LE 16 ","172","0.265632139417666","0.231730442720403","0.29953383611493","2"
"No","2013","Bavaria","Couple + C. GT 16 ","85","0.397599390413681","0.332929472918334","0.462269307909028","2"
"Yes","2013","Schleswig-Holstein","1-pers.-HH","37","0.653638977644096","0.525540598758786","0.781737356529407","1"
"Yes","2013","Schleswig-Holstein","(Married) couple without C. ","43","0.778892006233011","0.672091099561154","0.885692912904867","1"
"Yes","2013","Schleswig-Holstein","Single parent ","32","0.697397373418866","0.560091105271073","0.834703641566659","1"
