"plb0196_h","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Yes","2008","Thuringia","college entrance qualification","52","0.651400100917279","0.544265727449242","0.758534474385316"
"Yes","2008","Thuringia","Other degree","1","","",""
"Yes","2008","Thuringia","no degree/no degree yet","","","",""
"No","2008","Schleswig-Holstein","lower secondary degree","15","","",""
"No","2008","Schleswig-Holstein","secondary school degree","14","","",""
"No","2008","Schleswig-Holstein","college entrance qualification","19","","",""
"No","2008","Schleswig-Holstein","Other degree","","","",""
"No","2008","Schleswig-Holstein","no degree/no degree yet","","","",""
"No","2008","Hamburg","lower secondary degree","4","","",""
"No","2008","Hamburg","secondary school degree","5","","",""
"No","2008","Hamburg","college entrance qualification","13","","",""
"No","2008","Hamburg","Other degree","3","","",""
"No","2008","Hamburg","no degree/no degree yet","","","",""
"No","2008","Lower Saxony","lower secondary degree","46","0.350264595737982","0.271242151238543","0.429287040237422"
"No","2008","Lower Saxony","secondary school degree","60","0.312530426129543","0.251693319311208","0.373367532947877"
"No","2008","Lower Saxony","college entrance qualification","41","0.263420746404811","0.197782077001285","0.329059415808336"
"No","2008","Lower Saxony","Other degree","6","","",""
"No","2008","Lower Saxony","no degree/no degree yet","1","","",""
"No","2008","Bremen","lower secondary degree","5","","",""
"No","2008","Bremen","secondary school degree","2","","",""
"No","2008","Bremen","college entrance qualification","5","","",""
"No","2008","Bremen","Other degree","","","",""
"No","2008","Bremen","no degree/no degree yet","","","",""
"No","2008","North Rhine-Westphalia","lower secondary degree","94","0.32290477048869","0.270769580695145","0.375039960282235"
"No","2008","North Rhine-Westphalia","secondary school degree","89","0.22152605293383","0.179936605511851","0.263115500355809"
"No","2008","North Rhine-Westphalia","college entrance qualification","112","0.241415621189131","0.204165409669484","0.278665832708778"
"No","2008","North Rhine-Westphalia","Other degree","16","","",""
"No","2008","North Rhine-Westphalia","no degree/no degree yet","2","","",""
"No","2008","Hesse","lower secondary degree","38","0.283619246524156","0.198608071809596","0.368630421238717"
"No","2008","Hesse","secondary school degree","42","0.202126357239185","0.141219191656721","0.26303352282165"
"No","2008","Hesse","college entrance qualification","39","0.233016367759861","0.173527803403537","0.292504932116185"
"No","2008","Hesse","Other degree","6","","",""
"No","2008","Hesse","no degree/no degree yet","","","",""
"No","2008","Rhineland-Palatinate,Saarland","lower secondary degree","52","0.437173621842965","0.351241150334566","0.523106093351364"
"No","2008","Rhineland-Palatinate,Saarland","secondary school degree","35","0.425518129272655","0.329568079774017","0.521468178771294"
"No","2008","Rhineland-Palatinate,Saarland","college entrance qualification","26","","",""
"No","2008","Rhineland-Palatinate,Saarland","Other degree","8","","",""
"No","2008","Rhineland-Palatinate,Saarland","no degree/no degree yet","1","","",""
"No","2008","Baden-Württemberg","lower secondary degree","61","0.253439925892483","0.198293288377431","0.308586563407534"
"No","2008","Baden-Württemberg","secondary school degree","56","0.219770643570163","0.169437112304426","0.2701041748359"
"No","2008","Baden-Württemberg","college entrance qualification","63","0.211843908787657","0.164152775186755","0.25953504238856"
"No","2008","Baden-Württemberg","Other degree","16","","",""
"No","2008","Baden-Württemberg","no degree/no degree yet","5","","",""
"No","2008","Bavaria","lower secondary degree","120","0.289289146678396","0.243396299588282","0.33518199376851"
"No","2008","Bavaria","secondary school degree","83","0.260801251295374","0.213065709357865","0.308536793232883"
"No","2008","Bavaria","college entrance qualification","59","0.167926863127434","0.125343194481737","0.21051053177313"
"No","2008","Bavaria","Other degree","10","","",""
"No","2008","Bavaria","no degree/no degree yet","4","","",""
"No","2008","Berlin","lower secondary degree","4","","",""
"No","2008","Berlin","secondary school degree","26","","",""
"No","2008","Berlin","college entrance qualification","36","0.298040949543826","0.214077644869408","0.382004254218244"
"No","2008","Berlin","Other degree","","","",""
"No","2008","Berlin","no degree/no degree yet","","","",""
"No","2008","Brandenburg","lower secondary degree","3","","",""
"No","2008","Brandenburg","secondary school degree","44","0.322266428959741","0.250957625107531","0.393575232811951"
"No","2008","Brandenburg","college entrance qualification","24","","",""
"No","2008","Brandenburg","Other degree","","","",""
"No","2008","Brandenburg","no degree/no degree yet","","","",""
"No","2008","Mecklenburg-Western Pomerania","lower secondary degree","3","","",""
"No","2008","Mecklenburg-Western Pomerania","secondary school degree","44","0.432984294561726","0.333867764284678","0.532100824838773"
"No","2008","Mecklenburg-Western Pomerania","college entrance qualification","19","","",""
"No","2008","Mecklenburg-Western Pomerania","Other degree","1","","",""
"No","2008","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"No","2008","Saxony","lower secondary degree","15","","",""
"No","2008","Saxony","secondary school degree","116","0.351968234694726","0.302287981926786","0.401648487462667"
"No","2008","Saxony","college entrance qualification","30","0.131099468962678","0.0802144153653278","0.181984522560028"
"No","2008","Saxony","Other degree","","","",""
"No","2008","Saxony","no degree/no degree yet","1","","",""
"No","2008","Saxony-Anhalt","lower secondary degree","18","","",""
"No","2008","Saxony-Anhalt","secondary school degree","53","0.310604806118025","0.244458228677241","0.37675138355881"
"No","2008","Saxony-Anhalt","college entrance qualification","27","","",""
"No","2008","Saxony-Anhalt","Other degree","","","",""
"No","2008","Saxony-Anhalt","no degree/no degree yet","","","",""
"No","2008","Thuringia","lower secondary degree","12","","",""
"No","2008","Thuringia","secondary school degree","56","0.312037185620385","0.245091154071517","0.378983217169253"
"No","2008","Thuringia","college entrance qualification","24","","",""
"No","2008","Thuringia","Other degree","1","","",""
"No","2008","Thuringia","no degree/no degree yet","","","",""
"Yes","2009","Schleswig-Holstein","lower secondary degree","26","","",""
"Yes","2009","Schleswig-Holstein","secondary school degree","33","0.675951539857367","0.542149749708368","0.809753330006365"
"Yes","2009","Schleswig-Holstein","college entrance qualification","29","","",""
"Yes","2009","Schleswig-Holstein","Other degree","3","","",""
"Yes","2009","Schleswig-Holstein","no degree/no degree yet","2","","",""
"Yes","2009","Hamburg","lower secondary degree","7","","",""
"Yes","2009","Hamburg","secondary school degree","16","","",""
"Yes","2009","Hamburg","college entrance qualification","43","0.75418044443075","0.636010004832658","0.872350884028841"
"Yes","2009","Hamburg","Other degree","2","","",""
"Yes","2009","Hamburg","no degree/no degree yet","1","","",""
"Yes","2009","Lower Saxony","lower secondary degree","77","0.571690796131072","0.485629965342133","0.65775162692001"
"Yes","2009","Lower Saxony","secondary school degree","144","0.658309121233408","0.593385491894905","0.723232750571911"
"Yes","2009","Lower Saxony","college entrance qualification","137","0.801082919561457","0.742767069236855","0.85939876988606"
"Yes","2009","Lower Saxony","Other degree","8","","",""
"Yes","2009","Lower Saxony","no degree/no degree yet","1","","",""
"Yes","2009","Bremen","lower secondary degree","4","","",""
"Yes","2009","Bremen","secondary school degree","11","","",""
"Yes","2009","Bremen","college entrance qualification","12","","",""
"Yes","2009","Bremen","Other degree","","","",""
"Yes","2009","Bremen","no degree/no degree yet","","","",""
"Yes","2009","North Rhine-Westphalia","lower secondary degree","183","0.752771860016547","0.700029183128073","0.805514536905022"
"Yes","2009","North Rhine-Westphalia","secondary school degree","236","0.773763692459429","0.727338242713764","0.820189142205093"
"Yes","2009","North Rhine-Westphalia","college entrance qualification","359","0.820119429565411","0.785284067460637","0.854954791670184"
"Yes","2009","North Rhine-Westphalia","Other degree","30","0.778035922782127","0.647612089915629","0.908459755648624"
"Yes","2009","North Rhine-Westphalia","no degree/no degree yet","4","","",""
"Yes","2009","Hesse","lower secondary degree","58","0.589651211879075","0.486288798729277","0.693013625028872"
"Yes","2009","Hesse","secondary school degree","96","0.692885539998428","0.618314481940605","0.767456598056251"
"Yes","2009","Hesse","college entrance qualification","144","0.775978952496827","0.715898719327676","0.836059185665977"
"Yes","2009","Hesse","Other degree","4","","",""
"Yes","2009","Hesse","no degree/no degree yet","","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","lower secondary degree","63","0.563667139053282","0.467892660107203","0.65944161799936"
"Yes","2009","Rhineland-Palatinate,Saarland","secondary school degree","63","0.715731366509547","0.624057380961607","0.807405352057486"
"Yes","2009","Rhineland-Palatinate,Saarland","college entrance qualification","67","0.822310795134524","0.743338391950006","0.901283198319043"
"Yes","2009","Rhineland-Palatinate,Saarland","Other degree","11","","",""
"Yes","2009","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"Yes","2009","Baden-Württemberg","lower secondary degree","133","0.639285261754936","0.57370943562406","0.704861087885811"
"Yes","2009","Baden-Württemberg","secondary school degree","159","0.705276631550663","0.644755522559974","0.765797740541353"
"Yes","2009","Baden-Württemberg","college entrance qualification","191","0.729144514959311","0.674166778609741","0.784122251308881"
"Yes","2009","Baden-Württemberg","Other degree","18","","",""
"Yes","2009","Baden-Württemberg","no degree/no degree yet","1","","",""
"Yes","2009","Bavaria","lower secondary degree","204","0.661834965698447","0.610401520657983","0.713268410738912"
"Yes","2009","Bavaria","secondary school degree","212","0.709843456411374","0.657610264214323","0.762076648608424"
"Yes","2009","Bavaria","college entrance qualification","233","0.80691316137676","0.762468816151106","0.851357506602415"
"Yes","2009","Bavaria","Other degree","14","","",""
"Yes","2009","Bavaria","no degree/no degree yet","3","","",""
"Yes","2009","Berlin","lower secondary degree","15","","",""
"Yes","2009","Berlin","secondary school degree","57","0.650973502093612","0.549039446574057","0.752907557613166"
"Yes","2009","Berlin","college entrance qualification","79","0.794903063091936","0.716926129802496","0.872879996381376"
"Yes","2009","Berlin","Other degree","7","","",""
"Yes","2009","Berlin","no degree/no degree yet","","","",""
"Yes","2009","Brandenburg","lower secondary degree","1","","",""
"Yes","2009","Brandenburg","secondary school degree","102","0.740217132760795","0.669806252117044","0.810628013404547"
"Yes","2009","Brandenburg","college entrance qualification","65","0.814691323982056","0.729548604065286","0.899834043898826"
"Yes","2009","Brandenburg","Other degree","1","","",""
"Yes","2009","Brandenburg","no degree/no degree yet","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","lower secondary degree","11","","",""
"Yes","2009","Mecklenburg-Western Pomerania","secondary school degree","44","0.418548912464091","0.316629587448247","0.520468237479935"
"Yes","2009","Mecklenburg-Western Pomerania","college entrance qualification","31","0.771225649623645","0.645678094114212","0.896773205133079"
"Yes","2009","Mecklenburg-Western Pomerania","Other degree","","","",""
"Yes","2009","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Yes","2009","Saxony","lower secondary degree","14","","",""
"Yes","2009","Saxony","secondary school degree","228","0.665750541677689","0.615534860046115","0.715966223309263"
"Yes","2009","Saxony","college entrance qualification","114","0.755760377865634","0.68677531311726","0.824745442614009"
"Yes","2009","Saxony","Other degree","","","",""
"Yes","2009","Saxony","no degree/no degree yet","","","",""
"Yes","2009","Saxony-Anhalt","lower secondary degree","5","","",""
"Yes","2009","Saxony-Anhalt","secondary school degree","124","0.727964804996619","0.660872536270712","0.795057073722527"
"Yes","2009","Saxony-Anhalt","college entrance qualification","75","0.761023642321325","0.672918069402757","0.849129215239894"
