"plj0046","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Big worries","2002","college entrance qualification","Couple + C. GT 16 ","149","0.161406113711357","0.138637663996526","0.184174563426187"
"Big worries","2002","college entrance qualification","Couple + C. LE 16 ","156","0.132591344464288","0.114600513286521","0.150582175642055"
"Big worries","2002","college entrance qualification","Couple + C. LE and GT 16","61","0.144380009905693","0.109936128100275","0.17882389171111"
"Big worries","2002","college entrance qualification","Single parent ","31","0.223979630395826","0.164699095603116","0.283260165188536"
"Big worries","2002","lower secondary degree","(Married) couple without C. ","1226","0.387963634947746","0.37151412977557","0.404413140119921"
"Big worries","2002","lower secondary degree","1-pers.-HH","433","0.332968762303747","0.307399531259481","0.358537993348014"
"Big worries","2002","lower secondary degree","Couple + C. GT 16 ","408","0.369984613130105","0.342189158443876","0.397780067816334"
"Big worries","2002","lower secondary degree","Couple + C. LE 16 ","422","0.347685137058668","0.321595694125151","0.373774579992186"
"Big worries","2002","lower secondary degree","Couple + C. LE and GT 16","143","0.263266794559016","0.223493569974343","0.303040019143688"
"Big worries","2002","lower secondary degree","Single parent ","116","0.320107815372666","0.273015984115566","0.367199646629766"
"Big worries","2002","no degree/no degree yet","(Married) couple without C. ","21","","",""
"Big worries","2002","no degree/no degree yet","1-pers.-HH","5","","",""
"Big worries","2002","no degree/no degree yet","Couple + C. GT 16 ","57","0.18823254045221","0.145536920292773","0.230928160611647"
"Big worries","2002","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"Big worries","2002","no degree/no degree yet","Couple + C. LE and GT 16","47","0.159275826565239","0.115708075073416","0.202843578057062"
"Big worries","2002","no degree/no degree yet","Single parent ","15","","",""
"Big worries","2002","Other degree","(Married) couple without C. ","68","0.177522807134832","0.139154325466873","0.21589128880279"
"Big worries","2002","Other degree","1-pers.-HH","19","","",""
"Big worries","2002","Other degree","Couple + C. GT 16 ","38","0.19015250699885","0.139437461218342","0.240867552779359"
"Big worries","2002","Other degree","Couple + C. LE 16 ","51","0.165095025096489","0.124289398720174","0.205900651472803"
"Big worries","2002","Other degree","Couple + C. LE and GT 16","17","","",""
"Big worries","2002","Other degree","Single parent ","11","","",""
"Big worries","2002","secondary school degree","(Married) couple without C. ","623","0.359517076341681","0.337531589578595","0.381502563104766"
"Big worries","2002","secondary school degree","1-pers.-HH","234","0.308846980879764","0.276526929127649","0.341167032631879"
"Big worries","2002","secondary school degree","Couple + C. GT 16 ","377","0.323473129407643","0.297082114840795","0.349864143974491"
"Big worries","2002","secondary school degree","Couple + C. LE 16 ","512","0.330122633606887","0.307794696586975","0.3524505706268"
"Big worries","2002","secondary school degree","Couple + C. LE and GT 16","171","0.269804498234121","0.234639018251762","0.304969978216479"
"Big worries","2002","secondary school degree","Single parent ","113","0.299358809998934","0.253552391830741","0.345165228167126"
"No worries","2002","college entrance qualification","(Married) couple without C. ","632","0.358864302238405","0.336215483228187","0.381513121248622"
"No worries","2002","college entrance qualification","1-pers.-HH","353","0.450501804276207","0.415221460000323","0.485782148552092"
"No worries","2002","college entrance qualification","Couple + C. GT 16 ","356","0.336895567796655","0.307644869484629","0.366146266108681"
"No worries","2002","college entrance qualification","Couple + C. LE 16 ","639","0.435886148017854","0.409580337878647","0.462191958157061"
"No worries","2002","college entrance qualification","Couple + C. LE and GT 16","162","0.399014285124528","0.351024987675652","0.447003582573404"
"No worries","2002","college entrance qualification","Single parent ","84","0.414168376482728","0.344128372185344","0.484208380780111"
"No worries","2002","lower secondary degree","(Married) couple without C. ","438","0.122541298458471","0.111471918466786","0.133610678450156"
"No worries","2002","lower secondary degree","1-pers.-HH","237","0.176574215263764","0.15588620567755","0.197262224849979"
"No worries","2002","lower secondary degree","Couple + C. GT 16 ","198","0.150671445342305","0.130076544139158","0.171266346545452"
"No worries","2002","lower secondary degree","Couple + C. LE 16 ","219","0.162561465403117","0.142348576942179","0.182774353864055"
"No worries","2002","lower secondary degree","Couple + C. LE and GT 16","109","0.236297272941229","0.197932806467992","0.274661739414467"
"No worries","2002","lower secondary degree","Single parent ","79","0.206097796085884","0.165266083705672","0.246929508466095"
"No worries","2002","no degree/no degree yet","(Married) couple without C. ","30","0.311637408332265","0.219937589917984","0.403337226746547"
"No worries","2002","no degree/no degree yet","1-pers.-HH","11","","",""
"No worries","2002","no degree/no degree yet","Couple + C. GT 16 ","126","0.345751689310814","0.293803117114675","0.397700261506954"
"No worries","2002","no degree/no degree yet","Couple + C. LE 16 ","11","","",""
"No worries","2002","no degree/no degree yet","Couple + C. LE and GT 16","118","0.439160563815946","0.380073231260164","0.498247896371728"
"No worries","2002","no degree/no degree yet","Single parent ","27","","",""
"No worries","2002","Other degree","(Married) couple without C. ","123","0.347201932784104","0.299397727776864","0.395006137791344"
"No worries","2002","Other degree","1-pers.-HH","30","0.389014455233837","0.291490611049012","0.486538299418662"
"No worries","2002","Other degree","Couple + C. GT 16 ","71","0.334867979606025","0.273875693492673","0.395860265719376"
"No worries","2002","Other degree","Couple + C. LE 16 ","108","0.33682370036016","0.284877910899282","0.388769489821039"
"No worries","2002","Other degree","Couple + C. LE and GT 16","52","0.392994463343723","0.31090863615269","0.475080290534755"
"No worries","2002","Other degree","Single parent ","32","0.524661787842207","0.405966161566196","0.643357414118218"
"No worries","2002","secondary school degree","(Married) couple without C. ","334","0.164823813405712","0.147824883759251","0.181822743052173"
"No worries","2002","secondary school degree","1-pers.-HH","202","0.235848605072334","0.206151123348009","0.265546086796659"
"No worries","2002","secondary school degree","Couple + C. GT 16 ","248","0.213779433044529","0.190650818588516","0.236908047500542"
"No worries","2002","secondary school degree","Couple + C. LE 16 ","352","0.203933068586675","0.184802322184272","0.223063814989078"
"No worries","2002","secondary school degree","Couple + C. LE and GT 16","149","0.25944305163304","0.224715622599629","0.294170480666451"
"No worries","2002","secondary school degree","Single parent ","96","0.238645778997985","0.196012107220131","0.28127945077584"
"Some worries","2002","college entrance qualification","(Married) couple without C. ","752","0.442742093988441","0.419288522879779","0.466195665097104"
"Some worries","2002","college entrance qualification","1-pers.-HH","316","0.426471835363605","0.39140278834723","0.46154088237998"
"Some worries","2002","college entrance qualification","Couple + C. GT 16 ","498","0.501698318491988","0.470755125674124","0.532641511309852"
"Some worries","2002","college entrance qualification","Couple + C. LE 16 ","570","0.431522507517858","0.405247664561096","0.45779735047462"
"Some worries","2002","college entrance qualification","Couple + C. LE and GT 16","177","0.456605704969779","0.407791491129713","0.505419918809845"
"Some worries","2002","college entrance qualification","Single parent ","75","0.361851993121446","0.293524185880861","0.430179800362032"
"Some worries","2002","lower secondary degree","(Married) couple without C. ","1707","0.489495066593783","0.472620102944051","0.506370030243515"
"Some worries","2002","lower secondary degree","1-pers.-HH","635","0.490457022432488","0.463334272235909","0.517579772629067"
"Some worries","2002","lower secondary degree","Couple + C. GT 16 ","553","0.479343941527589","0.450582843817767","0.508105039237411"
"Some worries","2002","lower secondary degree","Couple + C. LE 16 ","639","0.489753397538215","0.462367820537355","0.517138974539075"
"Some worries","2002","lower secondary degree","Couple + C. LE and GT 16","219","0.500435932499755","0.455280763011241","0.545591101988269"
"Some worries","2002","lower secondary degree","Single parent ","182","0.47379438854145","0.42339211699051","0.52419666009239"
"Some worries","2002","no degree/no degree yet","(Married) couple without C. ","47","0.437606411662723","0.339387058018973","0.535825765306473"
"Some worries","2002","no degree/no degree yet","1-pers.-HH","17","","",""
"Some worries","2002","no degree/no degree yet","Couple + C. GT 16 ","139","0.466015770236976","0.411529801409215","0.520501739064737"
"Some worries","2002","no degree/no degree yet","Couple + C. LE 16 ","25","","",""
"Some worries","2002","no degree/no degree yet","Couple + C. LE and GT 16","106","0.401563609618815","0.343198995615172","0.459928223622459"
"Some worries","2002","no degree/no degree yet","Single parent ","34","0.425279114567765","0.31412979400338","0.536428435132149"
"Some worries","2002","Other degree","(Married) couple without C. ","190","0.475275260081064","0.425130682431815","0.525419837730314"
"Some worries","2002","Other degree","1-pers.-HH","47","0.422030782586095","0.323235344038277","0.520826221133913"
"Some worries","2002","Other degree","Couple + C. GT 16 ","121","0.474979513395125","0.410442370167507","0.539516656622743"
"Some worries","2002","Other degree","Couple + C. LE 16 ","159","0.498081274543351","0.443127017899155","0.553035531187547"
"Some worries","2002","Other degree","Couple + C. LE and GT 16","67","0.444296776472407","0.360787124067757","0.527806428877058"
"Some worries","2002","Other degree","Single parent ","25","","",""
"Some worries","2002","secondary school degree","(Married) couple without C. ","873","0.475659110252607","0.4527779881291","0.498540232376114"
"Some worries","2002","secondary school degree","1-pers.-HH","349","0.455304414047902","0.420467384174864","0.49014144392094"
"Some worries","2002","secondary school degree","Couple + C. GT 16 ","582","0.462747437547828","0.434618345447862","0.490876529647794"
"Some worries","2002","secondary school degree","Couple + C. LE 16 ","840","0.465944297806438","0.442259287685147","0.489629307927728"
"Some worries","2002","secondary school degree","Couple + C. LE and GT 16","292","0.47075245013284","0.431206856201023","0.510298044064656"
"Some worries","2002","secondary school degree","Single parent ","175","0.461995411003081","0.412130585944638","0.511860236061524"
