"plj0046","year","bula_h","migback","n","percent","lower_confidence","upper_confidence","value"
"No worries","2001","Schleswig-Holstein","indirect migration background","3","","","","3"
"No worries","2001","Hesse","no migration background","246","0.234437282269982","0.209481108129735","0.259393456410228","3"
"No worries","2001","Lower Saxony","indirect migration background","23","","","","3"
"No worries","2001","Schleswig-Holstein","no migration background","220","0.335616451001228","0.296986585128066","0.37424631687439","3"
"No worries","2001","Schleswig-Holstein","direct migration background","26","","","","3"
"No worries","2001","Thuringia","no migration background","180","0.183264262287911","0.158610557346883","0.20791796722894","3"
"No worries","2001","Bremen","no migration background","37","0.286449691733318","0.206875226794102","0.366024156672535","3"
"No worries","2001","Bremen","direct migration background","9","","","","3"
"No worries","2001","Bremen","indirect migration background","4","","","","3"
"No worries","2001","North Rhine-Westphalia","no migration background","965","0.273164838831234","0.258629510278784","0.287700167383683","3"
"No worries","2001","North Rhine-Westphalia","direct migration background","274","0.379613071072465","0.345857944698749","0.413368197446181","3"
"No worries","2001","North Rhine-Westphalia","indirect migration background","71","0.343235362389023","0.281741574856405","0.404729149921642","3"
"No worries","2001","Saxony-Anhalt","indirect migration background","2","","","","3"
"No worries","2001","Baden-Württemberg","no migration background","456","0.264063524862077","0.243338379884618","0.284788669839536","3"
"No worries","2001","Baden-Württemberg","direct migration background","245","0.400634544275376","0.363107229330683","0.43816185922007","3"
"No worries","2001","Baden-Württemberg","indirect migration background","84","0.469497868542489","0.399088602760875","0.539907134324103","3"
"No worries","2001","Bavaria","no migration background","638","0.250190875630171","0.23322294967765","0.267158801582691","3"
"No worries","2001","Bavaria","direct migration background","177","0.429933128533143","0.382416740447256","0.47744951661903","3"
"No worries","2001","Bavaria","indirect migration background","38","0.312516416431483","0.225896186476744","0.399136646386222","3"
"No worries","2001","Berlin","no migration background","191","0.277652979348246","0.244285826118307","0.311020132578184","3"
"No worries","2001","Berlin","direct migration background","33","0.505244274727415","0.384623465441156","0.625865084013674","3"
"No worries","2001","Mecklenburg-Western Pomerania","no migration background","125","0.24816515465408","0.210189827638485","0.286140481669675","3"
"No worries","2001","Mecklenburg-Western Pomerania","direct migration background","5","","","","3"
"No worries","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","3"
"No worries","2001","Saxony","no migration background","392","0.262924803045608","0.241340830458703","0.284508775632513","3"
"No worries","2001","Saxony","direct migration background","8","","","","3"
"No worries","2001","Saxony","indirect migration background","2","","","","3"
"No worries","2001","Saxony-Anhalt","no migration background","238","0.247143534091193","0.219742917516634","0.274544150665751","3"
"No worries","2001","Saxony-Anhalt","direct migration background","11","","","","3"
"Some worries","2001","Hamburg","direct migration background","9","","","","2"
"Some worries","2001","Hamburg","indirect migration background","5","","","","2"
"Some worries","2001","Lower Saxony","no migration background","731","0.462250313169477","0.437493596039326","0.487007030299628","2"
"Some worries","2001","Lower Saxony","direct migration background","111","0.452050248536902","0.387589688677929","0.516510808395875","2"
"Some worries","2001","Lower Saxony","indirect migration background","24","","","","2"
"Some worries","2001","Bremen","no migration background","57","0.475313017562218","0.387415370926493","0.563210664197943","2"
"Some worries","2001","Hesse","direct migration background","119","0.414171102373396","0.358150837404287","0.470191367342506","2"
"Some worries","2001","Hesse","indirect migration background","21","","","","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","no migration background","530","0.490164510472851","0.460460191018628","0.519868829927074","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","direct migration background","112","0.411199375749885","0.345881778817782","0.476516972681988","2"
"Some worries","2001","Rhineland-Palatinate,Saarland","indirect migration background","18","","","","2"
"Some worries","2001","Baden-Württemberg","no migration background","842","0.490578540385423","0.467075930262985","0.514081150507862","2"
"Some worries","2001","Baden-Württemberg","direct migration background","314","0.440740130528242","0.402718952604635","0.478761308451849","2"
"Some worries","2001","Baden-Württemberg","indirect migration background","84","0.405161016390949","0.335900938771377","0.474421094010521","2"
"Some worries","2001","Bavaria","no migration background","1255","0.502470117172312","0.482882465569245","0.522057768775379","2"
"Some worries","2001","Berlin","indirect migration background","14","","","","2"
"Some worries","2001","Brandenburg","no migration background","418","0.430727862496029","0.399005055153244","0.462450669838815","2"
"Some worries","2001","Brandenburg","direct migration background","9","","","","2"
"Some worries","2001","Brandenburg","indirect migration background","1","","","","2"
"Some worries","2001","Mecklenburg-Western Pomerania","no migration background","249","0.516858908368904","0.472925703283187","0.56079211345462","2"
"Some worries","2001","Mecklenburg-Western Pomerania","direct migration background","5","","","","2"
"Some worries","2001","Mecklenburg-Western Pomerania","indirect migration background","","","","","2"
"Some worries","2001","Saxony","no migration background","731","0.447647627688788","0.423267500947995","0.472027754429582","2"
"Some worries","2001","Schleswig-Holstein","no migration background","247","0.464392509745174","0.423592706485216","0.505192313005132","2"
"Some worries","2001","Hamburg","no migration background","103","0.43662891742273","0.373618386979176","0.499639447866283","2"
"Some worries","2001","Thuringia","indirect migration background","2","","","","2"
"Some worries","2001","Bremen","direct migration background","14","","","","2"
"Some worries","2001","Bremen","indirect migration background","2","","","","2"
"Some worries","2001","North Rhine-Westphalia","no migration background","1718","0.47639458889413","0.460102380255163","0.492686797533097","2"
"Some worries","2001","Hesse","no migration background","546","0.487469047900209","0.458024299202766","0.516913796597652","2"
"Some worries","2001","Schleswig-Holstein","direct migration background","28","","","","2"
"Some worries","2001","Schleswig-Holstein","indirect migration background","3","","","","2"
"Some worries","2001","Thuringia","direct migration background","7","","","","2"
"Some worries","2001","North Rhine-Westphalia","direct migration background","377","0.466640130755813","0.431939365676012","0.501340895835614","2"
"Some worries","2001","North Rhine-Westphalia","indirect migration background","104","0.457659240347207","0.393132817454169","0.522185663240245","2"
"Some worries","2001","Saxony-Anhalt","indirect migration background","2","","","","2"
"Some worries","2001","Thuringia","no migration background","512","0.550727573385604","0.519030014601852","0.582425132169356","2"
"Some worries","2001","Bavaria","direct migration background","172","0.438992234950392","0.39136088185808","0.486623588042704","2"
"Some worries","2001","Bavaria","indirect migration background","54","0.478096656349464","0.38474873722786","0.571444575471067","2"
"Some worries","2001","Berlin","no migration background","292","0.436130368417895","0.399182230112249","0.473078506723541","2"
"Some worries","2001","Berlin","direct migration background","21","","","","2"
"Some worries","2001","Saxony","direct migration background","19","","","","2"
"Some worries","2001","Saxony","indirect migration background","3","","","","2"
"Some worries","2001","Saxony-Anhalt","no migration background","455","0.455320064338958","0.423685730033829","0.486954398644086","2"
"Some worries","2001","Saxony-Anhalt","direct migration background","12","","","","2"
