"hgowner","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence"
"3","1988","Full Time","middle vocational","53","0.0278877399463992","0.0213168482438693","0.034458631648929"
"3","1988","Full Time","vocational + Abi","5","","",""
"3","1988","Full Time","higher vocational","5","","",""
"3","1988","Full Time","higher education","4","","",""
"3","1988","Part Time","in school","","","",""
"3","1988","Part Time","inadequately","1","","",""
"3","1988","Part Time","general elemantary","11","","",""
"3","1988","Part Time","middle vocational","12","","",""
"3","1988","Part Time","vocational + Abi","1","","",""
"3","1988","Part Time","higher vocational","1","","",""
"3","1988","Part Time","higher education","7","","",""
"3","1988","Not Working","in school","1","","",""
"3","1988","Not Working","inadequately","4","","",""
"3","1988","Not Working","general elemantary","29","","",""
"3","1988","Not Working","middle vocational","23","","",""
"3","1988","Not Working","vocational + Abi","1","","",""
"3","1988","Not Working","higher vocational","1","","",""
"3","1988","Not Working","higher education","1","","",""
"4","1988","Full Time","in school","","","",""
"4","1988","Full Time","inadequately","","","",""
"4","1988","Full Time","general elemantary","","","",""
"4","1988","Full Time","middle vocational","2","","",""
"4","1988","Full Time","vocational + Abi","","","",""
"4","1988","Full Time","higher vocational","","","",""
"4","1988","Full Time","higher education","","","",""
"4","1988","Part Time","in school","","","",""
"4","1988","Part Time","inadequately","","","",""
"4","1988","Part Time","general elemantary","","","",""
"4","1988","Part Time","middle vocational","","","",""
"4","1988","Part Time","vocational + Abi","","","",""
"4","1988","Part Time","higher vocational","","","",""
"4","1988","Part Time","higher education","","","",""
"4","1988","Not Working","in school","","","",""
"4","1988","Not Working","inadequately","","","",""
"4","1988","Not Working","general elemantary","1","","",""
"4","1988","Not Working","middle vocational","","","",""
"4","1988","Not Working","vocational + Abi","","","",""
"4","1988","Not Working","higher vocational","","","",""
"4","1988","Not Working","higher education","","","",""
"5","1988","Full Time","in school","","","",""
"5","1988","Full Time","inadequately","","","",""
"5","1988","Full Time","general elemantary","","","",""
"5","1988","Full Time","middle vocational","","","",""
"5","1988","Full Time","vocational + Abi","","","",""
"5","1988","Full Time","higher vocational","","","",""
"5","1988","Full Time","higher education","","","",""
"5","1988","Part Time","in school","","","",""
"5","1988","Part Time","inadequately","","","",""
"5","1988","Part Time","general elemantary","","","",""
"5","1988","Part Time","middle vocational","","","",""
"5","1988","Part Time","vocational + Abi","","","",""
"5","1988","Part Time","higher vocational","","","",""
"5","1988","Part Time","higher education","","","",""
"5","1988","Not Working","in school","","","",""
"5","1988","Not Working","inadequately","","","",""
"5","1988","Not Working","general elemantary","","","",""
"5","1988","Not Working","middle vocational","","","",""
"5","1988","Not Working","vocational + Abi","","","",""
"5","1988","Not Working","higher vocational","","","",""
"5","1988","Not Working","higher education","","","",""
"1","1989","Full Time","in school","","","",""
"1","1989","Full Time","inadequately","20","","",""
"1","1989","Full Time","general elemantary","277","0.421687113857109","0.390334176095","0.453040051619218"
"1","1989","Full Time","middle vocational","1027","0.476782156739139","0.456741398848637","0.496822914629641"
"1","1989","Full Time","vocational + Abi","44","0.334617355354556","0.26057235193834","0.408662358770772"
"1","1989","Full Time","higher vocational","160","0.5564333051153","0.499056300720259","0.61381030951034"
"1","1989","Full Time","higher education","216","0.509103019826568","0.462178173050445","0.556027866602692"
"1","1989","Part Time","in school","10","","",""
"1","1989","Part Time","inadequately","17","","",""
"1","1989","Part Time","general elemantary","180","0.444973803810584","0.400881565819217","0.489066041801952"
"1","1989","Part Time","middle vocational","379","0.500538462006686","0.465825739000717","0.535251185012655"
"1","1989","Part Time","vocational + Abi","21","","",""
"1","1989","Part Time","higher vocational","48","0.592777846699372","0.488329803364448","0.697225890034295"
"1","1989","Part Time","higher education","66","0.491282169715783","0.40787324376357","0.574691095667997"
"1","1989","Not Working","in school","84","0.631244055039337","0.555533931009791","0.706954179068884"
"1","1989","Not Working","inadequately","27","","",""
"1","1989","Not Working","general elemantary","509","0.47123444580571","0.44233391133891","0.50013498027251"
"1","1989","Not Working","middle vocational","711","0.467783836256868","0.442128251395291","0.493439421118445"
"1","1989","Not Working","vocational + Abi","32","0.456411309950101","0.345872650181091","0.566949969719112"
"1","1989","Not Working","higher vocational","80","0.531743363731575","0.44967100244292","0.61381572502023"
"1","1989","Not Working","higher education","60","0.482633109953614","0.395033745247245","0.570232474659982"
"2","1989","Full Time","in school","","","",""
"2","1989","Full Time","inadequately","241","0.832187312515368","0.787776718673753","0.876597906356983"
"2","1989","Full Time","general elemantary","655","0.554716474221143","0.523162396816389","0.586270551625897"
"2","1989","Full Time","middle vocational","1311","0.497005665954234","0.47694362614965","0.517067705758818"
"2","1989","Full Time","vocational + Abi","111","0.658098768025846","0.58366300174447","0.732534534307222"
"2","1989","Full Time","higher vocational","124","0.422174178228149","0.36513199316444","0.479216363291858"
"2","1989","Full Time","higher education","214","0.473237727168427","0.42637237792509","0.520103076411764"
"2","1989","Part Time","in school","6","","",""
"2","1989","Part Time","inadequately","83","0.72228796279345","0.634506941009225","0.810068984577676"
"2","1989","Part Time","general elemantary","299","0.541258722610978","0.497048312465481","0.585469132756475"
"2","1989","Part Time","middle vocational","397","0.464482379835096","0.429857327806267","0.499107431863925"
"2","1989","Part Time","vocational + Abi","33","0.478222165333927","0.347390839846342","0.609053490821512"
"2","1989","Part Time","higher vocational","35","0.389554805313895","0.285886439912734","0.493223170715056"
"2","1989","Part Time","higher education","68","0.49118599373253","0.407777349144849","0.574594638320211"
"2","1989","Not Working","in school","70","0.355449173139364","0.280338244589746","0.430560101688983"
"2","1989","Not Working","inadequately","259","0.825530052298673","0.781699332129095","0.869360772468251"
"2","1989","Not Working","general elemantary","609","0.493837851531172","0.464891568655214","0.52278413440713"
"2","1989","Not Working","middle vocational","719","0.513999220241558","0.488300292872153","0.539698147610962"
"2","1989","Not Working","vocational + Abi","44","0.537723333375599","0.427078480085026","0.648368186666171"
"2","1989","Not Working","higher vocational","62","0.468256636268425","0.38618427497977","0.55032899755708"
"2","1989","Not Working","higher education","64","0.508185198159932","0.420544689847595","0.595825706472269"
"3","1989","Full Time","in school","","","",""
"3","1989","Full Time","inadequately","11","","",""
"3","1989","Full Time","general elemantary","20","","",""
"3","1989","Full Time","middle vocational","43","0.0235289991240549","0.0174470291293694","0.0296109691187403"
"3","1989","Full Time","vocational + Abi","1","","",""
"3","1989","Full Time","higher vocational","4","","",""
"3","1989","Full Time","higher education","6","","",""
"3","1989","Part Time","in school","3","","",""
"3","1989","Part Time","inadequately","","","",""
"3","1989","Part Time","general elemantary","9","","",""
"3","1989","Part Time","middle vocational","20","","",""
"3","1989","Part Time","vocational + Abi","2","","",""
"3","1989","Part Time","higher vocational","2","","",""
"3","1989","Part Time","higher education","3","","",""
"3","1989","Not Working","in school","2","","",""
"3","1989","Not Working","inadequately","2","","",""
"3","1989","Not Working","general elemantary","27","","",""
"3","1989","Not Working","middle vocational","19","","",""
"3","1989","Not Working","vocational + Abi","2","","",""
"3","1989","Not Working","higher vocational","","","",""
"3","1989","Not Working","higher education","1","","",""
"4","1989","Full Time","in school","","","",""
"4","1989","Full Time","inadequately","","","",""
"4","1989","Full Time","general elemantary","1","","",""
"4","1989","Full Time","middle vocational","5","","",""
"4","1989","Full Time","vocational + Abi","","","",""
"4","1989","Full Time","higher vocational","","","",""
"4","1989","Full Time","higher education","","","",""
"4","1989","Part Time","in school","","","",""
"4","1989","Part Time","inadequately","","","",""
"4","1989","Part Time","general elemantary","","","",""
"4","1989","Part Time","middle vocational","1","","",""
"4","1989","Part Time","vocational + Abi","","","",""
"4","1989","Part Time","higher vocational","","","",""
"4","1989","Part Time","higher education","1","","",""
"4","1989","Not Working","in school","","","",""
"4","1989","Not Working","inadequately","","","",""
"4","1989","Not Working","general elemantary","1","","",""
"4","1989","Not Working","middle vocational","4","","",""
"4","1989","Not Working","vocational + Abi","","","",""
"4","1989","Not Working","higher vocational","","","",""
"4","1989","Not Working","higher education","","","",""
"5","1989","Full Time","in school","","","",""
"5","1989","Full Time","inadequately","","","",""
"5","1989","Full Time","general elemantary","","","",""
"5","1989","Full Time","middle vocational","","","",""
"5","1989","Full Time","vocational + Abi","","","",""
"5","1989","Full Time","higher vocational","","","",""
"5","1989","Full Time","higher education","","","",""
"5","1989","Part Time","in school","","","",""
"5","1989","Part Time","inadequately","","","",""
"5","1989","Part Time","general elemantary","","","",""
"5","1989","Part Time","middle vocational","","","",""
"5","1989","Part Time","vocational + Abi","","","",""
"5","1989","Part Time","higher vocational","","","",""
"5","1989","Part Time","higher education","","","",""
"5","1989","Not Working","in school","","","",""
"5","1989","Not Working","inadequately","","","",""
"5","1989","Not Working","general elemantary","","","",""
