"hgowner","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","2017","in school","East Germany","65","0.430576839285524","0.347662297696751","0.513491380874296","2"
"Main tenant","2017","inadequately","West Germany","1074","0.776664857369839","0.754887494417137","0.798442220322542","2"
"Main tenant","2017","middle vocational","West Germany","4687","0.446123985423457","0.436251534715414","0.455996436131501","2"
"Main tenant","2017","middle vocational","East Germany","1664","0.562336404879654","0.544500629255799","0.58017218050351","2"
"Main tenant","2017","higher vocational","West Germany","366","0.34133430587772","0.313870049820581","0.36879856193486","2"
"Main tenant","2017","higher education","East Germany","776","0.505981576194883","0.480978617247028","0.530984535142738","2"
"Owner","2017","vocational + Abi","East Germany","128","0.385217734994685","0.333566025051589","0.436869444937782","1"
"Owner","2017","higher vocational","West Germany","765","0.645929658718098","0.618229469508385","0.673629847927811","1"
"Owner","2017","higher vocational","East Germany","230","0.508701751033349","0.459771197464297","0.557632304602401","1"
"Owner","2017","higher education","West Germany","2947","0.538622468858338","0.525534446658023","0.551710491058653","1"
"Owner","2017","higher education","East Germany","718","0.452257039881731","0.427366543747583","0.477147536015879","1"
"Owner","2017","middle vocational","West Germany","4810","0.533702766462477","0.523795084561916","0.543610448363038","1"
"Owner","2017","middle vocational","East Germany","1196","0.397709592132014","0.380113764678514","0.415305419585513","1"
"Owner","2017","vocational + Abi","West Germany","879","0.465840218046508","0.443790125456924","0.487890310636091","1"
"Owner","2017","inadequately","East Germany","10","","","","1"
"Owner","2017","general elemantary","West Germany","912","0.408803635295647","0.391447420114791","0.426159850476504","1"
"Owner","2017","in school","West Germany","383","0.635421666722418","0.599219076781796","0.67162425666304","1"
"Owner","2017","in school","East Germany","69","0.546779276497038","0.463421003134211","0.630137549859866","1"
"Owner","2017","inadequately","West Germany","60","0.129229143094643","0.11168863764203","0.146769648547256","1"
"Owner","2017","general elemantary","East Germany","91","0.221964559498655","0.185791468570044","0.258137650427266","1"
"Resident or shared accommodation","2017","in school","West Germany","1","","","","5"
"Resident or shared accommodation","2017","in school","East Germany","","","","","5"
"Resident or shared accommodation","2017","inadequately","West Germany","222","0.0527694294431235","0.041079039946735","0.0644598189395119","5"
"Resident or shared accommodation","2017","inadequately","East Germany","47","0.0815500520611139","0.0504250252208373","0.112675078901391","5"
"Resident or shared accommodation","2017","general elemantary","West Germany","114","0.0133482086787667","0.0092966211844426","0.0173997961730909","5"
"Resident or shared accommodation","2017","general elemantary","East Germany","26","","","","5"
"Resident or shared accommodation","2017","middle vocational","West Germany","83","0.00376744500599015","0.00255071355642186","0.00498417645555845","5"
"Resident or shared accommodation","2017","middle vocational","East Germany","26","","","","5"
"Resident or shared accommodation","2017","vocational + Abi","West Germany","13","","","","5"
"Resident or shared accommodation","2017","vocational + Abi","East Germany","2","","","","5"
"Resident or shared accommodation","2017","higher vocational","West Germany","3","","","","5"
"Resident or shared accommodation","2017","higher vocational","East Germany","1","","","","5"
"Resident or shared accommodation","2017","higher education","West Germany","57","0.00279939004759725","0.00141223008810275","0.00418655000709176","5"
"Resident or shared accommodation","2017","higher education","East Germany","16","","","","5"
"Subtenant","2017","vocational + Abi","West Germany","34","0.0197005933039702","0.0135576662673542","0.0258435203405861","3"
"Subtenant","2017","vocational + Abi","East Germany","7","","","","3"
"Subtenant","2017","higher vocational","West Germany","11","","","","3"
"Subtenant","2017","higher vocational","East Germany","8","","","","3"
"Subtenant","2017","higher education","West Germany","93","0.0214193802288582","0.0176183149782571","0.0252204454794593","3"
"Subtenant","2017","higher education","East Germany","26","","","","3"
"Subtenant","2017","inadequately","East Germany","11","","","","3"
"Subtenant","2017","general elemantary","West Germany","68","0.0296159024350264","0.0236308757021838","0.0356009291678689","3"
"Subtenant","2017","general elemantary","East Germany","12","","","","3"
"Subtenant","2017","middle vocational","West Germany","159","0.0164058031080752","0.0138829170629128","0.0189286891532375","3"
"Subtenant","2017","middle vocational","East Germany","86","0.0366281431778554","0.0298746554103472","0.0433816309453635","3"
"Subtenant","2017","in school","West Germany","2","","","","3"
"Subtenant","2017","in school","East Germany","3","","","","3"
"Subtenant","2017","inadequately","West Germany","49","0.0413365700923946","0.0309275408573495","0.0517455993274396","3"
"Tenant","2017","in school","West Germany","","","","","4"
"Tenant","2017","in school","East Germany","","","","","4"
"Tenant","2017","inadequately","West Germany","","","","","4"
"Tenant","2017","inadequately","East Germany","","","","","4"
"Tenant","2017","general elemantary","West Germany","","","","","4"
"Tenant","2017","general elemantary","East Germany","","","","","4"
"Tenant","2017","middle vocational","West Germany","","","","","4"
"Tenant","2017","middle vocational","East Germany","","","","","4"
"Tenant","2017","vocational + Abi","West Germany","","","","","4"
"Tenant","2017","vocational + Abi","East Germany","","","","","4"
"Tenant","2017","higher vocational","West Germany","","","","","4"
"Tenant","2017","higher vocational","East Germany","","","","","4"
"Tenant","2017","higher education","West Germany","","","","","4"
"Tenant","2017","higher education","East Germany","","","","","4"
"Main tenant","2018","vocational + Abi","West Germany","1013","0.496571550753752","0.473976491336366","0.519166610171139","2"
"Main tenant","2018","vocational + Abi","East Germany","194","0.552540173591056","0.499054434191311","0.606025912990802","2"
"Main tenant","2018","higher vocational","West Germany","343","0.344873485079211","0.31632613646987","0.373420833688552","2"
"Main tenant","2018","higher vocational","East Germany","170","0.497653410319309","0.448030639691989","0.54727618094663","2"
"Main tenant","2018","higher education","West Germany","2578","0.436219314656326","0.423174710510235","0.449263918802417","2"
"Main tenant","2018","higher education","East Germany","783","0.516030795582932","0.490740777756743","0.541320813409122","2"
"Main tenant","2018","inadequately","West Germany","1474","0.787467765720994","0.768980082552106","0.805955448889882","2"
"Main tenant","2018","inadequately","East Germany","243","0.658985723658235","0.605253256697696","0.712718190618773","2"
"Main tenant","2018","general elemantary","West Germany","2105","0.551628118780508","0.534213648201034","0.569042589359982","2"
"Main tenant","2018","general elemantary","East Germany","424","0.698126252847001","0.65961998500008","0.736632520693923","2"
"Main tenant","2018","middle vocational","West Germany","4639","0.447553173829036","0.437487260688792","0.457619086969281","2"
"Main tenant","2018","middle vocational","East Germany","1678","0.56522451611689","0.547103932317929","0.58334509991585","2"
"Main tenant","2018","in school","West Germany","255","0.37316696271532","0.333532077074386","0.412801848356254","2"
"Main tenant","2018","in school","East Germany","63","0.444787159718081","0.359689363246334","0.529884956189828","2"
"Owner","2018","vocational + Abi","East Germany","122","0.39837284847531","0.345712027120312","0.451033669830308","1"
"Owner","2018","higher vocational","West Germany","708","0.637606695409605","0.608737159384774","0.666476231434436","1"
"Owner","2018","higher vocational","East Germany","215","0.484740055152406","0.435139854564939","0.534340255739872","1"
"Owner","2018","higher education","West Germany","2814","0.546294492156064","0.533198940469974","0.559390043842154","1"
"Owner","2018","higher education","East Germany","684","0.454919896146623","0.429719922178335","0.48011987011491","1"
"Owner","2018","general elemantary","West Germany","850","0.419438756196226","0.402159454309411","0.436718058083041","1"
"Owner","2018","middle vocational","West Germany","4475","0.531645471916611","0.521544014491088","0.541746929342134","1"
"Owner","2018","middle vocational","East Germany","1124","0.410194909539472","0.39221537029457","0.428174448784373","1"
"Owner","2018","vocational + Abi","West Germany","838","0.484884539396687","0.462299276296369","0.507469802497005","1"
"Owner","2018","inadequately","East Germany","8","","","","1"
"Owner","2018","in school","West Germany","308","0.611292028948247","0.571344845285759","0.651239212610734","1"
"Owner","2018","inadequately","West Germany","54","0.115737045332862","0.101279964666245","0.130194125999478","1"
"Owner","2018","in school","East Germany","66","0.515396263855082","0.429815441522573","0.60097708618759","1"
"Owner","2018","general elemantary","East Germany","92","0.223980834619753","0.189011012550561","0.258950656688946","1"
"Resident or shared accommodation","2018","in school","West Germany","3","","","","5"
"Resident or shared accommodation","2018","in school","East Germany","","","","","5"
"Resident or shared accommodation","2018","inadequately","West Germany","304","0.069136640832376","0.0576722548770091","0.0806010267877428","5"
"Resident or shared accommodation","2018","inadequately","East Germany","47","0.114638576247715","0.0785276867413066","0.150749465754123","5"
"Resident or shared accommodation","2018","general elemantary","West Germany","117","0.00784778427692281","0.0047579828093413","0.0109375857445043","5"
