"hgowner","year","hgtyp1hh","migback","n","percent","lower_confidence","upper_confidence","value"
"Tenant","2006","Couple + C. LE and GT 16","direct migration background","","","","","4"
"Tenant","2006","Couple + C. LE and GT 16","indirect migration background","","","","","4"
"Main tenant","2007","1-pers.-HH","no migration background","1853","0.664894710880434","0.64760735133599","0.682182070424879","2"
"Main tenant","2007","1-pers.-HH","direct migration background","169","0.814858002971972","0.762818319787653","0.866897686156291","2"
"Main tenant","2007","(Married) couple without C. ","indirect migration background","91","0.619846086623072","0.537347988781714","0.70234418446443","2"
"Main tenant","2007","1-pers.-HH","indirect migration background","82","0.801963594423827","0.725371972598752","0.878555216248903","2"
"Main tenant","2007","(Married) couple without C. ","no migration background","2619","0.421394102041206","0.409467798572792","0.433320405509621","2"
"Main tenant","2007","(Married) couple without C. ","direct migration background","403","0.644911299432486","0.608676229059181","0.681146369805791","2"
"Main tenant","2007","Single parent ","no migration background","581","0.680022171297379","0.650375269666897","0.709669072927861","2"
"Main tenant","2007","Single parent ","direct migration background","96","0.816557728995319","0.748160471010076","0.884954986980561","2"
"Main tenant","2007","Single parent ","indirect migration background","68","0.818017052733181","0.735011801078756","0.901022304387606","2"
"Main tenant","2007","Couple + C. LE 16 ","no migration background","1148","0.434247154217967","0.416290782223917","0.452203526212017","2"
"Main tenant","2007","Couple + C. LE 16 ","direct migration background","299","0.669100125099118","0.627266662467218","0.710933587731019","2"
"Main tenant","2007","Couple + C. LE 16 ","indirect migration background","100","0.610368536461889","0.5391267309363","0.681610341987479","2"
"Main tenant","2007","Couple + C. GT 16 ","no migration background","769","0.291554501055623","0.275655657675719","0.307453344435527","2"
"Main tenant","2007","Couple + C. GT 16 ","direct migration background","204","0.714846046375451","0.667680733712754","0.762011359038149","2"
"Main tenant","2007","Couple + C. GT 16 ","indirect migration background","82","0.506506577634978","0.435788457797165","0.57722469747279","2"
"Main tenant","2007","Couple + C. LE and GT 16","no migration background","254","0.257926099894179","0.232485335883081","0.283366863905276","2"
"Main tenant","2007","Couple + C. LE and GT 16","indirect migration background","68","0.600640563433076","0.51579436060834","0.685486766257812","2"
"Main tenant","2007","Couple + C. LE and GT 16","direct migration background","128","0.690636772078831","0.628994248527804","0.752279295629858","2"
"Owner","2007","1-pers.-HH","no migration background","851","0.273856220192851","0.25752441466865","0.290188025717053","1"
"Owner","2007","1-pers.-HH","direct migration background","33","0.129878535539982","0.0848383846353632","0.1749186864446","1"
"Owner","2007","1-pers.-HH","indirect migration background","8","","","","1"
"Owner","2007","(Married) couple without C. ","no migration background","3863","0.556509255600656","0.544510155468564","0.568508355732748","1"
"Owner","2007","Single parent ","no migration background","355","0.301406827643446","0.272242864283922","0.330570791002971","1"
"Owner","2007","Single parent ","direct migration background","25","","","","1"
"Owner","2007","Single parent ","indirect migration background","15","","","","1"
"Owner","2007","Couple + C. LE 16 ","no migration background","1742","0.553206744658148","0.535195912991069","0.571217576325227","1"
"Owner","2007","Couple + C. LE 16 ","direct migration background","182","0.320416507387037","0.278929815298849","0.361903199475225","1"
"Owner","2007","Couple + C. LE 16 ","indirect migration background","77","0.361084610078321","0.290916787084562","0.43125243307208","1"
"Owner","2007","(Married) couple without C. ","direct migration background","249","0.312070798435622","0.276986796344962","0.347154800526283","1"
"Owner","2007","(Married) couple without C. ","indirect migration background","40","0.339710156222312","0.259219800880519","0.420200511564105","1"
"Owner","2007","Couple + C. GT 16 ","no migration background","2361","0.704653999898188","0.688694990124828","0.720613009671549","1"
"Owner","2007","Couple + C. GT 16 ","direct migration background","143","0.271489259644331","0.225030130452157","0.317948388836504","1"
"Owner","2007","Couple + C. GT 16 ","indirect migration background","106","0.468155487949683","0.397574964133218","0.538736011766148","1"
"Owner","2007","Couple + C. LE and GT 16","no migration background","882","0.742073900105821","0.716633136094724","0.767514664116919","1"
"Owner","2007","Couple + C. LE and GT 16","direct migration background","88","0.309363227921169","0.247720704370142","0.371005751472196","1"
"Owner","2007","Couple + C. LE and GT 16","indirect migration background","58","0.39544111428195","0.310737231000861","0.480144997563039","1"
"Resident or shared accommodation","2007","1-pers.-HH","no migration background","38","0.0151827746430641","0.0107044561669918","0.0196610931191364","5"
"Resident or shared accommodation","2007","1-pers.-HH","indirect migration background","","","","","5"
"Resident or shared accommodation","2007","Single parent ","no migration background","","","","","5"
"Resident or shared accommodation","2007","Single parent ","direct migration background","","","","","5"
"Resident or shared accommodation","2007","1-pers.-HH","direct migration background","3","","","","5"
"Resident or shared accommodation","2007","(Married) couple without C. ","no migration background","6","","","","5"
"Resident or shared accommodation","2007","(Married) couple without C. ","direct migration background","3","","","","5"
"Resident or shared accommodation","2007","(Married) couple without C. ","indirect migration background","","","","","5"
"Resident or shared accommodation","2007","Single parent ","indirect migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","no migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","direct migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. GT 16 ","indirect migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","no migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","direct migration background","","","","","5"
"Resident or shared accommodation","2007","Couple + C. LE and GT 16","indirect migration background","","","","","5"
"Subtenant","2007","1-pers.-HH","indirect migration background","14","","","","3"
"Subtenant","2007","(Married) couple without C. ","indirect migration background","2","","","","3"
"Subtenant","2007","Single parent ","no migration background","15","","","","3"
"Subtenant","2007","Single parent ","direct migration background","2","","","","3"
"Subtenant","2007","1-pers.-HH","no migration background","122","0.0460662942836501","0.0383889269567398","0.0537436616105604","3"
"Subtenant","2007","1-pers.-HH","direct migration background","9","","","","3"
"Subtenant","2007","(Married) couple without C. ","no migration background","95","0.0210136731134435","0.0175494209205352","0.0244779253063519","3"
"Subtenant","2007","(Married) couple without C. ","direct migration background","15","","","","3"
"Subtenant","2007","Single parent ","indirect migration background","","","","","3"
"Subtenant","2007","Couple + C. LE 16 ","no migration background","37","0.0125461011238853","0.0085138317604704","0.0165783704873002","3"
"Subtenant","2007","Couple + C. LE 16 ","direct migration background","5","","","","3"
"Subtenant","2007","Couple + C. LE 16 ","indirect migration background","3","","","","3"
"Subtenant","2007","Couple + C. GT 16 ","no migration background","9","","","","3"
"Subtenant","2007","Couple + C. GT 16 ","direct migration background","5","","","","3"
"Subtenant","2007","Couple + C. GT 16 ","indirect migration background","4","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","no migration background","","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","direct migration background","","","","","3"
"Subtenant","2007","Couple + C. LE and GT 16","indirect migration background","2","","","","3"
"Tenant","2007","1-pers.-HH","direct migration background","","","","","4"
"Tenant","2007","1-pers.-HH","indirect migration background","","","","","4"
"Tenant","2007","(Married) couple without C. ","indirect migration background","","","","","4"
"Tenant","2007","Single parent ","no migration background","","","","","4"
"Tenant","2007","Couple + C. LE 16 ","no migration background","","","","","4"
"Tenant","2007","Couple + C. LE 16 ","direct migration background","","","","","4"
"Tenant","2007","1-pers.-HH","no migration background","","","","","4"
