"hgowner","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Main tenant","1999","Couple + C. LE and GT 16","Urban Area","322","0.378634277544707","0.342495067634757","0.414773487454657","2"
"Main tenant","1999","Couple + C. LE and GT 16","Rural Area","127","0.207555542726605","0.170968384753462","0.244142700699748","2"
"Main tenant","1999","Couple + C. GT 16 ","Rural Area","275","0.255741815275179","0.22745802068218","0.284025609868177","2"
"Owner","1999","1-pers.-HH","Urban Area","233","0.219011101890731","0.195727386802536","0.242294816978925","1"
"Owner","1999","1-pers.-HH","Rural Area","137","0.311259700847978","0.270137835589523","0.352381566106434","1"
"Owner","1999","(Married) couple without C. ","Urban Area","1084","0.464883036442048","0.446288931379969","0.483477141504127","1"
"Owner","1999","(Married) couple without C. ","Rural Area","669","0.565066037701899","0.5389385131551","0.591193562248697","1"
"Owner","1999","Single parent ","Urban Area","107","0.229535639657786","0.191147331790601","0.26792394752497","1"
"Owner","1999","Single parent ","Rural Area","89","0.405367912356332","0.345459599006576","0.465276225706088","1"
"Owner","1999","Couple + C. LE 16 ","Urban Area","811","0.474740007565539","0.452854925931792","0.496625089199287","1"
"Owner","1999","Couple + C. LE 16 ","Rural Area","567","0.604627846753943","0.574826565706671","0.634429127801215","1"
"Owner","1999","Couple + C. GT 16 ","Urban Area","803","0.575366017596679","0.55110845143136","0.599623583761998","1"
"Owner","1999","Couple + C. GT 16 ","Rural Area","630","0.733865515162088","0.705214909337179","0.762516120986998","1"
"Owner","1999","Couple + C. LE and GT 16","Urban Area","368","0.615722140598974","0.579480311300096","0.651963969897852","1"
"Owner","1999","Couple + C. LE and GT 16","Rural Area","336","0.764254346952798","0.725961478728032","0.802547215177563","1"
"Resident or shared accommodation","1999","1-pers.-HH","Urban Area","19","","","","5"
"Resident or shared accommodation","1999","1-pers.-HH","Rural Area","5","","","","5"
"Resident or shared accommodation","1999","(Married) couple without C. ","Urban Area","1","","","","5"
"Resident or shared accommodation","1999","(Married) couple without C. ","Rural Area","1","","","","5"
"Resident or shared accommodation","1999","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","1999","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","1999","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","1999","1-pers.-HH","Urban Area","56","0.0440123697424587","0.0324642761786092","0.0555604633063082","3"
"Subtenant","1999","(Married) couple without C. ","Urban Area","59","0.0169400462152182","0.0121291457738407","0.0217509466565957","3"
"Subtenant","1999","1-pers.-HH","Rural Area","29","","","","3"
"Subtenant","1999","(Married) couple without C. ","Rural Area","39","0.0257705286764523","0.0174197053314275","0.0341213520214772","3"
"Subtenant","1999","Single parent ","Urban Area","17","","","","3"
"Subtenant","1999","Single parent ","Rural Area","13","","","","3"
"Subtenant","1999","Couple + C. LE 16 ","Urban Area","28","","","","3"
"Subtenant","1999","Couple + C. LE 16 ","Rural Area","27","","","","3"
"Subtenant","1999","Couple + C. GT 16 ","Urban Area","34","0.0190166534690011","0.0123137091614837","0.0257195977765185","3"
"Subtenant","1999","Couple + C. GT 16 ","Rural Area","9","","","","3"
"Subtenant","1999","Couple + C. LE and GT 16","Urban Area","2","","","","3"
"Subtenant","1999","Couple + C. LE and GT 16","Rural Area","9","","","","3"
"Tenant","1999","1-pers.-HH","Urban Area","","","","","4"
"Tenant","1999","1-pers.-HH","Rural Area","","","","","4"
"Tenant","1999","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","1999","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","1999","Single parent ","Urban Area","","","","","4"
"Tenant","1999","Single parent ","Rural Area","","","","","4"
"Tenant","1999","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","1999","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","1999","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","1999","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","1999","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","1999","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2000","1-pers.-HH","Urban Area","1731","0.721962784541306","0.70400440384637","0.739921165236242","2"
"Main tenant","2000","1-pers.-HH","Rural Area","631","0.654481697213793","0.624708920868573","0.684254473559014","2"
"Main tenant","2000","(Married) couple without C. ","Urban Area","2605","0.499957155647333","0.486221189791932","0.513693121502734","2"
"Main tenant","2000","Single parent ","Urban Area","568","0.719446600698931","0.688621105527785","0.750272095870076","2"
"Main tenant","2000","(Married) couple without C. ","Rural Area","1039","0.401606049629602","0.382397341457637","0.420814757801567","2"
"Main tenant","2000","Single parent ","Rural Area","243","0.601782754426485","0.553198483666802","0.650367025186167","2"
"Main tenant","2000","Couple + C. LE 16 ","Urban Area","1875","0.540109567640145","0.523550854156458","0.556668281123832","2"
"Main tenant","2000","Couple + C. LE 16 ","Rural Area","732","0.411812112719826","0.388948456233864","0.434675769205788","2"
"Main tenant","2000","Couple + C. GT 16 ","Urban Area","1022","0.398585880454723","0.379174999090613","0.417996761818833","2"
"Main tenant","2000","Couple + C. LE and GT 16","Urban Area","512","0.419820379855315","0.391541112522352","0.448099647188277","2"
"Main tenant","2000","Couple + C. GT 16 ","Rural Area","371","0.254401694241499","0.232535758706155","0.276267629776843","2"
"Main tenant","2000","Couple + C. LE and GT 16","Rural Area","214","0.268828285289795","0.237674884331455","0.299981686248135","2"
"Owner","2000","1-pers.-HH","Urban Area","568","0.236165125161321","0.219140955954295","0.253189294368346","1"
"Owner","2000","1-pers.-HH","Rural Area","301","0.289653103521603","0.26125368879414","0.318052518249066","1"
"Owner","2000","(Married) couple without C. ","Urban Area","2415","0.488764391427923","0.475031893986456","0.50249688886939","1"
"Owner","2000","(Married) couple without C. ","Rural Area","1420","0.580936168418414","0.561602746173988","0.600269590662841","1"
"Owner","2000","Single parent ","Urban Area","236","0.262492290373548","0.232303579356969","0.292681001390126","1"
"Owner","2000","Single parent ","Rural Area","142","0.388051633663327","0.339688109964801","0.436415157361852","1"
"Owner","2000","Couple + C. LE 16 ","Urban Area","1581","0.448730781463295","0.432206093343217","0.465255469583374","1"
"Owner","2000","Couple + C. LE 16 ","Rural Area","1022","0.575079204482856","0.552114761570926","0.598043647394786","1"
"Owner","2000","Couple + C. GT 16 ","Urban Area","1400","0.588094209043735","0.568581395683103","0.607607022404366","1"
"Owner","2000","Couple + C. GT 16 ","Rural Area","1149","0.744459467927451","0.722561388147671","0.766357547707232","1"
"Owner","2000","Couple + C. LE and GT 16","Rural Area","561","0.725755781838646","0.694406883403571","0.757104680273721","1"
"Owner","2000","Couple + C. LE and GT 16","Urban Area","646","0.569326908604053","0.540953606358452","0.597700210849654","1"
"Resident or shared accommodation","2000","1-pers.-HH","Urban Area","21","","","","5"
"Resident or shared accommodation","2000","1-pers.-HH","Rural Area","9","","","","5"
"Resident or shared accommodation","2000","(Married) couple without C. ","Urban Area","3","","","","5"
"Resident or shared accommodation","2000","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","2000","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2000","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. GT 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. GT 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE and GT 16","Urban Area","","","","","5"
"Resident or shared accommodation","2000","Couple + C. LE and GT 16","Rural Area","","","","","5"
"Subtenant","2000","1-pers.-HH","Urban Area","71","0.0312467349773109","0.0242729714870315","0.0382204984675904","3"
"Subtenant","2000","1-pers.-HH","Rural Area","39","0.0416349623902387","0.0291286399261939","0.0541412848542834","3"
"Subtenant","2000","(Married) couple without C. ","Urban Area","67","0.0105141267681738","0.00771204629640967","0.0133162072399379","3"
"Subtenant","2000","(Married) couple without C. ","Rural Area","43","0.0174577819519842","0.0123259245416976","0.0225896393622709","3"
"Subtenant","2000","Single parent ","Urban Area","12","","","","3"
"Subtenant","2000","Single parent ","Rural Area","5","","","","3"
"Subtenant","2000","Couple + C. LE 16 ","Urban Area","24","","","","3"
"Subtenant","2000","Couple + C. LE 16 ","Rural Area","26","","","","3"
"Subtenant","2000","Couple + C. GT 16 ","Urban Area","22","","","","3"
"Subtenant","2000","Couple + C. GT 16 ","Rural Area","4","","","","3"
"Subtenant","2000","Couple + C. LE and GT 16","Urban Area","12","","","","3"
"Subtenant","2000","Couple + C. LE and GT 16","Rural Area","3","","","","3"
"Tenant","2000","(Married) couple without C. ","Urban Area","","","","","4"
"Tenant","2000","1-pers.-HH","Urban Area","","","","","4"
"Tenant","2000","1-pers.-HH","Rural Area","","","","","4"
"Tenant","2000","(Married) couple without C. ","Rural Area","","","","","4"
"Tenant","2000","Single parent ","Urban Area","","","","","4"
"Tenant","2000","Single parent ","Rural Area","","","","","4"
"Tenant","2000","Couple + C. LE 16 ","Urban Area","","","","","4"
"Tenant","2000","Couple + C. GT 16 ","Urban Area","","","","","4"
"Tenant","2000","Couple + C. LE 16 ","Rural Area","","","","","4"
"Tenant","2000","Couple + C. GT 16 ","Rural Area","","","","","4"
"Tenant","2000","Couple + C. LE and GT 16","Urban Area","","","","","4"
"Tenant","2000","Couple + C. LE and GT 16","Rural Area","","","","","4"
"Main tenant","2001","1-pers.-HH","Urban Area","1561","0.719104832530326","0.700120544535134","0.738089120525519","2"
"Main tenant","2001","1-pers.-HH","Rural Area","547","0.644808579549395","0.612971379553499","0.67664577954529","2"
"Main tenant","2001","(Married) couple without C. ","Urban Area","2423","0.498193042643552","0.483759770627319","0.512626314659785","2"
"Main tenant","2001","Single parent ","Urban Area","539","0.73574261002393","0.703908634940291","0.767576585107569","2"
"Main tenant","2001","(Married) couple without C. ","Rural Area","922","0.378307263586279","0.358522064466975","0.398092462705583","2"
"Main tenant","2001","Single parent ","Rural Area","227","0.565927523375455","0.516925574998556","0.614929471752355","2"
"Main tenant","2001","Couple + C. LE 16 ","Urban Area","1701","0.537044988756195","0.519744458358078","0.554345519154313","2"
"Main tenant","2001","Couple + C. LE 16 ","Rural Area","615","0.387977263053212","0.363942273268634","0.41201225283779","2"
"Main tenant","2001","Couple + C. GT 16 ","Urban Area","900","0.390286611791415","0.369980819613092","0.410592403969738","2"
"Main tenant","2001","Couple + C. GT 16 ","Rural Area","305","0.235173531779689","0.213207467140975","0.257139596418403","2"
"Main tenant","2001","Couple + C. LE and GT 16","Urban Area","476","0.434051782858446","0.404396139491294","0.463707426225599","2"
"Main tenant","2001","Couple + C. LE and GT 16","Rural Area","221","0.345087369378634","0.309329682342366","0.380845056414901","2"
"Owner","2001","1-pers.-HH","Urban Area","504","0.235101052641277","0.217188586002332","0.253013519280222","1"
"Owner","2001","1-pers.-HH","Rural Area","269","0.292206665525767","0.261952406430384","0.322460924621149","1"
"Owner","2001","(Married) couple without C. ","Urban Area","2114","0.483155394459648","0.468730221183764","0.497580567735533","1"
"Owner","2001","(Married) couple without C. ","Rural Area","1335","0.601247665495017","0.581271666399983","0.621223664590051","1"
"Owner","2001","Single parent ","Urban Area","193","0.255065620105148","0.223595433472428","0.286535806737868","1"
"Owner","2001","Single parent ","Rural Area","162","0.425998887370657","0.377109745387912","0.474888029353402","1"
"Owner","2001","Couple + C. LE 16 ","Urban Area","1460","0.449322033769686","0.43206316220738","0.466580905331993","1"
"Owner","2001","Couple + C. LE 16 ","Rural Area","939","0.600735045729677","0.576578818511609","0.624891272947746","1"
"Owner","2001","Couple + C. GT 16 ","Urban Area","1304","0.60291186931411","0.582544468303007","0.623279270325212","1"
"Owner","2001","Couple + C. LE and GT 16","Urban Area","594","0.56026852701071","0.530569643788441","0.58996741023298","1"
"Owner","2001","Couple + C. LE and GT 16","Rural Area","458","0.654912630621367","0.619154943585099","0.690670317657634","1"
"Owner","2001","Couple + C. GT 16 ","Rural Area","1116","0.760102940411878","0.737985989666935","0.782219891156821","1"
"Resident or shared accommodation","2001","1-pers.-HH","Rural Area","8","","","","5"
"Resident or shared accommodation","2001","1-pers.-HH","Urban Area","25","","","","5"
"Resident or shared accommodation","2001","(Married) couple without C. ","Urban Area","4","","","","5"
"Resident or shared accommodation","2001","(Married) couple without C. ","Rural Area","","","","","5"
"Resident or shared accommodation","2001","Single parent ","Urban Area","","","","","5"
"Resident or shared accommodation","2001","Single parent ","Rural Area","","","","","5"
"Resident or shared accommodation","2001","Couple + C. LE 16 ","Urban Area","","","","","5"
"Resident or shared accommodation","2001","Couple + C. LE 16 ","Rural Area","","","","","5"
"Resident or shared accommodation","2001","Couple + C. GT 16 ","Urban Area","","","","","5"
