"hgowner","year","hgtyp1hh","sampreg","n","percent","lower_confidence","upper_confidence"
"5","1990","Couple + C. LE 16 ","East Germany","","","",""
"5","1990","Couple + C. GT 16 ","West Germany","","","",""
"5","1990","Couple + C. GT 16 ","East Germany","","","",""
"5","1990","Couple + C. LE and GT 16","West Germany","","","",""
"5","1990","Couple + C. LE and GT 16","East Germany","","","",""
"1","1991","1-pers.-HH","West Germany","223","0.212251690542025","0.187507134524063","0.236996246559987"
"1","1991","1-pers.-HH","East Germany","42","0.126511184535463","0.088894492729461","0.164127876341465"
"1","1991","(Married) couple without C. ","West Germany","925","0.449044943989979","0.428913280639889","0.469176607340069"
"1","1991","(Married) couple without C. ","East Germany","275","0.309057651838109","0.27862975843268","0.339485545243539"
"1","1991","Single parent ","West Germany","192","0.449342216522176","0.405026792104728","0.493657640939625"
"1","1991","Single parent ","East Germany","38","0.205913757110414","0.145830981906829","0.265996532313999"
"1","1991","Couple + C. LE 16 ","West Germany","783","0.462641806122427","0.441316620563723","0.483966991681131"
"1","1991","Couple + C. LE 16 ","East Germany","371","0.254898544974667","0.231719817461107","0.278077272488227"
"1","1991","Couple + C. GT 16 ","West Germany","1140","0.693390595395222","0.673106784880921","0.713674405909524"
"1","1991","Couple + C. GT 16 ","East Germany","361","0.431409477033822","0.397633904744812","0.465185049322832"
"1","1991","Couple + C. LE and GT 16","West Germany","371","0.561027541792255","0.528478883647248","0.593576199937262"
"1","1991","Couple + C. LE and GT 16","East Germany","130","0.372018661693743","0.319550599697059","0.424486723690427"
"2","1991","1-pers.-HH","West Germany","753","0.731122573769289","0.7042918360031","0.757953311535478"
"2","1991","1-pers.-HH","East Germany","240","0.811696751501238","0.767456939399323","0.855936563603152"
"2","1991","(Married) couple without C. ","West Germany","1356","0.52220006418604","0.501982996203555","0.542417132168524"
"2","1991","(Married) couple without C. ","East Germany","578","0.652617229478768","0.621265273913216","0.683969185044319"
"2","1991","Single parent ","West Germany","278","0.50644885547985","0.461907924642887","0.550989786316813"
"2","1991","Single parent ","East Germany","129","0.735399161231479","0.669855508590334","0.800942813872624"
"2","1991","Couple + C. LE 16 ","West Germany","1282","0.51731626034802","0.495944128597139","0.538688392098902"
"2","1991","Couple + C. LE 16 ","East Germany","900","0.673300259597969","0.648355633894323","0.698244885301615"
"2","1991","Couple + C. GT 16 ","West Germany","821","0.295206320171301","0.275140280730565","0.315272359612037"
"2","1991","Couple + C. GT 16 ","East Germany","425","0.518200651178848","0.484125315021158","0.552275987336537"
"2","1991","Couple + C. LE and GT 16","West Germany","519","0.437788122100855","0.405249110474629","0.470327133727081"
"2","1991","Couple + C. LE and GT 16","East Germany","188","0.605070460936875","0.552006205370936","0.658134716502815"
"3","1991","1-pers.-HH","West Germany","69","0.0501970116202045","0.036983567138636","0.063410456101773"
"3","1991","1-pers.-HH","East Germany","16","","",""
"3","1991","(Married) couple without C. ","West Germany","58","0.0269934820469535","0.0204340838302622","0.0335528802636448"
"3","1991","(Married) couple without C. ","East Germany","31","0.0362048131183966","0.0239047663802912","0.0485048598565021"
"3","1991","Single parent ","West Germany","13","","",""
"3","1991","Single parent ","East Germany","7","","",""
"3","1991","Couple + C. LE 16 ","West Germany","35","0.0200419335295525","0.0140479989516564","0.0260358681074486"
"3","1991","Couple + C. LE 16 ","East Germany","85","0.0702438362469451","0.056651727203436","0.0838359452904543"
"3","1991","Couple + C. GT 16 ","West Germany","21","","",""
"3","1991","Couple + C. GT 16 ","East Germany","40","0.0503898717873307","0.0354721548210319","0.0653075887536296"
"3","1991","Couple + C. LE and GT 16","West Germany","3","","",""
"3","1991","Couple + C. LE and GT 16","East Germany","8","","",""
"4","1991","1-pers.-HH","West Germany","4","","",""
"4","1991","1-pers.-HH","East Germany","2","","",""
"4","1991","(Married) couple without C. ","West Germany","6","","",""
"4","1991","(Married) couple without C. ","East Germany","2","","",""
"4","1991","Single parent ","West Germany","1","","",""
"4","1991","Single parent ","East Germany","","","",""
"4","1991","Couple + C. LE 16 ","West Germany","","","",""
"4","1991","Couple + C. LE 16 ","East Germany","2","","",""
"4","1991","Couple + C. GT 16 ","West Germany","3","","",""
"4","1991","Couple + C. GT 16 ","East Germany","","","",""
"4","1991","Couple + C. LE and GT 16","West Germany","","","",""
"4","1991","Couple + C. LE and GT 16","East Germany","","","",""
"5","1991","1-pers.-HH","West Germany","","","",""
"5","1991","1-pers.-HH","East Germany","","","",""
"5","1991","(Married) couple without C. ","West Germany","","","",""
"5","1991","(Married) couple without C. ","East Germany","","","",""
"5","1991","Single parent ","West Germany","","","",""
"5","1991","Single parent ","East Germany","","","",""
"5","1991","Couple + C. LE 16 ","West Germany","","","",""
"5","1991","Couple + C. LE 16 ","East Germany","","","",""
"5","1991","Couple + C. GT 16 ","West Germany","","","",""
"5","1991","Couple + C. GT 16 ","East Germany","","","",""
"5","1991","Couple + C. LE and GT 16","West Germany","","","",""
"5","1991","Couple + C. LE and GT 16","East Germany","","","",""
"1","1992","1-pers.-HH","West Germany","221","0.215543688321946","0.190624477482468","0.240462899161423"
"1","1992","1-pers.-HH","East Germany","43","0.126260054052477","0.0889846592054316","0.163535448899523"
"1","1992","(Married) couple without C. ","West Germany","942","0.467772414407616","0.447654533917882","0.487890294897351"
"1","1992","(Married) couple without C. ","East Germany","272","0.298702566148286","0.269159658817839","0.328245473478734"
"1","1992","Single parent ","West Germany","162","0.410183774211551","0.365429275497678","0.454938272925424"
"1","1992","Single parent ","East Germany","40","0.226647481823165","0.165143633452896","0.288151330193434"
"1","1992","Couple + C. LE 16 ","West Germany","818","0.472226364368381","0.450792612703891","0.493660116032872"
"1","1992","Couple + C. LE 16 ","East Germany","343","0.264625074781109","0.239810396263297","0.289439753298922"
"1","1992","Couple + C. GT 16 ","West Germany","1141","0.693485830368542","0.673131873364003","0.713839787373081"
"1","1992","Couple + C. GT 16 ","East Germany","323","0.414820232889213","0.379975102227096","0.449665363551331"
"1","1992","Couple + C. LE and GT 16","West Germany","331","0.515665192044183","0.481889298855677","0.54944108523269"
"1","1992","Couple + C. LE and GT 16","East Germany","131","0.370595216828818","0.317843684503376","0.423346749154261"
"2","1992","1-pers.-HH","West Germany","747","0.721018003850687","0.693838383130599","0.748197624570775"
"2","1992","1-pers.-HH","East Germany","253","0.851373757055629","0.81145233061368","0.891295183497577"
"2","1992","(Married) couple without C. ","West Germany","1371","0.506408347753266","0.486250202914564","0.526566492591968"
"2","1992","(Married) couple without C. ","East Germany","623","0.671762464332167","0.641452556281763","0.702072372382571"
"2","1992","Single parent ","West Germany","291","0.554140003492837","0.508912969607423","0.59936703737825"
"2","1992","Single parent ","East Germany","130","0.737146435869745","0.672481044559465","0.801811827180026"
"2","1992","Couple + C. LE 16 ","West Germany","1211","0.500203478893448","0.478736585374974","0.521670372411923"
"2","1992","Couple + C. LE 16 ","East Germany","833","0.702826538033439","0.677118565021503","0.728534511045375"
"2","1992","Couple + C. GT 16 ","West Germany","815","0.298871329777428","0.27866228574998","0.319080373804876"
"2","1992","Couple + C. GT 16 ","East Germany","420","0.544899260134969","0.509680070345486","0.580118449924451"
"2","1992","Couple + C. LE and GT 16","West Germany","504","0.481621513091828","0.447851866406827","0.515391159776829"
"2","1992","Couple + C. LE and GT 16","East Germany","191","0.629404783171182","0.576653250845739","0.682156315496624"
"3","1992","1-pers.-HH","West Germany","77","0.0610052628309872","0.0465009392794622","0.0755095863825122"
"3","1992","1-pers.-HH","East Germany","8","","",""
"3","1992","(Married) couple without C. ","West Germany","48","0.0246935834969262","0.0184364008779196","0.0309507661159328"
"3","1992","(Married) couple without C. ","East Germany","25","","",""
"3","1992","Single parent ","West Germany","11","","",""
"3","1992","Single parent ","East Germany","8","","",""
"3","1992","Couple + C. LE 16 ","West Germany","53","0.0260425235077238","0.0192048121473853","0.0328802348680623"
"3","1992","Couple + C. LE 16 ","East Germany","38","0.0325483871854516","0.0225663746499732","0.04253039972093"
"3","1992","Couple + C. GT 16 ","West Germany","15","","",""
"3","1992","Couple + C. GT 16 ","East Germany","25","","",""
"3","1992","Couple + C. LE and GT 16","West Germany","6","","",""
"3","1992","Couple + C. LE and GT 16","East Germany","","","",""
"4","1992","1-pers.-HH","West Germany","1","","",""
"4","1992","1-pers.-HH","East Germany","1","","",""
"4","1992","(Married) couple without C. ","West Germany","2","","",""
"4","1992","(Married) couple without C. ","East Germany","2","","",""
"4","1992","Single parent ","West Germany","","","",""
"4","1992","Single parent ","East Germany","","","",""
"4","1992","Couple + C. LE 16 ","West Germany","2","","",""
"4","1992","Couple + C. LE 16 ","East Germany","","","",""
"4","1992","Couple + C. GT 16 ","West Germany","","","",""
"4","1992","Couple + C. GT 16 ","East Germany","","","",""
"4","1992","Couple + C. LE and GT 16","West Germany","","","",""
"4","1992","Couple + C. LE and GT 16","East Germany","","","",""
"5","1992","1-pers.-HH","West Germany","","","",""
"5","1992","1-pers.-HH","East Germany","","","",""
"5","1992","(Married) couple without C. ","West Germany","","","",""
"5","1992","(Married) couple without C. ","East Germany","","","",""
"5","1992","Single parent ","West Germany","","","",""
"5","1992","Single parent ","East Germany","","","",""
"5","1992","Couple + C. LE 16 ","West Germany","","","",""
"5","1992","Couple + C. LE 16 ","East Germany","","","",""
"5","1992","Couple + C. GT 16 ","West Germany","","","",""
"5","1992","Couple + C. GT 16 ","East Germany","","","",""
"5","1992","Couple + C. LE and GT 16","West Germany","","","",""
"5","1992","Couple + C. LE and GT 16","East Germany","","","",""
"1","1993","1-pers.-HH","West Germany","241","0.223600508157561","0.199078200755272","0.24812281555985"
"1","1993","1-pers.-HH","East Germany","38","0.1151743110581","0.0794646624794388","0.150883959636762"
"1","1993","(Married) couple without C. ","West Germany","987","0.489318026657788","0.469297928434476","0.5093381248811"
"1","1993","(Married) couple without C. ","East Germany","274","0.308957241104941","0.279434618915299","0.338479863294583"
"1","1993","Single parent ","West Germany","139","0.37347654446049","0.327808776136196","0.419144312784783"
"1","1993","Single parent ","East Germany","43","0.255725286808642","0.191454306070747","0.319996267546536"
"1","1993","Couple + C. LE 16 ","West Germany","784","0.476872847655694","0.455145585687739","0.498600109623649"
"1","1993","Couple + C. LE 16 ","East Germany","329","0.29636889134485","0.269284093675435","0.323453689014266"
"1","1993","Couple + C. GT 16 ","West Germany","1030","0.679923586023501","0.658740045235831","0.701107126811171"
"1","1993","Couple + C. GT 16 ","East Germany","319","0.452649150780979","0.416615367952232","0.488682933609725"
"1","1993","Couple + C. LE and GT 16","West Germany","332","0.521104689621804","0.487442241866786","0.554767137376821"
"1","1993","Couple + C. LE and GT 16","East Germany","140","0.378012995765277","0.326846866440554","0.429179125090001"
"2","1993","1-pers.-HH","West Germany","793","0.708323991980598","0.681572460617949","0.735075523343247"
"2","1993","1-pers.-HH","East Germany","256","0.854066792051322","0.814575450626578","0.893558133476065"
"2","1993","(Married) couple without C. ","West Germany","1345","0.489355445758545","0.46933531556781","0.509375575949279"
"2","1993","(Married) couple without C. ","East Germany","637","0.665851411049639","0.635713596422452","0.695989225676826"
"2","1993","Single parent ","West Germany","280","0.587628282966306","0.541154798423372","0.63410176750924"
"2","1993","Single parent ","East Germany","127","0.72270569006897","0.656756012918058","0.788655367219883"
"2","1993","Couple + C. LE 16 ","West Germany","1191","0.491528033148407","0.469780613988306","0.513275452308509"
"2","1993","Couple + C. LE 16 ","East Germany","731","0.670848914751171","0.642978285234167","0.698719544268175"
"2","1993","Couple + C. GT 16 ","West Germany","799","0.304110193379212","0.283220724899005","0.324999661859419"
"2","1993","Couple + C. GT 16 ","East Germany","410","0.542744234626801","0.5066802833087","0.578808185944902"
"2","1993","Couple + C. LE and GT 16","West Germany","510","0.476890601674567","0.443234132535353","0.510547070813781"
"2","1993","Couple + C. LE and GT 16","East Germany","205","0.621987004234723","0.570820874909999","0.673153133559446"
"3","1993","1-pers.-HH","West Germany","75","0.0680754998618408","0.0532514078439933","0.0828995918796883"
"3","1993","1-pers.-HH","East Germany","13","","",""
"3","1993","(Married) couple without C. ","West Germany","63","0.0213265275836673","0.0155405823995395","0.0271124727677951"
"3","1993","(Married) couple without C. ","East Germany","30","0.0251913478454204","0.015178936831439","0.0352037588594017"
