"hlf0094","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Inexpensive","2007","Couple + C. LE and GT 16","general elemantary","26","","",""
"Inexpensive","2007","Couple + C. LE and GT 16","middle vocational","92","0.232737582934256","0.190305844441511","0.275169321427001"
"Inexpensive","2007","Couple + C. LE and GT 16","vocational + Abi","11","","",""
"Inexpensive","2007","Couple + C. LE and GT 16","higher vocational","17","","",""
"Inexpensive","2007","Couple + C. LE and GT 16","higher education","44","0.20003783600804","0.14176051210611","0.258315159909971"
"Reasonable","2007","1-pers.-HH","in school","","","",""
"Reasonable","2007","1-pers.-HH","inadequately","","","",""
"Reasonable","2007","1-pers.-HH","general elemantary","61","0.490101620678698","0.402466544274113","0.577736697083283"
"Reasonable","2007","1-pers.-HH","middle vocational","205","0.450321572772102","0.404855766419932","0.495787379124272"
"Reasonable","2007","1-pers.-HH","vocational + Abi","19","","",""
"Reasonable","2007","1-pers.-HH","higher vocational","23","","",""
"Reasonable","2007","1-pers.-HH","higher education","91","0.51277900991735","0.43996131645622","0.58559670337848"
"Reasonable","2007","(Married) couple without C. ","in school","","","",""
"Reasonable","2007","(Married) couple without C. ","inadequately","2","","",""
"Reasonable","2007","(Married) couple without C. ","general elemantary","145","0.487366681879336","0.433107827026692","0.54162553673198"
"Reasonable","2007","(Married) couple without C. ","middle vocational","1017","0.481337979881162","0.460078986812794","0.50259697294953"
"Reasonable","2007","(Married) couple without C. ","vocational + Abi","65","0.399998631974721","0.32237253527815","0.477624728671292"
"Reasonable","2007","(Married) couple without C. ","higher vocational","167","0.526785403024201","0.474176896367919","0.579393909680482"
"Reasonable","2007","(Married) couple without C. ","higher education","524","0.454184632788278","0.42485454398016","0.483514721596396"
"Reasonable","2007","Single parent ","in school","11","","",""
"Reasonable","2007","Single parent ","inadequately","1","","",""
"Reasonable","2007","Single parent ","general elemantary","21","","",""
"Reasonable","2007","Single parent ","middle vocational","93","0.46158318259205","0.390883786465093","0.532282578719007"
"Reasonable","2007","Single parent ","vocational + Abi","8","","",""
"Reasonable","2007","Single parent ","higher vocational","7","","",""
"Reasonable","2007","Single parent ","higher education","36","0.513637588271878","0.397378391694186","0.62989678484957"
"Reasonable","2007","Couple + C. LE 16 ","in school","","","",""
"Reasonable","2007","Couple + C. LE 16 ","inadequately","1","","",""
"Reasonable","2007","Couple + C. LE 16 ","general elemantary","36","0.632740868723444","0.510765620568327","0.754716116878561"
"Reasonable","2007","Couple + C. LE 16 ","middle vocational","465","0.494819435373538","0.461953658520957","0.527685212226119"
"Reasonable","2007","Couple + C. LE 16 ","vocational + Abi","102","0.544781351324019","0.476611507440302","0.612951195207736"
"Reasonable","2007","Couple + C. LE 16 ","higher vocational","133","0.524072855444979","0.46179040587014","0.586355305019818"
"Reasonable","2007","Couple + C. LE 16 ","higher education","322","0.599870912310764","0.55950926908666","0.640232555534868"
"Reasonable","2007","Couple + C. GT 16 ","in school","105","0.550181707031498","0.479630729239351","0.620732684823645"
"Reasonable","2007","Couple + C. GT 16 ","inadequately","8","","",""
"Reasonable","2007","Couple + C. GT 16 ","general elemantary","117","0.510925266839359","0.446739839941991","0.575110693736728"
"Reasonable","2007","Couple + C. GT 16 ","middle vocational","602","0.526078364285615","0.4980826871337","0.554074041437529"
"Reasonable","2007","Couple + C. GT 16 ","vocational + Abi","47","0.515721965679075","0.418258330795559","0.613185600562591"
"Reasonable","2007","Couple + C. GT 16 ","higher vocational","78","0.594376606088197","0.51732563031121","0.671427581865184"
"Reasonable","2007","Couple + C. GT 16 ","higher education","256","0.475125795957745","0.432610806489645","0.517640785425846"
"Reasonable","2007","Couple + C. LE and GT 16","in school","100","0.5960107763242","0.521139012335881","0.670882540312519"
"Reasonable","2007","Couple + C. LE and GT 16","inadequately","3","","",""
"Reasonable","2007","Couple + C. LE and GT 16","general elemantary","72","0.557362531802642","0.46736136664533","0.647363696959955"
"Reasonable","2007","Couple + C. LE and GT 16","middle vocational","227","0.58456093735668","0.535078149086446","0.634043725626915"
"Reasonable","2007","Couple + C. LE and GT 16","vocational + Abi","31","0.549260481191411","0.408500413435818","0.690020548947003"
"Reasonable","2007","Couple + C. LE and GT 16","higher vocational","43","0.586635436693086","0.481327957649956","0.691942915736216"
"Reasonable","2007","Couple + C. LE and GT 16","higher education","103","0.55784648697473","0.485494128103652","0.630198845845808"
"Slightly Expensive","2007","1-pers.-HH","in school","","","",""
"Slightly Expensive","2007","1-pers.-HH","inadequately","","","",""
"Slightly Expensive","2007","1-pers.-HH","general elemantary","3","","",""
"Slightly Expensive","2007","1-pers.-HH","middle vocational","35","0.076296544918234","0.0520367070030472","0.100556382833421"
"Slightly Expensive","2007","1-pers.-HH","vocational + Abi","5","","",""
"Slightly Expensive","2007","1-pers.-HH","higher vocational","8","","",""
"Slightly Expensive","2007","1-pers.-HH","higher education","18","","",""
"Slightly Expensive","2007","(Married) couple without C. ","in school","","","",""
"Slightly Expensive","2007","(Married) couple without C. ","inadequately","1","","",""
"Slightly Expensive","2007","(Married) couple without C. ","general elemantary","17","","",""
"Slightly Expensive","2007","(Married) couple without C. ","middle vocational","144","0.0668488995378875","0.0562221971301043","0.0774756019456708"
"Slightly Expensive","2007","(Married) couple without C. ","vocational + Abi","15","","",""
"Slightly Expensive","2007","(Married) couple without C. ","higher vocational","28","","",""
"Slightly Expensive","2007","(Married) couple without C. ","higher education","90","0.0810069640444421","0.06493416300199","0.0970797650868942"
"Slightly Expensive","2007","Single parent ","in school","4","","",""
"Slightly Expensive","2007","Single parent ","inadequately","","","",""
"Slightly Expensive","2007","Single parent ","general elemantary","6","","",""
"Slightly Expensive","2007","Single parent ","middle vocational","25","","",""
"Slightly Expensive","2007","Single parent ","vocational + Abi","2","","",""
"Slightly Expensive","2007","Single parent ","higher vocational","3","","",""
"Slightly Expensive","2007","Single parent ","higher education","9","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","in school","","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","inadequately","","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","general elemantary","9","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","middle vocational","90","0.112572891215991","0.09179600476592","0.133349777666063"
"Slightly Expensive","2007","Couple + C. LE 16 ","vocational + Abi","22","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","higher vocational","23","","",""
"Slightly Expensive","2007","Couple + C. LE 16 ","higher education","42","0.0748619706195999","0.0531812471691301","0.0965426940700697"
"Slightly Expensive","2007","Couple + C. GT 16 ","in school","19","","",""
"Slightly Expensive","2007","Couple + C. GT 16 ","inadequately","1","","",""
"Slightly Expensive","2007","Couple + C. GT 16 ","general elemantary","22","","",""
"Slightly Expensive","2007","Couple + C. GT 16 ","middle vocational","116","0.0820654782764766","0.066676896665782","0.0974540598871712"
"Slightly Expensive","2007","Couple + C. GT 16 ","vocational + Abi","7","","",""
"Slightly Expensive","2007","Couple + C. GT 16 ","higher vocational","10","","",""
"Slightly Expensive","2007","Couple + C. GT 16 ","higher education","68","0.164249153066574","0.132706360616458","0.195791945516691"
"Slightly Expensive","2007","Couple + C. LE and GT 16","in school","17","","",""
"Slightly Expensive","2007","Couple + C. LE and GT 16","inadequately","1","","",""
"Slightly Expensive","2007","Couple + C. LE and GT 16","general elemantary","16","","",""
"Slightly Expensive","2007","Couple + C. LE and GT 16","middle vocational","40","0.154184792074095","0.11792342963555","0.190446154512641"
"Slightly Expensive","2007","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"Slightly Expensive","2007","Couple + C. LE and GT 16","higher vocational","12","","",""
"Slightly Expensive","2007","Couple + C. LE and GT 16","higher education","17","","",""
"Too Expensive","2007","1-pers.-HH","in school","","","",""
"Too Expensive","2007","1-pers.-HH","inadequately","","","",""
"Too Expensive","2007","1-pers.-HH","general elemantary","1","","",""
"Too Expensive","2007","1-pers.-HH","middle vocational","9","","",""
"Too Expensive","2007","1-pers.-HH","vocational + Abi","","","",""
"Too Expensive","2007","1-pers.-HH","higher vocational","1","","",""
"Too Expensive","2007","1-pers.-HH","higher education","1","","",""
"Too Expensive","2007","(Married) couple without C. ","in school","","","",""
"Too Expensive","2007","(Married) couple without C. ","inadequately","1","","",""
"Too Expensive","2007","(Married) couple without C. ","general elemantary","2","","",""
"Too Expensive","2007","(Married) couple without C. ","middle vocational","28","","",""
"Too Expensive","2007","(Married) couple without C. ","vocational + Abi","1","","",""
"Too Expensive","2007","(Married) couple without C. ","higher vocational","3","","",""
"Too Expensive","2007","(Married) couple without C. ","higher education","13","","",""
"Too Expensive","2007","Single parent ","in school","","","",""
"Too Expensive","2007","Single parent ","inadequately","","","",""
"Too Expensive","2007","Single parent ","general elemantary","1","","",""
"Too Expensive","2007","Single parent ","middle vocational","2","","",""
"Too Expensive","2007","Single parent ","vocational + Abi","","","",""
"Too Expensive","2007","Single parent ","higher vocational","2","","",""
"Too Expensive","2007","Single parent ","higher education","","","",""
"Too Expensive","2007","Couple + C. LE 16 ","in school","","","",""
"Too Expensive","2007","Couple + C. LE 16 ","inadequately","","","",""
"Too Expensive","2007","Couple + C. LE 16 ","general elemantary","5","","",""
"Too Expensive","2007","Couple + C. LE 16 ","middle vocational","15","","",""
"Too Expensive","2007","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Too Expensive","2007","Couple + C. LE 16 ","higher vocational","4","","",""
"Too Expensive","2007","Couple + C. LE 16 ","higher education","9","","",""
"Too Expensive","2007","Couple + C. GT 16 ","in school","1","","",""
"Too Expensive","2007","Couple + C. GT 16 ","inadequately","","","",""
"Too Expensive","2007","Couple + C. GT 16 ","general elemantary","1","","",""
"Too Expensive","2007","Couple + C. GT 16 ","middle vocational","26","","",""
"Too Expensive","2007","Couple + C. GT 16 ","vocational + Abi","1","","",""
"Too Expensive","2007","Couple + C. GT 16 ","higher vocational","3","","",""
"Too Expensive","2007","Couple + C. GT 16 ","higher education","5","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","in school","2","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","inadequately","","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","general elemantary","","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","middle vocational","4","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","higher vocational","2","","",""
"Too Expensive","2007","Couple + C. LE and GT 16","higher education","","","",""
"Very Inexpensive","2008","1-pers.-HH","in school","","","",""
"Very Inexpensive","2008","1-pers.-HH","inadequately","","","",""
"Very Inexpensive","2008","1-pers.-HH","general elemantary","16","","",""
"Very Inexpensive","2008","1-pers.-HH","middle vocational","61","0.125379546370428","0.0950187504345957","0.15574034230626"
"Very Inexpensive","2008","1-pers.-HH","vocational + Abi","5","","",""
"Very Inexpensive","2008","1-pers.-HH","higher vocational","2","","",""
"Very Inexpensive","2008","1-pers.-HH","higher education","27","","",""
"Very Inexpensive","2008","(Married) couple without C. ","in school","","","",""
"Very Inexpensive","2008","(Married) couple without C. ","inadequately","1","","",""
"Very Inexpensive","2008","(Married) couple without C. ","general elemantary","29","","",""
"Very Inexpensive","2008","(Married) couple without C. ","middle vocational","227","0.108358426471017","0.0949875179927963","0.121729334949238"
"Very Inexpensive","2008","(Married) couple without C. ","vocational + Abi","27","","",""
"Very Inexpensive","2008","(Married) couple without C. ","higher vocational","49","0.119316301670554","0.0837995717844332","0.154833031556674"
"Very Inexpensive","2008","(Married) couple without C. ","higher education","158","0.166491538546191","0.144606284180207","0.188376792912176"
"Very Inexpensive","2008","Single parent ","in school","3","","",""
"Very Inexpensive","2008","Single parent ","inadequately","","","",""
"Very Inexpensive","2008","Single parent ","general elemantary","5","","",""
"Very Inexpensive","2008","Single parent ","middle vocational","16","","",""
"Very Inexpensive","2008","Single parent ","vocational + Abi","","","",""
"Very Inexpensive","2008","Single parent ","higher vocational","2","","",""
"Very Inexpensive","2008","Single parent ","higher education","7","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","in school","","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","inadequately","","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","general elemantary","3","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","middle vocational","69","0.0831506987208135","0.0639090722363618","0.102392325205265"
"Very Inexpensive","2008","Couple + C. LE 16 ","vocational + Abi","13","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","higher vocational","14","","",""
"Very Inexpensive","2008","Couple + C. LE 16 ","higher education","45","0.0705587086881306","0.0478842804675087","0.0932331369087526"
"Very Inexpensive","2008","Couple + C. GT 16 ","in school","22","","",""
"Very Inexpensive","2008","Couple + C. GT 16 ","inadequately","2","","",""
"Very Inexpensive","2008","Couple + C. GT 16 ","general elemantary","24","","",""
"Very Inexpensive","2008","Couple + C. GT 16 ","middle vocational","125","0.0972499970478671","0.0804996270395406","0.114000367056194"
"Very Inexpensive","2008","Couple + C. GT 16 ","vocational + Abi","17","","",""
"Very Inexpensive","2008","Couple + C. GT 16 ","higher vocational","25","","",""
"Very Inexpensive","2008","Couple + C. GT 16 ","higher education","61","0.156605052486646","0.123956570229733","0.189253534743559"
"Very Inexpensive","2008","Couple + C. LE and GT 16","in school","21","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","inadequately","","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","general elemantary","3","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","middle vocational","29","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","higher vocational","12","","",""
"Very Inexpensive","2008","Couple + C. LE and GT 16","higher education","24","","",""
"Inexpensive","2008","1-pers.-HH","in school","","","",""
"Inexpensive","2008","1-pers.-HH","inadequately","","","",""
"Inexpensive","2008","1-pers.-HH","general elemantary","45","0.361312847473382","0.275719266134685","0.446906428812078"
"Inexpensive","2008","1-pers.-HH","middle vocational","141","0.313790101557135","0.271246123103101","0.356334080011169"
"Inexpensive","2008","1-pers.-HH","vocational + Abi","8","","",""
"Inexpensive","2008","1-pers.-HH","higher vocational","25","","",""
"Inexpensive","2008","1-pers.-HH","higher education","47","0.257875687086335","0.195507844985507","0.320243529187163"
"Inexpensive","2008","(Married) couple without C. ","in school","","","",""
"Inexpensive","2008","(Married) couple without C. ","inadequately","6","","",""
"Inexpensive","2008","(Married) couple without C. ","general elemantary","101","0.335497560966158","0.281433675530866","0.389561446401449"
"Inexpensive","2008","(Married) couple without C. ","middle vocational","673","0.301614631670624","0.28187185715814","0.321357406183108"
"Inexpensive","2008","(Married) couple without C. ","vocational + Abi","47","0.320488461055642","0.244531303079887","0.396445619031397"
"Inexpensive","2008","(Married) couple without C. ","higher vocational","82","0.229464022223717","0.183393104476582","0.275534939970852"
"Inexpensive","2008","(Married) couple without C. ","higher education","313","0.26314807764045","0.237278417684638","0.289017737596262"
"Inexpensive","2008","Single parent ","in school","8","","",""
"Inexpensive","2008","Single parent ","inadequately","1","","",""
"Inexpensive","2008","Single parent ","general elemantary","22","","",""
"Inexpensive","2008","Single parent ","middle vocational","57","0.296857110224617","0.231021972367126","0.362692248082109"
"Inexpensive","2008","Single parent ","vocational + Abi","6","","",""
"Inexpensive","2008","Single parent ","higher vocational","4","","",""
"Inexpensive","2008","Single parent ","higher education","12","","",""
"Inexpensive","2008","Couple + C. LE 16 ","in school","","","",""
"Inexpensive","2008","Couple + C. LE 16 ","inadequately","1","","",""
"Inexpensive","2008","Couple + C. LE 16 ","general elemantary","10","","",""
"Inexpensive","2008","Couple + C. LE 16 ","middle vocational","199","0.253937904601088","0.223605202288422","0.284270606913754"
"Inexpensive","2008","Couple + C. LE 16 ","vocational + Abi","59","0.336651478799867","0.268738502359639","0.404564455240094"
"Inexpensive","2008","Couple + C. LE 16 ","higher vocational","62","0.295671374335088","0.236306784404753","0.355035964265424"
"Inexpensive","2008","Couple + C. LE 16 ","higher education","125","0.23407174144038","0.196581469507167","0.271562013373593"
"Inexpensive","2008","Couple + C. GT 16 ","in school","50","0.318954261102479","0.246510352641159","0.3913981695638"
"Inexpensive","2008","Couple + C. GT 16 ","inadequately","3","","",""
"Inexpensive","2008","Couple + C. GT 16 ","general elemantary","64","0.283701402278813","0.224535233074598","0.342867571483028"
"Inexpensive","2008","Couple + C. GT 16 ","middle vocational","328","0.247723709389106","0.223319298321239","0.272128120456974"
"Inexpensive","2008","Couple + C. GT 16 ","vocational + Abi","26","","",""
"Inexpensive","2008","Couple + C. GT 16 ","higher vocational","46","0.297372816933618","0.223730008803155","0.371015625064082"
"Inexpensive","2008","Couple + C. GT 16 ","higher education","138","0.297167859735257","0.256112360306988","0.338223359163526"
"Inexpensive","2008","Couple + C. LE and GT 16","in school","39","0.203762942240049","0.143035004474384","0.264490880005713"
"Inexpensive","2008","Couple + C. LE and GT 16","inadequately","","","",""
"Inexpensive","2008","Couple + C. LE and GT 16","general elemantary","16","","",""
"Inexpensive","2008","Couple + C. LE and GT 16","middle vocational","68","0.138433695212295","0.102659338229645","0.174208052194944"
"Inexpensive","2008","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Inexpensive","2008","Couple + C. LE and GT 16","higher vocational","18","","",""
"Inexpensive","2008","Couple + C. LE and GT 16","higher education","33","0.139654425341459","0.0891566065894366","0.190152244093481"
"Reasonable","2008","1-pers.-HH","in school","","","",""
"Reasonable","2008","1-pers.-HH","inadequately","","","",""
"Reasonable","2008","1-pers.-HH","general elemantary","52","0.46014808872814","0.37134224623568","0.548953931220599"
"Reasonable","2008","1-pers.-HH","middle vocational","211","0.449869981184189","0.404259340774555","0.495480621593823"
"Reasonable","2008","1-pers.-HH","vocational + Abi","27","","",""
"Reasonable","2008","1-pers.-HH","higher vocational","26","","",""
"Reasonable","2008","1-pers.-HH","higher education","92","0.45971701811892","0.388665538965769","0.530768497272071"
"Reasonable","2008","(Married) couple without C. ","in school","","","",""
"Reasonable","2008","(Married) couple without C. ","inadequately","4","","",""
"Reasonable","2008","(Married) couple without C. ","general elemantary","144","0.533096276446155","0.475970676507154","0.590221876385156"
"Reasonable","2008","(Married) couple without C. ","middle vocational","989","0.481777305881168","0.460283377390006","0.50327123437233"
"Reasonable","2008","(Married) couple without C. ","vocational + Abi","59","0.408693387046602","0.328678782497364","0.48870799159584"
"Reasonable","2008","(Married) couple without C. ","higher vocational","165","0.55571437562978","0.501272879940674","0.610155871318885"
"Reasonable","2008","(Married) couple without C. ","higher education","554","0.49251071762187","0.463139510956308","0.521881924287432"
"Reasonable","2008","Single parent ","in school","16","","",""
"Reasonable","2008","Single parent ","inadequately","","","",""
"Reasonable","2008","Single parent ","general elemantary","25","","",""
"Reasonable","2008","Single parent ","middle vocational","95","0.510988495970409","0.438956188640033","0.583020803300784"
"Reasonable","2008","Single parent ","vocational + Abi","4","","",""
"Reasonable","2008","Single parent ","higher vocational","7","","",""
"Reasonable","2008","Single parent ","higher education","42","0.627291614993864","0.512367026450665","0.742216203537062"
"Reasonable","2008","Couple + C. LE 16 ","in school","","","",""
"Reasonable","2008","Couple + C. LE 16 ","inadequately","2","","",""
"Reasonable","2008","Couple + C. LE 16 ","general elemantary","29","","",""
"Reasonable","2008","Couple + C. LE 16 ","middle vocational","411","0.505002922038204","0.470160518015156","0.539845326061252"
"Reasonable","2008","Couple + C. LE 16 ","vocational + Abi","91","0.468001766848004","0.396293296205361","0.539710237490648"
"Reasonable","2008","Couple + C. LE 16 ","higher vocational","121","0.5058128158039","0.440773522130655","0.570852109477145"
"Reasonable","2008","Couple + C. LE 16 ","higher education","274","0.593157987761413","0.549662105997574","0.636653869525253"
"Reasonable","2008","Couple + C. GT 16 ","in school","75","0.48066684679832","0.403007338396527","0.558326355200113"
"Reasonable","2008","Couple + C. GT 16 ","inadequately","6","","",""
"Reasonable","2008","Couple + C. GT 16 ","general elemantary","110","0.480702698896743","0.415127144268777","0.546278253524709"
"Reasonable","2008","Couple + C. GT 16 ","middle vocational","623","0.565373630952935","0.537350176639699","0.593397085266171"
"Reasonable","2008","Couple + C. GT 16 ","vocational + Abi","57","0.444650905934116","0.353828752404958","0.535473059463274"
"Reasonable","2008","Couple + C. GT 16 ","higher vocational","59","0.419477045351714","0.339974500230399","0.49897959047303"
"Reasonable","2008","Couple + C. GT 16 ","higher education","227","0.427662689074699","0.383217851314918","0.47210752683448"
"Reasonable","2008","Couple + C. LE and GT 16","in school","92","0.518588487046869","0.443257369499117","0.593919604594621"
"Reasonable","2008","Couple + C. LE and GT 16","inadequately","3","","",""
"Reasonable","2008","Couple + C. LE and GT 16","general elemantary","77","0.706932695764411","0.622256893409463","0.791608498119359"
"Reasonable","2008","Couple + C. LE and GT 16","middle vocational","218","0.630111362044742","0.580102067451665","0.680120656637819"
"Reasonable","2008","Couple + C. LE and GT 16","vocational + Abi","38","0.730005656271713","0.610482899426797","0.849528413116629"
"Reasonable","2008","Couple + C. LE and GT 16","higher vocational","38","0.549443359562654","0.43758267912165","0.661304040003658"
"Reasonable","2008","Couple + C. LE and GT 16","higher education","105","0.519895157579473","0.447111356435079","0.592678958723868"
"Slightly Expensive","2008","1-pers.-HH","in school","","","",""
"Slightly Expensive","2008","1-pers.-HH","inadequately","","","",""
"Slightly Expensive","2008","1-pers.-HH","general elemantary","8","","",""
"Slightly Expensive","2008","1-pers.-HH","middle vocational","32","0.0839835534138314","0.0585539990427308","0.109413107784932"
"Slightly Expensive","2008","1-pers.-HH","vocational + Abi","5","","",""
"Slightly Expensive","2008","1-pers.-HH","higher vocational","5","","",""
"Slightly Expensive","2008","1-pers.-HH","higher education","21","","",""
"Slightly Expensive","2008","(Married) couple without C. ","in school","","","",""
"Slightly Expensive","2008","(Married) couple without C. ","inadequately","1","","",""
"Slightly Expensive","2008","(Married) couple without C. ","general elemantary","19","","",""
"Slightly Expensive","2008","(Married) couple without C. ","middle vocational","165","0.0996124483143995","0.0867297758653314","0.112495120763468"
"Slightly Expensive","2008","(Married) couple without C. ","vocational + Abi","12","","",""
"Slightly Expensive","2008","(Married) couple without C. ","higher vocational","18","","",""
"Slightly Expensive","2008","(Married) couple without C. ","higher education","83","0.0710564896360815","0.0559627436954885","0.0861502355766745"
"Slightly Expensive","2008","Single parent ","in school","6","","",""
"Slightly Expensive","2008","Single parent ","inadequately","1","","",""
"Slightly Expensive","2008","Single parent ","general elemantary","3","","",""
"Slightly Expensive","2008","Single parent ","middle vocational","14","","",""
"Slightly Expensive","2008","Single parent ","vocational + Abi","3","","",""
"Slightly Expensive","2008","Single parent ","higher vocational","2","","",""
"Slightly Expensive","2008","Single parent ","higher education","7","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","in school","","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","inadequately","1","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","general elemantary","8","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","middle vocational","95","0.129546933225052","0.106145303827544","0.152948562622559"
"Slightly Expensive","2008","Couple + C. LE 16 ","vocational + Abi","19","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","higher vocational","27","","",""
"Slightly Expensive","2008","Couple + C. LE 16 ","higher education","44","0.0992129933910471","0.0727435149431782","0.125682471838916"
"Slightly Expensive","2008","Couple + C. GT 16 ","in school","11","","",""
"Slightly Expensive","2008","Couple + C. GT 16 ","inadequately","1","","",""
"Slightly Expensive","2008","Couple + C. GT 16 ","general elemantary","24","","",""
"Slightly Expensive","2008","Couple + C. GT 16 ","middle vocational","101","0.0736032830868881","0.0588413594602679","0.0883652067135083"
"Slightly Expensive","2008","Couple + C. GT 16 ","vocational + Abi","11","","",""
"Slightly Expensive","2008","Couple + C. GT 16 ","higher vocational","15","","",""
"Slightly Expensive","2008","Couple + C. GT 16 ","higher education","42","0.0999103282558273","0.0729706318764142","0.12685002463524"
"Slightly Expensive","2008","Couple + C. LE and GT 16","in school","16","","",""
"Slightly Expensive","2008","Couple + C. LE and GT 16","inadequately","1","","",""
"Slightly Expensive","2008","Couple + C. LE and GT 16","general elemantary","13","","",""
"Slightly Expensive","2008","Couple + C. LE and GT 16","middle vocational","38","0.130748227271897","0.0958263746765975","0.165670079867196"
"Slightly Expensive","2008","Couple + C. LE and GT 16","vocational + Abi","2","","",""
"Slightly Expensive","2008","Couple + C. LE and GT 16","higher vocational","7","","",""
"Slightly Expensive","2008","Couple + C. LE and GT 16","higher education","19","","",""
"Too Expensive","2008","1-pers.-HH","in school","","","",""
"Too Expensive","2008","1-pers.-HH","inadequately","","","",""
"Too Expensive","2008","1-pers.-HH","general elemantary","","","",""
"Too Expensive","2008","1-pers.-HH","middle vocational","12","","",""
"Too Expensive","2008","1-pers.-HH","vocational + Abi","","","",""
"Too Expensive","2008","1-pers.-HH","higher vocational","3","","",""
"Too Expensive","2008","1-pers.-HH","higher education","2","","",""
"Too Expensive","2008","(Married) couple without C. ","in school","","","",""
"Too Expensive","2008","(Married) couple without C. ","inadequately","","","",""
"Too Expensive","2008","(Married) couple without C. ","general elemantary","","","",""
"Too Expensive","2008","(Married) couple without C. ","middle vocational","22","","",""
"Too Expensive","2008","(Married) couple without C. ","vocational + Abi","","","",""
"Too Expensive","2008","(Married) couple without C. ","higher vocational","6","","",""
"Too Expensive","2008","(Married) couple without C. ","higher education","5","","",""
"Too Expensive","2008","Single parent ","in school","","","",""
"Too Expensive","2008","Single parent ","inadequately","","","",""
"Too Expensive","2008","Single parent ","general elemantary","1","","",""
"Too Expensive","2008","Single parent ","middle vocational","3","","",""
"Too Expensive","2008","Single parent ","vocational + Abi","","","",""
"Too Expensive","2008","Single parent ","higher vocational","","","",""
"Too Expensive","2008","Single parent ","higher education","","","",""
"Too Expensive","2008","Couple + C. LE 16 ","in school","","","",""
"Too Expensive","2008","Couple + C. LE 16 ","inadequately","","","",""
"Too Expensive","2008","Couple + C. LE 16 ","general elemantary","1","","",""
"Too Expensive","2008","Couple + C. LE 16 ","middle vocational","17","","",""
"Too Expensive","2008","Couple + C. LE 16 ","vocational + Abi","4","","",""
"Too Expensive","2008","Couple + C. LE 16 ","higher vocational","3","","",""
"Too Expensive","2008","Couple + C. LE 16 ","higher education","2","","",""
"Too Expensive","2008","Couple + C. GT 16 ","in school","1","","",""
"Too Expensive","2008","Couple + C. GT 16 ","inadequately","1","","",""
"Too Expensive","2008","Couple + C. GT 16 ","general elemantary","1","","",""
"Too Expensive","2008","Couple + C. GT 16 ","middle vocational","25","","",""
"Too Expensive","2008","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Too Expensive","2008","Couple + C. GT 16 ","higher vocational","3","","",""
"Too Expensive","2008","Couple + C. GT 16 ","higher education","8","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","in school","1","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","inadequately","","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","general elemantary","2","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","middle vocational","5","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","higher vocational","1","","",""
"Too Expensive","2008","Couple + C. LE and GT 16","higher education","","","",""
"Very Inexpensive","2009","1-pers.-HH","in school","","","",""
"Very Inexpensive","2009","1-pers.-HH","inadequately","","","",""
"Very Inexpensive","2009","1-pers.-HH","general elemantary","13","","",""
"Very Inexpensive","2009","1-pers.-HH","middle vocational","65","0.141619694123712","0.109369924322419","0.173869463925005"
"Very Inexpensive","2009","1-pers.-HH","vocational + Abi","4","","",""
"Very Inexpensive","2009","1-pers.-HH","higher vocational","8","","",""
"Very Inexpensive","2009","1-pers.-HH","higher education","25","","",""
"Very Inexpensive","2009","(Married) couple without C. ","in school","1","","",""
