"hlf0094","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence"
"Reasonable","1990","general elemantary","Urban Area","196","0.290850095128611","0.25555428432844","0.326145905928781"
"Reasonable","1990","general elemantary","Rural Area","89","0.301352439187881","0.247798679436673","0.354906198939088"
"Reasonable","1990","middle vocational","Urban Area","538","0.353080088845593","0.328722972156191","0.377437205534995"
"Reasonable","1990","middle vocational","Rural Area","217","0.378527698486451","0.339156962417262","0.417898434555641"
"Reasonable","1990","vocational + Abi","Urban Area","34","0.373806471771265","0.269721808796833","0.477891134745697"
"Reasonable","1990","vocational + Abi","Rural Area","8","","",""
"Reasonable","1990","higher vocational","Urban Area","83","0.394971741139776","0.329167936767703","0.460775545511849"
"Reasonable","1990","higher vocational","Rural Area","25","","",""
"Reasonable","1990","higher education","Urban Area","110","0.389620183712624","0.333781511028282","0.445458856396965"
"Reasonable","1990","higher education","Rural Area","21","","",""
"Slightly Expensive","1990","in school","Urban Area","4","","",""
"Slightly Expensive","1990","in school","Rural Area","2","","",""
"Slightly Expensive","1990","inadequately","Urban Area","2","","",""
"Slightly Expensive","1990","inadequately","Rural Area","3","","",""
"Slightly Expensive","1990","general elemantary","Urban Area","38","0.045708001044538","0.0294765895200549","0.0619394125690211"
"Slightly Expensive","1990","general elemantary","Rural Area","19","","",""
"Slightly Expensive","1990","middle vocational","Urban Area","88","0.058577296472434","0.046609312478127","0.0705452804667411"
"Slightly Expensive","1990","middle vocational","Rural Area","44","0.0826774632430852","0.0603227853376006","0.10503214114857"
"Slightly Expensive","1990","vocational + Abi","Urban Area","5","","",""
"Slightly Expensive","1990","vocational + Abi","Rural Area","","","",""
"Slightly Expensive","1990","higher vocational","Urban Area","13","","",""
"Slightly Expensive","1990","higher vocational","Rural Area","7","","",""
"Slightly Expensive","1990","higher education","Urban Area","22","","",""
"Slightly Expensive","1990","higher education","Rural Area","5","","",""
"Too Expensive","1990","in school","Urban Area","","","",""
"Too Expensive","1990","in school","Rural Area","1","","",""
"Too Expensive","1990","inadequately","Urban Area","","","",""
"Too Expensive","1990","inadequately","Rural Area","","","",""
"Too Expensive","1990","general elemantary","Urban Area","9","","",""
"Too Expensive","1990","general elemantary","Rural Area","1","","",""
"Too Expensive","1990","middle vocational","Urban Area","10","","",""
"Too Expensive","1990","middle vocational","Rural Area","8","","",""
"Too Expensive","1990","vocational + Abi","Urban Area","1","","",""
"Too Expensive","1990","vocational + Abi","Rural Area","","","",""
"Too Expensive","1990","higher vocational","Urban Area","6","","",""
"Too Expensive","1990","higher vocational","Rural Area","1","","",""
"Too Expensive","1990","higher education","Urban Area","3","","",""
"Too Expensive","1990","higher education","Rural Area","1","","",""
"Very Inexpensive","1991","in school","Urban Area","5","","",""
"Very Inexpensive","1991","in school","Rural Area","3","","",""
"Very Inexpensive","1991","inadequately","Urban Area","5","","",""
"Very Inexpensive","1991","inadequately","Rural Area","4","","",""
"Very Inexpensive","1991","general elemantary","Urban Area","113","0.196443385617529","0.165093753101366","0.227793018133692"
"Very Inexpensive","1991","general elemantary","Rural Area","49","0.154517706909985","0.120433938702669","0.188601475117301"
"Very Inexpensive","1991","middle vocational","Urban Area","267","0.170483960611459","0.152040186695992","0.188927734526926"
"Very Inexpensive","1991","middle vocational","Rural Area","120","0.122050824761128","0.10377202042684","0.140329629095417"
"Very Inexpensive","1991","vocational + Abi","Urban Area","12","","",""
"Very Inexpensive","1991","vocational + Abi","Rural Area","5","","",""
"Very Inexpensive","1991","higher vocational","Urban Area","34","0.145015610517862","0.0995094029602246","0.1905218180755"
"Very Inexpensive","1991","higher vocational","Rural Area","8","","",""
"Very Inexpensive","1991","higher education","Urban Area","69","0.2286513682543","0.183679808914056","0.273622927594544"
"Very Inexpensive","1991","higher education","Rural Area","13","","",""
"Inexpensive","1991","in school","Urban Area","22","","",""
"Inexpensive","1991","in school","Rural Area","5","","",""
"Inexpensive","1991","inadequately","Urban Area","13","","",""
"Inexpensive","1991","inadequately","Rural Area","7","","",""
"Inexpensive","1991","general elemantary","Urban Area","211","0.361942367494402","0.324023516023008","0.399861218965796"
"Inexpensive","1991","general elemantary","Rural Area","137","0.333070130875193","0.28862602786116","0.377514233889225"
"Inexpensive","1991","middle vocational","Urban Area","542","0.345356902807531","0.322036717354026","0.368677088261036"
"Inexpensive","1991","middle vocational","Rural Area","335","0.314720199452609","0.288788020415389","0.340652378489829"
"Inexpensive","1991","vocational + Abi","Urban Area","36","0.366771047986999","0.268825540362211","0.464716555611788"
"Inexpensive","1991","vocational + Abi","Rural Area","9","","",""
"Inexpensive","1991","higher vocational","Urban Area","79","0.350843275953801","0.289167370823177","0.412519181084424"
"Inexpensive","1991","higher vocational","Rural Area","48","0.407580896891543","0.33120242479438","0.483959368988706"
"Inexpensive","1991","higher education","Urban Area","103","0.316114219203743","0.266324521414729","0.365903916992757"
"Inexpensive","1991","higher education","Rural Area","62","0.207102861025596","0.16249412328118","0.251711598770011"
"Reasonable","1991","in school","Urban Area","21","","",""
"Reasonable","1991","in school","Rural Area","8","","",""
"Reasonable","1991","inadequately","Urban Area","23","","",""
"Reasonable","1991","inadequately","Rural Area","15","","",""
"Reasonable","1991","general elemantary","Urban Area","230","0.355008713860477","0.317251326170766","0.392766101550188"
"Reasonable","1991","general elemantary","Rural Area","155","0.368061771543529","0.322583506554407","0.41354003653265"
"Reasonable","1991","middle vocational","Urban Area","619","0.393905475498423","0.369941336931426","0.41786961406542"
"Reasonable","1991","middle vocational","Rural Area","387","0.342772241995308","0.316268724990105","0.369275759000511"
"Reasonable","1991","vocational + Abi","Urban Area","37","0.430853886684854","0.330210901152238","0.531496872217471"
"Reasonable","1991","vocational + Abi","Rural Area","13","","",""
"Reasonable","1991","higher vocational","Urban Area","98","0.446722320348039","0.382472106967166","0.510972533728913"
"Reasonable","1991","higher vocational","Rural Area","61","0.368555722314791","0.293571718846174","0.443539725783408"
"Reasonable","1991","higher education","Urban Area","121","0.36479655840808","0.313249074117225","0.416344042698934"
"Reasonable","1991","higher education","Rural Area","97","0.369097718362702","0.315976235558089","0.422219201167314"
"Slightly Expensive","1991","in school","Urban Area","2","","",""
"Slightly Expensive","1991","in school","Rural Area","3","","",""
"Slightly Expensive","1991","inadequately","Urban Area","","","",""
"Slightly Expensive","1991","inadequately","Rural Area","8","","",""
"Slightly Expensive","1991","general elemantary","Urban Area","46","0.0673930921318249","0.0476114420858486","0.0871747421778012"
"Slightly Expensive","1991","general elemantary","Rural Area","62","0.105502960919107","0.0765343283464158","0.134471593491798"
"Slightly Expensive","1991","middle vocational","Urban Area","121","0.0636884041916468","0.0517117360079523","0.0756650723753412"
"Slightly Expensive","1991","middle vocational","Rural Area","238","0.137897631446737","0.11864453618746","0.157150726706013"
"Slightly Expensive","1991","vocational + Abi","Urban Area","8","","",""
"Slightly Expensive","1991","vocational + Abi","Rural Area","5","","",""
"Slightly Expensive","1991","higher vocational","Urban Area","15","","",""
"Slightly Expensive","1991","higher vocational","Rural Area","27","","",""
"Slightly Expensive","1991","higher education","Urban Area","28","","",""
"Slightly Expensive","1991","higher education","Rural Area","83","0.204416599063467","0.160023098084771","0.248810100042163"
"Too Expensive","1991","in school","Urban Area","","","",""
"Too Expensive","1991","in school","Rural Area","2","","",""
"Too Expensive","1991","inadequately","Urban Area","","","",""
"Too Expensive","1991","inadequately","Rural Area","2","","",""
"Too Expensive","1991","general elemantary","Urban Area","17","","",""
"Too Expensive","1991","general elemantary","Rural Area","29","","",""
"Too Expensive","1991","middle vocational","Urban Area","48","0.0265652568909403","0.0186783617949999","0.0344521519868807"
"Too Expensive","1991","middle vocational","Rural Area","152","0.0825591023442183","0.0671912115281893","0.0979269931602474"
"Too Expensive","1991","vocational + Abi","Urban Area","","","",""
"Too Expensive","1991","vocational + Abi","Rural Area","3","","",""
"Too Expensive","1991","higher vocational","Urban Area","4","","",""
"Too Expensive","1991","higher vocational","Rural Area","15","","",""
"Too Expensive","1991","higher education","Urban Area","14","","",""
"Too Expensive","1991","higher education","Rural Area","62","0.146974352606837","0.107996286990849","0.185952418222825"
"Very Inexpensive","1992","in school","Urban Area","8","","",""
"Very Inexpensive","1992","in school","Rural Area","1","","",""
"Very Inexpensive","1992","inadequately","Urban Area","3","","",""
"Very Inexpensive","1992","inadequately","Rural Area","4","","",""
"Very Inexpensive","1992","general elemantary","Urban Area","101","0.187790760982685","0.156034373063235","0.219547148902135"
"Very Inexpensive","1992","general elemantary","Rural Area","56","0.159411063218309","0.124107045751619","0.194715080685"
"Very Inexpensive","1992","middle vocational","Urban Area","257","0.177141950299942","0.158208457091765","0.19607544350812"
"Very Inexpensive","1992","middle vocational","Rural Area","130","0.145996043928491","0.125658697032726","0.166333390824256"
"Very Inexpensive","1992","vocational + Abi","Urban Area","14","","",""
"Very Inexpensive","1992","vocational + Abi","Rural Area","7","","",""
"Very Inexpensive","1992","higher vocational","Urban Area","35","0.14810066108983","0.10249247818417","0.193708843995491"
"Very Inexpensive","1992","higher vocational","Rural Area","16","","",""
"Very Inexpensive","1992","higher education","Urban Area","61","0.208946217330192","0.165539853830633","0.252352580829751"
"Very Inexpensive","1992","higher education","Rural Area","19","","",""
"Inexpensive","1992","in school","Urban Area","20","","",""
"Inexpensive","1992","in school","Rural Area","9","","",""
"Inexpensive","1992","inadequately","Urban Area","14","","",""
"Inexpensive","1992","inadequately","Rural Area","6","","",""
"Inexpensive","1992","general elemantary","Urban Area","208","0.357122059048434","0.318160832071783","0.396083286025085"
"Inexpensive","1992","general elemantary","Rural Area","111","0.292055449306112","0.248201839938561","0.335909058673663"
"Inexpensive","1992","middle vocational","Urban Area","527","0.351042437316701","0.327372585677326","0.374712288956075"
"Inexpensive","1992","middle vocational","Rural Area","365","0.337756112527823","0.310516282128764","0.364995942926883"
"Inexpensive","1992","vocational + Abi","Urban Area","28","","",""
"Inexpensive","1992","vocational + Abi","Rural Area","12","","",""
"Inexpensive","1992","higher vocational","Urban Area","75","0.327959663800152","0.267679001258212","0.388240326342092"
"Inexpensive","1992","higher vocational","Rural Area","46","0.339884538807529","0.266026936525816","0.413742141089241"
"Inexpensive","1992","higher education","Urban Area","108","0.303084904775164","0.254016128224672","0.352153681325656"
