"hlf0094","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"Reasonable","2005","1-pers.-HH","Female","200","0.449248271260359","0.40423062217863","0.494265920342089"
"Reasonable","2005","(Married) couple without C. ","Male","876","0.46846722685008","0.445691499078835","0.491242954621325"
"Reasonable","2005","(Married) couple without C. ","Female","895","0.472345279736075","0.449705908619718","0.494984650852431"
"Reasonable","2005","Single parent ","Male","76","0.56001363558427","0.477493563160589","0.642533708007951"
"Reasonable","2005","Single parent ","Female","115","0.551418388212021","0.48446978564415","0.618366990779891"
"Reasonable","2005","Couple + C. LE 16 ","Male","582","0.589159489186281","0.558802718035761","0.619516260336801"
"Reasonable","2005","Couple + C. LE 16 ","Female","612","0.589998393689015","0.5602636001928","0.619733187185231"
"Reasonable","2005","Couple + C. GT 16 ","Male","636","0.489700611301986","0.462975082703759","0.516426139900212"
"Reasonable","2005","Couple + C. GT 16 ","Female","559","0.484130058684789","0.455913392316693","0.512346725052885"
"Reasonable","2005","Couple + C. LE and GT 16","Male","310","0.503708710137315","0.462149359586776","0.545268060687855"
"Reasonable","2005","Couple + C. LE and GT 16","Female","303","0.490979725504805","0.449425995367146","0.532533455642465"
"Slightly Expensive","2005","1-pers.-HH","Male","23","","",""
"Slightly Expensive","2005","1-pers.-HH","Female","40","0.0691430619681489","0.0461827680213013","0.0921033559149965"
"Slightly Expensive","2005","(Married) couple without C. ","Male","128","0.06815944778867","0.0566567034442545","0.0796621921330855"
"Slightly Expensive","2005","(Married) couple without C. ","Female","129","0.0682243057700553","0.0567906554367469","0.0796579561033638"
"Slightly Expensive","2005","Single parent ","Male","11","","",""
"Slightly Expensive","2005","Single parent ","Female","21","","",""
"Slightly Expensive","2005","Couple + C. LE 16 ","Male","104","0.102714068268294","0.0839821220282782","0.121446014508311"
"Slightly Expensive","2005","Couple + C. LE 16 ","Female","111","0.111974833415586","0.0929105896527051","0.131039077178468"
"Slightly Expensive","2005","Couple + C. GT 16 ","Male","138","0.0802552791443642","0.0657301864244281","0.0947803718643003"
"Slightly Expensive","2005","Couple + C. GT 16 ","Female","127","0.0832750327663753","0.0676747847292215","0.0988752808035291"
"Slightly Expensive","2005","Couple + C. LE and GT 16","Male","32","0.062004699063621","0.0419589020376176","0.0820504960896243"
"Slightly Expensive","2005","Couple + C. LE and GT 16","Female","37","0.0692778422027167","0.0481712607535242","0.0903844236519091"
"Too Expensive","2005","1-pers.-HH","Male","1","","",""
"Too Expensive","2005","1-pers.-HH","Female","10","","",""
"Too Expensive","2005","(Married) couple without C. ","Male","15","","",""
"Too Expensive","2005","(Married) couple without C. ","Female","17","","",""
"Too Expensive","2005","Single parent ","Male","5","","",""
"Too Expensive","2005","Single parent ","Female","5","","",""
"Too Expensive","2005","Couple + C. LE 16 ","Male","14","","",""
"Too Expensive","2005","Couple + C. LE 16 ","Female","12","","",""
"Too Expensive","2005","Couple + C. GT 16 ","Male","24","","",""
"Too Expensive","2005","Couple + C. GT 16 ","Female","21","","",""
"Too Expensive","2005","Couple + C. LE and GT 16","Male","9","","",""
"Too Expensive","2005","Couple + C. LE and GT 16","Female","10","","",""
"Very Inexpensive","2006","1-pers.-HH","Male","48","0.116198101200638","0.0840619849066894","0.148334217494587"
"Very Inexpensive","2006","1-pers.-HH","Female","65","0.112765048943636","0.0860123547379751","0.139517743149296"
"Very Inexpensive","2006","(Married) couple without C. ","Male","270","0.12591747987017","0.111913775239293","0.139921184501047"
"Very Inexpensive","2006","(Married) couple without C. ","Female","266","0.121809175355709","0.108073386621165","0.135544964090254"
"Very Inexpensive","2006","Single parent ","Male","18","","",""
"Very Inexpensive","2006","Single parent ","Female","27","","",""
"Very Inexpensive","2006","Couple + C. LE 16 ","Male","78","0.0722210775040011","0.0565715595115093","0.0878705954964929"
"Very Inexpensive","2006","Couple + C. LE 16 ","Female","82","0.0678940855689852","0.0530346253007847","0.0827535458371856"
"Very Inexpensive","2006","Couple + C. GT 16 ","Male","142","0.112605410908115","0.0961173812240259","0.129093440592204"
"Very Inexpensive","2006","Couple + C. GT 16 ","Female","150","0.135686899098277","0.116845125255283","0.154528672941271"
"Very Inexpensive","2006","Couple + C. LE and GT 16","Male","68","0.110467939446623","0.0844352269058803","0.136500651987366"
"Very Inexpensive","2006","Couple + C. LE and GT 16","Female","59","0.0885948741686495","0.0643111522958685","0.11287859604143"
"Inexpensive","2006","1-pers.-HH","Male","130","0.332525767003531","0.285281804735179","0.379769729271883"
"Inexpensive","2006","1-pers.-HH","Female","169","0.315103541721085","0.275811911274862","0.354395172167307"
"Inexpensive","2006","(Married) couple without C. ","Male","714","0.331215329955087","0.311348796987627","0.351081862922547"
"Inexpensive","2006","(Married) couple without C. ","Female","714","0.32150997092155","0.301894980008766","0.341124961834334"
"Inexpensive","2006","Single parent ","Male","53","0.369734593748444","0.295168407456371","0.444300780040518"
"Inexpensive","2006","Single parent ","Female","73","0.276175225337275","0.220303817098575","0.332046633575975"
"Inexpensive","2006","Couple + C. LE 16 ","Male","249","0.243572380906559","0.217621957838929","0.26952280397419"
"Inexpensive","2006","Couple + C. LE 16 ","Female","253","0.230615217694757","0.205734081497747","0.255496353891768"
"Inexpensive","2006","Couple + C. GT 16 ","Male","406","0.302662712519906","0.278700238959507","0.326625186080305"
"Inexpensive","2006","Couple + C. GT 16 ","Female","338","0.261996437193927","0.237803187821702","0.286189686566153"
"Inexpensive","2006","Couple + C. LE and GT 16","Male","122","0.236107883265471","0.200838996527095","0.271376770003846"
"Inexpensive","2006","Couple + C. LE and GT 16","Female","131","0.289685615405163","0.25092024044969","0.328450990360636"
"Reasonable","2006","1-pers.-HH","Male","162","0.4247294733384","0.375160642997098","0.474298303679703"
"Reasonable","2006","1-pers.-HH","Female","249","0.474301494647853","0.43206804406059","0.516534945235117"
"Reasonable","2006","(Married) couple without C. ","Male","978","0.450820405175497","0.42981733944997","0.471823470901024"
"Reasonable","2006","(Married) couple without C. ","Female","1001","0.462515518781209","0.441576068666292","0.483454968896126"
"Reasonable","2006","Single parent ","Male","77","0.448103635770271","0.371287376695855","0.524919894844687"
"Reasonable","2006","Single parent ","Female","126","0.518416727871547","0.4559777568531","0.580855698889995"
"Reasonable","2006","Couple + C. LE 16 ","Male","595","0.560751475181371","0.530746926322717","0.590756024040025"
"Reasonable","2006","Couple + C. LE 16 ","Female","630","0.554395556303123","0.525036705065033","0.583754407541213"
"Reasonable","2006","Couple + C. GT 16 ","Male","698","0.481742968613197","0.455680770819601","0.507805166406794"
"Reasonable","2006","Couple + C. GT 16 ","Female","616","0.472580622827644","0.445112228338553","0.500049017316734"
"Reasonable","2006","Couple + C. LE and GT 16","Male","302","0.532154992700623","0.490717777240338","0.573592208160908"
"Reasonable","2006","Couple + C. LE and GT 16","Female","284","0.52716296127224","0.48449681599481","0.569829106549671"
"Slightly Expensive","2006","1-pers.-HH","Male","39","0.117949422985411","0.0856041318821614","0.15029471408866"
"Slightly Expensive","2006","1-pers.-HH","Female","47","0.0883023583010945","0.0643044983164808","0.112300218285708"
"Slightly Expensive","2006","(Married) couple without C. ","Male","170","0.0791026152234721","0.0677099652705548","0.0904952651763894"
"Slightly Expensive","2006","(Married) couple without C. ","Female","173","0.0817137999138557","0.0702096141557961","0.0932179856719154"
"Slightly Expensive","2006","Single parent ","Male","9","","",""
"Slightly Expensive","2006","Single parent ","Female","17","","",""
"Slightly Expensive","2006","Couple + C. LE 16 ","Male","110","0.111106676122348","0.0921071997067397","0.130106152537957"
"Slightly Expensive","2006","Couple + C. LE 16 ","Female","117","0.134100904605334","0.113972751453923","0.154229057756745"
"Slightly Expensive","2006","Couple + C. GT 16 ","Male","149","0.0949087219110944","0.0796214498329839","0.110195993989205"
"Slightly Expensive","2006","Couple + C. GT 16 ","Female","145","0.115294907652744","0.0977228909904383","0.132866924315051"
"Slightly Expensive","2006","Couple + C. LE and GT 16","Male","61","0.112737334402221","0.0864721485492135","0.139002520255229"
"Slightly Expensive","2006","Couple + C. LE and GT 16","Female","48","0.0830530524676867","0.0594697227497624","0.106636382185611"
"Too Expensive","2006","1-pers.-HH","Male","3","","",""
"Too Expensive","2006","1-pers.-HH","Female","7","","",""
"Too Expensive","2006","(Married) couple without C. ","Male","24","","",""
"Too Expensive","2006","(Married) couple without C. ","Female","24","","",""
"Too Expensive","2006","Single parent ","Male","4","","",""
"Too Expensive","2006","Single parent ","Female","3","","",""
"Too Expensive","2006","Couple + C. LE 16 ","Male","19","","",""
"Too Expensive","2006","Couple + C. LE 16 ","Female","19","","",""
"Too Expensive","2006","Couple + C. GT 16 ","Male","17","","",""
"Too Expensive","2006","Couple + C. GT 16 ","Female","20","","",""
"Too Expensive","2006","Couple + C. LE and GT 16","Male","4","","",""
"Too Expensive","2006","Couple + C. LE and GT 16","Female","4","","",""
"Very Inexpensive","2007","1-pers.-HH","Male","46","0.116369963975078","0.0828232320945512","0.149916695855606"
"Very Inexpensive","2007","1-pers.-HH","Female","62","0.115123715708807","0.0876909183018479","0.142556513115766"
"Very Inexpensive","2007","(Married) couple without C. ","Male","232","0.109246309991836","0.0956728905126699","0.122819729471003"
"Very Inexpensive","2007","(Married) couple without C. ","Female","231","0.105022689928023","0.0917317643380129","0.118313615518033"
"Very Inexpensive","2007","Single parent ","Male","15","","",""
"Very Inexpensive","2007","Single parent ","Female","23","","",""
"Very Inexpensive","2007","Couple + C. LE 16 ","Male","67","0.0622647977853682","0.0470191516525814","0.0775104439181551"
"Very Inexpensive","2007","Couple + C. LE 16 ","Female","70","0.0669403346781371","0.0514813886020159","0.0823992807542582"
"Very Inexpensive","2007","Couple + C. GT 16 ","Male","161","0.115206410359366","0.0981817003641394","0.132231120354593"
"Very Inexpensive","2007","Couple + C. GT 16 ","Female","140","0.112565756448067","0.094615797948988","0.130515714947146"
"Very Inexpensive","2007","Couple + C. LE and GT 16","Male","36","0.0755777025921655","0.0527713786168098","0.0983840265675211"
"Very Inexpensive","2007","Couple + C. LE and GT 16","Female","30","0.0424527630860467","0.0247448857724162","0.0601606403996772"
"Inexpensive","2007","1-pers.-HH","Male","125","0.370204581220062","0.319690183909531","0.420718978530593"
"Inexpensive","2007","1-pers.-HH","Female","158","0.30099141146529","0.261567044656173","0.340415778274407"
"Inexpensive","2007","(Married) couple without C. ","Male","671","0.334990918660679","0.314453901195698","0.355527936125661"
"Inexpensive","2007","(Married) couple without C. ","Female","668","0.326296419014891","0.305970591914254","0.346622246115528"
"Inexpensive","2007","Single parent ","Male","49","0.349671502187203","0.275781681595713","0.423561322778693"
"Inexpensive","2007","Single parent ","Female","68","0.330150525089935","0.269506683047753","0.390794367132116"
"Inexpensive","2007","Couple + C. LE 16 ","Male","272","0.294486444223072","0.265727709830849","0.323245178615294"
"Inexpensive","2007","Couple + C. LE 16 ","Female","277","0.274024103207091","0.246435054995185","0.301613151418997"
"Inexpensive","2007","Couple + C. GT 16 ","Male","368","0.263941545311813","0.240438158571162","0.287444932052463"
"Inexpensive","2007","Couple + C. GT 16 ","Female","324","0.247774524995373","0.223255987861664","0.272293062129081"
"Inexpensive","2007","Couple + C. LE and GT 16","Male","114","0.203535454657664","0.168795719758768","0.238275189556561"
"Inexpensive","2007","Couple + C. LE and GT 16","Female","117","0.233068593813901","0.195936147745836","0.270201039881967"
"Reasonable","2007","1-pers.-HH","Male","144","0.402714517207946","0.351406627187706","0.454022407228186"
"Reasonable","2007","1-pers.-HH","Female","255","0.506322548597647","0.463350931303071","0.549294165892223"
"Reasonable","2007","(Married) couple without C. ","Male","955","0.469325436728914","0.447610515936438","0.49104035752139"
"Reasonable","2007","(Married) couple without C. ","Female","971","0.483537906023001","0.461873732086042","0.505202079959961"
"Reasonable","2007","Single parent ","Male","79","0.456278187551972","0.379100576466289","0.533455798637655"
"Reasonable","2007","Single parent ","Female","101","0.384266952272714","0.321539904097328","0.4469940004481"
"Reasonable","2007","Couple + C. LE 16 ","Male","517","0.529408509368625","0.497916387161465","0.560900631575786"
"Reasonable","2007","Couple + C. LE 16 ","Female","543","0.546923915540398","0.516132457007121","0.577715374073675"
"Reasonable","2007","Couple + C. GT 16 ","Male","678","0.532118324609822","0.505511530913422","0.558725118306221"
"Reasonable","2007","Couple + C. GT 16 ","Female","579","0.517167083410903","0.488787495637068","0.545546671184737"
"Reasonable","2007","Couple + C. LE and GT 16","Male","303","0.590429993310428","0.548000141165357","0.6328598454555"
"Reasonable","2007","Couple + C. LE and GT 16","Female","295","0.573269014852878","0.529829022190435","0.616709007515322"
"Slightly Expensive","2007","1-pers.-HH","Male","33","0.101317197841617","0.0697497600625066","0.132884635620727"
"Slightly Expensive","2007","1-pers.-HH","Female","36","0.0659967485723807","0.0446573643449674","0.0873361327997939"
"Slightly Expensive","2007","(Married) couple without C. ","Male","146","0.0689184679087206","0.0578962566450524","0.0799406791723888"
"Slightly Expensive","2007","(Married) couple without C. ","Female","151","0.0694093400100336","0.0583915130474579","0.0804271669726092"
