"hlf0094","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Reasonable","1996","Employed","1-pers.-HH","38","0.367661842867491","0.27587210431363","0.459451581421352","3"
"Reasonable","1996","Employed","(Married) couple without C. ","282","0.429674826332783","0.391793306307388","0.467556346358179","3"
"Reasonable","1996","Employed","Single parent ","62","0.54062967574216","0.451465812636089","0.629793538848231","3"
"Reasonable","1996","Employed","Couple + C. LE 16 ","450","0.452581458930866","0.420946595565366","0.484216322296366","3"
"Reasonable","1996","Employed","Couple + C. GT 16 ","329","0.370697469811104","0.337578515763157","0.403816423859051","3"
"Reasonable","1996","Employed","Couple + C. LE and GT 16","229","0.537904361804621","0.489821364423245","0.585987359185998","3"
"Slightly Expensive","1996","Not Employed","(Married) couple without C. ","29","","","","4"
"Slightly Expensive","1996","Not Employed","1-pers.-HH","6","","","","4"
"Slightly Expensive","1996","Not Employed","Single parent ","5","","","","4"
"Slightly Expensive","1996","Not Employed","Couple + C. LE 16 ","21","","","","4"
"Slightly Expensive","1996","Not Employed","Couple + C. GT 16 ","33","0.0725687937464202","0.04714537797335","0.0979922095194903","4"
"Slightly Expensive","1996","Not Employed","Couple + C. LE and GT 16","12","","","","4"
"Slightly Expensive","1996","Employed","1-pers.-HH","11","","","","4"
"Slightly Expensive","1996","Employed","(Married) couple without C. ","65","0.103584271849972","0.0802659219890831","0.126902621710861","4"
"Slightly Expensive","1996","Employed","Couple + C. LE 16 ","111","0.113993902120649","0.093795500744211","0.134192303497087","4"
"Slightly Expensive","1996","Employed","Single parent ","7","","","","4"
"Slightly Expensive","1996","Employed","Couple + C. GT 16 ","68","0.067327368035003","0.0501444270700706","0.0845103089999354","4"
"Slightly Expensive","1996","Employed","Couple + C. LE and GT 16","27","","","","4"
"Too Expensive","1996","Not Employed","1-pers.-HH","4","","","","5"
"Too Expensive","1996","Not Employed","Single parent ","","","","","5"
"Too Expensive","1996","Not Employed","(Married) couple without C. ","3","","","","5"
"Too Expensive","1996","Not Employed","Couple + C. LE 16 ","6","","","","5"
"Too Expensive","1996","Not Employed","Couple + C. GT 16 ","6","","","","5"
"Too Expensive","1996","Not Employed","Couple + C. LE and GT 16","3","","","","5"
"Too Expensive","1996","Employed","1-pers.-HH","5","","","","5"
"Too Expensive","1996","Employed","(Married) couple without C. ","8","","","","5"
"Too Expensive","1996","Employed","Single parent ","","","","","5"
"Too Expensive","1996","Employed","Couple + C. LE 16 ","16","","","","5"
"Too Expensive","1996","Employed","Couple + C. GT 16 ","21","","","","5"
"Too Expensive","1996","Employed","Couple + C. LE and GT 16","10","","","","5"
"Very Inexpensive","1996","Not Employed","1-pers.-HH","40","0.207972705393781","0.148846222167868","0.267099188619693","1"
"Very Inexpensive","1996","Not Employed","(Married) couple without C. ","126","0.207933745797912","0.177318380303162","0.238549111292661","1"
"Very Inexpensive","1996","Not Employed","Single parent ","5","","","","1"
"Very Inexpensive","1996","Not Employed","Couple + C. LE 16 ","23","","","","1"
"Very Inexpensive","1996","Not Employed","Couple + C. GT 16 ","77","0.23329917060004","0.19185268993505","0.274745651265031","1"
"Very Inexpensive","1996","Not Employed","Couple + C. LE and GT 16","14","","","","1"
"Very Inexpensive","1996","Employed","1-pers.-HH","17","","","","1"
"Very Inexpensive","1996","Employed","(Married) couple without C. ","99","0.158803917730116","0.130835016955166","0.186772818505067","1"
"Very Inexpensive","1996","Employed","Single parent ","11","","","","1"
"Very Inexpensive","1996","Employed","Couple + C. LE 16 ","91","0.112665359333916","0.0925699547758356","0.132760763891997","1"
"Very Inexpensive","1996","Employed","Couple + C. GT 16 ","131","0.182675240261854","0.156179611256952","0.209170869266756","1"
"Very Inexpensive","1996","Employed","Couple + C. LE and GT 16","35","0.124007736554229","0.0922208793599593","0.1557945937485","1"
"Inexpensive","1997","Not Employed","1-pers.-HH","62","0.302730431887472","0.237402383186626","0.368058480588317","2"
"Inexpensive","1997","Not Employed","(Married) couple without C. ","283","0.392187428914115","0.356425309144883","0.427949548683346","2"
"Inexpensive","1997","Not Employed","Couple + C. GT 16 ","142","0.365621819629345","0.31860148243324","0.41264215682545","2"
"Inexpensive","1997","Not Employed","Couple + C. LE and GT 16","50","0.261099344886305","0.195457650253924","0.326741039518687","2"
"Inexpensive","1997","Not Employed","Single parent ","18","","","","2"
"Inexpensive","1997","Not Employed","Couple + C. LE 16 ","62","0.284935223149626","0.225824013836064","0.344046432463188","2"
"Inexpensive","1997","Employed","1-pers.-HH","32","0.404653746559029","0.305954716740565","0.503352776377492","2"
"Inexpensive","1997","Employed","(Married) couple without C. ","212","0.318733171228771","0.283475056668843","0.3539912857887","2"
"Inexpensive","1997","Employed","Couple + C. LE 16 ","232","0.250197961727534","0.22199470996877","0.278401213486298","2"
"Inexpensive","1997","Employed","Single parent ","40","0.322743040781599","0.238387761273079","0.40709832029012","2"
"Inexpensive","1997","Employed","Couple + C. LE and GT 16","124","0.287765137701753","0.246029257534992","0.329501017868514","2"
"Inexpensive","1997","Employed","Couple + C. GT 16 ","262","0.350412412411429","0.318167686272656","0.382657138550203","2"
"Reasonable","1997","Not Employed","1-pers.-HH","78","0.414233726684233","0.344192103858558","0.484275349509908","3"
"Reasonable","1997","Not Employed","(Married) couple without C. ","288","0.389667714176271","0.353946849430422","0.42538857892212","3"
"Reasonable","1997","Not Employed","Single parent ","33","0.496070967161884","0.367397000431145","0.624744933892623","3"
"Reasonable","1997","Not Employed","Couple + C. LE 16 ","113","0.509121544752877","0.443654640426907","0.574588449078847","3"
"Reasonable","1997","Not Employed","Couple + C. GT 16 ","169","0.365030931842277","0.318026729590761","0.412035134093794","3"
"Reasonable","1997","Not Employed","Couple + C. LE and GT 16","73","0.38145453161762","0.308862145552288","0.454046917682952","3"
"Reasonable","1997","Employed","1-pers.-HH","35","0.34678088499483","0.251073972496432","0.442487797493228","3"
"Reasonable","1997","Employed","(Married) couple without C. ","269","0.36664830954554","0.330186842271024","0.403109776820057","3"
"Reasonable","1997","Employed","Couple + C. LE 16 ","456","0.515614685696807","0.483072844964798","0.548156526428816","3"
"Reasonable","1997","Employed","Single parent ","53","0.407202995735507","0.318555684062309","0.495850307408706","3"
"Reasonable","1997","Employed","Couple + C. LE and GT 16","234","0.487905794995651","0.441824805889116","0.533986784102185","3"
"Reasonable","1997","Employed","Couple + C. GT 16 ","370","0.401626225770801","0.368494245005519","0.434758206536084","3"
"Slightly Expensive","1997","Not Employed","1-pers.-HH","9","","","","4"
"Slightly Expensive","1997","Not Employed","(Married) couple without C. ","15","","","","4"
"Slightly Expensive","1997","Not Employed","Single parent ","4","","","","4"
"Slightly Expensive","1997","Not Employed","Couple + C. LE 16 ","21","","","","4"
"Slightly Expensive","1997","Not Employed","Couple + C. GT 16 ","23","","","","4"
"Slightly Expensive","1997","Not Employed","Couple + C. LE and GT 16","18","","","","4"
"Slightly Expensive","1997","Employed","Couple + C. LE 16 ","119","0.113173277580036","0.0925444130197182","0.133802142140355","4"
"Slightly Expensive","1997","Employed","1-pers.-HH","10","","","","4"
"Slightly Expensive","1997","Employed","(Married) couple without C. ","55","0.0843985793819783","0.0633652691212628","0.105431889642694","4"
"Slightly Expensive","1997","Employed","Single parent ","9","","","","4"
"Slightly Expensive","1997","Employed","Couple + C. GT 16 ","52","0.042989297250473","0.029280837433414","0.0566977570675319","4"
"Slightly Expensive","1997","Employed","Couple + C. LE and GT 16","39","0.0782246755215592","0.053469654593259","0.102979696449859","4"
"Too Expensive","1997","Not Employed","(Married) couple without C. ","5","","","","5"
"Too Expensive","1997","Not Employed","Single parent ","","","","","5"
"Too Expensive","1997","Not Employed","Couple + C. LE 16 ","4","","","","5"
"Too Expensive","1997","Not Employed","1-pers.-HH","2","","","","5"
"Too Expensive","1997","Not Employed","Couple + C. GT 16 ","1","","","","5"
"Too Expensive","1997","Not Employed","Couple + C. LE and GT 16","5","","","","5"
"Too Expensive","1997","Employed","1-pers.-HH","1","","","","5"
"Too Expensive","1997","Employed","(Married) couple without C. ","19","","","","5"
"Too Expensive","1997","Employed","Single parent ","6","","","","5"
"Too Expensive","1997","Employed","Couple + C. LE 16 ","11","","","","5"
"Too Expensive","1997","Employed","Couple + C. GT 16 ","6","","","","5"
"Too Expensive","1997","Employed","Couple + C. LE and GT 16","20","","","","5"
"Very Inexpensive","1997","Not Employed","1-pers.-HH","39","0.221195892180311","0.162179326118254","0.280212458242367","1"
"Very Inexpensive","1997","Not Employed","(Married) couple without C. ","125","0.189052701859282","0.160372689133002","0.217732714585562","1"
"Very Inexpensive","1997","Not Employed","Single parent ","3","","","","1"
"Very Inexpensive","1997","Not Employed","Couple + C. LE 16 ","24","","","","1"
"Very Inexpensive","1997","Not Employed","Couple + C. GT 16 ","68","0.227185422943539","0.186275990761626","0.268094855125452","1"
"Very Inexpensive","1997","Not Employed","Couple + C. LE and GT 16","26","","","","1"
"Very Inexpensive","1997","Employed","1-pers.-HH","17","","","","1"
"Very Inexpensive","1997","Employed","(Married) couple without C. ","116","0.186106378944644","0.15665868553524","0.215554072354049","1"
"Very Inexpensive","1997","Employed","Couple + C. LE 16 ","88","0.110677347778514","0.0902485391019919","0.131106156455035","1"
"Very Inexpensive","1997","Employed","Single parent ","10","","","","1"
"Very Inexpensive","1997","Employed","Couple + C. LE and GT 16","35","0.106680416413987","0.0782210876859463","0.135139745142028","1"
"Very Inexpensive","1997","Employed","Couple + C. GT 16 ","151","0.196719500911886","0.169853228621399","0.223585773202373","1"
"Inexpensive","1998","Not Employed","(Married) couple without C. ","370","0.418166404258325","0.386413592386659","0.449919216129991","2"
"Inexpensive","1998","Not Employed","1-pers.-HH","82","0.336318713401872","0.276916824275268","0.395720602528475","2"
"Inexpensive","1998","Not Employed","Couple + C. LE and GT 16","56","0.295011296811522","0.232430165540356","0.357592428082688","2"
"Inexpensive","1998","Not Employed","Couple + C. GT 16 ","138","0.333683359237979","0.289115531431215","0.378251187044743","2"
"Inexpensive","1998","Not Employed","Single parent ","28","","","","2"
"Inexpensive","1998","Not Employed","Couple + C. LE 16 ","77","0.236936528129811","0.186497918114985","0.287375138144638","2"
"Inexpensive","1998","Employed","1-pers.-HH","37","0.329083992048599","0.244303771314062","0.413864212783136","2"
"Inexpensive","1998","Employed","(Married) couple without C. ","228","0.275383731103955","0.244154593009382","0.306612869198527","2"
"Inexpensive","1998","Employed","Couple + C. LE 16 ","312","0.285478372306645","0.258095169608824","0.312861575004467","2"
"Inexpensive","1998","Employed","Single parent ","47","0.353719381494072","0.268877914338363","0.438560848649781","2"
"Inexpensive","1998","Employed","Couple + C. LE and GT 16","118","0.246418836811214","0.206910207785355","0.285927465837073","2"
"Inexpensive","1998","Employed","Couple + C. GT 16 ","281","0.280774407959755","0.252625077375796","0.308923738543714","2"
"Reasonable","1998","Not Employed","1-pers.-HH","91","0.390638532503076","0.329294829529075","0.451982235477077","3"
"Reasonable","1998","Not Employed","(Married) couple without C. ","339","0.336209864429524","0.305798994282597","0.366620734576451","3"
"Reasonable","1998","Not Employed","Single parent ","30","0.35873436081482","0.248709169014029","0.468759552615611","3"
"Reasonable","1998","Not Employed","Couple + C. LE 16 ","122","0.468759463751639","0.409564140689825","0.527954786813453","3"
"Reasonable","1998","Not Employed","Couple + C. LE and GT 16","99","0.475727999216934","0.407196426900329","0.544259571533538","3"
"Reasonable","1998","Not Employed","Couple + C. GT 16 ","175","0.363554143533993","0.3180889395093","0.409019347558686","3"
"Reasonable","1998","Employed","(Married) couple without C. ","313","0.406040797203405","0.371708729386376","0.440372865020434","3"
"Reasonable","1998","Employed","Couple + C. LE 16 ","504","0.482354874413184","0.452058591614775","0.512651157211594","3"
"Reasonable","1998","Employed","1-pers.-HH","48","0.426532709324174","0.337297225249771","0.515768193398576","3"
"Reasonable","1998","Employed","Single parent ","37","0.304274689584394","0.222631494698481","0.385917884470306","3"
"Reasonable","1998","Employed","Couple + C. LE and GT 16","230","0.501786898483122","0.455945567162265","0.547628229803979","3"
"Reasonable","1998","Employed","Couple + C. GT 16 ","465","0.467661520091909","0.436406736681806","0.498916303502012","3"
"Slightly Expensive","1998","Not Employed","1-pers.-HH","16","","","","4"
"Slightly Expensive","1998","Not Employed","(Married) couple without C. ","39","0.0312287354484186","0.0200318806199563","0.0424255902768809","4"
"Slightly Expensive","1998","Not Employed","Single parent ","4","","","","4"
"Slightly Expensive","1998","Not Employed","Couple + C. LE 16 ","34","0.119351084206434","0.0808935571585892","0.157808611254278","4"
"Slightly Expensive","1998","Not Employed","Couple + C. GT 16 ","30","0.0540423991533808","0.032671784704033","0.0754130136027286","4"
"Slightly Expensive","1998","Not Employed","Couple + C. LE and GT 16","16","","","","4"
"Slightly Expensive","1998","Employed","Couple + C. LE 16 ","103","0.0886723981403195","0.0714369954438542","0.105907800836785","4"
"Slightly Expensive","1998","Employed","Single parent ","20","","","","4"
"Slightly Expensive","1998","Employed","1-pers.-HH","10","","","","4"
