"hlf0094","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Very Inexpensive","2005","higher education","Male","181","0.130003024254801","0.112668994260837","0.147337054248766","1"
"Very Inexpensive","2005","higher education","Female","101","0.0997721255089354","0.0816963486173132","0.117847902400558","1"
"Inexpensive","2006","general elemantary","Female","268","0.357780234132143","0.323966787051807","0.391593681212479","2"
"Inexpensive","2006","middle vocational","Male","848","0.320877614394667","0.303474667103389","0.338280561685945","2"
"Inexpensive","2006","middle vocational","Female","879","0.282775648778117","0.266834833373665","0.298716464182568","2"
"Inexpensive","2006","vocational + Abi","Male","62","0.295645772066936","0.235345655752718","0.355945888381154","2"
"Inexpensive","2006","vocational + Abi","Female","100","0.259515773105985","0.215555923793871","0.303475622418099","2"
"Inexpensive","2006","higher vocational","Male","180","0.306742062010909","0.269782093638478","0.343702030383339","2"
"Inexpensive","2006","higher vocational","Female","113","0.266244202776055","0.222983680572264","0.309504724979846","2"
"Inexpensive","2006","higher education","Male","470","0.285039825572625","0.263184750055798","0.306894901089451","2"
"Inexpensive","2006","higher education","Female","312","0.2809668648861","0.25510135158814","0.30683237818406","2"
"Inexpensive","2006","in school","Male","53","0.26320988800196","0.205281079164232","0.321138696839689","2"
"Inexpensive","2006","in school","Female","48","0.301812109780883","0.236711374467346","0.36691284509442","2"
"Inexpensive","2006","inadequately","Male","3","","","","2"
"Inexpensive","2006","inadequately","Female","5","","","","2"
"Inexpensive","2006","general elemantary","Male","90","0.266647951266934","0.220120556660926","0.313175345872942","2"
"Reasonable","2006","general elemantary","Female","351","0.439233289818503","0.404224413058017","0.474242166578988","3"
"Reasonable","2006","middle vocational","Male","1326","0.463480748421811","0.444890397984778","0.482071098858844","3"
"Reasonable","2006","middle vocational","Female","1511","0.494328875720433","0.476631695114244","0.512026056326622","3"
"Reasonable","2006","vocational + Abi","Male","110","0.463795785118655","0.397898843143854","0.529692727093456","3"
"Reasonable","2006","vocational + Abi","Female","192","0.504854843322529","0.454716966305558","0.554992720339499","3"
"Reasonable","2006","higher vocational","Male","299","0.503868434973905","0.463795190608531","0.54394167933928","3"
"Reasonable","2006","higher vocational","Female","208","0.510822673141707","0.461896173375552","0.559749172907862","3"
"Reasonable","2006","higher education","Male","797","0.489066322376722","0.464865799023526","0.513266845729918","3"
"Reasonable","2006","higher education","Female","591","0.491705230085939","0.462935927712792","0.520474532459085","3"
"Reasonable","2006","in school","Male","112","0.462211971624138","0.396627992335483","0.527795950912793","3"
"Reasonable","2006","in school","Female","104","0.522574989692602","0.451738292976995","0.593411686408208","3"
"Reasonable","2006","inadequately","Male","8","","","","3"
"Reasonable","2006","inadequately","Female","12","","","","3"
"Reasonable","2006","general elemantary","Male","190","0.544373171492832","0.491972560041354","0.596773782944309","3"
"Slightly Expensive","2006","general elemantary","Female","59","0.0704970341954704","0.052439840606432","0.0885542277845088","4"
"Slightly Expensive","2006","middle vocational","Male","271","0.0958238259075354","0.0848503969988731","0.106797254816198","4"
"Slightly Expensive","2006","middle vocational","Female","286","0.0977217966400728","0.0872111854645693","0.108232407815576","4"
"Slightly Expensive","2006","vocational + Abi","Female","39","0.117897908855227","0.0855587375818795","0.150237080128574","4"
"Slightly Expensive","2006","higher vocational","Male","60","0.103061278715622","0.0786928992507847","0.12742965818046","4"
"Slightly Expensive","2006","higher vocational","Female","29","","","","4"
"Slightly Expensive","2006","vocational + Abi","Male","26","","","","4"
"Slightly Expensive","2006","higher education","Male","137","0.0824536032388582","0.0691374908846676","0.0957697155930489","4"
"Slightly Expensive","2006","higher education","Female","130","0.12288879700165","0.103995725339775","0.141781868663525","4"
"Slightly Expensive","2006","in school","Male","24","","","","4"
"Slightly Expensive","2006","in school","Female","17","","","","4"
"Slightly Expensive","2006","inadequately","Male","4","","","","4"
"Slightly Expensive","2006","inadequately","Female","7","","","","4"
"Slightly Expensive","2006","general elemantary","Male","31","0.0824078224132416","0.0534748918976651","0.111340752928818","4"
"Too Expensive","2006","in school","Male","4","","","","5"
"Too Expensive","2006","in school","Female","1","","","","5"
"Too Expensive","2006","inadequately","Male","","","","","5"
"Too Expensive","2006","inadequately","Female","","","","","5"
"Too Expensive","2006","general elemantary","Male","2","","","","5"
"Too Expensive","2006","general elemantary","Female","7","","","","5"
"Too Expensive","2006","middle vocational","Male","46","0.0163565101180829","0.0116277938536069","0.0210852263825588","5"
"Too Expensive","2006","middle vocational","Female","47","0.0142150969208502","0.0100249619767182","0.0184052318649821","5"
"Too Expensive","2006","vocational + Abi","Male","2","","","","5"
"Too Expensive","2006","vocational + Abi","Female","7","","","","5"
"Too Expensive","2006","higher vocational","Male","6","","","","5"
"Too Expensive","2006","higher vocational","Female","7","","","","5"
"Too Expensive","2006","higher education","Male","13","","","","5"
"Too Expensive","2006","higher education","Female","12","","","","5"
"Very Inexpensive","2006","in school","Male","29","","","","1"
"Very Inexpensive","2006","in school","Female","21","","","","1"
"Very Inexpensive","2006","inadequately","Male","2","","","","1"
"Very Inexpensive","2006","inadequately","Female","1","","","","1"
"Very Inexpensive","2006","general elemantary","Male","34","0.102472675860423","0.0705638200392927","0.134381531681554","1"
"Very Inexpensive","2006","general elemantary","Female","87","0.124287060879996","0.101015083655911","0.147559038104081","1"
"Very Inexpensive","2006","middle vocational","Male","273","0.103461301157903","0.0921072052109698","0.114815397104837","1"
"Very Inexpensive","2006","middle vocational","Female","343","0.110958581940528","0.0998411760532603","0.122075987827795","1"
"Very Inexpensive","2006","vocational + Abi","Male","20","","","","1"
"Very Inexpensive","2006","vocational + Abi","Female","44","0.10357629150916","0.0730198163130479","0.134132766705273","1"
"Very Inexpensive","2006","higher vocational","Male","53","0.078710773493429","0.0571277349929768","0.100293811993881","1"
"Very Inexpensive","2006","higher vocational","Female","44","0.101538468402529","0.0719759824023292","0.131100954402729","1"
"Very Inexpensive","2006","higher education","Male","222","0.136625791819858","0.119998386039994","0.153253197599723","1"
"Very Inexpensive","2006","higher education","Female","115","0.0948940038339927","0.0780289317039164","0.111759075964069","1"
"Inexpensive","2007","general elemantary","Female","221","0.3263412334213","0.290969840483417","0.361712626359184","2"
"Inexpensive","2007","middle vocational","Male","822","0.334456339006695","0.3162157221615","0.352696955851891","2"
"Inexpensive","2007","middle vocational","Female","847","0.300904688306435","0.284080748464414","0.317728628148456","2"
"Inexpensive","2007","vocational + Abi","Male","58","0.28754643320313","0.225587570776939","0.34950529562932","2"
"Inexpensive","2007","vocational + Abi","Female","115","0.303135021859403","0.255853967230166","0.35041607648864","2"
"Inexpensive","2007","higher vocational","Male","161","0.2731257165896","0.236864276886328","0.309387156292873","2"
"Inexpensive","2007","higher vocational","Female","108","0.317709340573197","0.269345275534511","0.366073405611883","2"
"Inexpensive","2007","higher education","Male","442","0.273876254279126","0.25165413657568","0.296098371982573","2"
"Inexpensive","2007","higher education","Female","297","0.250707493568854","0.225459072183183","0.275955914954524","2"
"Inexpensive","2007","in school","Male","38","0.230045854295205","0.173124125719208","0.286967582871201","2"
"Inexpensive","2007","in school","Female","48","0.207470963929875","0.150114320202375","0.264827607657375","2"
"Inexpensive","2007","inadequately","Male","2","","","","2"
"Inexpensive","2007","inadequately","Female","12","","","","2"
"Inexpensive","2007","general elemantary","Male","99","0.328807631372833","0.275911826957581","0.381703435788085","2"
"Reasonable","2007","general elemantary","Female","336","0.504326387944354","0.466608275541985","0.542044500346724","3"
"Reasonable","2007","middle vocational","Male","1266","0.481010796837597","0.461693866961694","0.5003277267135","3"
"Reasonable","2007","middle vocational","Female","1424","0.502005686778391","0.483665170999645","0.520346202557137","3"
"Reasonable","2007","vocational + Abi","Male","102","0.482592199289461","0.414188782528178","0.550995616050745","3"
"Reasonable","2007","vocational + Abi","Female","174","0.491075185147343","0.43964766456294","0.542502705731746","3"
"Reasonable","2007","higher vocational","Male","294","0.551923163268462","0.511451630595154","0.592394695941769","3"
"Reasonable","2007","higher vocational","Female","167","0.45052763935241","0.398843565589727","0.502211713115092","3"
"Reasonable","2007","higher education","Male","769","0.491473860918563","0.466561792543866","0.516385929293261","3"
"Reasonable","2007","higher education","Female","582","0.520530675362818","0.491428298844474","0.549633051881163","3"
"Reasonable","2007","in school","Male","119","0.489750986108051","0.422140012443994","0.557361959772107","3"
"Reasonable","2007","in school","Female","104","0.589569492435986","0.519989433008142","0.659149551863831","3"
"Reasonable","2007","inadequately","Male","8","","","","3"
"Reasonable","2007","inadequately","Female","10","","","","3"
"Reasonable","2007","general elemantary","Male","146","0.488877009441807","0.43259244730284","0.545161571580774","3"
"Slightly Expensive","2007","vocational + Abi","Male","21","","","","4"
"Slightly Expensive","2007","higher education","Female","122","0.108706473472768","0.0905737533929342","0.126839193552602","4"
"Slightly Expensive","2007","vocational + Abi","Female","36","0.111252950456574","0.0789055315196423","0.143600369393506","4"
"Slightly Expensive","2007","higher vocational","Male","55","0.0793573229300654","0.0573598318563795","0.101354814003751","4"
"Slightly Expensive","2007","higher vocational","Female","32","0.0769119998045799","0.0492335542228708","0.104590445386289","4"
"Slightly Expensive","2007","higher education","Male","126","0.0911599030507264","0.0768166189338276","0.105503187167625","4"
"Slightly Expensive","2007","general elemantary","Female","46","0.0620881710097195","0.0438835498968449","0.0802927921225942","4"
"Slightly Expensive","2007","middle vocational","Male","211","0.0824235901884624","0.0717912610351794","0.0930559193417454","4"
"Slightly Expensive","2007","middle vocational","Female","247","0.0931923497598532","0.0825290221190119","0.103855677400695","4"
"Slightly Expensive","2007","in school","Male","22","","","","4"
"Slightly Expensive","2007","in school","Female","18","","","","4"
