"hlf0094","year","e11103","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Slightly Expensive","2009","Part Time","in school","2","","","","4"
"Slightly Expensive","2009","Part Time","inadequately","","","","","4"
"Slightly Expensive","2009","Part Time","general elemantary","14","","","","4"
"Slightly Expensive","2009","Part Time","middle vocational","99","0.0897775470297622","0.0734463695218731","0.106108724537651","4"
"Slightly Expensive","2009","Part Time","vocational + Abi","13","","","","4"
"Slightly Expensive","2009","Part Time","higher vocational","15","","","","4"
"Slightly Expensive","2009","Part Time","higher education","43","0.073590175362735","0.0508175082919601","0.0963628424335099","4"
"Slightly Expensive","2009","Full Time","in school","","","","","4"
"Slightly Expensive","2009","Full Time","inadequately","3","","","","4"
"Slightly Expensive","2009","Full Time","middle vocational","179","0.107922815396983","0.0934840808348752","0.12236154995909","4"
"Slightly Expensive","2009","Full Time","vocational + Abi","18","","","","4"
"Slightly Expensive","2009","Full Time","higher vocational","42","0.117862779598968","0.0861843993222419","0.149541159875694","4"
"Slightly Expensive","2009","Full Time","higher education","104","0.0792647089517652","0.0642039733236052","0.0943254445799252","4"
"Slightly Expensive","2009","Full Time","general elemantary","24","","","","4"
"Too Expensive","2009","Full Time","in school","","","","","5"
"Too Expensive","2009","Full Time","inadequately","","","","","5"
"Too Expensive","2009","Full Time","general elemantary","5","","","","5"
"Too Expensive","2009","Full Time","middle vocational","24","","","","5"
"Too Expensive","2009","Full Time","vocational + Abi","6","","","","5"
"Too Expensive","2009","Part Time","higher vocational","2","","","","5"
"Too Expensive","2009","Part Time","higher education","3","","","","5"
"Too Expensive","2009","Not Working","in school","2","","","","5"
"Too Expensive","2009","Not Working","inadequately","1","","","","5"
"Too Expensive","2009","Not Working","general elemantary","6","","","","5"
"Too Expensive","2009","Not Working","middle vocational","12","","","","5"
"Too Expensive","2009","Not Working","vocational + Abi","1","","","","5"
"Too Expensive","2009","Not Working","higher vocational","6","","","","5"
"Too Expensive","2009","Not Working","higher education","5","","","","5"
"Too Expensive","2009","Full Time","higher vocational","2","","","","5"
"Too Expensive","2009","Full Time","higher education","10","","","","5"
"Too Expensive","2009","Part Time","in school","1","","","","5"
"Too Expensive","2009","Part Time","inadequately","","","","","5"
"Too Expensive","2009","Part Time","general elemantary","","","","","5"
"Too Expensive","2009","Part Time","middle vocational","22","","","","5"
"Too Expensive","2009","Part Time","vocational + Abi","2","","","","5"
"Very Inexpensive","2009","Not Working","in school","33","0.0802904701690205","0.0498930835587157","0.110687856779325","1"
"Very Inexpensive","2009","Not Working","inadequately","1","","","","1"
"Very Inexpensive","2009","Not Working","general elemantary","57","0.119957648489221","0.0908607906223321","0.149054506356111","1"
"Very Inexpensive","2009","Not Working","middle vocational","243","0.145216322519168","0.129432472273331","0.161000172765005","1"
"Very Inexpensive","2009","Not Working","vocational + Abi","16","","","","1"
"Very Inexpensive","2009","Not Working","higher vocational","28","","","","1"
"Very Inexpensive","2009","Not Working","higher education","96","0.131962600438357","0.107275269242567","0.156649931634147","1"
"Very Inexpensive","2009","Part Time","in school","5","","","","1"
"Very Inexpensive","2009","Part Time","inadequately","","","","","1"
"Very Inexpensive","2009","Part Time","general elemantary","17","","","","1"
"Very Inexpensive","2009","Part Time","middle vocational","144","0.119522047135746","0.100989158590205","0.138054935681286","1"
"Very Inexpensive","2009","Part Time","vocational + Abi","15","","","","1"
"Very Inexpensive","2009","Part Time","higher vocational","26","","","","1"
"Very Inexpensive","2009","Part Time","higher education","68","0.127066622545345","0.0980191269231297","0.15611411816756","1"
"Very Inexpensive","2009","Full Time","in school","","","","","1"
"Very Inexpensive","2009","Full Time","inadequately","1","","","","1"
"Very Inexpensive","2009","Full Time","middle vocational","168","0.105852880911172","0.0915367020637967","0.120169059758546","1"
"Very Inexpensive","2009","Full Time","vocational + Abi","19","","","","1"
"Very Inexpensive","2009","Full Time","higher vocational","30","0.0733962337017654","0.0477755642755658","0.0990169031279649","1"
"Very Inexpensive","2009","Full Time","higher education","154","0.107083229140175","0.0898445067791571","0.124321951501192","1"
"Very Inexpensive","2009","Full Time","general elemantary","9","","","","1"
"Inexpensive","2010","Full Time","in school","","","","","2"
"Inexpensive","2010","Full Time","inadequately","4","","","","2"
"Inexpensive","2010","Full Time","general elemantary","52","0.33193453900232","0.271208097452156","0.392660980552484","2"
"Inexpensive","2010","Full Time","middle vocational","590","0.266243346769225","0.247782362946534","0.284704330591915","2"
"Inexpensive","2010","Full Time","vocational + Abi","95","0.231317302490766","0.187140764202956","0.275493840778576","2"
"Inexpensive","2010","Not Working","higher vocational","81","0.292228097370323","0.237053968931714","0.347402225808932","2"
"Inexpensive","2010","Not Working","higher education","241","0.299711410859726","0.268103085464048","0.331319736255405","2"
"Inexpensive","2010","Full Time","higher vocational","151","0.319177791089137","0.27827706595215","0.360078516226124","2"
"Inexpensive","2010","Full Time","higher education","395","0.260945979090457","0.239111844630172","0.282780113550743","2"
"Inexpensive","2010","Part Time","in school","9","","","","2"
"Inexpensive","2010","Part Time","inadequately","3","","","","2"
"Inexpensive","2010","Part Time","general elemantary","44","0.176165991014428","0.117320113052881","0.235011868975976","2"
"Inexpensive","2010","Part Time","middle vocational","412","0.228697993053967","0.20776232837713","0.249633657730805","2"
"Inexpensive","2010","Part Time","vocational + Abi","73","0.314172890987885","0.259410143609125","0.368935638366646","2"
"Inexpensive","2010","Part Time","higher vocational","64","0.243907417972398","0.189689908660603","0.298124927284194","2"
"Inexpensive","2010","Part Time","higher education","172","0.266734839007668","0.233902479125916","0.29956719888942","2"
"Inexpensive","2010","Not Working","in school","112","0.274353797282763","0.229194163810387","0.319513430755139","2"
"Inexpensive","2010","Not Working","inadequately","6","","","","2"
"Inexpensive","2010","Not Working","general elemantary","153","0.29382877192873","0.254449407638209","0.33320813621925","2"
"Inexpensive","2010","Not Working","middle vocational","639","0.325996826017825","0.30582332048786","0.346170331547791","2"
"Inexpensive","2010","Not Working","vocational + Abi","61","0.311373862864921","0.24735869468056","0.375389031049281","2"
"Reasonable","2010","Full Time","in school","1","","","","3"
"Reasonable","2010","Full Time","vocational + Abi","189","0.582561564660559","0.530898376900735","0.634224752420383","3"
"Reasonable","2010","Full Time","higher vocational","252","0.507249783589398","0.463384376387426","0.55111519079137","3"
"Reasonable","2010","Full Time","higher education","841","0.540312094225827","0.515533511220451","0.565090677231203","3"
"Reasonable","2010","Part Time","in school","33","0.52499537348507","0.387942021775463","0.662048725194678","3"
"Reasonable","2010","Part Time","inadequately","7","","","","3"
"Reasonable","2010","Part Time","vocational + Abi","149","0.527151435857265","0.468250487932729","0.5860523837818","3"
"Reasonable","2010","Part Time","higher vocational","134","0.546074671369665","0.483217071421607","0.608932271317723","3"
"Reasonable","2010","Part Time","higher education","357","0.495298911969968","0.458181087860112","0.532416736079823","3"
"Reasonable","2010","Not Working","in school","192","0.56412628591657","0.513938161612244","0.614314410220895","3"
"Reasonable","2010","Not Working","inadequately","6","","","","3"
"Reasonable","2010","Not Working","general elemantary","253","0.484605086852446","0.441400428053337","0.527809745651555","3"
"Reasonable","2010","Full Time","inadequately","6","","","","3"
"Reasonable","2010","Full Time","general elemantary","127","0.48997680204628","0.425511677579735","0.554441926512825","3"
"Reasonable","2010","Full Time","middle vocational","1136","0.505496545595101","0.484614011717528","0.526379079472674","3"
"Reasonable","2010","Not Working","vocational + Abi","100","0.392191898620107","0.324695187187901","0.459688610052313","3"
"Reasonable","2010","Not Working","higher vocational","133","0.528005905430586","0.467441771697977","0.588570039163194","3"
"Reasonable","2010","Not Working","higher education","391","0.494591722410099","0.460096740562305","0.529086704257893","3"
"Reasonable","2010","Part Time","general elemantary","88","0.713235541987267","0.643377838728925","0.783093245245608","3"
"Reasonable","2010","Part Time","middle vocational","805","0.54398897547465","0.519161871299659","0.56881607964964","3"
"Reasonable","2010","Not Working","middle vocational","1019","0.474193789778679","0.452703884483401","0.495683695073956","3"
"Slightly Expensive","2010","Not Working","in school","25","","","","4"
"Slightly Expensive","2010","Not Working","inadequately","4","","","","4"
"Slightly Expensive","2010","Not Working","general elemantary","39","0.0747519062472863","0.0520162880712378","0.0974875244233348","4"
"Slightly Expensive","2010","Not Working","middle vocational","159","0.0690982180028883","0.058183084058374","0.0800133519474027","4"
"Slightly Expensive","2010","Not Working","vocational + Abi","19","","","","4"
"Slightly Expensive","2010","Not Working","higher vocational","24","","","","4"
"Slightly Expensive","2010","Not Working","higher education","54","0.0570291637223531","0.0410295699588774","0.0730287574858288","4"
"Slightly Expensive","2010","Part Time","in school","6","","","","4"
"Slightly Expensive","2010","Part Time","inadequately","","","","","4"
"Slightly Expensive","2010","Part Time","general elemantary","18","","","","4"
"Slightly Expensive","2010","Part Time","middle vocational","153","0.110619403902352","0.0949842259628509","0.126254581841854","4"
"Slightly Expensive","2010","Full Time","in school","","","","","4"
"Slightly Expensive","2010","Full Time","inadequately","1","","","","4"
"Slightly Expensive","2010","Part Time","vocational + Abi","31","0.0870989939566003","0.0538321223397954","0.120365865573405","4"
"Slightly Expensive","2010","Part Time","higher vocational","15","","","","4"
"Slightly Expensive","2010","Part Time","higher education","74","0.112520260397356","0.0890603531956694","0.135980167599042","4"
"Slightly Expensive","2010","Full Time","middle vocational","247","0.118446000210139","0.104949409010754","0.131942591409525","4"
"Slightly Expensive","2010","Full Time","higher education","158","0.0956498470246857","0.0810269631249186","0.110272730924453","4"
"Slightly Expensive","2010","Full Time","general elemantary","36","0.117058399245512","0.0756003005291856","0.158516497961839","4"
"Slightly Expensive","2010","Full Time","vocational + Abi","30","0.0926626435498271","0.0622852290125853","0.123040058087069","4"
"Slightly Expensive","2010","Full Time","higher vocational","47","0.0831059444208387","0.0588859833158839","0.107325905525793","4"
"Too Expensive","2010","Full Time","in school","","","","","5"
"Too Expensive","2010","Full Time","inadequately","","","","","5"
"Too Expensive","2010","Full Time","general elemantary","3","","","","5"
"Too Expensive","2010","Full Time","middle vocational","44","0.0185286635267807","0.0128961753153107","0.0241611517382507","5"
"Too Expensive","2010","Full Time","vocational + Abi","5","","","","5"
"Too Expensive","2010","Full Time","higher vocational","7","","","","5"
"Too Expensive","2010","Full Time","higher education","23","","","","5"
"Too Expensive","2010","Part Time","in school","1","","","","5"
"Too Expensive","2010","Part Time","inadequately","1","","","","5"
"Too Expensive","2010","Part Time","general elemantary","3","","","","5"
"Too Expensive","2010","Part Time","middle vocational","22","","","","5"
"Too Expensive","2010","Part Time","vocational + Abi","6","","","","5"
"Too Expensive","2010","Part Time","higher vocational","3","","","","5"
"Too Expensive","2010","Part Time","higher education","11","","","","5"
"Too Expensive","2010","Not Working","in school","5","","","","5"
"Too Expensive","2010","Not Working","inadequately","2","","","","5"
"Too Expensive","2010","Not Working","general elemantary","11","","","","5"
"Too Expensive","2010","Not Working","middle vocational","24","","","","5"
"Too Expensive","2010","Not Working","vocational + Abi","3","","","","5"
"Too Expensive","2010","Not Working","higher vocational","5","","","","5"
"Too Expensive","2010","Not Working","higher education","13","","","","5"
"Very Inexpensive","2010","Not Working","in school","41","0.105149869001874","0.0741034168496045","0.136196321154142","1"
"Very Inexpensive","2010","Not Working","inadequately","1","","","","1"
"Very Inexpensive","2010","Not Working","general elemantary","58","0.130735784182695","0.101592420862318","0.159879147503073","1"
"Very Inexpensive","2010","Not Working","middle vocational","233","0.116015725096196","0.102233338932788","0.129798111259604","1"
"Very Inexpensive","2010","Not Working","vocational + Abi","18","","","","1"
"Very Inexpensive","2010","Not Working","higher vocational","18","","","","1"
"Very Inexpensive","2010","Not Working","higher education","108","0.129568400247479","0.106398284863351","0.152738515631606","1"
"Very Inexpensive","2010","Part Time","in school","2","","","","1"
"Very Inexpensive","2010","Part Time","inadequately","","","","","1"
"Very Inexpensive","2010","Part Time","general elemantary","8","","","","1"
"Very Inexpensive","2010","Part Time","middle vocational","154","0.104626060907072","0.0893691887054437","0.1198829331087","1"
"Very Inexpensive","2010","Full Time","in school","","","","","1"
"Very Inexpensive","2010","Full Time","middle vocational","185","0.0912854438987536","0.0792557675800344","0.103315120217473","1"
"Very Inexpensive","2010","Full Time","vocational + Abi","31","0.0866759160781357","0.0571994276628695","0.116152404493402","1"
"Very Inexpensive","2010","Full Time","higher vocational","42","0.0691999636389881","0.0469320798002465","0.0914678474777297","1"
"Very Inexpensive","2010","Full Time","higher education","137","0.0912692720780822","0.0769506085436426","0.105587935612522","1"
"Very Inexpensive","2010","Part Time","vocational + Abi","17","","","","1"
"Very Inexpensive","2010","Part Time","higher vocational","25","","","","1"
"Very Inexpensive","2010","Part Time","higher education","83","0.112530456947229","0.0890696215808248","0.135991292313633","1"
"Very Inexpensive","2010","Full Time","general elemantary","13","","","","1"
"Very Inexpensive","2010","Full Time","inadequately","2","","","","1"
"Inexpensive","2011","Full Time","in school","3","","","","2"
"Inexpensive","2011","Full Time","inadequately","3","","","","2"
"Inexpensive","2011","Full Time","general elemantary","68","0.283221641929578","0.229378845075505","0.337064438783651","2"
"Inexpensive","2011","Full Time","middle vocational","703","0.282134169318791","0.264604822857388","0.299663515780193","2"
"Inexpensive","2011","Full Time","vocational + Abi","114","0.323546754434345","0.277175683223843","0.369917825644847","2"
"Inexpensive","2011","Full Time","higher vocational","180","0.308852347210697","0.271186733883651","0.346517960537742","2"
"Inexpensive","2011","Full Time","higher education","487","0.259751529475685","0.239550354996931","0.27995270395444","2"
"Inexpensive","2011","Part Time","in school","16","","","","2"
"Inexpensive","2011","Part Time","inadequately","2","","","","2"
"Inexpensive","2011","Part Time","general elemantary","68","0.308943329538947","0.250607441591449","0.367279217486446","2"
"Inexpensive","2011","Part Time","middle vocational","542","0.264273066324382","0.244393726013874","0.284152406634889","2"
"Inexpensive","2011","Part Time","vocational + Abi","102","0.241849698763344","0.197555046350243","0.286144351176445","2"
"Inexpensive","2011","Part Time","higher vocational","80","0.363202525536844","0.306771091668751","0.419633959404937","2"
"Inexpensive","2011","Part Time","higher education","242","0.281375945723425","0.251270016315474","0.311481875131375","2"
"Inexpensive","2011","Not Working","in school","113","0.207386758024842","0.169885477830843","0.244888038218842","2"
"Inexpensive","2011","Not Working","inadequately","13","","","","2"
"Inexpensive","2011","Not Working","general elemantary","203","0.285002238542307","0.251393055933502","0.318611421151112","2"
"Inexpensive","2011","Not Working","middle vocational","756","0.298960354461086","0.281202079625803","0.31671862929637","2"
"Inexpensive","2011","Not Working","vocational + Abi","68","0.230365988059553","0.176530895346506","0.2842010807726","2"
"Inexpensive","2011","Not Working","higher vocational","90","0.309155454135755","0.256418419507885","0.361892488763625","2"
"Inexpensive","2011","Not Working","higher education","292","0.330813980860187","0.300751927835197","0.360876033885176","2"
"Reasonable","2011","Not Working","in school","233","0.565829455269687","0.519983832711626","0.611675077827748","3"
"Reasonable","2011","Not Working","inadequately","17","","","","3"
"Reasonable","2011","Not Working","general elemantary","356","0.53413340650408","0.496993814477311","0.571272998530849","3"
"Reasonable","2011","Not Working","middle vocational","1300","0.497297914359478","0.477903067889659","0.516692760829297","3"
"Reasonable","2011","Full Time","in school","2","","","","3"
"Reasonable","2011","Full Time","middle vocational","1341","0.526352532296976","0.506904207064533","0.545800857529419","3"
"Reasonable","2011","Full Time","vocational + Abi","201","0.503996462329227","0.454438225887239","0.553554698771216","3"
"Reasonable","2011","Full Time","higher vocational","294","0.537600068347712","0.496953610009442","0.578246526685981","3"
"Reasonable","2011","Full Time","higher education","960","0.545530000787859","0.52259119877809","0.568468802797627","3"
"Reasonable","2011","Part Time","in school","32","0.45062338563407","0.322574429726836","0.578672341541304","3"
"Reasonable","2011","Part Time","inadequately","7","","","","3"
"Reasonable","2011","Not Working","vocational + Abi","116","0.518406484249711","0.454522839219101","0.58229012928032","3"
"Reasonable","2011","Not Working","higher vocational","138","0.488698267987697","0.431656087967873","0.545740448007521","3"
"Reasonable","2011","Not Working","higher education","467","0.467342639759147","0.435464354745643","0.499220924772651","3"
"Reasonable","2011","Full Time","inadequately","7","","","","3"
"Reasonable","2011","Full Time","general elemantary","150","0.590965826397499","0.532212436160309","0.649719216634688","3"
"Reasonable","2011","Part Time","general elemantary","130","0.5384414298136","0.475502085560073","0.601380774067127","3"
"Reasonable","2011","Part Time","middle vocational","967","0.523286840745755","0.500769574347983","0.545804107143526","3"
"Reasonable","2011","Part Time","vocational + Abi","187","0.532367458470581","0.480754473132059","0.583980443809102","3"
"Reasonable","2011","Part Time","higher vocational","151","0.538812995852367","0.480320042359208","0.597305949345526","3"
"Reasonable","2011","Part Time","higher education","431","0.479594226165817","0.446146568759077","0.513041883572557","3"
"Slightly Expensive","2011","Not Working","higher vocational","26","","","","4"
"Slightly Expensive","2011","Not Working","higher education","70","0.090552702975179","0.072217203003628","0.10888820294673","4"
"Slightly Expensive","2011","Not Working","middle vocational","186","0.0725873376225151","0.0625228973243493","0.0826517779206809","4"
"Slightly Expensive","2011","Not Working","vocational + Abi","24","","","","4"
"Slightly Expensive","2011","Not Working","in school","43","0.0816105215609237","0.0562877377671672","0.10693330535468","4"
"Slightly Expensive","2011","Not Working","inadequately","9","","","","4"
"Slightly Expensive","2011","Not Working","general elemantary","57","0.0694745196997507","0.0505441809677881","0.0884048584317133","4"
"Slightly Expensive","2011","Part Time","in school","3","","","","4"
"Slightly Expensive","2011","Part Time","inadequately","","","","","4"
"Slightly Expensive","2011","Part Time","general elemantary","23","","","","4"
"Slightly Expensive","2011","Part Time","middle vocational","183","0.108339339775195","0.0943270185632282","0.122351660987161","4"
"Slightly Expensive","2011","Part Time","vocational + Abi","30","0.0749816243040888","0.0477387159819676","0.10222453262621","4"
"Slightly Expensive","2011","Part Time","higher vocational","20","","","","4"
"Slightly Expensive","2011","Part Time","higher education","72","0.0973593053161147","0.0775118940964171","0.117206716535812","4"
"Slightly Expensive","2011","Full Time","in school","","","","","4"
"Slightly Expensive","2011","Full Time","inadequately","2","","","","4"
"Slightly Expensive","2011","Full Time","general elemantary","26","","","","4"
"Slightly Expensive","2011","Full Time","middle vocational","262","0.103054900266105","0.091212670182149","0.114897130350062","4"
"Slightly Expensive","2011","Full Time","vocational + Abi","38","0.0942651747190176","0.0653026855742491","0.123227663863786","4"
"Slightly Expensive","2011","Full Time","higher vocational","54","0.0797746839306274","0.0576863069214211","0.101863060939834","4"
"Slightly Expensive","2011","Full Time","higher education","163","0.0800556347174302","0.0675534607444264","0.092557808690434","4"
"Too Expensive","2011","Full Time","in school","","","","","5"
"Too Expensive","2011","Full Time","inadequately","","","","","5"
"Too Expensive","2011","Full Time","general elemantary","7","","","","5"
"Too Expensive","2011","Full Time","middle vocational","50","0.0175336509812128","0.0124214106635925","0.0226458912988331","5"
"Too Expensive","2011","Full Time","vocational + Abi","7","","","","5"
"Too Expensive","2011","Part Time","higher vocational","2","","","","5"
"Too Expensive","2011","Part Time","higher education","6","","","","5"
"Too Expensive","2011","Not Working","in school","11","","","","5"
"Too Expensive","2011","Not Working","inadequately","","","","","5"
"Too Expensive","2011","Not Working","general elemantary","13","","","","5"
"Too Expensive","2011","Not Working","middle vocational","32","0.016010046930433","0.0111413323207811","0.0208787615400848","5"
"Too Expensive","2011","Not Working","vocational + Abi","2","","","","5"
"Too Expensive","2011","Not Working","higher vocational","7","","","","5"
"Too Expensive","2011","Not Working","higher education","13","","","","5"
"Too Expensive","2011","Full Time","higher vocational","2","","","","5"
"Too Expensive","2011","Full Time","higher education","24","","","","5"
"Too Expensive","2011","Part Time","in school","1","","","","5"
"Too Expensive","2011","Part Time","inadequately","","","","","5"
"Too Expensive","2011","Part Time","general elemantary","6","","","","5"
"Too Expensive","2011","Part Time","middle vocational","25","","","","5"
"Too Expensive","2011","Part Time","vocational + Abi","7","","","","5"
"Very Inexpensive","2011","Not Working","in school","49","0.12860990830193","0.0976450965917294","0.15957472001213","1"
"Very Inexpensive","2011","Not Working","inadequately","2","","","","1"
"Very Inexpensive","2011","Not Working","general elemantary","64","0.102615594259549","0.0800224115134142","0.125208777005683","1"
"Very Inexpensive","2011","Not Working","middle vocational","279","0.115144346626488","0.102762648584222","0.127526044668753","1"
"Very Inexpensive","2011","Not Working","vocational + Abi","25","","","","1"
"Very Inexpensive","2011","Not Working","higher vocational","34","0.110027136948998","0.074318327458841","0.145735946439156","1"
"Very Inexpensive","2011","Not Working","higher education","99","0.101286828689408","0.0820097899833765","0.120563867395439","1"
"Very Inexpensive","2011","Part Time","in school","6","","","","1"
"Very Inexpensive","2011","Part Time","inadequately","1","","","","1"
"Very Inexpensive","2011","Part Time","general elemantary","14","","","","1"
"Very Inexpensive","2011","Full Time","in school","","","","","1"
"Very Inexpensive","2011","Full Time","general elemantary","18","","","","1"
"Very Inexpensive","2011","Full Time","middle vocational","176","0.0709247471369155","0.060926115135397","0.080923379138434","1"
"Very Inexpensive","2011","Full Time","vocational + Abi","31","0.0637029284870925","0.0394956345461024","0.0879102224280827","1"
"Very Inexpensive","2011","Full Time","higher vocational","48","0.0726228475737411","0.0514660951124495","0.0937796000350328","1"
"Very Inexpensive","2011","Full Time","higher education","176","0.100764263926266","0.0868967423332645","0.114631785519268","1"
"Very Inexpensive","2011","Part Time","middle vocational","173","0.0952391470235411","0.0820051254529368","0.108473168594145","1"
"Very Inexpensive","2011","Part Time","vocational + Abi","33","0.118600345508134","0.0851554162402406","0.152045274776028","1"
"Very Inexpensive","2011","Part Time","higher vocational","26","","","","1"
"Very Inexpensive","2011","Part Time","higher education","106","0.133461688482466","0.110693426926072","0.15622995003886","1"
"Very Inexpensive","2011","Full Time","inadequately","","","","","1"
"Inexpensive","2012","Full Time","middle vocational","669","0.279325561430319","0.261519531860394","0.297131591000245","2"
"Inexpensive","2012","Full Time","vocational + Abi","112","0.275392149214607","0.232099542887264","0.31868475554195","2"
"Inexpensive","2012","Not Working","higher vocational","96","0.305707160896702","0.253045012238419","0.358369309554985","2"
"Inexpensive","2012","Not Working","higher education","308","0.337372148315067","0.307210744562038","0.367533552068096","2"
"Inexpensive","2012","Full Time","in school","","","","","2"
"Inexpensive","2012","Full Time","inadequately","3","","","","2"
"Inexpensive","2012","Full Time","general elemantary","76","0.295804635757314","0.239786704071988","0.351822567442641","2"
"Inexpensive","2012","Full Time","higher vocational","169","0.254199458223056","0.219532923111027","0.288865993335085","2"
"Inexpensive","2012","Full Time","higher education","493","0.266206356459106","0.245604652412544","0.286808060505668","2"
"Inexpensive","2012","Part Time","in school","20","","","","2"
"Inexpensive","2012","Part Time","inadequately","2","","","","2"
"Inexpensive","2012","Part Time","general elemantary","74","0.298722325020692","0.241986557571376","0.355458092470009","2"
"Inexpensive","2012","Part Time","middle vocational","548","0.278245883585663","0.257803042555739","0.298688724615586","2"
"Inexpensive","2012","Part Time","vocational + Abi","111","0.308121970175693","0.261012197234415","0.35523174311697","2"
"Inexpensive","2012","Part Time","higher vocational","78","0.336241232356221","0.274512486753066","0.397969977959376","2"
"Inexpensive","2012","Part Time","higher education","266","0.299798607635043","0.269629843416393","0.329967371853694","2"
"Inexpensive","2012","Not Working","in school","138","0.264952519492194","0.224041900276941","0.305863138707447","2"
"Inexpensive","2012","Not Working","inadequately","8","","","","2"
"Inexpensive","2012","Not Working","general elemantary","217","0.326675758952835","0.290621050160149","0.362730467745522","2"
"Inexpensive","2012","Not Working","middle vocational","756","0.292480656329596","0.274775849213082","0.31018546344611","2"
"Inexpensive","2012","Not Working","vocational + Abi","51","0.203657118885945","0.148928275212266","0.258385962559624","2"
"Reasonable","2012","Not Working","in school","214","0.471082193685484","0.424808222922069","0.517356164448898","3"
"Reasonable","2012","Not Working","inadequately","18","","","","3"
"Reasonable","2012","Not Working","general elemantary","319","0.505751523972673","0.46731601095495","0.544187036990397","3"
"Reasonable","2012","Not Working","middle vocational","1301","0.507308900042276","0.487850950818381","0.526766849266171","3"
"Reasonable","2012","Not Working","vocational + Abi","103","0.513700982913023","0.445776972830407","0.58162499299564","3"
"Reasonable","2012","Not Working","higher vocational","135","0.502494375919633","0.445341376701882","0.559647375137384","3"
"Reasonable","2012","Not Working","higher education","426","0.444245475584388","0.412548698608884","0.475942252559892","3"
"Reasonable","2012","Full Time","in school","","","","","3"
"Reasonable","2012","Full Time","inadequately","12","","","","3"
"Reasonable","2012","Full Time","vocational + Abi","218","0.526051851330448","0.477660680585641","0.574443022075255","3"
"Reasonable","2012","Full Time","higher vocational","330","0.588064302091155","0.548877583165254","0.627251021017055","3"
"Reasonable","2012","Full Time","higher education","943","0.543821859802073","0.520605050926504","0.567038668677641","3"
"Reasonable","2012","Part Time","in school","35","0.465462620556873","0.346906199660905","0.584019041452841","3"
"Reasonable","2012","Part Time","inadequately","11","","","","3"
"Reasonable","2012","Part Time","general elemantary","125","0.493011357903306","0.431037909265083","0.554984806541529","3"
"Reasonable","2012","Part Time","middle vocational","942","0.515605682642644","0.492808004916137","0.53840336036915","3"
"Reasonable","2012","Part Time","vocational + Abi","199","0.517212124560943","0.466226536363496","0.568197712758391","3"
"Reasonable","2012","Part Time","higher vocational","114","0.522678311791092","0.457413414963781","0.587943208618402","3"
"Reasonable","2012","Part Time","higher education","440","0.488941327290037","0.456026241983743","0.521856412596331","3"
"Reasonable","2012","Full Time","general elemantary","128","0.523745145492382","0.462445535155025","0.58504475582974","3"
"Reasonable","2012","Full Time","middle vocational","1297","0.519049638442364","0.499220823251278","0.53887845363345","3"
"Slightly Expensive","2012","Part Time","middle vocational","175","0.105783086282386","0.0917529529086318","0.11981321965614","4"
"Slightly Expensive","2012","Part Time","vocational + Abi","22","","","","4"
"Slightly Expensive","2012","Part Time","higher vocational","15","","","","4"
"Slightly Expensive","2012","Part Time","higher education","78","0.0868871577635172","0.0683402611554216","0.105434054371613","4"
"Slightly Expensive","2012","Not Working","in school","47","0.117903541727916","0.0880073552205629","0.147799728235269","4"
"Slightly Expensive","2012","Not Working","inadequately","3","","","","4"
"Slightly Expensive","2012","Not Working","general elemantary","47","0.0676337569105278","0.0483289065571926","0.0869386072638631","4"
"Slightly Expensive","2012","Not Working","middle vocational","184","0.0802501079441955","0.0696763064785671","0.0908239094098238","4"
"Slightly Expensive","2012","Not Working","vocational + Abi","21","","","","4"
"Slightly Expensive","2012","Not Working","higher vocational","25","","","","4"
"Slightly Expensive","2012","Not Working","higher education","62","0.0621283158979887","0.0467298095437977","0.0775268222521796","4"
"Slightly Expensive","2012","Part Time","in school","8","","","","4"
"Slightly Expensive","2012","Part Time","inadequately","3","","","","4"
"Slightly Expensive","2012","Part Time","general elemantary","29","","","","4"
"Slightly Expensive","2012","Full Time","in school","","","","","4"
"Slightly Expensive","2012","Full Time","inadequately","1","","","","4"
"Slightly Expensive","2012","Full Time","general elemantary","31","0.102525463087102","0.0652944427538525","0.139756483420352","4"
"Slightly Expensive","2012","Full Time","middle vocational","244","0.10814533734964","0.0958201612159915","0.120470513483288","4"
"Slightly Expensive","2012","Full Time","vocational + Abi","45","0.127375394780015","0.0950649500501898","0.159685839509839","4"
"Slightly Expensive","2012","Full Time","higher vocational","49","0.0647759130585494","0.0451795086908758","0.0843723174262231","4"
"Slightly Expensive","2012","Full Time","higher education","147","0.0779519073395154","0.0654551562218752","0.0904486584571557","4"
"Too Expensive","2012","Full Time","in school","","","","","5"
"Too Expensive","2012","Full Time","inadequately","1","","","","5"
"Too Expensive","2012","Full Time","general elemantary","3","","","","5"
"Too Expensive","2012","Full Time","middle vocational","50","0.0194759400076512","0.013991648481749","0.0249602315335534","5"
"Too Expensive","2012","Full Time","vocational + Abi","6","","","","5"
"Too Expensive","2012","Part Time","higher vocational","4","","","","5"
"Too Expensive","2012","Part Time","higher education","9","","","","5"
"Too Expensive","2012","Not Working","in school","3","","","","5"
"Too Expensive","2012","Not Working","inadequately","","","","","5"
"Too Expensive","2012","Not Working","general elemantary","12","","","","5"
"Too Expensive","2012","Not Working","middle vocational","33","0.0163343994599246","0.0114009714581468","0.0212678274617024","5"
