"hlf0071_h","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Just right","1999","Saxony-Anhalt","higher education","113","0.760936744664114","0.69245329172205","0.829420197606179"
"Just right","1999","Thuringia","in school","13","","",""
"Just right","1999","Thuringia","inadequately","","","",""
"Just right","1999","Thuringia","general elemantary","59","0.901149932031661","0.831726523946963","0.970573340116359"
"Just right","1999","Thuringia","middle vocational","353","0.792625123077727","0.754914075799709","0.830336170355744"
"Just right","1999","Thuringia","vocational + Abi","7","","",""
"Just right","1999","Thuringia","higher vocational","32","0.825802234786885","0.708264474235731","0.943339995338038"
"Just right","1999","Thuringia","higher education","96","0.731400458832559","0.656354736993354","0.806446180671763"
"A little too big","1999","Schleswig-Holstein","in school","1","","",""
"A little too big","1999","Schleswig-Holstein","inadequately","","","",""
"A little too big","1999","Schleswig-Holstein","general elemantary","6","","",""
"A little too big","1999","Schleswig-Holstein","middle vocational","21","","",""
"A little too big","1999","Schleswig-Holstein","vocational + Abi","1","","",""
"A little too big","1999","Schleswig-Holstein","higher vocational","1","","",""
"A little too big","1999","Schleswig-Holstein","higher education","8","","",""
"A little too big","1999","Hamburg","in school","","","",""
"A little too big","1999","Hamburg","inadequately","","","",""
"A little too big","1999","Hamburg","general elemantary","1","","",""
"A little too big","1999","Hamburg","middle vocational","4","","",""
"A little too big","1999","Hamburg","vocational + Abi","","","",""
"A little too big","1999","Hamburg","higher vocational","","","",""
"A little too big","1999","Hamburg","higher education","","","",""
"A little too big","1999","Lower Saxony","in school","1","","",""
"A little too big","1999","Lower Saxony","inadequately","","","",""
"A little too big","1999","Lower Saxony","general elemantary","17","","",""
"A little too big","1999","Lower Saxony","middle vocational","63","0.141551412187071","0.11342357538026","0.169679248993881"
"A little too big","1999","Lower Saxony","vocational + Abi","7","","",""
"A little too big","1999","Lower Saxony","higher vocational","9","","",""
"A little too big","1999","Lower Saxony","higher education","20","","",""
"A little too big","1999","Bremen","in school","","","",""
"A little too big","1999","Bremen","inadequately","","","",""
"A little too big","1999","Bremen","general elemantary","1","","",""
"A little too big","1999","Bremen","middle vocational","5","","",""
"A little too big","1999","Bremen","vocational + Abi","","","",""
"A little too big","1999","Bremen","higher vocational","","","",""
"A little too big","1999","Bremen","higher education","","","",""
"A little too big","1999","North Rhine-Westphalia","in school","6","","",""
"A little too big","1999","North Rhine-Westphalia","inadequately","1","","",""
"A little too big","1999","North Rhine-Westphalia","general elemantary","36","0.0773173376734731","0.0538589561508091","0.100775719196137"
"A little too big","1999","North Rhine-Westphalia","middle vocational","84","0.0862110946364314","0.0710754402490442","0.101346749023819"
"A little too big","1999","North Rhine-Westphalia","vocational + Abi","7","","",""
"A little too big","1999","North Rhine-Westphalia","higher vocational","8","","",""
"A little too big","1999","North Rhine-Westphalia","higher education","35","0.141519685616716","0.102656137360258","0.180383233873175"
"A little too big","1999","Hesse","in school","2","","",""
"A little too big","1999","Hesse","inadequately","2","","",""
"A little too big","1999","Hesse","general elemantary","13","","",""
"A little too big","1999","Hesse","middle vocational","45","0.126797439267488","0.0950878476336174","0.158507030901358"
"A little too big","1999","Hesse","vocational + Abi","2","","",""
"A little too big","1999","Hesse","higher vocational","3","","",""
"A little too big","1999","Hesse","higher education","12","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","in school","1","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","inadequately","2","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","general elemantary","23","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","middle vocational","31","0.086175280072948","0.05814415500973","0.114206405136166"
"A little too big","1999","Rhineland-Palatinate,Saarland","vocational + Abi","1","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","higher vocational","5","","",""
"A little too big","1999","Rhineland-Palatinate,Saarland","higher education","7","","",""
"A little too big","1999","Baden-Württemberg","in school","","","",""
"A little too big","1999","Baden-Württemberg","inadequately","5","","",""
"A little too big","1999","Baden-Württemberg","general elemantary","24","","",""
"A little too big","1999","Baden-Württemberg","middle vocational","64","0.104885826839975","0.0832013959252829","0.126570257754668"
"A little too big","1999","Baden-Württemberg","vocational + Abi","7","","",""
"A little too big","1999","Baden-Württemberg","higher vocational","8","","",""
"A little too big","1999","Baden-Württemberg","higher education","22","","",""
"A little too big","1999","Bavaria","in school","1","","",""
"A little too big","1999","Bavaria","inadequately","1","","",""
"A little too big","1999","Bavaria","general elemantary","33","0.089309836536759","0.0605217774092366","0.118097895664281"
"A little too big","1999","Bavaria","middle vocational","67","0.0781467990152272","0.0608780616826946","0.0954155363477598"
"A little too big","1999","Bavaria","vocational + Abi","2","","",""
"A little too big","1999","Bavaria","higher vocational","7","","",""
"A little too big","1999","Bavaria","higher education","16","","",""
"A little too big","1999","Berlin","in school","2","","",""
"A little too big","1999","Berlin","inadequately","","","",""
"A little too big","1999","Berlin","general elemantary","3","","",""
"A little too big","1999","Berlin","middle vocational","11","","",""
"A little too big","1999","Berlin","vocational + Abi","1","","",""
"A little too big","1999","Berlin","higher vocational","4","","",""
"A little too big","1999","Berlin","higher education","17","","",""
"A little too big","1999","Brandenburg","in school","","","",""
"A little too big","1999","Brandenburg","inadequately","","","",""
"A little too big","1999","Brandenburg","general elemantary","3","","",""
"A little too big","1999","Brandenburg","middle vocational","20","","",""
"A little too big","1999","Brandenburg","vocational + Abi","","","",""
"A little too big","1999","Brandenburg","higher vocational","2","","",""
"A little too big","1999","Brandenburg","higher education","15","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","in school","2","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","inadequately","","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","general elemantary","2","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","middle vocational","15","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","higher vocational","3","","",""
"A little too big","1999","Mecklenburg-Western Pomerania","higher education","14","","",""
"A little too big","1999","Saxony","in school","","","",""
"A little too big","1999","Saxony","inadequately","","","",""
"A little too big","1999","Saxony","general elemantary","4","","",""
"A little too big","1999","Saxony","middle vocational","47","0.0759590013954519","0.0555132310941467","0.096404771696757"
"A little too big","1999","Saxony","vocational + Abi","2","","",""
"A little too big","1999","Saxony","higher vocational","8","","",""
"A little too big","1999","Saxony","higher education","23","","",""
"A little too big","1999","Saxony-Anhalt","in school","","","",""
"A little too big","1999","Saxony-Anhalt","inadequately","","","",""
"A little too big","1999","Saxony-Anhalt","general elemantary","9","","",""
"A little too big","1999","Saxony-Anhalt","middle vocational","22","","",""
"A little too big","1999","Saxony-Anhalt","vocational + Abi","2","","",""
"A little too big","1999","Saxony-Anhalt","higher vocational","5","","",""
"A little too big","1999","Saxony-Anhalt","higher education","10","","",""
"A little too big","1999","Thuringia","in school","","","",""
"A little too big","1999","Thuringia","inadequately","2","","",""
"A little too big","1999","Thuringia","general elemantary","6","","",""
"A little too big","1999","Thuringia","middle vocational","31","0.0658778621911695","0.0428035806729609","0.0889521437093782"
"A little too big","1999","Thuringia","vocational + Abi","1","","",""
"A little too big","1999","Thuringia","higher vocational","4","","",""
"A little too big","1999","Thuringia","higher education","7","","",""
"Much too big","1999","Schleswig-Holstein","in school","","","",""
"Much too big","1999","Schleswig-Holstein","inadequately","","","",""
"Much too big","1999","Schleswig-Holstein","general elemantary","","","",""
"Much too big","1999","Schleswig-Holstein","middle vocational","","","",""
"Much too big","1999","Schleswig-Holstein","vocational + Abi","","","",""
"Much too big","1999","Schleswig-Holstein","higher vocational","","","",""
"Much too big","1999","Schleswig-Holstein","higher education","","","",""
"Much too big","1999","Hamburg","in school","","","",""
"Much too big","1999","Hamburg","inadequately","","","",""
"Much too big","1999","Hamburg","general elemantary","","","",""
"Much too big","1999","Hamburg","middle vocational","","","",""
"Much too big","1999","Hamburg","vocational + Abi","","","",""
"Much too big","1999","Hamburg","higher vocational","","","",""
"Much too big","1999","Hamburg","higher education","","","",""
"Much too big","1999","Lower Saxony","in school","","","",""
"Much too big","1999","Lower Saxony","inadequately","","","",""
"Much too big","1999","Lower Saxony","general elemantary","2","","",""
"Much too big","1999","Lower Saxony","middle vocational","8","","",""
"Much too big","1999","Lower Saxony","vocational + Abi","","","",""
"Much too big","1999","Lower Saxony","higher vocational","1","","",""
"Much too big","1999","Lower Saxony","higher education","4","","",""
"Much too big","1999","Bremen","in school","","","",""
"Much too big","1999","Bremen","inadequately","","","",""
