"hlf0071_h","year","e11102","pgisced97","n","percent","lower_confidence","upper_confidence"
"Just right","1990","Employed","higher vocational","36","0.779288110848489","0.663166797187198","0.89540942450978"
"Just right","1990","Employed","higher education","59","0.675471401523617","0.575347349253935","0.775595453793299"
"A little too big","1990","Not Employed","in school","1","","",""
"A little too big","1990","Not Employed","inadequately","","","",""
"A little too big","1990","Not Employed","general elemantary","1","","",""
"A little too big","1990","Not Employed","middle vocational","7","","",""
"A little too big","1990","Not Employed","vocational + Abi","","","",""
"A little too big","1990","Not Employed","higher vocational","","","",""
"A little too big","1990","Not Employed","higher education","1","","",""
"A little too big","1990","Employed","in school","","","",""
"A little too big","1990","Employed","inadequately","","","",""
"A little too big","1990","Employed","general elemantary","2","","",""
"A little too big","1990","Employed","middle vocational","17","","",""
"A little too big","1990","Employed","vocational + Abi","","","",""
"A little too big","1990","Employed","higher vocational","2","","",""
"A little too big","1990","Employed","higher education","9","","",""
"Much too big","1990","Not Employed","in school","","","",""
"Much too big","1990","Not Employed","inadequately","","","",""
"Much too big","1990","Not Employed","general elemantary","","","",""
"Much too big","1990","Not Employed","middle vocational","","","",""
"Much too big","1990","Not Employed","vocational + Abi","","","",""
"Much too big","1990","Not Employed","higher vocational","","","",""
"Much too big","1990","Not Employed","higher education","","","",""
"Much too big","1990","Employed","in school","","","",""
"Much too big","1990","Employed","inadequately","","","",""
"Much too big","1990","Employed","general elemantary","3","","",""
"Much too big","1990","Employed","middle vocational","1","","",""
"Much too big","1990","Employed","vocational + Abi","","","",""
"Much too big","1990","Employed","higher vocational","","","",""
"Much too big","1990","Employed","higher education","1","","",""
"Much too small","1991","Not Employed","in school","6","","",""
"Much too small","1991","Not Employed","inadequately","25","","",""
"Much too small","1991","Not Employed","general elemantary","33","0.0144406924077433","0.00710507575651602","0.0217763090589706"
"Much too small","1991","Not Employed","middle vocational","31","0.0129590044939299","0.00702621693283673","0.018891792055023"
"Much too small","1991","Not Employed","vocational + Abi","4","","",""
"Much too small","1991","Not Employed","higher vocational","2","","",""
"Much too small","1991","Not Employed","higher education","3","","",""
"Much too small","1991","Employed","in school","","","",""
"Much too small","1991","Employed","inadequately","36","0.0853950129444113","0.0564050927449036","0.114384933143919"
"Much too small","1991","Employed","general elemantary","82","0.0315247513421463","0.0221797324761043","0.0408697702081883"
"Much too small","1991","Employed","middle vocational","105","0.02787037808742","0.0220364258523593","0.0337043303224807"
"Much too small","1991","Employed","vocational + Abi","11","","",""
"Much too small","1991","Employed","higher vocational","6","","",""
"Much too small","1991","Employed","higher education","20","","",""
"A little too small","1991","Not Employed","in school","29","","",""
"A little too small","1991","Not Employed","inadequately","74","0.27702762218855","0.221882104258553","0.332173140118546"
"A little too small","1991","Not Employed","general elemantary","132","0.0956721652597775","0.0775855630164661","0.113758767503089"
"A little too small","1991","Not Employed","middle vocational","165","0.0950116901144608","0.0796295986888476","0.110393781540074"
"A little too small","1991","Not Employed","vocational + Abi","17","","",""
"A little too small","1991","Not Employed","higher vocational","25","","",""
"A little too small","1991","Not Employed","higher education","14","","",""
"A little too small","1991","Employed","in school","3","","",""
"A little too small","1991","Employed","inadequately","80","0.263484115585181","0.217787686787377","0.309180544382985"
"A little too small","1991","Employed","general elemantary","255","0.165121832965143","0.145264364244604","0.184979301685681"
"A little too small","1991","Employed","middle vocational","610","0.180418230687553","0.16678917691717","0.194047284457936"
"A little too small","1991","Employed","vocational + Abi","55","0.2581047355198","0.200671280172907","0.315538190866692"
"A little too small","1991","Employed","higher vocational","69","0.153243270125807","0.116237671568824","0.190248868682791"
"A little too small","1991","Employed","higher education","126","0.224523791116947","0.190147794492416","0.258899787741478"
"Just right","1991","Not Employed","in school","89","0.725547624471345","0.64854248793846","0.80255276100423"
"Just right","1991","Not Employed","inadequately","150","0.62411648867239","0.56443394888341","0.68379902846137"
"Just right","1991","Not Employed","general elemantary","772","0.797136276312977","0.77240937358907","0.821863179036884"
"Just right","1991","Not Employed","middle vocational","1070","0.78941443635587","0.768026336071007","0.810802536640734"
"Just right","1991","Not Employed","vocational + Abi","46","0.690912257150619","0.585622876414526","0.796201637886711"
"Just right","1991","Not Employed","higher vocational","94","0.692930822295279","0.616247001480376","0.769614643110182"
"Just right","1991","Not Employed","higher education","96","0.74604632581402","0.672621765423526","0.819470886204514"
"Just right","1991","Employed","in school","15","","",""
"Just right","1991","Employed","inadequately","235","0.625029527561012","0.574811137541576","0.675247917580448"
"Just right","1991","Employed","general elemantary","957","0.753571905361413","0.730524738633026","0.7766190720898"
"Just right","1991","Employed","middle vocational","2178","0.725789217622158","0.709977579344938","0.741600855899378"
"Just right","1991","Employed","vocational + Abi","139","0.615917346215351","0.552080823233276","0.679753869197425"
"Just right","1991","Employed","higher vocational","262","0.717863845819664","0.67163129977119","0.764096391868138"
"Just right","1991","Employed","higher education","361","0.630198430956882","0.590427760816874","0.669969101096889"
"A little too big","1991","Not Employed","in school","5","","",""
"A little too big","1991","Not Employed","inadequately","3","","",""
"A little too big","1991","Not Employed","general elemantary","71","0.0828117692250695","0.0658654062133827","0.0997581322367562"
"A little too big","1991","Not Employed","middle vocational","122","0.0939910908335346","0.0786832139388127","0.109298967728256"
"A little too big","1991","Not Employed","vocational + Abi","7","","",""
"A little too big","1991","Not Employed","higher vocational","17","","",""
"A little too big","1991","Not Employed","higher education","20","","",""
"A little too big","1991","Employed","in school","","","",""
"A little too big","1991","Employed","inadequately","4","","",""
"A little too big","1991","Employed","general elemantary","43","0.044114248658437","0.0331317155271366","0.0550967817897374"
"A little too big","1991","Employed","middle vocational","154","0.0621784287161388","0.0536196986191898","0.0707371588130878"
"A little too big","1991","Employed","vocational + Abi","16","","",""
"A little too big","1991","Employed","higher vocational","25","","",""
"A little too big","1991","Employed","higher education","57","0.105070708681397","0.0798082819099044","0.13033313545289"
"Much too big","1991","Not Employed","in school","","","",""
"Much too big","1991","Not Employed","inadequately","1","","",""
"Much too big","1991","Not Employed","general elemantary","8","","",""
"Much too big","1991","Not Employed","middle vocational","8","","",""
