"hlf0071_h","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1","2018","Other degree","(2a) intermediate vocational","","","",""
"1","2018","Other degree","(2c_gen) general maturity certificate","99","0.0490824591315495","0.0341491982313738","0.0640157200317252"
"1","2018","Other degree","(2c_voc) vocational maturity certificate","42","0.0476581351344357","0.0304238211567673","0.0648924491121041"
"1","2018","Other degree","(3a) lower tertiary education","3","","",""
"1","2018","Other degree","(3b) higher tertiary education","111","0.0455698522209206","0.0350264813032803","0.056113223138561"
"1","2018","no degree/no degree yet","(0) in school","25","","",""
"1","2018","no degree/no degree yet","(1a) inadequately completed","253","0.0618697567261254","0.050935747259222","0.0728037661930288"
"1","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"1","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"1","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"1","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"1","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"1","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"1","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"1","2018","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"2","2018","lower secondary degree","(0) in school","","","",""
"2","2018","lower secondary degree","(1a) inadequately completed","","","",""
"2","2018","lower secondary degree","(1b) general elementary school","190","0.0883506329502595","0.0737979947251795","0.10290327117534"
"2","2018","lower secondary degree","(1c) basic vocational qualification","383","0.0828351686123147","0.0745140755617435","0.0911562616628859"
"2","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"2","2018","lower secondary degree","(2a) intermediate vocational","","","",""
"2","2018","lower secondary degree","(2c_gen) general maturity certificate","1","","",""
"2","2018","lower secondary degree","(2c_voc) vocational maturity certificate","","","",""
"2","2018","lower secondary degree","(3a) lower tertiary education","6","","",""
"2","2018","lower secondary degree","(3b) higher tertiary education","5","","",""
"2","2018","secondary school degree","(0) in school","","","",""
"2","2018","secondary school degree","(1a) inadequately completed","","","",""
"2","2018","secondary school degree","(1b) general elementary school","","","",""
"2","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"2","2018","secondary school degree","(2b) intermediate general qualification","158","0.157914322158064","0.133983668326428","0.1818449759897"
"2","2018","secondary school degree","(2a) intermediate vocational","757","0.116417781286539","0.108164440057239","0.124671122515839"
"2","2018","secondary school degree","(2c_gen) general maturity certificate","3","","",""
"2","2018","secondary school degree","(2c_voc) vocational maturity certificate","3","","",""
"2","2018","secondary school degree","(3a) lower tertiary education","32","0.0595747885669592","0.0385310284296535","0.0806185487042649"
"2","2018","secondary school degree","(3b) higher tertiary education","27","","",""
"2","2018","college entrance qualification","(0) in school","","","",""
"2","2018","college entrance qualification","(1a) inadequately completed","","","",""
"2","2018","college entrance qualification","(1b) general elementary school","","","",""
"2","2018","college entrance qualification","(1c) basic vocational qualification","","","",""
"2","2018","college entrance qualification","(2b) intermediate general qualification","","","",""
"2","2018","college entrance qualification","(2a) intermediate vocational","","","",""
"2","2018","college entrance qualification","(2c_gen) general maturity certificate","220","0.195331788773773","0.172816003607079","0.217847573940467"
"2","2018","college entrance qualification","(2c_voc) vocational maturity certificate","333","0.132772492466595","0.117974834570602","0.147570150362587"
"2","2018","college entrance qualification","(3a) lower tertiary education","172","0.128463646248282","0.110507916832486","0.146419375664078"
"2","2018","college entrance qualification","(3b) higher tertiary education","464","0.151366587067968","0.138852506048856","0.16388066808708"
"2","2018","Other degree","(0) in school","","","",""
"2","2018","Other degree","(1a) inadequately completed","","","",""
"2","2018","Other degree","(1b) general elementary school","253","0.131012427948916","0.112300010299387","0.149724845598445"
"2","2018","Other degree","(1c) basic vocational qualification","101","0.0806991377895186","0.0603318592146863","0.101066416364351"
"2","2018","Other degree","(2b) intermediate general qualification","","","",""
"2","2018","Other degree","(2a) intermediate vocational","","","",""
"2","2018","Other degree","(2c_gen) general maturity certificate","206","0.176488729802596","0.150136745147284","0.202840714457907"
"2","2018","Other degree","(2c_voc) vocational maturity certificate","106","0.120654926521424","0.0943048890255225","0.147004964017325"
"2","2018","Other degree","(3a) lower tertiary education","6","","",""
"2","2018","Other degree","(3b) higher tertiary education","335","0.174397327379934","0.155213994703307","0.193580660056561"
"2","2018","no degree/no degree yet","(0) in school","126","0.164155244251549","0.136734497749571","0.191575990753527"
"2","2018","no degree/no degree yet","(1a) inadequately completed","477","0.206886517213116","0.188502414672831","0.225270619753401"
"2","2018","no degree/no degree yet","(1b) general elementary school","","","",""
"2","2018","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2","2018","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2","2018","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2","2018","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2","2018","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2","2018","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2","2018","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"3","2018","lower secondary degree","(0) in school","","","",""
"3","2018","lower secondary degree","(1a) inadequately completed","","","",""
"3","2018","lower secondary degree","(1b) general elementary school","1049","0.751583922811097","0.729427401571496","0.773740444050699"
"3","2018","lower secondary degree","(1c) basic vocational qualification","3080","0.721367444470469","0.707832904471054","0.734901984469885"
"3","2018","lower secondary degree","(2b) intermediate general qualification","","","",""
"3","2018","lower secondary degree","(2a) intermediate vocational","8","","",""
"3","2018","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"3","2018","lower secondary degree","(2c_voc) vocational maturity certificate","5","","",""
"3","2018","lower secondary degree","(3a) lower tertiary education","62","0.732039416161491","0.636757225078431","0.82732160724455"
"3","2018","lower secondary degree","(3b) higher tertiary education","22","","",""
"3","2018","secondary school degree","(0) in school","","","",""
"3","2018","secondary school degree","(1a) inadequately completed","","","",""
"3","2018","secondary school degree","(1b) general elementary school","","","",""
"3","2018","secondary school degree","(1c) basic vocational qualification","","","",""
"3","2018","secondary school degree","(2b) intermediate general qualification","617","0.701909128791238","0.671891219054118","0.731927038528357"
"3","2018","secondary school degree","(2a) intermediate vocational","4206","0.721483583421584","0.709948113674714","0.733019053168454"
"3","2018","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3","2018","secondary school degree","(2c_voc) vocational maturity certificate","11","","",""
"3","2018","secondary school degree","(3a) lower tertiary education","367","0.750185629390066","0.711697833967836","0.788673424812295"
"3","2018","secondary school degree","(3b) higher tertiary education","96","0.681299466155559","0.605715081298899","0.756883851012218"
"3","2018","college entrance qualification","(0) in school","","","",""
"3","2018","college entrance qualification","(1a) inadequately completed","","","",""
