"hlf0071_h","year","pgisced97","sampreg","n","percent","lower_confidence","upper_confidence"
"5","2012","in school","West Germany","10","","",""
"5","2012","in school","East Germany","1","","",""
"5","2012","inadequately","West Germany","3","","",""
"5","2012","inadequately","East Germany","3","","",""
"5","2012","general elemantary","West Germany","50","0.0212464384479888","0.0157151742534471","0.0267777026425305"
"5","2012","general elemantary","East Germany","3","","",""
"5","2012","middle vocational","West Germany","189","0.0205942278175444","0.0178465550303789","0.0233419006047099"
"5","2012","middle vocational","East Germany","23","","",""
"5","2012","vocational + Abi","West Germany","17","","",""
"5","2012","vocational + Abi","East Germany","","","",""
"5","2012","higher vocational","West Germany","23","","",""
"5","2012","higher vocational","East Germany","4","","",""
"5","2012","higher education","West Germany","90","0.0243468505309205","0.0199011800001847","0.0287925210616563"
"5","2012","higher education","East Germany","21","","",""
"1","2013","in school","West Germany","32","0.0230589824222704","0.0133814118593191","0.0327365529852217"
"1","2013","in school","East Germany","4","","",""
"1","2013","inadequately","West Germany","52","0.0666120253255894","0.0461599465509453","0.0870641041002335"
"1","2013","inadequately","East Germany","3","","",""
"1","2013","general elemantary","West Germany","177","0.0336483132586301","0.0275808743114687","0.0397157522057916"
"1","2013","general elemantary","East Germany","12","","",""
"1","2013","middle vocational","West Germany","336","0.0168342092116267","0.0144320242350562","0.0192363941881973"
"1","2013","middle vocational","East Germany","63","0.013470747105418","0.00948096262803026","0.0174605315828058"
"1","2013","vocational + Abi","West Germany","79","0.0232304140003479","0.016717629368712","0.0297431986319839"
"1","2013","vocational + Abi","East Germany","15","","",""
"1","2013","higher vocational","West Germany","7","","",""
"1","2013","higher vocational","East Germany","6","","",""
"1","2013","higher education","West Germany","117","0.0166789024898169","0.0132366226425222","0.0201211823371115"
"1","2013","higher education","East Germany","15","","",""
"2","2013","in school","West Germany","192","0.15388922068537","0.130622786974491","0.177155654396248"
"2","2013","in school","East Germany","32","0.14592773551414","0.0898045222617392","0.20205094876654"
"2","2013","inadequately","West Germany","136","0.206556983819614","0.173351650087747","0.239762317551482"
"2","2013","inadequately","East Germany","7","","",""
"2","2013","general elemantary","West Germany","579","0.116704582483705","0.105901365364004","0.127507799603406"
"2","2013","general elemantary","East Germany","77","0.146983750816668","0.113476965745521","0.180490535887814"
"2","2013","middle vocational","West Germany","1616","0.106457344927235","0.100698410057784","0.112216279796686"
"2","2013","middle vocational","East Germany","485","0.12813967459832","0.116571525510571","0.139707823686068"
"2","2013","vocational + Abi","West Germany","401","0.16744741819831","0.151304306872912","0.183590529523707"
"2","2013","vocational + Abi","East Germany","57","0.189005456547071","0.14604203241967","0.231968880674472"
"2","2013","higher vocational","West Germany","197","0.133406709777526","0.114902327124437","0.151911092430614"
"2","2013","higher vocational","East Germany","40","0.0669261224651777","0.0434966117102341","0.0903556332201213"
"2","2013","higher education","West Germany","917","0.141598926885902","0.132227842086963","0.150970011684841"
"2","2013","higher education","East Germany","219","0.133541692912734","0.116661863026983","0.150421522798485"
"3","2013","in school","West Germany","626","0.716855246302364","0.687806185274791","0.745904307329938"
"3","2013","in school","East Germany","105","0.719544498504069","0.648129882163019","0.79095911484512"
"3","2013","inadequately","West Germany","357","0.643701519478973","0.604420813087788","0.682982225870159"
"3","2013","inadequately","East Germany","51","0.771211335720657","0.668300274267325","0.874122397173988"
"3","2013","general elemantary","West Germany","2344","0.723949582629199","0.708907619275515","0.738991545982883"
"3","2013","general elemantary","East Germany","312","0.760158924662916","0.719754081472363","0.80056376785347"
"3","2013","middle vocational","West Germany","7669","0.715136016903594","0.706708302617015","0.723563731190173"
"3","2013","middle vocational","East Germany","2358","0.756268616564553","0.741409520955979","0.771127712173127"
"3","2013","vocational + Abi","West Germany","1398","0.685316456086853","0.665238256160815","0.705394656012892"
"3","2013","vocational + Abi","East Germany","225","0.703378487527707","0.65325415381031","0.753502821245104"
"3","2013","higher vocational","West Germany","912","0.7003422586038","0.675410895717379","0.725273621490221"
"3","2013","higher vocational","East Germany","328","0.728768223834979","0.687083937494006","0.770452510175951"
"3","2013","higher education","West Germany","3493","0.651953956230503","0.639150076851184","0.664757835609822"
"3","2013","higher education","East Germany","1116","0.724390731321643","0.702218002596334","0.746563460046952"
"4","2013","in school","West Germany","68","0.0940948915999305","0.0752698266672646","0.112919956532596"
"4","2013","in school","East Germany","10","","",""
"4","2013","inadequately","West Germany","20","","",""
"4","2013","inadequately","East Germany","3","","",""
"4","2013","general elemantary","West Germany","258","0.103838035757346","0.0935737756986946","0.114102295815998"
"4","2013","general elemantary","East Germany","28","","",""
"4","2013","middle vocational","West Germany","1239","0.141009939291984","0.134511401645937","0.14750847693803"
"4","2013","middle vocational","East Germany","270","0.0915444383698898","0.0815636134508457","0.101525263288934"
"4","2013","vocational + Abi","West Germany","158","0.104752712933344","0.0915124586975372","0.11799296716915"
"4","2013","vocational + Abi","East Germany","21","","",""
"4","2013","higher vocational","West Germany","153","0.137743153166648","0.11898753256509","0.156498773768206"
"4","2013","higher vocational","East Germany","57","0.1841231280811","0.147784054119083","0.220462202043117"
"4","2013","higher education","West Germany","694","0.162284994544919","0.152374345644791","0.172195643445047"
"4","2013","higher education","East Germany","186","0.116927907217619","0.100982230303586","0.132873584131652"
"5","2013","in school","West Germany","6","","",""
"5","2013","in school","East Germany","1","","",""
"5","2013","inadequately","West Germany","6","","",""
"5","2013","inadequately","East Germany","","","",""
"5","2013","general elemantary","West Germany","35","0.0218594858711188","0.016939353846343","0.0267796178958946"
"5","2013","general elemantary","East Germany","","","",""
"5","2013","middle vocational","West Germany","158","0.0205624896655609","0.0179126297124753","0.0232123496186465"
"5","2013","middle vocational","East Germany","31","0.0105765233618194","0.00703605120753198","0.0141169955161069"
"5","2013","vocational + Abi","West Germany","19","","",""
"5","2013","vocational + Abi","East Germany","1","","",""
"5","2013","higher vocational","West Germany","28","","",""
"5","2013","higher vocational","East Germany","6","","",""
"5","2013","higher education","West Germany","96","0.027483219848859","0.0230888448151386","0.0318775948825795"
"5","2013","higher education","East Germany","24","","",""
"1","2014","in school","West Germany","26","","",""
"1","2014","in school","East Germany","8","","",""
"1","2014","inadequately","West Germany","44","0.0678530514834934","0.0446166582779477","0.0910894446890392"
"1","2014","inadequately","East Germany","5","","",""
"1","2014","general elemantary","West Germany","137","0.0273777726952045","0.0213762690690003","0.0333792763214087"
"1","2014","general elemantary","East Germany","12","","",""
"1","2014","middle vocational","West Germany","251","0.016207424085582","0.0136982964268234","0.0187165517443406"
"1","2014","middle vocational","East Germany","85","0.023277089726133","0.0177529671838158","0.0288012122684501"
"1","2014","vocational + Abi","West Germany","55","0.0209244855488424","0.0142375483196759","0.0276114227780089"
"1","2014","vocational + Abi","East Germany","11","","",""
"1","2014","higher vocational","West Germany","8","","",""
"1","2014","higher vocational","East Germany","7","","",""
"1","2014","higher education","West Germany","108","0.0201587019685704","0.0161790585752813","0.0241383453618595"
"1","2014","higher education","East Germany","20","","",""
"2","2014","in school","West Germany","153","0.161011256156456","0.135000283336113","0.1870222289768"
"2","2014","in school","East Germany","19","","",""
"2","2014","inadequately","West Germany","100","0.231694314054185","0.19271209606217","0.2706765320462"
"2","2014","inadequately","East Germany","7","","",""
"2","2014","general elemantary","West Germany","472","0.119602086406395","0.107667763036159","0.13153640977663"
"2","2014","general elemantary","East Germany","70","0.128475138782976","0.095764840653688","0.161185436912264"
"2","2014","middle vocational","West Germany","1408","0.115977996532379","0.109615415479576","0.122340577585183"
"2","2014","middle vocational","East Germany","398","0.132978617501665","0.120538654543724","0.145418580459607"
"2","2014","vocational + Abi","West Germany","322","0.148772349853427","0.132146811023448","0.165397888683405"
"2","2014","vocational + Abi","East Germany","59","0.189711632448101","0.145121716978992","0.234301547917209"
"2","2014","higher vocational","West Germany","181","0.131611692640502","0.112379581839889","0.150843803441115"
"2","2014","higher vocational","East Germany","43","0.0902121533372846","0.0624477063731049","0.117976600301464"
"2","2014","higher education","West Germany","804","0.15302000950989","0.142825984538101","0.163214034481678"
"2","2014","higher education","East Germany","228","0.151317067758481","0.132852866808876","0.169781268708086"
"3","2014","in school","West Germany","527","0.714116082610174","0.682139674490232","0.746092490730116"
"3","2014","in school","East Germany","87","0.731668964513964","0.651381465380185","0.811956463647743"
"3","2014","inadequately","West Germany","285","0.626657790570723","0.581967765081978","0.671347816059467"
"3","2014","inadequately","East Germany","40","0.773798877115502","0.663231203469226","0.884366550761779"
"3","2014","general elemantary","West Germany","1930","0.709899323509093","0.693209118435054","0.726589528583133"
"3","2014","general elemantary","East Germany","294","0.768140101111202","0.726885907289279","0.809394294933126"
"3","2014","middle vocational","West Germany","6716","0.700003208448947","0.690897320337425","0.709109096560469"
"3","2014","middle vocational","East Germany","2105","0.745963495043146","0.730014984553327","0.761912005532966"
"3","2014","vocational + Abi","West Germany","1230","0.70849960043816","0.687268077896509","0.72973112297981"
"3","2014","vocational + Abi","East Germany","204","0.703339258007565","0.65138964279186","0.75528887322327"
"3","2014","higher vocational","West Germany","812","0.676230362133794","0.649611583508695","0.702849140758893"
"3","2014","higher vocational","East Germany","291","0.66676579685071","0.621083505494308","0.712448088207112"
"3","2014","higher education","West Germany","3125","0.641186680091487","0.62760474877881","0.654768611404163"
"3","2014","higher education","East Germany","996","0.713821040473143","0.69053330023501","0.737108780711275"
"4","2014","in school","West Germany","60","0.0846332928302383","0.0649354537805872","0.104331131879889"
"4","2014","in school","East Germany","3","","",""
"4","2014","inadequately","West Germany","20","","",""
"4","2014","inadequately","East Germany","2","","",""
"4","2014","general elemantary","West Germany","259","0.123780143553047","0.111668001452337","0.135892285653756"
"4","2014","general elemantary","East Germany","25","","",""
"4","2014","middle vocational","West Germany","1193","0.144437031836206","0.137451825228796","0.151422238443616"
"4","2014","middle vocational","East Germany","257","0.0926120720548976","0.0819916059966558","0.103232538113139"
"4","2014","vocational + Abi","West Germany","133","0.107202844766772","0.0927494018674598","0.121656287666084"
"4","2014","vocational + Abi","East Germany","23","","",""
"4","2014","higher vocational","West Germany","164","0.159064584989812","0.138258479253709","0.179870690725916"
"4","2014","higher vocational","East Germany","63","0.228719261689253","0.188014609324949","0.269423914053556"
"4","2014","higher education","West Germany","660","0.160272304453211","0.149884267523916","0.170660341382506"
"4","2014","higher education","East Germany","183","0.117032853409812","0.100469815545142","0.133595891274481"
"5","2014","in school","West Germany","1","","",""
"5","2014","in school","East Germany","","","",""
"5","2014","inadequately","West Germany","1","","",""
"5","2014","inadequately","East Germany","1","","",""
"5","2014","general elemantary","West Germany","42","0.0193406738362613","0.0142756230660346","0.024405724606488"
"5","2014","general elemantary","East Germany","1","","",""
"5","2014","middle vocational","West Germany","161","0.0233743390968853","0.0203720830721617","0.0263765951216089"
"5","2014","middle vocational","East Germany","17","","",""
"5","2014","vocational + Abi","West Germany","20","","",""
"5","2014","vocational + Abi","East Germany","","","",""
"5","2014","higher vocational","West Germany","22","","",""
"5","2014","higher vocational","East Germany","5","","",""
"5","2014","higher education","West Germany","94","0.0253623039768424","0.0209103469910801","0.0298142609626046"
"5","2014","higher education","East Germany","20","","",""
"1","2015","in school","West Germany","31","0.0352278579898525","0.0210879365626763","0.0493677794170288"
"1","2015","in school","East Germany","7","","",""
"1","2015","inadequately","West Germany","49","0.0885691889585259","0.0632570645112811","0.113881313405771"
"1","2015","inadequately","East Germany","8","","",""
"1","2015","general elemantary","West Germany","144","0.0308361123935779","0.0243560787966852","0.0373161459904705"
"1","2015","general elemantary","East Germany","16","","",""
"1","2015","middle vocational","West Germany","271","0.0160072902876064","0.0134802432109868","0.0185343373642259"
"1","2015","middle vocational","East Germany","68","0.0218119375566293","0.0163684115108579","0.0272554636024008"
"1","2015","vocational + Abi","West Germany","72","0.0337131277657819","0.0255500701848627","0.041876185346701"
"1","2015","vocational + Abi","East Germany","13","","",""
"1","2015","higher vocational","West Germany","15","","",""
"1","2015","higher vocational","East Germany","2","","",""
"1","2015","higher education","West Germany","92","0.0119016501308643","0.00890269354624375","0.0149006067154849"
"1","2015","higher education","East Germany","23","","",""
"2","2015","in school","West Germany","130","0.206153920553963","0.175125801314115","0.237182039793811"
"2","2015","in school","East Germany","25","","",""
"2","2015","inadequately","West Germany","120","0.200078603407148","0.164437643632003","0.235719563182293"
"2","2015","inadequately","East Germany","10","","",""
"2","2015","general elemantary","West Germany","433","0.117885933136918","0.105798274060755","0.129973592213081"
"2","2015","general elemantary","East Germany","60","0.128729666917442","0.0952767869476779","0.162182546887206"
"2","2015","middle vocational","West Germany","1309","0.0986147630796355","0.0926115374023939","0.104617988756877"
"2","2015","middle vocational","East Germany","414","0.132678329623406","0.120036436933054","0.145320222313758"
"2","2015","vocational + Abi","West Germany","357","0.152480942315019","0.136222354650707","0.168739529979331"
"2","2015","vocational + Abi","East Germany","58","0.197087533262405","0.15122449231694","0.242950574207871"
"2","2015","higher vocational","West Germany","168","0.122241651222288","0.103235142157148","0.141248160287428"
"2","2015","higher vocational","East Germany","35","0.0734926053319226","0.0478885999468411","0.0990966107170042"
"2","2015","higher education","West Germany","832","0.153745052958406","0.143769943099567","0.163720162817244"
"2","2015","higher education","East Germany","180","0.117470326143917","0.100776314106429","0.134164338181404"
"3","2015","in school","West Germany","436","0.666230136631416","0.630061911459225","0.702398361803607"
"3","2015","in school","East Germany","80","0.705296866333784","0.624726768803594","0.785866963863974"
"3","2015","inadequately","West Germany","296","0.651556974381213","0.609107971105854","0.694005977656572"
"3","2015","inadequately","East Germany","33","0.68976090726684","0.565221238750844","0.814300575782835"
"3","2015","general elemantary","West Germany","1877","0.706451359270309","0.689381497458906","0.723521221081712"
"3","2015","general elemantary","East Germany","286","0.773804349996667","0.732014055270253","0.815594644723082"
"3","2015","middle vocational","West Germany","6654","0.71951532509111","0.710469814747241","0.72856083543498"
"3","2015","middle vocational","East Germany","2022","0.748390594065142","0.732219120335789","0.764562067794495"
"3","2015","vocational + Abi","West Germany","1276","0.681224645257244","0.660148662158824","0.702300628355664"
"3","2015","vocational + Abi","East Germany","205","0.701759921682047","0.649015509969522","0.754504333394573"
"3","2015","higher vocational","West Germany","783","0.686136636073125","0.659210075319628","0.713063196826622"
"3","2015","higher vocational","East Germany","299","0.706718075865359","0.662046899284712","0.751389252446007"
"3","2015","higher education","West Germany","3308","0.642095483505765","0.628838341786017","0.655352625225513"
"3","2015","higher education","East Germany","1042","0.743563513712852","0.720923279209152","0.766203748216552"
"4","2015","in school","West Germany","55","0.0921652416701358","0.0699792683301299","0.114351215010142"
"4","2015","in school","East Germany","10","","",""
"4","2015","inadequately","West Germany","19","","",""
"4","2015","inadequately","East Germany","1","","",""
"4","2015","general elemantary","West Germany","243","0.128689788850188","0.116137952107442","0.141241625592935"
"4","2015","general elemantary","East Germany","22","","",""
"4","2015","middle vocational","West Germany","1082","0.143085823823693","0.136035234003044","0.150136413644343"
"4","2015","middle vocational","East Germany","242","0.0905648725867167","0.07986970101549","0.101260044157943"
"4","2015","vocational + Abi","West Germany","144","0.110154920035072","0.0959950440872345","0.124314795982909"
"4","2015","vocational + Abi","East Germany","13","","",""
"4","2015","higher vocational","West Germany","153","0.159680563844835","0.138425936159782","0.180935191529889"
"4","2015","higher vocational","East Germany","56","0.206610653781122","0.166884073559318","0.246337234002925"
"4","2015","higher education","West Germany","702","0.168764593382539","0.158406753634532","0.179122433130546"
"4","2015","higher education","East Germany","165","0.109127859054914","0.0929616763351771","0.125294041774651"
"5","2015","in school","West Germany","1","","",""
"5","2015","in school","East Germany","1","","",""
"5","2015","inadequately","West Germany","","","",""
"5","2015","inadequately","East Germany","1","","",""
"5","2015","general elemantary","West Germany","37","0.0161368063490071","0.0114137297777786","0.0208598829202356"
"5","2015","general elemantary","East Germany","1","","",""
"5","2015","middle vocational","West Germany","159","0.0227767977179544","0.0197727854698374","0.0257808099660714"
"5","2015","middle vocational","East Germany","20","","",""
"5","2015","vocational + Abi","West Germany","29","","",""
"5","2015","vocational + Abi","East Germany","","","",""
"5","2015","higher vocational","West Germany","22","","",""
"5","2015","higher vocational","East Germany","7","","",""
"5","2015","higher education","West Germany","89","0.0234932200224261","0.0193045571578612","0.027681882886991"
"5","2015","higher education","East Germany","19","","",""
"1","2016","in school","West Germany","27","","",""
"1","2016","in school","East Germany","4","","",""
"1","2016","inadequately","West Germany","172","0.0713929512788828","0.0569031861366195","0.0858827164211461"
"1","2016","inadequately","East Germany","39","0.0951223163469819","0.0574513918947988","0.132793240799165"
"1","2016","general elemantary","West Germany","170","0.0224150842224185","0.0169956065501618","0.0278345618946752"
"1","2016","general elemantary","East Germany","43","0.0236600188556718","0.00937727845102351","0.0379427592603202"
"1","2016","middle vocational","West Germany","258","0.0143553637075445","0.0118889376831851","0.0168217897319038"
"1","2016","middle vocational","East Germany","68","0.019693470224175","0.0144073175179889","0.0249796229303612"
"1","2016","vocational + Abi","West Germany","69","0.0319385095533303","0.023844606768938","0.0400324123377226"
"1","2016","vocational + Abi","East Germany","18","","",""
"1","2016","higher vocational","West Germany","9","","",""
"1","2016","higher vocational","East Germany","6","","",""
"1","2016","higher education","West Germany","156","0.0141541882578666","0.01089942193056","0.0174089545851732"
"1","2016","higher education","East Germany","33","0.00718614836719295","0.00284008165517842","0.0115322150792075"
"2","2016","in school","West Germany","123","0.196453962188976","0.165304979993199","0.227602944384753"
"2","2016","in school","East Germany","20","","",""
"2","2016","inadequately","West Germany","271","0.214249023472567","0.19115925485567","0.237338792089464"
"2","2016","inadequately","East Germany","62","0.122821949955325","0.0806763731127722","0.164967526797878"
"2","2016","general elemantary","West Germany","495","0.129494360488681","0.117202398174325","0.141786322803038"
"2","2016","general elemantary","East Germany","75","0.184647667957624","0.14818503423173","0.221110301683518"
"2","2016","middle vocational","West Germany","1239","0.103975851684624","0.0976469709307388","0.110304732438508"
"2","2016","middle vocational","East Germany","397","0.128798577547828","0.116054381227137","0.141542773868519"
"2","2016","vocational + Abi","West Germany","317","0.145784268157901","0.129540443152258","0.162028093163545"
"2","2016","vocational + Abi","East Germany","58","0.23123111457693","0.182621720811866","0.279840508341993"
"2","2016","higher vocational","West Germany","129","0.102385512235585","0.0839963467022562","0.120774677768913"
"2","2016","higher vocational","East Germany","33","0.077039444451561","0.0497953533803676","0.104283535522754"
"2","2016","higher education","West Germany","856","0.157885393489582","0.147838555255891","0.167932231723273"
"2","2016","higher education","East Germany","238","0.176630989068577","0.157008906722163","0.196253071414991"
"3","2016","in school","West Germany","429","0.666855875923953","0.629903688474153","0.703808063373754"
"3","2016","in school","East Germany","77","0.648693986231471","0.560675965707684","0.736712006755258"
"3","2016","inadequately","West Germany","733","0.666332098062231","0.639797025901228","0.692867170223234"
"3","2016","inadequately","East Germany","129","0.773150133014418","0.719376260596483","0.826924005432352"
"3","2016","general elemantary","West Germany","1986","0.743346981997053","0.727355858509777","0.759338105484329"
"3","2016","general elemantary","East Germany","283","0.713759083001278","0.671282933198834","0.756235232803722"
"3","2016","middle vocational","West Germany","6296","0.720436479768176","0.711130996971767","0.729741962564585"
"3","2016","middle vocational","East Germany","1965","0.761040200777841","0.744815979786159","0.777264421769524"
"3","2016","vocational + Abi","West Germany","1263","0.706312260398576","0.685347472654815","0.727277048142338"
"3","2016","vocational + Abi","East Germany","198","0.660155186904295","0.605546402082495","0.714763971726095"
"3","2016","higher vocational","West Germany","753","0.726806660909966","0.699776891283373","0.753836430536559"
"3","2016","higher vocational","East Germany","270","0.694658741917503","0.647604077580157","0.741713406254849"
"3","2016","higher education","West Germany","3288","0.630762670795491","0.61746551905393","0.644059822537052"
"3","2016","higher education","East Germany","965","0.665169351895181","0.640886868420621","0.68945183536974"
"4","2016","in school","West Germany","45","0.111637074858317","0.086947846347315","0.136326303369318"
"4","2016","in school","East Germany","11","","",""
"4","2016","inadequately","West Germany","25","","",""
"4","2016","inadequately","East Germany","1","","",""
"4","2016","general elemantary","West Germany","183","0.0861539877719543","0.0758812973445807","0.0964266781993279"
"4","2016","general elemantary","East Germany","31","0.0748544430142446","0.0501248318462876","0.0995840541822016"
"4","2016","middle vocational","West Germany","1004","0.139727862525418","0.132538998834776","0.146916726216061"
"4","2016","middle vocational","East Germany","209","0.0835727664813929","0.0730439631278999","0.0941015698348859"
"4","2016","vocational + Abi","West Germany","148","0.0994620566580264","0.0856858732951037","0.113238240020949"
"4","2016","vocational + Abi","East Germany","15","","",""
"4","2016","higher vocational","West Germany","134","0.142173941066745","0.120989965817973","0.163357916315517"
"4","2016","higher vocational","East Germany","52","0.211179482934014","0.16947918654514","0.252879779322887"
"4","2016","higher education","West Germany","673","0.175659312379642","0.165174472804241","0.186144151955043"
"4","2016","higher education","East Germany","196","0.141636359809579","0.123695740968361","0.159576978650797"
"5","2016","in school","West Germany","1","","",""
"5","2016","in school","East Germany","1","","",""
"5","2016","inadequately","West Germany","12","","",""
"5","2016","inadequately","East Germany","2","","",""
"5","2016","general elemantary","West Germany","32","0.018589585519893","0.0136445412663419","0.023534629773444"
"5","2016","general elemantary","East Germany","3","","",""
"5","2016","middle vocational","West Germany","138","0.0215044423142372","0.0184966743185411","0.0245122103099334"
"5","2016","middle vocational","East Germany","15","","",""
"5","2016","vocational + Abi","West Germany","16","","",""
"5","2016","vocational + Abi","East Germany","","","",""
"5","2016","higher vocational","West Germany","19","","",""
"5","2016","higher vocational","East Germany","7","","",""
"5","2016","higher education","West Germany","87","0.0215384350774181","0.0175385106071227","0.0255383595477136"
"5","2016","higher education","East Germany","19","","",""
"1","2017","in school","West Germany","28","","",""
"1","2017","in school","East Germany","4","","",""
"1","2017","inadequately","West Germany","268","0.109734861374959","0.0946490123679697","0.124820710381948"
"1","2017","inadequately","East Germany","48","0.0580239270570739","0.030833726188132","0.0852141279260157"
"1","2017","general elemantary","West Germany","218","0.0438464701322928","0.0367655212838016","0.0509274189807839"
"1","2017","general elemantary","East Germany","30","0.0246860887654758","0.0111795999319524","0.0381925775989993"
"1","2017","middle vocational","West Germany","317","0.0178502389165355","0.0152342292198866","0.0204662486131845"
"1","2017","middle vocational","East Germany","73","0.0164121533353358","0.0118358137123094","0.0209884929583621"
"1","2017","vocational + Abi","West Germany","72","0.0330147104037663","0.0251545480752075","0.040874872732325"
"1","2017","vocational + Abi","East Germany","16","","",""
"1","2017","higher vocational","West Germany","10","","",""
"1","2017","higher vocational","East Germany","6","","",""
"1","2017","higher education","West Germany","171","0.0132892775359086","0.0103253685990646","0.0162531864727526"
"1","2017","higher education","East Germany","43","0.0251201985605831","0.0173094443018219","0.0329309528193442"
"2","2017","in school","West Germany","124","0.200458806320862","0.170368498764116","0.230549113877608"
"2","2017","in school","East Germany","27","","",""
"2","2017","inadequately","West Germany","377","0.164035893027444","0.146162746232115","0.181909039822774"
"2","2017","inadequately","East Germany","65","0.178850966372077","0.134280666136949","0.223421266607205"
"2","2017","general elemantary","West Germany","530","0.09888807241322","0.0885646987429986","0.109211446083441"
"2","2017","general elemantary","East Germany","97","0.146709859337117","0.115911886932771","0.177507831741463"
"2","2017","middle vocational","West Germany","1303","0.102702772483221","0.096705031287948","0.108700513678493"
"2","2017","middle vocational","East Germany","432","0.125826206022836","0.113880458550683","0.137771953494989"
"2","2017","vocational + Abi","West Germany","324","0.138559902907594","0.123361457702744","0.153758348112444"
"2","2017","vocational + Abi","East Germany","66","0.198914514311229","0.156421170190534","0.241407858431925"
"2","2017","higher vocational","West Germany","145","0.0970167413961098","0.0798503808403498","0.11418310195187"
"2","2017","higher vocational","East Germany","41","0.0674095918175222","0.0428077306116106","0.0920114530234338"
"2","2017","higher education","West Germany","974","0.151593246404459","0.14231082604064","0.160875666768277"
"2","2017","higher education","East Germany","223","0.14908439406361","0.131307117010658","0.166861671116562"
"3","2017","in school","West Germany","474","0.674484121517381","0.639266048563836","0.709702194470926"
"3","2017","in school","East Germany","97","0.738705560775028","0.664867649200828","0.812543472349229"
"3","2017","inadequately","West Germany","960","0.700570921958125","0.678464889494598","0.722676954421652"
"3","2017","inadequately","East Germany","171","0.763125106570849","0.713677382409529","0.812572830732169"
"3","2017","general elemantary","West Germany","2189","0.724749352080087","0.709303267253048","0.740195436907127"
"3","2017","general elemantary","East Germany","350","0.762192689825739","0.725134081911918","0.799251297739561"
"3","2017","middle vocational","West Germany","6924","0.716532846123789","0.707628584775872","0.725437107471707"
"3","2017","middle vocational","East Germany","2193","0.766391046621902","0.751150559777647","0.781631533466158"
"3","2017","vocational + Abi","West Germany","1405","0.702443193393229","0.682331048720687","0.722555338065771"
"3","2017","vocational + Abi","East Germany","233","0.698324293835584","0.649465022439678","0.747183565231491"
"3","2017","higher vocational","West Germany","800","0.720585319108517","0.694560821500552","0.746609816716482"
"3","2017","higher vocational","East Germany","285","0.72675561516178","0.683030449441656","0.770480780881903"
"3","2017","higher education","West Germany","3731","0.652129663951084","0.639801598740561","0.664457729161606"
"3","2017","higher education","East Germany","1066","0.702230795934995","0.679407112772156","0.725054479097833"
"4","2017","in school","West Germany","52","0.0960304611949759","0.0738854940601072","0.118175428329845"
"4","2017","in school","East Germany","7","","",""
"4","2017","inadequately","West Germany","41","0.0211346807241863","0.0141924813851749","0.0280768800631976"
"4","2017","inadequately","East Germany","","","",""
"4","2017","general elemantary","West Germany","234","0.106894276418972","0.0962089206904176","0.117579632147527"
"4","2017","general elemantary","East Germany","30","0.0664113620716681","0.0447371617033541","0.0880855624399821"
"4","2017","middle vocational","West Germany","1142","0.141666772060618","0.134777228712681","0.148556315408556"
"4","2017","middle vocational","East Germany","241","0.0828311091408622","0.0729033716845453","0.0927588465971792"
"4","2017","vocational + Abi","West Germany","158","0.102592222364047","0.0892441064656458","0.115940338262449"
"4","2017","vocational + Abi","East Germany","22","","",""
"4","2017","higher vocational","West Germany","170","0.15774931906811","0.13660861382364","0.178890024312581"
"4","2017","higher vocational","East Germany","59","0.173429563665729","0.136279193717413","0.210579933614044"
"4","2017","higher education","West Germany","761","0.161601943036157","0.152074690712364","0.171129195359949"
"4","2017","higher education","East Germany","192","0.116451324324589","0.100441249552413","0.132461399096764"
"5","2017","in school","West Germany","2","","",""
"5","2017","in school","East Germany","1","","",""
"5","2017","inadequately","West Germany","3","","",""
"5","2017","inadequately","East Germany","","","",""
"5","2017","general elemantary","West Germany","41","0.0256218289554275","0.0201575965883112","0.0310860613225439"
"5","2017","general elemantary","East Germany","","","",""
"5","2017","middle vocational","West Germany","155","0.0212473704158362","0.0183982058096774","0.024096535021995"
"5","2017","middle vocational","East Germany","22","","",""
"5","2017","vocational + Abi","West Germany","26","","",""
"5","2017","vocational + Abi","East Germany","2","","",""
"5","2017","higher vocational","West Germany","17","","",""
"5","2017","higher vocational","East Germany","8","","",""
"5","2017","higher education","West Germany","97","0.0213858690723928","0.0176414155886958","0.0251303225560899"
"5","2017","higher education","East Germany","18","","",""
"1","2018","in school","West Germany","22","","",""
"1","2018","in school","East Germany","3","","",""
"1","2018","inadequately","West Germany","234","0.068454590235728","0.0559872650569761","0.08092191541448"
"1","2018","inadequately","East Germany","24","","",""
"1","2018","general elemantary","West Germany","223","0.0319723335130426","0.0256926828452021","0.038251984180883"
"1","2018","general elemantary","East Germany","20","","",""
"1","2018","middle vocational","West Germany","267","0.0154630363892161","0.0129476482054155","0.0179784245730167"
"1","2018","middle vocational","East Germany","74","0.0166029018247018","0.0119232014738569","0.0212826021755467"
"1","2018","vocational + Abi","West Germany","67","0.0252791896955647","0.0181665159077949","0.0323918634833344"
"1","2018","vocational + Abi","East Germany","13","","",""
"1","2018","higher vocational","West Germany","9","","",""
"1","2018","higher vocational","East Germany","5","","",""
"1","2018","higher education","West Germany","152","0.0146858168796312","0.0114956847982856","0.0178759489609769"
"1","2018","higher education","East Germany","35","0.0179265641947162","0.0111848996680177","0.0246682287214148"
"2","2018","in school","West Germany","105","0.166045415912968","0.135442798810115","0.196648033015821"
"2","2018","in school","East Germany","21","","",""
