"hlf0071_h","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2","2013","Hamburg","(3b) higher tertiary education","32","0.289595354833954","0.21132416642852","0.367866543239388"
"2","2013","Lower Saxony","(0) in school","14","","",""
"2","2013","Lower Saxony","(1a) inadequately completed","13","","",""
"2","2013","Lower Saxony","(1b) general elementary school","37","0.0700237749685644","0.0417982550899239","0.0982492948472048"
"2","2013","Lower Saxony","(1c) basic vocational qualification","44","0.0403604814624902","0.0249190333144318","0.0558019296105485"
"2","2013","Lower Saxony","(2b) intermediate general qualification","22","","",""
"2","2013","Lower Saxony","(2a) intermediate vocational","100","0.100704538018365","0.0783311677319583","0.123077908304773"
"2","2013","Lower Saxony","(2c_gen) general maturity certificate","24","","",""
"2","2013","Lower Saxony","(2c_voc) vocational maturity certificate","39","0.135288011399436","0.0914646628532714","0.1791113599456"
"2","2013","Lower Saxony","(3a) lower tertiary education","12","","",""
"2","2013","Lower Saxony","(3b) higher tertiary education","63","0.118546144905721","0.0867883702000996","0.150303919611342"
"2","2013","Bremen","(0) in school","3","","",""
"2","2013","Bremen","(1a) inadequately completed","4","","",""
"2","2013","Bremen","(1b) general elementary school","4","","",""
"2","2013","Bremen","(1c) basic vocational qualification","2","","",""
"2","2013","Bremen","(2b) intermediate general qualification","1","","",""
"2","2013","Bremen","(2a) intermediate vocational","10","","",""
"2","2013","Bremen","(2c_gen) general maturity certificate","1","","",""
"2","2013","Bremen","(2c_voc) vocational maturity certificate","5","","",""
"2","2013","Bremen","(3a) lower tertiary education","1","","",""
"2","2013","Bremen","(3b) higher tertiary education","12","","",""
"2","2013","North Rhine-Westphalia","(0) in school","49","0.117629896684153","0.0790585373830057","0.1562012559853"
"2","2013","North Rhine-Westphalia","(1a) inadequately completed","50","0.237543873403489","0.178855543297845","0.296232203509133"
"2","2013","North Rhine-Westphalia","(1b) general elementary school","134","0.11488176668646","0.0915572815809484","0.138206251791972"
"2","2013","North Rhine-Westphalia","(1c) basic vocational qualification","156","0.0704131453697605","0.0568507721026107","0.0839755186369103"
"2","2013","North Rhine-Westphalia","(2b) intermediate general qualification","33","0.119111058213413","0.0784676800201558","0.159754436406669"
"2","2013","North Rhine-Westphalia","(2a) intermediate vocational","145","0.114271236347406","0.0945530517375432","0.133989420957269"
"2","2013","North Rhine-Westphalia","(2c_gen) general maturity certificate","86","0.168705159207878","0.13258789968771","0.204822418728046"
"2","2013","North Rhine-Westphalia","(2c_voc) vocational maturity certificate","145","0.147759025534052","0.123336201614607","0.172181849453496"
"2","2013","North Rhine-Westphalia","(3a) lower tertiary education","50","0.121707126823392","0.0881198275824138","0.15529442606437"
"2","2013","North Rhine-Westphalia","(3b) higher tertiary education","131","0.105536664739267","0.0861916459154425","0.124881683563092"
"2","2013","Hesse","(0) in school","24","","",""
"2","2013","Hesse","(1a) inadequately completed","12","","",""
"2","2013","Hesse","(1b) general elementary school","46","0.137191220454778","0.0902088507021224","0.184173590207434"
"2","2013","Hesse","(1c) basic vocational qualification","55","0.0758410872952251","0.0495997891390325","0.102082385451418"
"2","2013","Hesse","(2b) intermediate general qualification","12","","",""
"2","2013","Hesse","(2a) intermediate vocational","68","0.100156436860965","0.0706997035220938","0.129613170199836"
"2","2013","Hesse","(2c_gen) general maturity certificate","26","","",""
"2","2013","Hesse","(2c_voc) vocational maturity certificate","55","0.216282335694803","0.163976522824216","0.26858814856539"
"2","2013","Hesse","(3a) lower tertiary education","30","0.147030208930526","0.0887831460043887","0.205277271856663"
"2","2013","Hesse","(3b) higher tertiary education","114","0.181456882549353","0.145888237348046","0.217025527750661"
"2","2013","Rhineland-Palatinate,Saarland","(0) in school","9","","",""
"2","2013","Rhineland-Palatinate,Saarland","(1a) inadequately completed","5","","",""
"2","2013","Rhineland-Palatinate,Saarland","(1b) general elementary school","31","0.0909533369488423","0.056201911456431","0.125704762441254"
"2","2013","Rhineland-Palatinate,Saarland","(1c) basic vocational qualification","28","","",""
"2","2013","Rhineland-Palatinate,Saarland","(2b) intermediate general qualification","5","","",""
"2","2013","Rhineland-Palatinate,Saarland","(2a) intermediate vocational","35","0.108894040108139","0.073041839177376","0.144746241038901"
"2","2013","Rhineland-Palatinate,Saarland","(2c_gen) general maturity certificate","22","","",""
"2","2013","Rhineland-Palatinate,Saarland","(2c_voc) vocational maturity certificate","23","","",""
"2","2013","Rhineland-Palatinate,Saarland","(3a) lower tertiary education","10","","",""
"2","2013","Rhineland-Palatinate,Saarland","(3b) higher tertiary education","31","0.122859160423702","0.0777007642049828","0.168017556642421"
"2","2013","Baden-Württemberg","(0) in school","36","0.239450913002264","0.162777201991412","0.316124624013115"
"2","2013","Baden-Württemberg","(1a) inadequately completed","17","","",""
"2","2013","Baden-Württemberg","(1b) general elementary school","73","0.120695219478155","0.0890846178930295","0.152305821063281"
"2","2013","Baden-Württemberg","(1c) basic vocational qualification","125","0.123550223261184","0.101176778102743","0.145923668419625"
"2","2013","Baden-Württemberg","(2b) intermediate general qualification","22","","",""
"2","2013","Baden-Württemberg","(2a) intermediate vocational","134","0.124987462446557","0.10155285209901","0.148422072794103"
"2","2013","Baden-Württemberg","(2c_gen) general maturity certificate","47","0.193970915975751","0.138895325677822","0.24904650627368"
"2","2013","Baden-Württemberg","(2c_voc) vocational maturity certificate","63","0.13600099859746","0.100786211418614","0.171215785776306"
"2","2013","Baden-Württemberg","(3a) lower tertiary education","33","0.0978184522407516","0.0624496128335014","0.133187291648002"
"2","2013","Baden-Württemberg","(3b) higher tertiary education","127","0.154915163428816","0.125793386981679","0.184036939875953"
"2","2013","Bavaria","(0) in school","41","0.170003397710317","0.11527965888454","0.224727136536095"
"2","2013","Bavaria","(1a) inadequately completed","19","","",""
"2","2013","Bavaria","(1b) general elementary school","76","0.10454200773601","0.0764596416580544","0.132624373813965"
"2","2013","Bavaria","(1c) basic vocational qualification","182","0.110078227808618","0.0935348810661073","0.126621574551129"
"2","2013","Bavaria","(2b) intermediate general qualification","23","","",""
"2","2013","Bavaria","(2a) intermediate vocational","166","0.115832963189635","0.0957966276406821","0.135869298738589"
"2","2013","Bavaria","(2c_gen) general maturity certificate","56","0.273929414355088","0.219084042071576","0.3287747866386"
"2","2013","Bavaria","(2c_voc) vocational maturity certificate","86","0.178305021539946","0.141254590383648","0.215355452696244"
"2","2013","Bavaria","(3a) lower tertiary education","47","0.121952611089086","0.0863214384489246","0.157583783729247"
"2","2013","Bavaria","(3b) higher tertiary education","133","0.194021347271186","0.164342814192176","0.223699880350195"
"2","2013","Berlin","(0) in school","10","","",""
"2","2013","Berlin","(1a) inadequately completed","11","","",""
"2","2013","Berlin","(1b) general elementary school","20","","",""
"2","2013","Berlin","(1c) basic vocational qualification","16","","",""
"2","2013","Berlin","(2b) intermediate general qualification","9","","",""
"2","2013","Berlin","(2a) intermediate vocational","48","0.153784622043377","0.109766131133238","0.197803112953515"
"2","2013","Berlin","(2c_gen) general maturity certificate","28","","",""
"2","2013","Berlin","(2c_voc) vocational maturity certificate","31","0.239275485781037","0.15437209539341","0.324178876168665"
"2","2013","Berlin","(3a) lower tertiary education","21","","",""
"2","2013","Berlin","(3b) higher tertiary education","79","0.202961833928817","0.15903125734092","0.246892410516715"
"2","2013","Brandenburg","(0) in school","10","","",""
"2","2013","Brandenburg","(1a) inadequately completed","2","","",""
"2","2013","Brandenburg","(1b) general elementary school","11","","",""
"2","2013","Brandenburg","(1c) basic vocational qualification","24","","",""
"2","2013","Brandenburg","(2b) intermediate general qualification","10","","",""
"2","2013","Brandenburg","(2a) intermediate vocational","54","0.114885613997743","0.0814300849386576","0.148341143056829"
"2","2013","Brandenburg","(2c_gen) general maturity certificate","5","","",""
"2","2013","Brandenburg","(2c_voc) vocational maturity certificate","20","","",""
"2","2013","Brandenburg","(3a) lower tertiary education","19","","",""
"2","2013","Brandenburg","(3b) higher tertiary education","19","","",""
"2","2013","Mecklenburg-Western Pomerania","(0) in school","4","","",""
"2","2013","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"2","2013","Mecklenburg-Western Pomerania","(1b) general elementary school","4","","",""
"2","2013","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","12","","",""
"2","2013","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","2","","",""
"2","2013","Mecklenburg-Western Pomerania","(2a) intermediate vocational","48","0.227330673941277","0.174084860270663","0.28057648761189"
"2","2013","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","9","","",""
"2","2013","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","6","","",""
"2","2013","Mecklenburg-Western Pomerania","(3a) lower tertiary education","4","","",""
"2","2013","Mecklenburg-Western Pomerania","(3b) higher tertiary education","10","","",""
"2","2013","Saxony","(0) in school","5","","",""
"2","2013","Saxony","(1a) inadequately completed","1","","",""
"2","2013","Saxony","(1b) general elementary school","13","","",""
"2","2013","Saxony","(1c) basic vocational qualification","36","0.0695487815613056","0.0403712711488719","0.0987262919737392"
"2","2013","Saxony","(2b) intermediate general qualification","13","","",""
"2","2013","Saxony","(2a) intermediate vocational","126","0.144598689544536","0.118637734406327","0.170559644682745"
"2","2013","Saxony","(2c_gen) general maturity certificate","11","","",""
"2","2013","Saxony","(2c_voc) vocational maturity certificate","18","","",""
"2","2013","Saxony","(3a) lower tertiary education","29","","",""
"2","2013","Saxony","(3b) higher tertiary education","49","0.162480791276969","0.11995057702059","0.205011005533349"
"2","2013","Saxony-Anhalt","(0) in school","2","","",""
"2","2013","Saxony-Anhalt","(1a) inadequately completed","3","","",""
"2","2013","Saxony-Anhalt","(1b) general elementary school","11","","",""
"2","2013","Saxony-Anhalt","(1c) basic vocational qualification","12","","",""
"2","2013","Saxony-Anhalt","(2b) intermediate general qualification","2","","",""
"2","2013","Saxony-Anhalt","(2a) intermediate vocational","46","0.0857567922169651","0.0577874108069072","0.113726173627023"
"2","2013","Saxony-Anhalt","(2c_gen) general maturity certificate","5","","",""
"2","2013","Saxony-Anhalt","(2c_voc) vocational maturity certificate","3","","",""
"2","2013","Saxony-Anhalt","(3a) lower tertiary education","13","","",""
"2","2013","Saxony-Anhalt","(3b) higher tertiary education","14","","",""
"2","2013","Thuringia","(0) in school","5","","",""
"2","2013","Thuringia","(1a) inadequately completed","1","","",""
"2","2013","Thuringia","(1b) general elementary school","4","","",""
"2","2013","Thuringia","(1c) basic vocational qualification","21","","",""
"2","2013","Thuringia","(2b) intermediate general qualification","2","","",""
"2","2013","Thuringia","(2a) intermediate vocational","49","0.110365540965495","0.079503613622553","0.141227468308437"
"2","2013","Thuringia","(2c_gen) general maturity certificate","7","","",""
"2","2013","Thuringia","(2c_voc) vocational maturity certificate","8","","",""
"2","2013","Thuringia","(3a) lower tertiary education","11","","",""
"2","2013","Thuringia","(3b) higher tertiary education","17","","",""
"3","2013","Schleswig-Holstein","(0) in school","32","0.706703534975313","0.570626164214871","0.842780905735754"
"3","2013","Schleswig-Holstein","(1a) inadequately completed","22","","",""
"3","2013","Schleswig-Holstein","(1b) general elementary school","65","0.684887100353328","0.597272033323573","0.772502167383084"
"3","2013","Schleswig-Holstein","(1c) basic vocational qualification","168","0.633006356475554","0.572529879382265","0.693482833568842"
"3","2013","Schleswig-Holstein","(2b) intermediate general qualification","31","0.817662816406114","0.702254100566402","0.933071532245826"
"3","2013","Schleswig-Holstein","(2a) intermediate vocational","177","0.701626993618266","0.644910288072402","0.75834369916413"
"3","2013","Schleswig-Holstein","(2c_gen) general maturity certificate","33","0.699904641494879","0.566001455596119","0.833807827393638"
"3","2013","Schleswig-Holstein","(2c_voc) vocational maturity certificate","91","0.811094017894643","0.740166687354733","0.882021348434552"
