"hlf0071_h","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"5","1993","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"5","1993","Couple + C. LE and GT 16","(1c) basic vocational qualification","","","",""
"5","1993","Couple + C. LE and GT 16","(2b) intermediate general qualification","","","",""
"5","1993","Couple + C. LE and GT 16","(2a) intermediate vocational","","","",""
"5","1993","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"5","1993","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","","","",""
"5","1993","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"5","1993","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"1","1994","1-pers.-HH","(0) in school","","","",""
"1","1994","1-pers.-HH","(1a) inadequately completed","2","","",""
"1","1994","1-pers.-HH","(1b) general elementary school","3","","",""
"1","1994","1-pers.-HH","(1c) basic vocational qualification","8","","",""
"1","1994","1-pers.-HH","(2b) intermediate general qualification","3","","",""
"1","1994","1-pers.-HH","(2a) intermediate vocational","4","","",""
"1","1994","1-pers.-HH","(2c_gen) general maturity certificate","4","","",""
"1","1994","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"1","1994","1-pers.-HH","(3a) lower tertiary education","1","","",""
"1","1994","1-pers.-HH","(3b) higher tertiary education","2","","",""
"1","1994","(Married) couple without C. ","(0) in school","","","",""
"1","1994","(Married) couple without C. ","(1a) inadequately completed","4","","",""
"1","1994","(Married) couple without C. ","(1b) general elementary school","13","","",""
"1","1994","(Married) couple without C. ","(1c) basic vocational qualification","9","","",""
"1","1994","(Married) couple without C. ","(2b) intermediate general qualification","3","","",""
"1","1994","(Married) couple without C. ","(2a) intermediate vocational","8","","",""
"1","1994","(Married) couple without C. ","(2c_gen) general maturity certificate","7","","",""
"1","1994","(Married) couple without C. ","(2c_voc) vocational maturity certificate","4","","",""
"1","1994","(Married) couple without C. ","(3a) lower tertiary education","1","","",""
"1","1994","(Married) couple without C. ","(3b) higher tertiary education","5","","",""
"1","1994","Single parent ","(0) in school","","","",""
"1","1994","Single parent ","(1a) inadequately completed","2","","",""
"1","1994","Single parent ","(1b) general elementary school","5","","",""
"1","1994","Single parent ","(1c) basic vocational qualification","5","","",""
"1","1994","Single parent ","(2b) intermediate general qualification","","","",""
"1","1994","Single parent ","(2a) intermediate vocational","1","","",""
"1","1994","Single parent ","(2c_gen) general maturity certificate","","","",""
"1","1994","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"1","1994","Single parent ","(3a) lower tertiary education","","","",""
"1","1994","Single parent ","(3b) higher tertiary education","1","","",""
"1","1994","Couple + C. LE 16 ","(0) in school","","","",""
"1","1994","Couple + C. LE 16 ","(1a) inadequately completed","11","","",""
"1","1994","Couple + C. LE 16 ","(1b) general elementary school","39","0.108905070291831","0.0743384570752101","0.143471683508451"
"1","1994","Couple + C. LE 16 ","(1c) basic vocational qualification","54","0.0458867747242907","0.031378411298463","0.0603951381501183"
"1","1994","Couple + C. LE 16 ","(2b) intermediate general qualification","3","","",""
"1","1994","Couple + C. LE 16 ","(2a) intermediate vocational","74","0.0758484472598014","0.0588509460457223","0.0928459484738805"
"1","1994","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"1","1994","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","6","","",""
"1","1994","Couple + C. LE 16 ","(3a) lower tertiary education","13","","",""
"1","1994","Couple + C. LE 16 ","(3b) higher tertiary education","20","","",""
"1","1994","Couple + C. GT 16 ","(0) in school","","","",""
"1","1994","Couple + C. GT 16 ","(1a) inadequately completed","9","","",""
"1","1994","Couple + C. GT 16 ","(1b) general elementary school","15","","",""
"1","1994","Couple + C. GT 16 ","(1c) basic vocational qualification","7","","",""
"1","1994","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"1","1994","Couple + C. GT 16 ","(2a) intermediate vocational","10","","",""
"1","1994","Couple + C. GT 16 ","(2c_gen) general maturity certificate","2","","",""
"1","1994","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","3","","",""
"1","1994","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"1","1994","Couple + C. GT 16 ","(3b) higher tertiary education","3","","",""
"1","1994","Couple + C. LE and GT 16","(0) in school","4","","",""
"1","1994","Couple + C. LE and GT 16","(1a) inadequately completed","20","","",""
"1","1994","Couple + C. LE and GT 16","(1b) general elementary school","20","","",""
"1","1994","Couple + C. LE and GT 16","(1c) basic vocational qualification","11","","",""
"1","1994","Couple + C. LE and GT 16","(2b) intermediate general qualification","4","","",""
"1","1994","Couple + C. LE and GT 16","(2a) intermediate vocational","6","","",""
"1","1994","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","3","","",""
"1","1994","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"1","1994","Couple + C. LE and GT 16","(3a) lower tertiary education","3","","",""
"1","1994","Couple + C. LE and GT 16","(3b) higher tertiary education","3","","",""
"2","1994","1-pers.-HH","(0) in school","","","",""
"2","1994","1-pers.-HH","(1a) inadequately completed","7","","",""
"2","1994","1-pers.-HH","(1b) general elementary school","25","","",""
"2","1994","1-pers.-HH","(1c) basic vocational qualification","27","","",""
"2","1994","1-pers.-HH","(2b) intermediate general qualification","5","","",""
"2","1994","1-pers.-HH","(2a) intermediate vocational","44","0.13438600649953","0.0930872853228887","0.175684727676171"
"2","1994","1-pers.-HH","(2c_gen) general maturity certificate","12","","",""
"2","1994","1-pers.-HH","(2c_voc) vocational maturity certificate","15","","",""
"2","1994","1-pers.-HH","(3a) lower tertiary education","9","","",""
"2","1994","1-pers.-HH","(3b) higher tertiary education","18","","",""
"2","1994","(Married) couple without C. ","(0) in school","","","",""
"2","1994","(Married) couple without C. ","(1a) inadequately completed","9","","",""
"2","1994","(Married) couple without C. ","(1b) general elementary school","45","0.0645791634871461","0.0439254395156987","0.0852328874585936"
"2","1994","(Married) couple without C. ","(1c) basic vocational qualification","118","0.0857622216603736","0.0708694407997966","0.100655002520951"
"2","1994","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"2","1994","(Married) couple without C. ","(2a) intermediate vocational","111","0.186628170318836","0.154330191177829","0.218926149459843"
"2","1994","(Married) couple without C. ","(2c_gen) general maturity certificate","13","","",""
"2","1994","(Married) couple without C. ","(2c_voc) vocational maturity certificate","27","","",""
"2","1994","(Married) couple without C. ","(3a) lower tertiary education","36","0.127345007235375","0.0836897720798902","0.171000242390859"
"2","1994","(Married) couple without C. ","(3b) higher tertiary education","35","0.172763654628925","0.120759137652214","0.224768171605635"
"2","1994","Single parent ","(0) in school","2","","",""
"2","1994","Single parent ","(1a) inadequately completed","9","","",""
"2","1994","Single parent ","(1b) general elementary school","14","","",""
"2","1994","Single parent ","(1c) basic vocational qualification","23","","",""
"2","1994","Single parent ","(2b) intermediate general qualification","8","","",""
"2","1994","Single parent ","(2a) intermediate vocational","17","","",""
"2","1994","Single parent ","(2c_gen) general maturity certificate","5","","",""
"2","1994","Single parent ","(2c_voc) vocational maturity certificate","3","","",""
"2","1994","Single parent ","(3a) lower tertiary education","8","","",""
"2","1994","Single parent ","(3b) higher tertiary education","8","","",""
"2","1994","Couple + C. LE 16 ","(0) in school","1","","",""
"2","1994","Couple + C. LE 16 ","(1a) inadequately completed","33","0.293842780784206","0.204112565844762","0.383572995723649"
"2","1994","Couple + C. LE 16 ","(1b) general elementary school","93","0.305383956607011","0.254278613571909","0.356489299642113"
"2","1994","Couple + C. LE 16 ","(1c) basic vocational qualification","204","0.247920168535428","0.217979423583281","0.277860913487575"
"2","1994","Couple + C. LE 16 ","(2b) intermediate general qualification","9","","",""
"2","1994","Couple + C. LE 16 ","(2a) intermediate vocational","260","0.270163321961308","0.241655359956948","0.298671283965668"
"2","1994","Couple + C. LE 16 ","(2c_gen) general maturity certificate","10","","",""
"2","1994","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","39","0.216096381660245","0.151510012004095","0.280682751316395"
"2","1994","Couple + C. LE 16 ","(3a) lower tertiary education","80","0.301013174616291","0.247092795117643","0.354933554114939"
"2","1994","Couple + C. LE 16 ","(3b) higher tertiary education","82","0.312573011132288","0.255567051573586","0.369578970690991"
"2","1994","Couple + C. GT 16 ","(0) in school","13","","",""
"2","1994","Couple + C. GT 16 ","(1a) inadequately completed","33","0.212746845260504","0.153774147415817","0.271719543105191"
"2","1994","Couple + C. GT 16 ","(1b) general elementary school","46","0.121554386387916","0.0882134598283967","0.154895312947436"
"2","1994","Couple + C. GT 16 ","(1c) basic vocational qualification","84","0.102715963551021","0.0808277753258261","0.124604151776217"
"2","1994","Couple + C. GT 16 ","(2b) intermediate general qualification","21","","",""
"2","1994","Couple + C. GT 16 ","(2a) intermediate vocational","73","0.162857720390334","0.126117983471793","0.199597457308875"
"2","1994","Couple + C. GT 16 ","(2c_gen) general maturity certificate","19","","",""
"2","1994","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","16","","",""
"2","1994","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"2","1994","Couple + C. GT 16 ","(3b) higher tertiary education","18","","",""
"2","1994","Couple + C. LE and GT 16","(0) in school","25","","",""
"2","1994","Couple + C. LE and GT 16","(1a) inadequately completed","34","0.289671704048082","0.207827169721623","0.37151623837454"
"2","1994","Couple + C. LE and GT 16","(1b) general elementary school","36","0.210365457025365","0.150989709962973","0.269741204087758"
"2","1994","Couple + C. LE and GT 16","(1c) basic vocational qualification","47","0.151511650030477","0.10801319889692","0.195010101164034"
"2","1994","Couple + C. LE and GT 16","(2b) intermediate general qualification","30","0.286109011269387","0.200073671797276","0.372144350741497"
"2","1994","Couple + C. LE and GT 16","(2a) intermediate vocational","48","0.243882061859605","0.180619589939505","0.307144533779705"
"2","1994","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","16","","",""
"2","1994","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","10","","",""
"2","1994","Couple + C. LE and GT 16","(3a) lower tertiary education","16","","",""
"2","1994","Couple + C. LE and GT 16","(3b) higher tertiary education","18","","",""
"3","1994","1-pers.-HH","(0) in school","1","","",""
"3","1994","1-pers.-HH","(1a) inadequately completed","25","","",""
"3","1994","1-pers.-HH","(1b) general elementary school","241","0.813579434310528","0.77015684240618","0.857002026214877"
"3","1994","1-pers.-HH","(1c) basic vocational qualification","341","0.794519066310379","0.756548997030316","0.832489135590442"
"3","1994","1-pers.-HH","(2b) intermediate general qualification","35","0.756046973524782","0.635799061019553","0.876294886030012"
"3","1994","1-pers.-HH","(2a) intermediate vocational","187","0.744799752892924","0.692009012555752","0.797590493230095"
"3","1994","1-pers.-HH","(2c_gen) general maturity certificate","26","","",""
"3","1994","1-pers.-HH","(2c_voc) vocational maturity certificate","43","0.647048183074711","0.534289610974118","0.759806755175304"
"3","1994","1-pers.-HH","(3a) lower tertiary education","56","0.757600289062201","0.663102714877876","0.852097863246527"
"3","1994","1-pers.-HH","(3b) higher tertiary education","46","0.576306371345311","0.468694976996406","0.683917765694217"
"3","1994","(Married) couple without C. ","(0) in school","","","",""
"3","1994","(Married) couple without C. ","(1a) inadequately completed","68","0.800269130517072","0.714258986761828","0.886279274272316"
"3","1994","(Married) couple without C. ","(1b) general elementary school","441","0.851694225200481","0.821828743524539","0.881559706876422"
