"hlf0071_h","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"2","2016","Saxony-Anhalt","indirect migration background","2","","",""
"2","2016","Thuringia","no migration background","96","0.10922023917671","0.088038465545932","0.130402012807488"
"2","2016","Thuringia","direct migration background","30","0.299558434214577","0.225760540895918","0.373356327533235"
"2","2016","Thuringia","indirect migration background","4","","",""
"3","2016","Schleswig-Holstein","no migration background","456","0.690782230616664","0.655197524105957","0.72636693712737"
"3","2016","Schleswig-Holstein","direct migration background","201","0.803097727898193","0.759731026240501","0.846464429555886"
"3","2016","Schleswig-Holstein","indirect migration background","31","0.606158338972599","0.466472290689405","0.745844387255792"
"3","2016","Hamburg","no migration background","221","0.757519985398261","0.708022074507615","0.807017896288908"
"3","2016","Hamburg","direct migration background","82","0.535496645193913","0.452585388932943","0.618407901454882"
"3","2016","Hamburg","indirect migration background","23","","",""
"3","2016","Lower Saxony","no migration background","1241","0.666713494358816","0.645098391575194","0.688328597142438"
"3","2016","Lower Saxony","direct migration background","576","0.680475914472762","0.648791578695235","0.712160250250289"
"3","2016","Lower Saxony","indirect migration background","81","0.673881039043705","0.592668563388937","0.755093514698473"
"3","2016","Bremen","no migration background","71","0.70294053893722","0.61905701733217","0.78682406054227"
"3","2016","Bremen","direct migration background","67","0.632546181817016","0.543655472690957","0.721436890943075"
"3","2016","Bremen","indirect migration background","5","","",""
"3","2016","North Rhine-Westphalia","no migration background","2494","0.745102852725674","0.730484214006141","0.759721491445207"
"3","2016","North Rhine-Westphalia","direct migration background","1331","0.688572493258358","0.668082023793605","0.70906296272311"
"3","2016","North Rhine-Westphalia","indirect migration background","360","0.691739105611475","0.651182294440498","0.732295916782451"
"3","2016","Hesse","no migration background","768","0.703610937026525","0.676937666271807","0.730284207781242"
"3","2016","Hesse","direct migration background","390","0.686564629710973","0.650512224142491","0.722617035279454"
"3","2016","Hesse","indirect migration background","86","0.693419731596678","0.615929165307498","0.770910297885859"
"3","2016","Rhineland-Palatinate,Saarland","no migration background","728","0.728331313296311","0.700871213726408","0.755791412866213"
"3","2016","Rhineland-Palatinate,Saarland","direct migration background","451","0.703404685857394","0.668371771157308","0.73843760055748"
"3","2016","Rhineland-Palatinate,Saarland","indirect migration background","81","0.660570643588405","0.575134542219347","0.746006744957463"
"3","2016","Baden-Württemberg","no migration background","1350","0.703483298257543","0.683211967437248","0.723754629077838"
"3","2016","Baden-Württemberg","direct migration background","664","0.707277406717042","0.679543513681157","0.735011299752926"
"3","2016","Baden-Württemberg","indirect migration background","170","0.656108084984014","0.601057270098845","0.711158899869183"
"3","2016","Bavaria","no migration background","1937","0.665731728743491","0.648473177027637","0.682990280459344"
"3","2016","Bavaria","direct migration background","758","0.68131899210098","0.654698676607122","0.707939307594837"
"3","2016","Bavaria","indirect migration background","185","0.749558581656795","0.69806898299395","0.801048180319641"
"3","2016","Berlin","no migration background","482","0.685255914414386","0.651262585342906","0.719249243485865"
"3","2016","Berlin","direct migration background","154","0.655902549250223","0.597593174058742","0.714211924441704"
"3","2016","Berlin","indirect migration background","30","0.547792000962525","0.413797455610993","0.681786546314058"
"3","2016","Brandenburg","no migration background","607","0.730429359922993","0.700457240735089","0.760401479110897"
"3","2016","Brandenburg","direct migration background","110","0.581420536768874","0.514856292507012","0.647984781030737"
"3","2016","Brandenburg","indirect migration background","15","","",""
"3","2016","Mecklenburg-Western Pomerania","no migration background","353","0.751365717033361","0.713742987139019","0.788988446927703"
"3","2016","Mecklenburg-Western Pomerania","direct migration background","67","0.933393190946695","0.881591407018026","0.985194974875364"
"3","2016","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"3","2016","Saxony","no migration background","1014","0.712487186142167","0.688702268190885","0.736272104093449"
"3","2016","Saxony","direct migration background","112","0.597083002854696","0.529275896600703","0.66489010910869"
"3","2016","Saxony","indirect migration background","23","","",""
"3","2016","Saxony-Anhalt","no migration background","570","0.734826983609457","0.703788907491011","0.765865059727904"
"3","2016","Saxony-Anhalt","direct migration background","79","0.664217210523881","0.584255887664539","0.744178533383223"
"3","2016","Saxony-Anhalt","indirect migration background","19","","",""
"3","2016","Thuringia","no migration background","629","0.760760955099946","0.731789805562613","0.789732104637279"
"3","2016","Thuringia","direct migration background","82","0.655724391705442","0.579176888447423","0.732271894963461"
"3","2016","Thuringia","indirect migration background","10","","",""
"4","2016","Schleswig-Holstein","no migration background","85","0.1817541905559","0.152061831790182","0.211446549321618"
"4","2016","Schleswig-Holstein","direct migration background","8","","",""
"4","2016","Schleswig-Holstein","indirect migration background","4","","",""
"4","2016","Hamburg","no migration background","21","","",""
"4","2016","Hamburg","direct migration background","2","","",""
"4","2016","Hamburg","indirect migration background","2","","",""
"4","2016","Lower Saxony","no migration background","292","0.187888684636716","0.169976980327091","0.205800388946341"
"4","2016","Lower Saxony","direct migration background","50","0.143020764829772","0.119232042042806","0.166809487616738"
"4","2016","Lower Saxony","indirect migration background","11","","",""
"4","2016","Bremen","no migration background","15","","",""
"4","2016","Bremen","direct migration background","1","","",""
"4","2016","Bremen","indirect migration background","","","",""
"4","2016","North Rhine-Westphalia","no migration background","410","0.1240632425823","0.113005301485305","0.135121183679295"
"4","2016","North Rhine-Westphalia","direct migration background","68","0.0807902823982819","0.0687319998480173","0.0928485649485466"
"4","2016","North Rhine-Westphalia","indirect migration background","22","","",""
"4","2016","Hesse","no migration background","163","0.156029765522071","0.134834142403076","0.177225388641066"
"4","2016","Hesse","direct migration background","26","","",""
"4","2016","Hesse","indirect migration background","10","","",""
"4","2016","Rhineland-Palatinate,Saarland","no migration background","140","0.137878436846112","0.116594583669411","0.159162290022812"
"4","2016","Rhineland-Palatinate,Saarland","direct migration background","26","","",""
"4","2016","Rhineland-Palatinate,Saarland","indirect migration background","15","","",""
"4","2016","Baden-Württemberg","no migration background","291","0.156299308913168","0.140181592261266","0.17241702556507"
"4","2016","Baden-Württemberg","direct migration background","38","0.0582930989335217","0.0440122419486227","0.0725739559184207"
"4","2016","Baden-Württemberg","indirect migration background","17","","",""
"4","2016","Bavaria","no migration background","421","0.175714027760942","0.161790499068549","0.189637556453334"
"4","2016","Bavaria","direct migration background","61","0.087695616225271","0.0715364598937273","0.103854772556815"
"4","2016","Bavaria","indirect migration background","10","","",""
"4","2016","Berlin","no migration background","65","0.0926578243400453","0.0714344168954284","0.113881231784662"
"4","2016","Berlin","direct migration background","6","","",""
"4","2016","Berlin","indirect migration background","1","","",""
"4","2016","Brandenburg","no migration background","106","0.117386078581697","0.0956447675414877","0.139127389621907"
"4","2016","Brandenburg","direct migration background","6","","",""
"4","2016","Brandenburg","indirect migration background","1","","",""
"4","2016","Mecklenburg-Western Pomerania","no migration background","53","0.0913873857009943","0.0663045508245884","0.1164702205774"
"4","2016","Mecklenburg-Western Pomerania","direct migration background","1","","",""
"4","2016","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"4","2016","Saxony","no migration background","126","0.110391992932777","0.0939235456263872","0.126860440239168"
"4","2016","Saxony","direct migration background","6","","",""
"4","2016","Saxony","indirect migration background","4","","",""
"4","2016","Saxony-Anhalt","no migration background","92","0.131221718215005","0.107480941716109","0.154962494713901"
