"hlf0071_h","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"A little too small","2016","66 and older","Not Employed","144","0.0364125668833788","0.0308106363596512","0.0420144974071064","2"
"Just right","2016","16-34 y.","Not Employed","2348","0.680236284183588","0.665243016377077","0.695229551990099","3"
"Just right","2016","16-34 y.","Employed","2740","0.683394642126266","0.669105950791814","0.697683333460719","3"
"Just right","2016","35-65 y.","Not Employed","2423","0.728026974656952","0.713790729427621","0.742263219886284","3"
"Just right","2016","35-65 y.","Employed","8144","0.702101777119195","0.693767427484882","0.710436126753507","3"
"Just right","2016","66 and older","Not Employed","3140","0.722732069615808","0.709344399873657","0.736119739357959","3"
"Just right","2016","66 and older","Employed","374","0.730133997039933","0.691264886565304","0.769003107514563","3"
"Much too big","2016","16-34 y.","Not Employed","18","","","","5"
"Much too big","2016","16-34 y.","Employed","19","","","","5"
"Much too big","2016","35-65 y.","Not Employed","25","","","","5"
"Much too big","2016","35-65 y.","Employed","110","0.013154090152165","0.0110777772486461","0.0152304030556838","5"
"Much too big","2016","66 and older","Not Employed","164","0.042399787287411","0.0363736300018262","0.0484259445729958","5"
"Much too big","2016","66 and older","Employed","19","","","","5"
"Much too small","2016","16-34 y.","Not Employed","362","0.0444325168447936","0.037808324278421","0.0510567094111661","1"
"Much too small","2016","35-65 y.","Not Employed","344","0.0283627541835313","0.0230516467499539","0.0336738616171087","1"
"Much too small","2016","16-34 y.","Employed","160","0.0275297526812022","0.0225035863544302","0.0325559190079742","1"
"Much too small","2016","35-65 y.","Employed","257","0.0148107575911112","0.0126094223276579","0.0170120928545644","1"
"Much too small","2016","66 and older","Not Employed","11","","","","1"
"Much too small","2016","66 and older","Employed","4","","","","1"
"A little too big","2017","16-34 y.","Not Employed","167","0.0560542573847079","0.0492652447958862","0.0628432699735296","4"
"A little too big","2017","16-34 y.","Employed","354","0.0814227583007779","0.0735153151356142","0.0893302014659417","4"
"A little too big","2017","35-65 y.","Employed","1340","0.121948616905188","0.116332221174782","0.127565012635594","4"
"A little too big","2017","35-65 y.","Not Employed","292","0.11908815566894","0.109252824958021","0.128923486379859","4"
"A little too big","2017","66 and older","Employed","136","0.240885429869242","0.206726144607798","0.275044715130685","4"
"A little too big","2017","66 and older","Not Employed","859","0.186835406044806","0.175387117579144","0.198283694510469","4"
"A little too small","2017","16-34 y.","Not Employed","989","0.216703054112349","0.204543307392347","0.22886280083235","2"
"A little too small","2017","16-34 y.","Employed","879","0.168577698596076","0.15775298964253","0.179402407549621","2"
"A little too small","2017","35-65 y.","Not Employed","835","0.136284368743723","0.125866068447088","0.146702669040357","2"
"A little too small","2017","35-65 y.","Employed","1997","0.135149091496734","0.129281140429444","0.141017042564024","2"
"A little too small","2017","66 and older","Not Employed","167","0.0365856721008602","0.0310714556098883","0.0420998885918322","2"
"A little too small","2017","66 and older","Employed","21","","","","2"
"Just right","2017","16-34 y.","Not Employed","2790","0.67086129909194","0.65699263462779","0.68472996355609","3"
"Just right","2017","16-34 y.","Employed","3153","0.707240431224504","0.694083808453782","0.720397053995227","3"
"Just right","2017","35-65 y.","Not Employed","2595","0.69327470299491","0.679271869240616","0.707277536749204","3"
"Just right","2017","35-65 y.","Employed","9258","0.709667435024052","0.701876589213658","0.717458280834446","3"
"Just right","2017","66 and older","Not Employed","3235","0.730312309603137","0.717277442253918","0.743347176952356","3"
"Just right","2017","66 and older","Employed","418","0.67194425162402","0.634439154631884","0.709449348616156","3"
"Much too big","2017","16-34 y.","Not Employed","13","","","","5"
"Much too big","2017","16-34 y.","Employed","20","","","","5"
"Much too big","2017","35-65 y.","Not Employed","29","","","","5"
"Much too big","2017","35-65 y.","Employed","136","0.0136881920076349","0.0116938967531913","0.0156824872620786","5"
"Much too big","2017","66 and older","Not Employed","174","0.0435885233446736","0.037591576336901","0.0495854703524462","5"
"Much too big","2017","66 and older","Employed","24","","","","5"
"Much too small","2017","16-34 y.","Not Employed","451","0.0538431350790452","0.0471815813003587","0.0605046888577317","1"
"Much too small","2017","16-34 y.","Employed","189","0.038015895613983","0.0324865734543979","0.043545217773568","1"
"Much too small","2017","35-65 y.","Not Employed","415","0.0409530575334207","0.0349350662201841","0.0469710488466574","1"
"Much too small","2017","35-65 y.","Employed","309","0.0195466645663913","0.0171705953399829","0.0219227337927998","1"
"Much too small","2017","66 and older","Not Employed","18","","","","1"
"Much too small","2017","66 and older","Employed","3","","","","1"
"A little too big","2018","16-34 y.","Not Employed","161","0.0446750521209281","0.0380381104598137","0.0513119937820424","4"
"A little too big","2018","16-34 y.","Employed","357","0.0834821134071227","0.0755673802143459","0.0913968465998996","4"
"A little too big","2018","35-65 y.","Not Employed","254","0.101900870248374","0.0923188630648481","0.1114828774319","4"
"A little too big","2018","66 and older","Not Employed","822","0.18740234198042","0.175939407677911","0.198865276282929","4"
"A little too big","2018","35-65 y.","Employed","1325","0.13098533116014","0.125085680503058","0.136884981817221","4"
"A little too big","2018","66 and older","Employed","140","0.246916603289272","0.212863678569421","0.280969528009123","4"
"A little too small","2018","16-34 y.","Not Employed","859","0.198501161790362","0.185686920964803","0.211315402615922","2"
"A little too small","2018","16-34 y.","Employed","959","0.20417844143271","0.192644390060222","0.215712492805197","2"
"A little too small","2018","35-65 y.","Not Employed","750","0.124876492970744","0.114405679345052","0.135347306596436","2"
"A little too small","2018","35-65 y.","Employed","1888","0.132952482284225","0.127015427097315","0.138889537471135","2"
"A little too small","2018","66 and older","Not Employed","167","0.0315278350906084","0.026394954514993","0.0366607156662239","2"
"A little too small","2018","66 and older","Employed","28","","","","2"
"Just right","2018","16-34 y.","Not Employed","2335","0.687714894817122","0.672826778362823","0.70260301127142","3"
"Just right","2018","16-34 y.","Employed","3161","0.681011106743597","0.667674849387742","0.694347364099451","3"
"Just right","2018","35-65 y.","Not Employed","2429","0.734103752681668","0.720109805385607","0.74809769997773","3"
"Just right","2018","35-65 y.","Employed","8908","0.705044479370853","0.697070264499251","0.713018694242455","3"
"Just right","2018","66 and older","Not Employed","3298","0.740900865196433","0.7280307170646","0.753771013328266","3"
"Just right","2018","66 and older","Employed","433","0.678925957555685","0.642056093212938","0.715795821898433","3"
"Much too big","2018","16-34 y.","Not Employed","14","","","","5"
"Much too big","2018","16-34 y.","Employed","19","","","","5"
"Much too big","2018","35-65 y.","Not Employed","32","0.00622959934667356","0.00373742457973368","0.00872177411361343","5"
"Much too big","2018","35-65 y.","Employed","138","0.0130435741660989","0.0110595420104064","0.0150276063217915","5"
"Much too big","2018","66 and older","Not Employed","151","0.0387460223333582","0.0330770654955628","0.0444149791711537","5"
"Much too big","2018","66 and older","Employed","14","","","","5"
"Much too small","2018","16-34 y.","Not Employed","353","0.0633087949589927","0.0554854919513663","0.0711320979666192","1"
"Much too small","2018","16-34 y.","Employed","196","0.025515488210144","0.0210035982307341","0.0300273781895538","1"
"Much too small","2018","35-65 y.","Not Employed","364","0.0328892847525403","0.0272402958718571","0.0385382736332235","1"
"Much too small","2018","35-65 y.","Employed","304","0.017974133018683","0.0156509316731651","0.020297334364201","1"
"Much too small","2018","66 and older","Not Employed","14","","","","1"
"Much too small","2018","66 and older","Employed","1","","","","1"
"A little too big","2019","16-34 y.","Not Employed","153","0.0810678749192154","0.0714567660690986","0.0906789837693322","4"
"A little too big","2019","16-34 y.","Employed","331","0.0788927455940046","0.0709662071376028","0.0868192840504065","4"
"A little too big","2019","35-65 y.","Not Employed","284","0.115412441878027","0.105098890166079","0.125725993589975","4"
"A little too big","2019","35-65 y.","Employed","1576","0.133278047992147","0.127484626204631","0.139071469779663","4"
"A little too big","2019","66 and older","Employed","190","0.192733949507594","0.166027660988051","0.219440238027137","4"
"A little too big","2019","66 and older","Not Employed","817","0.188363672533685","0.176858776727175","0.199868568340195","4"
"A little too small","2019","16-34 y.","Not Employed","640","0.178052552536407","0.164581438521147","0.191523666551667","2"
"A little too small","2019","16-34 y.","Employed","856","0.189975055491169","0.178440325816345","0.201509785165993","2"
"A little too small","2019","35-65 y.","Not Employed","670","0.11158147748406","0.101418607295026","0.121744347673095","2"
"A little too small","2019","35-65 y.","Employed","1740","0.127826655471952","0.122135138225787","0.133518172718118","2"
"A little too small","2019","66 and older","Not Employed","176","0.0349338497795736","0.02953122081815","0.0403364787409972","2"
"A little too small","2019","66 and older","Employed","36","0.0659791511962785","0.0491714728201083","0.0827868295724487","2"
"Just right","2019","16-34 y.","Not Employed","1985","0.685779727257259","0.669433527337084","0.702125927177434","3"
"Just right","2019","16-34 y.","Employed","3044","0.690729410317708","0.677138979640244","0.704319840995173","3"
"Just right","2019","35-65 y.","Employed","9414","0.706923440401204","0.699164674079966","0.714682206722442","3"
"Just right","2019","35-65 y.","Not Employed","2374","0.724683949911852","0.710266063201292","0.739101836622413","3"
"Just right","2019","66 and older","Employed","581","0.712712372470002","0.682075693049779","0.743349051890225","3"
"Just right","2019","66 and older","Not Employed","3275","0.738557657968308","0.725628104033209","0.751487211903406","3"
"Much too big","2019","16-34 y.","Not Employed","13","","","","5"
"Much too big","2019","16-34 y.","Employed","25","","","","5"
"Much too big","2019","35-65 y.","Not Employed","36","0.0113846424477526","0.00796023923131842","0.0148090456641869","5"
"Much too big","2019","35-65 y.","Employed","205","0.013775298367689","0.0117884973054287","0.0157620994299493","5"
"Much too big","2019","66 and older","Not Employed","161","0.0371668808008323","0.0316007046733372","0.0427330569283274","5"
"Much too big","2019","66 and older","Employed","29","","","","5"
"Much too small","2019","16-34 y.","Not Employed","307","0.0524403138890347","0.0445907900402895","0.0602898377377799","1"
"Much too small","2019","35-65 y.","Not Employed","323","0.0369374882783072","0.0308495191524068","0.0430254574042076","1"
"Much too small","2019","16-34 y.","Employed","187","0.0349246359341692","0.0295263424364241","0.0403229294319142","1"
"Much too small","2019","35-65 y.","Employed","286","0.0181965577670075","0.0159181952146287","0.0204749203193863","1"
"Much too small","2019","66 and older","Not Employed","8","","","","1"
"Much too small","2019","66 and older","Employed","2","","","","1"
