"hlf0071_h","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Just right","2017","direct migration background","Urban Area","3985","0.716623301997588","0.705515860597138","0.727730743398037","3"
"Just right","2017","indirect migration background","Urban Area","987","0.691560407633165","0.668195833692583","0.714924981573747","3"
"Just right","2017","direct migration background","Rural Area","1657","0.702078690349189","0.683998590204311","0.720158790494068","3"
"Just right","2017","indirect migration background","Rural Area","261","0.801091489707299","0.758409348942422","0.843773630472176","3"
"Much too big","2017","no migration background","Urban Area","213","0.0201387126726529","0.0176870864230233","0.0225903389222825","5"
"Much too big","2017","no migration background","Rural Area","151","0.0239503294994589","0.0206074568428349","0.0272932021560829","5"
"Much too big","2017","direct migration background","Urban Area","18","","","","5"
"Much too big","2017","direct migration background","Rural Area","9","","","","5"
"Much too big","2017","indirect migration background","Urban Area","3","","","","5"
"Much too big","2017","indirect migration background","Rural Area","2","","","","5"
"Much too small","2017","no migration background","Urban Area","230","0.0178055070334589","0.0154975270924001","0.0201134869745178","1"
"Much too small","2017","direct migration background","Urban Area","687","0.0491921282205947","0.0438614718146413","0.0545227846265482","1"
"Much too small","2017","no migration background","Rural Area","136","0.0126654748532915","0.0102205189689411","0.0151104307376419","1"
"Much too small","2017","direct migration background","Rural Area","231","0.0447324822493884","0.0365604295963664","0.0529045349024104","1"
"Much too small","2017","indirect migration background","Urban Area","92","0.0542672983113278","0.0428066008418485","0.0657279957808071","1"
"Much too small","2017","indirect migration background","Rural Area","9","","","","1"
"A little too big","2018","no migration background","Urban Area","1483","0.129531578741738","0.123576799099261","0.135486358384215","4"
"A little too big","2018","no migration background","Rural Area","1088","0.168806793849372","0.160441286463659","0.177172301235086","4"
"A little too big","2018","direct migration background","Urban Area","253","0.0773700685024639","0.070584168295758","0.0841559687091698","4"
"A little too big","2018","direct migration background","Rural Area","107","0.118605177396023","0.105048307080565","0.132162047711481","4"
"A little too big","2018","indirect migration background","Urban Area","99","0.078476035012243","0.0647382717174141","0.0922137983070718","4"
"A little too big","2018","indirect migration background","Rural Area","29","","","","4"
"A little too small","2018","no migration background","Urban Area","1655","0.121839039142329","0.116038322500049","0.127639755784609","2"
"A little too small","2018","no migration background","Rural Area","834","0.0982193490220327","0.0915728137182471","0.104865884325818","2"
"A little too small","2018","direct migration background","Rural Area","431","0.132335191475418","0.11812709042968","0.146543292521156","2"
"A little too small","2018","indirect migration background","Rural Area","44","0.136600117740062","0.100361629421722","0.172838606058403","2"
"A little too small","2018","indirect migration background","Urban Area","326","0.193746173035776","0.173555692887381","0.213936653184171","2"
"A little too small","2018","direct migration background","Urban Area","1361","0.161908722859954","0.152552770711555","0.171264675008353","2"
"Just right","2018","no migration background","Urban Area","8649","0.715046801099404","0.70704191129498","0.723051690903828","3"
"Just right","2018","direct migration background","Urban Area","3679","0.709512154756607","0.697981575890983","0.721042733622231","3"
"Just right","2018","no migration background","Rural Area","5533","0.699109777130629","0.688866874135086","0.709352680126173","3"
"Just right","2018","indirect migration background","Urban Area","962","0.68552696671515","0.661807869091542","0.709246064338757","3"
"Just right","2018","direct migration background","Rural Area","1476","0.724564032461947","0.705832596063756","0.743295468860138","3"
"Just right","2018","indirect migration background","Rural Area","265","0.724577973242078","0.677438964887905","0.77171698159625","3"
"Much too big","2018","no migration background","Urban Area","189","0.0183170627354328","0.0159390460744544","0.0206950793964112","5"
"Much too big","2018","no migration background","Rural Area","132","0.0216626058977307","0.0184113885017764","0.024913823293685","5"
"Much too big","2018","direct migration background","Urban Area","29","","","","5"
"Much too big","2018","direct migration background","Rural Area","11","","","","5"
"Much too big","2018","indirect migration background","Urban Area","7","","","","5"
"Much too big","2018","indirect migration background","Rural Area","","","","","5"
"Much too small","2018","no migration background","Urban Area","239","0.0152655182810956","0.013091232103451","0.0174398044587403","1"
"Much too small","2018","no migration background","Rural Area","115","0.012201474100235","0.00974966489116774","0.0146532833093023","1"
"Much too small","2018","direct migration background","Urban Area","633","0.0445253595341647","0.0392866959724652","0.0497640230958641","1"
"Much too small","2018","direct migration background","Rural Area","160","0.0213760569669673","0.0153115697080552","0.0274405442258793","1"
"Much too small","2018","indirect migration background","Urban Area","78","0.0332140784891418","0.0240598773936014","0.0423682795846821","1"
"Much too small","2018","indirect migration background","Rural Area","7","","","","1"
"A little too big","2019","no migration background","Urban Area","1615","0.136913886971092","0.130677864624245","0.143149909317939","4"
"A little too big","2019","direct migration background","Urban Area","198","0.0809190764130213","0.0734374659454765","0.0884006868805661","4"
"A little too big","2019","no migration background","Rural Area","1159","0.170324241941721","0.161917971217415","0.178730512666028","4"
"A little too big","2019","direct migration background","Rural Area","76","0.091328497918537","0.0785227021258748","0.104134293711199","4"
"A little too big","2019","indirect migration background","Rural Area","37","0.163349301970488","0.12445248314929","0.202246120791686","4"
"A little too big","2019","indirect migration background","Urban Area","97","0.0666653744960774","0.0532343542924829","0.0800963946996718","4"
"A little too small","2019","no migration background","Urban Area","1348","0.114955286932151","0.109168947193249","0.120741626671052","2"
"A little too small","2019","no migration background","Rural Area","761","0.0924601803461576","0.0859824755485428","0.0989378851437724","2"
"A little too small","2019","indirect migration background","Rural Area","46","0.134475562238593","0.0985796739258112","0.170371450551375","2"
"A little too small","2019","direct migration background","Rural Area","360","0.100234631141121","0.0868848699828896","0.113584392299353","2"
"A little too small","2019","indirect migration background","Urban Area","252","0.19115627391418","0.169984037210196","0.212328510618165","2"
"A little too small","2019","direct migration background","Urban Area","1032","0.124963589225371","0.11589170360823","0.134035474842512","2"
"Just right","2019","no migration background","Urban Area","8271","0.714534890852776","0.706341850656125","0.722727931049427","3"
"Just right","2019","no migration background","Rural Area","5524","0.711283127994425","0.701149422583321","0.721416833405529","3"
"Just right","2019","direct migration background","Urban Area","3255","0.7239019981099","0.711637090595424","0.736166905624376","3"
"Just right","2019","indirect migration background","Urban Area","900","0.681922799006414","0.65684588863494","0.706999709377889","3"
"Just right","2019","direct migration background","Rural Area","1376","0.762363228053342","0.743442503948793","0.781283952157891","3"
"Just right","2019","indirect migration background","Rural Area","254","0.669458490093137","0.619963848496402","0.718953131689871","3"
"Much too big","2019","no migration background","Urban Area","246","0.0205562706986575","0.0179822101563028","0.0231303312410123","5"
"Much too big","2019","no migration background","Rural Area","149","0.0182673754390691","0.0152727284921517","0.0212620223859865","5"
"Much too big","2019","direct migration background","Urban Area","32","0.00873814372222546","0.00618487486913281","0.0112914125753181","5"
"Much too big","2019","direct migration background","Rural Area","13","","","","5"
"Much too big","2019","indirect migration background","Urban Area","3","","","","5"
"Much too big","2019","indirect migration background","Rural Area","4","","","","5"
"Much too small","2019","no migration background","Urban Area","193","0.0130396645453237","0.0109816904327767","0.0150976386578708","1"
"Much too small","2019","no migration background","Rural Area","89","0.00766507427862749","0.00571478846416449","0.00961536009309049","1"
"Much too small","2019","direct migration background","Urban Area","587","0.0614771925294822","0.0548873932438141","0.0680669918151503","1"
"Much too small","2019","direct migration background","Rural Area","119","0.0380934228274422","0.0295841704136761","0.0466026752412083","1"
"Much too small","2019","indirect migration background","Urban Area","73","0.0533421899658331","0.0412425601382769","0.0654418197933893","1"
"Much too small","2019","indirect migration background","Rural Area","6","","","","1"
