"plj0047","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Big worries","2014","general elemantary","Rural Area","198","0.197860596461034","0.173193455671218","0.22252773725085","1"
"Big worries","2014","middle vocational","Urban Area","1867","0.229014772871224","0.219614609852457","0.238414935889991","1"
"Big worries","2014","middle vocational","Rural Area","971","0.198721877422471","0.187497352791308","0.209946402053634","1"
"Big worries","2014","vocational + Abi","Urban Area","300","0.206340809566636","0.185841143775387","0.226840475357885","1"
"Big worries","2014","vocational + Abi","Rural Area","133","0.275470133903082","0.238302321049741","0.312637946756423","1"
"Big worries","2014","higher vocational","Urban Area","233","0.216731690340142","0.190681980863119","0.242781399817165","1"
"Big worries","2014","higher vocational","Rural Area","124","0.189939065478664","0.159406067085406","0.220472063871923","1"
"Big worries","2014","higher education","Urban Area","888","0.199079681599548","0.187450341942912","0.210709021256185","1"
"Big worries","2014","higher education","Rural Area","331","0.181034571749618","0.162633266095443","0.199435877403793","1"
"No worries","2014","in school","Urban Area","83","0.336488161830174","0.282659762172428","0.390316561487921","3"
"No worries","2014","in school","Rural Area","43","0.430789356715501","0.351010791434614","0.510567921996387","3"
"No worries","2014","inadequately","Urban Area","109","0.304714976107965","0.256968390517233","0.352461561698698","3"
"No worries","2014","inadequately","Rural Area","55","0.448566583895852","0.366182356719041","0.530950811072662","3"
"No worries","2014","general elemantary","Urban Area","598","0.284936931532352","0.265538662903092","0.304335200161611","3"
"No worries","2014","general elemantary","Rural Area","311","0.29086393004581","0.262743370875918","0.318984489215703","3"
"No worries","2014","middle vocational","Urban Area","1671","0.228688165412133","0.219292718331932","0.238083612492334","3"
"No worries","2014","middle vocational","Rural Area","1178","0.25793429357419","0.245627945388751","0.27024064175963","3"
"No worries","2014","vocational + Abi","Urban Area","341","0.222857791553075","0.201776299226118","0.243939283880031","3"
"No worries","2014","vocational + Abi","Rural Area","137","0.227471027808931","0.192595400155077","0.262346655462784","3"
"No worries","2014","higher vocational","Urban Area","174","0.182141339483035","0.157739094172484","0.206543584793586","3"
"No worries","2014","higher vocational","Rural Area","127","0.184395195229807","0.15420832066712","0.214582069792493","3"
"No worries","2014","higher education","Urban Area","911","0.206007946656587","0.194229256563711","0.217786636749462","3"
"No worries","2014","higher education","Rural Area","325","0.216737339286141","0.197046887727887","0.236427790844395","3"
"Some worries","2014","in school","Urban Area","147","0.441342273047023","0.384775304642941","0.497909241451105","2"
"Some worries","2014","in school","Rural Area","71","0.355195425307946","0.278093544872967","0.432297305742925","2"
"Some worries","2014","inadequately","Urban Area","134","0.407597093890067","0.356624338256441","0.458569849523693","2"
"Some worries","2014","inadequately","Rural Area","59","0.338851876326419","0.260447842845137","0.417255909807701","2"
"Some worries","2014","general elemantary","Urban Area","1001","0.508466340113333","0.486981894111928","0.529950786114739","2"
"Some worries","2014","general elemantary","Rural Area","493","0.511275473493156","0.48032453820015","0.542226408786162","2"
"Some worries","2014","middle vocational","Urban Area","4138","0.542297061716642","0.531151779143684","0.553442344289601","2"
"Some worries","2014","middle vocational","Rural Area","2706","0.543343829003338","0.529332300687779","0.557355357318898","2"
"Some worries","2014","vocational + Abi","Urban Area","856","0.570801398880289","0.545728251460977","0.595874546299602","2"
"Some worries","2014","vocational + Abi","Rural Area","285","0.497058838287988","0.455461639081891","0.538656037494084","2"
"Some worries","2014","higher vocational","Urban Area","554","0.601126970176823","0.570167976181034","0.632085964172612","2"
"Some worries","2014","higher vocational","Rural Area","383","0.625665739291529","0.587994974450868","0.66333650413219","2"
"Some worries","2014","higher education","Urban Area","2730","0.594912371743865","0.580615272864653","0.609209470623078","2"
"Some worries","2014","higher education","Rural Area","1026","0.602228088964241","0.578837957909911","0.625618220018572","2"
"Big worries","2015","in school","Urban Area","85","0.30457703423607","0.247754459073968","0.361399609398171","1"
"Big worries","2015","in school","Rural Area","52","0.398786644869957","0.312603594617578","0.484969695122336","1"
"Big worries","2015","inadequately","Urban Area","97","0.298522027292542","0.252329404053202","0.344714650531882","1"
"Big worries","2015","inadequately","Rural Area","39","0.231198996210369","0.162812302711687","0.299585689709051","1"
"Big worries","2015","general elemantary","Urban Area","578","0.293332317246253","0.273242678825607","0.313421955666899","1"
"Big worries","2015","general elemantary","Rural Area","270","0.320808808408905","0.291342295874917","0.350275320942893","1"
"Big worries","2015","middle vocational","Urban Area","2573","0.351123198738279","0.340256659023845","0.361989738452713","1"
"Big worries","2015","middle vocational","Rural Area","1498","0.327392754973483","0.314022458858204","0.340763051088762","1"
"Big worries","2015","vocational + Abi","Urban Area","493","0.328322393611515","0.305174427210217","0.351470360012813","1"
"Big worries","2015","vocational + Abi","Rural Area","190","0.366304209259473","0.326992534121206","0.405615884397741","1"
"Big worries","2015","higher vocational","Urban Area","344","0.335125841574777","0.304771982069982","0.365479701079573","1"
"Big worries","2015","higher vocational","Rural Area","206","0.323474542649527","0.28607442395094","0.360874661348113","1"
"Big worries","2015","higher education","Urban Area","1533","0.35915525463541","0.345423516878198","0.372886992392622","1"
"Big worries","2015","higher education","Rural Area","520","0.305542731031109","0.283861582405056","0.327223879657161","1"
"No worries","2015","in school","Urban Area","43","0.161900156917597","0.116420274297118","0.207380039538075","3"
"No worries","2015","in school","Rural Area","24","","","","3"
"No worries","2015","inadequately","Urban Area","125","0.304329747341942","0.257883424651829","0.350776070032055","3"
"No worries","2015","inadequately","Rural Area","48","0.259437092470978","0.188337243977136","0.330536940964819","3"
"No worries","2015","general elemantary","Urban Area","471","0.207622380915537","0.189725072092061","0.225519689739013","3"
"No worries","2015","general elemantary","Rural Area","255","0.214239178737165","0.188338913782858","0.240139443691471","3"
"No worries","2015","middle vocational","Urban Area","1191","0.149882727263458","0.141756375842488","0.158009078684428","3"
"No worries","2015","middle vocational","Rural Area","845","0.167231903585097","0.156599111318112","0.177864695852082","3"
"No worries","2015","vocational + Abi","Urban Area","281","0.158316353181814","0.140322694036164","0.176310012327464","3"
"No worries","2015","vocational + Abi","Rural Area","117","0.165561238420565","0.135233728565194","0.195888748275935","3"
"No worries","2015","higher vocational","Urban Area","109","0.120254608244779","0.0993390433691473","0.141170173120411","3"
"No worries","2015","higher vocational","Rural Area","87","0.171262737730772","0.141143031668367","0.201382443793177","3"
"No worries","2015","higher education","Urban Area","722","0.135368042642624","0.125575810719335","0.145160274565912","3"
"No worries","2015","higher education","Rural Area","230","0.136778558179753","0.120605443544552","0.152951672814955","3"
"Some worries","2015","in school","Urban Area","124","0.533522808846334","0.471928650846576","0.595116966846091","2"
"Some worries","2015","in school","Rural Area","48","0.400216749103179","0.313982051393539","0.486451446812819","2"
"Some worries","2015","inadequately","Urban Area","155","0.397148225365515","0.347755953692567","0.446540497038464","2"
"Some worries","2015","inadequately","Rural Area","59","0.509363911318653","0.428274248650745","0.590453573986562","2"
"Some worries","2015","general elemantary","Urban Area","924","0.49904530183821","0.476982850692124","0.521107752984296","2"
"Some worries","2015","general elemantary","Rural Area","439","0.46495201285393","0.43346655540885","0.49643747029901","2"
"Some worries","2015","middle vocational","Urban Area","3648","0.498994073998263","0.487611263359301","0.510376884637225","2"
"Some worries","2015","middle vocational","Rural Area","2389","0.50537534144142","0.491130073293422","0.519620609589418","2"
"Some worries","2015","vocational + Abi","Urban Area","807","0.513361253206671","0.488723730257806","0.537998776155536","2"
"Some worries","2015","vocational + Abi","Rural Area","270","0.468134552319962","0.427420303945664","0.50884880069426","2"
"Some worries","2015","higher vocational","Urban Area","476","0.544619550180444","0.512595663635897","0.57664343672499","2"
"Some worries","2015","higher vocational","Rural Area","308","0.505262719619701","0.465290634699503","0.545234804539899","2"
"Some worries","2015","higher education","Urban Area","2434","0.505476702721966","0.491166297728873","0.519787107715059","2"
"Some worries","2015","higher education","Rural Area","984","0.557678710789138","0.534301941069787","0.581055480508489","2"
"Big worries","2016","in school","Urban Area","107","0.399445113682865","0.341131714958019","0.457758512407712","1"
"Big worries","2016","in school","Rural Area","31","0.360835862251146","0.262702828716288","0.458968895786003","1"
"Big worries","2016","inadequately","Urban Area","181","0.319042987725884","0.2938505806869","0.344235394764868","1"
"Big worries","2016","inadequately","Rural Area","80","0.288996520687866","0.254175638737885","0.323817402637848","1"
"Big worries","2016","general elemantary","Urban Area","736","0.408539621246524","0.388273352803231","0.428805889689817","1"
"Big worries","2016","general elemantary","Rural Area","369","0.370140251326755","0.342111693589583","0.398168809063928","1"
"Big worries","2016","middle vocational","Urban Area","3250","0.476528990291649","0.46500452181835","0.488053458764949","1"
"Big worries","2016","middle vocational","Rural Area","1961","0.440874666656674","0.426470523454822","0.455278809858526","1"
"Big worries","2016","vocational + Abi","Urban Area","673","0.431238023409574","0.406654233590756","0.455821813228392","1"
"Big worries","2016","vocational + Abi","Rural Area","270","0.529420472843541","0.48844466320923","0.570396282477852","1"
"Big worries","2016","higher vocational","Urban Area","419","0.474608730558856","0.441038995361412","0.5081784657563","1"
"Big worries","2016","higher vocational","Rural Area","267","0.482472743546884","0.441012294913392","0.523933192180376","1"
"Big worries","2016","higher education","Urban Area","2267","0.540215745859838","0.526107931295602","0.554323560424074","1"
"Big worries","2016","higher education","Rural Area","823","0.473854477480334","0.451217477309872","0.496491477650797","1"
"No worries","2016","in school","Urban Area","45","0.102835315929102","0.066671797798022","0.138998834060181","3"
"No worries","2016","in school","Rural Area","16","","","","3"
"No worries","2016","inadequately","Urban Area","852","0.238286196581222","0.215259556639284","0.26131283652316","3"
"No worries","2016","inadequately","Rural Area","395","0.330881981034338","0.294737206665633","0.367026755403043","3"
"No worries","2016","general elemantary","Urban Area","694","0.151045840744513","0.136282305094887","0.16580937639414","3"
"No worries","2016","general elemantary","Rural Area","336","0.184683866107573","0.162158432371175","0.207209299843972","3"
"No worries","2016","middle vocational","Urban Area","1130","0.122323426723918","0.114762900991025","0.12988395245681","3"
"No worries","2016","middle vocational","Rural Area","696","0.126254187967713","0.11661832260454","0.135890053330886","3"
"No worries","2016","vocational + Abi","Urban Area","199","0.105328546368001","0.090090479713051","0.12056661302295","3"
"No worries","2016","vocational + Abi","Rural Area","84","0.128748974738267","0.101253944355052","0.156244005121482","3"
"No worries","2016","higher vocational","Urban Area","74","0.0778719317533225","0.0598573276191159","0.095886535887529","3"
"No worries","2016","higher vocational","Rural Area","59","0.104434059886479","0.0790593633862089","0.12980875638675","3"
"No worries","2016","higher education","Urban Area","664","0.0751655750679919","0.0677021090129955","0.0826290411229883","3"
"No worries","2016","higher education","Rural Area","281","0.10209409837312","0.0883676186648109","0.11582057808143","3"
"Some worries","2016","in school","Urban Area","119","0.497719570388033","0.438190522989629","0.557248617786437","2"
"Some worries","2016","in school","Rural Area","45","0.413298857228707","0.312676439867109","0.513921274590305","2"
"Some worries","2016","inadequately","Urban Area","282","0.442670815692894","0.415824694112676","0.469516937273111","2"
"Some worries","2016","inadequately","Rural Area","176","0.380121498277796","0.342833239812767","0.417409756742825","2"
"Some worries","2016","general elemantary","Urban Area","830","0.440414538008962","0.419947362853601","0.460881713164323","2"
"Some worries","2016","general elemantary","Rural Area","435","0.445175882565671","0.416326325811098","0.474025439320245","2"
"Some worries","2016","middle vocational","Urban Area","2835","0.401147582984433","0.389838121742342","0.412457044226525","2"
"Some worries","2016","middle vocational","Rural Area","1907","0.432871145375613","0.418496555459415","0.447245735291811","2"
"Some worries","2016","vocational + Abi","Urban Area","687","0.463433430222425","0.438680277674333","0.488186582770517","2"
"Some worries","2016","vocational + Abi","Rural Area","216","0.341830552418192","0.302891537475366","0.380769567361018","2"
"Some worries","2016","higher vocational","Urban Area","357","0.447519337687821","0.414091901214869","0.480946774160774","2"
"Some worries","2016","higher vocational","Rural Area","232","0.413093196566637","0.372238726200851","0.453947666932422","2"
"Some worries","2016","higher education","Urban Area","1863","0.38461867907217","0.370847015112235","0.398390343032105","2"
"Some worries","2016","higher education","Rural Area","765","0.424051424146546","0.401646444292368","0.446456404000723","2"
"Big worries","2017","in school","Urban Area","123","0.407881168268192","0.352908075951069","0.462854260585314","1"
"Big worries","2017","in school","Rural Area","55","0.36403353337295","0.279344914114797","0.448722152631103","1"
"Big worries","2017","inadequately","Urban Area","223","0.375083884172462","0.352835073202162","0.397332695142762","1"
"Big worries","2017","inadequately","Rural Area","100","0.260145437165074","0.228600114870946","0.291690759459202","1"
"Big worries","2017","general elemantary","Urban Area","702","0.390506059604253","0.371309062752634","0.409703056455872","1"
"Big worries","2017","general elemantary","Rural Area","394","0.382845597372841","0.356543528064586","0.409147666681095","1"
"Big worries","2017","middle vocational","Urban Area","3158","0.428186260037369","0.417243010575157","0.439129509499582","1"
"Big worries","2017","middle vocational","Rural Area","1930","0.396552096948423","0.383098791545109","0.410005402351736","1"
"Big worries","2017","vocational + Abi","Urban Area","646","0.414392677835226","0.390947990097322","0.437837365573129","1"
"Big worries","2017","vocational + Abi","Rural Area","240","0.41255514007797","0.374825403579831","0.450284876576109","1"
"Big worries","2017","higher vocational","Urban Area","374","0.389310850038732","0.357472976648999","0.421148723428466","1"
"Big worries","2017","higher vocational","Rural Area","270","0.442604115255386","0.404122994984575","0.481085235526198","1"
"Big worries","2017","higher education","Urban Area","1991","0.430228891686203","0.417011258171278","0.443446525201127","1"
"Big worries","2017","higher education","Rural Area","790","0.434745903616682","0.41339075851116","0.456101048722205","1"
"No worries","2017","in school","Urban Area","45","0.0932499429478825","0.0607227199982718","0.125777165897493","3"
"No worries","2017","in school","Rural Area","12","","","","3"
"No worries","2017","inadequately","Urban Area","1276","0.324138728641739","0.30262944314184","0.345648014141637","3"
"No worries","2017","inadequately","Rural Area","505","0.407769440654098","0.372434332204902","0.443104549103294","3"
"No worries","2017","general elemantary","Urban Area","832","0.15190187460972","0.137778472399194","0.166025276820246","3"
"No worries","2017","general elemantary","Rural Area","409","0.186717983464398","0.165631952871059","0.207804014057737","3"
"No worries","2017","middle vocational","Urban Area","1297","0.125919187144476","0.118582087929245","0.133256286359708","3"
"No worries","2017","middle vocational","Rural Area","791","0.12805013078849","0.118860569972724","0.137239691604255","3"
"No worries","2017","vocational + Abi","Urban Area","235","0.11314068983768","0.0980651822704002","0.12821619740496","3"
"No worries","2017","vocational + Abi","Rural Area","108","0.133584538490273","0.107510973772467","0.15965810320808","3"
"No worries","2017","higher vocational","Urban Area","86","0.0988339445041766","0.0793471155947682","0.118320773413585","3"
"No worries","2017","higher vocational","Rural Area","68","0.0984943309771033","0.0754083702580634","0.121580291696143","3"
"No worries","2017","higher education","Urban Area","885","0.0901582926155182","0.082512201513049","0.0978043837179874","3"
"No worries","2017","higher education","Rural Area","296","0.0827403241823278","0.0708725936091217","0.094608054755534","3"
"Some worries","2017","in school","Urban Area","139","0.498868888783926","0.442938505393518","0.554799272174333","2"
"Some worries","2017","in school","Rural Area","57","0.58497621569209","0.498251507781236","0.671700923602943","2"
"Some worries","2017","inadequately","Urban Area","320","0.300777387185799","0.279702654964582","0.321852119407017","2"
"Some worries","2017","inadequately","Rural Area","138","0.332085122180828","0.298221067834314","0.365949176527342","2"
"Some worries","2017","general elemantary","Urban Area","947","0.457592065786026","0.437988414503315","0.477195717068738","2"
"Some worries","2017","general elemantary","Rural Area","509","0.430436419162761","0.403644317387953","0.457228520937569","2"
"Some worries","2017","middle vocational","Urban Area","3399","0.445894552818154","0.434901585526333","0.456887520109975","2"
"Some worries","2017","middle vocational","Rural Area","2358","0.475397772263087","0.461663595867018","0.489131948659157","2"
"Some worries","2017","vocational + Abi","Urban Area","815","0.472466632327094","0.448706672303673","0.496226592350515","2"
"Some worries","2017","vocational + Abi","Rural Area","306","0.453860321431757","0.415703499945305","0.492017142918209","2"
"Some worries","2017","higher vocational","Urban Area","441","0.511855205457091","0.479216450109952","0.54449396080423","2"
"Some worries","2017","higher vocational","Rural Area","302","0.458901553767511","0.420295446633655","0.497507660901366","2"
"Some worries","2017","higher education","Urban Area","2514","0.479612815698279","0.466275685390917","0.492949946005641","2"
"Some worries","2017","higher education","Rural Area","984","0.48251377220099","0.460987582003256","0.504039962398724","2"
"Big worries","2018","in school","Urban Area","91","0.375870183982851","0.317664730647718","0.434075637317983","1"
"Big worries","2018","in school","Rural Area","22","","","","1"
"Big worries","2018","inadequately","Urban Area","236","0.354401865170725","0.330130577795681","0.37867315254577","1"
"Big worries","2018","inadequately","Rural Area","80","0.278143459164188","0.241802068589174","0.314484849739201","1"
"Big worries","2018","general elemantary","Urban Area","610","0.324689401156746","0.305489860968452","0.34388894134504","1"
"Big worries","2018","general elemantary","Rural Area","334","0.321087857480487","0.294834873032976","0.347340841927998","1"
"Big worries","2018","middle vocational","Urban Area","2529","0.352029236133881","0.341154817220557","0.362903655047205","1"
"Big worries","2018","middle vocational","Rural Area","1544","0.330455488036944","0.317092892403865","0.343818083670023","1"
"Big worries","2018","vocational + Abi","Urban Area","511","0.335604445186128","0.312284097381619","0.358924792990638","1"
"Big worries","2018","vocational + Abi","Rural Area","188","0.32548665198567","0.289042899018443","0.361930404952897","1"
"Big worries","2018","higher vocational","Urban Area","302","0.32834706165351","0.296551601960509","0.360142521346511","1"
"Big worries","2018","higher vocational","Rural Area","196","0.352305485644277","0.314335440495494","0.39027553079306","1"
"Big worries","2018","higher education","Urban Area","1533","0.333278629806271","0.320347807635295","0.346209451977247","1"
"Big worries","2018","higher education","Rural Area","592","0.304250487981574","0.283686821768743","0.324814154194405","1"
"No worries","2018","in school","Urban Area","40","0.137031046856616","0.0957059056496071","0.178356188063624","3"
"No worries","2018","in school","Rural Area","19","","","","3"
"No worries","2018","inadequately","Urban Area","871","0.291965374536485","0.268894896014215","0.315035853058756","3"
"No worries","2018","inadequately","Rural Area","343","0.40674995841125","0.366909501111388","0.446590415711112","3"
"No worries","2018","general elemantary","Urban Area","749","0.168946598214086","0.153582956157779","0.184310240270393","3"
"No worries","2018","general elemantary","Rural Area","391","0.221729666999531","0.198371589645034","0.245087744354028","3"
"No worries","2018","middle vocational","Urban Area","1247","0.142978328199347","0.135008113939893","0.1509485424588","3"
"No worries","2018","middle vocational","Rural Area","851","0.15956629250655","0.149163093098964","0.169969491914135","3"
"No worries","2018","vocational + Abi","Urban Area","227","0.121109205109767","0.104996671111576","0.137221739107958","3"
"No worries","2018","vocational + Abi","Rural Area","96","0.131679727541236","0.105379430213601","0.157980024868872","3"
"No worries","2018","higher vocational","Urban Area","94","0.125687947048278","0.103243643651703","0.148132250444853","3"
"No worries","2018","higher vocational","Rural Area","83","0.159806881111214","0.130680696399074","0.188933065823353","3"
"No worries","2018","higher education","Urban Area","791","0.105458329562242","0.0970329213860527","0.113883737738432","3"
"No worries","2018","higher education","Rural Area","311","0.122408516005342","0.107759432134968","0.137057599875715","3"
"Some worries","2018","in school","Urban Area","135","0.487098769160533","0.42703222316833","0.547165315152737","2"
"Some worries","2018","in school","Rural Area","52","0.620656131456685","0.522039837796424","0.719272425116945","2"
"Some worries","2018","inadequately","Urban Area","385","0.35363276029279","0.329373386107593","0.377892134477986","2"
"Some worries","2018","inadequately","Rural Area","161","0.315106582424562","0.277429097795073","0.352784067054051","2"
"Some worries","2018","general elemantary","Urban Area","926","0.506364000629168","0.485864663775346","0.52686333748299","2"
"Some worries","2018","general elemantary","Rural Area","490","0.457182475519982","0.429171278412666","0.485193672627298","2"
"Some worries","2018","middle vocational","Urban Area","3634","0.504992435666772","0.493608633461876","0.516376237871669","2"
"Some worries","2018","middle vocational","Rural Area","2365","0.509978219456507","0.495776918838103","0.52417952007491","2"
"Some worries","2018","vocational + Abi","Urban Area","837","0.543286349704105","0.518685834381358","0.567886865026852","2"
"Some worries","2018","vocational + Abi","Rural Area","351","0.542833620473094","0.504087186397434","0.581580054548754","2"
"Some worries","2018","higher vocational","Urban Area","442","0.545964991298212","0.512255426177364","0.57967455641906","2"
"Some worries","2018","higher vocational","Rural Area","329","0.487887633244509","0.448155778586292","0.527619487902726","2"
"Some worries","2018","higher education","Urban Area","2781","0.561263040631487","0.547650614040595","0.574875467222378","2"
"Some worries","2018","higher education","Rural Area","1020","0.573340996013085","0.551235238346799","0.59544675367937","2"
"Big worries","2019","higher education","Urban Area","1822","0.390353384354176","0.376723584872776","0.403983183835577","1"
"Big worries","2019","higher education","Rural Area","730","0.341743822452658","0.321227409851596","0.362260235053719","1"
"Big worries","2019","in school","Urban Area","93","0.368270870003791","0.306602382712516","0.429939357295066","1"
"Big worries","2019","in school","Rural Area","30","0.314040428282968","0.215946775685798","0.412134080880138","1"
"Big worries","2019","inadequately","Urban Area","161","0.397758644691042","0.370830131149924","0.42468715823216","1"
"Big worries","2019","inadequately","Rural Area","71","0.222637185443426","0.187645979622298","0.257628391264554","1"
"Big worries","2019","general elemantary","Urban Area","524","0.345125972896795","0.323866518544674","0.366385427248916","1"
"Big worries","2019","general elemantary","Rural Area","331","0.353543880033477","0.325369023383392","0.381718736683562","1"
"Big worries","2019","middle vocational","Urban Area","2453","0.366011749062116","0.354438316664264","0.377585181459967","1"
"Big worries","2019","middle vocational","Rural Area","1547","0.360487284449045","0.346377016239817","0.374597552658274","1"
"Big worries","2019","vocational + Abi","Urban Area","585","0.39035852710439","0.365596946902986","0.415120107305795","1"
"Big worries","2019","vocational + Abi","Rural Area","211","0.332947705563044","0.295941715995682","0.369953695130406","1"
"Big worries","2019","higher vocational","Urban Area","359","0.361599936253798","0.330331577872563","0.392868294635034","1"
"Big worries","2019","higher vocational","Rural Area","264","0.343857853139794","0.308467614991512","0.379248091288076","1"
"No worries","2019","in school","Urban Area","34","0.132906309189292","0.0895032868972461","0.176309331481339","3"
"No worries","2019","in school","Rural Area","13","","","","3"
"No worries","2019","inadequately","Urban Area","835","0.303446829328973","0.278151769050073","0.328741889607873","3"
"No worries","2019","inadequately","Rural Area","327","0.32453637613344","0.285155910196772","0.363916842070109","3"
"No worries","2019","general elemantary","Urban Area","636","0.1833044738182","0.166002285714581","0.200606661921819","3"
"No worries","2019","general elemantary","Rural Area","310","0.166344436751601","0.144397799049976","0.188291074453226","3"
"No worries","2019","middle vocational","Urban Area","1071","0.136323700231386","0.128079752206429","0.144567648256343","3"
"No worries","2019","middle vocational","Rural Area","667","0.14132767750747","0.131090198009043","0.151565157005896","3"
"No worries","2019","vocational + Abi","Urban Area","189","0.0996911954317862","0.084484549996262","0.11489784086731","3"
"No worries","2019","vocational + Abi","Rural Area","85","0.133224696539163","0.10654077211879","0.159908620959535","3"
"No worries","2019","higher vocational","Urban Area","103","0.141962059941774","0.119248571538097","0.164675548345451","3"
"No worries","2019","higher vocational","Rural Area","83","0.163180002936436","0.135647573364045","0.190712432508826","3"
"No worries","2019","higher education","Urban Area","682","0.0886448229485323","0.0807035169746372","0.0965861289224274","3"
"No worries","2019","higher education","Rural Area","257","0.091929135624844","0.0794311484292734","0.104427122820415","3"
"Some worries","2019","higher education","Urban Area","2417","0.521001792697291","0.507044282258102","0.53495930313648","2"
"Some worries","2019","higher education","Rural Area","1066","0.566327041922498","0.544889823288437","0.58776426055656","2"
"Some worries","2019","in school","Urban Area","108","0.498822820806917","0.434896021516429","0.562749620097405","2"
"Some worries","2019","in school","Rural Area","43","0.432145874489273","0.327449306928339","0.536842442050207","2"
"Some worries","2019","inadequately","Urban Area","273","0.298794525979985","0.273610436875897","0.323978615084072","2"
"Some worries","2019","inadequately","Rural Area","145","0.452826438423134","0.410958978202926","0.494693898643342","2"
"Some worries","2019","general elemantary","Urban Area","761","0.471569553285005","0.44924662297254","0.493892483597471","2"
"Some worries","2019","general elemantary","Rural Area","465","0.480111683214922","0.450667691039673","0.509555675390171","2"
"Some worries","2019","middle vocational","Urban Area","3131","0.497664550706498","0.485651886761371","0.509677214651626","2"
"Some worries","2019","middle vocational","Rural Area","2234","0.498185038043485","0.483491281331783","0.512878794755187","2"
"Some worries","2019","vocational + Abi","Urban Area","717","0.509950277463823","0.48457602484165","0.535324530085997","2"
"Some worries","2019","vocational + Abi","Rural Area","327","0.533827597897793","0.494655407346568","0.572999788449019","2"
"Some worries","2019","higher vocational","Urban Area","445","0.496438003804428","0.463899061560625","0.528976946048231","2"
"Some worries","2019","higher vocational","Rural Area","345","0.492962143923771","0.455712508935638","0.530211778911903","2"
