"plj0047","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Big worries","2015","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"Big worries","2015","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Big worries","2015","Saxony","no migration background","486","0.344828521355566","0.320123947075063","0.36953309563607"
"Big worries","2015","Saxony","direct migration background","23","","",""
"Big worries","2015","Saxony","indirect migration background","14","","",""
"Big worries","2015","Saxony-Anhalt","no migration background","290","0.347394333502714","0.314745035487081","0.380043631518346"
"Big worries","2015","Saxony-Anhalt","direct migration background","19","","",""
"Big worries","2015","Saxony-Anhalt","indirect migration background","10","","",""
"Big worries","2015","Thuringia","no migration background","275","0.332664743206753","0.301409967112642","0.363919519300864"
"Big worries","2015","Thuringia","direct migration background","28","","",""
"Big worries","2015","Thuringia","indirect migration background","3","","",""
"Some worries","2015","Schleswig-Holstein","no migration background","345","0.526419358819868","0.488863638134389","0.563975079505346"
"Some worries","2015","Schleswig-Holstein","direct migration background","63","0.431160173587273","0.354898751345998","0.507421595828547"
"Some worries","2015","Schleswig-Holstein","indirect migration background","24","","",""
"Some worries","2015","Hamburg","no migration background","158","0.500982751888628","0.444403574473619","0.557561929303636"
"Some worries","2015","Hamburg","direct migration background","58","0.490285149264859","0.402997895212269","0.57757240331745"
"Some worries","2015","Hamburg","indirect migration background","21","","",""
"Some worries","2015","Lower Saxony","no migration background","992","0.519755881678665","0.497219830011281","0.542291933346049"
"Some worries","2015","Lower Saxony","direct migration background","262","0.524757823473821","0.484699029085819","0.564816617861824"
"Some worries","2015","Lower Saxony","indirect migration background","42","0.33684191813523","0.249699327155153","0.423984509115306"
"Some worries","2015","Bremen","no migration background","56","0.54567784339319","0.452630952265076","0.638724734521304"
"Some worries","2015","Bremen","direct migration background","19","","",""
"Some worries","2015","Bremen","indirect migration background","5","","",""
"Some worries","2015","North Rhine-Westphalia","no migration background","1717","0.492471585760779","0.476037367207825","0.508905804313733"
"Some worries","2015","North Rhine-Westphalia","direct migration background","730","0.479518719560037","0.454395543361928","0.504641895758146"
"Some worries","2015","North Rhine-Westphalia","indirect migration background","228","0.476424709555244","0.432202874423574","0.520646544686915"
"Some worries","2015","Hesse","no migration background","614","0.507650817607721","0.479329061970197","0.535972573245246"
"Some worries","2015","Hesse","direct migration background","243","0.44687700463475","0.404787815702636","0.488966193566865"
"Some worries","2015","Hesse","indirect migration background","69","0.46992745082409","0.389789539062048","0.550065362586131"
"Some worries","2015","Rhineland-Palatinate,Saarland","no migration background","574","0.534461072866652","0.504304445247102","0.564617700486201"
"Some worries","2015","Rhineland-Palatinate,Saarland","direct migration background","232","0.562005289177378","0.515273890761114","0.608736687593642"
"Some worries","2015","Rhineland-Palatinate,Saarland","indirect migration background","62","0.556516287934207","0.466110367274003","0.646922208594411"
"Some worries","2015","Baden-Württemberg","no migration background","1114","0.508121598960253","0.486559016793463","0.529684181127044"
"Some worries","2015","Baden-Württemberg","direct migration background","388","0.476993369844876","0.443336581010745","0.510650158679007"
"Some worries","2015","Baden-Württemberg","indirect migration background","134","0.422688493562818","0.367340396057104","0.478036591068532"
"Some worries","2015","Bavaria","no migration background","1628","0.53192703423134","0.514230167292078","0.549623901170601"
"Some worries","2015","Bavaria","direct migration background","477","0.452943612311141","0.422602888438148","0.483284336184134"
"Some worries","2015","Bavaria","indirect migration background","120","0.487411180453178","0.428118774197362","0.546703586708993"
"Some worries","2015","Berlin","no migration background","371","0.462950591886288","0.427336239960176","0.498564943812399"
"Some worries","2015","Berlin","direct migration background","77","0.434834241267898","0.364159052431902","0.505509430103893"
"Some worries","2015","Berlin","indirect migration background","31","0.64926662250624","0.519564672203559","0.778968572808922"
"Some worries","2015","Brandenburg","no migration background","469","0.527957121088304","0.495011033425778","0.560903208750829"
"Some worries","2015","Brandenburg","direct migration background","63","0.575954473627775","0.486406558077429","0.665502389178121"
"Some worries","2015","Brandenburg","indirect migration background","10","","",""
"Some worries","2015","Mecklenburg-Western Pomerania","no migration background","262","0.536253183315761","0.493717193616902","0.57878917301462"
"Some worries","2015","Mecklenburg-Western Pomerania","direct migration background","7","","",""
"Some worries","2015","Mecklenburg-Western Pomerania","indirect migration background","6","","",""
"Some worries","2015","Saxony","no migration background","723","0.514741110991815","0.488764680654635","0.540717541328995"
"Some worries","2015","Saxony","direct migration background","42","0.516461399504547","0.407633539305323","0.62528925970377"
"Some worries","2015","Saxony","indirect migration background","13","","",""
"Some worries","2015","Saxony-Anhalt","no migration background","411","0.47957636251056","0.445319746914462","0.513832978106658"
"Some worries","2015","Saxony-Anhalt","direct migration background","27","","",""
"Some worries","2015","Saxony-Anhalt","indirect migration background","11","","",""
"Some worries","2015","Thuringia","no migration background","399","0.439932598763378","0.407005445217409","0.472859752309348"
"Some worries","2015","Thuringia","direct migration background","44","0.585426166864637","0.48364583913778","0.687206494591494"
"Some worries","2015","Thuringia","indirect migration background","9","","",""
"No worries","2015","Schleswig-Holstein","no migration background","85","0.121032951443246","0.0964999144947458","0.145565988391747"
"No worries","2015","Schleswig-Holstein","direct migration background","47","0.197135239764139","0.13587285276052","0.258397626767759"
"No worries","2015","Schleswig-Holstein","indirect migration background","2","","",""
"No worries","2015","Hamburg","no migration background","34","0.117709029323215","0.0812421776832832","0.154175880963148"
"No worries","2015","Hamburg","direct migration background","40","0.314029555446367","0.232989303451839","0.395069807440894"
"No worries","2015","Hamburg","indirect migration background","1","","",""
"No worries","2015","Lower Saxony","no migration background","233","0.138905593343651","0.12330531500312","0.154505871684182"
"No worries","2015","Lower Saxony","direct migration background","199","0.269537439533126","0.233944041164872","0.305130837901379"
"No worries","2015","Lower Saxony","indirect migration background","31","0.315461392012683","0.229781097499448","0.401141686525918"
"No worries","2015","Bremen","no migration background","11","","",""
"No worries","2015","Bremen","direct migration background","18","","",""
"No worries","2015","Bremen","indirect migration background","4","","",""
"No worries","2015","North Rhine-Westphalia","no migration background","357","0.111106753566271","0.100776206497182","0.12143730063536"
"No worries","2015","North Rhine-Westphalia","direct migration background","374","0.206488246934623","0.186132194799046","0.2268442990702"
"No worries","2015","North Rhine-Westphalia","indirect migration background","71","0.139865773077918","0.109155131393057","0.170576414762778"
"No worries","2015","Hesse","no migration background","142","0.138879400503789","0.119288611753558","0.15847018925402"
"No worries","2015","Hesse","direct migration background","189","0.293068991934378","0.254535430768418","0.331602553100338"
"No worries","2015","Hesse","indirect migration background","35","0.26273639007177","0.192067792905016","0.333404987238523"
"No worries","2015","Rhineland-Palatinate,Saarland","no migration background","172","0.16187416283939","0.139605706364816","0.184142619313964"
"No worries","2015","Rhineland-Palatinate,Saarland","direct migration background","124","0.210678298556204","0.172268585238532","0.249088011873876"
"No worries","2015","Rhineland-Palatinate,Saarland","indirect migration background","15","","",""
"No worries","2015","Baden-Württemberg","no migration background","314","0.170180893037229","0.153972678467005","0.186389107607453"
"No worries","2015","Baden-Württemberg","direct migration background","270","0.265365679364767","0.235613355479937","0.295118003249597"
"No worries","2015","Baden-Württemberg","indirect migration background","73","0.266067528362209","0.216555426086982","0.315579630637436"
"No worries","2015","Bavaria","no migration background","452","0.15793671638439","0.145002876134225","0.170870556634554"
"No worries","2015","Bavaria","direct migration background","363","0.295881966649218","0.268061154512997","0.32370277878544"
"No worries","2015","Bavaria","indirect migration background","53","0.220197287193353","0.171042579204646","0.269351995182061"
"No worries","2015","Berlin","no migration background","88","0.119297338247855","0.0961457582947399","0.14244891820097"
"No worries","2015","Berlin","direct migration background","50","0.185368409047796","0.129967655224842","0.24076916287075"
"No worries","2015","Berlin","indirect migration background","4","","",""
"No worries","2015","Brandenburg","no migration background","146","0.146763606162844","0.123409799991285","0.170117412334403"
"No worries","2015","Brandenburg","direct migration background","32","0.17312961791135","0.104571393152859","0.241687842669841"
"No worries","2015","Brandenburg","indirect migration background","2","","",""
"No worries","2015","Mecklenburg-Western Pomerania","no migration background","75","0.128536422408033","0.0999888716344363","0.15708397318163"
"No worries","2015","Mecklenburg-Western Pomerania","direct migration background","4","","",""
"No worries","2015","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No worries","2015","Saxony","no migration background","213","0.140430367652619","0.122372380437149","0.158488354868089"
"No worries","2015","Saxony","direct migration background","16","","",""
"No worries","2015","Saxony","indirect migration background","2","","",""
"No worries","2015","Saxony-Anhalt","no migration background","116","0.173029303986726","0.147090977442585","0.198967630530868"
"No worries","2015","Saxony-Anhalt","direct migration background","10","","",""
"No worries","2015","Saxony-Anhalt","indirect migration background","1","","",""
"No worries","2015","Thuringia","no migration background","199","0.227402658029869","0.199598141854218","0.255207174205519"
"No worries","2015","Thuringia","direct migration background","18","","",""
"No worries","2015","Thuringia","indirect migration background","2","","",""
"Big worries","2016","Schleswig-Holstein","no migration background","343","0.529182402191048","0.490174570633634","0.568190233748463"
"Big worries","2016","Schleswig-Holstein","direct migration background","81","0.414194990003112","0.363452384042478","0.464937595963746"
"Big worries","2016","Schleswig-Holstein","indirect migration background","24","","",""
"Big worries","2016","Hamburg","no migration background","143","0.500817189801986","0.442666034779411","0.558968344824561"
"Big worries","2016","Hamburg","direct migration background","40","0.368393647299309","0.301541955214993","0.435245339383625"
"Big worries","2016","Hamburg","indirect migration background","21","","",""
"Big worries","2016","Lower Saxony","no migration background","897","0.515815070096034","0.492611923259925","0.539018216932143"
"Big worries","2016","Lower Saxony","direct migration background","205","0.376389992132262","0.343991329695515","0.408788654569008"
"Big worries","2016","Lower Saxony","indirect migration background","59","0.51575590794376","0.421064521947408","0.610447293940112"
"Big worries","2016","Bremen","no migration background","62","0.537545322252899","0.444792158199704","0.630298486306094"
"Big worries","2016","Bremen","direct migration background","31","0.464375946579893","0.374006826371634","0.554745066788152"
"Big worries","2016","Bremen","indirect migration background","3","","",""
"Big worries","2016","North Rhine-Westphalia","no migration background","1844","0.52165070885872","0.504658825528115","0.538642592189325"
"Big worries","2016","North Rhine-Westphalia","direct migration background","616","0.448001085489562","0.42665571455065","0.469346456428473"
"Big worries","2016","North Rhine-Westphalia","indirect migration background","254","0.528149015368249","0.482380095741947","0.573917934994552"
"Big worries","2016","Hesse","no migration background","506","0.459812533064818","0.430225767111538","0.489399299018097"
"Big worries","2016","Hesse","direct migration background","171","0.332709647341424","0.298505840365476","0.366913454317371"
"Big worries","2016","Hesse","indirect migration background","54","0.406199894258678","0.319051735882312","0.493348052635044"
"Big worries","2016","Rhineland-Palatinate,Saarland","no migration background","416","0.468439425818891","0.437292676000817","0.499586175636965"
"Big worries","2016","Rhineland-Palatinate,Saarland","direct migration background","153","0.286084424562913","0.251735922372517","0.32043292675331"
"Big worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","64","0.499258336728812","0.407474714746219","0.591041958711405"
"Big worries","2016","Baden-Württemberg","no migration background","889","0.447156953510892","0.424829894455597","0.469484012566188"
"Big worries","2016","Baden-Württemberg","direct migration background","248","0.354476567560348","0.328382923038942","0.380570212081754"
"Big worries","2016","Baden-Württemberg","indirect migration background","127","0.482121773134185","0.422409424997936","0.541834121270434"
"Big worries","2016","Bavaria","no migration background","1366","0.46792888982511","0.449430584054983","0.486427195595237"
"Big worries","2016","Bavaria","direct migration background","322","0.345198904959421","0.320845092584065","0.369552717334777"
"Big worries","2016","Bavaria","indirect migration background","119","0.343380734995615","0.285214241765541","0.401547228225689"
"Big worries","2016","Berlin","no migration background","370","0.517673591493039","0.480840607015372","0.554506575970705"
"Big worries","2016","Berlin","direct migration background","86","0.360388757237525","0.315680278832383","0.405097235642666"
"Big worries","2016","Berlin","indirect migration background","24","","",""
"Big worries","2016","Brandenburg","no migration background","362","0.412680585303823","0.379126953556693","0.446234217050954"
"Big worries","2016","Brandenburg","direct migration background","61","0.447600837416549","0.392248088312964","0.502953586520134"
"Big worries","2016","Brandenburg","indirect migration background","7","","",""
"Big worries","2016","Mecklenburg-Western Pomerania","no migration background","245","0.496129191658906","0.45190454876967","0.540353834548141"
"Big worries","2016","Mecklenburg-Western Pomerania","direct migration background","21","","",""
"Big worries","2016","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Big worries","2016","Saxony","no migration background","614","0.449001698243088","0.422566792951277","0.4754366035349"
"Big worries","2016","Saxony","direct migration background","45","0.249085249666493","0.19390782680105","0.304262672531937"
"Big worries","2016","Saxony","indirect migration background","10","","",""
"Big worries","2016","Saxony-Anhalt","no migration background","375","0.488290432906673","0.452729096047221","0.523851769766124"
"Big worries","2016","Saxony-Anhalt","direct migration background","30","0.371998246029411","0.294128616633881","0.44986787542494"
"Big worries","2016","Saxony-Anhalt","indirect migration background","11","","",""
"Big worries","2016","Thuringia","no migration background","332","0.422021110536249","0.388176110781753","0.455866110290746"
"Big worries","2016","Thuringia","direct migration background","44","0.327953043400405","0.256320270826302","0.399585815974507"
"Big worries","2016","Thuringia","indirect migration background","9","","",""
"Some worries","2016","Schleswig-Holstein","no migration background","236","0.376404305952644","0.338542474865103","0.414266137040186"
"Some worries","2016","Schleswig-Holstein","direct migration background","108","0.387399165898635","0.337215551407328","0.437582780389943"
"Some worries","2016","Schleswig-Holstein","indirect migration background","20","","",""
"Some worries","2016","Hamburg","no migration background","116","0.423103325659112","0.365643916204979","0.480562735113245"
"Some worries","2016","Hamburg","direct migration background","73","0.500234823842904","0.430939640267605","0.569530007418204"
"Some worries","2016","Hamburg","indirect migration background","12","","",""
"Some worries","2016","Lower Saxony","no migration background","745","0.405037693053924","0.38224546992862","0.427829916179228"
"Some worries","2016","Lower Saxony","direct migration background","291","0.449232161345713","0.415968410764717","0.48249591192671"
"Some worries","2016","Lower Saxony","indirect migration background","36","0.406568297619135","0.313498594282783","0.499638000955488"
"Some worries","2016","Bremen","no migration background","40","0.428971217176463","0.336898771776434","0.521043662576493"
"Some worries","2016","Bremen","direct migration background","48","0.442287663432706","0.352293840981003","0.532281485884409"
"Some worries","2016","Bremen","indirect migration background","2","","",""
"Some worries","2016","North Rhine-Westphalia","no migration background","1229","0.387253771850423","0.370683974359357","0.403823569341489"
"Some worries","2016","North Rhine-Westphalia","direct migration background","714","0.411506541737538","0.39038360720808","0.432629476266996"
"Some worries","2016","North Rhine-Westphalia","indirect migration background","150","0.340395967784384","0.296952563943959","0.38383937162481"
"Some worries","2016","Hesse","no migration background","467","0.428523917199012","0.399145972786412","0.457901861611612"
"Some worries","2016","Hesse","direct migration background","235","0.4414941099533","0.405447812461969","0.477540407444631"
"Some worries","2016","Hesse","indirect migration background","59","0.471548000101957","0.38296836187397","0.560127638329944"
"Some worries","2016","Rhineland-Palatinate,Saarland","no migration background","475","0.437917811121048","0.406950332242932","0.468885289999164"
"Some worries","2016","Rhineland-Palatinate,Saarland","direct migration background","240","0.565897030993216","0.528226446897208","0.603567615089224"
"Some worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","43","0.391164877799437","0.301581911087773","0.4807478445111"
"Some worries","2016","Baden-Württemberg","no migration background","826","0.443120541918234","0.420813491867746","0.465427591968722"
"Some worries","2016","Baden-Württemberg","direct migration background","449","0.411974190397002","0.385125805289221","0.438822575504783"
"Some worries","2016","Baden-Württemberg","indirect migration background","103","0.379113871674112","0.321135933438297","0.437091809909927"
"Some worries","2016","Bavaria","no migration background","1175","0.418343154924699","0.400055545396012","0.436630764453386"
"Some worries","2016","Bavaria","direct migration background","491","0.413704319869893","0.388476429927748","0.438932209812039"
"Some worries","2016","Bavaria","indirect migration background","96","0.464896415902895","0.403798677129093","0.525994154676697"
"Some worries","2016","Berlin","no migration background","283","0.411571080936404","0.375296048111455","0.447846113761353"
"Some worries","2016","Berlin","direct migration background","121","0.43735787593626","0.391164380562091","0.483551371310429"
"Some worries","2016","Berlin","indirect migration background","21","","",""
"Some worries","2016","Brandenburg","no migration background","355","0.457828251156931","0.423872364735453","0.491784137578409"
"Some worries","2016","Brandenburg","direct migration background","92","0.288518233516202","0.238082799355575","0.338953667676829"
"Some worries","2016","Brandenburg","indirect migration background","9","","",""
"Some worries","2016","Mecklenburg-Western Pomerania","no migration background","205","0.410687149137238","0.367172462785048","0.454201835489427"
"Some worries","2016","Mecklenburg-Western Pomerania","direct migration background","29","","",""
"Some worries","2016","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Some worries","2016","Saxony","no migration background","592","0.436357015487864","0.409999669889213","0.462714361086515"
"Some worries","2016","Saxony","direct migration background","81","0.557994151649063","0.49463331242117","0.621354990876956"
"Some worries","2016","Saxony","indirect migration background","13","","",""
"Some worries","2016","Saxony-Anhalt","no migration background","298","0.370403367897977","0.336047900246517","0.404758835549436"
"Some worries","2016","Saxony-Anhalt","direct migration background","62","0.448362581101894","0.368239291353166","0.528485870850622"
"Some worries","2016","Saxony-Anhalt","indirect migration background","9","","",""
"Some worries","2016","Thuringia","no migration background","324","0.394667769723215","0.361172446811522","0.428163092634908"
"Some worries","2016","Thuringia","direct migration background","57","0.519181919517322","0.442946587868038","0.595417251166605"
"Some worries","2016","Thuringia","indirect migration background","5","","",""
"No worries","2016","Schleswig-Holstein","no migration background","50","0.0944132918563075","0.0715623366944947","0.11726424701812"
"No worries","2016","Schleswig-Holstein","direct migration background","173","0.198405844098253","0.15732415353826","0.239487534658245"
"No worries","2016","Schleswig-Holstein","indirect migration background","1","","",""
"No worries","2016","Hamburg","no migration background","25","","",""
"No worries","2016","Hamburg","direct migration background","87","0.131371528857787","0.0845548339995167","0.178188223716057"
"No worries","2016","Hamburg","indirect migration background","4","","",""
"No worries","2016","Lower Saxony","no migration background","140","0.0791472368500419","0.0666127309885757","0.0916817427115081"
"No worries","2016","Lower Saxony","direct migration background","363","0.174377846522025","0.149003910941548","0.199751782102502"
"No worries","2016","Lower Saxony","indirect migration background","12","","",""
"No worries","2016","Bremen","no migration background","9","","",""
"No worries","2016","Bremen","direct migration background","38","0.0933363899874011","0.0406250869199423","0.14604769305486"
"No worries","2016","Bremen","indirect migration background","1","","",""
"No worries","2016","North Rhine-Westphalia","no migration background","247","0.091095519290857","0.0813076833947096","0.100883355187004"
"No worries","2016","North Rhine-Westphalia","direct migration background","755","0.140492372772901","0.125576581322407","0.155408164223394"
"No worries","2016","North Rhine-Westphalia","indirect migration background","53","0.131455016847366","0.1004754934848","0.162434540209933"
"No worries","2016","Hesse","no migration background","117","0.11166354973617","0.0929662324387427","0.130360867033598"
"No worries","2016","Hesse","direct migration background","323","0.225796242705276","0.195445430352746","0.256147055057806"
"No worries","2016","Hesse","indirect migration background","9","","",""
"No worries","2016","Rhineland-Palatinate,Saarland","no migration background","95","0.0936427630600612","0.0754584689586724","0.11182705716145"
"No worries","2016","Rhineland-Palatinate,Saarland","direct migration background","272","0.148018544443871","0.121028077135147","0.175009011752595"
"No worries","2016","Rhineland-Palatinate,Saarland","indirect migration background","7","","",""
"No worries","2016","Baden-Württemberg","no migration background","190","0.109722504570874","0.0956875453566983","0.123757463785049"
"No worries","2016","Baden-Württemberg","direct migration background","594","0.23354924204265","0.210470276965302","0.256628207119999"
"No worries","2016","Baden-Württemberg","indirect migration background","39","0.138764355191703","0.0974527652278837","0.180075945155523"
"No worries","2016","Bavaria","no migration background","254","0.113727955250191","0.101958013168329","0.125497897332053"
"No worries","2016","Bavaria","direct migration background","651","0.241096775170686","0.219185560563809","0.263007989777562"
"No worries","2016","Bavaria","indirect migration background","41","0.191722849101489","0.143500851574094","0.239944846628884"
"No worries","2016","Berlin","no migration background","54","0.0707553275705574","0.051854405259655","0.0896562498814597"
"No worries","2016","Berlin","direct migration background","236","0.202253366826216","0.164848630485935","0.239658103166496"
"No worries","2016","Berlin","indirect migration background","7","","",""
"No worries","2016","Brandenburg","no migration background","110","0.129491163539246","0.10660874131824","0.152373585760251"
"No worries","2016","Brandenburg","direct migration background","157","0.263880929067249","0.214818925355017","0.31294293277948"
"No worries","2016","Brandenburg","indirect migration background","4","","",""
"No worries","2016","Mecklenburg-Western Pomerania","no migration background","41","0.0931836592038568","0.0674715979508631","0.11889572045685"
"No worries","2016","Mecklenburg-Western Pomerania","direct migration background","49","0.255687499486996","0.169753920823528","0.341621078150465"
"No worries","2016","Mecklenburg-Western Pomerania","indirect migration background","2","","",""
"No worries","2016","Saxony","no migration background","154","0.114641286269048","0.0977092654063186","0.131573307131778"
"No worries","2016","Saxony","direct migration background","110","0.192920598684443","0.142577548897515","0.243263648471372"
"No worries","2016","Saxony","indirect migration background","5","","",""
"No worries","2016","Saxony-Anhalt","no migration background","86","0.141306199195351","0.11652473433737","0.166087664053332"
"No worries","2016","Saxony-Anhalt","direct migration background","56","0.179639172868696","0.117791948491475","0.241486397245916"
"No worries","2016","Saxony-Anhalt","indirect migration background","3","","",""
"No worries","2016","Thuringia","no migration background","162","0.183311119740535","0.156795965026636","0.209826274454435"
"No worries","2016","Thuringia","direct migration background","64","0.152865037082274","0.0979569258172704","0.207773148347277"
"No worries","2016","Thuringia","indirect migration background","","","",""
"Big worries","2017","Schleswig-Holstein","no migration background","329","0.454507895161065","0.418919850970819","0.49009593935131"
"Big worries","2017","Schleswig-Holstein","direct migration background","73","0.382287240547819","0.336356647729095","0.428217833366543"
"Big worries","2017","Schleswig-Holstein","indirect migration background","26","","",""
"Big worries","2017","Hamburg","no migration background","155","0.539469943942369","0.485279959433512","0.593659928451226"
"Big worries","2017","Hamburg","direct migration background","36","0.397047827361062","0.336875878619973","0.457219776102151"
"Big worries","2017","Hamburg","indirect migration background","19","","",""
"Big worries","2017","Lower Saxony","no migration background","919","0.441501260391468","0.420258108994423","0.462744411788514"
"Big worries","2017","Lower Saxony","direct migration background","196","0.333820018400822","0.305471299588695","0.36216873721295"
"Big worries","2017","Lower Saxony","indirect migration background","63","0.567649678441291","0.484389616799833","0.650909740082748"
"Big worries","2017","Bremen","no migration background","68","0.411470308657704","0.330244886945388","0.49269573037002"
"Big worries","2017","Bremen","direct migration background","29","","",""
"Big worries","2017","Bremen","indirect migration background","4","","",""
"Big worries","2017","North Rhine-Westphalia","no migration background","1763","0.456261559712867","0.440404215810022","0.472118903615713"
"Big worries","2017","North Rhine-Westphalia","direct migration background","581","0.403956117273812","0.384698343589187","0.423213890958438"
"Big worries","2017","North Rhine-Westphalia","indirect migration background","249","0.433865876994479","0.391020502319589","0.47671125166937"
"Big worries","2017","Hesse","no migration background","531","0.413013741503658","0.385707426886508","0.440320056120807"
"Big worries","2017","Hesse","direct migration background","175","0.325426688784463","0.296328927084756","0.354524450484169"
"Big worries","2017","Hesse","indirect migration background","72","0.564023315881411","0.483310174483347","0.644736457279474"
"Big worries","2017","Rhineland-Palatinate,Saarland","no migration background","400","0.395739305172015","0.366090533051598","0.425388077292432"
"Big worries","2017","Rhineland-Palatinate,Saarland","direct migration background","106","0.278190757879312","0.244584488267551","0.311797027491074"
"Big worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","45","0.493487763552372","0.398757364406614","0.588218162698129"
"Big worries","2017","Baden-Württemberg","no migration background","822","0.389879501442735","0.369103561975366","0.410655440910103"
"Big worries","2017","Baden-Württemberg","direct migration background","223","0.334410190540805","0.308604905366108","0.360215475715502"
"Big worries","2017","Baden-Württemberg","indirect migration background","121","0.415018173191378","0.358308931960293","0.471727414422464"
"Big worries","2017","Bavaria","no migration background","1290","0.393087546971696","0.375959799721351","0.410215294222041"
"Big worries","2017","Bavaria","direct migration background","260","0.329813223150286","0.305933312286139","0.353693134014434"
"Big worries","2017","Bavaria","indirect migration background","113","0.406337222091812","0.345936177944866","0.466738266238758"
"Big worries","2017","Berlin","no migration background","324","0.430959775041228","0.396162266978756","0.465757283103701"
"Big worries","2017","Berlin","direct migration background","77","0.317964629598397","0.267335639414866","0.368593619781929"
"Big worries","2017","Berlin","indirect migration background","34","0.621549457918814","0.499839647667539","0.74325926817009"
"Big worries","2017","Brandenburg","no migration background","344","0.385372531499718","0.353923987882909","0.416821075116527"
"Big worries","2017","Brandenburg","direct migration background","56","0.272117776611375","0.2203573395997","0.323878213623049"
"Big worries","2017","Brandenburg","indirect migration background","4","","",""
"Big worries","2017","Mecklenburg-Western Pomerania","no migration background","252","0.482820999189094","0.441134822135258","0.524507176242929"
"Big worries","2017","Mecklenburg-Western Pomerania","direct migration background","10","","",""
"Big worries","2017","Mecklenburg-Western Pomerania","indirect migration background","5","","",""
"Big worries","2017","Saxony","no migration background","593","0.400152669256666","0.37584076278823","0.424464575725102"
"Big worries","2017","Saxony","direct migration background","49","0.241753903048356","0.187473760505995","0.296034045590717"
"Big worries","2017","Saxony","indirect migration background","10","","",""
"Big worries","2017","Saxony-Anhalt","no migration background","401","0.458887882303957","0.425388596138159","0.492387168469755"
"Big worries","2017","Saxony-Anhalt","direct migration background","37","0.436416201328215","0.359329544487135","0.513502858169295"
"Big worries","2017","Saxony-Anhalt","indirect migration background","9","","",""
"Big worries","2017","Thuringia","no migration background","322","0.407049810008805","0.374863628371326","0.439235991646285"
"Big worries","2017","Thuringia","direct migration background","41","0.348894711212011","0.282338623940138","0.415450798483885"
"Big worries","2017","Thuringia","indirect migration background","11","","",""
"Some worries","2017","Schleswig-Holstein","no migration background","361","0.456970421579407","0.421366735854651","0.492574107304163"
"Some worries","2017","Schleswig-Holstein","direct migration background","108","0.341825111468666","0.296993278085896","0.386656944851436"
"Some worries","2017","Schleswig-Holstein","indirect migration background","19","","",""
"Some worries","2017","Hamburg","no migration background","149","0.388649015764426","0.335654551696376","0.441643479832475"
"Some worries","2017","Hamburg","direct migration background","59","0.402782223585288","0.342466194304881","0.463098252865695"
"Some worries","2017","Hamburg","indirect migration background","19","","",""
"Some worries","2017","Lower Saxony","no migration background","1001","0.458050540410185","0.436735902199484","0.479365178620886"
"Some worries","2017","Lower Saxony","direct migration background","287","0.486994447673784","0.456947213864256","0.517041681483313"
"Some worries","2017","Lower Saxony","indirect migration background","56","0.364153593448711","0.283281805012005","0.445025381885417"
"Some worries","2017","Bremen","no migration background","58","0.492448603763014","0.409928644801025","0.574968562725003"
"Some worries","2017","Bremen","direct migration background","41","0.534261797009802","0.449165802681883","0.61935779133772"
"Some worries","2017","Bremen","indirect migration background","6","","",""
"Some worries","2017","North Rhine-Westphalia","no migration background","1717","0.457548845346999","0.441687955942068","0.473409734751929"
"Some worries","2017","North Rhine-Westphalia","direct migration background","722","0.376535527788675","0.357519986090559","0.39555106948679"
"Some worries","2017","North Rhine-Westphalia","indirect migration background","208","0.464274934639213","0.421160257969751","0.507389611308676"
"Some worries","2017","Hesse","no migration background","606","0.483311577318985","0.455597856587916","0.511025298050054"
"Some worries","2017","Hesse","direct migration background","283","0.432003980279132","0.401240537092074","0.46276742346619"
"Some worries","2017","Hesse","indirect migration background","60","0.330573294808775","0.25400490929392","0.407141680323631"
"Some worries","2017","Rhineland-Palatinate,Saarland","no migration background","533","0.478686359988905","0.448398749167734","0.508973970810077"
"Some worries","2017","Rhineland-Palatinate,Saarland","direct migration background","292","0.569578215017271","0.532445086010493","0.60671134402405"
"Some worries","2017","Rhineland-Palatinate,Saarland","indirect migration background","53","0.406334372555356","0.313273111078543","0.499395634032169"
"Some worries","2017","Baden-Württemberg","no migration background","1069","0.491682833953295","0.470386856752898","0.512978811153691"
"Some worries","2017","Baden-Württemberg","direct migration background","465","0.463505256591974","0.436229572825033","0.490780940358916"
"Some worries","2017","Baden-Württemberg","indirect migration background","125","0.458065141294402","0.400721369258715","0.515408913330088"
"Some worries","2017","Bavaria","no migration background","1553","0.500192144110378","0.482658889048001","0.517725399172755"
"Some worries","2017","Bavaria","direct migration background","492","0.449069412541339","0.423805190936715","0.474333634145962"
"Some worries","2017","Bavaria","indirect migration background","107","0.479277565978053","0.417840859263055","0.540714272693052"
"Some worries","2017","Berlin","no migration background","365","0.460606876149821","0.425582032608642","0.495631719691"
"Some worries","2017","Berlin","direct migration background","116","0.537137423418285","0.482927954746999","0.591346892089571"
"Some worries","2017","Berlin","indirect migration background","21","","",""
