"plj0047","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Some worries","2013","(1b) general elementary school","Female","663","0.484782442736673","0.459049902132162","0.510514983341184"
"Some worries","2013","(1c) basic vocational qualification","Male","1499","0.526964323019134","0.509053585126548","0.54487506091172"
"Some worries","2013","(1c) basic vocational qualification","Female","1339","0.543155516272983","0.523885528165959","0.562425504380008"
"Some worries","2013","(2b) intermediate general qualification","Male","118","0.461734096484424","0.404257164560935","0.519211028407914"
"Some worries","2013","(2b) intermediate general qualification","Female","196","0.536445188124835","0.487515227418861","0.58537514883081"
"Some worries","2013","(2a) intermediate vocational","Male","1096","0.55172185415104","0.5301727533171","0.573270954984981"
"Some worries","2013","(2a) intermediate vocational","Female","1683","0.601114477077142","0.583118060981284","0.619110893173001"
"Some worries","2013","(2c_gen) general maturity certificate","Male","273","0.47986085180737","0.440535766117821","0.519185937496918"
"Some worries","2013","(2c_gen) general maturity certificate","Female","326","0.494486743543967","0.457580730268462","0.531392756819473"
"Some worries","2013","(2c_voc) vocational maturity certificate","Male","450","0.54910965271522","0.516364178124567","0.581855127305873"
"Some worries","2013","(2c_voc) vocational maturity certificate","Female","643","0.602309956052061","0.574313927812098","0.630305984292023"
"Some worries","2013","(3a) lower tertiary education","Male","563","0.571167806860976","0.539893614286183","0.602441999435769"
"Some worries","2013","(3a) lower tertiary education","Female","514","0.603867423651648","0.570371094133946","0.63736375316935"
"Some worries","2013","(3b) higher tertiary education","Male","988","0.560259008499981","0.537604192851933","0.58291382414803"
"Some worries","2013","(3b) higher tertiary education","Female","1004","0.570244725920036","0.547613056867671","0.5928763949724"
"No worries","2013","(0) in school","Male","98","0.454387039207536","0.388138923400323","0.520635155014748"
"No worries","2013","(0) in school","Female","71","0.30501943927606","0.244317573240477","0.365721305311643"
"No worries","2013","(1a) inadequately completed","Male","109","0.380740695269428","0.319563251325154","0.441918139213702"
"No worries","2013","(1a) inadequately completed","Female","128","0.413225488427816","0.356256787820651","0.470194189034981"
"No worries","2013","(1b) general elementary school","Male","380","0.379510043018257","0.346635147829439","0.412384938207074"
"No worries","2013","(1b) general elementary school","Female","529","0.322497120940707","0.298429542731116","0.346564699150298"
"No worries","2013","(1c) basic vocational qualification","Male","955","0.294381419709365","0.278031481147769","0.310731358270961"
"No worries","2013","(1c) basic vocational qualification","Female","630","0.22372544765164","0.207604130410058","0.239846764893222"
"No worries","2013","(2b) intermediate general qualification","Male","126","0.346112702653859","0.29126488029973","0.400960525007988"
"No worries","2013","(2b) intermediate general qualification","Female","123","0.26032907738297","0.217272227192951","0.30338592757299"
"No worries","2013","(2a) intermediate vocational","Male","641","0.306344775400255","0.286370439627097","0.326319111173413"
"No worries","2013","(2a) intermediate vocational","Female","576","0.199315341867685","0.184633369141503","0.213997314593866"
"No worries","2013","(2c_gen) general maturity certificate","Male","266","0.354634662301628","0.316977667789561","0.392291656813694"
"No worries","2013","(2c_gen) general maturity certificate","Female","257","0.299677113688965","0.265860549489199","0.333493677888732"
"No worries","2013","(2c_voc) vocational maturity certificate","Male","295","0.269776518964099","0.240567548379605","0.298985489548594"
"No worries","2013","(2c_voc) vocational maturity certificate","Female","335","0.201409246158636","0.178468059245049","0.224350433072223"
"No worries","2013","(3a) lower tertiary education","Male","261","0.288205814319956","0.259584528404674","0.316827100235237"
"No worries","2013","(3a) lower tertiary education","Female","150","0.193669179867486","0.166605114927082","0.220733244807889"
"No worries","2013","(3b) higher tertiary education","Male","581","0.300645182902046","0.279716420729577","0.321573945074515"
"No worries","2013","(3b) higher tertiary education","Female","502","0.229447666521161","0.210224796467854","0.248670536574468"
"Big worries","2014","(0) in school","Male","41","0.172780211497732","0.122594821631215","0.222965601364249"
"Big worries","2014","(0) in school","Female","61","0.256724164406967","0.20099269792726","0.312455630886673"
"Big worries","2014","(1a) inadequately completed","Male","52","0.202965163482502","0.151650499089089","0.254279827875914"
"Big worries","2014","(1a) inadequately completed","Female","90","0.296230105325511","0.244733979351945","0.347726231299078"
"Big worries","2014","(1b) general elementary school","Male","177","0.182085335650012","0.156544225078561","0.207626446221463"
"Big worries","2014","(1b) general elementary school","Female","337","0.21586950161601","0.194780101714698","0.236958901517321"
"Big worries","2014","(1c) basic vocational qualification","Male","653","0.20240403972984","0.188319110632345","0.216488968827336"
"Big worries","2014","(1c) basic vocational qualification","Female","691","0.244821761486648","0.228641969395922","0.261001553577375"
"Big worries","2014","(2b) intermediate general qualification","Male","73","0.241964793942601","0.19637485397561","0.287554733909592"
"Big worries","2014","(2b) intermediate general qualification","Female","108","0.179449643125293","0.144646892505107","0.214252393745478"
"Big worries","2014","(2a) intermediate vocational","Male","414","0.16123392817765","0.146542680152185","0.175925176203115"
"Big worries","2014","(2a) intermediate vocational","Female","900","0.250907301028871","0.236846594685867","0.264968007371875"
"Big worries","2014","(2c_gen) general maturity certificate","Male","125","0.152031723841448","0.12502511114268","0.179038336540217"
"Big worries","2014","(2c_gen) general maturity certificate","Female","231","0.300079525416157","0.26770933459357","0.332449716238743"
"Big worries","2014","(2c_voc) vocational maturity certificate","Male","212","0.203328438316781","0.178689336160547","0.227967540473014"
"Big worries","2014","(2c_voc) vocational maturity certificate","Female","336","0.23551398299073","0.21396167106706","0.257066294914399"
"Big worries","2014","(3a) lower tertiary education","Male","156","0.14940955346687","0.127948818431105","0.170870288502635"
"Big worries","2014","(3a) lower tertiary education","Female","227","0.246445027372114","0.219381393318486","0.273508661425742"
"Big worries","2014","(3b) higher tertiary education","Male","362","0.165719990642683","0.149576800211198","0.181863181074169"
"Big worries","2014","(3b) higher tertiary education","Female","474","0.227963300393923","0.210184840373198","0.245741760414648"
"Some worries","2014","(0) in school","Male","99","0.376794139149332","0.312467971517188","0.441120306781475"
"Some worries","2014","(0) in school","Female","123","0.463341931256489","0.399722215631826","0.526961646881153"
"Some worries","2014","(1a) inadequately completed","Male","91","0.408103988948262","0.345399271391331","0.470808706505193"
"Some worries","2014","(1a) inadequately completed","Female","130","0.433245241645925","0.377358459069098","0.489132024222752"
"Some worries","2014","(1b) general elementary school","Male","410","0.471160892484684","0.438124342005533","0.504197442963834"
"Some worries","2014","(1b) general elementary school","Female","709","0.526220559228825","0.50062607300367","0.55181504545398"
"Some worries","2014","(1c) basic vocational qualification","Male","1650","0.530115167921276","0.512619342658208","0.547610993184344"
"Some worries","2014","(1c) basic vocational qualification","Female","1443","0.537674051219241","0.518913013023066","0.556435089415416"
"Some worries","2014","(2b) intermediate general qualification","Male","150","0.421470954925193","0.368906199104608","0.474035710745779"
"Some worries","2014","(2b) intermediate general qualification","Female","251","0.589149059209397","0.544527536357785","0.633770582061009"
"Some worries","2014","(2a) intermediate vocational","Male","1381","0.561689875894103","0.541867801809327","0.581511949978878"
"Some worries","2014","(2a) intermediate vocational","Female","2144","0.585248992590772","0.569270096640012","0.601227888541531"
"Some worries","2014","(2c_gen) general maturity certificate","Male","362","0.537222846660315","0.49971894977659","0.574726743544041"
"Some worries","2014","(2c_gen) general maturity certificate","Female","363","0.45873725937647","0.423541624602268","0.493932894150673"
"Some worries","2014","(2c_voc) vocational maturity certificate","Male","553","0.534296826037604","0.503759426278278","0.564834225796929"
"Some worries","2014","(2c_voc) vocational maturity certificate","Female","857","0.606842284069464","0.582032552754123","0.631652015384805"
"Some worries","2014","(3a) lower tertiary education","Male","647","0.58065556280127","0.550949855532392","0.610361270070148"
"Some worries","2014","(3a) lower tertiary education","Female","598","0.587262363205149","0.55634362703857","0.618181099371728"
"Some worries","2014","(3b) higher tertiary education","Male","1214","0.586757482593852","0.565378953617682","0.608136011570022"
"Some worries","2014","(3b) higher tertiary education","Female","1297","0.622537130867058","0.601994197996823","0.643080063737292"
"No worries","2014","(0) in school","Male","78","0.450425649352936","0.38437993702162","0.516471361684253"
"No worries","2014","(0) in school","Female","52","0.279933904336544","0.222653507039953","0.337214301633135"
"No worries","2014","(1a) inadequately completed","Male","93","0.388930847569237","0.32673327079979","0.451128424338683"
"No worries","2014","(1a) inadequately completed","Female","82","0.270524653028563","0.220422850198586","0.32062645585854"
"No worries","2014","(1b) general elementary school","Male","290","0.346753771865304","0.315254729782615","0.378252813947993"
"No worries","2014","(1b) general elementary school","Female","416","0.257909939155165","0.2354847171239","0.28033516118643"
"No worries","2014","(1c) basic vocational qualification","Male","823","0.267480792348884","0.251963733286839","0.282997851410928"
"No worries","2014","(1c) basic vocational qualification","Female","579","0.217504187294111","0.201980388099622","0.233027986488599"
"No worries","2014","(2b) intermediate general qualification","Male","116","0.336564251132205","0.286262666234048","0.386865836030363"
"No worries","2014","(2b) intermediate general qualification","Female","108","0.23140129766531","0.193152096510593","0.269650498820027"
"No worries","2014","(2a) intermediate vocational","Male","612","0.277076195928247","0.259196673404016","0.294955718452479"
"No worries","2014","(2a) intermediate vocational","Female","608","0.163843706380357","0.151839282559328","0.175848130201386"
"No worries","2014","(2c_gen) general maturity certificate","Male","192","0.310745429498236","0.275935318666673","0.3455555403298"
"No worries","2014","(2c_gen) general maturity certificate","Female","176","0.241183215207373","0.210966675216261","0.271399755198485"
"No worries","2014","(2c_voc) vocational maturity certificate","Male","260","0.262374735645616","0.235442955718227","0.289306515573005"
"No worries","2014","(2c_voc) vocational maturity certificate","Female","296","0.157643732939807","0.139134560440458","0.176152905439155"
"No worries","2014","(3a) lower tertiary education","Male","257","0.26993488373186","0.243210637582305","0.296659129881415"
"No worries","2014","(3a) lower tertiary education","Female","149","0.166292609422737","0.14290898040036","0.189676238445114"
"No worries","2014","(3b) higher tertiary education","Male","462","0.247522526763465","0.228785524139983","0.266259529386946"
"No worries","2014","(3b) higher tertiary education","Female","368","0.149499568739019","0.13438833449575","0.164610802982289"
"Big worries","2015","(0) in school","Male","59","0.343743578883059","0.272763259754905","0.414723898011213"
"Big worries","2015","(0) in school","Female","81","0.332227335170442","0.268217247276764","0.396237423064119"
"Big worries","2015","(1a) inadequately completed","Male","65","0.245345106158036","0.191899585327866","0.298790626988205"
"Big worries","2015","(1a) inadequately completed","Female","91","0.320128497952434","0.26940817645966","0.370848819445208"
"Big worries","2015","(1b) general elementary school","Male","218","0.28397064422663","0.254093010300054","0.313848278153206"
"Big worries","2015","(1b) general elementary school","Female","393","0.299757829847305","0.275444171792043","0.324071487902566"
"Big worries","2015","(1c) basic vocational qualification","Male","898","0.335347268041485","0.318390990062086","0.352303546020884"
"Big worries","2015","(1c) basic vocational qualification","Female","954","0.366721535367516","0.34808281261922","0.385360258115812"
"Big worries","2015","(2b) intermediate general qualification","Male","103","0.302820110664514","0.252633838484783","0.353006382844245"
"Big worries","2015","(2b) intermediate general qualification","Female","153","0.36161614691414","0.3166712193389","0.406561074489379"
"Big worries","2015","(2a) intermediate vocational","Male","670","0.274014872438464","0.255802866501651","0.292226878375277"
"Big worries","2015","(2a) intermediate vocational","Female","1343","0.385909460004266","0.369730812301013","0.402088107707519"
"Big worries","2015","(2c_gen) general maturity certificate","Male","176","0.29133451608467","0.257674394384587","0.324994637784753"
"Big worries","2015","(2c_gen) general maturity certificate","Female","306","0.375917757348413","0.343639701356798","0.408195813340029"
"Big worries","2015","(2c_voc) vocational maturity certificate","Male","332","0.315120434343179","0.287310748305119","0.342930120381238"
"Big worries","2015","(2c_voc) vocational maturity certificate","Female","513","0.351603619283046","0.327678763142428","0.375528475423663"
"Big worries","2015","(3a) lower tertiary education","Male","282","0.279968896905987","0.252388232520933","0.307549561291041"
"Big worries","2015","(3a) lower tertiary education","Female","366","0.421188194095223","0.389506087252104","0.452870300938343"
"Big worries","2015","(3b) higher tertiary education","Male","637","0.308832543743528","0.289469355420534","0.328195732066522"
"Big worries","2015","(3b) higher tertiary education","Female","768","0.390388561841727","0.370386255025006","0.410390868658447"
"Some worries","2015","(0) in school","Male","68","0.406620216842834","0.333211991653113","0.480028442032554"
"Some worries","2015","(0) in school","Female","104","0.560520793269635","0.493070871005003","0.627970715534267"
"Some worries","2015","(1a) inadequately completed","Male","104","0.452530466443052","0.390707148799014","0.51435378408709"
"Some worries","2015","(1a) inadequately completed","Female","138","0.421337446012216","0.367654773366636","0.475020118657797"
"Some worries","2015","(1b) general elementary school","Male","391","0.451562429658216","0.418588814555508","0.484536044760924"
"Some worries","2015","(1b) general elementary school","Female","643","0.509555613593131","0.483025959646881","0.536085267539381"
"Some worries","2015","(1c) basic vocational qualification","Male","1460","0.473938931343837","0.45600543295038","0.491872429737295"
"Some worries","2015","(1c) basic vocational qualification","Female","1238","0.495562809753026","0.476225169186453","0.514900450319599"
"Some worries","2015","(2b) intermediate general qualification","Male","140","0.453484843391229","0.399109420349493","0.507860266432964"
"Some worries","2015","(2b) intermediate general qualification","Female","212","0.505706950324595","0.458938008475534","0.552475892173655"
"Some worries","2015","(2a) intermediate vocational","Male","1243","0.555443671901521","0.535153288024134","0.575734055778908"
"Some worries","2015","(2a) intermediate vocational","Female","1778","0.517595994382575","0.500989261192311","0.534202727572839"
"Some worries","2015","(2c_gen) general maturity certificate","Male","331","0.460092771319448","0.423171100405102","0.497014442233794"
"Some worries","2015","(2c_gen) general maturity certificate","Female","392","0.469743471127898","0.436484146515381","0.503002795740415"
"Some worries","2015","(2c_voc) vocational maturity certificate","Male","508","0.489651194403513","0.459726642300973","0.519575746506053"
"Some worries","2015","(2c_voc) vocational maturity certificate","Female","787","0.523729009193718","0.498703509638885","0.548754508748551"
"Some worries","2015","(3a) lower tertiary education","Male","577","0.555334767925839","0.524808885931206","0.585860649920472"
"Some worries","2015","(3a) lower tertiary education","Female","491","0.490073622001409","0.457996775052728","0.522150468950089"
"Some worries","2015","(3b) higher tertiary education","Male","1165","0.525578858078018","0.504651005842264","0.546506710313773"
"Some worries","2015","(3b) higher tertiary education","Female","1185","0.501054297553659","0.480553345606657","0.521555249500662"
"No worries","2015","(0) in school","Male","45","0.249636204274108","0.184955671486825","0.314316737061391"
"No worries","2015","(0) in school","Female","23","","",""
"No worries","2015","(1a) inadequately completed","Male","80","0.302124427398912","0.245090886388247","0.359157968409578"
"No worries","2015","(1a) inadequately completed","Female","96","0.25853405603535","0.210933623994032","0.306134488076668"
"No worries","2015","(1b) general elementary school","Male","266","0.264466926115154","0.235243518805558","0.29369033342475"
"No worries","2015","(1b) general elementary school","Female","328","0.190686556559565","0.169838800282105","0.211534312837025"
"No worries","2015","(1c) basic vocational qualification","Male","620","0.190713800614677","0.176603772728278","0.204823828501077"
"No worries","2015","(1c) basic vocational qualification","Female","376","0.137715654879458","0.124387578039356","0.151043731719561"
"No worries","2015","(2b) intermediate general qualification","Male","79","0.243695045944257","0.196803777808658","0.290586314079857"
"No worries","2015","(2b) intermediate general qualification","Female","74","0.132676902761266","0.100944427564825","0.164409377957706"
"No worries","2015","(2a) intermediate vocational","Male","391","0.170541455660015","0.155184003219682","0.185898908100349"
"No worries","2015","(2a) intermediate vocational","Female","357","0.096494545613159","0.0866815845810648","0.106307506645253"
"No worries","2015","(2c_gen) general maturity certificate","Male","193","0.248572712595882","0.216556549928505","0.280588875263259"
"No worries","2015","(2c_gen) general maturity certificate","Female","167","0.154338771523688","0.130263246501375","0.178414296546002"
"No worries","2015","(2c_voc) vocational maturity certificate","Male","232","0.195228371253308","0.171500515550174","0.218956226956443"
"No worries","2015","(2c_voc) vocational maturity certificate","Female","230","0.124667371523236","0.108114805236395","0.141219937810078"
"No worries","2015","(3a) lower tertiary education","Male","159","0.164696335168174","0.141911894946499","0.187480775389848"
"No worries","2015","(3a) lower tertiary education","Female","76","0.0887381839033681","0.0704914926450582","0.106984875161678"
"No worries","2015","(3b) higher tertiary education","Male","385","0.165588598178454","0.150009976554818","0.18116721980209"
"No worries","2015","(3b) higher tertiary education","Female","332","0.108557140604614","0.095802126539793","0.121312154669435"
"Big worries","2016","(0) in school","Male","57","0.361609325964782","0.288075147425031","0.435143504504534"
"Big worries","2016","(0) in school","Female","82","0.410479910690371","0.342474209865869","0.478485611514873"
"Big worries","2016","(1a) inadequately completed","Male","147","0.321072423933087","0.293922278947941","0.348222568918233"
"Big worries","2016","(1a) inadequately completed","Female","157","0.369780754682669","0.338603615713247","0.400957893652091"
"Big worries","2016","(1b) general elementary school","Male","296","0.336666359118156","0.310686236981328","0.362646481254985"
"Big worries","2016","(1b) general elementary school","Female","510","0.405449000356265","0.380426731977926","0.430471268734603"
"Big worries","2016","(1c) basic vocational qualification","Male","1149","0.423756652567469","0.405420542117471","0.442092763017467"
"Big worries","2016","(1c) basic vocational qualification","Female","1174","0.494245084704357","0.474133376037832","0.514356793370882"
"Big worries","2016","(2b) intermediate general qualification","Male","112","0.359430149943204","0.304394111647147","0.414466188239261"
"Big worries","2016","(2b) intermediate general qualification","Female","204","0.509843988294804","0.461631573608491","0.558056402981117"
"Big worries","2016","(2a) intermediate vocational","Male","874","0.381802884694509","0.361102741529305","0.402503027859712"
"Big worries","2016","(2a) intermediate vocational","Female","1669","0.526719445106639","0.509450057198174","0.543988833015104"
"Big worries","2016","(2c_gen) general maturity certificate","Male","267","0.434486788417216","0.403244379000835","0.465729197833597"
"Big worries","2016","(2c_gen) general maturity certificate","Female","391","0.561010091276889","0.529200734244465","0.592819448309312"
"Big worries","2016","(2c_voc) vocational maturity certificate","Male","436","0.430848230980143","0.40116334121598","0.460533120744306"
"Big worries","2016","(2c_voc) vocational maturity certificate","Female","719","0.509089733145667","0.483586036201181","0.534593430090152"
"Big worries","2016","(3a) lower tertiary education","Male","440","0.473959571293618","0.442140849212021","0.505778293375215"
"Big worries","2016","(3a) lower tertiary education","Female","497","0.575209787418193","0.542716204997692","0.607703369838694"
"Big worries","2016","(3b) higher tertiary education","Male","960","0.459877028263358","0.440246139904788","0.479507916621928"
"Big worries","2016","(3b) higher tertiary education","Female","1193","0.596964005949283","0.577140730204514","0.616787281694053"
"Some worries","2016","(0) in school","Male","76","0.495182390794021","0.418662205852211","0.571702575735832"
"Some worries","2016","(0) in school","Female","88","0.457209331227729","0.388340328918598","0.52607833353686"
"Some worries","2016","(1a) inadequately completed","Male","249","0.364535357189882","0.336547190611209","0.392523523768554"
"Some worries","2016","(1a) inadequately completed","Female","234","0.443750154957883","0.411663644650706","0.475836665265059"
"Some worries","2016","(1b) general elementary school","Male","435","0.440309394894046","0.413017838702469","0.467600951085622"
"Some worries","2016","(1b) general elementary school","Female","564","0.452424108320305","0.427057696837884","0.477790519802726"
"Some worries","2016","(1c) basic vocational qualification","Male","1178","0.425000070078177","0.406656900286012","0.443343239870342"
"Some worries","2016","(1c) basic vocational qualification","Female","946","0.412334652658504","0.392533170798897","0.432136134518111"
"Some worries","2016","(2b) intermediate general qualification","Male","114","0.417428222847459","0.360866544154318","0.4739899015406"
"Some worries","2016","(2b) intermediate general qualification","Female","173","0.429542952937326","0.381802356645736","0.477283549228915"
"Some worries","2016","(2a) intermediate vocational","Male","953","0.46805164961421","0.44679122751386","0.48931207171456"
"Some worries","2016","(2a) intermediate vocational","Female","1290","0.392794143533674","0.375902246867227","0.409686040200122"
"Some worries","2016","(2c_gen) general maturity certificate","Male","333","0.37530074260431","0.344782462083381","0.40581902312524"
"Some worries","2016","(2c_gen) general maturity certificate","Female","328","0.365166723688731","0.334305174378031","0.39602827299943"
"Some worries","2016","(2c_voc) vocational maturity certificate","Male","454","0.440240749506859","0.410482663289688","0.469998835724029"
"Some worries","2016","(2c_voc) vocational maturity certificate","Female","614","0.408334551883257","0.383258966437234","0.433410137329279"
"Some worries","2016","(3a) lower tertiary education","Male","408","0.406241617013988","0.374944840687172","0.437538393340804"
"Some worries","2016","(3a) lower tertiary education","Female","342","0.358002449592875","0.3264882054527","0.389516693733049"
"Some worries","2016","(3b) higher tertiary education","Male","1010","0.445146929212181","0.42557140239122","0.464722456033142"
"Some worries","2016","(3b) higher tertiary education","Female","868","0.349937161243","0.330661817373481","0.36921250511252"
"No worries","2016","(0) in school","Male","31","0.143208283241196","0.0895980291203515","0.196818537362041"
"No worries","2016","(0) in school","Female","31","0.1323107580819","0.0854693709387818","0.179152145225018"
"No worries","2016","(1a) inadequately completed","Male","740","0.314392218877031","0.287394150764566","0.341390286989496"
"No worries","2016","(1a) inadequately completed","Female","530","0.186469090359449","0.161314993365558","0.211623187353339"
"No worries","2016","(1b) general elementary school","Male","540","0.223024245987798","0.200139026136348","0.245909465839247"
"No worries","2016","(1b) general elementary school","Female","405","0.14212689132343","0.124331249347837","0.159922533299024"
"No worries","2016","(1c) basic vocational qualification","Male","463","0.151243277354354","0.13794866609689","0.164537888611819"
"No worries","2016","(1c) basic vocational qualification","Female","254","0.0934202626371387","0.0817136491487264","0.105126876125551"
"No worries","2016","(2b) intermediate general qualification","Male","66","0.223141627209337","0.175386732861133","0.270896521557541"
"No worries","2016","(2b) intermediate general qualification","Female","36","0.0606130587678701","0.0375997838894915","0.0836263336462487"
"No worries","2016","(2a) intermediate vocational","Male","289","0.150145465691281","0.134925324966425","0.165365606416137"
"No worries","2016","(2a) intermediate vocational","Female","252","0.0804864113596865","0.0710768734555033","0.0898959492638696"
"No worries","2016","(2c_gen) general maturity certificate","Male","367","0.190212468978474","0.165475875722318","0.214949062234629"
"No worries","2016","(2c_gen) general maturity certificate","Female","216","0.0738231850343808","0.0570627368642041","0.0905836332045574"
"No worries","2016","(2c_voc) vocational maturity certificate","Male","179","0.128911019512998","0.108823074084813","0.148998964941184"
"No worries","2016","(2c_voc) vocational maturity certificate","Female","143","0.0825757149710768","0.0685341278250428","0.0966173021171108"
"No worries","2016","(3a) lower tertiary education","Male","98","0.119798811692394","0.0991059882037346","0.140491635181053"
"No worries","2016","(3a) lower tertiary education","Female","50","0.0667877629889324","0.0503767317689454","0.0831987942089194"
"No worries","2016","(3b) higher tertiary education","Male","506","0.0949760425244611","0.083427960938627","0.106524124110295"
"No worries","2016","(3b) higher tertiary education","Female","291","0.0530988328077161","0.0440368288893611","0.062160836726071"
"Big worries","2017","(0) in school","Male","78","0.347819012876354","0.283857457618822","0.411780568133887"
"Big worries","2017","(0) in school","Female","102","0.448957786016593","0.383381450639781","0.514534121393404"
"Big worries","2017","(1a) inadequately completed","Male","168","0.331699585665186","0.307415440288392","0.355983731041981"
"Big worries","2017","(1a) inadequately completed","Female","173","0.381848302734849","0.35448497042239","0.409211635047308"
"Big worries","2017","(1b) general elementary school","Male","283","0.353723768701218","0.328977214829085","0.37847032257335"
"Big worries","2017","(1b) general elementary school","Female","494","0.38660068966414","0.362761895499968","0.410439483828312"
"Big worries","2017","(1c) basic vocational qualification","Male","1087","0.381205727481614","0.363421351589562","0.398990103373666"
"Big worries","2017","(1c) basic vocational qualification","Female","1061","0.446988567913951","0.427114072014568","0.466863063813334"
"Big worries","2017","(2b) intermediate general qualification","Male","124","0.386756909326955","0.333480990663363","0.440032827990548"
"Big worries","2017","(2b) intermediate general qualification","Female","219","0.461402645718587","0.417531457119818","0.505273834317356"
"Big worries","2017","(2a) intermediate vocational","Male","889","0.350321033570464","0.331597734410774","0.369044332730155"
"Big worries","2017","(2a) intermediate vocational","Female","1690","0.477251205135919","0.460982467117122","0.493519943154715"
"Big worries","2017","(2c_gen) general maturity certificate","Male","295","0.374473834483037","0.346204708908549","0.402742960057524"
"Big worries","2017","(2c_gen) general maturity certificate","Female","371","0.43866636422443","0.409617912770455","0.467714815678406"
"Big worries","2017","(2c_voc) vocational maturity certificate","Male","407","0.378744686398683","0.350818302397238","0.406671070400128"
"Big worries","2017","(2c_voc) vocational maturity certificate","Female","673","0.455066333939961","0.430957967296676","0.479174700583246"
"Big worries","2017","(3a) lower tertiary education","Male","405","0.404616172539904","0.374956909428929","0.434275435650879"
"Big worries","2017","(3a) lower tertiary education","Female","480","0.497888992931886","0.466806128633316","0.528971857230455"
"Big worries","2017","(3b) higher tertiary education","Male","867","0.38490407225084","0.366955069224172","0.402853075277507"
"Big worries","2017","(3b) higher tertiary education","Female","1029","0.466427982999076","0.447219051583529","0.485636914414622"
"Some worries","2017","(0) in school","Male","98","0.555846431225471","0.489119326989248","0.622573535461694"
"Some worries","2017","(0) in school","Female","98","0.477164887314883","0.411312948435355","0.54301682619441"
"Some worries","2017","(1a) inadequately completed","Male","249","0.276266207848472","0.253203101422996","0.299329314273948"
"Some worries","2017","(1a) inadequately completed","Female","249","0.343404720909081","0.316660618413583","0.370148823404578"
"Some worries","2017","(1b) general elementary school","Male","496","0.463815235524463","0.438004329162075","0.489626141886851"
"Some worries","2017","(1b) general elementary school","Female","619","0.447696664837546","0.423354337832185","0.472038991842906"
"Some worries","2017","(1c) basic vocational qualification","Male","1314","0.474262137150985","0.455977782663792","0.492546491638177"
"Some worries","2017","(1c) basic vocational qualification","Female","1070","0.439563683194605","0.419723078862563","0.459404287526647"
"Some worries","2017","(2b) intermediate general qualification","Male","148","0.437040181968589","0.382778286824621","0.491302077112556"
"Some worries","2017","(2b) intermediate general qualification","Female","210","0.41759440526027","0.374193642953352","0.460995167567188"
"Some worries","2017","(2a) intermediate vocational","Male","1243","0.493047665978285","0.473426361209592","0.512668970746978"
"Some worries","2017","(2a) intermediate vocational","Female","1651","0.449106596065084","0.43290557705407","0.465307615076097"
"Some worries","2017","(2c_gen) general maturity certificate","Male","420","0.439894430597931","0.410901769896444","0.468887091299419"
"Some worries","2017","(2c_gen) general maturity certificate","Female","439","0.456314179528941","0.427156613341002","0.485471745716881"
"Some worries","2017","(2c_voc) vocational maturity certificate","Male","552","0.46566235003962","0.436944638829276","0.494380061249963"
"Some worries","2017","(2c_voc) vocational maturity certificate","Female","777","0.465476382515152","0.44132784195158","0.489624923078723"
"Some worries","2017","(3a) lower tertiary education","Male","555","0.50137752495142","0.471163500437995","0.531591549464845"
"Some worries","2017","(3a) lower tertiary education","Female","457","0.445208127494652","0.414312182309798","0.476104072679505"
"Some worries","2017","(3b) higher tertiary education","Male","1295","0.49580789527115","0.4773642232197","0.5142515673226"
"Some worries","2017","(3b) higher tertiary education","Female","1191","0.467837428702585","0.448624922110834","0.487049935294336"
"No worries","2017","(0) in school","Male","37","0.0963345558981745","0.0567110246932669","0.135958087103082"
"No worries","2017","(0) in school","Female","21","","",""
"No worries","2017","(1a) inadequately completed","Male","1027","0.392034206486341","0.366853607999277","0.417214804973406"
"No worries","2017","(1a) inadequately completed","Female","789","0.274746976356071","0.249605703912436","0.299888248799705"
"No worries","2017","(1b) general elementary school","Male","655","0.182460995774319","0.162470996582773","0.202450994965866"
"No worries","2017","(1b) general elementary school","Female","490","0.165702645498314","0.147501174662473","0.183904116334155"
"No worries","2017","(1c) basic vocational qualification","Male","464","0.144532135367401","0.131656465362578","0.157407805372225"
"No worries","2017","(1c) basic vocational qualification","Female","273","0.113447748891444","0.100770326248939","0.12612517153395"
"No worries","2017","(2b) intermediate general qualification","Male","49","0.176202908704456","0.134524393524843","0.21788142388407"
"No worries","2017","(2b) intermediate general qualification","Female","67","0.121002949021143","0.0923018227607654","0.14970407528152"
"No worries","2017","(2a) intermediate vocational","Male","362","0.156631300451251","0.142367085238203","0.170895515664299"
"No worries","2017","(2a) intermediate vocational","Female","280","0.0736421987989979","0.0651349999582957","0.0821493976397001"
"No worries","2017","(2c_gen) general maturity certificate","Male","411","0.185631734919032","0.162921824125637","0.208341645712427"
"No worries","2017","(2c_gen) general maturity certificate","Female","311","0.105019456246629","0.0870726586669549","0.122966253826303"
"No worries","2017","(2c_voc) vocational maturity certificate","Male","200","0.155592963561697","0.134725134465576","0.176460792657819"
"No worries","2017","(2c_voc) vocational maturity certificate","Female","189","0.0794572835448878","0.0663640340350825","0.0925505330546931"
"No worries","2017","(3a) lower tertiary education","Male","92","0.0940063025086758","0.0763710657342977","0.111641539283054"
"No worries","2017","(3a) lower tertiary education","Female","57","0.0569028795734626","0.0425016282198218","0.0713041309271034"
"No worries","2017","(3b) higher tertiary education","Male","661","0.119288032478011","0.107331423169769","0.131244641786252"
