"plj0047","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Some worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","52","0.434925277838701","0.349376560826499","0.520473994850903"
"Some worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","349","0.558570503953487","0.520744647502074","0.5963963604049"
"Some worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","124","0.400383062990488","0.342992052699484","0.457774073281493"
"Some worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","123","0.451740731735765","0.391821978163286","0.511659485308243"
"Some worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","100","0.556289314448788","0.485081510801818","0.627497118095759"
"Some worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","171","0.521617728552309","0.468205319980084","0.575030137124535"
"Some worries","2015","Couple + C. LE and GT 16","(0) in school","61","0.578689559951334","0.496898091124402","0.660481028778265"
"Some worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","35","0.486748040657008","0.372090116450388","0.601405964863628"
"Some worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","105","0.529965245070769","0.464605136886634","0.595325353254903"
"Some worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","165","0.497738423047741","0.442784323929492","0.55269252216599"
"Some worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","64","0.594169743216286","0.51164083220472","0.676698654227851"
"Some worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","192","0.575261377700191","0.52614042561805","0.624382329782332"
"Some worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","117","0.51119785168769","0.447013199295828","0.575382504079553"
"Some worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","113","0.537214710726442","0.472063790699667","0.602365630753218"
"Some worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","57","0.504771336828622","0.407743078773336","0.601799594883909"
"Some worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","122","0.516126142927706","0.450388275405332","0.58186401045008"
"No worries","2015","1-pers.-HH","(0) in school","1","","",""
"No worries","2015","1-pers.-HH","(1a) inadequately completed","20","","",""
"No worries","2015","1-pers.-HH","(1b) general elementary school","94","0.209522477376019","0.168817965444566","0.250226989307472"
"No worries","2015","1-pers.-HH","(1c) basic vocational qualification","168","0.17463244569641","0.150206000555932","0.199058890836888"
"No worries","2015","1-pers.-HH","(2b) intermediate general qualification","16","","",""
"No worries","2015","1-pers.-HH","(2a) intermediate vocational","97","0.129462030308642","0.105025240479662","0.153898820137621"
"No worries","2015","1-pers.-HH","(2c_gen) general maturity certificate","42","0.167192356781615","0.115347925608758","0.219036787954473"
"No worries","2015","1-pers.-HH","(2c_voc) vocational maturity certificate","64","0.182702093969336","0.13912015229993","0.226284035638741"
"No worries","2015","1-pers.-HH","(3a) lower tertiary education","37","0.136582579683149","0.0976583025673537","0.175506856798945"
"No worries","2015","1-pers.-HH","(3b) higher tertiary education","114","0.155734631399906","0.127215625823622","0.184253636976191"
"No worries","2015","(Married) couple without C. ","(0) in school","1","","",""
"No worries","2015","(Married) couple without C. ","(1a) inadequately completed","23","","",""
"No worries","2015","(Married) couple without C. ","(1b) general elementary school","120","0.172637713811778","0.140612878996338","0.204662548627217"
"No worries","2015","(Married) couple without C. ","(1c) basic vocational qualification","349","0.146160578822145","0.131458777541695","0.160862380102594"
"No worries","2015","(Married) couple without C. ","(2b) intermediate general qualification","21","","",""
"No worries","2015","(Married) couple without C. ","(2a) intermediate vocational","210","0.129748586661231","0.113982494463608","0.145514678858854"
"No worries","2015","(Married) couple without C. ","(2c_gen) general maturity certificate","52","0.223742935622001","0.170116177031355","0.277369694212648"
"No worries","2015","(Married) couple without C. ","(2c_voc) vocational maturity certificate","114","0.137314519923295","0.110288098567696","0.164340941278895"
"No worries","2015","(Married) couple without C. ","(3a) lower tertiary education","78","0.129473874729958","0.105186418089635","0.153761331370281"
"No worries","2015","(Married) couple without C. ","(3b) higher tertiary education","217","0.113019287541866","0.0969805359336326","0.129058039150099"
"No worries","2015","Single parent ","(0) in school","20","","",""
"No worries","2015","Single parent ","(1a) inadequately completed","24","","",""
"No worries","2015","Single parent ","(1b) general elementary school","61","0.299615544277473","0.240413787685447","0.358817300869499"
"No worries","2015","Single parent ","(1c) basic vocational qualification","70","0.221361205374818","0.178593831795204","0.264128578954433"
"No worries","2015","Single parent ","(2b) intermediate general qualification","25","","",""
"No worries","2015","Single parent ","(2a) intermediate vocational","62","0.123178856390371","0.0958371767615969","0.150520536019144"
"No worries","2015","Single parent ","(2c_gen) general maturity certificate","28","","",""
"No worries","2015","Single parent ","(2c_voc) vocational maturity certificate","31","0.16932113183281","0.119536877473262","0.219105386192358"
"No worries","2015","Single parent ","(3a) lower tertiary education","13","","",""
"No worries","2015","Single parent ","(3b) higher tertiary education","24","","",""
"No worries","2015","Couple + C. LE 16 ","(0) in school","","","",""
"No worries","2015","Couple + C. LE 16 ","(1a) inadequately completed","58","0.235204100699637","0.174252258127097","0.296155943272178"
"No worries","2015","Couple + C. LE 16 ","(1b) general elementary school","163","0.306152225344605","0.266576394643518","0.345728056045693"
"No worries","2015","Couple + C. LE 16 ","(1c) basic vocational qualification","200","0.192874747029007","0.168395899183087","0.217353594874927"
"No worries","2015","Couple + C. LE 16 ","(2b) intermediate general qualification","15","","",""
"No worries","2015","Couple + C. LE 16 ","(2a) intermediate vocational","219","0.138159349532893","0.121203614218706","0.155115084847081"
"No worries","2015","Couple + C. LE 16 ","(2c_gen) general maturity certificate","109","0.268827304264726","0.222179626893509","0.315474981635944"
"No worries","2015","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","159","0.15351390887862","0.130040953645753","0.176986864111486"
"No worries","2015","Couple + C. LE 16 ","(3a) lower tertiary education","62","0.101396995849204","0.0747246006882017","0.128069391010206"
"No worries","2015","Couple + C. LE 16 ","(3b) higher tertiary education","259","0.141009412550688","0.123326048840136","0.158692776261241"
"No worries","2015","Couple + C. GT 16 ","(0) in school","16","","",""
"No worries","2015","Couple + C. GT 16 ","(1a) inadequately completed","12","","",""
"No worries","2015","Couple + C. GT 16 ","(1b) general elementary school","50","0.229775437346318","0.17132577109877","0.288225103593866"
"No worries","2015","Couple + C. GT 16 ","(1c) basic vocational qualification","116","0.172066929660897","0.140972242263325","0.203161617058468"
"No worries","2015","Couple + C. GT 16 ","(2b) intermediate general qualification","33","0.238862660090481","0.165282812795616","0.312442507385345"
"No worries","2015","Couple + C. GT 16 ","(2a) intermediate vocational","90","0.132819329344263","0.106966711154214","0.158671947534312"
"No worries","2015","Couple + C. GT 16 ","(2c_gen) general maturity certificate","63","0.234452450983077","0.184829504365885","0.28407539760027"
"No worries","2015","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","47","0.156895894869738","0.113106237580375","0.200685552159102"
"No worries","2015","Couple + C. GT 16 ","(3a) lower tertiary education","27","","",""
"No worries","2015","Couple + C. GT 16 ","(3b) higher tertiary education","43","0.200460548449434","0.157653739103584","0.243267357795284"
"No worries","2015","Couple + C. LE and GT 16","(0) in school","28","","",""
"No worries","2015","Couple + C. LE and GT 16","(1a) inadequately completed","20","","",""
"No worries","2015","Couple + C. LE and GT 16","(1b) general elementary school","57","0.182313145063686","0.131750872963003","0.232875417164369"
"No worries","2015","Couple + C. LE and GT 16","(1c) basic vocational qualification","51","0.129565532406892","0.0926552546812846","0.166475810132499"
"No worries","2015","Couple + C. LE and GT 16","(2b) intermediate general qualification","26","","",""
"No worries","2015","Couple + C. LE and GT 16","(2a) intermediate vocational","53","0.090644743752893","0.0621141116361148","0.119175375869671"
"No worries","2015","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","43","0.138908834976267","0.0945009968129535","0.183316673139581"
"No worries","2015","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","32","0.150250772924478","0.103562202266727","0.196939343582229"
"No worries","2015","Couple + C. LE and GT 16","(3a) lower tertiary education","15","","",""
"No worries","2015","Couple + C. LE and GT 16","(3b) higher tertiary education","37","0.173557183981217","0.123737690731772","0.223376677230663"
"Big worries","2016","1-pers.-HH","(0) in school","2","","",""
"Big worries","2016","1-pers.-HH","(1a) inadequately completed","48","0.297419316270569","0.251029103623122","0.343809528918016"
"Big worries","2016","1-pers.-HH","(1b) general elementary school","139","0.330655268784458","0.291085744921921","0.370224792646995"
"Big worries","2016","1-pers.-HH","(1c) basic vocational qualification","411","0.469462597327806","0.436857512206323","0.502067682449288"
"Big worries","2016","1-pers.-HH","(2b) intermediate general qualification","34","0.374777357202145","0.26665717981432","0.48289753458997"
"Big worries","2016","1-pers.-HH","(2a) intermediate vocational","331","0.457617454204974","0.42052499594147","0.494709912468478"
"Big worries","2016","1-pers.-HH","(2c_gen) general maturity certificate","101","0.54431214224405","0.487861324646151","0.600762959841949"
"Big worries","2016","1-pers.-HH","(2c_voc) vocational maturity certificate","144","0.469136622960579","0.415293260602875","0.522979985318283"
"Big worries","2016","1-pers.-HH","(3a) lower tertiary education","154","0.595462783998632","0.537135709859455","0.653789858137809"
"Big worries","2016","1-pers.-HH","(3b) higher tertiary education","318","0.520283175031935","0.484717925965507","0.555848424098362"
"Big worries","2016","(Married) couple without C. ","(0) in school","","","",""
"Big worries","2016","(Married) couple without C. ","(1a) inadequately completed","33","0.460272173117952","0.368374686472974","0.55216965976293"
"Big worries","2016","(Married) couple without C. ","(1b) general elementary school","194","0.433299025275522","0.390080172175915","0.476517878375129"
"Big worries","2016","(Married) couple without C. ","(1c) basic vocational qualification","974","0.46409942817074","0.442521634317389","0.485677222024092"
"Big worries","2016","(Married) couple without C. ","(2b) intermediate general qualification","57","0.489029451143779","0.396862693161252","0.581196209126306"
