"plj0014_v3","year","age_gr","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2019","35-65 y.","higher education","720","0.12211714244511","0.112919438908174","0.131314845982045","2"
"No","2019","66 and older","in school","","","","","2"
"No","2019","66 and older","inadequately","34","0.490991982826793","0.360057635019212","0.621926330634375","2"
"No","2019","66 and older","general elemantary","40","0.115628502492619","0.0891195842173176","0.14213742076792","2"
"No","2019","66 and older","middle vocational","60","0.0418648891711511","0.0341531428487633","0.0495766354935389","2"
"No","2019","66 and older","vocational + Abi","27","","","","2"
"No","2019","66 and older","higher vocational","6","","","","2"
"No","2019","66 and older","higher education","46","0.0678983285225238","0.0550292856346204","0.0807673714104272","2"
"Yes","2019","16-34 y.","higher education","892","0.834510768352768","0.814168240431437","0.854853296274098","1"
"Yes","2019","35-65 y.","vocational + Abi","1333","0.824106123094065","0.805398012338222","0.842814233849908","1"
"Yes","2019","66 and older","general elemantary","519","0.884371497507381","0.85786257923208","0.910880415782682","1"
"Yes","2019","16-34 y.","general elemantary","701","0.773361487433988","0.74996483834784","0.796758136520137","1"
"Yes","2019","16-34 y.","vocational + Abi","410","0.855130830599948","0.82424906760717","0.886012593592726","1"
"Yes","2019","35-65 y.","in school","","","","","1"
"Yes","2019","35-65 y.","general elemantary","782","0.695244745564723","0.670571467900983","0.719918023228462","1"
"Yes","2019","35-65 y.","higher vocational","1125","0.95816138193431","0.94657429196308","0.969748471905539","1"
"Yes","2019","66 and older","in school","","","","","1"
"Yes","2019","66 and older","middle vocational","2531","0.958135110828849","0.950423364506461","0.965846857151237","1"
"Yes","2019","66 and older","higher vocational","384","0.95443552354472","0.933738767655972","0.975132279433468","1"
"Yes","2019","16-34 y.","inadequately","80","0.412689966404983","0.377871218772688","0.447508714037277","1"
"Yes","2019","66 and older","inadequately","22","","","","1"
"Yes","2019","16-34 y.","middle vocational","1911","0.87093210088639","0.857436768562942","0.884427433209838","1"
"Yes","2019","35-65 y.","inadequately","121","0.32742243024883","0.297262382803357","0.357582477694303","1"
"Yes","2019","16-34 y.","higher vocational","132","0.946820746597566","0.908968975292402","0.984672517902729","1"
"Yes","2019","66 and older","higher education","1422","0.932101671477476","0.919232628589573","0.944970714365379","1"
"Yes","2019","35-65 y.","middle vocational","6055","0.906482583059712","0.89953729888108","0.913427867238343","1"
"Yes","2019","35-65 y.","higher education","4148","0.87788285755489","0.868685154017955","0.887080561091826","1"
"Yes","2019","16-34 y.","in school","291","0.914200816432298","0.884029346154547","0.944372286710049","1"
"Yes","2019","66 and older","vocational + Abi","143","0.730017556266797","0.663281883241493","0.796753229292101","1"
