"plj0014_v3","year","age_gr","bula_h","n","percent","lower_confidence","upper_confidence","value"
"No","2018","16-34 y.","Saxony","79","0.0275806997072162","0.0118054099376692","0.0433559894767633","2"
"No","2018","16-34 y.","Saxony-Anhalt","46","0.0445429417586355","0.0173443142934074","0.0717415692238636","2"
"No","2018","16-34 y.","Thuringia","81","0.167720840776409","0.121127093505787","0.21431458804703","2"
"No","2018","35-65 y.","Schleswig-Holstein","126","0.0811112419555192","0.0591934421451498","0.103029041765889","2"
"No","2018","35-65 y.","Hamburg","63","0.0953241926902742","0.0626341641034238","0.128014221277125","2"
"No","2018","35-65 y.","Lower Saxony","374","0.0993846212600083","0.0849094712439867","0.11385977127603","2"
"No","2018","35-65 y.","Bremen","54","0.185543221541043","0.125308810647066","0.24577763243502","2"
"No","2018","35-65 y.","North Rhine-Westphalia","876","0.171084058021433","0.158584860391991","0.183583255650875","2"
"No","2018","35-65 y.","Hesse","352","0.187321510339017","0.165319223019911","0.209323797658123","2"
"No","2018","35-65 y.","Rhineland-Palatinate,Saarland","236","0.1527294724729","0.129684157813647","0.175774787132152","2"
"No","2018","35-65 y.","Baden-Württemberg","426","0.168778523265485","0.151527858517494","0.186029188013477","2"
"No","2018","35-65 y.","Bavaria","486","0.146214385520592","0.132416787898276","0.160011983142907","2"
"No","2018","35-65 y.","Berlin","154","0.137184045458284","0.110124956066442","0.164243134850126","2"
"No","2018","35-65 y.","Brandenburg","86","0.0229574313551508","0.0115830085776941","0.0343318541326075","2"
"No","2018","35-65 y.","Mecklenburg-Western Pomerania","32","0.0127931615774055","0.00121640701867399","0.024369916136137","2"
"No","2018","35-65 y.","Saxony","94","0.0367841359676136","0.02496902306088","0.0485992488743472","2"
"No","2018","35-65 y.","Saxony-Anhalt","80","0.0577648131726025","0.0389717063033867","0.0765579200418184","2"
"No","2018","35-65 y.","Thuringia","63","0.0477545046198426","0.0305036475857193","0.0650053616539659","2"
"No","2018","66 and older","Schleswig-Holstein","16","","","","2"
"No","2018","66 and older","Hamburg","7","","","","2"
"No","2018","66 and older","Lower Saxony","19","","","","2"
"No","2018","66 and older","Bremen","5","","","","2"
"No","2018","66 and older","North Rhine-Westphalia","47","0.0749949821073522","0.0583079051283361","0.0916820590863682","2"
"No","2018","66 and older","Hesse","18","","","","2"
"No","2018","66 and older","Rhineland-Palatinate,Saarland","14","","","","2"
"No","2018","66 and older","Baden-Württemberg","38","0.0952980719587484","0.0705783681470683","0.120017775770428","2"
"No","2018","66 and older","Bavaria","44","0.0972582123931354","0.0768651438693927","0.117651280916878","2"
"No","2018","66 and older","Berlin","5","","","","2"
"No","2018","66 and older","Brandenburg","1","","","","2"
"No","2018","66 and older","Mecklenburg-Western Pomerania","3","","","","2"
"No","2018","66 and older","Saxony","2","","","","2"
"No","2018","66 and older","Saxony-Anhalt","","","","","2"
"No","2018","66 and older","Thuringia","","","","","2"
"Yes","2018","16-34 y.","Schleswig-Holstein","209","0.861906720808659","0.824456386759565","0.899357054857753","1"
"Yes","2018","16-34 y.","Hamburg","84","0.774993268334583","0.707257449702386","0.84272908696678","1"
"Yes","2018","16-34 y.","Lower Saxony","573","0.877376110198302","0.855580506061936","0.899171714334667","1"
"Yes","2018","16-34 y.","Bremen","45","0.734171144333173","0.640255413036709","0.828086875629638","1"
"Yes","2018","16-34 y.","Hesse","365","0.811615498018797","0.782460916047765","0.84077007998983","1"
"Yes","2018","16-34 y.","Rhineland-Palatinate,Saarland","295","0.854220635161436","0.822943517962019","0.885497752360853","1"
"Yes","2018","16-34 y.","Baden-Württemberg","556","0.800205325584317","0.774097039184197","0.826313611984436","1"
"Yes","2018","16-34 y.","North Rhine-Westphalia","1184","0.822055728497872","0.804753239152481","0.839358217843264","1"
"Yes","2018","16-34 y.","Bavaria","759","0.808870927267629","0.785996346161904","0.831745508373354","1"
"Yes","2018","16-34 y.","Berlin","221","0.820548748920726","0.780057238001884","0.861040259839569","1"
"Yes","2018","16-34 y.","Brandenburg","157","0.923229772212255","0.889191659264906","0.957267885159604","1"
"Yes","2018","16-34 y.","Mecklenburg-Western Pomerania","112","0.959343235623726","0.926392739114988","0.992293732132464","1"
"Yes","2018","16-34 y.","Saxony","335","0.972419300292784","0.956644010523237","0.988194590062331","1"
"Yes","2018","16-34 y.","Saxony-Anhalt","175","0.955457058241365","0.928258430776137","0.982655685706593","1"
"Yes","2018","16-34 y.","Thuringia","166","0.832279159223591","0.785685411952969","0.878872906494213","1"
"Yes","2018","35-65 y.","Schleswig-Holstein","470","0.918888758044481","0.896970958234112","0.94080655785485","1"
"Yes","2018","35-65 y.","Thuringia","524","0.952245495380157","0.934994638346034","0.969496352414281","1"
"Yes","2018","66 and older","Schleswig-Holstein","168","0.857117881273455","0.806553069139574","0.907682693407337","1"
"Yes","2018","35-65 y.","Bavaria","2033","0.853785614479408","0.839988016857093","0.867583212101724","1"
"Yes","2018","35-65 y.","Berlin","467","0.862815954541716","0.835756865149874","0.889875043933558","1"
"Yes","2018","35-65 y.","Brandenburg","580","0.977042568644849","0.965668145867393","0.988416991422306","1"
"Yes","2018","35-65 y.","Mecklenburg-Western Pomerania","330","0.987206838422594","0.975630083863863","0.998783592981326","1"
"Yes","2018","35-65 y.","Saxony","881","0.963215864032386","0.951400751125653","0.97503097693912","1"
"Yes","2018","35-65 y.","Saxony-Anhalt","512","0.942235186827397","0.923442079958182","0.961028293696613","1"
"Yes","2018","66 and older","Hamburg","98","0.900862247228421","0.843700937630056","0.958023556826785","1"
"Yes","2018","66 and older","Lower Saxony","460","0.912385243325775","0.887065570464838","0.937704916186713","1"
"Yes","2018","66 and older","Bremen","41","0.979291085993499","0.93813787392316","1.02044429806384","1"
"Yes","2018","66 and older","North Rhine-Westphalia","910","0.925005017892648","0.908317940913632","0.941692094871664","1"
"Yes","2018","66 and older","Hesse","263","0.899559813120082","0.864414799991087","0.934704826249076","1"
"Yes","2018","35-65 y.","Lower Saxony","1267","0.900615378739992","0.88614022872397","0.915090528756013","1"
"Yes","2018","35-65 y.","Hesse","856","0.812678489660983","0.790676202341877","0.834680776980089","1"
"Yes","2018","35-65 y.","Rhineland-Palatinate,Saarland","700","0.8472705275271","0.824225212867848","0.870315842186353","1"
"Yes","2018","66 and older","Bavaria","767","0.902741787606865","0.882348719083122","0.923134856130607","1"
"Yes","2018","66 and older","Berlin","203","0.990124091833851","0.976685623912585","1.00356255975512","1"
"Yes","2018","35-65 y.","Hamburg","247","0.904675807309726","0.871985778722875","0.937365835896576","1"
"Yes","2018","35-65 y.","Bremen","106","0.814456778458957","0.75422236756498","0.874691189352934","1"
"Yes","2018","35-65 y.","North Rhine-Westphalia","2611","0.828915941978567","0.816416744349125","0.841415139608009","1"
"Yes","2018","35-65 y.","Baden-Württemberg","1385","0.831221476734515","0.813970811986524","0.848472141482506","1"
"Yes","2018","66 and older","Rhineland-Palatinate,Saarland","289","0.935842088795628","0.908251995342761","0.963432182248494","1"
"Yes","2018","66 and older","Baden-Württemberg","504","0.904701928041252","0.879982224229572","0.929421631852932","1"
"Yes","2018","66 and older","Brandenburg","252","0.996162364730555","0.988543596821859","1.00378113263925","1"
"Yes","2018","66 and older","Mecklenburg-Western Pomerania","147","0.979223042687437","0.956396809609227","1.00204927576565","1"
"Yes","2018","66 and older","Saxony","376","0.985167578172733","0.9729815190583","0.997353637287167","1"
"Yes","2018","66 and older","Saxony-Anhalt","195","1","1","1","1"
"Yes","2018","66 and older","Thuringia","202","1","1","1","1"
"No","2019","16-34 y.","Schleswig-Holstein","110","0.118790045604208","0.0822394410253198","0.155340650183096","2"
"No","2019","16-34 y.","Hamburg","59","0.186289775444114","0.122698689553944","0.249880861334284","2"
"No","2019","16-34 y.","Lower Saxony","245","0.152099489901485","0.126684687578845","0.177514292224124","2"
"No","2019","16-34 y.","Bremen","38","0.249512672389443","0.159610316362715","0.339415028416171","2"
"No","2019","16-34 y.","North Rhine-Westphalia","583","0.193316921380555","0.174511728307209","0.212122114453902","2"
"No","2019","16-34 y.","Hesse","201","0.160947704251475","0.12954318661907","0.19235222188388","2"
"No","2019","16-34 y.","Rhineland-Palatinate,Saarland","154","0.142969802076209","0.109884577751037","0.17605502640138","2"
"No","2019","16-34 y.","Baden-Württemberg","294","0.180399122908167","0.153935086704347","0.206863159111987","2"
"No","2019","16-34 y.","Bavaria","338","0.174510298349162","0.151629195266231","0.197391401432092","2"
"No","2019","16-34 y.","Berlin","81","0.17719064194984","0.132704486483998","0.221676797415681","2"
"No","2019","16-34 y.","Brandenburg","63","0.0783684209528335","0.0426930033170622","0.114043838588605","2"
"No","2019","16-34 y.","Mecklenburg-Western Pomerania","18","","","","2"
"No","2019","16-34 y.","Saxony","57","0.0271823916824674","0.0102903308589811","0.0440744525059537","2"
"No","2019","16-34 y.","Saxony-Anhalt","60","0.0485795763819126","0.0199091394132812","0.077250013350544","2"
"No","2019","16-34 y.","Thuringia","59","0.217761087085927","0.160417956517934","0.27510421765392","2"
"No","2019","35-65 y.","Schleswig-Holstein","136","0.0835765458695042","0.0623172976035249","0.104835794135484","2"
"No","2019","35-65 y.","Hamburg","69","0.109409367022828","0.0769836635920736","0.141835070453582","2"
"No","2019","35-65 y.","Lower Saxony","318","0.104640360886752","0.0898622861542655","0.119418435619239","2"
"No","2019","35-65 y.","Bremen","56","0.255341199094729","0.185089579109356","0.325592819080101","2"
"No","2019","35-65 y.","North Rhine-Westphalia","855","0.184264558933253","0.171580538483972","0.196948579382534","2"
"No","2019","35-65 y.","Hesse","285","0.187473354613295","0.165536725895678","0.209409983330912","2"
"No","2019","35-65 y.","Rhineland-Palatinate,Saarland","215","0.168612079067971","0.144715350997274","0.192508807138667","2"
"No","2019","35-65 y.","Baden-Württemberg","404","0.167552077195352","0.150705931936162","0.184398222454541","2"
"No","2019","35-65 y.","Bavaria","449","0.149837592928986","0.136027992669069","0.163647193188903","2"
"No","2019","35-65 y.","Berlin","143","0.133034356879618","0.10729972958034","0.158768984178895","2"
"No","2019","35-65 y.","Brandenburg","77","0.0385058145609672","0.0244512196903358","0.0525604094315987","2"
"No","2019","35-65 y.","Mecklenburg-Western Pomerania","28","","","","2"
"No","2019","35-65 y.","Saxony","85","0.0334098591454945","0.0223599237238667","0.0444597945671223","2"
"No","2019","35-65 y.","Saxony-Anhalt","66","0.0489686298223403","0.031510993668368","0.0664262659763126","2"
"No","2019","35-65 y.","Thuringia","51","0.0410491993294717","0.0249578606452252","0.0571405380137181","2"
"No","2019","66 and older","Schleswig-Holstein","15","","","","2"
"No","2019","66 and older","Hamburg","8","","","","2"
"No","2019","66 and older","Lower Saxony","16","","","","2"
"No","2019","66 and older","Bremen","3","","","","2"
"No","2019","66 and older","North Rhine-Westphalia","49","0.0860579101249887","0.0687620509338973","0.10335376931608","2"
"No","2019","66 and older","Hesse","17","","","","2"
"No","2019","66 and older","Rhineland-Palatinate,Saarland","13","","","","2"
"No","2019","66 and older","Baden-Württemberg","35","0.0838331691195905","0.0607764863827327","0.106889851856448","2"
"No","2019","66 and older","Bavaria","44","0.0832576648532725","0.0642903853783198","0.102224944328225","2"
"No","2019","66 and older","Berlin","11","","","","2"
"No","2019","66 and older","Brandenburg","4","","","","2"
"No","2019","66 and older","Mecklenburg-Western Pomerania","2","","","","2"
"No","2019","66 and older","Saxony","3","","","","2"
"No","2019","66 and older","Saxony-Anhalt","","","","","2"
"No","2019","66 and older","Thuringia","","","","","2"
"Yes","2019","16-34 y.","Schleswig-Holstein","191","0.881209954395792","0.844659349816904","0.91776055897468","1"
"Yes","2019","16-34 y.","Hamburg","85","0.813710224555886","0.750119138665716","0.877301310446056","1"
"Yes","2019","16-34 y.","Lower Saxony","522","0.847900510098515","0.822485707775876","0.873315312421155","1"
"Yes","2019","16-34 y.","Bremen","51","0.750487327610557","0.660584971583829","0.840389683637285","1"
"Yes","2019","16-34 y.","Hesse","325","0.839052295748525","0.80764777811612","0.87045681338093","1"
"Yes","2019","16-34 y.","Rhineland-Palatinate,Saarland","276","0.857030197923791","0.82394497359862","0.890115422248963","1"
"Yes","2019","16-34 y.","Baden-Württemberg","517","0.819600877091833","0.793136840888013","0.846064913295654","1"
"Yes","2019","16-34 y.","North Rhine-Westphalia","1111","0.806683078619445","0.787877885546098","0.825488271692791","1"
"Yes","2019","16-34 y.","Bavaria","719","0.825489701650838","0.802608598567908","0.848370804733768","1"
"Yes","2019","16-34 y.","Berlin","202","0.82280935805016","0.778323202584319","0.867295513516002","1"
"Yes","2019","16-34 y.","Brandenburg","155","0.921631579047167","0.885956161411395","0.957306996682938","1"
"Yes","2019","16-34 y.","Mecklenburg-Western Pomerania","101","0.978220613078231","0.951995592324123","1.00444563383234","1"
"Yes","2019","16-34 y.","Saxony","299","0.972817608317533","0.955925547494046","0.989709669141019","1"
"Yes","2019","16-34 y.","Saxony-Anhalt","156","0.951420423618087","0.922749986649456","0.980090860586719","1"
"Yes","2019","16-34 y.","Thuringia","140","0.782238912914073","0.72489578234608","0.839582043482066","1"
"Yes","2019","35-65 y.","Schleswig-Holstein","515","0.916423454130496","0.895164205864517","0.937682702396475","1"
"Yes","2019","35-65 y.","Thuringia","533","0.958950800670528","0.942859461986282","0.975042139354775","1"
"Yes","2019","66 and older","Schleswig-Holstein","185","0.857040880692813","0.808529929048604","0.905551832337021","1"
"Yes","2019","66 and older","Lower Saxony","461","0.940274984885292","0.919008560473254","0.961541409297329","1"
"Yes","2019","66 and older","Bremen","46","0.997229213220107","0.982511202984053","1.01194722345616","1"
"Yes","2019","66 and older","North Rhine-Westphalia","961","0.913942089875011","0.89664623068392","0.931237949066103","1"
"Yes","2019","66 and older","Hesse","285","0.883545846288148","0.847368504233237","0.919723188343059","1"
"Yes","2019","66 and older","Bavaria","771","0.916742335146727","0.897775055671775","0.93570961462168","1"
"Yes","2019","66 and older","Berlin","203","0.963774932041655","0.938740737558991","0.988809126524318","1"
"Yes","2019","35-65 y.","Bavaria","2117","0.850162407071014","0.836352806811097","0.863972007330931","1"
"Yes","2019","35-65 y.","Berlin","526","0.866965643120382","0.841231015821105","0.89270027041966","1"
"Yes","2019","35-65 y.","Brandenburg","643","0.961494185439033","0.947439590568401","0.975548780309664","1"
"Yes","2019","35-65 y.","Mecklenburg-Western Pomerania","350","0.991776197299265","0.982671922184444","1.00088047241409","1"
"Yes","2019","35-65 y.","Saxony","931","0.966590140854506","0.955540205432878","0.977640076276133","1"
