"plj0014_v3","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","1999","Couple + C. GT 16 ","higher vocational","117","0.99228214581645","0.976624612622569","1.00793967901033","1"
"Yes","1999","Couple + C. GT 16 ","higher education","299","0.982729979221812","0.968157198309344","0.997302760134281","1"
"Yes","1999","Couple + C. LE and GT 16","in school","113","0.872618071823191","0.814633528475723","0.930602615170658","1"
"Yes","1999","Couple + C. LE and GT 16","inadequately","15","","","","1"
"Yes","1999","Couple + C. LE and GT 16","general elemantary","177","0.751025575707552","0.697530234472836","0.804520916942267","1"
"Yes","1999","Couple + C. LE and GT 16","middle vocational","423","0.914587613328887","0.889373123925384","0.93980210273239","1"
"Yes","1999","Couple + C. LE and GT 16","vocational + Abi","28","","","","1"
"Yes","1999","Couple + C. LE and GT 16","higher vocational","59","0.946648031912088","0.889783436133685","1.00351262769049","1"
"Yes","1999","Couple + C. LE and GT 16","higher education","131","0.893101495768031","0.841171909870786","0.945031081665276","1"
"No","2000","1-pers.-HH","inadequately","12","","","","2"
"No","2000","1-pers.-HH","general elemantary","36","0.041769859214351","0.0252294460880811","0.0583102723406209","2"
"No","2000","1-pers.-HH","vocational + Abi","14","","","","2"
"No","2000","(Married) couple without C. ","vocational + Abi","32","0.0847848780405116","0.0540229460505396","0.115546810030484","2"
"No","2000","1-pers.-HH","middle vocational","65","0.0246409976200221","0.0174329811735901","0.0318490140664541","2"
"No","2000","(Married) couple without C. ","higher vocational","19","","","","2"
"No","2000","(Married) couple without C. ","higher education","63","0.0620476651153226","0.0488983862839955","0.0751969439466497","2"
"No","2000","1-pers.-HH","in school","2","","","","2"
"No","2000","1-pers.-HH","higher vocational","14","","","","2"
"No","2000","(Married) couple without C. ","middle vocational","169","0.0389777222312612","0.033189549768393","0.0447658946941293","2"
"No","2000","Couple + C. GT 16 ","in school","19","","","","2"
"No","2000","Couple + C. GT 16 ","inadequately","71","0.693142083060389","0.602295145140723","0.783989020980056","2"
"No","2000","Couple + C. GT 16 ","general elemantary","191","0.214139515339241","0.183771933147372","0.24450709753111","2"
"No","2000","Couple + C. GT 16 ","middle vocational","163","0.0692978757466363","0.0582421684972981","0.0803535829959745","2"
"No","2000","Couple + C. GT 16 ","vocational + Abi","30","0.19907161636888","0.134957085255721","0.263186147482039","2"
"No","2000","1-pers.-HH","higher education","33","0.0754234364844727","0.0532529900569531","0.0975938829119923","2"
"No","2000","(Married) couple without C. ","in school","2","","","","2"
"No","2000","(Married) couple without C. ","inadequately","63","0.60074770044441","0.501743428170234","0.699751972718586","2"
"No","2000","(Married) couple without C. ","general elemantary","117","0.0831092939846302","0.0657909339527965","0.100427654016464","2"
"No","2000","Couple + C. GT 16 ","higher vocational","12","","","","2"
"No","2000","Couple + C. GT 16 ","higher education","14","","","","2"
"No","2000","Couple + C. LE and GT 16","in school","20","","","","2"
"No","2000","Couple + C. LE and GT 16","inadequately","25","","","","2"
"No","2000","Couple + C. LE and GT 16","general elemantary","104","0.248234808138985","0.2073565961804","0.28911302009757","2"
"No","2000","Couple + C. LE and GT 16","middle vocational","66","0.0797288053408925","0.0613781784741059","0.0980794322076791","2"
"No","2000","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","2000","Couple + C. LE and GT 16","higher vocational","7","","","","2"
"No","2000","Couple + C. LE and GT 16","higher education","19","","","","2"
"No","2000","Single parent ","in school","9","","","","2"
"No","2000","Single parent ","inadequately","6","","","","2"
"No","2000","Single parent ","general elemantary","39","0.145892940304673","0.1026513753912","0.189134505218146","2"
"No","2000","Single parent ","middle vocational","33","0.0497716734877984","0.0325840575305205","0.0669592894450762","2"
"No","2000","Single parent ","vocational + Abi","4","","","","2"
"No","2000","Single parent ","higher vocational","2","","","","2"
"No","2000","Single parent ","higher education","7","","","","2"
"No","2000","Couple + C. LE 16 ","in school","2","","","","2"
"No","2000","Couple + C. LE 16 ","inadequately","46","0.707437563864447","0.593271635233146","0.821603492495748","2"
"No","2000","Couple + C. LE 16 ","general elemantary","198","0.380237514125835","0.334566216641756","0.425908811609913","2"
"No","2000","Couple + C. LE 16 ","middle vocational","273","0.0952771132785689","0.0845338826133322","0.106020343943806","2"
"No","2000","Couple + C. LE 16 ","vocational + Abi","58","0.196632309891119","0.154570723144808","0.238693896637431","2"
"No","2000","Couple + C. LE 16 ","higher vocational","36","0.0838630446555058","0.0606346101276199","0.107091479183392","2"
"No","2000","Couple + C. LE 16 ","higher education","69","0.0906418582311331","0.0728208450347064","0.10846287142756","2"
"Yes","2000","1-pers.-HH","in school","3","","","","1"
"Yes","2000","1-pers.-HH","inadequately","25","","","","1"
"Yes","2000","1-pers.-HH","general elemantary","526","0.958230140785649","0.941689727659379","0.974770553911919","1"
"Yes","2000","1-pers.-HH","middle vocational","1712","0.975359002379978","0.968150985933546","0.98256701882641","1"
"Yes","2000","1-pers.-HH","vocational + Abi","181","0.915288294862436","0.87620587452156","0.954370715203312","1"
"Yes","2000","1-pers.-HH","higher vocational","234","0.95073049906572","0.923794068509297","0.977666929622144","1"
"Yes","2000","1-pers.-HH","higher education","512","0.924576563515527","0.902406117088008","0.946747009943047","1"
"Yes","2000","(Married) couple without C. ","in school","2","","","","1"
"Yes","2000","(Married) couple without C. ","inadequately","31","0.39925229955559","0.300248027281414","0.498256571829766","1"
"Yes","2000","(Married) couple without C. ","general elemantary","859","0.91689070601537","0.899572345983536","0.934209066047204","1"
"Yes","2000","(Married) couple without C. ","middle vocational","4126","0.961022277768739","0.955234105305871","0.966810450231607","1"
"Yes","2000","(Married) couple without C. ","vocational + Abi","283","0.915215121959489","0.884453189969517","0.94597705394946","1"
"Yes","2000","(Married) couple without C. ","higher vocational","585","0.965962125894115","0.951501373668907","0.980422878119324","1"
"Yes","2000","(Married) couple without C. ","higher education","1230","0.937952334884677","0.92480305605335","0.951101613716005","1"
"Yes","2000","Single parent ","in school","55","0.876634469183667","0.796066152234109","0.957202786133225","1"
"Yes","2000","Single parent ","inadequately","22","","","","1"
"Yes","2000","Single parent ","general elemantary","217","0.854107059695327","0.810865494781854","0.8973486246088","1"
"Yes","2000","Single parent ","middle vocational","582","0.950228326512202","0.933040710554924","0.96741594246948","1"
"Yes","2000","Single parent ","vocational + Abi","46","0.93208462313123","0.862345767274442","1.00182347898802","1"
"Yes","2000","Single parent ","higher vocational","49","0.953196646229417","0.895228055429482","1.01116523702935","1"
"Yes","2000","Single parent ","higher education","133","0.950814556472318","0.914992519306885","0.98663659363775","1"
"Yes","2000","Couple + C. LE 16 ","in school","1","","","","1"
"Yes","2000","Couple + C. LE 16 ","inadequately","15","","","","1"
"Yes","2000","Couple + C. LE 16 ","general elemantary","236","0.619762485874165","0.574091188390087","0.665433783358244","1"
"Yes","2000","Couple + C. LE 16 ","middle vocational","2596","0.904722886721431","0.893979656056194","0.915466117386668","1"
"Yes","2000","Couple + C. LE 16 ","vocational + Abi","285","0.803367690108881","0.761306103362569","0.845429276855192","1"
"Yes","2000","Couple + C. LE 16 ","higher vocational","511","0.916136955344494","0.892908520816608","0.93936538987238","1"
"Yes","2000","Couple + C. LE 16 ","higher education","928","0.909358141768867","0.89153712857244","0.927179154965294","1"
"Yes","2000","Couple + C. GT 16 ","in school","189","0.927971763983734","0.892837149389712","0.963106378577756","1"
"Yes","2000","Couple + C. GT 16 ","inadequately","28","","","","1"
"Yes","2000","Couple + C. GT 16 ","general elemantary","510","0.785860484660759","0.75549290246889","0.816228066852627","1"
"Yes","2000","Couple + C. GT 16 ","middle vocational","1864","0.930702124253364","0.919646417004025","0.941757831502702","1"
"Yes","2000","Couple + C. GT 16 ","vocational + Abi","119","0.80092838363112","0.736813852517961","0.865042914744279","1"
"Yes","2000","Couple + C. GT 16 ","higher vocational","249","0.962407307930766","0.939331388866388","0.985483226995144","1"
"Yes","2000","Couple + C. GT 16 ","higher education","501","0.974691897960548","0.961127268246483","0.988256527674613","1"
"Yes","2000","Couple + C. LE and GT 16","in school","179","0.910093075569692","0.87035004062843","0.949836110510955","1"
"Yes","2000","Couple + C. LE and GT 16","inadequately","20","","","","1"
"Yes","2000","Couple + C. LE and GT 16","general elemantary","325","0.751765191861015","0.71088697990243","0.7926434038196","1"
"Yes","2000","Couple + C. LE and GT 16","middle vocational","771","0.920271194659108","0.901920567792321","0.938621821525894","1"
"Yes","2000","Couple + C. LE and GT 16","vocational + Abi","41","0.743173131552139","0.624429138963318","0.86191712414096","1"
"Yes","2000","Couple + C. LE and GT 16","higher vocational","128","0.915572282718364","0.868672584443976","0.962471980992752","1"
"Yes","2000","Couple + C. LE and GT 16","higher education","222","0.8319188577738","0.784708254552082","0.879129460995518","1"
"No","2001","(Married) couple without C. ","vocational + Abi","36","0.100984890088924","0.0676579868104153","0.134311793367434","2"
"No","2001","(Married) couple without C. ","higher vocational","17","","","","2"
"No","2001","(Married) couple without C. ","higher education","53","0.0660973104243616","0.0522853529120983","0.0799092679366248","2"
"No","2001","1-pers.-HH","inadequately","9","","","","2"
"No","2001","1-pers.-HH","general elemantary","30","0.0455676585376889","0.0266937172429778","0.0644415998324","2"
"No","2001","(Married) couple without C. ","middle vocational","158","0.0350072705885139","0.0292157864333543","0.0407987547436735","2"
"No","2001","1-pers.-HH","middle vocational","58","0.0260520987460896","0.0183168057279567","0.0337873917642226","2"
"No","2001","1-pers.-HH","vocational + Abi","9","","","","2"
"No","2001","1-pers.-HH","in school","","","","","2"
"No","2001","1-pers.-HH","higher vocational","11","","","","2"
"No","2001","1-pers.-HH","higher education","26","","","","2"
"No","2001","(Married) couple without C. ","in school","1","","","","2"
"No","2001","(Married) couple without C. ","inadequately","50","0.563506628285835","0.453444189773232","0.673569066798438","2"
"No","2001","(Married) couple without C. ","general elemantary","119","0.103295208045303","0.0828111971790686","0.123779218911537","2"
"No","2001","Couple + C. GT 16 ","in school","21","","","","2"
"No","2001","Couple + C. GT 16 ","inadequately","49","0.597242130608025","0.485496778943888","0.708987482272163","2"
"No","2001","Couple + C. GT 16 ","general elemantary","169","0.20962052769789","0.177239660419071","0.242001394976709","2"
"No","2001","Couple + C. GT 16 ","middle vocational","128","0.0642445596163101","0.0530717709173674","0.0754173483152527","2"
"No","2001","Couple + C. GT 16 ","vocational + Abi","28","","","","2"
"No","2001","Couple + C. GT 16 ","higher vocational","7","","","","2"
"No","2001","Couple + C. GT 16 ","higher education","14","","","","2"
"No","2001","Couple + C. LE and GT 16","in school","22","","","","2"
"No","2001","Couple + C. LE and GT 16","inadequately","17","","","","2"
"No","2001","Couple + C. LE and GT 16","general elemantary","84","0.255050808626631","0.209961087874771","0.300140529378491","2"
"No","2001","Couple + C. LE and GT 16","middle vocational","62","0.0907775340429188","0.0703925633395045","0.111162504746333","2"
"No","2001","Couple + C. LE and GT 16","vocational + Abi","11","","","","2"
"No","2001","Couple + C. LE and GT 16","higher vocational","5","","","","2"
"No","2001","Couple + C. LE and GT 16","higher education","18","","","","2"
"No","2001","Single parent ","in school","7","","","","2"
"No","2001","Single parent ","inadequately","3","","","","2"
"No","2001","Single parent ","general elemantary","35","0.147947765570348","0.102745392734864","0.193150138405831","2"
"No","2001","Single parent ","middle vocational","28","","","","2"
"No","2001","Single parent ","vocational + Abi","6","","","","2"
"No","2001","Single parent ","higher vocational","3","","","","2"
"No","2001","Single parent ","higher education","8","","","","2"
"No","2001","Couple + C. LE 16 ","in school","","","","","2"
"No","2001","Couple + C. LE 16 ","inadequately","34","0.690431120812828","0.556830645899064","0.824031595726592","2"
"No","2001","Couple + C. LE 16 ","general elemantary","185","0.425549009614191","0.376666544483493","0.47443147474489","2"
"No","2001","Couple + C. LE 16 ","middle vocational","243","0.0989149600426356","0.0874194494961973","0.110410470589074","2"
