"plj0014_v3","year","bula_h","e11103","n","percent","lower_confidence","upper_confidence"
"No","2014","Bavaria","Full Time","232","0.102690132107559","0.088516514321006","0.116863749894113"
"No","2014","Bavaria","Part Time","171","0.142153227484268","0.123059982269083","0.161246472699453"
"No","2014","Bavaria","Not Working","161","0.101441248474711","0.0855122276588969","0.117370269290525"
"No","2014","Berlin","Full Time","23","","",""
"No","2014","Berlin","Part Time","41","0.14579676512893","0.104680900905336","0.186912629352525"
"No","2014","Berlin","Not Working","29","","",""
"No","2014","Brandenburg","Full Time","10","","",""
"No","2014","Brandenburg","Part Time","13","","",""
"No","2014","Brandenburg","Not Working","16","","",""
"No","2014","Mecklenburg-Western Pomerania","Full Time","1","","",""
"No","2014","Mecklenburg-Western Pomerania","Part Time","6","","",""
"No","2014","Mecklenburg-Western Pomerania","Not Working","3","","",""
"No","2014","Saxony","Full Time","14","","",""
"No","2014","Saxony","Part Time","13","","",""
"No","2014","Saxony","Not Working","15","","",""
"No","2014","Saxony-Anhalt","Full Time","11","","",""
"No","2014","Saxony-Anhalt","Part Time","9","","",""
"No","2014","Saxony-Anhalt","Not Working","20","","",""
"No","2014","Thuringia","Full Time","11","","",""
"No","2014","Thuringia","Part Time","6","","",""
"No","2014","Thuringia","Not Working","7","","",""
"Yes","2015","Schleswig-Holstein","Full Time","270","0.973583127111084","0.955061502847006","0.992104751375162"
"Yes","2015","Schleswig-Holstein","Part Time","256","0.963290479490273","0.941145453391452","0.985435505589093"
"Yes","2015","Schleswig-Holstein","Not Working","278","0.886854913565075","0.853134539826718","0.920575287303432"
"Yes","2015","Hamburg","Full Time","153","0.946904922657603","0.913297875772677","0.980511969542529"
"Yes","2015","Hamburg","Part Time","102","0.888450332525376","0.831649094120068","0.945251570930684"
"Yes","2015","Hamburg","Not Working","134","0.891667553626441","0.845750658441144","0.937584448811737"
"Yes","2015","Lower Saxony","Full Time","790","0.95975940949652","0.94654791372747","0.972970905265571"
"Yes","2015","Lower Saxony","Part Time","655","0.905636495591089","0.884371819640182","0.926901171541996"
"Yes","2015","Lower Saxony","Not Working","806","0.908227832705575","0.890731978694659","0.925723686716492"
"Yes","2015","Bremen","Full Time","41","0.907694245453639","0.824941322715676","0.990447168191603"
"Yes","2015","Bremen","Part Time","49","0.889206842198847","0.806255271371326","0.972158413026369"
"Yes","2015","Bremen","Not Working","59","0.906143750026366","0.844147020960624","0.968140479092107"
"Yes","2015","North Rhine-Westphalia","Full Time","1662","0.922745666145978","0.910708628410342","0.934782703881614"
"Yes","2015","North Rhine-Westphalia","Part Time","1306","0.881980596868654","0.86580908697628","0.898152106761027"
"Yes","2015","North Rhine-Westphalia","Not Working","1599","0.852229856935009","0.837360364247293","0.867099349622726"
"Yes","2015","Hesse","Full Time","595","0.898292434512436","0.875456117700102","0.92112875132477"
"Yes","2015","Hesse","Part Time","435","0.823461409578951","0.790627343782677","0.856295475375226"
"Yes","2015","Hesse","Not Working","467","0.808584225012748","0.779502382138552","0.837666067886944"
"Yes","2015","Rhineland-Palatinate,Saarland","Full Time","496","0.889701119376558","0.864096295689586","0.91530594306353"
"Yes","2015","Rhineland-Palatinate,Saarland","Part Time","347","0.942861283856363","0.91991348913462","0.965809078578107"
"Yes","2015","Rhineland-Palatinate,Saarland","Not Working","493","0.879624888733063","0.85460942731269","0.904640350153436"
"Yes","2015","Baden-Württemberg","Full Time","1045","0.898464760752045","0.881389994012258","0.915539527491831"
"Yes","2015","Baden-Württemberg","Part Time","745","0.816980051886923","0.791675024613978","0.842285079159869"
"Yes","2015","Baden-Württemberg","Not Working","832","0.862026732039985","0.841989634960918","0.882063829119052"
"Yes","2015","Bavaria","Full Time","1477","0.901513331560167","0.887174964369414","0.91585169875092"
"Yes","2015","Bavaria","Part Time","1080","0.896908933847724","0.87978981245342","0.914028055242028"
"Yes","2015","Bavaria","Not Working","1121","0.848055625822466","0.830150436182175","0.865960815462757"
"Yes","2015","Berlin","Full Time","297","0.944221234871326","0.919115848816911","0.969326620925742"
"Yes","2015","Berlin","Part Time","240","0.910926636789667","0.876759539330389","0.945093734248944"
"Yes","2015","Berlin","Not Working","319","0.884311330231526","0.853351100748572","0.915271559714481"
"Yes","2015","Brandenburg","Full Time","350","0.980454373209186","0.966174216116101","0.994734530302271"
"Yes","2015","Brandenburg","Part Time","194","0.981274894884804","0.962627955967369","0.99992183380224"
"Yes","2015","Brandenburg","Not Working","412","0.96562032044013","0.948804659941598","0.982435980938661"
"Yes","2015","Mecklenburg-Western Pomerania","Full Time","197","1","1","1"
"Yes","2015","Mecklenburg-Western Pomerania","Part Time","143","0.991784771085419","0.977242381142925","1.00632716102791"
"Yes","2015","Mecklenburg-Western Pomerania","Not Working","215","0.993122079761735","0.982125741004612","1.00411841851886"
"Yes","2015","Saxony","Full Time","599","0.986448552549717","0.977288405562962","0.995608699536471"
"Yes","2015","Saxony","Part Time","372","0.990589872590511","0.98088251593232","1.0002972292487"
"Yes","2015","Saxony","Not Working","532","0.970160800087783","0.95606890095501","0.984252699220556"
"Yes","2015","Saxony-Anhalt","Full Time","303","0.996199172201912","0.989338273038468","1.00306007136536"
"Yes","2015","Saxony-Anhalt","Part Time","204","0.971474290353287","0.948905471408735","0.994043109297839"
"Yes","2015","Saxony-Anhalt","Not Working","359","0.981599295277779","0.968122061658942","0.995076528896616"
"Yes","2015","Thuringia","Full Time","364","0.992984474434098","0.984468462862829","1.00150048600537"
"Yes","2015","Thuringia","Part Time","200","0.978655941623322","0.958967269038467","0.998344614208176"
"Yes","2015","Thuringia","Not Working","350","0.895438284270742","0.865711011636153","0.925165556905331"
"No","2015","Schleswig-Holstein","Full Time","18","","",""
"No","2015","Schleswig-Holstein","Part Time","21","","",""
"No","2015","Schleswig-Holstein","Not Working","61","0.113145086434925","0.0794247126965676","0.146865460173282"
"No","2015","Hamburg","Full Time","18","","",""
"No","2015","Hamburg","Part Time","16","","",""
"No","2015","Hamburg","Not Working","42","0.108332446373559","0.0624155511882632","0.154249341558856"
"No","2015","Lower Saxony","Full Time","60","0.0402405905034795","0.0270290947344295","0.0534520862725296"
"No","2015","Lower Saxony","Part Time","71","0.0943635044089108","0.0730988284580039","0.115628180359818"
"No","2015","Lower Saxony","Not Working","240","0.0917721672944247","0.0742763132835085","0.109268021305341"
"No","2015","Bremen","Full Time","6","","",""
"No","2015","Bremen","Part Time","6","","",""
"No","2015","Bremen","Not Working","26","","",""
"No","2015","North Rhine-Westphalia","Full Time","228","0.077254333854022","0.065217296118386","0.0892913715896581"
"No","2015","North Rhine-Westphalia","Part Time","223","0.118019403131346","0.101847893238973","0.13419091302372"
"No","2015","North Rhine-Westphalia","Not Working","589","0.147770143064991","0.132900650377274","0.162639635752708"
"No","2015","Hesse","Full Time","78","0.101707565487564","0.0788712486752295","0.124543882299898"
"No","2015","Hesse","Part Time","83","0.176538590421049","0.143704524624774","0.209372656217323"
"No","2015","Hesse","Not Working","236","0.191415774987252","0.162333932113056","0.220497617861448"
"No","2015","Rhineland-Palatinate,Saarland","Full Time","79","0.110298880623442","0.0846940569364699","0.135903704310414"
"No","2015","Rhineland-Palatinate,Saarland","Part Time","46","0.057138716143637","0.0341909214218934","0.0800865108653806"
"No","2015","Rhineland-Palatinate,Saarland","Not Working","157","0.120375111266937","0.0953596498465638","0.145390572687311"
"No","2015","Baden-Württemberg","Full Time","157","0.101535239247955","0.0844604725081692","0.118610005987742"
"No","2015","Baden-Württemberg","Part Time","152","0.183019948113077","0.157714920840131","0.208324975386022"
"No","2015","Baden-Württemberg","Not Working","306","0.137973267960015","0.117936170880948","0.158010365039082"
"No","2015","Bavaria","Full Time","182","0.0984866684398329","0.0841483012490796","0.112825035630586"
"No","2015","Bavaria","Part Time","132","0.103091066152276","0.0859719447579718","0.12021018754658"
"No","2015","Bavaria","Not Working","423","0.151944374177534","0.134039184537243","0.169849563817825"
"No","2015","Berlin","Full Time","24","","",""
"No","2015","Berlin","Part Time","27","","",""
"No","2015","Berlin","Not Working","91","0.115688669768474","0.0847284402855188","0.146648899251428"
"No","2015","Brandenburg","Full Time","11","","",""
"No","2015","Brandenburg","Part Time","9","","",""
"No","2015","Brandenburg","Not Working","39","0.0343796795598702","0.0175640190613386","0.0511953400584017"
"No","2015","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2015","Mecklenburg-Western Pomerania","Part Time","5","","",""
"No","2015","Mecklenburg-Western Pomerania","Not Working","2","","",""
"No","2015","Saxony","Full Time","13","","",""
"No","2015","Saxony","Part Time","8","","",""
"No","2015","Saxony","Not Working","28","","",""
"No","2015","Saxony-Anhalt","Full Time","6","","",""
"No","2015","Saxony-Anhalt","Part Time","5","","",""
"No","2015","Saxony-Anhalt","Not Working","23","","",""
"No","2015","Thuringia","Full Time","5","","",""
"No","2015","Thuringia","Part Time","7","","",""
"No","2015","Thuringia","Not Working","57","0.104561715729258","0.0748344430946689","0.134288988363847"
"Yes","2016","Schleswig-Holstein","Full Time","247","0.941953118681499","0.914061719662697","0.969844517700301"
"Yes","2016","Schleswig-Holstein","Part Time","242","0.927364004041104","0.896520429471573","0.958207578610635"
"Yes","2016","Schleswig-Holstein","Not Working","240","0.869885787527802","0.830479768590919","0.909291806464685"
"Yes","2016","Hamburg","Full Time","139","0.91958754188473","0.877452220744514","0.961722863024945"
"Yes","2016","Hamburg","Part Time","105","0.892193540637874","0.837385097724164","0.947001983551585"
"Yes","2016","Hamburg","Not Working","122","0.882748697523563","0.830741098549674","0.934756296497453"
"Yes","2016","Lower Saxony","Full Time","736","0.924976385782534","0.906956965022699","0.94299580654237"
"Yes","2016","Lower Saxony","Part Time","624","0.891063530529287","0.868290300732658","0.913836760325917"
"Yes","2016","Lower Saxony","Not Working","747","0.923575076342785","0.90572512979199","0.94142502289358"
"Yes","2016","Bremen","Full Time","40","0.880765533233199","0.788118775671455","0.973412290794942"
"Yes","2016","Bremen","Part Time","45","0.829942128355273","0.728799920198781","0.931084336511766"
"Yes","2016","Bremen","Not Working","58","0.907716944578724","0.843487081886487","0.97194680727096"
"Yes","2016","North Rhine-Westphalia","Full Time","1574","0.897518072851186","0.883716728970155","0.911319416732218"
"Yes","2016","North Rhine-Westphalia","Part Time","1216","0.878709048390016","0.861980329669783","0.89543776711025"
"Yes","2016","North Rhine-Westphalia","Not Working","1463","0.862443625417697","0.846429246656495","0.8784580041789"
"Yes","2016","Hesse","Full Time","542","0.860016149474885","0.833155819273999","0.886876479675772"
"Yes","2016","Hesse","Part Time","389","0.849783801272083","0.817414168494569","0.882153434049597"
"Yes","2016","Hesse","Not Working","431","0.829644273076889","0.797393719892916","0.861894826260863"
"Yes","2016","Rhineland-Palatinate,Saarland","Full Time","449","0.871193191119349","0.843017484084012","0.899368898154686"
"Yes","2016","Rhineland-Palatinate,Saarland","Part Time","344","0.891825562165596","0.86233075419032","0.921320370140872"
"Yes","2016","Rhineland-Palatinate,Saarland","Not Working","456","0.905235696342916","0.880276909129761","0.93019448355607"
"Yes","2016","Baden-Württemberg","Full Time","940","0.845940847597718","0.825030603732952","0.866851091462484"
"Yes","2016","Baden-Württemberg","Part Time","744","0.803939141359851","0.778015695314466","0.829862587405236"
"Yes","2016","Baden-Württemberg","Not Working","705","0.889599772042277","0.868215058685862","0.910984485398691"
"Yes","2016","Bavaria","Full Time","1342","0.872047314634045","0.855592145119109","0.88850248414898"
"Yes","2016","Bavaria","Part Time","1016","0.865124139487109","0.845707972739202","0.884540306235017"
"Yes","2016","Bavaria","Not Working","1008","0.87732637928005","0.858340856168508","0.896311902391592"
"Yes","2016","Berlin","Full Time","286","0.916126928421876","0.885803055133617","0.946450801710136"
"Yes","2016","Berlin","Part Time","217","0.851374615260202","0.808219261423608","0.894529969096796"
"Yes","2016","Berlin","Not Working","301","0.937055627050122","0.911048832326495","0.96306242177375"
"Yes","2016","Brandenburg","Full Time","334","0.974295531782345","0.957548004337771","0.991043059226919"
"Yes","2016","Brandenburg","Part Time","196","0.968120919298952","0.944072371432346","0.992169467165558"
"Yes","2016","Brandenburg","Not Working","377","0.973521755622339","0.957827074794127","0.989216436450552"
"Yes","2016","Mecklenburg-Western Pomerania","Full Time","190","1","1","1"
"Yes","2016","Mecklenburg-Western Pomerania","Part Time","128","0.992145435261395","0.977142680797982","1.00714818972481"
"Yes","2016","Mecklenburg-Western Pomerania","Not Working","197","0.973540941604625","0.951353135356709","0.995728747852541"
"Yes","2016","Saxony","Full Time","587","0.981081866734336","0.970180919676375","0.991982813792296"
"Yes","2016","Saxony","Part Time","328","0.969527876180475","0.951311308551341","0.987744443809608"
"Yes","2016","Saxony","Not Working","507","0.96991341452038","0.955202619455672","0.984624209585089"
"Yes","2016","Saxony-Anhalt","Full Time","310","0.985312206495934","0.972090127680049","0.998534285311819"
"Yes","2016","Saxony-Anhalt","Part Time","183","0.982976302799615","0.964582574902227","1.001370030697"
"Yes","2016","Saxony-Anhalt","Not Working","313","0.987091680562403","0.974894379600408","0.999288981524399"
"Yes","2016","Thuringia","Full Time","329","0.95538696455983","0.933850159319257","0.976923769800403"
"Yes","2016","Thuringia","Part Time","213","0.922969971839016","0.888585218338752","0.957354725339279"
"Yes","2016","Thuringia","Not Working","314","0.96533126469545","0.945411565700099","0.985250963690802"
"No","2016","Schleswig-Holstein","Full Time","23","","",""
"No","2016","Schleswig-Holstein","Part Time","30","0.072635995958896","0.0417924213893653","0.103479570528427"
"No","2016","Schleswig-Holstein","Not Working","40","0.130114212472198","0.0907081935353147","0.169520231409081"
"No","2016","Hamburg","Full Time","21","","",""
"No","2016","Hamburg","Part Time","18","","",""
"No","2016","Hamburg","Not Working","25","","",""
"No","2016","Lower Saxony","Full Time","85","0.0750236142174655","0.0570041934576298","0.0930430349773012"
"No","2016","Lower Saxony","Part Time","95","0.108936469470713","0.086163239674083","0.131709699267342"
"No","2016","Lower Saxony","Not Working","104","0.0764249236572149","0.0585749771064196","0.0942748702080102"
"No","2016","Bremen","Full Time","7","","",""
"No","2016","Bremen","Part Time","8","","",""
"No","2016","Bremen","Not Working","20","","",""
"No","2016","North Rhine-Westphalia","Full Time","281","0.102481927148813","0.0886805832677825","0.116283271029844"
"No","2016","North Rhine-Westphalia","Part Time","247","0.121290951609984","0.10456223288975","0.138019670330217"
"No","2016","North Rhine-Westphalia","Not Working","314","0.137556374582303","0.1215419958211","0.153570753343506"
"No","2016","Hesse","Full Time","99","0.139983850525115","0.113123520324228","0.166844180726001"
"No","2016","Hesse","Part Time","79","0.150216198727917","0.117846565950403","0.182585831505431"
"No","2016","Hesse","Not Working","91","0.170355726923111","0.138105173739137","0.202606280107084"
"No","2016","Rhineland-Palatinate,Saarland","Full Time","94","0.128806808880651","0.100631101845314","0.156982515915988"
"No","2016","Rhineland-Palatinate,Saarland","Part Time","82","0.108174437834404","0.0786796298591278","0.13766924580968"
"No","2016","Rhineland-Palatinate,Saarland","Not Working","73","0.0947643036570842","0.0698055164439296","0.119723090870239"
"No","2016","Baden-Württemberg","Full Time","205","0.154059152402282","0.133148908537516","0.174969396267047"
"No","2016","Baden-Württemberg","Part Time","157","0.196060858640149","0.170137412594764","0.221984304685534"
"No","2016","Baden-Württemberg","Not Working","120","0.110400227957723","0.0890155146013089","0.131784941314138"
"No","2016","Bavaria","Full Time","241","0.127952685365955","0.11149751585102","0.144407854880891"
"No","2016","Bavaria","Part Time","173","0.13487586051289","0.115459693764983","0.154292027260798"
"No","2016","Bavaria","Not Working","139","0.12267362071995","0.103688097608408","0.141659143831492"
"No","2016","Berlin","Full Time","35","0.0838730715781235","0.0535491982898636","0.114196944866383"
"No","2016","Berlin","Part Time","44","0.148625384739798","0.105470030903204","0.191780738576392"
"No","2016","Berlin","Not Working","34","0.0629443729498779","0.0369375782262504","0.0889511676735054"
"No","2016","Brandenburg","Full Time","9","","",""
"No","2016","Brandenburg","Part Time","9","","",""
"No","2016","Brandenburg","Not Working","25","","",""
"No","2016","Mecklenburg-Western Pomerania","Full Time","","","",""
"No","2016","Mecklenburg-Western Pomerania","Part Time","5","","",""
"No","2016","Mecklenburg-Western Pomerania","Not Working","4","","",""
"No","2016","Saxony","Full Time","13","","",""
"No","2016","Saxony","Part Time","14","","",""
"No","2016","Saxony","Not Working","11","","",""
"No","2016","Saxony-Anhalt","Full Time","8","","",""
"No","2016","Saxony-Anhalt","Part Time","7","","",""
"No","2016","Saxony-Anhalt","Not Working","16","","",""
"No","2016","Thuringia","Full Time","24","","",""
"No","2016","Thuringia","Part Time","18","","",""
"No","2016","Thuringia","Not Working","10","","",""
"Yes","2017","Schleswig-Holstein","Full Time","335","0.943105805271462","0.919342007642131","0.966869602900793"
"Yes","2017","Schleswig-Holstein","Part Time","265","0.939417602243997","0.912007909181441","0.966827295306553"
"Yes","2017","Schleswig-Holstein","Not Working","264","0.827041879519227","0.792328259988775","0.861755499049679"
"Yes","2017","Hamburg","Full Time","180","0.930191576814624","0.89478681571349","0.965596337915758"
"Yes","2017","Hamburg","Part Time","105","0.906699061824756","0.854659688673583","0.958738434975929"
"Yes","2017","Hamburg","Not Working","134","0.863353680408482","0.816335642441316","0.910371718375649"
"Yes","2017","Lower Saxony","Full Time","933","0.917228216155044","0.900351887543038","0.934104544767049"
"Yes","2017","Lower Saxony","Part Time","723","0.89621137090616","0.875246947084615","0.917175794727705"
"Yes","2017","Lower Saxony","Not Working","795","0.901695039783891","0.884116821630143","0.919273257937639"
"Yes","2017","Bremen","Full Time","68","0.927353747876349","0.868216439512575","0.986491056240122"
"Yes","2017","Bremen","Part Time","50","0.707273557974375","0.596658028952393","0.817889086996357"
"Yes","2017","Bremen","Not Working","67","0.873260179149693","0.8093220691916","0.937198289107786"
"Yes","2017","North Rhine-Westphalia","Full Time","1751","0.880331181320584","0.866211866677124","0.894450495964043"
"Yes","2017","North Rhine-Westphalia","Part Time","1440","0.872535054506219","0.856649351595712","0.888420757416725"
"Yes","2017","North Rhine-Westphalia","Not Working","1608","0.862469687638482","0.848357601593695","0.87658177368327"
"Yes","2017","Hesse","Full Time","613","0.865992038814318","0.841039552300583","0.890944525328053"
"Yes","2017","Hesse","Part Time","476","0.813566550405549","0.781925925039008","0.84520717577209"
"Yes","2017","Hesse","Not Working","445","0.839561883934736","0.81343463869459","0.865689129174882"
"Yes","2017","Rhineland-Palatinate,Saarland","Full Time","515","0.869264521532858","0.842424399472354","0.896104643593362"
"Yes","2017","Rhineland-Palatinate,Saarland","Part Time","336","0.824064903191883","0.787606467493536","0.860523338890231"
"Yes","2017","Rhineland-Palatinate,Saarland","Not Working","455","0.882912801979947","0.858548798900827","0.907276805059067"
"Yes","2017","Baden-Württemberg","Full Time","1074","0.869130564424366","0.850381735219772","0.887879393628959"
"Yes","2017","Baden-Württemberg","Part Time","812","0.813873088429418","0.789677408629067","0.838068768229769"
"Yes","2017","Baden-Württemberg","Not Working","745","0.844397081373655","0.823913895383161","0.864880267364149"
"Yes","2017","Bavaria","Full Time","1517","0.868380875526961","0.852532235517491","0.884229515536431"
"Yes","2017","Bavaria","Part Time","1145","0.847638883901043","0.82833972034121","0.866938047460876"
"Yes","2017","Bavaria","Not Working","1059","0.840337067372431","0.821934874586821","0.858739260158041"
"Yes","2017","Berlin","Full Time","334","0.930351131193826","0.904307859749386","0.956394402638266"
"Yes","2017","Berlin","Part Time","257","0.848664790073284","0.808706496326181","0.888623083820387"
"Yes","2017","Berlin","Not Working","304","0.908190411960009","0.881148119121972","0.935232704798046"
"Yes","2017","Brandenburg","Full Time","403","0.982607438547555","0.969984185738868","0.995230691356241"
"Yes","2017","Brandenburg","Part Time","193","0.952777966933843","0.924225189912261","0.981330743955425"
"Yes","2017","Brandenburg","Not Working","403","0.954057271070469","0.936576205231527","0.97153833690941"
"Yes","2017","Mecklenburg-Western Pomerania","Full Time","204","0.993262130910012","0.982144566687802","1.00437969513222"
"Yes","2017","Mecklenburg-Western Pomerania","Part Time","146","0.979608374596232","0.957213195366706","1.00200355382576"
"Yes","2017","Mecklenburg-Western Pomerania","Not Working","224","0.972497328795746","0.95238497594402","0.992609681647471"
"Yes","2017","Saxony","Full Time","691","0.973255294795727","0.961388014182136","0.985122575409318"
"Yes","2017","Saxony","Part Time","380","0.982138334896493","0.969093223242374","0.995183446550613"
"Yes","2017","Saxony","Not Working","555","0.969916156581165","0.956864401941517","0.982967911220813"
"Yes","2017","Saxony-Anhalt","Full Time","353","0.985993768825706","0.973854442926796","0.998133094724616"
"Yes","2017","Saxony-Anhalt","Part Time","210","0.976930039166554","0.957047072058648","0.996813006274459"
"Yes","2017","Saxony-Anhalt","Not Working","336","0.963647739680993","0.94587443627062","0.981421043091367"
"Yes","2017","Thuringia","Full Time","385","0.94076354419299","0.917968824507019","0.963558263878961"
"Yes","2017","Thuringia","Part Time","229","0.92493089147488","0.892267343396982","0.957594439552778"
"Yes","2017","Thuringia","Not Working","321","0.945220817497082","0.922752301322632","0.967689333671532"
"No","2017","Schleswig-Holstein","Full Time","30","0.0568941947285382","0.0331303970992073","0.0806579923578691"
"No","2017","Schleswig-Holstein","Part Time","26","","",""
"No","2017","Schleswig-Holstein","Not Working","192","0.172958120480773","0.138244500950321","0.207671740011225"
"No","2017","Hamburg","Full Time","19","","",""
"No","2017","Hamburg","Part Time","15","","",""
"No","2017","Hamburg","Not Working","71","0.136646319591518","0.0896282816243511","0.183664357558684"
"No","2017","Lower Saxony","Full Time","91","0.0827717838449564","0.065895455232951","0.0996481124569618"
"No","2017","Lower Saxony","Part Time","90","0.10378862909384","0.0828242052722949","0.124753052915385"
"No","2017","Lower Saxony","Not Working","307","0.0983049602161092","0.0807267420623614","0.115883178369857"
"No","2017","Bremen","Full Time","6","","",""
"No","2017","Bremen","Part Time","15","","",""
"No","2017","Bremen","Not Working","37","0.126739820850307","0.062801710892214","0.1906779308084"
"No","2017","North Rhine-Westphalia","Full Time","279","0.119668818679416","0.105549504035957","0.133788133322876"
"No","2017","North Rhine-Westphalia","Part Time","253","0.127464945493781","0.111579242583275","0.143350648404288"
"No","2017","North Rhine-Westphalia","Not Working","680","0.137530312361518","0.12341822631673","0.151642398406305"
"No","2017","Hesse","Full Time","103","0.134007961185682","0.109055474671947","0.158960447699417"
"No","2017","Hesse","Part Time","106","0.186433449594451","0.15479282422791","0.218074074960991"
"No","2017","Hesse","Not Working","313","0.160438116065264","0.134310870825118","0.18656536130541"
"No","2017","Rhineland-Palatinate,Saarland","Full Time","91","0.130735478467142","0.103895356406638","0.157575600527646"
"No","2017","Rhineland-Palatinate,Saarland","Part Time","83","0.175935096808117","0.139476661109769","0.212393532506464"
"No","2017","Rhineland-Palatinate,Saarland","Not Working","214","0.117087198020053","0.0927231949409333","0.141451201099173"
"No","2017","Baden-Württemberg","Full Time","169","0.130869435575634","0.112120606371041","0.149618264780228"
"No","2017","Baden-Württemberg","Part Time","182","0.186126911570582","0.161931231770231","0.210322591370933"
"No","2017","Baden-Württemberg","Not Working","458","0.155602918626345","0.135119732635851","0.176086104616839"
"No","2017","Bavaria","Full Time","231","0.131619124473039","0.115770484463569","0.147467764482509"
"No","2017","Bavaria","Part Time","187","0.152361116098957","0.133061952539124","0.17166027965879"
"No","2017","Bavaria","Not Working","463","0.159662932627569","0.141260739841959","0.178065125413179"
"No","2017","Berlin","Full Time","33","0.0696488688061737","0.0436055973617338","0.0956921402506136"
"No","2017","Berlin","Part Time","52","0.151335209926716","0.111376916179613","0.191293503673819"
"No","2017","Berlin","Not Working","134","0.0918095880399909","0.0647672952019542","0.118851880878028"
"No","2017","Brandenburg","Full Time","9","","",""
"No","2017","Brandenburg","Part Time","19","","",""
"No","2017","Brandenburg","Not Working","148","0.0459427289295315","0.02846166309059","0.0634237947684731"
"No","2017","Mecklenburg-Western Pomerania","Full Time","4","","",""
"No","2017","Mecklenburg-Western Pomerania","Part Time","7","","",""
"No","2017","Mecklenburg-Western Pomerania","Not Working","30","0.0275026712042544","0.00739031835252856","0.0476150240559802"
"No","2017","Saxony","Full Time","19","","",""
"No","2017","Saxony","Part Time","16","","",""
"No","2017","Saxony","Not Working","103","0.0300838434188346","0.0170320887791865","0.0431355980584827"
"No","2017","Saxony-Anhalt","Full Time","7","","",""
"No","2017","Saxony-Anhalt","Part Time","9","","",""
"No","2017","Saxony-Anhalt","Not Working","90","0.0363522603190066","0.018578956908633","0.0541255637293803"
"No","2017","Thuringia","Full Time","27","","",""
"No","2017","Thuringia","Part Time","21","","",""
"No","2017","Thuringia","Not Working","73","0.0547791825029181","0.0323106663284681","0.077247698677368"
"Yes","2018","Schleswig-Holstein","Full Time","316","0.950019549142692","0.926754739876748","0.973284358408636"
"Yes","2018","Schleswig-Holstein","Part Time","275","0.904436022873538","0.872072596602009","0.936799449145068"
"Yes","2018","Schleswig-Holstein","Not Working","256","0.817071285401799","0.781430292928651","0.852712277874947"
"Yes","2018","Hamburg","Full Time","177","0.910845831626298","0.871450630092663","0.950241033159933"
"Yes","2018","Hamburg","Part Time","109","0.886756487767198","0.833692893944885","0.939820081589511"
"Yes","2018","Hamburg","Not Working","143","0.836608766408681","0.78808312988583","0.885134402931532"
"Yes","2018","Lower Saxony","Full Time","855","0.934691884580589","0.919030254690323","0.950353514470855"
"Yes","2018","Lower Saxony","Part Time","726","0.8689214899555","0.846179999386781","0.891662980524218"
"Yes","2018","Lower Saxony","Not Working","719","0.882710171090034","0.864413203765763","0.901007138414304"
"Yes","2018","Bremen","Full Time","65","0.859871068349009","0.779691739497495","0.940050397200524"
"Yes","2018","Bremen","Part Time","56","0.863962708168731","0.781873290086759","0.946052126250704"
"Yes","2018","Bremen","Not Working","71","0.805692292557706","0.74279152928199","0.868593055833422"
"Yes","2018","North Rhine-Westphalia","Full Time","1690","0.862867574247624","0.847658283319137","0.878076865176111"
"Yes","2018","North Rhine-Westphalia","Part Time","1441","0.843112776865994","0.826106907690548","0.860118646041441"
"Yes","2018","North Rhine-Westphalia","Not Working","1574","0.841516866455663","0.827476841216782","0.855556891694543"
"Yes","2018","Hesse","Full Time","627","0.856431063674422","0.83094179749322","0.881920329855623"
"Yes","2018","Hesse","Part Time","421","0.787084909831015","0.751933459880371","0.822236359781659"
"Yes","2018","Hesse","Not Working","436","0.832568074784667","0.808598013347621","0.856538136221712"
"Yes","2018","Rhineland-Palatinate,Saarland","Full Time","486","0.864491843408241","0.836492018634433","0.892491668182049"
"Yes","2018","Rhineland-Palatinate,Saarland","Part Time","355","0.893574295375288","0.865300859286995","0.921847731463582"
"Yes","2018","Rhineland-Palatinate,Saarland","Not Working","443","0.865932819143149","0.840637798364173","0.891227839922124"
"Yes","2018","Baden-Württemberg","Full Time","1017","0.857797505762209","0.837937202890427","0.877657808633991"
"Yes","2018","Baden-Württemberg","Part Time","750","0.813079684954509","0.788064594569444","0.838094775339574"
"Yes","2018","Baden-Württemberg","Not Working","678","0.845653208626713","0.824616485579406","0.86668993167402"
"Yes","2018","Bavaria","Full Time","1438","0.861545179538616","0.844920667884796","0.878169691192435"
"Yes","2018","Bavaria","Part Time","1090","0.853838289709056","0.834416916357651","0.873259663060462"
"Yes","2018","Bavaria","Not Working","1031","0.853397201912993","0.835708367349865","0.871086036476121"
"Yes","2018","Berlin","Full Time","339","0.894156120702991","0.863306064408545","0.925006176997437"
"Yes","2018","Berlin","Part Time","267","0.843976879616779","0.804585694657161","0.883368064576397"
"Yes","2018","Berlin","Not Working","285","0.891329372266718","0.863072093918256","0.919586650615181"
"Yes","2018","Brandenburg","Full Time","383","0.992646155489613","0.984231139375253","1.00106117160397"
"Yes","2018","Brandenburg","Part Time","224","0.950349338624569","0.923204660588753","0.977494016660385"
"Yes","2018","Brandenburg","Not Working","382","0.962370697902707","0.945887275500434","0.978854120304979"
"Yes","2018","Mecklenburg-Western Pomerania","Full Time","205","0.987076975639878","0.971837695391755","1.002316255888"
