"plj0014_v3","year","bula_h","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Yes","1997","Lower Saxony","(Married) couple without C. ","301","0.958439178208857","0.936673551722814","0.9802048046949","1"
"Yes","1997","Lower Saxony","Single parent ","48","0.993225165860197","0.97048800260815","1.01596232911225","1"
"Yes","1997","Lower Saxony","Couple + C. LE 16 ","191","0.924119578796349","0.889048026720276","0.959191130872422","1"
"Yes","1997","Lower Saxony","Couple + C. GT 16 ","129","0.91440242890015","0.871970843233193","0.956834014567107","1"
"Yes","1997","Lower Saxony","Couple + C. LE and GT 16","69","0.82473415555883","0.746186636639316","0.903281674478344","1"
"Yes","1997","Bremen","1-pers.-HH","20","","","","1"
"Yes","1997","Bremen","(Married) couple without C. ","31","0.830038394653747","0.703787886261131","0.956288903046363","1"
"Yes","1997","Bremen","Single parent ","4","","","","1"
"Yes","1997","Bremen","Couple + C. LE 16 ","8","","","","1"
"Yes","1997","Bremen","Couple + C. GT 16 ","17","","","","1"
"Yes","1997","Bremen","Couple + C. LE and GT 16","","","","","1"
"Yes","1997","North Rhine-Westphalia","1-pers.-HH","272","0.968969649740436","0.949046865919707","0.988892433561165","1"
"Yes","1997","North Rhine-Westphalia","(Married) couple without C. ","561","0.907330155426576","0.885455153777435","0.929205157075717","1"
"Yes","1997","North Rhine-Westphalia","Single parent ","118","0.912152439701313","0.865262180051931","0.959042699350695","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. LE 16 ","457","0.867656426203199","0.840102382193686","0.895210470212712","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. GT 16 ","322","0.868166556565392","0.836908918508048","0.899424194622736","1"
"Yes","1997","North Rhine-Westphalia","Couple + C. LE and GT 16","177","0.827642872956833","0.781010884628179","0.874274861285488","1"
"Yes","1997","Hesse","1-pers.-HH","89","0.905990448852617","0.84935402746535","0.962626870239884","1"
"Yes","1997","Saxony","Single parent ","48","1","1","1","1"
"Yes","1997","Saxony","Couple + C. LE 16 ","227","0.994968251240382","0.985783978905327","1.00415252357544","1"
"Yes","1997","Saxony","Couple + C. GT 16 ","204","1","1","1","1"
"Yes","1997","Saxony","Couple + C. LE and GT 16","108","0.969148856576821","0.936835458958258","1.00146225419538","1"
"Yes","1997","Saxony-Anhalt","1-pers.-HH","65","1","1","1","1"
"Yes","1997","Saxony-Anhalt","(Married) couple without C. ","204","1","1","1","1"
"Yes","1997","Saxony-Anhalt","Single parent ","27","","","","1"
"Yes","1997","Saxony-Anhalt","Couple + C. LE 16 ","113","1","1","1","1"
"Yes","1997","Saxony-Anhalt","Couple + C. GT 16 ","163","1","1","1","1"
"Yes","1997","Saxony-Anhalt","Couple + C. LE and GT 16","75","1","1","1","1"
"Yes","1997","Thuringia","1-pers.-HH","54","1","1","1","1"
"Yes","1997","Thuringia","(Married) couple without C. ","170","0.986722714407175","0.969617202368095","1.00382822644626","1"
"Yes","1997","Thuringia","Single parent ","31","1","1","1","1"
"Yes","1997","Thuringia","Couple + C. LE 16 ","129","1","1","1","1"
"Yes","1997","Thuringia","Couple + C. GT 16 ","142","0.991371545205101","0.976212745623535","1.00653034478667","1"
"Yes","1997","Thuringia","Couple + C. LE and GT 16","85","1","1","1","1"
"No","1998","Schleswig-Holstein","Couple + C. LE 16 ","4","","","","2"
"No","1998","Schleswig-Holstein","1-pers.-HH","","","","","2"
"No","1998","Schleswig-Holstein","Single parent ","","","","","2"
"No","1998","Schleswig-Holstein","Couple + C. GT 16 ","7","","","","2"
"No","1998","Schleswig-Holstein","(Married) couple without C. ","6","","","","2"
"No","1998","Schleswig-Holstein","Couple + C. LE and GT 16","3","","","","2"
"No","1998","Hamburg","(Married) couple without C. ","5","","","","2"
"No","1998","Hamburg","Single parent ","","","","","2"
"No","1998","Hamburg","Couple + C. LE 16 ","6","","","","2"
"No","1998","Hamburg","1-pers.-HH","3","","","","2"
"No","1998","Bavaria","(Married) couple without C. ","79","0.113227190663832","0.0865997030588196","0.139854678268845","2"
"No","1998","Bavaria","Single parent ","10","","","","2"
"No","1998","Lower Saxony","Single parent ","2","","","","2"
"No","1998","Lower Saxony","Couple + C. LE 16 ","30","0.0790801916849612","0.0466498117535207","0.111510571616402","2"
"No","1998","Rhineland-Palatinate,Saarland","Single parent ","2","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","15","","","","2"
"No","1998","Baden-Württemberg","1-pers.-HH","41","0.0696466502563022","0.0357001274910021","0.103593173021602","2"
"No","1998","Baden-Württemberg","(Married) couple without C. ","86","0.0741367950649678","0.0496009312737728","0.0986726588561628","2"
"No","1998","Baden-Württemberg","Single parent ","28","","","","2"
"No","1998","Hamburg","Couple + C. GT 16 ","1","","","","2"
"No","1998","Lower Saxony","1-pers.-HH","11","","","","2"
"No","1998","Lower Saxony","(Married) couple without C. ","12","","","","2"
"No","1998","Baden-Württemberg","Couple + C. LE 16 ","135","0.171214916116591","0.135774812082963","0.206655020150219","2"
"No","1998","Baden-Württemberg","Couple + C. GT 16 ","150","0.227335862653112","0.184221285404607","0.270450439901618","2"
"No","1998","Baden-Württemberg","Couple + C. LE and GT 16","79","0.35778347542077","0.284195786122008","0.431371164719533","2"
"No","1998","Bavaria","1-pers.-HH","18","","","","2"
"No","1998","Hamburg","Couple + C. LE and GT 16","4","","","","2"
"No","1998","Lower Saxony","Couple + C. GT 16 ","32","0.0659479133737969","0.0316366950561726","0.100259131691421","2"
"No","1998","Lower Saxony","Couple + C. LE and GT 16","18","","","","2"
"No","1998","Bremen","1-pers.-HH","2","","","","2"
"No","1998","Bremen","(Married) couple without C. ","1","","","","2"
"No","1998","Bremen","Single parent ","","","","","2"
"No","1998","Bremen","Couple + C. LE 16 ","3","","","","2"
"No","1998","Hesse","Single parent ","8","","","","2"
"No","1998","Hesse","Couple + C. LE and GT 16","29","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","7","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","23","","","","2"
"No","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","32","0.118007223083237","0.072726057764286","0.163288388402189","2"
"No","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","10","","","","2"
"No","1998","Bavaria","Couple + C. LE 16 ","72","0.122154686528232","0.0915919061575835","0.15271746689888","2"
"No","1998","Bavaria","Couple + C. GT 16 ","55","0.130134141954345","0.0929793714437286","0.167288912464961","2"
"No","1998","Bavaria","Couple + C. LE and GT 16","31","0.163752131635781","0.106768309381564","0.220735953889999","2"
"No","1998","Berlin","1-pers.-HH","5","","","","2"
"No","1998","Berlin","(Married) couple without C. ","3","","","","2"
"No","1998","Berlin","Single parent ","5","","","","2"
"No","1998","Berlin","Couple + C. LE 16 ","16","","","","2"
"No","1998","Berlin","Couple + C. GT 16 ","7","","","","2"
"No","1998","Berlin","Couple + C. LE and GT 16","4","","","","2"
"No","1998","Bremen","Couple + C. GT 16 ","5","","","","2"
"No","1998","Bremen","Couple + C. LE and GT 16","","","","","2"
"No","1998","North Rhine-Westphalia","1-pers.-HH","21","","","","2"
"No","1998","North Rhine-Westphalia","(Married) couple without C. ","104","0.0825291164952014","0.0640847061008577","0.100973526889545","2"
"No","1998","North Rhine-Westphalia","Single parent ","20","","","","2"
"No","1998","North Rhine-Westphalia","Couple + C. LE and GT 16","67","0.184692651433008","0.136970862112573","0.232414440753442","2"
"No","1998","Hesse","1-pers.-HH","11","","","","2"
"No","1998","Hesse","(Married) couple without C. ","52","0.110052895247414","0.0749881884957553","0.145117601999072","2"
"No","1998","Hesse","Couple + C. LE 16 ","54","0.179886275202619","0.128060844748468","0.23171170565677","2"
"No","1998","Hesse","Couple + C. GT 16 ","65","0.17320977417854","0.116818890004016","0.229600658353065","2"
"No","1998","North Rhine-Westphalia","Couple + C. LE 16 ","135","0.147497890053335","0.120424289381494","0.174571490725175","2"
"No","1998","North Rhine-Westphalia","Couple + C. GT 16 ","120","0.145142171548379","0.113297049559303","0.176987293537455","2"
"No","1998","Brandenburg","1-pers.-HH","2","","","","2"
"No","1998","Brandenburg","(Married) couple without C. ","1","","","","2"
"No","1998","Brandenburg","Single parent ","","","","","2"
"No","1998","Brandenburg","Couple + C. LE 16 ","","","","","2"
"No","1998","Brandenburg","Couple + C. GT 16 ","","","","","2"
"No","1998","Brandenburg","Couple + C. LE and GT 16","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","1-pers.-HH","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Single parent ","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","","","","","2"
"No","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","","","","","2"
"No","1998","Saxony","1-pers.-HH","","","","","2"
"No","1998","Saxony","(Married) couple without C. ","","","","","2"
"No","1998","Saxony","Single parent ","","","","","2"
"No","1998","Saxony","Couple + C. LE 16 ","1","","","","2"
"No","1998","Saxony","Couple + C. GT 16 ","","","","","2"
"No","1998","Saxony-Anhalt","(Married) couple without C. ","","","","","2"
"No","1998","Saxony-Anhalt","Single parent ","","","","","2"
"No","1998","Saxony-Anhalt","Couple + C. LE 16 ","","","","","2"
"No","1998","Saxony-Anhalt","Couple + C. GT 16 ","","","","","2"
"No","1998","Saxony-Anhalt","Couple + C. LE and GT 16","","","","","2"
"No","1998","Thuringia","1-pers.-HH","","","","","2"
"No","1998","Thuringia","(Married) couple without C. ","2","","","","2"
"No","1998","Saxony","Couple + C. LE and GT 16","1","","","","2"
"No","1998","Saxony-Anhalt","1-pers.-HH","1","","","","2"
"No","1998","Thuringia","Single parent ","","","","","2"
"No","1998","Thuringia","Couple + C. LE 16 ","","","","","2"
"No","1998","Thuringia","Couple + C. GT 16 ","1","","","","2"
"No","1998","Thuringia","Couple + C. LE and GT 16","","","","","2"
"Yes","1998","Schleswig-Holstein","1-pers.-HH","44","1","1","1","1"
"Yes","1998","Schleswig-Holstein","(Married) couple without C. ","119","0.979585836192213","0.954795630474966","1.00437604190946","1"
"Yes","1998","Schleswig-Holstein","Single parent ","17","","","","1"
"Yes","1998","Schleswig-Holstein","Couple + C. LE 16 ","69","0.962457749322348","0.918852612815746","1.00606288582895","1"
"Yes","1998","Schleswig-Holstein","Couple + C. GT 16 ","40","0.879760354025649","0.786777001665577","0.97274370638572","1"
"Yes","1998","Schleswig-Holstein","Couple + C. LE and GT 16","27","","","","1"
"Yes","1998","Hamburg","1-pers.-HH","48","0.967344050779768","0.918564854361672","1.01612324719786","1"
"Yes","1998","Hamburg","(Married) couple without C. ","26","","","","1"
"Yes","1998","Hamburg","Single parent ","10","","","","1"
"Yes","1998","Hamburg","Couple + C. LE 16 ","13","","","","1"
"Yes","1998","Hamburg","Couple + C. GT 16 ","26","","","","1"
"Yes","1998","Hamburg","Couple + C. LE and GT 16","6","","","","1"
"Yes","1998","Lower Saxony","1-pers.-HH","133","0.938667522672982","0.899478178620983","0.977856866724982","1"
"Yes","1998","Lower Saxony","(Married) couple without C. ","369","0.987513830047292","0.97636390835048","0.998663751744103","1"
"Yes","1998","Lower Saxony","Single parent ","54","0.986263850008933","0.955779064249427","1.01674863576844","1"
"Yes","1998","Hesse","(Married) couple without C. ","254","0.889947104752587","0.854882398000928","0.925011811504245","1"
"Yes","1998","Hesse","Single parent ","18","","","","1"
"Yes","1998","Hesse","Couple + C. LE 16 ","157","0.820113724797381","0.76828829434323","0.871939155251532","1"
"Yes","1998","Hesse","Couple + C. GT 16 ","108","0.82679022582146","0.770399341646935","0.883181109995984","1"
"Yes","1998","Hesse","Couple + C. LE and GT 16","51","0.692320255147162","0.591184186013672","0.793456324280652","1"
"Yes","1998","Rhineland-Palatinate,Saarland","1-pers.-HH","80","0.97134090328251","0.936281416659328","1.00640038990569","1"
"Yes","1998","Rhineland-Palatinate,Saarland","(Married) couple without C. ","207","0.909818092372007","0.872799392124558","0.946836792619457","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Single parent ","44","0.97915414576698","0.937867979519859","1.0204403120141","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Couple + C. LE 16 ","163","0.881992776916763","0.836711611597811","0.927273942235714","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Couple + C. GT 16 ","123","0.9782020908227","0.953385393532856","1.00301878811254","1"
"Yes","1998","Rhineland-Palatinate,Saarland","Couple + C. LE and GT 16","40","0.780303731103589","0.670880400721786","0.889727061485392","1"
"Yes","1998","Baden-Württemberg","1-pers.-HH","175","0.930353349743698","0.896406826978398","0.964299872508998","1"
"Yes","1998","Baden-Württemberg","(Married) couple without C. ","352","0.925863204935032","0.901327341143837","0.950399068726227","1"
"Yes","1998","Baden-Württemberg","Single parent ","73","0.819635630400298","0.74465083809113","0.894620422709466","1"
"Yes","1998","Baden-Württemberg","Couple + C. LE 16 ","299","0.828785083883409","0.793344979849781","0.864225187917037","1"
"Yes","1998","Baden-Württemberg","Couple + C. GT 16 ","213","0.772664137346888","0.729549560098382","0.815778714595393","1"
"Yes","1998","Baden-Württemberg","Couple + C. LE and GT 16","84","0.64221652457923","0.568628835280467","0.715804213877993","1"
"Yes","1998","Bavaria","1-pers.-HH","215","0.933795427366582","0.901869759208161","0.965721095525003","1"
"Yes","1998","Bavaria","(Married) couple without C. ","465","0.886772809336168","0.860145321731155","0.91340029694118","1"
"Yes","1998","Bavaria","Single parent ","89","0.94427175034881","0.899084419011161","0.989459081686459","1"
"Yes","1998","Bavaria","Couple + C. LE 16 ","369","0.877845313471768","0.84728253310112","0.908408093842416","1"
"Yes","1998","Bavaria","Couple + C. GT 16 ","260","0.869865858045655","0.832711087535039","0.907020628556271","1"
"Yes","1998","Bavaria","Couple + C. LE and GT 16","131","0.836247868364218","0.779264046110001","0.893231690618436","1"
"Yes","1998","Berlin","1-pers.-HH","114","0.938445085555403","0.89526232436713","0.981627846743676","1"
"Yes","1998","Berlin","(Married) couple without C. ","144","0.985953227740424","0.96692905192852","1.00497740355233","1"
"Yes","1998","Berlin","Single parent ","31","0.803499698046814","0.673700708793695","0.933298687299932","1"
"Yes","1998","Berlin","Couple + C. LE 16 ","91","0.777220387314674","0.698376865279065","0.856063909350284","1"
"Yes","1998","Berlin","Couple + C. GT 16 ","60","0.928218437868183","0.866410786976846","0.990026088759521","1"
"Yes","1998","Berlin","Couple + C. LE and GT 16","27","","","","1"
"Yes","1998","Brandenburg","1-pers.-HH","73","0.943294146162501","0.890951584172944","0.995636708152057","1"
"Yes","1998","Brandenburg","(Married) couple without C. ","183","0.99452043524817","0.98385400575695","1.00518686473939","1"
"Yes","1998","Brandenburg","Single parent ","49","1","1","1","1"
"Yes","1998","Brandenburg","Couple + C. LE 16 ","110","1","1","1","1"
"Yes","1998","Brandenburg","Couple + C. GT 16 ","114","1","1","1","1"
"Yes","1998","Brandenburg","Couple + C. LE and GT 16","63","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","1-pers.-HH","47","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","(Married) couple without C. ","109","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","Single parent ","20","","","","1"
"Yes","1998","Mecklenburg-Western Pomerania","Couple + C. LE 16 ","86","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","Couple + C. GT 16 ","92","1","1","1","1"
"Yes","1998","Mecklenburg-Western Pomerania","Couple + C. LE and GT 16","38","1","1","1","1"
"Yes","1998","Saxony","1-pers.-HH","112","1","1","1","1"
"Yes","1998","Saxony","(Married) couple without C. ","372","1","1","1","1"
"Yes","1998","Saxony","Single parent ","42","1","1","1","1"
"Yes","1998","Saxony","Couple + C. LE 16 ","245","0.996854543683499","0.989857118512388","1.00385196885461","1"
"Yes","1998","Saxony","Couple + C. GT 16 ","248","1","1","1","1"
"Yes","1998","Saxony","Couple + C. LE and GT 16","106","0.989946742676877","0.971044405006437","1.00884908034732","1"
