"plj0014_v3","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence","value"
"No","2018","Brandenburg","Urban Area","12","","","","2"
"No","2018","Brandenburg","Rural Area","153","0.0297619947587156","0.0194836400643879","0.0400403494530433","2"
"No","2018","Mecklenburg-Western Pomerania","Urban Area","11","","","","2"
"No","2018","Mecklenburg-Western Pomerania","Rural Area","50","0.0123740602129032","0.00311834106006473","0.0216297793657417","2"
"No","2018","Saxony","Urban Area","137","0.0348512152197259","0.0233332779290459","0.0463691525104059","2"
"No","2018","Saxony","Rural Area","38","0.023079165690748","0.0126283248027863","0.0335300065787097","2"
"No","2018","Saxony-Anhalt","Urban Area","57","0.102556365680853","0.0630906426005573","0.142022088761148","2"
"No","2018","Saxony-Anhalt","Rural Area","69","0.0251250812695995","0.0141489129011736","0.0361012496380253","2"
"No","2018","Thuringia","Urban Area","59","0.0491728272655585","0.0262563203695931","0.072089334161524","2"
"No","2018","Thuringia","Rural Area","85","0.0716471611919277","0.0524593964771266","0.0908349259067287","2"
"No","2018","Lower Saxony","Urban Area","348","0.111613216754923","0.0944029951063369","0.12882343840351","2"
"No","2018","Lower Saxony","Rural Area","342","0.0942251256480901","0.0803541569030298","0.10809609439315","2"
"No","2018","Bremen","Urban Area","99","0.162275259104851","0.119913067221051","0.20463745098865","2"
"No","2018","Bremen","Rural Area","","","","","2"
"No","2018","North Rhine-Westphalia","Urban Area","1585","0.15252221799842","0.143566541327032","0.161477894669808","2"
"No","2018","North Rhine-Westphalia","Rural Area","31","0.0406911736716501","0.00672819727418515","0.0746541500691151","2"
"No","2018","Hesse","Urban Area","576","0.184075031807456","0.165964228038911","0.202185835576","2"
"No","2018","Hesse","Rural Area","120","0.105484373731999","0.0761420115571314","0.134826735906867","2"
"No","2018","Rhineland-Palatinate,Saarland","Urban Area","349","0.128791215240148","0.110540276962252","0.147042153518043","2"
"No","2018","Rhineland-Palatinate,Saarland","Rural Area","95","0.124123881224546","0.0931031348879894","0.155144627561103","2"
"No","2018","Baden-Württemberg","Urban Area","745","0.167842211225732","0.154221418498697","0.181463003952767","2"
"No","2018","Baden-Württemberg","Rural Area","64","0.0669473753010298","0.04120114482329","0.0926936057787696","2"
"No","2018","Bavaria","Urban Area","425","0.187851721232867","0.170555305055554","0.205148137410179","2"
"No","2018","Bavaria","Rural Area","481","0.10372695279514","0.0917891737644951","0.115664731825784","2"
"No","2018","Berlin","Urban Area","283","0.122121829531277","0.103392259028164","0.14085140003439","2"
"No","2018","Berlin","Rural Area","","","","","2"
"Yes","2018","Schleswig-Holstein","Urban Area","289","0.845208136075076","0.81182587729479","0.878590394855363","1"
"Yes","2018","Hamburg","Urban Area","429","0.876831269214905","0.849637155578419","0.90402538285139","1"
"Yes","2018","Hamburg","Rural Area","","","","","1"
"Yes","2018","Schleswig-Holstein","Rural Area","558","0.910362964726916","0.888486432848408","0.932239496605424","1"
"Yes","2018","Lower Saxony","Urban Area","938","0.888386783245077","0.87117656159649","0.905597004893663","1"
"Yes","2018","Lower Saxony","Rural Area","1362","0.90577487435191","0.89190390560685","0.91964584309697","1"
"Yes","2018","Bremen","Urban Area","192","0.837724740895149","0.79536254901135","0.880086932778949","1"
"Yes","2018","Bremen","Rural Area","","","","","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Urban Area","945","0.871208784759852","0.852957846481957","0.889459723037748","1"
"Yes","2018","North Rhine-Westphalia","Urban Area","4606","0.84747778200158","0.838522105330192","0.856433458672968","1"
"Yes","2018","Rhineland-Palatinate,Saarland","Rural Area","339","0.875876118775454","0.844855372438897","0.906896865112011","1"
"Yes","2018","Baden-Württemberg","Rural Area","298","0.93305262469897","0.90730639422123","0.95879885517671","1"
"Yes","2018","Baden-Württemberg","Urban Area","2147","0.832157788774268","0.818536996047233","0.845778581501303","1"
"Yes","2018","North Rhine-Westphalia","Rural Area","99","0.95930882632835","0.925345849930885","0.993271802725815","1"
"Yes","2018","Bavaria","Urban Area","1534","0.812148278767133","0.794851862589821","0.829444694944446","1"
"Yes","2018","Bavaria","Rural Area","2025","0.89627304720486","0.884335268174216","0.908210826235505","1"
"Yes","2018","Hesse","Urban Area","1183","0.815924968192545","0.797814164424","0.834035771961089","1"
"Yes","2018","Berlin","Rural Area","","","","","1"
"Yes","2018","Hesse","Rural Area","301","0.894515626268001","0.865173264093133","0.923857988442869","1"
"Yes","2018","Brandenburg","Rural Area","897","0.970238005241284","0.959959650546957","0.980516359935612","1"
"Yes","2018","Berlin","Urban Area","891","0.877878170468723","0.85914859996561","0.896607740971836","1"
"Yes","2018","Brandenburg","Urban Area","92","0.986398948978384","0.964137985523189","1.00865991243358","1"
"Yes","2018","Mecklenburg-Western Pomerania","Rural Area","498","0.987625939787097","0.978370220634258","0.996881658939935","1"
"Yes","2018","Saxony","Urban Area","837","0.965148784780274","0.953630847489594","0.976666722070954","1"
"Yes","2018","Mecklenburg-Western Pomerania","Urban Area","91","0.913475972811039","0.858917157437877","0.968034788184201","1"
"Yes","2018","Saxony","Rural Area","755","0.976920834309252","0.96646999342129","0.987371675197214","1"
"Yes","2018","Thuringia","Rural Area","609","0.928352838808072","0.909165074093271","0.947540603522873","1"
"Yes","2018","Saxony-Anhalt","Urban Area","170","0.897443634319147","0.857977911238852","0.936909357399443","1"
"Yes","2018","Thuringia","Urban Area","283","0.950827172734442","0.927910665838476","0.973743679630407","1"
"Yes","2018","Saxony-Anhalt","Rural Area","712","0.9748749187304","0.963898750361975","0.985851087098826","1"
"No","2019","Schleswig-Holstein","Urban Area","168","0.149559673632715","0.117688010246042","0.181431337019389","2"
"No","2019","Schleswig-Holstein","Rural Area","93","0.0894805429035561","0.0676045316834087","0.111356554123704","2"
"No","2019","Hamburg","Urban Area","136","0.126125732203069","0.0994724138266704","0.152779050579468","2"
"No","2019","Hamburg","Rural Area","","","","","2"
"No","2019","Lower Saxony","Urban Area","261","0.125647259272655","0.106925153464874","0.144369365080435","2"
"No","2019","Lower Saxony","Rural Area","317","0.0883065046729554","0.0746240554491056","0.101988953896805","2"
"No","2019","Bremen","Urban Area","97","0.18627316108788","0.140752412686911","0.231793909488849","2"
"No","2019","Bremen","Rural Area","","","","","2"
"No","2019","North Rhine-Westphalia","Urban Area","1455","0.168612263247209","0.159173907893757","0.17805061860066","2"
"No","2019","North Rhine-Westphalia","Rural Area","28","","","","2"
"No","2019","Hesse","Urban Area","425","0.186703363733813","0.167645427046802","0.205761300420824","2"
"No","2019","Hesse","Rural Area","76","0.0896755299204558","0.0610611862837178","0.118289873557194","2"
"No","2019","Rhineland-Palatinate,Saarland","Urban Area","298","0.133258417685171","0.114485690521905","0.152031144848437","2"
"No","2019","Rhineland-Palatinate,Saarland","Rural Area","83","0.148956057881468","0.113844134460483","0.184067981302452","2"
"No","2019","Baden-Württemberg","Urban Area","659","0.159451234484999","0.146073777586531","0.172828691383467","2"
"No","2019","Baden-Württemberg","Rural Area","71","0.0638340887128271","0.037297686942222","0.0903704904834322","2"
"No","2019","Bavaria","Urban Area","360","0.178548385761293","0.161291736081978","0.195805035440608","2"
"No","2019","Bavaria","Rural Area","467","0.106743130347191","0.0945483485196351","0.118937912174747","2"
"No","2019","Berlin","Urban Area","","","","","2"
"No","2019","Berlin","Rural Area","","","","","2"
"No","2019","Brandenburg","Urban Area","13","","","","2"
"No","2019","Brandenburg","Rural Area","131","0.037201792164558","0.0260329050245523","0.0483706793045637","2"
"No","2019","Mecklenburg-Western Pomerania","Urban Area","10","","","","2"
"No","2019","Mecklenburg-Western Pomerania","Rural Area","38","0.00787432980592544","0.00043320495452219","0.0153154546573287","2"
"No","2019","Saxony","Urban Area","113","0.0352329783953801","0.0235152416670492","0.046950715123711","2"
"No","2019","Saxony","Rural Area","32","0.0209792572418679","0.0109410025423709","0.0310175119413649","2"
"No","2019","Saxony-Anhalt","Urban Area","66","0.05444640759173","0.0258594394601624","0.0830333757232975","2"
"No","2019","Saxony-Anhalt","Rural Area","60","0.03096461909987","0.0184840347667046","0.0434452034330354","2"
"No","2019","Thuringia","Urban Area","42","0.0391253091886351","0.0181420262052294","0.0601085921720408","2"
"No","2019","Thuringia","Rural Area","68","0.0888777697386955","0.0672332005102973","0.110522338967094","2"
"Yes","2019","Schleswig-Holstein","Urban Area","313","0.850440326367285","0.818568662980611","0.882311989753958","1"
"Yes","2019","Schleswig-Holstein","Rural Area","561","0.910519457096444","0.888643445876297","0.932395468316591","1"
"Yes","2019","Hamburg","Urban Area","460","0.873874267796931","0.847220949420532","0.90052758617333","1"
"Yes","2019","Hamburg","Rural Area","","","","","1"
"Yes","2019","Lower Saxony","Urban Area","943","0.874352740727345","0.855630634919565","0.893074846535126","1"
"Yes","2019","Lower Saxony","Rural Area","1335","0.911693495327045","0.898011046103195","0.925375944550895","1"
"Yes","2019","Bremen","Urban Area","184","0.81372683891212","0.768206090511151","0.859247587313089","1"
"Yes","2019","Bremen","Rural Area","","","","","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Urban Area","961","0.866741582314829","0.847968855151563","0.885514309478095","1"
"Yes","2019","North Rhine-Westphalia","Urban Area","4590","0.831387736752791","0.82194938139934","0.840826092106243","1"
"Yes","2019","Rhineland-Palatinate,Saarland","Rural Area","312","0.851043942118532","0.815932018697548","0.886155865539517","1"
"Yes","2019","Baden-Württemberg","Urban Area","2218","0.840548765515001","0.827171308616532","0.853926222413469","1"
"Yes","2019","North Rhine-Westphalia","Rural Area","98","0.973351708895966","0.945230602842346","1.00147281494959","1"
"Yes","2019","Bavaria","Urban Area","1532","0.821451614238707","0.804194964559392","0.838708263918022","1"
"Yes","2019","Baden-Württemberg","Rural Area","255","0.936165911287173","0.909629509516568","0.962702313057778","1"
"Yes","2019","Bavaria","Rural Area","1996","0.893256869652809","0.881062087825253","0.905451651480365","1"
"Yes","2019","Berlin","Urban Area","","","","","1"
"Yes","2019","Berlin","Rural Area","","","","","1"
"Yes","2019","Hesse","Urban Area","1181","0.813296636266187","0.794238699579176","0.832354572953198","1"
"Yes","2019","Brandenburg","Urban Area","93","0.95379549314788","0.913831860240221","0.99375912605554","1"
"Yes","2019","Mecklenburg-Western Pomerania","Urban Area","90","0.91941404371059","0.866064176897098","0.972763910524082","1"
"Yes","2019","Brandenburg","Rural Area","972","0.962798207835442","0.951629320695436","0.973967094975448","1"
"Yes","2019","Saxony","Urban Area","838","0.96476702160462","0.953049284876289","0.976484758332951","1"
"Yes","2019","Hesse","Rural Area","307","0.910324470079544","0.881710126442806","0.938938813716282","1"
"Yes","2019","Mecklenburg-Western Pomerania","Rural Area","504","0.992125670194074","0.984684545342671","0.999566795045478","1"
"Yes","2019","Saxony","Rural Area","751","0.979020742758132","0.968982488058635","0.989058997457629","1"
"Yes","2019","Saxony-Anhalt","Rural Area","680","0.96903538090013","0.956554796566965","0.981515965233296","1"
"Yes","2019","Thuringia","Urban Area","286","0.960874690811365","0.939891407827959","0.981857973794771","1"
"Yes","2019","Thuringia","Rural Area","596","0.911122230261304","0.889477661032906","0.932766799489703","1"
"Yes","2019","Saxony-Anhalt","Urban Area","176","0.94555359240827","0.916966624276702","0.974140560539838","1"
